"","date","SNDE"
"205","2017-06-29",51.889999
"206","2017-06-30",49.419998
"207","2017-07-03",50.950001
"208","2017-07-05",50.450001
"209","2017-07-06",49
"210","2017-07-07",46.5
"211","2017-07-10",45.700001
"212","2017-07-11",47.32
"213","2017-07-12",47.360001
"214","2017-07-13",45.5
"215","2017-07-14",47.759998
"216","2017-07-17",47.470001
"217","2017-07-18",47.200001
"218","2017-07-19",49
"219","2017-07-20",49.259998
"220","2017-07-21",48.869999
"221","2017-07-24",46.599998
"222","2017-07-25",48.299999
"223","2017-07-26",53
"224","2017-07-27",51.299999
"225","2017-07-28",55.299999
"226","2017-07-31",55.099998
"227","2017-08-01",52.900002
"228","2017-08-02",49.509998
"229","2017-08-03",49.509998
"230","2017-08-04",47.700001
"231","2017-08-07",47.5
"232","2017-08-08",45.799999
"233","2017-08-09",43.799999
"234","2017-08-10",43.799999
"235","2017-08-11",42.880001
"236","2017-08-14",41
"237","2017-08-15",40.200001
"238","2017-08-16",40.5
"239","2017-08-17",40.470001
"240","2017-08-18",40.23
"241","2017-08-21",39.98
"242","2017-08-22",40.369999
"243","2017-08-23",40.099998
"244","2017-08-24",42.619999
"245","2017-08-25",42.5
"246","2017-08-28",40.5
"247","2017-08-29",40.5
"248","2017-08-30",40.799999
"249","2017-08-31",40.799999
"250","2017-09-01",40
"251","2017-09-05",40
"252","2017-09-06",40
"253","2017-09-07",40
"254","2017-09-08",40.32
"255","2017-09-11",41.599998
"256","2017-09-12",44.400002
"257","2017-09-13",42.5
"258","2017-09-14",49.299999
"259","2017-09-15",41.599998
"260","2017-09-18",42.299999
"261","2017-09-19",43.799999
"262","2017-09-20",43.700001
"263","2017-09-21",42.900002
"264","2017-09-22",43
"265","2017-09-25",42.5
"266","2017-09-26",45
"267","2017-09-27",45.599998
"268","2017-09-28",46.400002
"269","2017-09-29",46.130001
"270","2017-10-02",47
"271","2017-10-03",46
"272","2017-10-04",45.299999
"273","2017-10-05",48.5
"274","2017-10-06",48.5
"275","2017-10-09",44.099998
"276","2017-10-10",45.5
"277","2017-10-11",46.900002
"278","2017-10-12",45
"279","2017-10-13",45.200001
"280","2017-10-16",44
"281","2017-10-17",43.860001
"282","2017-10-18",43
"283","2017-10-19",42.299999
"284","2017-10-20",42
"285","2017-10-23",41
"286","2017-10-24",40.099998
"287","2017-10-25",40.400002
"288","2017-10-26",40.900002
"289","2017-10-27",40.189999
"290","2017-10-30",41.110001
"291","2017-10-31",42.5
"292","2017-11-01",47.400002
"293","2017-11-02",45.700001
"294","2017-11-03",46.799999
"295","2017-11-06",50.799999
"296","2017-11-07",52.099998
"297","2017-11-08",50.799999
"298","2017-11-09",51.740002
"299","2017-11-10",52.049999
"300","2017-11-13",53.400002
"301","2017-11-14",52.200001
"302","2017-11-15",52.16
"303","2017-11-16",55
"304","2017-11-17",56
"305","2017-11-20",55
"306","2017-11-21",55
"307","2017-11-22",59.5
"308","2017-11-24",56.799999
"309","2017-11-27",54
"310","2017-11-28",52.900002
"311","2017-11-29",52.5
"312","2017-11-30",49.400002
"313","2017-12-01",51.599998
"314","2017-12-04",52.080002
"315","2017-12-05",52.759998
"316","2017-12-06",50.599998
"317","2017-12-07",48
"318","2017-12-08",49.900002
"319","2017-12-11",51.099998
"320","2017-12-12",49.5
"321","2017-12-13",51.490002
"322","2017-12-14",49.700001
"323","2017-12-15",50.5
"324","2017-12-18",49.400002
"325","2017-12-19",50.099998
"326","2017-12-20",51.5
"327","2017-12-21",53
"328","2017-12-22",56.799999
"329","2017-12-26",59.799999
"330","2017-12-27",59.799999
"331","2017-12-28",58
"332","2017-12-29",59.41
"333","2018-01-02",62
"334","2018-01-03",64.629997
"335","2018-01-04",70
"336","2018-01-05",73
"337","2018-01-08",69.5
"338","2018-01-09",75.5
"339","2018-01-10",76.599998
"340","2018-01-11",82.489998
"341","2018-01-12",83.400002
"342","2018-01-16",90
"343","2018-01-17",85.599998
"344","2018-01-18",84.5
"345","2018-01-19",81.099998
"346","2018-01-22",80.199997
"347","2018-01-23",83.5
"348","2018-01-24",85.699997
"349","2018-01-25",81.199997
"350","2018-01-26",82.760002
"351","2018-01-29",83.199997
"352","2018-01-30",83.199997
"353","2018-01-31",83.199997
"354","2018-02-01",83.199997
"355","2018-02-02",83.199997
"356","2018-02-05",83.199997
"357","2018-02-06",83.199997
"358","2018-02-07",67
"359","2018-02-08",63.389999
"360","2018-02-09",61.299999
"361","2018-02-12",59.599998
"362","2018-02-13",58.389999
"363","2018-02-14",58
"364","2018-02-15",57.400002
"365","2018-02-16",57.5
"366","2018-02-20",61.700001
"367","2018-02-21",59
"368","2018-02-22",57.599998
"369","2018-02-23",57.599998
"370","2018-02-26",58.900002
"371","2018-02-27",59
"372","2018-02-28",59.5
"373","2018-03-01",57.900002
"374","2018-03-02",57.700001
"375","2018-03-05",57.799999
"376","2018-03-06",57.5
"377","2018-03-07",58.400002
"378","2018-03-08",58
"379","2018-03-09",57
"380","2018-03-12",57
"381","2018-03-13",57
"382","2018-03-14",57
"383","2018-03-15",57
"384","2018-03-16",49.400002
"385","2018-03-19",49.400002
"386","2018-03-20",48.5
"387","2018-03-21",47.200001
"388","2018-03-22",46.599998
"389","2018-03-23",45.889999
"390","2018-03-26",45.5
"391","2018-03-27",45
"392","2018-03-28",45.200001
"393","2018-03-29",47.599998
"394","2018-04-02",44.400002
"395","2018-04-03",43.59
"396","2018-04-04",43.900002
"397","2018-04-05",44.200001
"398","2018-04-06",42.5
"399","2018-04-09",42.200001
"400","2018-04-10",42
"401","2018-04-11",42
"402","2018-04-12",45.060001
"403","2018-04-13",44.700001
"404","2018-04-16",44.900002
"405","2018-04-17",45.560001
"406","2018-04-18",46.099998
"407","2018-04-19",45.59
"408","2018-04-20",45
"409","2018-04-23",45
"410","2018-04-24",41.900002
"411","2018-04-25",45.5
"412","2018-04-26",47.599998
"413","2018-04-27",45.599998
"414","2018-04-30",45
"415","2018-05-01",46
"416","2018-05-02",46.700001
"417","2018-05-03",46.279999
"418","2018-05-04",45
"419","2018-05-07",46.599998
"420","2018-05-08",47
"421","2018-05-09",52.669998
"422","2018-05-10",57.41
"423","2018-05-11",53.099998
"424","2018-05-14",55.599998
"425","2018-05-15",52.009998
"426","2018-05-16",55
"427","2018-05-17",54.580002
"428","2018-05-18",54.580002
"429","2018-05-21",53.02
"430","2018-05-22",54.799999
"431","2018-05-23",55.5
"432","2018-05-24",56.450001
"433","2018-05-25",53
"434","2018-05-29",49.599998
"435","2018-05-30",51.5
"436","2018-05-31",52
"437","2018-06-01",54.380001
"438","2018-06-04",52.799999
"439","2018-06-05",53
"440","2018-06-06",51.400002
"441","2018-06-07",50
"442","2018-06-08",50
"443","2018-06-11",51.540001
"444","2018-06-12",51.599998
"445","2018-06-13",50.099998
"446","2018-06-14",50.759998
"447","2018-06-15",46.299999
"448","2018-06-18",48.099998
"449","2018-06-19",48
"450","2018-06-20",49.400002
"451","2018-06-21",49
"452","2018-06-22",52.099998
"453","2018-06-25",50
"454","2018-06-26",51.299999
"455","2018-06-27",52.799999
"456","2018-06-28",53.5
"457","2018-06-29",56.5
"458","2018-07-02",55
"459","2018-07-03",54.799999
"460","2018-07-05",54.5
"461","2018-07-06",54.200001
"462","2018-07-09",55.599998
"463","2018-07-10",55.799999
"464","2018-07-11",56.700001
"465","2018-07-12",55.900002
"466","2018-07-13",55.799999
"467","2018-07-16",55.599998
"468","2018-07-17",55
"469","2018-07-18",57.700001
"470","2018-07-19",52.599998
"471","2018-07-20",53.5
"472","2018-07-23",53.5
"473","2018-07-24",53.799999
"474","2018-07-25",54.5
"475","2018-07-26",54
"476","2018-07-27",53.900002
"477","2018-07-30",53.889999
"478","2018-07-31",54.799999
"479","2018-08-01",54.799999
"480","2018-08-02",57
"481","2018-08-03",55.200001
"482","2018-08-06",55.169998
"483","2018-08-07",59.040001
"484","2018-08-08",58.799999
"485","2018-08-09",58.23
"486","2018-08-10",56
"487","2018-08-13",53
"488","2018-08-14",53
"489","2018-08-15",54.75
"490","2018-08-16",53.799999
"491","2018-08-17",54
"492","2018-08-20",53.48
"493","2018-08-21",54.5
"494","2018-08-22",54.5
"495","2018-08-23",52.900002
"496","2018-08-24",52.5
"497","2018-08-27",52.099998
"498","2018-08-28",50.5
"499","2018-08-29",53.240002
"500","2018-08-30",51.799999
"501","2018-08-31",50
"502","2018-09-04",54.799999
"503","2018-09-05",50
"504","2018-09-06",51.599998
"505","2018-09-07",51.599998
"506","2018-09-10",49
"507","2018-09-11",49.5
"508","2018-09-12",51
"509","2018-09-13",56
"510","2018-09-14",53
"511","2018-09-17",52.5
"512","2018-09-18",53.360001
"513","2018-09-19",53
"514","2018-09-20",54.029999
"515","2018-09-21",54.029999
"516","2018-09-24",55
"517","2018-09-25",57.5
"518","2018-09-26",57.16
"519","2018-09-27",58
"520","2018-09-28",57.400002
"521","2018-10-01",58.299999
"522","2018-10-02",61
"523","2018-10-03",60.5
"524","2018-10-04",62.5
"525","2018-10-05",62.5
"526","2018-10-08",61.700001
"527","2018-10-09",65.5
"528","2018-10-10",65.5
"529","2018-10-11",65.5
"530","2018-10-12",63
"531","2018-10-15",63.5
"532","2018-10-16",65.540001
"533","2018-10-17",64.5
"534","2018-10-18",60.5
"535","2018-10-19",63
"536","2018-10-22",64.400002
"537","2018-10-23",60.099998
"538","2018-10-24",58.5
"539","2018-10-25",55.5
"540","2018-10-26",59.299999
"541","2018-10-29",62.5
"542","2018-10-30",52.700001
"543","2018-10-31",59.799999
"544","2018-11-01",59.799999
"545","2018-11-02",58.400002
"546","2018-11-05",59.400002
"547","2018-11-06",62
"548","2018-11-07",58.400002
"549","2018-11-08",60
"550","2018-11-09",57
"551","2018-11-12",55.209999
"552","2018-11-13",54.5
"553","2018-11-14",50.200001
"554","2018-11-15",49.099998
"555","2018-11-16",51.299999
"556","2018-11-19",48.099998
"557","2018-11-20",45
"558","2018-11-21",43
"559","2018-11-23",41.799999
"560","2018-11-26",38.099998
"561","2018-11-27",37.700001
"562","2018-11-28",37.299999
"563","2018-11-29",37.599998
"564","2018-11-30",37.400002
"565","2018-12-03",40.900002
"566","2018-12-04",37
"567","2018-12-06",34.900002
"568","2018-12-07",35.299999
"569","2018-12-10",31.799999
"570","2018-12-11",32
"571","2018-12-12",33.5
"572","2018-12-13",33.599998
"573","2018-12-14",31.6
"574","2018-12-17",31.9
"575","2018-12-18",28.299999
"576","2018-12-19",28.9
"577","2018-12-20",25.5
"578","2018-12-21",23.5
"579","2018-12-24",21.51
"580","2018-12-26",22.700001
"581","2018-12-27",23.549999
"582","2018-12-28",22.5
"583","2018-12-31",23.32
"584","2019-01-02",25.200001
"585","2019-01-03",24.950001
"586","2019-01-04",27
"587","2019-01-07",29
"588","2019-01-08",29.5
"589","2019-01-09",34.5
"590","2019-01-10",31.5
"591","2019-01-11",29.4
"592","2019-01-14",29.4
"593","2019-01-15",30
"594","2019-01-16",29.9
"595","2019-01-17",29.5
"596","2019-01-18",31.5
"597","2019-01-22",32.700001
"598","2019-01-23",30.5
"599","2019-01-24",29.43
"600","2019-01-25",30.1
"601","2019-01-28",30.809999
"602","2019-01-29",30
"603","2019-01-30",33
"604","2019-01-31",33.470001
"605","2019-02-01",31.4
"606","2019-02-04",31.129999
"607","2019-02-05",30.629999
"608","2019-02-06",30.129999
"609","2019-02-07",30.700001
"610","2019-02-08",29
"611","2019-02-11",29
"612","2019-02-12",28.860001
"613","2019-02-13",31
"614","2019-02-14",29
"615","2019-02-15",28.6
"616","2019-02-19",30.5
"617","2019-02-20",30.299999
"618","2019-02-21",29.129999
"619","2019-02-22",30.07
"620","2019-02-25",30.299999
"621","2019-02-26",29.1
"622","2019-02-27",28.4
"623","2019-02-28",28.6
"624","2019-03-01",28.65
"625","2019-03-04",28.700001
"626","2019-03-05",28.6
"627","2019-03-06",27.5
"628","2019-03-07",26.1
"629","2019-03-08",25.700001
"630","2019-03-11",26.299999
"631","2019-03-12",24.700001
"632","2019-03-13",25
"633","2019-03-14",25.9
"634","2019-03-15",25.9
"635","2019-03-18",26.5
"636","2019-03-19",27.1
"637","2019-03-20",26.700001
"638","2019-03-21",28
"639","2019-03-22",27.5
"640","2019-03-25",27.200001
"641","2019-03-26",26.4
"642","2019-03-27",26.700001
"643","2019-03-28",28
"644","2019-03-29",30
"645","2019-04-01",31.030001
"646","2019-04-02",32.16
"647","2019-04-03",31.5
"648","2019-04-04",30.9
"649","2019-04-05",30.200001
"650","2019-04-08",31.34
"651","2019-04-09",31.5
"652","2019-04-10",31.700001
"653","2019-04-11",31.1
"654","2019-04-12",31.1
"655","2019-04-15",31.1
"656","2019-04-16",31.200001
"657","2019-04-17",29.75
"658","2019-04-18",30.110001
"659","2019-04-22",30.9
"660","2019-04-23",33.299999
"661","2019-04-24",34.349998
"662","2019-04-25",34.900002
"663","2019-04-26",33.32
"664","2019-04-29",32.400002
"665","2019-04-30",33
"666","2019-05-01",33
"667","2019-05-02",32.150002
"668","2019-05-03",30.5
"669","2019-05-06",29.5
"670","2019-05-07",27.790001
"671","2019-05-08",28.200001
"672","2019-05-09",27.5
"673","2019-05-10",28.48
"674","2019-05-13",27.75
"675","2019-05-14",27.200001
"676","2019-05-15",29
"677","2019-05-16",28
"678","2019-05-17",29
"679","2019-05-20",28.68
"680","2019-05-21",29.1
"681","2019-05-22",28
"682","2019-05-23",27.299999
"683","2019-05-24",26.6
"684","2019-05-28",26.1
"685","2019-05-29",24.299999
"686","2019-05-30",25
"687","2019-05-31",23.5
"688","2019-06-03",21.5
"689","2019-06-04",22.700001
"690","2019-06-05",21.09
"691","2019-06-06",19.6
"692","2019-06-07",20.1
"693","2019-06-10",19.43
"694","2019-06-11",19.4
"695","2019-06-12",18.75
"696","2019-06-13",17
"697","2019-06-14",16.4
"698","2019-06-17",15.9
"699","2019-06-18",19
"700","2019-06-19",19.1
"701","2019-06-20",18.5
"702","2019-06-21",18.700001
"703","2019-06-24",18.32
"704","2019-06-25",18.559999
"705","2019-06-26",17.799999
"706","2019-06-27",19.1
"707","2019-06-28",19.42
"708","2019-07-01",19.700001
"709","2019-07-02",18.1
"710","2019-07-03",17.969999
"711","2019-07-05",17
"712","2019-07-08",17.4
"713","2019-07-09",16.700001
"714","2019-07-10",16.6
"715","2019-07-11",16.6
"716","2019-07-12",16.92
"717","2019-07-15",17.02
"718","2019-07-16",18.6
"719","2019-07-17",17
"720","2019-07-18",16.200001
"721","2019-07-19",16.200001
"722","2019-07-22",15
"723","2019-07-23",15.3
"724","2019-07-24",15.82
"725","2019-07-25",15.09
"726","2019-07-26",15.3
"727","2019-07-29",15.1
"728","2019-07-30",14.8
"729","2019-07-31",13.6
"730","2019-08-01",13.95
"731","2019-08-02",13
"732","2019-08-05",12.8
"733","2019-08-06",12.14
"734","2019-08-07",11.6
"735","2019-08-08",12.36
"736","2019-08-09",12.8
"737","2019-08-12",12.3
"738","2019-08-13",12.8
"739","2019-08-14",12.3
"740","2019-08-15",11.6
"741","2019-08-16",11.4
"742","2019-08-19",11.5
"743","2019-08-20",11.59
"744","2019-08-21",11.5
"745","2019-08-22",11.5
"746","2019-08-23",11.3
"747","2019-08-26",11.4
"748","2019-08-27",11.46
"749","2019-08-28",12.3
"750","2019-08-29",12.5
"751","2019-08-30",13
"752","2019-09-03",12.5
"753","2019-09-04",12.7
"754","2019-09-05",12.5
"755","2019-09-06",15.1
"756","2019-09-09",16.51
"757","2019-09-10",17.219999
"758","2019-09-11",13.4
"759","2019-09-12",13.1
"760","2019-09-13",12.9
"761","2019-09-16",15.9
"762","2019-09-17",15.6
"763","2019-09-18",14.7
"764","2019-09-19",14.2
"765","2019-09-20",14.4
"766","2019-09-23",14.1
"767","2019-09-24",13.5
"768","2019-09-25",12.1
"769","2019-09-26",13.1
"770","2019-09-27",13.3
"771","2019-09-30",12.8
"772","2019-10-01",12.1
"773","2019-10-02",12
"774","2019-10-03",11.23
"775","2019-10-04",11.25
"776","2019-10-07",11.7
"777","2019-10-08",10.9
"778","2019-10-09",10.9
"779","2019-10-10",11.1
"780","2019-10-11",10.7
"781","2019-10-14",11.3
"782","2019-10-15",10.2
"783","2019-10-16",9.65
"784","2019-10-17",9.5
"785","2019-10-18",9.98
"786","2019-10-21",9.98
"787","2019-10-22",10
"788","2019-10-23",10
"789","2019-10-24",9.5
"790","2019-10-25",9.5
"791","2019-10-28",9.4
"792","2019-10-29",9.06
"793","2019-10-30",8.92
"794","2019-10-31",9
"795","2019-11-01",8.9
"796","2019-11-04",9.4
"797","2019-11-05",10.9
"798","2019-11-06",10.3
"799","2019-11-07",10.8
"800","2019-11-08",10.6
"801","2019-11-11",10
"802","2019-11-12",9.5
"803","2019-11-13",10
"804","2019-11-14",10.3
"805","2019-11-15",10.24
"806","2019-11-18",10.3
"807","2019-11-19",10.3
"808","2019-11-20",10.2
"809","2019-11-21",10.35
"810","2019-11-22",10.6
"811","2019-11-25",12
"812","2019-11-26",12
"813","2019-11-27",10.928
"814","2019-11-29",10.75
"815","2019-12-02",10.9
"816","2019-12-03",11.38
"817","2019-12-04",11.572
"818","2019-12-05",11.2
"819","2019-12-06",13.38
"820","2019-12-09",13.36
"821","2019-12-10",15.61
"822","2019-12-11",15.29
"823","2019-12-12",15.74
"824","2019-12-13",16
"825","2019-12-16",16.969
"826","2019-12-17",19.610001
"827","2019-12-18",21.01
"828","2019-12-19",22.200001
"829","2019-12-20",22
"830","2019-12-23",20
"831","2019-12-24",22.469999
"832","2019-12-26",20.75
"833","2019-12-27",20.780001
"834","2019-12-30",20.370001
"835","2019-12-31",19.152
"836","2020-01-02",18.146
"837","2020-01-03",18.306
"838","2020-01-06",18.843
"839","2020-01-07",19.450001
"840","2020-01-08",19.08
"841","2020-01-09",18.829
"842","2020-01-10",18.969999
"843","2020-01-13",18.9
"844","2020-01-14",18.25
"845","2020-01-15",17.93
"846","2020-01-16",16.084
"847","2020-01-17",15.71
"848","2020-01-21",13.665
"849","2020-01-22",11.85
"850","2020-01-23",12
"851","2020-01-24",11.165
"852","2020-01-27",10.205
"853","2020-01-28",9.89
"854","2020-01-29",10.03
"855","2020-01-30",11.56
"856","2020-01-31",11.032
"857","2020-02-03",10.5
"858","2020-02-04",9.95
"859","2020-02-05",10.41
"860","2020-02-06",10.08
"861","2020-02-07",10.165
"862","2020-02-10",10.35
"863","2020-02-11",10.09
"864","2020-02-12",9.74
"865","2020-02-13",9.95
"866","2020-02-14",9.37
"867","2020-02-18",9.575
"868","2020-02-19",9.9
"869","2020-02-20",9.82
"870","2020-02-21",9.675
"871","2020-02-24",9.355
"872","2020-02-25",9.53
"873","2020-02-26",8.925
"874","2020-02-27",8.15
"875","2020-02-28",7.51
"876","2020-03-02",7.46
"877","2020-03-03",7.65
"878","2020-03-04",7.64
"879","2020-03-05",9.25
"880","2020-03-06",7.61
"881","2020-03-09",3.84
"882","2020-03-10",3.7
"883","2020-03-11",2.97
"884","2020-03-12",1.9
"885","2020-03-13",2
"886","2020-03-16",1
"887","2020-03-17",3.65
"888","2020-03-18",2.5
"889","2020-03-19",2.6
"890","2020-03-20",2.6
"891","2020-03-23",2.45
"892","2020-03-24",2.45
"893","2020-03-25",2.33
"894","2020-03-26",2.3
"895","2020-03-27",2.12
"896","2020-03-30",2.02
"897","2020-03-31",2.27
"898","2020-04-01",2.02
"899","2020-04-02",2.24
"900","2020-04-03",1.97
"901","2020-04-06",2.02
"902","2020-04-07",2.1
"903","2020-04-08",2.1
"904","2020-04-09",2.34
"905","2020-04-13",3.82
"906","2020-04-14",3.39
"907","2020-04-15",3.11
"908","2020-04-16",2.84
"909","2020-04-17",3.01
"910","2020-04-20",2.72
"911","2020-04-21",2.85
"912","2020-04-22",3
"913","2020-04-23",3.25
"914","2020-04-24",3.29
"915","2020-04-27",2.9
"916","2020-04-28",2.87
"917","2020-04-29",3
"918","2020-04-30",3.15
"919","2020-05-01",3.04
"920","2020-05-04",2.96
"921","2020-05-05",2.97
"922","2020-05-06",2.83
"923","2020-05-07",2.73
"924","2020-05-08",2.83
"925","2020-05-11",2.87
"926","2020-05-12",2.775
"927","2020-05-13",2.53
"928","2020-05-14",2.52
"929","2020-05-15",2.49
"930","2020-05-18",2.54
"931","2020-05-19",2.53
"932","2020-05-20",2.6
"933","2020-05-21",2.8
"934","2020-05-22",2.8
"935","2020-05-26",2.7
"936","2020-05-27",2.69
"937","2020-05-28",2.55
"938","2020-05-29",2.48
"939","2020-06-01",2.64
"940","2020-06-02",2.58
"941","2020-06-03",2.63
"942","2020-06-04",2.76
"943","2020-06-05",3.33
"944","2020-06-08",4.6
"945","2020-06-09",4.02
"946","2020-06-10",3.56
"947","2020-06-11",3.2
"948","2020-06-12",3.55
"949","2020-06-15",3.58
"950","2020-06-16",3.48
"951","2020-06-17",3.16
"952","2020-06-18",2.92
"953","2020-06-19",2.89
"954","2020-06-22",2.78
"955","2020-06-23",2.72
"956","2020-06-24",2.95
"957","2020-06-25",2.93
"958","2020-06-26",2.69
"959","2020-06-29",2.78
"960","2020-06-30",2.88
"961","2020-07-01",2.9
"962","2020-07-02",2.71
"963","2020-07-06",2.65
"964","2020-07-07",2.59
"965","2020-07-08",2.52
"966","2020-07-09",2.45
"967","2020-07-10",2.7
"968","2020-07-13",2.53
"969","2020-07-14",2.45
"970","2020-07-15",2.45
"971","2020-07-16",2.44
"972","2020-07-17",2.48
"973","2020-07-20",2.4
"974","2020-07-21",2.38
"975","2020-07-22",3.28
"976","2020-07-23",2.99
"977","2020-07-24",3
"978","2020-07-27",2.89
"979","2020-07-28",2.87
"980","2020-07-29",2.78
"981","2020-07-30",2.68
"982","2020-07-31",2.56
"983","2020-08-03",2.6
"984","2020-08-04",2.73
"985","2020-08-05",2.78
"986","2020-08-06",2.66
"987","2020-08-07",2.71
"988","2020-08-10",2.71
"989","2020-08-11",2.49
"990","2020-08-12",2.61
"991","2020-08-13",2.64
"992","2020-08-14",2.49
"993","2020-08-17",2.38
"994","2020-08-18",2.4
"995","2020-08-19",2.22
"996","2020-08-20",2.18
"997","2020-08-21",2.2
"998","2020-08-24",2.125
"999","2020-08-25",2.13
