"","date","COFS"
"1","2007-01-03",16.036282
"2","2007-01-04",16.036282
"3","2007-01-05",16.036282
"4","2007-01-08",16.145124
"5","2007-01-09",16.145124
"6","2007-01-10",16.145124
"7","2007-01-11",16.145124
"8","2007-01-12",16.145124
"9","2007-01-16",16.145124
"10","2007-01-17",16.145124
"11","2007-01-18",16.054422
"12","2007-01-19",16.054422
"13","2007-01-22",16.054422
"14","2007-01-23",16.054422
"15","2007-01-24",16.054422
"16","2007-01-25",16.036282
"17","2007-01-26",16.036282
"18","2007-01-29",16.036282
"19","2007-01-30",16.036282
"20","2007-01-31",15.782313
"21","2007-02-01",15.736961
"22","2007-02-02",15.736961
"23","2007-02-05",15.736961
"24","2007-02-06",15.736961
"25","2007-02-07",16.009069
"26","2007-02-08",15.827664
"27","2007-02-09",15.827664
"28","2007-02-12",15.782313
"29","2007-02-13",15.782313
"30","2007-02-14",15.646258
"31","2007-02-15",15.646258
"32","2007-02-16",15.646258
"33","2007-02-20",15.873015
"34","2007-02-21",15.873015
"35","2007-02-22",15.873015
"36","2007-02-23",15.873015
"37","2007-02-26",15.873015
"38","2007-02-27",15.646258
"39","2007-02-28",15.646258
"40","2007-03-01",15.646258
"41","2007-03-02",15.646258
"42","2007-03-05",15.646258
"43","2007-03-06",15.646258
"44","2007-03-07",15.510204
"45","2007-03-08",15.510204
"46","2007-03-09",15.419501
"47","2007-03-12",15.419501
"48","2007-03-13",14.965986
"49","2007-03-14",14.965986
"50","2007-03-15",14.965986
"51","2007-03-16",14.965986
"52","2007-03-19",14.965986
"53","2007-03-20",14.739229
"54","2007-03-21",14.965986
"55","2007-03-22",14.965986
"56","2007-03-23",14.739229
"57","2007-03-26",14.965986
"58","2007-03-27",14.965986
"59","2007-03-28",15.238095
"60","2007-03-29",15.555555
"61","2007-03-30",15.646258
"62","2007-04-02",15.646258
"63","2007-04-03",15.646258
"64","2007-04-04",15.646258
"65","2007-04-05",15.192743
"66","2007-04-09",15.192743
"67","2007-04-10",15.283446
"68","2007-04-11",15.283446
"69","2007-04-12",15.238095
"70","2007-04-13",15.238095
"71","2007-04-16",15.192743
"72","2007-04-17",15.192743
"73","2007-04-18",15.192743
"74","2007-04-19",14.920635
"75","2007-04-20",15.056689
"76","2007-04-23",14.920635
"77","2007-04-24",14.920635
"78","2007-04-25",14.920635
"79","2007-04-26",14.920635
"80","2007-04-27",15.283446
