"","date","MDLY"
"1","2014-09-24",164
"2","2014-09-25",162.5
"3","2014-09-26",167.699997
"4","2014-09-29",167.100006
"5","2014-09-30",168.699997
"6","2014-10-01",163.5
"7","2014-10-02",162.5
"8","2014-10-03",162.5
"9","2014-10-06",163.5
"10","2014-10-07",163.5
"11","2014-10-08",164.300003
"12","2014-10-09",157.300003
"13","2014-10-10",149
"14","2014-10-13",151.300003
"15","2014-10-14",151.199997
"16","2014-10-15",144.100006
"17","2014-10-16",149
"18","2014-10-17",155
"19","2014-10-20",158.800003
"20","2014-10-21",165
"21","2014-10-22",166.800003
"22","2014-10-23",165.399994
"23","2014-10-24",169
"24","2014-10-27",168.300003
"25","2014-10-28",169.199997
"26","2014-10-29",166.600006
"27","2014-10-30",158.800003
"28","2014-10-31",162.600006
"29","2014-11-03",164
"30","2014-11-04",161
"31","2014-11-05",159.399994
"32","2014-11-06",153.800003
"33","2014-11-07",153
"34","2014-11-10",161.100006
"35","2014-11-11",162.100006
"36","2014-11-12",164
"37","2014-11-13",164.399994
"38","2014-11-14",160.470001
"39","2014-11-17",163.600006
"40","2014-11-18",166.100006
"41","2014-11-19",164.199997
"42","2014-11-20",163.899994
"43","2014-11-21",166.5
"44","2014-11-24",167.5
"45","2014-11-25",166.300003
"46","2014-11-26",167.300003
"47","2014-11-28",167
"48","2014-12-01",163
"49","2014-12-02",166.399994
"50","2014-12-03",160.699997
"51","2014-12-04",159.899994
"52","2014-12-05",161.5
"53","2014-12-08",158.899994
"54","2014-12-09",158.899994
"55","2014-12-10",156.199997
"56","2014-12-11",158.5
"57","2014-12-12",152.600006
"58","2014-12-15",141.100006
"59","2014-12-16",138.600006
"60","2014-12-17",137
"61","2014-12-18",139.699997
"62","2014-12-19",147
"63","2014-12-22",152.600006
"64","2014-12-23",156
"65","2014-12-24",156.100006
"66","2014-12-26",154.5
"67","2014-12-29",156.300003
"68","2014-12-30",149
"69","2014-12-31",147
"70","2015-01-02",148.100006
"71","2015-01-05",149.399994
"72","2015-01-06",142.600006
"73","2015-01-07",144.100006
"74","2015-01-08",141.5
"75","2015-01-09",140.600006
"76","2015-01-12",135.5
"77","2015-01-13",131.600006
"78","2015-01-14",111
"79","2015-01-15",111.599998
"80","2015-01-16",113.300003
"81","2015-01-20",112.5
"82","2015-01-21",109.300003
"83","2015-01-22",109.800003
"84","2015-01-23",109.099998
"85","2015-01-26",105
"86","2015-01-27",105.900002
"87","2015-01-28",103.5
"88","2015-01-29",100.800003
"89","2015-01-30",98.699997
"90","2015-02-02",99
"91","2015-02-03",100.5
"92","2015-02-04",102.400002
"93","2015-02-05",108.900002
"94","2015-02-06",107.599998
"95","2015-02-09",103.900002
"96","2015-02-10",107.300003
"97","2015-02-11",109
"98","2015-02-12",105.400002
"99","2015-02-13",104.400002
"100","2015-02-17",104
"101","2015-02-18",102.400002
"102","2015-02-19",107.199997
"103","2015-02-20",105.5
"104","2015-02-23",103.099998
"105","2015-02-24",99.300003
"106","2015-02-25",101.400002
"107","2015-02-26",104.300003
"108","2015-02-27",103.900002
"109","2015-03-02",110.400002
"110","2015-03-03",109.699997
"111","2015-03-04",109.699997
"112","2015-03-05",110.900002
"113","2015-03-06",111.400002
"114","2015-03-09",109.699997
"115","2015-03-10",106.800003
"116","2015-03-11",109
"117","2015-03-12",122
"118","2015-03-13",120
"119","2015-03-16",121.800003
"120","2015-03-17",119.599998
"121","2015-03-18",119.400002
"122","2015-03-19",117
"123","2015-03-20",121.5
"124","2015-03-23",126.300003
"125","2015-03-24",127
"126","2015-03-25",120.300003
"127","2015-03-26",115.099998
"128","2015-03-27",116.900002
"129","2015-03-30",119.199997
"130","2015-03-31",109.900002
"131","2015-04-01",107.300003
"132","2015-04-02",117.699997
"133","2015-04-06",118.900002
"134","2015-04-07",118.900002
"135","2015-04-08",117.5
"136","2015-04-09",116.900002
"137","2015-04-10",113
"138","2015-04-13",114.900002
"139","2015-04-14",112.900002
"140","2015-04-15",111.699997
"141","2015-04-16",112
"142","2015-04-17",110.199997
"143","2015-04-20",113.5
"144","2015-04-21",110.800003
"145","2015-04-22",113.900002
"146","2015-04-23",118.300003
"147","2015-04-24",117.900002
"148","2015-04-27",117.099998
"149","2015-04-28",115
"150","2015-04-29",115.800003
"151","2015-04-30",114.599998
"152","2015-05-01",118.199997
"153","2015-05-04",117
"154","2015-05-05",115.800003
"155","2015-05-06",114.300003
"156","2015-05-07",115.800003
"157","2015-05-08",116.599998
"158","2015-05-11",113.900002
"159","2015-05-12",111.699997
"160","2015-05-13",111.400002
"161","2015-05-14",113.099998
"162","2015-05-15",114.800003
"163","2015-05-18",114.300003
"164","2015-05-19",110.099998
"165","2015-05-20",107.199997
"166","2015-05-21",107.199997
"167","2015-05-22",105.699997
"168","2015-05-26",107.800003
"169","2015-05-27",112.400002
"170","2015-05-28",115.099998
"171","2015-05-29",115.800003
"172","2015-06-01",116
"173","2015-06-02",115.400002
"174","2015-06-03",116.699997
"175","2015-06-04",117.199997
"176","2015-06-05",118.5
"177","2015-06-08",117.800003
"178","2015-06-09",117.800003
"179","2015-06-10",119.800003
"180","2015-06-11",119.800003
"181","2015-06-12",119.5
"182","2015-06-15",118.599998
"183","2015-06-16",120.400002
"184","2015-06-17",120.800003
"185","2015-06-18",121.5
"186","2015-06-19",120.300003
"187","2015-06-22",121.199997
"188","2015-06-23",118.300003
"189","2015-06-24",119.400002
"190","2015-06-25",120.099998
"191","2015-06-26",123
"192","2015-06-29",121
"193","2015-06-30",118.400002
"194","2015-07-01",117.900002
"195","2015-07-02",117.599998
"196","2015-07-06",115.400002
"197","2015-07-07",113.199997
"198","2015-07-08",110.099998
"199","2015-07-09",110.300003
"200","2015-07-10",108.900002
"201","2015-07-13",109.699997
"202","2015-07-14",110
"203","2015-07-15",109.900002
"204","2015-07-16",106.800003
"205","2015-07-17",102.800003
"206","2015-07-20",100.699997
"207","2015-07-21",100.099998
"208","2015-07-22",105.300003
"209","2015-07-23",97.900002
"210","2015-07-24",89.800003
"211","2015-07-27",95.400002
"212","2015-07-28",94.199997
"213","2015-07-29",95.599998
"214","2015-07-30",94
"215","2015-07-31",91.099998
"216","2015-08-03",90.900002
"217","2015-08-04",91.199997
"218","2015-08-05",97.5
"219","2015-08-06",89.099998
"220","2015-08-07",86.199997
"221","2015-08-10",84.5
"222","2015-08-11",81.300003
"223","2015-08-12",80.300003
"224","2015-08-13",81.800003
"225","2015-08-14",80.800003
"226","2015-08-17",82.099998
"227","2015-08-18",82.199997
"228","2015-08-19",82.400002
"229","2015-08-20",83.300003
"230","2015-08-21",82.599998
"231","2015-08-24",77
"232","2015-08-25",73.900002
"233","2015-08-26",72.699997
"234","2015-08-27",72.900002
"235","2015-08-28",70.800003
"236","2015-08-31",74.199997
"237","2015-09-01",71.599998
"238","2015-09-02",73.599998
"239","2015-09-03",73.699997
"240","2015-09-04",74.400002
"241","2015-09-08",82.300003
"242","2015-09-09",80.099998
"243","2015-09-10",82.400002
"244","2015-09-11",83
"245","2015-09-14",81.400002
"246","2015-09-15",77.699997
"247","2015-09-16",80
"248","2015-09-17",79.099998
"249","2015-09-18",75.099998
"250","2015-09-21",72.300003
"251","2015-09-22",71.900002
"252","2015-09-23",71.900002
"253","2015-09-24",70.400002
"254","2015-09-25",71
"255","2015-09-28",69.800003
"256","2015-09-29",65.300003
"257","2015-09-30",66.199997
"258","2015-10-01",72.800003
"259","2015-10-02",71.699997
"260","2015-10-05",79.300003
"261","2015-10-06",74.5
"262","2015-10-07",79.300003
"263","2015-10-08",79.300003
"264","2015-10-09",80.5
"265","2015-10-12",80.900002
"266","2015-10-13",76.599998
"267","2015-10-14",71.900002
"268","2015-10-15",74.5
"269","2015-10-16",74.400002
"270","2015-10-19",72.599998
"271","2015-10-20",71.599998
"272","2015-10-21",72.400002
"273","2015-10-22",77.900002
"274","2015-10-23",79.599998
"275","2015-10-26",80.099998
"276","2015-10-27",74
"277","2015-10-28",75.400002
"278","2015-10-29",74.900002
"279","2015-10-30",73.400002
