"","date","CLPR"
"141","2017-08-31",11.16
"142","2017-09-01",11.1
"143","2017-09-05",11
"144","2017-09-06",11.1
"145","2017-09-07",10.84
"146","2017-09-08",10.93
"147","2017-09-11",10.92
"148","2017-09-12",10.95
"149","2017-09-13",10.98
"150","2017-09-14",11.25
"151","2017-09-15",10.76
"152","2017-09-18",11.16
"153","2017-09-19",10.81
"154","2017-09-20",10.77
"155","2017-09-21",10.56
"156","2017-09-22",10.41
"157","2017-09-25",10.59
"158","2017-09-26",10.75
"159","2017-09-27",11.22
"160","2017-09-28",10.96
"161","2017-09-29",10.71
"162","2017-10-02",10.97
"163","2017-10-03",10.88
"164","2017-10-04",10.87
"165","2017-10-05",10.91
"166","2017-10-06",10.96
"167","2017-10-09",11.4
"168","2017-10-10",11.56
"169","2017-10-11",11.54
"170","2017-10-12",11.48
"171","2017-10-13",11.51
"172","2017-10-16",11.5
"173","2017-10-17",11.48
"174","2017-10-18",11.4
"175","2017-10-19",11.44
"176","2017-10-20",11.35
"177","2017-10-23",10.92
"178","2017-10-24",10.91
"179","2017-10-25",11.02
"180","2017-10-26",11.11
"181","2017-10-27",10.76
"182","2017-10-30",10.8
"183","2017-10-31",10.87
"184","2017-11-01",10.85
"185","2017-11-02",10.98
"186","2017-11-03",11
"187","2017-11-06",10.71
"188","2017-11-07",10.66
"189","2017-11-08",10.79
"190","2017-11-09",11.05
"191","2017-11-10",11
"192","2017-11-13",10.59
"193","2017-11-14",9.86
"194","2017-11-15",9.65
"195","2017-11-16",9.89
"196","2017-11-17",9.98
"197","2017-11-20",10.34
"198","2017-11-21",10.45
"199","2017-11-22",10.52
"200","2017-11-24",10.55
"201","2017-11-27",10.34
"202","2017-11-28",10.27
"203","2017-11-29",10.2
"204","2017-11-30",10.08
"205","2017-12-01",10.15
"206","2017-12-04",10
"207","2017-12-05",10.05
"208","2017-12-06",10.06
"209","2017-12-07",9.9
"210","2017-12-08",10.04
"211","2017-12-11",10.02
"212","2017-12-12",9.93
"213","2017-12-13",10.25
"214","2017-12-14",10.19
"215","2017-12-15",10.12
"216","2017-12-18",10.28
"217","2017-12-19",9.98
"218","2017-12-20",10
"219","2017-12-21",9.95
"220","2017-12-22",9.9
"221","2017-12-26",9.9
"222","2017-12-27",9.87
"223","2017-12-28",9.87
"224","2017-12-29",9.99
"225","2018-01-02",10
"226","2018-01-03",9.96
"227","2018-01-04",9.87
"228","2018-01-05",10.01
"229","2018-01-08",9.98
"230","2018-01-09",9.87
"231","2018-01-10",9.69
"232","2018-01-11",10.17
"233","2018-01-12",10.03
"234","2018-01-16",9.96
"235","2018-01-17",10.02
"236","2018-01-18",10.05
"237","2018-01-19",10.15
"238","2018-01-22",10.18
"239","2018-01-23",10.15
"240","2018-01-24",10.15
"241","2018-01-25",10.17
"242","2018-01-26",10.16
"243","2018-01-29",10.15
"244","2018-01-30",10.09
"245","2018-01-31",9.45
"246","2018-02-01",8.97
"247","2018-02-02",8.2
"248","2018-02-05",7.73
"249","2018-02-06",8.09
"250","2018-02-07",8.06
"251","2018-02-08",7.77
"252","2018-02-09",8.03
"253","2018-02-12",8.12
"254","2018-02-13",8.04
"255","2018-02-14",8.04
"256","2018-02-15",8.06
"257","2018-02-16",8.26
"258","2018-02-20",8.08
"259","2018-02-21",8.19
"260","2018-02-22",8.53
"261","2018-02-23",8.79
"262","2018-02-26",8.94
"263","2018-02-27",8.92
"264","2018-02-28",8.9
"265","2018-03-01",8.84
"266","2018-03-02",8.82
"267","2018-03-05",8.83
"268","2018-03-06",8.92
"269","2018-03-07",8.7
"270","2018-03-08",8.73
"271","2018-03-09",8.85
"272","2018-03-12",9.12
"273","2018-03-13",9.1
"274","2018-03-14",8.81
"275","2018-03-15",8.75
"276","2018-03-16",9.17
"277","2018-03-19",9.12
"278","2018-03-20",8.84
"279","2018-03-21",8.55
"280","2018-03-22",8.41
"281","2018-03-23",8.08
"282","2018-03-26",8.04
"283","2018-03-27",7.9
"284","2018-03-28",8.35
"285","2018-03-29",8.47
"286","2018-04-02",7.97
"287","2018-04-03",8.01
"288","2018-04-04",8.26
"289","2018-04-05",8.34
"290","2018-04-06",8.28
"291","2018-04-09",8.44
"292","2018-04-10",8.31
"293","2018-04-11",8.44
"294","2018-04-12",8.26
"295","2018-04-13",8.16
"296","2018-04-16",8.2
"297","2018-04-17",8.05
"298","2018-04-18",8.36
"299","2018-04-19",7.99
"300","2018-04-20",7.76
"301","2018-04-23",7.76
"302","2018-04-24",7.78
"303","2018-04-25",7.72
"304","2018-04-26",7.8
"305","2018-04-27",8
"306","2018-04-30",8.19
"307","2018-05-01",8.05
"308","2018-05-02",8.19
"309","2018-05-03",8.29
"310","2018-05-04",8.34
"311","2018-05-07",8.47
"312","2018-05-08",8.44
"313","2018-05-09",8.48
"314","2018-05-10",8.45
"315","2018-05-11",8.5
"316","2018-05-14",8.48
"317","2018-05-15",8.55
"318","2018-05-16",8.78
"319","2018-05-17",8.99
"320","2018-05-18",9.18
"321","2018-05-21",9.19
"322","2018-05-22",8.85
"323","2018-05-23",8.79
"324","2018-05-24",8.69
"325","2018-05-25",8.49
"326","2018-05-29",8.62
"327","2018-05-30",8.82
"328","2018-05-31",8.93
"329","2018-06-01",8.94
"330","2018-06-04",8.87
"331","2018-06-05",8.69
"332","2018-06-06",8.77
"333","2018-06-07",9.11
"334","2018-06-08",9.42
"335","2018-06-11",9.86
"336","2018-06-12",10.04
"337","2018-06-13",9.66
"338","2018-06-14",9.93
"339","2018-06-15",9.53
"340","2018-06-18",9.4
"341","2018-06-19",9.17
"342","2018-06-20",8.58
"343","2018-06-21",8.55
"344","2018-06-22",8.65
"345","2018-06-25",8.67
"346","2018-06-26",8.57
"347","2018-06-27",8.57
"348","2018-06-28",8.66
"349","2018-06-29",8.54
"350","2018-07-02",8.53
"351","2018-07-03",8.7
"352","2018-07-05",8.86
"353","2018-07-06",9.07
"354","2018-07-09",9.38
"355","2018-07-10",9.98
"356","2018-07-11",9.89
"357","2018-07-12",9.93
"358","2018-07-13",9.88
"359","2018-07-16",10.01
"360","2018-07-17",9.99
"361","2018-07-18",10.01
"362","2018-07-19",10.25
"363","2018-07-20",10.07
"364","2018-07-23",10.32
"365","2018-07-24",10.26
"366","2018-07-25",10.25
"367","2018-07-26",10.29
"368","2018-07-27",10.24
"369","2018-07-30",10.3
"370","2018-07-31",10.64
"371","2018-08-01",10.53
"372","2018-08-02",10.55
"373","2018-08-03",10.51
"374","2018-08-06",10.58
"375","2018-08-07",10.59
"376","2018-08-08",10.44
"377","2018-08-09",10.54
"378","2018-08-10",10.64
"379","2018-08-13",10.97
"380","2018-08-14",11.21
"381","2018-08-15",11.51
"382","2018-08-16",12.45
"383","2018-08-17",12.14
"384","2018-08-20",11.98
"385","2018-08-21",11.91
"386","2018-08-22",11.9
"387","2018-08-23",11.89
"388","2018-08-24",11.9
"389","2018-08-27",11.85
"390","2018-08-28",11.88
"391","2018-08-29",11.84
"392","2018-08-30",11.77
"393","2018-08-31",12.2
"394","2018-09-04",11.9
"395","2018-09-05",11.97
"396","2018-09-06",12.02
"397","2018-09-07",12.11
"398","2018-09-10",12.16
"399","2018-09-11",11.78
"400","2018-09-12",11.72
"401","2018-09-13",12.02
"402","2018-09-14",12.09
"403","2018-09-17",12.29
"404","2018-09-18",12.14
"405","2018-09-19",12.17
"406","2018-09-20",12.45
"407","2018-09-21",13.1
"408","2018-09-24",13
"409","2018-09-25",13.23
"410","2018-09-26",13.04
"411","2018-09-27",13.1
"412","2018-09-28",13.53
"413","2018-10-01",13.29
"414","2018-10-02",13.09
"415","2018-10-03",13.31
"416","2018-10-04",13.03
"417","2018-10-05",13.19
"418","2018-10-08",13.57
"419","2018-10-09",13.48
"420","2018-10-10",13.13
"421","2018-10-11",12.65
"422","2018-10-12",12.33
"423","2018-10-15",12.36
"424","2018-10-16",12.89
"425","2018-10-17",12.68
"426","2018-10-18",12.88
"427","2018-10-19",13.01
"428","2018-10-22",12.97
"429","2018-10-23",12.99
"430","2018-10-24",13.03
"431","2018-10-25",13.69
"432","2018-10-26",13.52
"433","2018-10-29",13.42
"434","2018-10-30",13.46
"435","2018-10-31",13.44
"436","2018-11-01",13.43
"437","2018-11-02",13.77
"438","2018-11-05",14.07
"439","2018-11-06",14.25
"440","2018-11-07",14.25
"441","2018-11-08",14.05
"442","2018-11-09",14.08
"443","2018-11-12",13.99
"444","2018-11-13",14.04
"445","2018-11-14",14.03
"446","2018-11-15",13.75
"447","2018-11-16",13.17
"448","2018-11-19",13.08
"449","2018-11-20",12.97
"450","2018-11-21",13.43
"451","2018-11-23",13.4
"452","2018-11-26",13.41
"453","2018-11-27",12.85
"454","2018-11-28",13.24
"455","2018-11-29",13.02
"456","2018-11-30",12.9
"457","2018-12-03",13
"458","2018-12-04",12.3
"459","2018-12-06",12.39
"460","2018-12-07",12.5
"461","2018-12-10",12.41
"462","2018-12-11",12.55
"463","2018-12-12",12.71
"464","2018-12-13",12.83
"465","2018-12-14",12.69
"466","2018-12-17",12.45
"467","2018-12-18",12.52
"468","2018-12-19",12.57
"469","2018-12-20",12.53
"470","2018-12-21",12.52
"471","2018-12-24",12.23
"472","2018-12-26",12.88
"473","2018-12-27",12.92
"474","2018-12-28",12.98
"475","2018-12-31",13.07
"476","2019-01-02",12.86
"477","2019-01-03",12.78
"478","2019-01-04",13.21
"479","2019-01-07",12.94
"480","2019-01-08",13.05
"481","2019-01-09",13.24
"482","2019-01-10",13.22
"483","2019-01-11",13.29
"484","2019-01-14",13.09
"485","2019-01-15",13.17
"486","2019-01-16",13.36
"487","2019-01-17",13.33
"488","2019-01-18",13.23
"489","2019-01-22",13.2
"490","2019-01-23",13.21
"491","2019-01-24",13.12
"492","2019-01-25",13.23
"493","2019-01-28",12.89
"494","2019-01-29",12.9
"495","2019-01-30",13.02
"496","2019-01-31",12.95
"497","2019-02-01",12.83
"498","2019-02-04",12.82
"499","2019-02-05",12.88
"500","2019-02-06",12.86
"501","2019-02-07",12.87
"502","2019-02-08",12.45
"503","2019-02-11",12.55
"504","2019-02-12",12.6
"505","2019-02-13",12.53
"506","2019-02-14",12.4
"507","2019-02-15",12.7
"508","2019-02-19",12.65
"509","2019-02-20",12.68
"510","2019-02-21",12.91
"511","2019-02-22",13.02
"512","2019-02-25",12.96
"513","2019-02-26",13.14
"514","2019-02-27",13.03
"515","2019-02-28",13.16
"516","2019-03-01",13.28
"517","2019-03-04",13.22
"518","2019-03-05",13.28
"519","2019-03-06",13.1
"520","2019-03-07",13.04
"521","2019-03-08",13.17
"522","2019-03-11",13.22
"523","2019-03-12",13.31
"524","2019-03-13",13.32
"525","2019-03-14",13.37
"526","2019-03-15",13.36
"527","2019-03-18",13.36
"528","2019-03-19",13.31
"529","2019-03-20",13.28
"530","2019-03-21",13.33
"531","2019-03-22",12.96
"532","2019-03-25",13.31
"533","2019-03-26",13.35
"534","2019-03-27",13.32
"535","2019-03-28",13.36
"536","2019-03-29",13.39
"537","2019-04-01",13.34
"538","2019-04-02",13.37
"539","2019-04-03",13.35
"540","2019-04-04",13.34
"541","2019-04-05",13.41
"542","2019-04-08",13.31
"543","2019-04-09",13.31
"544","2019-04-10",13.19
"545","2019-04-11",13.26
"546","2019-04-12",13.29
"547","2019-04-15",13.32
"548","2019-04-16",13.33
"549","2019-04-17",13.29
"550","2019-04-18",13.19
"551","2019-04-22",13.09
"552","2019-04-23",13.19
"553","2019-04-24",13.1
"554","2019-04-25",12.95
"555","2019-04-26",13.04
"556","2019-04-29",13.09
"557","2019-04-30",13.05
"558","2019-05-01",12.81
"559","2019-05-02",12.85
"560","2019-05-03",13.27
"561","2019-05-06",13.04
"562","2019-05-07",12.98
"563","2019-05-08",13
"564","2019-05-09",13.04
"565","2019-05-10",13.2
"566","2019-05-13",12.92
"567","2019-05-14",12.96
"568","2019-05-15",12.95
"569","2019-05-16",13
"570","2019-05-17",12.95
"571","2019-05-20",12.89
"572","2019-05-21",12.96
"573","2019-05-22",13
"574","2019-05-23",12.93
"575","2019-05-24",13
"576","2019-05-28",12.95
"577","2019-05-29",12.78
"578","2019-05-30",12.83
"579","2019-05-31",12.77
"580","2019-06-03",12.79
"581","2019-06-04",12.83
"582","2019-06-05",12.68
"583","2019-06-06",12.48
"584","2019-06-07",12.78
"585","2019-06-10",12.68
"586","2019-06-11",12.64
"587","2019-06-12",12.7
"588","2019-06-13",12.95
"589","2019-06-14",12.96
"590","2019-06-17",12.83
"591","2019-06-18",12.69
"592","2019-06-19",12.76
"593","2019-06-20",12.2
"594","2019-06-21",12.23
"595","2019-06-24",12.2
"596","2019-06-25",12.65
"597","2019-06-26",10.95
"598","2019-06-27",10.59
"599","2019-06-28",11.18
"600","2019-07-01",11.06
"601","2019-07-02",11.18
"602","2019-07-03",11.49
"603","2019-07-05",11.51
"604","2019-07-08",11.41
"605","2019-07-09",11.3
"606","2019-07-10",11.37
"607","2019-07-11",11.22
"608","2019-07-12",11.32
"609","2019-07-15",10.99
"610","2019-07-16",10.92
"611","2019-07-17",10.93
"612","2019-07-18",10.69
"613","2019-07-19",10.49
"614","2019-07-22",10.25
"615","2019-07-23",10.46
"616","2019-07-24",10.56
"617","2019-07-25",10.45
"618","2019-07-26",10.94
"619","2019-07-29",11.29
"620","2019-07-30",11.24
"621","2019-07-31",11.55
"622","2019-08-01",11.75
"623","2019-08-02",10.85
"624","2019-08-05",10.53
"625","2019-08-06",10.99
"626","2019-08-07",11.02
"627","2019-08-08",11.2
"628","2019-08-09",11
"629","2019-08-12",11.08
"630","2019-08-13",11.13
"631","2019-08-14",11
"632","2019-08-15",11
"633","2019-08-16",11.02
"634","2019-08-19",11.04
"635","2019-08-20",11.28
"636","2019-08-21",11.11
"637","2019-08-22",11.1
"638","2019-08-23",11
"639","2019-08-26",11.2
"640","2019-08-27",10.8
"641","2019-08-28",11.15
"642","2019-08-29",11.07
"643","2019-08-30",10.94
"644","2019-09-03",10.68
"645","2019-09-04",10.49
"646","2019-09-05",10.56
"647","2019-09-06",10.59
"648","2019-09-09",10.68
"649","2019-09-10",10.59
"650","2019-09-11",11.05
"651","2019-09-12",10.99
"652","2019-09-13",10.75
"653","2019-09-16",10.75
"654","2019-09-17",11.12
"655","2019-09-18",10.93
"656","2019-09-19",10.87
"657","2019-09-20",11
"658","2019-09-23",10.92
"659","2019-09-24",10.88
"660","2019-09-25",10.76
"661","2019-09-26",10.46
"662","2019-09-27",10.17
"663","2019-09-30",10.19
"664","2019-10-01",9.75
"665","2019-10-02",9.88
"666","2019-10-03",9.7
"667","2019-10-04",9.79
"668","2019-10-07",9.76
"669","2019-10-08",9.26
"670","2019-10-09",9.04
"671","2019-10-10",9.05
"672","2019-10-11",9.04
"673","2019-10-14",8.93
"674","2019-10-15",8.57
"675","2019-10-16",8.8
"676","2019-10-17",9.36
"677","2019-10-18",9.54
"678","2019-10-21",9.44
"679","2019-10-22",9.45
"680","2019-10-23",9.29
"681","2019-10-24",9.12
"682","2019-10-25",8.86
"683","2019-10-28",9.15
"684","2019-10-29",9.38
"685","2019-10-30",9.67
"686","2019-10-31",9.64
"687","2019-11-01",10
"688","2019-11-04",10.31
"689","2019-11-05",10.2
"690","2019-11-06",10.4
"691","2019-11-07",10.53
"692","2019-11-08",10.2
"693","2019-11-11",9.9
"694","2019-11-12",9.74
"695","2019-11-13",9.3
"696","2019-11-14",9.01
"697","2019-11-15",9.52
"698","2019-11-18",9.16
"699","2019-11-19",9.32
"700","2019-11-20",9.14
"701","2019-11-21",8.91
"702","2019-11-22",8.93
"703","2019-11-25",9.11
"704","2019-11-26",9
"705","2019-11-27",9
"706","2019-11-29",8.95
"707","2019-12-02",8.94
"708","2019-12-03",9.13
"709","2019-12-04",9.18
"710","2019-12-05",9.23
"711","2019-12-06",9.23
"712","2019-12-09",9.1
"713","2019-12-10",9.25
"714","2019-12-11",9.4
"715","2019-12-12",9.77
"716","2019-12-13",9.74
"717","2019-12-16",9.94
"718","2019-12-17",9.99
"719","2019-12-18",10.42
"720","2019-12-19",10.01
"721","2019-12-20",10.15
"722","2019-12-23",10.29
"723","2019-12-24",10.38
"724","2019-12-26",10.39
"725","2019-12-27",10.43
"726","2019-12-30",10.43
"727","2019-12-31",10.6
"728","2020-01-02",10.28
"729","2020-01-03",10.32
"730","2020-01-06",10.5
"731","2020-01-07",10.64
"732","2020-01-08",10.7
"733","2020-01-09",10.47
"734","2020-01-10",10.43
"735","2020-01-13",10.49
"736","2020-01-14",10.5
"737","2020-01-15",10.69
"738","2020-01-16",10.77
"739","2020-01-17",10.74
"740","2020-01-21",10.89
"741","2020-01-22",11.04
"742","2020-01-23",11.1
"743","2020-01-24",11.05
"744","2020-01-27",11.01
"745","2020-01-28",11.12
"746","2020-01-29",11.05
"747","2020-01-30",10.97
"748","2020-01-31",10.66
"749","2020-02-03",11.3
"750","2020-02-04",11.11
"751","2020-02-05",11.26
"752","2020-02-06",11.19
"753","2020-02-07",11.2
"754","2020-02-10",11.36
"755","2020-02-11",11.24
"756","2020-02-12",11.23
"757","2020-02-13",11.37
"758","2020-02-14",11.09
"759","2020-02-18",11.23
"760","2020-02-19",11.1
"761","2020-02-20",11.04
"762","2020-02-21",11.06
"763","2020-02-24",10.93
"764","2020-02-25",10.99
"765","2020-02-26",11.07
"766","2020-02-27",11.14
"767","2020-02-28",11.27
"768","2020-03-02",11.32
"769","2020-03-03",11.15
"770","2020-03-04",11.28
"771","2020-03-05",10.84
"772","2020-03-06",10.71
"773","2020-03-09",10.64
"774","2020-03-10",11.25
"775","2020-03-11",10.01
"776","2020-03-12",9.1
"777","2020-03-13",9.31
"778","2020-03-16",7.06
"779","2020-03-17",7.46
"780","2020-03-18",5.43
"781","2020-03-19",6.34
"782","2020-03-20",5.78
"783","2020-03-23",5.7
"784","2020-03-24",5.73
"785","2020-03-25",5.74
"786","2020-03-26",5.74
"787","2020-03-27",5.43
"788","2020-03-30",5.2
"789","2020-03-31",5.18
"790","2020-04-01",4.78
"791","2020-04-02",4.55
"792","2020-04-03",4.45
"793","2020-04-06",4.54
"794","2020-04-07",4.75
"795","2020-04-08",5.05
"796","2020-04-09",5.55
"797","2020-04-13",5.15
"798","2020-04-14",5.43
"799","2020-04-15",4.87
"800","2020-04-16",4.77
"801","2020-04-17",5
"802","2020-04-20",4.88
"803","2020-04-21",4.82
"804","2020-04-22",4.71
"805","2020-04-23",4.57
"806","2020-04-24",4.81
"807","2020-04-27",4.93
"808","2020-04-28",5.48
"809","2020-04-29",5.62
"810","2020-04-30",5.3
"811","2020-05-01",5.11
"812","2020-05-04",5.36
"813","2020-05-05",5.2
"814","2020-05-06",5.25
"815","2020-05-07",5.4
"816","2020-05-08",5.55
"817","2020-05-11",5.11
"818","2020-05-12",5.69
"819","2020-05-13",5.63
"820","2020-05-14",5.8
"821","2020-05-15",5.82
"822","2020-05-18",6.03
"823","2020-05-19",6.93
"824","2020-05-20",7.27
"825","2020-05-21",7.31
"826","2020-05-22",6.74
"827","2020-05-26",7.25
"828","2020-05-27",7.46
"829","2020-05-28",7.19
"830","2020-05-29",7.38
"831","2020-06-01",7.2
"832","2020-06-02",7.14
"833","2020-06-03",7.58
"834","2020-06-04",7.59
"835","2020-06-05",7.99
"836","2020-06-08",8.45
"837","2020-06-09",8.13
"838","2020-06-10",8.14
"839","2020-06-11",7.05
"840","2020-06-12",7.46
"841","2020-06-15",7.54
"842","2020-06-16",7.98
"843","2020-06-17",7.61
"844","2020-06-18",7.3
"845","2020-06-19",7.09
"846","2020-06-22",7.32
"847","2020-06-23",7.71
"848","2020-06-24",7.39
"849","2020-06-25",7.53
"850","2020-06-26",7.54
"851","2020-06-29",8.03
"852","2020-06-30",8.1
"853","2020-07-01",7.95
"854","2020-07-02",8.29
"855","2020-07-06",8.33
"856","2020-07-07",7.83
"857","2020-07-08",7.5
"858","2020-07-09",7.19
"859","2020-07-10",7.22
"860","2020-07-13",7.13
"861","2020-07-14",7.13
"862","2020-07-15",7.3
"863","2020-07-16",7.15
"864","2020-07-17",7.08
"865","2020-07-20",6.83
"866","2020-07-21",6.93
"867","2020-07-22",6.99
"868","2020-07-23",6.67
"869","2020-07-24",6.55
"870","2020-07-27",6.62
"871","2020-07-28",6.69
"872","2020-07-29",6.96
"873","2020-07-30",6.91
"874","2020-07-31",6.68
"875","2020-08-03",6.42
"876","2020-08-04",6.4
"877","2020-08-05",6.33
"878","2020-08-06",6.53
"879","2020-08-07",6.75
"880","2020-08-10",7.05
"881","2020-08-11",7.81
"882","2020-08-12",7.63
"883","2020-08-13",7.58
"884","2020-08-14",7.46
"885","2020-08-17",7.41
"886","2020-08-18",7.16
"887","2020-08-19",7.08
"888","2020-08-20",6.8
"889","2020-08-21",6.64
"890","2020-08-24",6.64
"891","2020-08-25",6.61
"892","2020-08-26",6.48
"893","2020-08-27",6.76
"894","2020-08-28",6.54
"895","2020-08-31",6.67
"896","2020-09-01",6.77
"897","2020-09-02",6.77
"898","2020-09-03",6.74
"899","2020-09-04",6.59
"900","2020-09-08",6.47
"901","2020-09-09",6.38
"902","2020-09-10",6.15
"903","2020-09-11",5.94
"904","2020-09-14",6.25
"905","2020-09-15",6.16
"906","2020-09-16",6.24
"907","2020-09-17",6.17
"908","2020-09-18",6.19
"909","2020-09-21",5.89
"910","2020-09-22",5.89
"911","2020-09-23",5.7
"912","2020-09-24",5.9
"913","2020-09-25",6.08
"914","2020-09-28",6.35
"915","2020-09-29",6.12
"916","2020-09-30",6.05
"917","2020-10-01",6.08
"918","2020-10-02",6.1
"919","2020-10-05",6.31
"920","2020-10-06",6.52
"921","2020-10-07",6.54
"922","2020-10-08",6.69
"923","2020-10-09",6.59
"924","2020-10-12",6.5
"925","2020-10-13",6.3
"926","2020-10-14",6.18
"927","2020-10-15",6.18
"928","2020-10-16",6.1
"929","2020-10-19",6.04
"930","2020-10-20",6.08
"931","2020-10-21",6.03
"932","2020-10-22",5.95
"933","2020-10-23",5.99
"934","2020-10-26",5.98
"935","2020-10-27",5.82
"936","2020-10-28",5.54
"937","2020-10-29",5.52
"938","2020-10-30",5.62
"939","2020-11-02",5.49
"940","2020-11-03",5.47
"941","2020-11-04",5.29
"942","2020-11-05",5.46
"943","2020-11-06",5.4
"944","2020-11-09",6.17
"945","2020-11-10",5.86
"946","2020-11-11",5.72
"947","2020-11-12",5.6
"948","2020-11-13",5.69
"949","2020-11-16",6.08
"950","2020-11-17",6.11
"951","2020-11-18",6.1
"952","2020-11-19",6.03
"953","2020-11-20",6
"954","2020-11-23",5.99
"955","2020-11-24",6.24
"956","2020-11-25",6.1
"957","2020-11-27",6.24
