"","date","SLGL"
"1","2018-02-01",13.64
"2","2018-02-02",12.41
"3","2018-02-05",10.8
"4","2018-02-06",10.49
"5","2018-02-07",10.77
"6","2018-02-08",10.77
"7","2018-02-09",10.6
"8","2018-02-12",12.08
"9","2018-02-13",11.79
"10","2018-02-14",11.79
"11","2018-02-15",11.4
"12","2018-02-16",11.28
"13","2018-02-20",10.71
"14","2018-02-21",11.3
"15","2018-02-22",10.74
"16","2018-02-23",11.13
"17","2018-02-26",10.86
"18","2018-02-27",11.14
"19","2018-02-28",10.79
"20","2018-03-01",10.99
"21","2018-03-02",10.96
"22","2018-03-05",11.3
"23","2018-03-06",11.4
"24","2018-03-07",11.15
"25","2018-03-08",11.36
"26","2018-03-09",11.12
"27","2018-03-12",11.44
"28","2018-03-13",12.18
"29","2018-03-14",11.46
"30","2018-03-15",11.23
"31","2018-03-16",10.88
"32","2018-03-19",11.22
"33","2018-03-20",11.25
"34","2018-03-21",11.45
"35","2018-03-22",10.77
"36","2018-03-23",10.4
"37","2018-03-26",10.945
"38","2018-03-27",10.78
"39","2018-03-28",10.75
"40","2018-03-29",10.3
"41","2018-04-02",10.71
"42","2018-04-03",10.07
"43","2018-04-04",10.35
"44","2018-04-05",10.06
"45","2018-04-06",10.39
"46","2018-04-09",10.01
"47","2018-04-10",10.29
"48","2018-04-11",9.74
"49","2018-04-12",9.81
"50","2018-04-13",9.96
"51","2018-04-16",10
"52","2018-04-17",9.75
"53","2018-04-18",9.79
"54","2018-04-19",9.88
"55","2018-04-20",9.89
"56","2018-04-23",9.75
"57","2018-04-24",9.7
"58","2018-04-25",9.62
"59","2018-04-26",9.7
"60","2018-04-27",9.45
"61","2018-04-30",8.34
"62","2018-05-01",8.45
"63","2018-05-02",8.4
"64","2018-05-03",8.36
"65","2018-05-04",9.02
"66","2018-05-07",9.43
"67","2018-05-08",9.05
"68","2018-05-09",9.25
"69","2018-05-10",9.1
"70","2018-05-11",8.57
"71","2018-05-14",7.5
"72","2018-05-15",8.43
"73","2018-05-16",8.91
"74","2018-05-17",9.5
"75","2018-05-18",9.27
"76","2018-05-21",9.51
"77","2018-05-22",9.25
"78","2018-05-23",9.4
"79","2018-05-24",9.59
"80","2018-05-25",9.65
"81","2018-05-29",9.39
"82","2018-05-30",9.39
"83","2018-05-31",9.7
"84","2018-06-01",9.6
"85","2018-06-04",9.32
"86","2018-06-05",9.15
"87","2018-06-06",9
"88","2018-06-07",8.64
"89","2018-06-08",8.66
"90","2018-06-11",8.5
"91","2018-06-12",9.18
"92","2018-06-13",9.01
"93","2018-06-14",8.49
"94","2018-06-15",8.79
"95","2018-06-18",8.25
"96","2018-06-19",8.567
"97","2018-06-20",8.1
"98","2018-06-21",7.87
"99","2018-06-22",8.51
"100","2018-06-25",8
"101","2018-06-26",8
"102","2018-06-27",7.61
"103","2018-06-28",7.61
"104","2018-06-29",7.72
"105","2018-07-02",7.67
"106","2018-07-03",7.71
"107","2018-07-05",7.02
"108","2018-07-06",7
"109","2018-07-09",6.87
"110","2018-07-10",6.39
"111","2018-07-11",6.42
"112","2018-07-12",6.49
"113","2018-07-13",6.97
"114","2018-07-16",6.76
"115","2018-07-17",6.98
"116","2018-07-18",6.84
"117","2018-07-19",6.85
"118","2018-07-20",6.98
"119","2018-07-23",6.83
"120","2018-07-24",6.84
"121","2018-07-25",6.84
"122","2018-07-26",6.95
"123","2018-07-27",6.5
"124","2018-07-30",6.8
"125","2018-07-31",7
"126","2018-08-01",7.2
"127","2018-08-02",7.05
"128","2018-08-03",6.81
"129","2018-08-06",6.66
"130","2018-08-07",6.5
"131","2018-08-08",6.59
"132","2018-08-09",6.41
"133","2018-08-10",6.54
"134","2018-08-13",6.31
"135","2018-08-14",6.35
"136","2018-08-15",6.24
"137","2018-08-16",6.25
"138","2018-08-17",6.301
"139","2018-08-20",6.2
"140","2018-08-21",6.25
"141","2018-08-22",6.5
"142","2018-08-23",6.46
"143","2018-08-24",6.34
"144","2018-08-27",6.27
"145","2018-08-28",6.7
"146","2018-08-29",6.42
"147","2018-08-30",6.4
"148","2018-08-31",6.29
"149","2018-09-04",6.43
"150","2018-09-05",6.4
"151","2018-09-06",7.8
"152","2018-09-07",7.47
"153","2018-09-10",7.75
"154","2018-09-11",7.41
"155","2018-09-12",7.43
"156","2018-09-13",7.69
"157","2018-09-14",7.43
"158","2018-09-17",6.88
"159","2018-09-18",7.05
"160","2018-09-19",7.13
"161","2018-09-20",7.38
"162","2018-09-21",7
"163","2018-09-24",7.25
"164","2018-09-25",6.8
"165","2018-09-26",6.84
"166","2018-09-27",7.16
"167","2018-09-28",7.5
"168","2018-10-01",7.61
"169","2018-10-02",8.1
"170","2018-10-03",7.45
"171","2018-10-04",7.4
"172","2018-10-05",7.41
"173","2018-10-08",7.21
"174","2018-10-09",7.25
"175","2018-10-10",6.47
"176","2018-10-11",6.08
"177","2018-10-12",6.01
"178","2018-10-15",6.13
"179","2018-10-16",6.62
"180","2018-10-17",6.38
"181","2018-10-18",6.58
"182","2018-10-19",6.58
"183","2018-10-22",6.4
"184","2018-10-23",6.46
"185","2018-10-24",6.19
"186","2018-10-25",6.34
"187","2018-10-26",6.54
"188","2018-10-29",6.66
"189","2018-10-30",6.4
"190","2018-10-31",6.69
"191","2018-11-01",6.8
"192","2018-11-02",6.982
"193","2018-11-05",7.1
"194","2018-11-06",7.2
"195","2018-11-07",7.684
"196","2018-11-08",7.2
"197","2018-11-09",7.01
"198","2018-11-12",6.94
"199","2018-11-13",7.13
"200","2018-11-14",6.8
"201","2018-11-15",6.7
"202","2018-11-16",7
"203","2018-11-19",6.8
"204","2018-11-20",6.74
"205","2018-11-21",6.83
"206","2018-11-23",7.01
"207","2018-11-26",7
"208","2018-11-27",7.07
"209","2018-11-28",7.009
"210","2018-11-29",7.08
"211","2018-11-30",6.67
"212","2018-12-03",6.79
"213","2018-12-04",6.64
"214","2018-12-06",6.35
"215","2018-12-07",6.211
"216","2018-12-10",6.11
"217","2018-12-11",6.099
"218","2018-12-12",6.08
"219","2018-12-13",5.9
"220","2018-12-14",5.79
"221","2018-12-17",6.1
"222","2018-12-18",6.1
"223","2018-12-19",6.1
"224","2018-12-20",6.12
"225","2018-12-21",5.95
"226","2018-12-24",5.97
"227","2018-12-26",5.98
"228","2018-12-27",6.01
"229","2018-12-28",6
"230","2018-12-31",6.02
"231","2019-01-02",6.35
"232","2019-01-03",6.02
"233","2019-01-04",5.88
"234","2019-01-07",6.02
"235","2019-01-08",6.09
"236","2019-01-09",6
"237","2019-01-10",5.99
"238","2019-01-11",5.83
"239","2019-01-14",5.8
"240","2019-01-15",5.8
"241","2019-01-16",5.76
"242","2019-01-17",5.81
"243","2019-01-18",5.81
"244","2019-01-22",5.81
"245","2019-01-23",5.81
"246","2019-01-24",5.8
"247","2019-01-25",5.71
"248","2019-01-28",6.08
"249","2019-01-29",5.85
"250","2019-01-30",5.98
"251","2019-01-31",5.99
"252","2019-02-01",5.91
"253","2019-02-04",6.013
"254","2019-02-05",6.08
"255","2019-02-06",6.478
"256","2019-02-07",6.5
"257","2019-02-08",6.5
"258","2019-02-11",6.495
"259","2019-02-12",6.51
"260","2019-02-13",6.599
"261","2019-02-14",6.5
"262","2019-02-15",6.69
"263","2019-02-19",6.5
"264","2019-02-20",6.46
"265","2019-02-21",6.56
"266","2019-02-22",7
"267","2019-02-25",7.03
"268","2019-02-26",7.13
"269","2019-02-27",7.19
"270","2019-02-28",7
"271","2019-03-01",7.01
"272","2019-03-04",7
"273","2019-03-05",7.178
"274","2019-03-06",7
"275","2019-03-07",7
"276","2019-03-08",7.129
"277","2019-03-11",7
"278","2019-03-12",7
"279","2019-03-13",6.99
"280","2019-03-14",6.66
"281","2019-03-15",6.82
"282","2019-03-18",6.96
"283","2019-03-19",6.82
"284","2019-03-20",6.9
"285","2019-03-21",6.9
"286","2019-03-22",6.72
"287","2019-03-25",6.78
"288","2019-03-26",6.95
"289","2019-03-27",6.987
"290","2019-03-28",6.75
"291","2019-03-29",6.77
"292","2019-04-01",6.78
"293","2019-04-02",7.12
"294","2019-04-03",7.314
"295","2019-04-04",7.04
"296","2019-04-05",7.065
"297","2019-04-08",7.296
"298","2019-04-09",7.22
"299","2019-04-10",6.985
"300","2019-04-11",7.26
"301","2019-04-12",7.1
"302","2019-04-15",7.09
"303","2019-04-16",7.38
"304","2019-04-17",7.145
"305","2019-04-18",6.95
"306","2019-04-22",7.26
"307","2019-04-23",7.01
"308","2019-04-24",6.99
"309","2019-04-25",7.088
"310","2019-04-26",7.3
"311","2019-04-29",7.19
"312","2019-04-30",7.24
"313","2019-05-01",7.03
"314","2019-05-02",7.08
"315","2019-05-03",7.03
"316","2019-05-06",7.02
"317","2019-05-07",7.06
"318","2019-05-08",7
"319","2019-05-09",7.19
"320","2019-05-10",7.5
"321","2019-05-13",7.83
"322","2019-05-14",8
"323","2019-05-15",7.84
"324","2019-05-16",8.2
"325","2019-05-17",8.296
"326","2019-05-20",7.95
"327","2019-05-21",7.95
"328","2019-05-22",7.94
"329","2019-05-23",8.245
"330","2019-05-24",8.45
"331","2019-05-28",9.306
"332","2019-05-29",9.34
"333","2019-05-30",8.76
"334","2019-05-31",8.4
"335","2019-06-03",8.59
"336","2019-06-04",9.2
"337","2019-06-05",9.25
"338","2019-06-06",8.89
"339","2019-06-07",9.13
"340","2019-06-10",9.25
"341","2019-06-11",9.122
"342","2019-06-12",8.65
"343","2019-06-13",8.52
"344","2019-06-14",8.502
"345","2019-06-17",8.58
"346","2019-06-18",8.62
"347","2019-06-19",8.73
"348","2019-06-20",9.116
"349","2019-06-21",9.25
"350","2019-06-24",8.939
"351","2019-06-25",9.49
"352","2019-06-26",9.35
"353","2019-06-27",9.15
"354","2019-06-28",9.106
"355","2019-07-01",9
"356","2019-07-02",9.143
"357","2019-07-03",8.95
"358","2019-07-05",9.12
"359","2019-07-08",10.3
"360","2019-07-09",9.86
"361","2019-07-10",9.67
"362","2019-07-11",10.32
"363","2019-07-12",10.48
"364","2019-07-15",10.33
"365","2019-07-16",10.1
"366","2019-07-17",10.01
"367","2019-07-18",9.724
"368","2019-07-19",9.8
"369","2019-07-22",9.55
"370","2019-07-23",9.83
"371","2019-07-24",10.12
"372","2019-07-25",9.87
"373","2019-07-26",10.19
"374","2019-07-29",10.42
"375","2019-07-30",10.22
"376","2019-07-31",10.19
"377","2019-08-01",10.16
"378","2019-08-02",10.15
"379","2019-08-05",9.79
"380","2019-08-06",8.72
"381","2019-08-07",8.01
"382","2019-08-08",7.7
"383","2019-08-09",8.46
"384","2019-08-12",8.11
"385","2019-08-13",8.3
"386","2019-08-14",8.6
"387","2019-08-15",8.23
"388","2019-08-16",8.5
"389","2019-08-19",8.435
"390","2019-08-20",8.45
"391","2019-08-21",8.273
"392","2019-08-22",8.21
"393","2019-08-23",8.41
"394","2019-08-26",8.3
"395","2019-08-27",8.06
"396","2019-08-28",8.06
"397","2019-08-29",8.19
"398","2019-08-30",8.35
"399","2019-09-03",8.25
"400","2019-09-04",8.25
"401","2019-09-05",7.95
"402","2019-09-06",8.19
"403","2019-09-09",8.4
"404","2019-09-10",8.09
"405","2019-09-11",8.308
"406","2019-09-12",8.45
"407","2019-09-13",8.59
"408","2019-09-16",8.69
"409","2019-09-17",8.68
"410","2019-09-18",8.583
"411","2019-09-19",8.89
"412","2019-09-20",8.85
"413","2019-09-23",8.689
"414","2019-09-24",9.04
"415","2019-09-25",8.905
"416","2019-09-26",8.956
"417","2019-09-27",8.85
"418","2019-09-30",8.99
"419","2019-10-01",9
"420","2019-10-02",8.52
"421","2019-10-03",8.63
"422","2019-10-04",8.41
"423","2019-10-07",8.505
"424","2019-10-08",8.13
"425","2019-10-09",8.22
"426","2019-10-10",8.07
"427","2019-10-11",7.85
"428","2019-10-14",7.5
"429","2019-10-15",7.79
"430","2019-10-16",8.158
"431","2019-10-17",8.14
"432","2019-10-18",7.97
"433","2019-10-21",7.91
"434","2019-10-22",7.796
"435","2019-10-23",7.98
"436","2019-10-24",7.76
"437","2019-10-25",7.97
"438","2019-10-28",7.7
"439","2019-10-29",7.98
"440","2019-10-30",7.835
"441","2019-10-31",8
"442","2019-11-01",8
"443","2019-11-04",7.98
"444","2019-11-05",8
"445","2019-11-06",8.29
"446","2019-11-07",8.68
"447","2019-11-08",8.67
"448","2019-11-11",8.75
"449","2019-11-12",9.087
"450","2019-11-13",8.26
"451","2019-11-14",7.61
"452","2019-11-15",8
"453","2019-11-18",8
"454","2019-11-19",8
"455","2019-11-20",8
"456","2019-11-21",7.993
"457","2019-11-22",7.92
"458","2019-11-25",8.29
"459","2019-11-26",8.172
"460","2019-11-27",8.06
"461","2019-11-29",8.29
"462","2019-12-02",8.418
"463","2019-12-03",8.3
"464","2019-12-04",8.5
"465","2019-12-05",8.97
"466","2019-12-06",8.36
"467","2019-12-09",8.51
"468","2019-12-10",8.5
"469","2019-12-11",8.619
"470","2019-12-12",8.74
"471","2019-12-13",8.688
"472","2019-12-16",8.588
"473","2019-12-17",8.695
"474","2019-12-18",9.5
"475","2019-12-19",9.816
"476","2019-12-20",9.39
"477","2019-12-23",9.74
"478","2019-12-24",9.96
"479","2019-12-26",9.8
"480","2019-12-27",9.23
"481","2019-12-30",14.6
"482","2019-12-31",17.15
"483","2020-01-02",15.75
"484","2020-01-03",15.65
"485","2020-01-06",15.43
"486","2020-01-07",14.82
"487","2020-01-08",14.91
"488","2020-01-09",14.89
"489","2020-01-10",14.88
"490","2020-01-13",14.47
"491","2020-01-14",14.73
"492","2020-01-15",13.98
"493","2020-01-16",14.09
"494","2020-01-17",13.99
"495","2020-01-21",13.41
"496","2020-01-22",13.15
"497","2020-01-23",13.43
"498","2020-01-24",12.89
"499","2020-01-27",12.91
"500","2020-01-28",13.15
"501","2020-01-29",13.56
"502","2020-01-30",13.02
"503","2020-01-31",12.83
"504","2020-02-03",12.52
"505","2020-02-04",12.35
"506","2020-02-05",11.58
"507","2020-02-06",11.9
"508","2020-02-07",10.88
"509","2020-02-10",9.85
"510","2020-02-11",11.85
"511","2020-02-12",12.29
"512","2020-02-13",14
"513","2020-02-14",10.6
"514","2020-02-18",11.15
"515","2020-02-19",11.87
"516","2020-02-20",11.93
"517","2020-02-21",11.94
"518","2020-02-24",11.21
"519","2020-02-25",10.81
"520","2020-02-26",10.82
"521","2020-02-27",10.68
"522","2020-02-28",10.16
"523","2020-03-02",10.35
"524","2020-03-03",10.18
"525","2020-03-04",10.41
"526","2020-03-05",10.22
"527","2020-03-06",9.47
"528","2020-03-09",8.68
"529","2020-03-10",8.6
"530","2020-03-11",8.25
"531","2020-03-12",7.21
"532","2020-03-13",7.46
"533","2020-03-16",6.52
"534","2020-03-17",6.5
"535","2020-03-18",5.88
"536","2020-03-19",6.75
"537","2020-03-20",7.12
"538","2020-03-23",6.925
"539","2020-03-24",7.23
"540","2020-03-25",7.56
"541","2020-03-26",7.67
"542","2020-03-27",7.51
"543","2020-03-30",6.95
"544","2020-03-31",7.06
"545","2020-04-01",6.44
"546","2020-04-02",6.47
"547","2020-04-03",6.15
"548","2020-04-06",6.92
"549","2020-04-07",6.93
"550","2020-04-08",7.2
"551","2020-04-09",7.12
"552","2020-04-13",7.5
"553","2020-04-14",8.09
"554","2020-04-15",8
"555","2020-04-16",8.04
"556","2020-04-17",8.19
"557","2020-04-20",8.03
"558","2020-04-21",7.82
"559","2020-04-22",8.17
"560","2020-04-23",8.12
"561","2020-04-24",8.23
"562","2020-04-27",8.43
"563","2020-04-28",8.43
"564","2020-04-29",8.5
"565","2020-04-30",8.25
"566","2020-05-01",8
"567","2020-05-04",7.75
"568","2020-05-05",8.39
"569","2020-05-06",8.79
"570","2020-05-07",8.89
"571","2020-05-08",8.74
"572","2020-05-11",8.95
"573","2020-05-12",8.7
"574","2020-05-13",8.35
"575","2020-05-14",8.03
"576","2020-05-15",7.45
"577","2020-05-18",8.2
"578","2020-05-19",8.63
"579","2020-05-20",8.15
"580","2020-05-21",8.1
"581","2020-05-22",8.125
"582","2020-05-26",8.29
"583","2020-05-27",8.38
"584","2020-05-28",7.65
"585","2020-05-29",7.72
"586","2020-06-01",7.91
"587","2020-06-02",8.08
"588","2020-06-03",8.05
"589","2020-06-04",7.98
"590","2020-06-05",8.33
"591","2020-06-08",8.19
"592","2020-06-09",7.8
"593","2020-06-10",8.07
"594","2020-06-11",7.901
"595","2020-06-12",8.06
"596","2020-06-15",8.05
"597","2020-06-16",8.02
"598","2020-06-17",8.23
"599","2020-06-18",8.2
