"","date","BAK"
"1","2019-04-01",26.74
"2","2019-04-02",25.860001
"3","2019-04-03",25.139999
"4","2019-04-04",25.459999
"5","2019-04-05",25.09
"6","2019-04-08",25.129999
"7","2019-04-09",24.709999
"8","2019-04-10",24.91
"9","2019-04-11",25.549999
"10","2019-04-12",25.27
"11","2019-04-15",25.120001
"12","2019-04-16",24.809999
"13","2019-04-17",24.82
"14","2019-04-18",24.68
"15","2019-04-22",24.83
"16","2019-04-23",24.75
"17","2019-04-24",24.030001
"18","2019-04-25",24.01
"19","2019-04-26",23.709999
"20","2019-04-29",24.299999
"21","2019-04-30",24.450001
"22","2019-05-01",23.9
"23","2019-05-02",23.299999
"24","2019-05-03",23.48
"25","2019-05-06",22.879999
"26","2019-05-07",22.190001
"27","2019-05-08",22.129999
"28","2019-05-09",20.559999
"29","2019-05-10",20.290001
"30","2019-05-13",19.709999
"31","2019-05-14",18.889999
"32","2019-05-15",19.030001
"33","2019-05-16",18.613001
"34","2019-05-17",17.879999
"35","2019-05-20",19.85
"36","2019-05-21",21.440001
"37","2019-05-22",20.799999
"38","2019-05-23",21.1
"39","2019-05-24",20.5
"40","2019-05-28",20.85
"41","2019-05-29",21.35
"42","2019-05-30",20.75
"43","2019-05-31",21.620001
"44","2019-06-03",21.280001
"45","2019-06-04",17.629999
"46","2019-06-05",17.42
"47","2019-06-06",17.030001
"48","2019-06-07",16.809999
"49","2019-06-10",16.709999
"50","2019-06-11",17.700001
"51","2019-06-12",17.719999
"52","2019-06-13",18.24
"53","2019-06-14",17.68
"54","2019-06-17",17.290001
"55","2019-06-18",18.34
"56","2019-06-19",18.040001
"57","2019-06-20",18.68
"58","2019-06-21",18.51
"59","2019-06-24",18.809999
"60","2019-06-25",18.48
"61","2019-06-26",18.386
"62","2019-06-27",18.190001
"63","2019-06-28",18.32
"64","2019-07-01",18.23
"65","2019-07-02",18.110001
"66","2019-07-03",18.17
"67","2019-07-05",19.549999
"68","2019-07-08",19.76
"69","2019-07-09",19.73
"70","2019-07-10",19.59
"71","2019-07-11",19.43
"72","2019-07-12",19.440001
"73","2019-07-15",19.709999
"74","2019-07-16",18.959999
"75","2019-07-17",18.93
"76","2019-07-18",19.24
"77","2019-07-19",19.1
"78","2019-07-22",18.98
"79","2019-07-23",18.59
"80","2019-07-24",18.530001
"81","2019-07-25",18.450001
"82","2019-07-26",18.42
"83","2019-07-29",17.9
"84","2019-07-30",18.049999
"85","2019-07-31",17.731001
"86","2019-08-01",17.15
"87","2019-08-02",16.99
"88","2019-08-05",16.5
"89","2019-08-06",16.440001
"90","2019-08-07",16.08
"91","2019-08-08",16.049999
"92","2019-08-09",15.98
"93","2019-08-12",15.5
"94","2019-08-13",15.44
"95","2019-08-14",15.16
"96","2019-08-15",14.79
"97","2019-08-16",14.57
"98","2019-08-19",14.02
"99","2019-08-20",13.95
"100","2019-08-21",14.111
"101","2019-08-22",14.13
"102","2019-08-23",12.88
"103","2019-08-26",12.51
"104","2019-08-27",12.55
"105","2019-08-28",13.35
"106","2019-08-29",13.84
"107","2019-08-30",13.95
"108","2019-09-03",13.1
"109","2019-09-04",14.19
"110","2019-09-05",13.89
"111","2019-09-06",14.02
"112","2019-09-09",14.47
"113","2019-09-10",14.45
"114","2019-09-11",14.8
"115","2019-09-12",14.77
"116","2019-09-13",14.45
"117","2019-09-16",14.384
"118","2019-09-17",14.91
"119","2019-09-18",15.3
"120","2019-09-19",14.8
"121","2019-09-20",15.52
"122","2019-09-23",15.65
"123","2019-09-24",15.34
"124","2019-09-25",15.54
"125","2019-09-26",15.32
"126","2019-09-27",15.75
"127","2019-09-30",15.65
"128","2019-10-01",14.67
"129","2019-10-02",14.81
"130","2019-10-03",14.95
"131","2019-10-04",14.6
"132","2019-10-07",14.06
"133","2019-10-08",13.65
"134","2019-10-09",13.89
"135","2019-10-10",13.81
"136","2019-10-11",14.39
"137","2019-10-14",14.212
"138","2019-10-15",14.16
"139","2019-10-16",14.21
"140","2019-10-17",13.97
"141","2019-10-18",13.9
"142","2019-10-21",13.89
"143","2019-10-22",13.84
"144","2019-10-23",14.1
"145","2019-10-24",13.781
"146","2019-10-25",14.1
"147","2019-10-28",14.1
"148","2019-10-29",14.1
"149","2019-10-30",14.1
"150","2019-10-31",13.53
"151","2019-11-01",13.87
"152","2019-11-04",14.23
"153","2019-11-05",14.9
"154","2019-11-06",14.17
"155","2019-11-07",15.04
"156","2019-11-08",15
"157","2019-11-11",15.27
"158","2019-11-12",14.63
"159","2019-11-13",14.61
"160","2019-11-14",13.85
"161","2019-11-15",13.86
"162","2019-11-18",13.43
"163","2019-11-19",13.43
"164","2019-11-20",13.35
"165","2019-11-21",13.08
"166","2019-11-22",13.28
"167","2019-11-25",13.1
"168","2019-11-26",12.88
"169","2019-11-27",12.95
"170","2019-11-29",13.2
"171","2019-12-02",13.37
"172","2019-12-03",13.57
"173","2019-12-04",13.62
"174","2019-12-05",13.56
"175","2019-12-06",13.94
"176","2019-12-09",13.98
"177","2019-12-10",14.06
"178","2019-12-11",14.15
"179","2019-12-12",14.31
"180","2019-12-13",14.09
"181","2019-12-16",14.08
"182","2019-12-17",13.91
"183","2019-12-18",14.06
"184","2019-12-19",13.68
"185","2019-12-20",13.81
"186","2019-12-23",14.33
"187","2019-12-24",14.4
"188","2019-12-26",14.79
"189","2019-12-27",14.96
"190","2019-12-30",14.94
"191","2019-12-31",14.8
"192","2020-01-02",15.02
"193","2020-01-03",15.67
"194","2020-01-06",16.290001
"195","2020-01-07",15.92
"196","2020-01-08",16.799999
"197","2020-01-09",17.030001
"198","2020-01-10",16.74
"199","2020-01-13",16.450001
"200","2020-01-14",16.5
"201","2020-01-15",15.97
"202","2020-01-16",16.280001
"203","2020-01-17",16.469999
"204","2020-01-21",16.9
"205","2020-01-22",17.299999
"206","2020-01-23",18.549999
"207","2020-01-24",17.91
"208","2020-01-27",16.57
"209","2020-01-28",16.360001
"210","2020-01-29",15.58
"211","2020-01-30",14.9
"212","2020-01-31",14.7
"213","2020-02-03",15.76
"214","2020-02-04",15.7
"215","2020-02-05",16.16
"216","2020-02-06",14.92
"217","2020-02-07",14.69
"218","2020-02-10",14.54
"219","2020-02-11",14.83
"220","2020-02-12",14.66
"221","2020-02-13",14.17
"222","2020-02-14",14.36
"223","2020-02-18",14.33
"224","2020-02-19",14.7
"225","2020-02-20",14.32
"226","2020-02-21",13.92
"227","2020-02-24",13.48
"228","2020-02-25",13.38
"229","2020-02-26",13.01
"230","2020-02-27",12.37
"231","2020-02-28",12.1
"232","2020-03-02",12.42
"233","2020-03-03",12.52
"234","2020-03-04",12.67
"235","2020-03-05",11.54
"236","2020-03-06",10.83
"237","2020-03-09",9.11
"238","2020-03-10",10.74
"239","2020-03-11",9.21
"240","2020-03-12",6.99
"241","2020-03-13",8.36
"242","2020-03-16",6.83
"243","2020-03-17",7.01
"244","2020-03-18",4.79
"245","2020-03-19",5.01
"246","2020-03-20",4.69
"247","2020-03-23",3.86
"248","2020-03-24",4.56
"249","2020-03-25",6.04
"250","2020-03-26",7.81
"251","2020-03-27",7.06
"252","2020-03-30",6.91
"253","2020-03-31",6.64
"254","2020-04-01",6.17
"255","2020-04-02",6.45
"256","2020-04-03",5.88
"257","2020-04-06",6.23
"258","2020-04-07",6.46
"259","2020-04-08",6.47
"260","2020-04-09",6.52
"261","2020-04-13",6.59
"262","2020-04-14",8.23
"263","2020-04-15",8.13
"264","2020-04-16",8.28
"265","2020-04-17",8.08
"266","2020-04-20",7.93
"267","2020-04-21",7.77
