"","date","BAK"
"268","2020-04-22",7.74
"269","2020-04-23",7.58
"270","2020-04-24",6.78
"271","2020-04-27",7.66
"272","2020-04-28",8.2
"273","2020-04-29",8.29
"274","2020-04-30",7.85
"275","2020-05-01",7.77
"276","2020-05-04",7.74
"277","2020-05-05",7.42
"278","2020-05-06",7.11
"279","2020-05-07",7.07
"280","2020-05-08",7.15
"281","2020-05-11",7.71
"282","2020-05-12",7.11
"283","2020-05-13",7.36
"284","2020-05-14",7.69
"285","2020-05-15",8.14
"286","2020-05-18",9.39
"287","2020-05-19",9.09
"288","2020-05-20",9.29
"289","2020-05-21",9.55
"290","2020-05-22",9.34
"291","2020-05-26",10.01
"292","2020-05-27",10.47
"293","2020-05-28",10.8
"294","2020-05-29",10.32
"295","2020-06-01",10.42
"296","2020-06-02",11.39
"297","2020-06-03",11.13
"298","2020-06-04",10.7
"299","2020-06-05",11.05
"300","2020-06-08",11.48
"301","2020-06-09",11.08
"302","2020-06-10",10.88
"303","2020-06-11",10.1
"304","2020-06-12",9.85
"305","2020-06-15",9.6
"306","2020-06-16",9.71
"307","2020-06-17",9.76
"308","2020-06-18",9.53
"309","2020-06-19",9.56
"310","2020-06-22",9.43
"311","2020-06-23",9.66
"312","2020-06-24",8.96
"313","2020-06-25",8.79
"314","2020-06-26",8.35
"315","2020-06-29",8.59
"316","2020-06-30",8.65
"317","2020-07-01",8.94
"318","2020-07-02",8.87
"319","2020-07-06",9.06
"320","2020-07-07",8.85
"321","2020-07-08",9.52
"322","2020-07-09",8.93
"323","2020-07-10",8.87
"324","2020-07-13",8.66
"325","2020-07-14",8.89
"326","2020-07-15",9.02
"327","2020-07-16",9.13
"328","2020-07-17",9.38
"329","2020-07-20",9.41
"330","2020-07-21",9.45
"331","2020-07-22",9.47
"332","2020-07-23",9.3
"333","2020-07-24",9.34
"334","2020-07-27",9.28
"335","2020-07-28",9.25
"336","2020-07-29",9.29
"337","2020-07-30",9.22
"338","2020-07-31",8.79
"339","2020-08-03",8.78
"340","2020-08-04",8.47
"341","2020-08-05",8.75
"342","2020-08-06",8.96
"343","2020-08-07",8.68
"344","2020-08-10",9.4
"345","2020-08-11",9.27
"346","2020-08-12",8.99
"347","2020-08-13",8.9
"348","2020-08-14",8.84
"349","2020-08-17",8.57
"350","2020-08-18",8.75
"351","2020-08-19",8.55
"352","2020-08-20",8.74
"353","2020-08-21",8.58
"354","2020-08-24",8.66
"355","2020-08-25",8.46
"356","2020-08-26",8.09
"357","2020-08-27",7.98
"358","2020-08-28",8.1
"359","2020-08-31",7.77
"360","2020-09-01",7.99
"361","2020-09-02",8.04
"362","2020-09-03",7.97
"363","2020-09-04",8.28
"364","2020-09-08",8.46
"365","2020-09-09",8.32
"366","2020-09-10",8.17
"367","2020-09-11",8.08
"368","2020-09-14",8.36
"369","2020-09-15",8.55
"370","2020-09-16",8.44
"371","2020-09-17",8.73
"372","2020-09-18",8.15
"373","2020-09-21",8.15
"374","2020-09-22",8.26
"375","2020-09-23",7.61
"376","2020-09-24",7.59
"377","2020-09-25",7.485
"378","2020-09-28",7.04
"379","2020-09-29",7.1
"380","2020-09-30",7.47
"381","2020-10-01",7.46
"382","2020-10-02",7.3
"383","2020-10-05",7.66
"384","2020-10-06",7.86
"385","2020-10-07",8
"386","2020-10-08",7.8
"387","2020-10-09",7.7
"388","2020-10-12",7.6
"389","2020-10-13",7.65
"390","2020-10-14",7.66
"391","2020-10-15",7.5
"392","2020-10-16",7.7
"393","2020-10-19",8.05
"394","2020-10-20",8.26
"395","2020-10-21",8.6
"396","2020-10-22",8.76
"397","2020-10-23",9.02
"398","2020-10-26",8.68
"399","2020-10-27",8.56
"400","2020-10-28",8.24
"401","2020-10-29",8.16
"402","2020-10-30",7.96
"403","2020-11-02",7.89
"404","2020-11-03",8
"405","2020-11-04",7.85
"406","2020-11-05",8.32
"407","2020-11-06",9.13
"408","2020-11-09",8.98
"409","2020-11-10",9.4
"410","2020-11-11",8.82
"411","2020-11-12",8.67
"412","2020-11-13",9.12
"413","2020-11-16",8.89
"414","2020-11-17",9.02
"415","2020-11-18",8.81
"416","2020-11-19",8.76
"417","2020-11-20",8.57
"418","2020-11-23",8.74
"419","2020-11-24",8.92
"420","2020-11-25",9.11
"421","2020-11-27",8.77
