"","date","CWK"
"1","2018-08-02",17.809999
"2","2018-08-03",18.549999
"3","2018-08-06",18.5
"4","2018-08-07",18.360001
"5","2018-08-08",18.129999
"6","2018-08-09",18.219999
"7","2018-08-10",18
"8","2018-08-13",17.91
"9","2018-08-14",18.01
"10","2018-08-15",17.620001
"11","2018-08-16",17.469999
"12","2018-08-17",17.84
"13","2018-08-20",17.85
"14","2018-08-21",17.82
"15","2018-08-22",17.48
"16","2018-08-23",17.549999
"17","2018-08-24",17.65
"18","2018-08-27",17.84
"19","2018-08-28",18
"20","2018-08-29",17.82
"21","2018-08-30",17.75
"22","2018-08-31",17.66
"23","2018-09-04",17.549999
"24","2018-09-05",17.559999
"25","2018-09-06",18.030001
"26","2018-09-07",17.940001
"27","2018-09-10",18.299999
"28","2018-09-11",18.59
"29","2018-09-12",18.389999
"30","2018-09-13",18.09
"31","2018-09-14",18.030001
"32","2018-09-17",17.799999
"33","2018-09-18",17.940001
"34","2018-09-19",17.629999
"35","2018-09-20",18
"36","2018-09-21",18
"37","2018-09-24",17.99
"38","2018-09-25",17.559999
"39","2018-09-26",17.469999
"40","2018-09-27",17.049999
"41","2018-09-28",16.99
"42","2018-10-01",16.860001
"43","2018-10-02",16.530001
"44","2018-10-03",16.379999
"45","2018-10-04",16.67
"46","2018-10-05",16.549999
"47","2018-10-08",16.370001
"48","2018-10-09",16.290001
"49","2018-10-10",15.32
"50","2018-10-11",15.5
"51","2018-10-12",15.88
"52","2018-10-15",16.190001
"53","2018-10-16",16.5
"54","2018-10-17",16.33
"55","2018-10-18",16.040001
"56","2018-10-19",15.99
"57","2018-10-22",15.84
"58","2018-10-23",15.6
"59","2018-10-24",15.56
"60","2018-10-25",16.129999
"61","2018-10-26",16.040001
"62","2018-10-29",15.88
"63","2018-10-30",16.049999
"64","2018-10-31",16.26
"65","2018-11-01",16.4
"66","2018-11-02",16.440001
"67","2018-11-05",16.450001
"68","2018-11-06",17.08
"69","2018-11-07",17.450001
"70","2018-11-08",17.76
"71","2018-11-09",17.700001
"72","2018-11-12",16.48
"73","2018-11-13",16.85
"74","2018-11-14",18.65
"75","2018-11-15",18.290001
"76","2018-11-16",18.299999
"77","2018-11-19",18.26
"78","2018-11-20",17.57
"79","2018-11-21",17.879999
"80","2018-11-23",18.120001
"81","2018-11-26",18.17
"82","2018-11-27",18.15
"83","2018-11-28",18.35
"84","2018-11-29",18.58
"85","2018-11-30",18.620001
"86","2018-12-03",19
"87","2018-12-04",18.379999
"88","2018-12-06",18.200001
"89","2018-12-07",18.15
"90","2018-12-10",17.889999
"91","2018-12-11",17.93
"92","2018-12-12",17.58
"93","2018-12-13",17.16
"94","2018-12-14",16.610001
"95","2018-12-17",16.09
"96","2018-12-18",16.200001
"97","2018-12-19",15.69
"98","2018-12-20",14.89
"99","2018-12-21",14.45
"100","2018-12-24",13.45
"101","2018-12-26",13.8
"102","2018-12-27",14.25
"103","2018-12-28",14.32
"104","2018-12-31",14.47
"105","2019-01-02",14.53
"106","2019-01-03",14.19
"107","2019-01-04",14.25
"108","2019-01-07",14.16
"109","2019-01-08",15.21
"110","2019-01-09",15.29
"111","2019-01-10",15.44
"112","2019-01-11",15.59
"113","2019-01-14",15.92
"114","2019-01-15",15.91
"115","2019-01-16",16.299999
"116","2019-01-17",16.860001
"117","2019-01-18",16.77
"118","2019-01-22",16.32
"119","2019-01-23",16
"120","2019-01-24",15.98
"121","2019-01-25",16.18
"122","2019-01-28",15.58
"123","2019-01-29",15.98
"124","2019-01-30",16.190001
"125","2019-01-31",17.24
"126","2019-02-01",16.940001
"127","2019-02-04",17.02
"128","2019-02-05",17.360001
"129","2019-02-06",17.290001
"130","2019-02-07",17.4
"131","2019-02-08",17.360001
"132","2019-02-11",17.610001
"133","2019-02-12",18.110001
"134","2019-02-13",18.77
"135","2019-02-14",18.309999
"136","2019-02-15",17.940001
"137","2019-02-19",17.950001
"138","2019-02-20",18.27
"139","2019-02-21",18.52
"140","2019-02-22",18.690001
"141","2019-02-25",18.48
"142","2019-02-26",18.4
"143","2019-02-27",18.879999
"144","2019-02-28",18.33
"145","2019-03-01",18.610001
"146","2019-03-04",18.959999
"147","2019-03-05",18.809999
"148","2019-03-06",18.4
"149","2019-03-07",17.85
"150","2019-03-08",17.879999
"151","2019-03-11",18.07
"152","2019-03-12",18.07
"153","2019-03-13",18.42
"154","2019-03-14",18.530001
"155","2019-03-15",18.5
"156","2019-03-18",17.73
"157","2019-03-19",17.790001
"158","2019-03-20",17.51
"159","2019-03-21",18.07
"160","2019-03-22",17.75
"161","2019-03-25",17.809999
"162","2019-03-26",17.889999
"163","2019-03-27",17.690001
"164","2019-03-28",17.75
"165","2019-03-29",17.799999
"166","2019-04-01",18.02
"167","2019-04-02",17.99
"168","2019-04-03",18.16
"169","2019-04-04",18.43
"170","2019-04-05",18.370001
"171","2019-04-08",18.450001
"172","2019-04-09",18.23
"173","2019-04-10",18.530001
"174","2019-04-11",18.4
"175","2019-04-12",18.459999
"176","2019-04-15",18.52
"177","2019-04-16",18.33
"178","2019-04-17",18.25
"179","2019-04-18",18.43
"180","2019-04-22",18.48
"181","2019-04-23",18.84
"182","2019-04-24",19.16
"183","2019-04-25",19.18
"184","2019-04-26",19.559999
"185","2019-04-29",19.389999
"186","2019-04-30",19.639999
"187","2019-05-01",19.540001
"188","2019-05-02",19.42
"189","2019-05-03",19.77
"190","2019-05-06",19.629999
"191","2019-05-07",19.09
"192","2019-05-08",18.41
"193","2019-05-09",17.93
"194","2019-05-10",18.18
"195","2019-05-13",17.73
"196","2019-05-14",18.24
"197","2019-05-15",18.42
"198","2019-05-16",18.58
"199","2019-05-17",18.48
"200","2019-05-20",18.08
"201","2019-05-21",18.370001
"202","2019-05-22",18.01
"203","2019-05-23",17.629999
"204","2019-05-24",17.6
"205","2019-05-28",17.469999
"206","2019-05-29",17.26
"207","2019-05-30",17.309999
"208","2019-05-31",16.860001
"209","2019-06-03",16.799999
"210","2019-06-04",17.08
"211","2019-06-05",17.41
"212","2019-06-06",17.32
"213","2019-06-07",17.719999
"214","2019-06-10",17.870001
"215","2019-06-11",17.82
"216","2019-06-12",17.799999
"217","2019-06-13",18.07
"218","2019-06-14",17.98
"219","2019-06-17",17.969999
"220","2019-06-18",18.450001
"221","2019-06-19",18.559999
"222","2019-06-20",18.389999
"223","2019-06-21",18.219999
"224","2019-06-24",17.66
"225","2019-06-25",17.450001
"226","2019-06-26",17.370001
"227","2019-06-27",17.68
"228","2019-06-28",17.879999
