"","date","SLRX"
"124","2015-07-27",406.5
"125","2015-07-28",397.75
"126","2015-07-29",390.75
"127","2015-07-30",369.5
"128","2015-07-31",389.75
"129","2015-08-03",392.5
"130","2015-08-04",384.5
"131","2015-08-05",375.75
"132","2015-08-06",362.25
"133","2015-08-07",360.25
"134","2015-08-10",366
"135","2015-08-11",357.5
"136","2015-08-12",362.75
"137","2015-08-13",356.75
"138","2015-08-14",358
"139","2015-08-17",361
"140","2015-08-18",366.5
"141","2015-08-19",366.5
"142","2015-08-20",345.25
"143","2015-08-21",328.25
"144","2015-08-24",332
"145","2015-08-25",318.25
"146","2015-08-26",308
"147","2015-08-27",304
"148","2015-08-28",310.25
"149","2015-08-31",300.75
"150","2015-09-01",288
"151","2015-09-02",296.25
"152","2015-09-03",286.25
"153","2015-09-04",284.75
"154","2015-09-08",311.5
"155","2015-09-09",323
"156","2015-09-10",360.75
"157","2015-09-11",357.25
"158","2015-09-14",346.5
"159","2015-09-15",352.25
"160","2015-09-16",381.75
"161","2015-09-17",397.75
"162","2015-09-18",362.25
"163","2015-09-21",335.5
"164","2015-09-22",328.75
"165","2015-09-23",337
"166","2015-09-24",319
"167","2015-09-25",306.5
"168","2015-09-28",250
"169","2015-09-29",260.25
"170","2015-09-30",300.25
"171","2015-10-01",313
"172","2015-10-02",311.5
"173","2015-10-05",317.75
"174","2015-10-06",305.25
"175","2015-10-07",307.25
"176","2015-10-08",320.75
"177","2015-10-09",295
"178","2015-10-12",290.25
"179","2015-10-13",266.5
"180","2015-10-14",256
"181","2015-10-15",273.25
"182","2015-10-16",274.5
"183","2015-10-19",266.75
"184","2015-10-20",259.5
"185","2015-10-21",242.75
"186","2015-10-22",244.75
"187","2015-10-23",263.25
"188","2015-10-26",277
"189","2015-10-27",277.25
"190","2015-10-28",288.5
"191","2015-10-29",275.25
"192","2015-10-30",283.25
"193","2015-11-02",285.25
"194","2015-11-03",286.75
"195","2015-11-04",287.75
"196","2015-11-05",276
"197","2015-11-06",275.75
"198","2015-11-09",286
"199","2015-11-10",277.75
"200","2015-11-11",276.25
"201","2015-11-12",276.5
"202","2015-11-13",275.5
"203","2015-11-16",283.5
"204","2015-11-17",284
"205","2015-11-18",282
"206","2015-11-19",278.5
"207","2015-11-20",278.75
"208","2015-11-23",289.5
"209","2015-11-24",296.5
"210","2015-11-25",308
"211","2015-11-27",308.25
"212","2015-11-30",302.5
"213","2015-12-01",306.25
"214","2015-12-02",309
"215","2015-12-03",303
"216","2015-12-04",301.5
"217","2015-12-07",301.75
"218","2015-12-08",299.5
"219","2015-12-09",298.75
"220","2015-12-10",303.5
"221","2015-12-11",299.25
"222","2015-12-14",301.75
"223","2015-12-15",304.75
"224","2015-12-16",306
"225","2015-12-17",306.75
"226","2015-12-18",296.5
"227","2015-12-21",314
"228","2015-12-22",302.25
"229","2015-12-23",300
"230","2015-12-24",306
"231","2015-12-28",299
"232","2015-12-29",313.25
"233","2015-12-30",310
"234","2015-12-31",311.25
"235","2016-01-04",312
"236","2016-01-05",301.75
"237","2016-01-06",299
"238","2016-01-07",275
"239","2016-01-08",268.75
"240","2016-01-11",255
"241","2016-01-12",263.5
"242","2016-01-13",264.5
"243","2016-01-14",260.75
"244","2016-01-15",245
"245","2016-01-19",241
"246","2016-01-20",240
"247","2016-01-21",239.75
"248","2016-01-22",235.75
"249","2016-01-25",238.5
"250","2016-01-26",231.5
"251","2016-01-27",218.75
"252","2016-01-28",201.5
"253","2016-01-29",208
"254","2016-02-01",195
"255","2016-02-02",189.5
"256","2016-02-03",189.25
"257","2016-02-04",200.25
"258","2016-02-05",177.5
"259","2016-02-08",177.5
"260","2016-02-09",176.5
"261","2016-02-10",181.5
"262","2016-02-11",184.75
"263","2016-02-12",174.5
"264","2016-02-16",175.75
"265","2016-02-17",186.25
"266","2016-02-18",185.5
"267","2016-02-19",185.5
"268","2016-02-22",181.25
"269","2016-02-23",175
"270","2016-02-24",176.75
"271","2016-02-25",176.75
"272","2016-02-26",187.75
"273","2016-02-29",185.75
"274","2016-03-01",188.5
"275","2016-03-02",185.5
"276","2016-03-03",181.5
"277","2016-03-04",180
"278","2016-03-07",188.75
"279","2016-03-08",180.75
"280","2016-03-09",177.5
"281","2016-03-10",163.25
"282","2016-03-11",190.5
"283","2016-03-14",251.5
"284","2016-03-15",238
"285","2016-03-16",272.5
"286","2016-03-17",271.5
"287","2016-03-18",275.25
"288","2016-03-21",294.5
"289","2016-03-22",297
"290","2016-03-23",285
"291","2016-03-24",262
"292","2016-03-28",254.25
"293","2016-03-29",277.5
"294","2016-03-30",279
"295","2016-03-31",274.25
"296","2016-04-01",283.5
"297","2016-04-04",286.5
"298","2016-04-05",283.75
"299","2016-04-06",294.75
"300","2016-04-07",299.75
"301","2016-04-08",299.5
"302","2016-04-11",276.25
"303","2016-04-12",278
"304","2016-04-13",298.5
"305","2016-04-14",312.5
"306","2016-04-15",306.75
"307","2016-04-18",297.25
"308","2016-04-19",294.25
"309","2016-04-20",295.5
"310","2016-04-21",311.25
"311","2016-04-22",310.75
"312","2016-04-25",316.75
"313","2016-04-26",307.75
"314","2016-04-27",297.75
"315","2016-04-28",285.75
"316","2016-04-29",274
"317","2016-05-02",262.25
"318","2016-05-03",267.25
"319","2016-05-04",260.25
"320","2016-05-05",239.75
"321","2016-05-06",226.5
"322","2016-05-09",245
"323","2016-05-10",252.25
"324","2016-05-11",255.75
"325","2016-05-12",241
"326","2016-05-13",251
"327","2016-05-16",261.25
"328","2016-05-17",271.75
"329","2016-05-18",275
"330","2016-05-19",279.75
"331","2016-05-20",310.75
"332","2016-05-23",304.75
"333","2016-05-24",312.5
"334","2016-05-25",315.75
"335","2016-05-26",310
"336","2016-05-27",310.75
"337","2016-05-31",312.75
"338","2016-06-01",329
"339","2016-06-02",328
"340","2016-06-03",316.5
"341","2016-06-06",305.75
"342","2016-06-07",309
"343","2016-06-08",305.25
"344","2016-06-09",298
"345","2016-06-10",293.5
"346","2016-06-13",294.25
"347","2016-06-14",274.25
"348","2016-06-15",280.5
"349","2016-06-16",281.25
"350","2016-06-17",275
"351","2016-06-20",280.5
"352","2016-06-21",280.25
"353","2016-06-22",274.25
"354","2016-06-23",282.5
"355","2016-06-24",270
"356","2016-06-27",260
"357","2016-06-28",273.75
"358","2016-06-29",262.5
"359","2016-06-30",255.25
"360","2016-07-01",261.75
"361","2016-07-05",258.25
"362","2016-07-06",262.5
"363","2016-07-07",271.25
"364","2016-07-08",281.75
"365","2016-07-11",287
"366","2016-07-12",299.75
"367","2016-07-13",289.75
"368","2016-07-14",284.75
"369","2016-07-15",279.5
"370","2016-07-18",278.25
"371","2016-07-19",275.25
"372","2016-07-20",298
"373","2016-07-21",297
"374","2016-07-22",297
"375","2016-07-25",297.25
"376","2016-07-26",299.75
"377","2016-07-27",302.5
"378","2016-07-28",293.25
"379","2016-07-29",296.25
"380","2016-08-01",282.25
"381","2016-08-02",269.5
"382","2016-08-03",287.5
"383","2016-08-04",284.5
"384","2016-08-05",289
"385","2016-08-08",281.5
"386","2016-08-09",279.5
"387","2016-08-10",268
"388","2016-08-11",276.75
"389","2016-08-12",281.25
"390","2016-08-15",294.25
"391","2016-08-16",279.75
"392","2016-08-17",276
"393","2016-08-18",286.25
"394","2016-08-19",286
"395","2016-08-22",296
"396","2016-08-23",301.25
"397","2016-08-24",298.25
"398","2016-08-25",300
"399","2016-08-26",276.25
"400","2016-08-29",275.5
"401","2016-08-30",277.5
"402","2016-08-31",276.75
"403","2016-09-01",281.5
"404","2016-09-02",278.75
"405","2016-09-06",280
"406","2016-09-07",278.25
"407","2016-09-08",282.5
"408","2016-09-09",278.75
"409","2016-09-12",285.75
"410","2016-09-13",279.25
"411","2016-09-14",281.25
"412","2016-09-15",283.25
"413","2016-09-16",295
"414","2016-09-19",280.25
"415","2016-09-20",281
"416","2016-09-21",283.25
"417","2016-09-22",287.25
"418","2016-09-23",286.25
"419","2016-09-26",280
"420","2016-09-27",287.5
"421","2016-09-28",287.75
"422","2016-09-29",282
"423","2016-09-30",294.5
"424","2016-10-03",293.25
"425","2016-10-04",290.5
"426","2016-10-05",291
"427","2016-10-06",289.5
"428","2016-10-07",282.5
"429","2016-10-10",293.25
"430","2016-10-11",290.25
"431","2016-10-12",280
"432","2016-10-13",210.75
"433","2016-10-14",177.25
"434","2016-10-17",162.75
"435","2016-10-18",163.75
"436","2016-10-19",160.75
"437","2016-10-20",160
"438","2016-10-21",154.5
"439","2016-10-24",137.25
"440","2016-10-25",134.75
"441","2016-10-26",131.5
"442","2016-10-27",126
"443","2016-10-28",117
"444","2016-10-31",121.5
"445","2016-11-01",126.75
"446","2016-11-02",123.25
"447","2016-11-03",116.75
"448","2016-11-04",134.25
"449","2016-11-07",155.25
"450","2016-11-08",172
"451","2016-11-09",172.5
"452","2016-11-10",174.5
"453","2016-11-11",175
"454","2016-11-14",174.5
"455","2016-11-15",167.25
"456","2016-11-16",169.25
"457","2016-11-17",169.75
"458","2016-11-18",166.75
"459","2016-11-21",167.25
"460","2016-11-22",167.25
"461","2016-11-23",167
"462","2016-11-25",168
"463","2016-11-28",161.75
"464","2016-11-29",155.75
"465","2016-11-30",153.75
"466","2016-12-01",155.25
"467","2016-12-02",155
"468","2016-12-05",156.75
"469","2016-12-06",157.5
"470","2016-12-07",155.25
"471","2016-12-08",157.5
"472","2016-12-09",157.25
"473","2016-12-12",147.5
"474","2016-12-13",142.5
"475","2016-12-14",133
"476","2016-12-15",136.5
"477","2016-12-16",153.25
"478","2016-12-19",142.5
"479","2016-12-20",141.75
"480","2016-12-21",137.75
"481","2016-12-22",137.25
"482","2016-12-23",143.75
"483","2016-12-27",147
"484","2016-12-28",141
"485","2016-12-29",138.5
"486","2016-12-30",132
"487","2017-01-03",134
"488","2017-01-04",144.5
"489","2017-01-05",141.5
"490","2017-01-06",137.5
"491","2017-01-09",131.25
"492","2017-01-10",128.25
"493","2017-01-11",126.75
"494","2017-01-12",125.75
"495","2017-01-13",124.5
"496","2017-01-17",117
"497","2017-01-18",114.5
"498","2017-01-19",112.5
"499","2017-01-20",111.25
"500","2017-01-23",112.25
"501","2017-01-24",110.25
"502","2017-01-25",112.5
"503","2017-01-26",112.25
"504","2017-01-27",114
"505","2017-01-30",111.25
"506","2017-01-31",109
"507","2017-02-01",106.5
"508","2017-02-02",100
"509","2017-02-03",111.5
"510","2017-02-06",116.75
"511","2017-02-07",115.25
"512","2017-02-08",116.75
"513","2017-02-09",120.75
"514","2017-02-10",120.5
"515","2017-02-13",117
"516","2017-02-14",118.5
"517","2017-02-15",120.75
"518","2017-02-16",118
"519","2017-02-17",114.25
"520","2017-02-21",116
"521","2017-02-22",110.25
"522","2017-02-23",110.5
"523","2017-02-24",106.75
"524","2017-02-27",105.75
"525","2017-02-28",104.25
"526","2017-03-01",102
"527","2017-03-02",100.25
"528","2017-03-03",105.5
"529","2017-03-06",122.75
"530","2017-03-07",120
"531","2017-03-08",100
"532","2017-03-09",101.25
"533","2017-03-10",101.5
"534","2017-03-13",105.5
"535","2017-03-14",105
"536","2017-03-15",104.75
"537","2017-03-16",105.75
"538","2017-03-17",106.5
"539","2017-03-20",104.5
"540","2017-03-21",102
"541","2017-03-22",101.5
"542","2017-03-23",102
"543","2017-03-24",100.75
"544","2017-03-27",106.75
"545","2017-03-28",108.25
"546","2017-03-29",116
"547","2017-03-30",113.75
"548","2017-03-31",110
"549","2017-04-03",107
"550","2017-04-04",102.5
"551","2017-04-05",100.25
"552","2017-04-06",102.25
"553","2017-04-07",102.25
"554","2017-04-10",96.25
"555","2017-04-11",96.25
"556","2017-04-12",87.5
"557","2017-04-13",88.5
"558","2017-04-17",90.25
"559","2017-04-18",87.5
"560","2017-04-19",91
"561","2017-04-20",89.5
"562","2017-04-21",77
"563","2017-04-24",76.5
"564","2017-04-25",76.75
"565","2017-04-26",89
"566","2017-04-27",90
"567","2017-04-28",86
"568","2017-05-01",84.25
"569","2017-05-02",84
"570","2017-05-03",81.75
"571","2017-05-04",86.5
"572","2017-05-05",86.5
"573","2017-05-08",87.75
"574","2017-05-09",86
"575","2017-05-10",88.5
"576","2017-05-11",87.25
"577","2017-05-12",87.25
"578","2017-05-15",86
"579","2017-05-16",89.25
"580","2017-05-17",86.5
"581","2017-05-18",86.25
"582","2017-05-19",83.25
"583","2017-05-22",83.25
"584","2017-05-23",84.25
"585","2017-05-24",85
"586","2017-05-25",84
"587","2017-05-26",84.25
"588","2017-05-30",82.75
"589","2017-05-31",87.75
"590","2017-06-01",90.25
"591","2017-06-02",89
"592","2017-06-05",85.75
"593","2017-06-06",86.25
"594","2017-06-07",85
"595","2017-06-08",84.75
"596","2017-06-09",86.75
"597","2017-06-12",87.25
"598","2017-06-13",90
"599","2017-06-14",89.5
"600","2017-06-15",88
"601","2017-06-16",89.5
"602","2017-06-19",95.5
"603","2017-06-20",99.75
"604","2017-06-21",112.5
"605","2017-06-22",111.25
"606","2017-06-23",114.25
"607","2017-06-26",105.75
"608","2017-06-27",106.25
"609","2017-06-28",95.5
"610","2017-06-29",97.75
"611","2017-06-30",96.25
"612","2017-07-03",96.25
"613","2017-07-05",96.25
"614","2017-07-06",91
"615","2017-07-07",93.75
"616","2017-07-10",90.75
"617","2017-07-11",90.75
"618","2017-07-12",87.75
"619","2017-07-13",88.25
"620","2017-07-14",87.25
"621","2017-07-17",88.5
"622","2017-07-18",94.5
"623","2017-07-19",91
"624","2017-07-20",93.5
"625","2017-07-21",90
"626","2017-07-24",97.5
"627","2017-07-25",108.25
"628","2017-07-26",102
"629","2017-07-27",101.5
"630","2017-07-28",102.5
"631","2017-07-31",106.25
"632","2017-08-01",110.75
"633","2017-08-02",100
"634","2017-08-03",99.75
"635","2017-08-04",98
"636","2017-08-07",94
"637","2017-08-08",91.75
"638","2017-08-09",83.75
"639","2017-08-10",79.5
"640","2017-08-11",80.5
"641","2017-08-14",82.5
"642","2017-08-15",85.75
"643","2017-08-16",87.5
"644","2017-08-17",90
"645","2017-08-18",87.5
"646","2017-08-21",85
"647","2017-08-22",83.5
"648","2017-08-23",86.5
"649","2017-08-24",87.5
"650","2017-08-25",89.75
"651","2017-08-28",89
"652","2017-08-29",92
"653","2017-08-30",99.75
"654","2017-08-31",98.25
"655","2017-09-01",95.75
"656","2017-09-05",97.75
"657","2017-09-06",84.25
"658","2017-09-07",83.25
"659","2017-09-08",83.5
"660","2017-09-11",87
"661","2017-09-12",86.25
"662","2017-09-13",87.75
"663","2017-09-14",85.75
"664","2017-09-15",86.75
"665","2017-09-18",86.25
"666","2017-09-19",86
"667","2017-09-20",89
"668","2017-09-21",90
"669","2017-09-22",86
"670","2017-09-25",86.25
"671","2017-09-26",83.25
"672","2017-09-27",82.5
"673","2017-09-28",84
"674","2017-09-29",85.25
"675","2017-10-02",85.25
"676","2017-10-03",84
"677","2017-10-04",85
"678","2017-10-05",84.75
"679","2017-10-06",84.5
"680","2017-10-09",84.25
"681","2017-10-10",84.5
"682","2017-10-11",86.75
"683","2017-10-12",84
"684","2017-10-13",86
"685","2017-10-16",84
"686","2017-10-17",85
"687","2017-10-18",84.75
"688","2017-10-19",84.75
"689","2017-10-20",83.5
"690","2017-10-23",75.375
"691","2017-10-24",71.75
"692","2017-10-25",71.75
"693","2017-10-26",69.75
"694","2017-10-27",70
"695","2017-10-30",69.5
"696","2017-10-31",68.5
"697","2017-11-01",76
"698","2017-11-02",83
"699","2017-11-03",83
"700","2017-11-06",87.125
"701","2017-11-07",86.25
"702","2017-11-08",86.75
"703","2017-11-09",90.875
"704","2017-11-10",94.75
"705","2017-11-13",95.25
"706","2017-11-14",100.25
"707","2017-11-15",98.5
"708","2017-11-16",101.5
"709","2017-11-17",104.5
"710","2017-11-20",100
"711","2017-11-21",100.75
"712","2017-11-22",103.75
"713","2017-11-24",106.25
"714","2017-11-27",107.75
"715","2017-11-28",106.25
"716","2017-11-29",108.5
"717","2017-11-30",104.75
"718","2017-12-01",104.5
"719","2017-12-04",107.75
"720","2017-12-05",94.75
"721","2017-12-06",94.25
"722","2017-12-07",93
"723","2017-12-08",93
"724","2017-12-11",89.5
"725","2017-12-12",85
"726","2017-12-13",89
"727","2017-12-14",88.75
"728","2017-12-15",90
"729","2017-12-18",86.75
"730","2017-12-19",81.25
"731","2017-12-20",79
"732","2017-12-21",79.25
"733","2017-12-22",82
"734","2017-12-26",78
"735","2017-12-27",76
"736","2017-12-28",79
"737","2017-12-29",87.25
"738","2018-01-02",89
"739","2018-01-03",88.5
"740","2018-01-04",90
"741","2018-01-05",96.5
"742","2018-01-08",115
"743","2018-01-09",110.25
"744","2018-01-10",107
"745","2018-01-11",106
"746","2018-01-12",105
"747","2018-01-16",100.75
"748","2018-01-17",99.5
"749","2018-01-18",98.75
"750","2018-01-19",96.25
"751","2018-01-22",97
"752","2018-01-23",98
"753","2018-01-24",100.5
"754","2018-01-25",109.75
"755","2018-01-26",109
"756","2018-01-29",105.5
"757","2018-01-30",104.75
"758","2018-01-31",103.25
"759","2018-02-01",97.75
"760","2018-02-02",95.75
"761","2018-02-05",95.75
"762","2018-02-06",101
"763","2018-02-07",98.5
"764","2018-02-08",94.75
"765","2018-02-09",104.25
"766","2018-02-12",102.75
"767","2018-02-13",106.5
"768","2018-02-14",109
"769","2018-02-15",107
"770","2018-02-16",107.5
"771","2018-02-20",104.5
"772","2018-02-21",107
"773","2018-02-22",102.25
"774","2018-02-23",104
"775","2018-02-26",104.75
"776","2018-02-27",103.75
"777","2018-02-28",102.5
"778","2018-03-01",103.25
"779","2018-03-02",104.5
"780","2018-03-05",99.75
"781","2018-03-06",102.5
"782","2018-03-07",116.75
"783","2018-03-08",133
"784","2018-03-09",126.75
"785","2018-03-12",134.75
"786","2018-03-13",144.75
"787","2018-03-14",144.5
"788","2018-03-15",184
"789","2018-03-16",190
"790","2018-03-19",177
"791","2018-03-20",177
"792","2018-03-21",176.75
"793","2018-03-22",174.5
"794","2018-03-23",167.5
"795","2018-03-26",176.25
"796","2018-03-27",168.25
"797","2018-03-28",128.25
"798","2018-03-29",125
"799","2018-04-02",126
"800","2018-04-03",128.5
"801","2018-04-04",130.75
"802","2018-04-05",134.5
"803","2018-04-06",124.5
"804","2018-04-09",126.375
"805","2018-04-10",127.25
"806","2018-04-11",133.5
"807","2018-04-12",140
"808","2018-04-13",133.25
"809","2018-04-16",136.25
"810","2018-04-17",137.25
"811","2018-04-18",136.5
"812","2018-04-19",136.75
"813","2018-04-20",129.5
"814","2018-04-23",132.25
"815","2018-04-24",125.5
"816","2018-04-25",130.25
"817","2018-04-26",124.5
"818","2018-04-27",129.75
"819","2018-04-30",120
"820","2018-05-01",116.75
"821","2018-05-02",110.5
"822","2018-05-03",102.5
"823","2018-05-04",111
"824","2018-05-07",110.5
"825","2018-05-08",105.5
"826","2018-05-09",103.25
"827","2018-05-10",98
"828","2018-05-11",94.75
"829","2018-05-14",93.5
"830","2018-05-15",91.75
"831","2018-05-16",91.25
"832","2018-05-17",94.25
"833","2018-05-18",96
"834","2018-05-21",95.5
"835","2018-05-22",97.25
"836","2018-05-23",97
"837","2018-05-24",96.75
"838","2018-05-25",97.5
"839","2018-05-29",96.25
"840","2018-05-30",94
"841","2018-05-31",95
"842","2018-06-01",89.125
"843","2018-06-04",92
"844","2018-06-05",102.5
"845","2018-06-06",101.5
"846","2018-06-07",100.275002
"847","2018-06-08",103.5
"848","2018-06-11",104.75
"849","2018-06-12",104.5
"850","2018-06-13",26
"851","2018-06-14",33.75
"852","2018-06-15",32.5
"853","2018-06-18",32
"854","2018-06-19",30
"855","2018-06-20",28.5
"856","2018-06-21",28
"857","2018-06-22",29
"858","2018-06-25",27.75
"859","2018-06-26",27
"860","2018-06-27",26
"861","2018-06-28",24.375
"862","2018-06-29",23.5
"863","2018-07-02",23.299999
"864","2018-07-03",24.025
"865","2018-07-05",23.975
"866","2018-07-06",23.475
"867","2018-07-09",22.375
"868","2018-07-10",22.275
"869","2018-07-11",22
"870","2018-07-12",21.75
"871","2018-07-13",21.375
"872","2018-07-16",22
"873","2018-07-17",20.625
"874","2018-07-18",20.799999
"875","2018-07-19",20.75
"876","2018-07-20",21.875
"877","2018-07-23",21.200001
"878","2018-07-24",21.25
"879","2018-07-25",20.5
"880","2018-07-26",21
"881","2018-07-27",20.950001
"882","2018-07-30",20.6
"883","2018-07-31",20.85
"884","2018-08-01",20.25
"885","2018-08-02",18.75
"886","2018-08-03",18.5
"887","2018-08-06",17.75
"888","2018-08-07",16.25
"889","2018-08-08",15
"890","2018-08-09",14.875
"891","2018-08-10",15.75
"892","2018-08-13",16.275
"893","2018-08-14",14.75
"894","2018-08-15",13.75
"895","2018-08-16",13.25
"896","2018-08-17",12.75
"897","2018-08-20",13.875
"898","2018-08-21",13.5
"899","2018-08-22",13.275
"900","2018-08-23",12.75
"901","2018-08-24",13.275
"902","2018-08-27",12.75
"903","2018-08-28",12.55
"904","2018-08-29",13.45
"905","2018-08-30",13.2
"906","2018-08-31",12.375
"907","2018-09-04",11.625
"908","2018-09-05",12
"909","2018-09-06",11.75
"910","2018-09-07",11.75
"911","2018-09-10",11.625
"912","2018-09-11",12.75
"913","2018-09-12",12.025
"914","2018-09-13",12
"915","2018-09-14",11.65
"916","2018-09-17",11.25
"917","2018-09-18",11.125
"918","2018-09-19",11.25
"919","2018-09-20",10.55
"920","2018-09-21",10.75
"921","2018-09-24",11.5
"922","2018-09-25",11.65
"923","2018-09-26",10.55
"924","2018-09-27",12.25
"925","2018-09-28",11.625
"926","2018-10-01",11.5
"927","2018-10-02",14.25
"928","2018-10-03",13.5
"929","2018-10-04",12.5
"930","2018-10-05",12.25
"931","2018-10-08",12.25
"932","2018-10-09",13.75
"933","2018-10-10",13.8
"934","2018-10-11",12.5
"935","2018-10-12",13.25
"936","2018-10-15",23.75
"937","2018-10-16",17.25
"938","2018-10-17",16.85
"939","2018-10-18",15.75
"940","2018-10-19",14.55
"941","2018-10-22",14.375
"942","2018-10-23",13.325
"943","2018-10-24",12.5
"944","2018-10-25",11.75
"945","2018-10-26",11.375
"946","2018-10-29",12
"947","2018-10-30",14.125
"948","2018-10-31",13.125
"949","2018-11-01",14.625
"950","2018-11-02",15.625
"951","2018-11-05",14.25
"952","2018-11-06",14
"953","2018-11-07",13.95
"954","2018-11-08",13
"955","2018-11-09",12.85
"956","2018-11-12",11.75
"957","2018-11-13",11.8
"958","2018-11-14",12
"959","2018-11-15",12
"960","2018-11-16",11.25
"961","2018-11-19",11.35
"962","2018-11-20",10.5
"963","2018-11-21",10.325
"964","2018-11-23",11.25
"965","2018-11-26",11.375
"966","2018-11-27",10.575
"967","2018-11-28",10.175
"968","2018-11-29",9.925
"969","2018-11-30",10.75
"970","2018-12-03",10.775
"971","2018-12-04",10
"972","2018-12-06",10
"973","2018-12-07",10.3
"974","2018-12-10",10.5
"975","2018-12-11",10.225
"976","2018-12-12",10.85
"977","2018-12-13",10.275
"978","2018-12-14",10.05
"979","2018-12-17",9.525
"980","2018-12-18",8.8
"981","2018-12-19",8.45
"982","2018-12-20",8.25
"983","2018-12-21",7.575
"984","2018-12-24",6.75
"985","2018-12-26",7
"986","2018-12-27",6.95
"987","2018-12-28",7.575
"988","2018-12-31",8.25
"989","2019-01-02",7.95
"990","2019-01-03",9.6
"991","2019-01-04",13.25
"992","2019-01-07",10.5
"993","2019-01-08",9.875
"994","2019-01-09",9.25
"995","2019-01-10",8.75
"996","2019-01-11",8.575
"997","2019-01-14",8.95
"998","2019-01-15",8.525
"999","2019-01-16",8.2
"1000","2019-01-17",8.375
"1001","2019-01-18",8.25
"1002","2019-01-22",8.25
"1003","2019-01-23",8.25
"1004","2019-01-24",7.95
"1005","2019-01-25",8.175
"1006","2019-01-28",8.25
"1007","2019-01-29",7.925
"1008","2019-01-30",7.7
"1009","2019-01-31",7.85
"1010","2019-02-01",8.5
"1011","2019-02-04",8.475
"1012","2019-02-05",8.575
"1013","2019-02-06",8.3
"1014","2019-02-07",8.225
"1015","2019-02-08",7.875
"1016","2019-02-11",7.975
"1017","2019-02-12",7.875
"1018","2019-02-13",8
"1019","2019-02-14",8.95
"1020","2019-02-15",9.075
"1021","2019-02-19",8.7
"1022","2019-02-20",8.425
"1023","2019-02-21",8.75
"1024","2019-02-22",8.35
"1025","2019-02-25",8.25
"1026","2019-02-26",9.525
"1027","2019-02-27",8.575
"1028","2019-02-28",8.325
"1029","2019-03-01",8.625
"1030","2019-03-04",8.5
