"","date","LSI"
"1","2007-01-03",57.400002
"2","2007-01-04",57.990002
"3","2007-01-05",56.689999
"4","2007-01-08",55.860001
"5","2007-01-09",56.669998
"6","2007-01-10",57.02
"7","2007-01-11",58.23
"8","2007-01-12",58.639999
"9","2007-01-16",58.259998
"10","2007-01-17",57.970001
"11","2007-01-18",57.810001
"12","2007-01-19",57.990002
"13","2007-01-22",57.779999
"14","2007-01-23",57.529999
"15","2007-01-24",58.200001
"16","2007-01-25",58.75
"17","2007-01-26",58.950001
"18","2007-01-29",59.560001
"19","2007-01-30",60.009998
"20","2007-01-31",60
"21","2007-02-01",60.889999
"22","2007-02-02",61.09
"23","2007-02-05",60.970001
"24","2007-02-06",61.75
"25","2007-02-07",63.32
"26","2007-02-08",63.32
"27","2007-02-09",62
"28","2007-02-12",61.080002
"29","2007-02-13",61.959999
"30","2007-02-14",61.889999
"31","2007-02-15",61.380001
"32","2007-02-16",61.41
"33","2007-02-20",61.98
"34","2007-02-21",61.869999
"35","2007-02-22",61.52
"36","2007-02-23",60.669998
"37","2007-02-26",60.490002
"38","2007-02-27",58.110001
"39","2007-02-28",58.220001
"40","2007-03-01",57.900002
"41","2007-03-02",56.959999
"42","2007-03-05",54.98
"43","2007-03-06",57.07
"44","2007-03-07",56.529999
"45","2007-03-08",57.110001
"46","2007-03-09",57.490002
"47","2007-03-12",57.66
"48","2007-03-13",56.150002
"49","2007-03-14",56.700001
"50","2007-03-15",57.419998
"51","2007-03-16",56.950001
"52","2007-03-19",57.419998
"53","2007-03-20",57.259998
"54","2007-03-21",57.560001
"55","2007-03-22",57.419998
"56","2007-03-23",57.200001
"57","2007-03-26",56.619999
"58","2007-03-27",55.639999
"59","2007-03-28",55.389999
"60","2007-03-29",55.509998
"61","2007-03-30",55.41
"62","2007-04-02",55.509998
"63","2007-04-03",54.880001
"64","2007-04-04",54.700001
"65","2007-04-05",54.799999
"66","2007-04-09",54.98
"67","2007-04-10",55.310001
"68","2007-04-11",54.779999
"69","2007-04-12",54.700001
"70","2007-04-13",55.040001
"71","2007-04-16",55.34
"72","2007-04-17",55.57
"73","2007-04-18",55.18
"74","2007-04-19",54.73
"75","2007-04-20",55.18
"76","2007-04-23",55.560001
"77","2007-04-24",55.360001
"78","2007-04-25",55.93
"79","2007-04-26",56.060001
"80","2007-04-27",55.919998
"81","2007-04-30",55.259998
"82","2007-05-01",55.16
"83","2007-05-02",55.32
"84","2007-05-03",54.91
"85","2007-05-04",54.650002
"86","2007-05-07",54.240002
"87","2007-05-08",54.16
"88","2007-05-09",54.48
"89","2007-05-10",53.700001
"90","2007-05-11",54.200001
"91","2007-05-14",53.779999
"92","2007-05-15",53.549999
"93","2007-05-16",52.860001
"94","2007-05-17",51.23
"95","2007-05-18",50.73
"96","2007-05-21",51.110001
"97","2007-05-22",52.009998
"98","2007-05-23",51.009998
"99","2007-05-24",50.049999
"100","2007-05-25",50.369999
"101","2007-05-29",52.220001
"102","2007-05-30",53.299999
"103","2007-05-31",53.279999
"104","2007-06-01",54.200001
"105","2007-06-04",54.110001
"106","2007-06-05",53.360001
"107","2007-06-06",52.98
"108","2007-06-07",51.639999
"109","2007-06-08",51.919998
"110","2007-06-11",51.57
"111","2007-06-12",50.630001
"112","2007-06-13",51.540001
"113","2007-06-14",51.220001
"114","2007-06-15",51.41
"115","2007-06-18",50.639999
"116","2007-06-19",50.02
"117","2007-06-20",49.07
"118","2007-06-21",48.799999
"119","2007-06-22",48.48
"120","2007-06-25",47.849998
"121","2007-06-26",48.169998
"122","2007-06-27",48.990002
"123","2007-06-28",48.900002
"124","2007-06-29",48.16
"125","2007-07-02",48.959999
"126","2007-07-03",48.990002
"127","2007-07-05",50
"128","2007-07-06",50.02
"129","2007-07-09",49.869999
