"","date","EXTR"
"151","2007-08-08",3.42
"152","2007-08-09",3.31
"153","2007-08-10",3.53
"154","2007-08-13",3.61
"155","2007-08-14",3.64
"156","2007-08-15",3.4
"157","2007-08-16",3.51
"158","2007-08-17",3.48
"159","2007-08-20",3.55
"160","2007-08-21",3.52
"161","2007-08-22",3.45
"162","2007-08-23",3.48
"163","2007-08-24",3.48
"164","2007-08-27",3.52
"165","2007-08-28",3.32
"166","2007-08-29",3.44
"167","2007-08-30",3.39
"168","2007-08-31",3.46
"169","2007-09-04",3.51
"170","2007-09-05",3.45
"171","2007-09-06",3.47
"172","2007-09-07",3.43
"173","2007-09-10",3.45
"174","2007-09-11",3.55
"175","2007-09-12",3.52
"176","2007-09-13",3.72
"177","2007-09-14",3.7
"178","2007-09-17",3.61
"179","2007-09-18",3.78
"180","2007-09-19",3.81
"181","2007-09-20",3.79
"182","2007-09-21",3.93
"183","2007-09-24",3.77
"184","2007-09-25",3.71
"185","2007-09-26",3.74
"186","2007-09-27",3.75
"187","2007-09-28",3.84
"188","2007-10-01",3.85
"189","2007-10-02",3.9
"190","2007-10-03",3.88
"191","2007-10-04",3.85
"192","2007-10-05",3.88
"193","2007-10-08",3.86
"194","2007-10-09",3.83
"195","2007-10-10",3.85
"196","2007-10-11",3.83
"197","2007-10-12",3.86
"198","2007-10-15",3.82
"199","2007-10-16",3.76
"200","2007-10-17",3.82
"201","2007-10-18",3.75
"202","2007-10-19",3.66
"203","2007-10-22",3.72
"204","2007-10-23",3.71
"205","2007-10-24",3.64
"206","2007-10-25",4.09
"207","2007-10-26",4.25
"208","2007-10-29",4.36
"209","2007-10-30",4.38
"210","2007-10-31",4.38
"211","2007-11-01",4.16
"212","2007-11-02",4.25
"213","2007-11-05",4.16
"214","2007-11-06",4.34
"215","2007-11-07",4.17
"216","2007-11-08",4.1
"217","2007-11-09",4.03
"218","2007-11-12",3.91
"219","2007-11-13",4.09
"220","2007-11-14",4.02
"221","2007-11-15",3.95
"222","2007-11-16",3.9
"223","2007-11-19",3.73
"224","2007-11-20",3.87
"225","2007-11-21",3.78
"226","2007-11-23",3.87
"227","2007-11-26",3.67
"228","2007-11-27",3.63
"229","2007-11-28",3.75
"230","2007-11-29",3.7
"231","2007-11-30",3.64
"232","2007-12-03",3.59
"233","2007-12-04",3.62
"234","2007-12-05",3.83
"235","2007-12-06",3.87
"236","2007-12-07",3.74
"237","2007-12-10",3.72
"238","2007-12-11",3.63
"239","2007-12-12",3.67
"240","2007-12-13",3.61
"241","2007-12-14",3.53
"242","2007-12-17",3.45
"243","2007-12-18",3.49
"244","2007-12-19",3.56
"245","2007-12-20",3.61
"246","2007-12-21",3.68
"247","2007-12-24",3.69
"248","2007-12-26",3.71
"249","2007-12-27",3.53
"250","2007-12-28",3.46
"251","2007-12-31",3.54
"252","2008-01-02",3.35
"253","2008-01-03",3.38
"254","2008-01-04",3.21
"255","2008-01-07",3.18
"256","2008-01-08",3.11
"257","2008-01-09",3.16
"258","2008-01-10",3.24
"259","2008-01-11",3.15
"260","2008-01-14",3.15
"261","2008-01-15",3.07
"262","2008-01-16",3.12
"263","2008-01-17",3.12
"264","2008-01-18",3.12
"265","2008-01-22",3.09
"266","2008-01-23",3.09
"267","2008-01-24",3.17
"268","2008-01-25",3.45
"269","2008-01-28",3.43
"270","2008-01-29",3.32
"271","2008-01-30",3.33
"272","2008-01-31",3.45
"273","2008-02-01",3.37
"274","2008-02-04",3.27
"275","2008-02-05",3.22
"276","2008-02-06",3.13
"277","2008-02-07",3.14
"278","2008-02-08",3.15
"279","2008-02-11",3.11
"280","2008-02-12",3.13
"281","2008-02-13",3.18
"282","2008-02-14",3.22
"283","2008-02-15",3.21
"284","2008-02-19",3.2
"285","2008-02-20",3.2
"286","2008-02-21",3.13
"287","2008-02-22",3.06
"288","2008-02-25",3.21
"289","2008-02-26",3.14
"290","2008-02-27",3.15
"291","2008-02-28",3.06
"292","2008-02-29",3.01
"293","2008-03-03",3.01
"294","2008-03-04",2.96
"295","2008-03-05",3
"296","2008-03-06",2.95
"297","2008-03-07",3.02
"298","2008-03-10",2.87
"299","2008-03-11",3.02
"300","2008-03-12",3.03
"301","2008-03-13",3.01
"302","2008-03-14",3.02
"303","2008-03-17",3.01
"304","2008-03-18",3.11
"305","2008-03-19",3.11
"306","2008-03-20",3.15
"307","2008-03-24",3.17
"308","2008-03-25",3.16
"309","2008-03-26",3.25
"310","2008-03-27",3.26
"311","2008-03-28",3.12
"312","2008-03-31",3.1
"313","2008-04-01",3.26
"314","2008-04-02",3.24
"315","2008-04-03",3.23
"316","2008-04-04",3.2
"317","2008-04-07",3.18
"318","2008-04-08",3.16
"319","2008-04-09",3.08
"320","2008-04-10",3.15
"321","2008-04-11",3.07
"322","2008-04-14",3.01
"323","2008-04-15",3
"324","2008-04-16",3.06
"325","2008-04-17",3.06
"326","2008-04-18",3.18
"327","2008-04-21",3.16
"328","2008-04-22",3.06
"329","2008-04-23",3.14
"330","2008-04-24",2.98
"331","2008-04-25",2.95
"332","2008-04-28",3.02
"333","2008-04-29",3.02
"334","2008-04-30",3.03
"335","2008-05-01",3.09
"336","2008-05-02",3.14
"337","2008-05-05",3.11
"338","2008-05-06",3.08
"339","2008-05-07",3.05
"340","2008-05-08",3.06
"341","2008-05-09",3.05
"342","2008-05-12",3.11
"343","2008-05-13",3.17
"344","2008-05-14",3.07
"345","2008-05-15",3.25
"346","2008-05-16",3.57
"347","2008-05-19",3.26
"348","2008-05-20",3.35
"349","2008-05-21",3.35
"350","2008-05-22",3.41
"351","2008-05-23",3.33
"352","2008-05-27",3.34
"353","2008-05-28",3.26
"354","2008-05-29",3.26
"355","2008-05-30",3.25
"356","2008-06-02",3.23
"357","2008-06-03",3.18
"358","2008-06-04",3.14
"359","2008-06-05",3.22
"360","2008-06-06",3.19
"361","2008-06-09",3.28
"362","2008-06-10",3.3
"363","2008-06-11",3.2
"364","2008-06-12",3.2
"365","2008-06-13",3.32
"366","2008-06-16",3.3
"367","2008-06-17",3.18
"368","2008-06-18",3.17
"369","2008-06-19",3.19
"370","2008-06-20",3.19
"371","2008-06-23",3.15
"372","2008-06-24",3.08
"373","2008-06-25",3.15
"374","2008-06-26",3.03
"375","2008-06-27",2.94
"376","2008-06-30",2.84
"377","2008-07-01",2.8
"378","2008-07-02",2.74
"379","2008-07-03",2.84
"380","2008-07-07",2.77
"381","2008-07-08",2.78
"382","2008-07-09",2.71
"383","2008-07-10",2.7
"384","2008-07-11",2.78
"385","2008-07-14",2.76
"386","2008-07-15",2.74
"387","2008-07-16",2.81
"388","2008-07-17",2.83
"389","2008-07-18",2.83
"390","2008-07-21",2.82
"391","2008-07-22",2.9
"392","2008-07-23",2.91
"393","2008-07-24",2.91
"394","2008-07-25",2.93
"395","2008-07-28",2.87
"396","2008-07-29",3.02
"397","2008-07-30",3.03
"398","2008-07-31",2.93
"399","2008-08-01",3.11
"400","2008-08-04",3.06
"401","2008-08-05",3.12
"402","2008-08-06",3.12
"403","2008-08-07",3.1
"404","2008-08-08",3.18
"405","2008-08-11",3.42
"406","2008-08-12",3.41
"407","2008-08-13",3.45
"408","2008-08-14",3.44
"409","2008-08-15",3.45
"410","2008-08-18",3.45
"411","2008-08-19",3.43
"412","2008-08-20",3.36
"413","2008-08-21",3.35
"414","2008-08-22",3.39
"415","2008-08-25",3.41
"416","2008-08-26",3.45
"417","2008-08-27",3.46
"418","2008-08-28",3.49
"419","2008-08-29",3.5
"420","2008-09-02",3.43
"421","2008-09-03",3.46
"422","2008-09-04",3.4
"423","2008-09-05",3.42
"424","2008-09-08",3.32
"425","2008-09-09",3.24
"426","2008-09-10",3.28
"427","2008-09-11",3.29
"428","2008-09-12",3.24
"429","2008-09-15",3
"430","2008-09-16",2.91
"431","2008-09-17",2.7
"432","2008-09-18",2.91
"433","2008-09-19",3.05
"434","2008-09-22",2.87
"435","2008-09-23",2.91
"436","2008-09-24",2.98
"437","2008-09-25",2.99
"438","2008-09-26",2.77
"439","2008-09-29",2.57
"440","2008-09-30",3.37
"441","2008-10-01",2.77
"442","2008-10-02",2.59
"443","2008-10-03",2.5
"444","2008-10-06",2.34
"445","2008-10-07",2
"446","2008-10-08",1.84
"447","2008-10-09",1.64
"448","2008-10-10",1.78
"449","2008-10-13",1.86
"450","2008-10-14",1.73
"451","2008-10-15",1.61
"452","2008-10-16",1.63
"453","2008-10-17",1.86
"454","2008-10-20",2.07
"455","2008-10-21",2.03
"456","2008-10-22",1.94
"457","2008-10-23",1.96
"458","2008-10-24",1.89
"459","2008-10-27",1.8
"460","2008-10-28",1.93
"461","2008-10-29",1.9
"462","2008-10-30",2.06
"463","2008-10-31",1.84
"464","2008-11-03",1.93
"465","2008-11-04",2
"466","2008-11-05",2.05
"467","2008-11-06",1.92
"468","2008-11-07",1.94
"469","2008-11-10",1.88
"470","2008-11-11",1.98
"471","2008-11-12",1.86
"472","2008-11-13",2.12
"473","2008-11-14",1.84
"474","2008-11-17",1.89
"475","2008-11-18",1.85
"476","2008-11-19",1.67
"477","2008-11-20",1.51
"478","2008-11-21",1.71
"479","2008-11-24",1.95
"480","2008-11-25",1.97
"481","2008-11-26",2.06
"482","2008-11-28",2.1
"483","2008-12-01",1.72
"484","2008-12-02",1.9
"485","2008-12-03",1.97
"486","2008-12-04",1.85
"487","2008-12-05",2.03
"488","2008-12-08",2.15
"489","2008-12-09",2.21
"490","2008-12-10",2.22
"491","2008-12-11",1.95
"492","2008-12-12",2.02
"493","2008-12-15",2
"494","2008-12-16",2.02
"495","2008-12-17",2.09
"496","2008-12-18",2.17
"497","2008-12-19",2.28
"498","2008-12-22",2.2
"499","2008-12-23",2.08
"500","2008-12-24",2.06
"501","2008-12-26",2.03
"502","2008-12-29",2.05
"503","2008-12-30",2.17
"504","2008-12-31",2.34
"505","2009-01-02",2.36
"506","2009-01-05",2.15
"507","2009-01-06",2.18
"508","2009-01-07",2.06
"509","2009-01-08",2.2
"510","2009-01-09",2.03
"511","2009-01-12",1.95
"512","2009-01-13",1.98
"513","2009-01-14",1.74
"514","2009-01-15",1.79
"515","2009-01-16",1.81
"516","2009-01-20",1.66
"517","2009-01-21",1.75
"518","2009-01-22",1.58
"519","2009-01-23",1.56
"520","2009-01-26",1.64
"521","2009-01-27",1.69
"522","2009-01-28",1.87
"523","2009-01-29",1.91
"524","2009-01-30",1.77
"525","2009-02-02",1.87
"526","2009-02-03",1.93
"527","2009-02-04",1.89
"528","2009-02-05",2.03
"529","2009-02-06",2.16
"530","2009-02-09",2.14
"531","2009-02-10",1.93
"532","2009-02-11",1.91
"533","2009-02-12",1.92
"534","2009-02-13",1.98
"535","2009-02-17",1.83
"536","2009-02-18",1.76
"537","2009-02-19",1.65
"538","2009-02-20",1.6
"539","2009-02-23",1.48
"540","2009-02-24",1.68
"541","2009-02-25",1.62
"542","2009-02-26",1.48
"543","2009-02-27",1.42
"544","2009-03-02",1.43
"545","2009-03-03",1.42
"546","2009-03-04",1.41
"547","2009-03-05",1.19
"548","2009-03-06",1.23
"549","2009-03-09",1.06
"550","2009-03-10",1.24
"551","2009-03-11",1.26
"552","2009-03-12",1.45
"553","2009-03-13",1.48
"554","2009-03-16",1.5
"555","2009-03-17",1.7
"556","2009-03-18",1.54
"557","2009-03-19",1.65
"558","2009-03-20",1.59
"559","2009-03-23",1.7
"560","2009-03-24",1.58
"561","2009-03-25",1.6
"562","2009-03-26",1.7
"563","2009-03-27",1.63
"564","2009-03-30",1.57
"565","2009-03-31",1.52
"566","2009-04-01",1.59
"567","2009-04-02",1.81
"568","2009-04-03",1.85
"569","2009-04-06",1.83
"570","2009-04-07",1.75
"571","2009-04-08",1.78
"572","2009-04-09",1.83
"573","2009-04-13",1.9
"574","2009-04-14",1.8
"575","2009-04-15",1.91
"576","2009-04-16",1.98
"577","2009-04-17",1.97
"578","2009-04-20",1.76
"579","2009-04-21",1.88
"580","2009-04-22",1.9
"581","2009-04-23",1.78
"582","2009-04-24",1.85
"583","2009-04-27",1.69
"584","2009-04-28",1.66
"585","2009-04-29",1.79
"586","2009-04-30",1.76
"587","2009-05-01",1.74
"588","2009-05-04",1.8
"589","2009-05-05",1.71
"590","2009-05-06",1.77
"591","2009-05-07",1.74
"592","2009-05-08",1.77
"593","2009-05-11",1.71
"594","2009-05-12",1.68
"595","2009-05-13",1.58
"596","2009-05-14",1.62
"597","2009-05-15",1.61
"598","2009-05-18",1.78
"599","2009-05-19",1.65
"600","2009-05-20",1.65
"601","2009-05-21",1.67
"602","2009-05-22",1.7
"603","2009-05-26",1.76
"604","2009-05-27",1.67
"605","2009-05-28",1.65
"606","2009-05-29",1.65
"607","2009-06-01",1.75
"608","2009-06-02",1.82
"609","2009-06-03",1.85
"610","2009-06-04",1.85
"611","2009-06-05",1.84
"612","2009-06-08",1.69
"613","2009-06-09",1.66
"614","2009-06-10",1.61
"615","2009-06-11",1.71
"616","2009-06-12",1.74
"617","2009-06-15",1.75
"618","2009-06-16",1.88
"619","2009-06-17",1.89
"620","2009-06-18",1.88
"621","2009-06-19",1.79
"622","2009-06-22",1.67
"623","2009-06-23",1.73
"624","2009-06-24",1.78
"625","2009-06-25",1.86
"626","2009-06-26",2.03
"627","2009-06-29",1.95
"628","2009-06-30",2
"629","2009-07-01",2.09
"630","2009-07-02",1.94
"631","2009-07-06",1.99
"632","2009-07-07",2
"633","2009-07-08",1.92
"634","2009-07-09",1.93
"635","2009-07-10",1.96
"636","2009-07-13",2.07
"637","2009-07-14",2.04
"638","2009-07-15",2.13
"639","2009-07-16",2.15
"640","2009-07-17",2
"641","2009-07-20",1.98
"642","2009-07-21",1.98
"643","2009-07-22",2.09
"644","2009-07-23",2.24
"645","2009-07-24",2.35
"646","2009-07-27",2.3
"647","2009-07-28",2.3
"648","2009-07-29",2.25
"649","2009-07-30",2.3
"650","2009-07-31",2.27
"651","2009-08-03",2.32
"652","2009-08-04",2.3
"653","2009-08-05",2.25
"654","2009-08-06",2.25
"655","2009-08-07",2.42
"656","2009-08-10",2.4
"657","2009-08-11",2.33
"658","2009-08-12",2.46
"659","2009-08-13",2.67
"660","2009-08-14",2.61
"661","2009-08-17",2.52
"662","2009-08-18",2.53
"663","2009-08-19",2.53
"664","2009-08-20",2.55
"665","2009-08-21",2.68
"666","2009-08-24",2.68
"667","2009-08-25",2.61
"668","2009-08-26",2.69
"669","2009-08-27",2.6
"670","2009-08-28",2.51
"671","2009-08-31",2.43
"672","2009-09-01",2.35
"673","2009-09-02",2.37
"674","2009-09-03",2.38
"675","2009-09-04",2.39
"676","2009-09-08",2.47
"677","2009-09-09",2.61
"678","2009-09-10",2.67
"679","2009-09-11",2.63
"680","2009-09-14",2.6
"681","2009-09-15",2.69
"682","2009-09-16",2.88
"683","2009-09-17",2.86
"684","2009-09-18",3
"685","2009-09-21",3
"686","2009-09-22",3.06
"687","2009-09-23",3.02
"688","2009-09-24",3.04
"689","2009-09-25",2.88
"690","2009-09-28",2.98
"691","2009-09-29",2.91
"692","2009-09-30",2.8
"693","2009-10-01",2.74
"694","2009-10-02",2.6
"695","2009-10-05",2.87
"696","2009-10-06",2.5
"697","2009-10-07",2.51
"698","2009-10-08",2.64
"699","2009-10-09",2.71
"700","2009-10-12",2.71
"701","2009-10-13",2.68
"702","2009-10-14",2.68
"703","2009-10-15",2.6
"704","2009-10-16",2.52
"705","2009-10-19",2.49
"706","2009-10-20",2.4
"707","2009-10-21",2.28
"708","2009-10-22",2.28
"709","2009-10-23",2.3
"710","2009-10-26",2.26
"711","2009-10-27",2.2
"712","2009-10-28",2.09
"713","2009-10-29",2.1
"714","2009-10-30",1.99
"715","2009-11-02",2.02
"716","2009-11-03",2.1
"717","2009-11-04",2.08
"718","2009-11-05",2.19
"719","2009-11-06",2.1
"720","2009-11-09",2.08
"721","2009-11-10",2.05
"722","2009-11-11",2.04
"723","2009-11-12",2.09
"724","2009-11-13",2.29
"725","2009-11-16",2.29
"726","2009-11-17",2.3
"727","2009-11-18",2.33
"728","2009-11-19",2.23
"729","2009-11-20",2.24
"730","2009-11-23",2.31
"731","2009-11-24",2.3
"732","2009-11-25",2.22
"733","2009-11-27",2.13
"734","2009-11-30",2.18
"735","2009-12-01",2.28
"736","2009-12-02",2.32
"737","2009-12-03",2.35
"738","2009-12-04",2.41
"739","2009-12-07",2.43
"740","2009-12-08",2.43
"741","2009-12-09",2.48
"742","2009-12-10",2.39
"743","2009-12-11",2.39
"744","2009-12-14",2.41
"745","2009-12-15",2.4
"746","2009-12-16",2.39
"747","2009-12-17",2.42
"748","2009-12-18",2.56
"749","2009-12-21",2.63
"750","2009-12-22",2.75
"751","2009-12-23",2.82
"752","2009-12-24",2.87
"753","2009-12-28",2.92
"754","2009-12-29",2.91
"755","2009-12-30",2.85
"756","2009-12-31",2.87
"757","2010-01-04",2.9
"758","2010-01-05",2.8
"759","2010-01-06",2.68
"760","2010-01-07",2.75
"761","2010-01-08",2.82
"762","2010-01-11",2.77
"763","2010-01-12",2.77
"764","2010-01-13",2.77
"765","2010-01-14",2.74
"766","2010-01-15",2.68
"767","2010-01-19",2.71
"768","2010-01-20",2.67
"769","2010-01-21",2.5
"770","2010-01-22",2.5
"771","2010-01-25",2.5
"772","2010-01-26",2.54
"773","2010-01-27",2.55
"774","2010-01-28",2.48
"775","2010-01-29",2.47
"776","2010-02-01",2.54
"777","2010-02-02",2.78
"778","2010-02-03",2.69
"779","2010-02-04",2.55
"780","2010-02-05",2.57
"781","2010-02-08",2.54
"782","2010-02-09",2.61
"783","2010-02-10",2.65
"784","2010-02-11",2.74
"785","2010-02-12",2.71
"786","2010-02-16",2.7
"787","2010-02-17",2.69
"788","2010-02-18",2.68
"789","2010-02-19",2.76
"790","2010-02-22",2.68
"791","2010-02-23",2.67
"792","2010-02-24",2.71
"793","2010-02-25",2.71
"794","2010-02-26",2.75
"795","2010-03-01",2.83
"796","2010-03-02",2.84
"797","2010-03-03",2.9
"798","2010-03-04",3.07
"799","2010-03-05",3.3
"800","2010-03-08",3.39
"801","2010-03-09",3.21
"802","2010-03-10",3.16
"803","2010-03-11",3.16
"804","2010-03-12",2.97
"805","2010-03-15",3.03
"806","2010-03-16",2.96
"807","2010-03-17",3.03
"808","2010-03-18",2.99
"809","2010-03-19",3
"810","2010-03-22",3.03
"811","2010-03-23",3.03
"812","2010-03-24",2.97
"813","2010-03-25",2.97
"814","2010-03-26",2.94
"815","2010-03-29",2.99
"816","2010-03-30",3.02
"817","2010-03-31",3.07
"818","2010-04-01",3.1
"819","2010-04-05",3.19
"820","2010-04-06",3.32
"821","2010-04-07",3.43
"822","2010-04-08",3.44
"823","2010-04-09",3.38
"824","2010-04-12",3.37
"825","2010-04-13",3.38
"826","2010-04-14",3.49
"827","2010-04-15",3.56
"828","2010-04-16",3.45
"829","2010-04-19",3.64
"830","2010-04-20",3.68
"831","2010-04-21",3.65
"832","2010-04-22",3.59
"833","2010-04-23",3.6
"834","2010-04-26",3.52
"835","2010-04-27",3.5
"836","2010-04-28",3.58
"837","2010-04-29",3.58
"838","2010-04-30",3.33
"839","2010-05-03",3.59
"840","2010-05-04",3.39
"841","2010-05-05",3.46
"842","2010-05-06",3.14
"843","2010-05-07",2.99
"844","2010-05-10",3.18
"845","2010-05-11",3.22
"846","2010-05-12",3.09
"847","2010-05-13",3.03
"848","2010-05-14",2.95
"849","2010-05-17",2.93
"850","2010-05-18",2.91
"851","2010-05-19",2.89
"852","2010-05-20",2.81
"853","2010-05-21",2.79
"854","2010-05-24",2.85
"855","2010-05-25",2.81
"856","2010-05-26",2.78
"857","2010-05-27",2.93
"858","2010-05-28",2.86
"859","2010-06-01",2.75
"860","2010-06-02",2.86
"861","2010-06-03",2.91
"862","2010-06-04",2.77
"863","2010-06-07",2.71
"864","2010-06-08",2.63
"865","2010-06-09",2.57
"866","2010-06-10",2.66
"867","2010-06-11",2.64
"868","2010-06-14",2.64
"869","2010-06-15",2.86
"870","2010-06-16",2.77
"871","2010-06-17",2.99
"872","2010-06-18",2.97
"873","2010-06-21",2.86
"874","2010-06-22",2.81
"875","2010-06-23",2.79
"876","2010-06-24",2.76
"877","2010-06-25",2.82
"878","2010-06-28",2.95
"879","2010-06-29",2.67
"880","2010-06-30",2.7
"881","2010-07-01",2.72
"882","2010-07-02",2.62
"883","2010-07-06",2.6
"884","2010-07-07",2.65
"885","2010-07-08",2.65
"886","2010-07-09",2.64
"887","2010-07-12",2.59
"888","2010-07-13",2.84
"889","2010-07-14",2.84
"890","2010-07-15",2.88
"891","2010-07-16",2.77
"892","2010-07-19",2.69
"893","2010-07-20",2.71
"894","2010-07-21",2.81
"895","2010-07-22",2.78
"896","2010-07-23",2.91
"897","2010-07-26",3.01
"898","2010-07-27",2.92
"899","2010-07-28",2.91
"900","2010-07-29",2.96
"901","2010-07-30",2.86
"902","2010-08-02",2.98
"903","2010-08-03",2.99
"904","2010-08-04",3.03
"905","2010-08-05",3
"906","2010-08-06",2.91
"907","2010-08-09",2.98
"908","2010-08-10",2.86
"909","2010-08-11",2.72
"910","2010-08-12",2.69
"911","2010-08-13",2.66
"912","2010-08-16",2.68
"913","2010-08-17",2.67
"914","2010-08-18",2.77
"915","2010-08-19",2.66
"916","2010-08-20",2.64
"917","2010-08-23",2.6
"918","2010-08-24",2.55
"919","2010-08-25",2.77
"920","2010-08-26",2.73
"921","2010-08-27",2.91
"922","2010-08-30",2.74
"923","2010-08-31",2.76
"924","2010-09-01",2.79
"925","2010-09-02",2.85
"926","2010-09-03",2.91
"927","2010-09-07",2.79
"928","2010-09-08",3.01
"929","2010-09-09",3.07
"930","2010-09-10",2.9
"931","2010-09-13",3.02
"932","2010-09-14",3.08
"933","2010-09-15",3.21
"934","2010-09-16",3.17
"935","2010-09-17",3.15
"936","2010-09-20",3.26
"937","2010-09-21",3.11
"938","2010-09-22",3.05
"939","2010-09-23",3.04
"940","2010-09-24",3.1
"941","2010-09-27",3.11
"942","2010-09-28",3.1
"943","2010-09-29",3.09
"944","2010-09-30",3.11
"945","2010-10-01",3.07
"946","2010-10-04",2.99
"947","2010-10-05",3.15
"948","2010-10-06",3.05
"949","2010-10-07",3.02
"950","2010-10-08",3.12
"951","2010-10-11",3.09
"952","2010-10-12",3.11
"953","2010-10-13",3.21
"954","2010-10-14",3.25
"955","2010-10-15",3.11
"956","2010-10-18",3.15
"957","2010-10-19",3.07
"958","2010-10-20",3.02
"959","2010-10-21",2.97
"960","2010-10-22",3.02
"961","2010-10-25",3.09
"962","2010-10-26",3.07
"963","2010-10-27",3.16
"964","2010-10-28",3.15
"965","2010-10-29",3.19
"966","2010-11-01",3.16
"967","2010-11-02",3.04
"968","2010-11-03",3.03
"969","2010-11-04",3.07
"970","2010-11-05",3.03
"971","2010-11-08",2.95
"972","2010-11-09",2.94
"973","2010-11-10",2.97
"974","2010-11-11",2.92
"975","2010-11-12",2.91
"976","2010-11-15",2.96
"977","2010-11-16",2.9
"978","2010-11-17",2.83
"979","2010-11-18",2.89
"980","2010-11-19",2.88
"981","2010-11-22",2.85
"982","2010-11-23",2.82
"983","2010-11-24",3.02
"984","2010-11-26",2.94
"985","2010-11-29",2.99
"986","2010-11-30",2.93
"987","2010-12-01",2.89
"988","2010-12-02",2.87
"989","2010-12-03",2.82
"990","2010-12-06",2.9
"991","2010-12-07",2.91
"992","2010-12-08",2.89
"993","2010-12-09",2.97
"994","2010-12-10",3.04
"995","2010-12-13",3.02
"996","2010-12-14",3.03
"997","2010-12-15",3.02
"998","2010-12-16",3.11
"999","2010-12-17",3.15
"1000","2010-12-20",3.16
