"","date","WDAY"
"1","2012-10-12",48.689999
"2","2012-10-15",51.939999
"3","2012-10-16",52.16
"4","2012-10-17",55.41
"5","2012-10-18",53.419998
"6","2012-10-19",55.25
"7","2012-10-22",55.400002
"8","2012-10-23",54.380001
"9","2012-10-24",52.119999
"10","2012-10-25",49.240002
"11","2012-10-26",50
"12","2012-10-31",48.5
"13","2012-11-01",48.919998
"14","2012-11-02",48.52
"15","2012-11-05",49.880001
"16","2012-11-06",48.540001
"17","2012-11-07",48.07
"18","2012-11-08",49.049999
"19","2012-11-09",48
"20","2012-11-12",46.990002
"21","2012-11-13",46.990002
"22","2012-11-14",47.380001
"23","2012-11-15",47.939999
"24","2012-11-16",48.849998
"25","2012-11-19",49.610001
"26","2012-11-20",50.709999
"27","2012-11-21",51.950001
"28","2012-11-23",50.790001
"29","2012-11-26",50.82
"30","2012-11-27",51.849998
"31","2012-11-28",53.189999
"32","2012-11-29",51.700001
"33","2012-11-30",50.099998
"34","2012-12-03",50.099998
"35","2012-12-04",49.700001
"36","2012-12-05",48.299999
"37","2012-12-06",48.400002
"38","2012-12-07",51.200001
"39","2012-12-10",51.5
"40","2012-12-11",51.689999
"41","2012-12-12",51.400002
"42","2012-12-13",50.27
"43","2012-12-14",50.48
"44","2012-12-17",50.939999
"45","2012-12-18",53.389999
"46","2012-12-19",55.130001
"47","2012-12-20",56.16
"48","2012-12-21",55.950001
"49","2012-12-24",56.169998
"50","2012-12-26",54.529999
"51","2012-12-27",54
"52","2012-12-28",53.540001
"53","2012-12-31",54.5
"54","2013-01-02",52.91
"55","2013-01-03",52.299999
"56","2013-01-04",52.189999
"57","2013-01-07",52.169998
"58","2013-01-08",51.869999
"59","2013-01-09",52.75
"60","2013-01-10",53.200001
"61","2013-01-11",52.790001
"62","2013-01-14",51.259998
"63","2013-01-15",51.040001
"64","2013-01-16",51.549999
"65","2013-01-17",50.950001
"66","2013-01-18",50.389999
"67","2013-01-22",50.630001
"68","2013-01-23",51.93
"69","2013-01-24",53.16
"70","2013-01-25",54.389999
"71","2013-01-28",56.5
"72","2013-01-29",55.93
"73","2013-01-30",53.240002
"74","2013-01-31",53.419998
"75","2013-02-01",53.52
"76","2013-02-04",52.610001
"77","2013-02-05",52.009998
"78","2013-02-06",51.990002
"79","2013-02-07",51.080002
"80","2013-02-08",50.869999
"81","2013-02-11",50.880001
"82","2013-02-12",51.549999
"83","2013-02-13",51.540001
"84","2013-02-14",51
"85","2013-02-15",50.439999
"86","2013-02-19",51.369999
"87","2013-02-20",54.310001
"88","2013-02-21",55.139999
"89","2013-02-22",55.25
"90","2013-02-25",55.990002
"91","2013-02-26",55.66
"92","2013-02-27",55.900002
"93","2013-02-28",55.290001
"94","2013-03-01",57.619999
"95","2013-03-04",61.720001
"96","2013-03-05",63.93
"97","2013-03-06",64.540001
"98","2013-03-07",61.630001
"99","2013-03-08",62.5
"100","2013-03-11",61.93
"101","2013-03-12",62.299999
"102","2013-03-13",62.779999
"103","2013-03-14",63.259998
"104","2013-03-15",63.16
"105","2013-03-18",62.490002
"106","2013-03-19",60.369999
"107","2013-03-20",60.32
"108","2013-03-21",61.110001
"109","2013-03-22",62.490002
"110","2013-03-25",62.43
"111","2013-03-26",61.25
"112","2013-03-27",61.610001
"113","2013-03-28",61.630001
"114","2013-04-01",61.27
"115","2013-04-02",61.59
"116","2013-04-03",59.060001
"117","2013-04-04",58.59
"118","2013-04-05",58.049999
"119","2013-04-08",59.68
"120","2013-04-09",58.549999
"121","2013-04-10",58.830002
"122","2013-04-11",60.060001
"123","2013-04-12",61.299999
"124","2013-04-15",59.450001
"125","2013-04-16",60
"126","2013-04-17",58.990002
"127","2013-04-18",57.68
"128","2013-04-19",58.709999
"129","2013-04-22",58.150002
"130","2013-04-23",59.439999
"131","2013-04-24",58.830002
"132","2013-04-25",60.810001
"133","2013-04-26",61.919998
"134","2013-04-29",63.34
"135","2013-04-30",62.650002
"136","2013-05-01",61.619999
"137","2013-05-02",62.310001
"138","2013-05-03",63.799999
"139","2013-05-06",65.68
"140","2013-05-07",63.150002
"141","2013-05-08",63.759998
"142","2013-05-09",64.959999
"143","2013-05-10",67.410004
"144","2013-05-13",66.300003
"145","2013-05-14",68.699997
"146","2013-05-15",66.800003
"147","2013-05-16",67.209999
"148","2013-05-17",67.980003
"149","2013-05-20",67.919998
"150","2013-05-21",68.489998
"151","2013-05-22",65.75
"152","2013-05-23",66.169998
"153","2013-05-24",66.160004
"154","2013-05-28",65.739998
"155","2013-05-29",65.07
"156","2013-05-30",65.419998
"157","2013-05-31",64.230003
"158","2013-06-03",62.209999
"159","2013-06-04",60.34
"160","2013-06-05",62.080002
"161","2013-06-06",63.5
"162","2013-06-07",65.459999
"163","2013-06-10",65.989998
"164","2013-06-11",61.689999
"165","2013-06-12",61.900002
"166","2013-06-13",61.09
"167","2013-06-14",61.09
"168","2013-06-17",62.060001
"169","2013-06-18",61.200001
"170","2013-06-19",62.75
"171","2013-06-20",62.560001
"172","2013-06-21",62.990002
"173","2013-06-24",63.049999
"174","2013-06-25",62.959999
"175","2013-06-26",64.620003
"176","2013-06-27",64.330002
"177","2013-06-28",64.089996
"178","2013-07-01",64.129997
"179","2013-07-02",64.07
"180","2013-07-03",65.360001
"181","2013-07-05",65.510002
"182","2013-07-08",64.709999
"183","2013-07-09",65.18
"184","2013-07-10",65.32
"185","2013-07-11",65.050003
"186","2013-07-12",67.910004
"187","2013-07-15",67.709999
"188","2013-07-16",66.889999
"189","2013-07-17",67.599998
"190","2013-07-18",67.589996
"191","2013-07-19",68.300003
"192","2013-07-22",67.510002
"193","2013-07-23",66.550003
"194","2013-07-24",68.220001
"195","2013-07-25",68.089996
"196","2013-07-26",68.57
"197","2013-07-29",68.43
"198","2013-07-30",68.860001
"199","2013-07-31",68.290001
"200","2013-08-01",69.650002
"201","2013-08-02",73.07
"202","2013-08-05",72.809998
"203","2013-08-06",73.139999
"204","2013-08-07",72.669998
"205","2013-08-08",72.870003
"206","2013-08-09",74.370003
"207","2013-08-12",74.059998
"208","2013-08-13",74
"209","2013-08-14",74.010002
"210","2013-08-15",74.199997
"211","2013-08-16",73.669998
"212","2013-08-19",73.269997
"213","2013-08-20",73.93
"214","2013-08-21",73.839996
"215","2013-08-22",74.959999
"216","2013-08-23",75.760002
"217","2013-08-26",76.010002
"218","2013-08-27",76.010002
"219","2013-08-28",74.760002
"220","2013-08-29",74.709999
"221","2013-08-30",72.529999
"222","2013-09-03",73.870003
"223","2013-09-04",73.589996
"224","2013-09-05",73.970001
"225","2013-09-06",76
"226","2013-09-09",76.599998
"227","2013-09-10",77.029999
"228","2013-09-11",77.93
"229","2013-09-12",76.419998
"230","2013-09-13",76.839996
"231","2013-09-16",76.989998
"232","2013-09-17",78.120003
"233","2013-09-18",81.099998
"234","2013-09-19",83.129997
"235","2013-09-20",80.940002
"236","2013-09-23",80.419998
"237","2013-09-24",80.580002
"238","2013-09-25",80.269997
"239","2013-09-26",82.370003
"240","2013-09-27",81.650002
"241","2013-09-30",80.93
"242","2013-10-01",82.68
"243","2013-10-02",82.629997
"244","2013-10-03",82.400002
"245","2013-10-04",82.389999
"246","2013-10-07",81.269997
"247","2013-10-08",78.419998
"248","2013-10-09",77.419998
"249","2013-10-10",81.82
"250","2013-10-11",81.699997
"251","2013-10-14",81.5
"252","2013-10-15",80.18
"253","2013-10-16",81.160004
"254","2013-10-17",80.290001
"255","2013-10-18",80.099998
"256","2013-10-21",81.18
"257","2013-10-22",79.690002
"258","2013-10-23",78.75
"259","2013-10-24",81.459999
"260","2013-10-25",79.779999
"261","2013-10-28",77.059998
"262","2013-10-29",75.620003
"263","2013-10-30",75.349998
"264","2013-10-31",74.870003
"265","2013-11-01",75.349998
"266","2013-11-04",77.190002
"267","2013-11-05",77.599998
"268","2013-11-06",77.339996
"269","2013-11-07",75.190002
"270","2013-11-08",74.080002
"271","2013-11-11",73.849998
"272","2013-11-12",74.290001
"273","2013-11-13",74.199997
"274","2013-11-14",74.199997
"275","2013-11-15",75.730003
"276","2013-11-18",73.669998
"277","2013-11-19",73.860001
"278","2013-11-20",72.209999
"279","2013-11-21",73.879997
"280","2013-11-22",74.07
"281","2013-11-25",73.300003
"282","2013-11-26",82.599998
"283","2013-11-27",82.059998
"284","2013-11-29",82.349998
"285","2013-12-02",80.5
"286","2013-12-03",78.169998
"287","2013-12-04",79.279999
"288","2013-12-05",81.82
"289","2013-12-06",81.440002
"290","2013-12-09",80.230003
"291","2013-12-10",80.330002
"292","2013-12-11",79.209999
"293","2013-12-12",79.720001
"294","2013-12-13",79.980003
"295","2013-12-16",80
"296","2013-12-17",79.900002
"297","2013-12-18",80.5
"298","2013-12-19",80.129997
"299","2013-12-20",81.849998
"300","2013-12-23",82.669998
"301","2013-12-24",82.370003
"302","2013-12-26",82.510002
"303","2013-12-27",82.059998
"304","2013-12-30",82.419998
"305","2013-12-31",83.160004
"306","2014-01-02",81.769997
"307","2014-01-03",82.470001
"308","2014-01-06",84.589996
"309","2014-01-07",88.129997
"310","2014-01-08",89
