"","date","WES"
"1","2012-12-10",27.75
"2","2012-12-11",27.83
"3","2012-12-12",28
"4","2012-12-13",27.65
"5","2012-12-14",27.6
"6","2012-12-17",27.459999
"7","2012-12-18",28.24
"8","2012-12-19",28.950001
"9","2012-12-20",28.85
"10","2012-12-21",28.51
"11","2012-12-24",28.1
"12","2012-12-26",27.91
"13","2012-12-27",28.01
"14","2012-12-28",28.790001
"15","2012-12-31",29.950001
"16","2013-01-02",31.67
"17","2013-01-03",31.59
"18","2013-01-04",31.68
"19","2013-01-07",31.91
"20","2013-01-08",31.700001
"21","2013-01-09",31.43
"22","2013-01-10",31.5
"23","2013-01-11",31.6
"24","2013-01-14",31.530001
"25","2013-01-15",31.59
"26","2013-01-16",31.32
"27","2013-01-17",31.709999
"28","2013-01-18",31.450001
"29","2013-01-22",31.51
"30","2013-01-23",31.18
"31","2013-01-24",31.200001
"32","2013-01-25",31.02
"33","2013-01-28",32.630001
"34","2013-01-29",33.220001
"35","2013-01-30",33.400002
"36","2013-01-31",33.759998
"37","2013-02-01",33.959999
"38","2013-02-04",33.990002
"39","2013-02-05",33.990002
"40","2013-02-06",33.91
"41","2013-02-07",34.91
"42","2013-02-08",34.25
"43","2013-02-11",34.669998
"44","2013-02-12",34.509998
"45","2013-02-13",34.610001
"46","2013-02-14",34
"47","2013-02-15",34
"48","2013-02-19",34
"49","2013-02-20",34
"50","2013-02-21",33.59
"51","2013-02-22",33.799999
"52","2013-02-25",33.93
"53","2013-02-26",34
"54","2013-02-27",33.98
"55","2013-02-28",33.970001
"56","2013-03-01",33.630001
"57","2013-03-04",33
"58","2013-03-05",33.099998
"59","2013-03-06",33.23
"60","2013-03-07",33.240002
"61","2013-03-08",33.09
"62","2013-03-11",33.25
"63","2013-03-12",32.540001
"64","2013-03-13",32.509998
"65","2013-03-14",32.310001
"66","2013-03-15",32.189999
"67","2013-03-18",32.77
"68","2013-03-19",32.59
"69","2013-03-20",32.900002
"70","2013-03-21",33.560001
"71","2013-03-22",33.889999
"72","2013-03-25",33.900002
"73","2013-03-26",33.849998
"74","2013-03-27",33.700001
"75","2013-03-28",34.18
"76","2013-04-01",34.900002
"77","2013-04-02",34.75
"78","2013-04-03",33.18
"79","2013-04-04",33.07
"80","2013-04-05",32.57
"81","2013-04-08",33.07
"82","2013-04-09",33.5
"83","2013-04-10",33.220001
"84","2013-04-11",33.23
"85","2013-04-12",33.189999
"86","2013-04-15",32.720001
"87","2013-04-16",32.490002
"88","2013-04-17",33.25
"89","2013-04-18",33.57
"90","2013-04-19",34.220001
"91","2013-04-22",34.720001
"92","2013-04-23",34.57
"93","2013-04-24",34.540001
"94","2013-04-25",34.73
"95","2013-04-26",34.619999
"96","2013-04-29",35.32
"97","2013-04-30",35.549999
"98","2013-05-01",35.93
"99","2013-05-02",37.84
"100","2013-05-03",39.990002
"101","2013-05-06",39.509998
"102","2013-05-07",38.599998
"103","2013-05-08",39
"104","2013-05-09",39
"105","2013-05-10",39.689999
"106","2013-05-13",40.02
"107","2013-05-14",39.330002
"108","2013-05-15",39.049999
"109","2013-05-16",38.950001
"110","2013-05-17",38.919998
"111","2013-05-20",38.990002
"112","2013-05-21",39
"113","2013-05-22",39
"114","2013-05-23",39.18
"115","2013-05-24",38.810001
"116","2013-05-28",38.43
"117","2013-05-29",38.540001
"118","2013-05-30",37.849998
"119","2013-05-31",37.419998
"120","2013-06-03",37.830002
"121","2013-06-04",36.080002
"122","2013-06-05",35.869999
"123","2013-06-06",35.84
"124","2013-06-07",37.240002
"125","2013-06-10",37.650002
"126","2013-06-11",36.98
"127","2013-06-12",37.599998
"128","2013-06-13",37.630001
"129","2013-06-14",39.09
"130","2013-06-17",38.990002
"131","2013-06-18",38.389999
"132","2013-06-19",39.07
"133","2013-06-20",37.77
"134","2013-06-21",37.919998
"135","2013-06-24",37.34
"136","2013-06-25",38.459999
"137","2013-06-26",40.400002
"138","2013-06-27",41.849998
"139","2013-06-28",41.169998
"140","2013-07-01",40.700001
"141","2013-07-02",40.349998
"142","2013-07-03",40.34
"143","2013-07-05",39.849998
"144","2013-07-08",41.619999
"145","2013-07-09",41.41
"146","2013-07-10",41.43
"147","2013-07-11",41.900002
"148","2013-07-12",41.5
"149","2013-07-15",43.290001
"150","2013-07-16",42.610001
"151","2013-07-17",42
"152","2013-07-18",42.07
"153","2013-07-19",41.200001
"154","2013-07-22",40.119999
"155","2013-07-23",40.419998
"156","2013-07-24",39.529999
"157","2013-07-25",39.900002
"158","2013-07-26",39.75
