"","date","JOBS"
"84","2007-05-03",8.485
"85","2007-05-04",8.425
"86","2007-05-07",8.35
"87","2007-05-08",8.545
"88","2007-05-09",8.52
"89","2007-05-10",8.645
"90","2007-05-11",9.15
"91","2007-05-14",9.525
"92","2007-05-15",9.45
"93","2007-05-16",9.355
"94","2007-05-17",9.145
"95","2007-05-18",9.135
"96","2007-05-21",9.495
"97","2007-05-22",9.31
"98","2007-05-23",8.995
"99","2007-05-24",8.77
"100","2007-05-25",8.935
"101","2007-05-29",9.1
"102","2007-05-30",9.05
"103","2007-05-31",9.23
"104","2007-06-01",9.21
"105","2007-06-04",8.975
"106","2007-06-05",8.8
"107","2007-06-06",8.815
"108","2007-06-07",8.485
"109","2007-06-08",8.59
"110","2007-06-11",8.615
"111","2007-06-12",8.61
"112","2007-06-13",8.765
"113","2007-06-14",8.875
"114","2007-06-15",8.95
"115","2007-06-18",8.905
"116","2007-06-19",9.11
"117","2007-06-20",8.995
"118","2007-06-21",9.005
"119","2007-06-22",9.05
"120","2007-06-25",9.33
"121","2007-06-26",9.205
"122","2007-06-27",9.17
"123","2007-06-28",9.075
"124","2007-06-29",9.505
"125","2007-07-02",9.85
"126","2007-07-03",10.45
"127","2007-07-05",10.25
"128","2007-07-06",10.155
"129","2007-07-09",10
"130","2007-07-10",9.885
"131","2007-07-11",9.925
"132","2007-07-12",10.375
"133","2007-07-13",10.24
"134","2007-07-16",9.85
"135","2007-07-17",10.075
"136","2007-07-18",9.595
"137","2007-07-19",9.655
"138","2007-07-20",9.675
"139","2007-07-23",9.72
"140","2007-07-24",9.68
"141","2007-07-25",9.515
"142","2007-07-26",9.29
"143","2007-07-27",9.175
"144","2007-07-30",9.165
"145","2007-07-31",9.23
"146","2007-08-01",9.205
"147","2007-08-02",9.14
"148","2007-08-03",9.05
"149","2007-08-06",8.975
"150","2007-08-07",9.355
"151","2007-08-08",9.95
"152","2007-08-09",9.655
"153","2007-08-10",8.625
"154","2007-08-13",8.255
"155","2007-08-14",8.21
"156","2007-08-15",8.38
"157","2007-08-16",8.415
"158","2007-08-17",8.77
"159","2007-08-20",8.82
"160","2007-08-21",8.95
"161","2007-08-22",8.92
"162","2007-08-23",8.905
"163","2007-08-24",8.995
"164","2007-08-27",8.82
"165","2007-08-28",8.515
"166","2007-08-29",8.55
"167","2007-08-30",8.53
"168","2007-08-31",8.57
"169","2007-09-04",8.5
"170","2007-09-05",8.55
"171","2007-09-06",8.455
"172","2007-09-07",8.075
"173","2007-09-10",8.005
"174","2007-09-11",7.9
"175","2007-09-12",7.995
"176","2007-09-13",8.03
"177","2007-09-14",7.985
"178","2007-09-17",7.94
"179","2007-09-18",7.995
"180","2007-09-19",8.55
"181","2007-09-20",8.78
"182","2007-09-21",8.8
"183","2007-09-24",8.7
"184","2007-09-25",8.715
"185","2007-09-26",9.875
"186","2007-09-27",10.07
"187","2007-09-28",9.68
"188","2007-10-01",10.315
"189","2007-10-02",10.16
"190","2007-10-03",10.225
"191","2007-10-04",9.995
"192","2007-10-05",10.4
"193","2007-10-08",10.365
"194","2007-10-09",10.29
"195","2007-10-10",10.425
"196","2007-10-11",11.03
"197","2007-10-12",11
"198","2007-10-15",10.225
"199","2007-10-16",10.16
"200","2007-10-17",10.175
"201","2007-10-18",10.56
"202","2007-10-19",10.95
"203","2007-10-22",11
"204","2007-10-23",11.455
"205","2007-10-24",10.815
"206","2007-10-25",10.74
"207","2007-10-26",10.915
"208","2007-10-29",10.92
"209","2007-10-30",10.95
"210","2007-10-31",11.145
"211","2007-11-01",10.95
"212","2007-11-02",11.16
"213","2007-11-05",10.915
"214","2007-11-06",10.86
"215","2007-11-07",10.695
"216","2007-11-08",11.12
"217","2007-11-09",11.005
"218","2007-11-12",11.09
"219","2007-11-13",10.54
"220","2007-11-14",10.525
"221","2007-11-15",9.81
"222","2007-11-16",9.6
"223","2007-11-19",8.845
"224","2007-11-20",9.32
"225","2007-11-21",9.22
"226","2007-11-23",9.085
"227","2007-11-26",9.175
"228","2007-11-27",9.23
"229","2007-11-28",9.85
"230","2007-11-29",9.77
"231","2007-11-30",10.24
"232","2007-12-03",9.71
"233","2007-12-04",9.64
"234","2007-12-05",9.96
"235","2007-12-06",10
"236","2007-12-07",9.86
"237","2007-12-10",9.9
"238","2007-12-11",9.595
"239","2007-12-12",9.54
"240","2007-12-13",9.115
"241","2007-12-14",9.3
"242","2007-12-17",9.125
"243","2007-12-18",9.41
"244","2007-12-19",9.485
"245","2007-12-20",9.525
"246","2007-12-21",9.425
"247","2007-12-24",9.63
"248","2007-12-26",9.72
"249","2007-12-27",9.37
"250","2007-12-28",8.98
"251","2007-12-31",9.01
"252","2008-01-02",9.125
"253","2008-01-03",9.1
"254","2008-01-04",9.005
"255","2008-01-07",9.15
"256","2008-01-08",8.735
"257","2008-01-09",8.605
"258","2008-01-10",8.87
"259","2008-01-11",8.67
"260","2008-01-14",8.91
"261","2008-01-15",8.6
"262","2008-01-16",8.825
"263","2008-01-17",8.18
"264","2008-01-18",8.69
"265","2008-01-22",8.21
"266","2008-01-23",8.285
"267","2008-01-24",8.99
"268","2008-01-25",9.1
"269","2008-01-28",9.015
"270","2008-01-29",9.075
"271","2008-01-30",9.185
"272","2008-01-31",8.89
"273","2008-02-01",9.19
"274","2008-02-04",9.5
"275","2008-02-05",8.85
"276","2008-02-06",8.96
"277","2008-02-07",8.915
"278","2008-02-08",9
"279","2008-02-11",8.965
"280","2008-02-12",8.76
"281","2008-02-13",8.955
"282","2008-02-14",9.155
"283","2008-02-15",9.08
"284","2008-02-19",9.325
"285","2008-02-20",9.37
"286","2008-02-21",9.3
"287","2008-02-22",9.21
"288","2008-02-25",8.905
"289","2008-02-26",9.245
"290","2008-02-27",9.125
"291","2008-02-28",9.145
"292","2008-02-29",9.075
"293","2008-03-03",9.2
"294","2008-03-04",8.48
"295","2008-03-05",8.515
"296","2008-03-06",8.31
"297","2008-03-07",8.495
"298","2008-03-10",8.55
"299","2008-03-11",8.835
"300","2008-03-12",9.305
"301","2008-03-13",9.65
"302","2008-03-14",8.995
"303","2008-03-17",8.755
"304","2008-03-18",8.735
"305","2008-03-19",8.415
"306","2008-03-20",8.75
"307","2008-03-24",8.775
"308","2008-03-25",8.755
"309","2008-03-26",8.55
"310","2008-03-27",8.47
"311","2008-03-28",8.48
"312","2008-03-31",8.125
"313","2008-04-01",8.56
"314","2008-04-02",8.605
"315","2008-04-03",8.565
"316","2008-04-04",8.635
"317","2008-04-07",8.635
"318","2008-04-08",8.57
"319","2008-04-09",8.33
"320","2008-04-10",8.49
"321","2008-04-11",8.265
"322","2008-04-14",8.42
"323","2008-04-15",8.495
"324","2008-04-16",8.595
"325","2008-04-17",8.755
"326","2008-04-18",8.75
"327","2008-04-21",8.77
"328","2008-04-22",8.72
"329","2008-04-23",8.785
"330","2008-04-24",8.875
"331","2008-04-25",8.975
"332","2008-04-28",8.95
"333","2008-04-29",8.975
"334","2008-04-30",9.2
"335","2008-05-01",9
"336","2008-05-02",9
"337","2008-05-05",9.11
"338","2008-05-06",9.005
"339","2008-05-07",8.97
"340","2008-05-08",8.99
"341","2008-05-09",8.995
"342","2008-05-12",9.02
"343","2008-05-13",9.05
"344","2008-05-14",9.075
"345","2008-05-15",9.415
"346","2008-05-16",9.53
"347","2008-05-19",9.72
"348","2008-05-20",9.825
"349","2008-05-21",9.83
"350","2008-05-22",10
"351","2008-05-23",9.83
"352","2008-05-27",9.98
"353","2008-05-28",9.93
"354","2008-05-29",10.195
"355","2008-05-30",9.835
"356","2008-06-02",9.55
"357","2008-06-03",9.32
"358","2008-06-04",9.37
"359","2008-06-05",9.74
"360","2008-06-06",9.44
"361","2008-06-09",9.155
"362","2008-06-10",8.92
"363","2008-06-11",8.93
"364","2008-06-12",9.13
"365","2008-06-13",9.165
"366","2008-06-16",9.15
"367","2008-06-17",9.545
"368","2008-06-18",9.6
"369","2008-06-19",9.59
"370","2008-06-20",9.565
"371","2008-06-23",9.505
"372","2008-06-24",9.445
"373","2008-06-25",9.535
"374","2008-06-26",9.375
"375","2008-06-27",9.23
"376","2008-06-30",9.16
"377","2008-07-01",9.05
"378","2008-07-02",8.915
"379","2008-07-03",8.62
"380","2008-07-07",8.3
"381","2008-07-08",8.615
"382","2008-07-09",8.225
"383","2008-07-10",8.28
"384","2008-07-11",8.74
"385","2008-07-14",8.575
"386","2008-07-15",8.205
"387","2008-07-16",8.23
"388","2008-07-17",8.17
"389","2008-07-18",8.215
"390","2008-07-21",8.305
"391","2008-07-22",8.49
"392","2008-07-23",8.375
"393","2008-07-24",8.19
"394","2008-07-25",7.755
"395","2008-07-28",7.405
"396","2008-07-29",7.285
"397","2008-07-30",7.225
"398","2008-07-31",7.205
"399","2008-08-01",7.33
"400","2008-08-04",7.25
"401","2008-08-05",7.25
"402","2008-08-06",7.56
"403","2008-08-07",6.05
"404","2008-08-08",6.065
"405","2008-08-11",5.89
"406","2008-08-12",5.9
"407","2008-08-13",6.04
"408","2008-08-14",6.15
"409","2008-08-15",6.09
"410","2008-08-18",6.06
"411","2008-08-19",6.07
"412","2008-08-20",6.015
"413","2008-08-21",5.95
"414","2008-08-22",6.005
"415","2008-08-25",5.855
"416","2008-08-26",5.6
"417","2008-08-27",5.58
"418","2008-08-28",5.57
"419","2008-08-29",5.525
"420","2008-09-02",5.395
"421","2008-09-03",5.185
"422","2008-09-04",4.985
"423","2008-09-05",5.135
"424","2008-09-08",5.275
"425","2008-09-09",5.2
"426","2008-09-10",5.37
"427","2008-09-11",5.355
"428","2008-09-12",5.605
"429","2008-09-15",5.415
"430","2008-09-16",5.525
"431","2008-09-17",5.5
"432","2008-09-18",5.725
"433","2008-09-19",6.24
"434","2008-09-22",6.11
"435","2008-09-23",5.95
"436","2008-09-24",6.01
"437","2008-09-25",5.765
"438","2008-09-26",5.395
"439","2008-09-29",4.535
"440","2008-09-30",4.6
"441","2008-10-01",4.51
"442","2008-10-02",4.605
"443","2008-10-03",4.8
"444","2008-10-06",4.71
"445","2008-10-07",4.695
"446","2008-10-08",4.56
"447","2008-10-09",4.25
"448","2008-10-10",4.27
"449","2008-10-13",4.55
"450","2008-10-14",4.4
"451","2008-10-15",4.405
"452","2008-10-16",4.235
"453","2008-10-17",4.225
"454","2008-10-20",4.17
"455","2008-10-21",4.17
"456","2008-10-22",4.075
"457","2008-10-23",3.82
"458","2008-10-24",3.5
"459","2008-10-27",3.535
"460","2008-10-28",3.15
"461","2008-10-29",3.12
"462","2008-10-30",3.25
"463","2008-10-31",3.525
"464","2008-11-03",3.65
"465","2008-11-04",3.68
"466","2008-11-05",3.285
"467","2008-11-06",3.105
"468","2008-11-07",3.43
"469","2008-11-10",3.385
"470","2008-11-11",3.25
"471","2008-11-12",3.22
"472","2008-11-13",3.16
"473","2008-11-14",3.4
"474","2008-11-17",3.25
"475","2008-11-18",3.35
"476","2008-11-19",3.3
"477","2008-11-20",3.105
"478","2008-11-21",3.175
"479","2008-11-24",3.15
"480","2008-11-25",3.155
"481","2008-11-26",3.37
"482","2008-11-28",3.52
"483","2008-12-01",3.425
"484","2008-12-02",3.36
"485","2008-12-03",3.41
"486","2008-12-04",3.355
"487","2008-12-05",3.35
"488","2008-12-08",3.425
"489","2008-12-09",3.425
"490","2008-12-10",3.4
"491","2008-12-11",3.41
"492","2008-12-12",3.455
"493","2008-12-15",3.43
"494","2008-12-16",3.295
"495","2008-12-17",3.1
"496","2008-12-18",3.155
"497","2008-12-19",3.15
"498","2008-12-22",3.09
"499","2008-12-23",3.17
"500","2008-12-24",3.165
"501","2008-12-26",3.245
"502","2008-12-29",3.18
"503","2008-12-30",3.13
"504","2008-12-31",3.08
"505","2009-01-02",3.26
"506","2009-01-05",3.32
"507","2009-01-06",3.275
"508","2009-01-07",3.285
"509","2009-01-08",3.425
"510","2009-01-09",3.425
"511","2009-01-12",3.35
"512","2009-01-13",3.24
"513","2009-01-14",3.225
"514","2009-01-15",3.28
"515","2009-01-16",3.25
"516","2009-01-20",3.225
"517","2009-01-21",3.225
"518","2009-01-22",3.205
"519","2009-01-23",3.245
"520","2009-01-26",3.23
"521","2009-01-27",3.25
"522","2009-01-28",3.275
"523","2009-01-29",3.35
"524","2009-01-30",3.28
"525","2009-02-02",3.21
"526","2009-02-03",3.25
"527","2009-02-04",3.255
"528","2009-02-05",3.25
"529","2009-02-06",3.37
"530","2009-02-09",3.35
"531","2009-02-10",3.475
"532","2009-02-11",3.565
"533","2009-02-12",3.575
"534","2009-02-13",3.575
"535","2009-02-17",3.5
"536","2009-02-18",3.485
"537","2009-02-19",3.81
"538","2009-02-20",3.755
"539","2009-02-23",3.75
"540","2009-02-24",3.7
"541","2009-02-25",3.7
"542","2009-02-26",3.685
"543","2009-02-27",3.615
"544","2009-03-02",3.335
"545","2009-03-03",3.37
"546","2009-03-04",3.355
"547","2009-03-05",3.265
"548","2009-03-06",3.11
"549","2009-03-09",3.11
"550","2009-03-10",3.21
"551","2009-03-11",3.255
"552","2009-03-12",3.3
"553","2009-03-13",3.36
"554","2009-03-16",3.12
"555","2009-03-17",3.07
"556","2009-03-18",3.415
"557","2009-03-19",3.185
"558","2009-03-20",3.315
"559","2009-03-23",3.5
"560","2009-03-24",3.41
"561","2009-03-25",3.43
"562","2009-03-26",3.485
"563","2009-03-27",3.5
"564","2009-03-30",3.5
"565","2009-03-31",3.45
"566","2009-04-01",3.435
"567","2009-04-02",3.45
"568","2009-04-03",3.425
"569","2009-04-06",3.5
"570","2009-04-07",3.515
"571","2009-04-08",3.425
"572","2009-04-09",3.6
"573","2009-04-13",3.595
"574","2009-04-14",3.595
"575","2009-04-15",3.595
"576","2009-04-16",3.735
"577","2009-04-17",3.76
"578","2009-04-20",3.575
"579","2009-04-21",3.54
"580","2009-04-22",3.87
"581","2009-04-23",3.855
"582","2009-04-24",4.11
"583","2009-04-27",4.04
"584","2009-04-28",3.86
"585","2009-04-29",3.955
"586","2009-04-30",4
"587","2009-05-01",4.025
"588","2009-05-04",4.38
"589","2009-05-05",4.4
"590","2009-05-06",4.615
"591","2009-05-07",4.395
"592","2009-05-08",4.49
"593","2009-05-11",4.57
"594","2009-05-12",4.475
"595","2009-05-13",4.32
"596","2009-05-14",4.345
"597","2009-05-15",4.34
"598","2009-05-18",4.38
"599","2009-05-19",4.35
"600","2009-05-20",4.38
"601","2009-05-21",4.405
"602","2009-05-22",4.345
"603","2009-05-26",4.325
"604","2009-05-27",4.35
"605","2009-05-28",4.21
"606","2009-05-29",4.335
"607","2009-06-01",4.35
"608","2009-06-02",4.465
"609","2009-06-03",4.425
"610","2009-06-04",4.425
"611","2009-06-05",4.385
"612","2009-06-08",4.59
"613","2009-06-09",4.625
"614","2009-06-10",4.935
"615","2009-06-11",4.5
"616","2009-06-12",4.63
"617","2009-06-15",4.385
"618","2009-06-16",4.265
"619","2009-06-17",4.195
"620","2009-06-18",4.115
"621","2009-06-19",4.42
"622","2009-06-22",4.385
"623","2009-06-23",4.395
"624","2009-06-24",4.4
"625","2009-06-25",5.175
"626","2009-06-26",5.77
"627","2009-06-29",5.72
"628","2009-06-30",5.915
"629","2009-07-01",5.795
"630","2009-07-02",5.685
"631","2009-07-06",5.675
"632","2009-07-07",5.67
"633","2009-07-08",5.605
"634","2009-07-09",5.64
"635","2009-07-10",5.655
"636","2009-07-13",5.57
"637","2009-07-14",5.65
"638","2009-07-15",5.825
"639","2009-07-16",5.89
"640","2009-07-17",5.74
"641","2009-07-20",5.71
"642","2009-07-21",5.725
"643","2009-07-22",5.67
"644","2009-07-23",5.655
"645","2009-07-24",5.65
"646","2009-07-27",5.745
"647","2009-07-28",5.695
"648","2009-07-29",5.64
"649","2009-07-30",5.81
"650","2009-07-31",5.615
"651","2009-08-03",5.625
"652","2009-08-04",5.915
"653","2009-08-05",5.805
"654","2009-08-06",5.9
"655","2009-08-07",7.26
"656","2009-08-10",7.59
"657","2009-08-11",7.595
"658","2009-08-12",7.17
"659","2009-08-13",7.475
"660","2009-08-14",7.285
"661","2009-08-17",7.025
"662","2009-08-18",7.07
"663","2009-08-19",6.895
"664","2009-08-20",6.69
"665","2009-08-21",6.575
"666","2009-08-24",6.39
"667","2009-08-25",6.55
"668","2009-08-26",6.775
"669","2009-08-27",6.755
"670","2009-08-28",6.585
"671","2009-08-31",6.35
"672","2009-09-01",6.29
"673","2009-09-02",6.15
"674","2009-09-03",6.275
"675","2009-09-04",6.15
"676","2009-09-08",6.2
"677","2009-09-09",6.57
"678","2009-09-10",6.93
"679","2009-09-11",7
"680","2009-09-14",6.895
"681","2009-09-15",7
"682","2009-09-16",6.85
"683","2009-09-17",7.035
"684","2009-09-18",7.015
"685","2009-09-21",6.895
"686","2009-09-22",7
"687","2009-09-23",7
"688","2009-09-24",7.035
"689","2009-09-25",6.97
"690","2009-09-28",7.065
"691","2009-09-29",7
"692","2009-09-30",6.995
"693","2009-10-01",6.84
"694","2009-10-02",6.75
"695","2009-10-05",6.995
"696","2009-10-06",6.9
"697","2009-10-07",6.975
"698","2009-10-08",7.13
"699","2009-10-09",7.17
"700","2009-10-12",7.175
"701","2009-10-13",7.405
"702","2009-10-14",7.5
"703","2009-10-15",7.58
"704","2009-10-16",7.485
"705","2009-10-19",7.5
"706","2009-10-20",7.51
"707","2009-10-21",7.5
"708","2009-10-22",7.5
"709","2009-10-23",7.79
"710","2009-10-26",8.155
"711","2009-10-27",7.93
"712","2009-10-28",7.745
"713","2009-10-29",7.67
"714","2009-10-30",7.45
"715","2009-11-02",7.67
"716","2009-11-03",7.75
"717","2009-11-04",8.055
"718","2009-11-05",8.09
"719","2009-11-06",8.15
"720","2009-11-09",8.505
"721","2009-11-10",8.73
"722","2009-11-11",8.61
"723","2009-11-12",8.615
"724","2009-11-13",8.75
"725","2009-11-16",8.845
"726","2009-11-17",8.715
"727","2009-11-18",8.4
"728","2009-11-19",8.135
"729","2009-11-20",8.33
"730","2009-11-23",9.5
"731","2009-11-24",9
"732","2009-11-25",9.37
"733","2009-11-27",9.14
"734","2009-11-30",9.165
"735","2009-12-01",9.4
"736","2009-12-02",9.45
"737","2009-12-03",9.485
"738","2009-12-04",9.57
"739","2009-12-07",9.75
"740","2009-12-08",9.625
"741","2009-12-09",9.47
"742","2009-12-10",9.375
"743","2009-12-11",9.195
"744","2009-12-14",9.205
"745","2009-12-15",9.1
"746","2009-12-16",8.91
"747","2009-12-17",8.67
"748","2009-12-18",8.77
"749","2009-12-21",8.775
"750","2009-12-22",8.665
"751","2009-12-23",8.725
"752","2009-12-24",8.905
"753","2009-12-28",8.94
"754","2009-12-29",8.93
"755","2009-12-30",8.775
"756","2009-12-31",8.89
"757","2010-01-04",8.95
"758","2010-01-05",9.15
"759","2010-01-06",9.22
"760","2010-01-07",9.5
"761","2010-01-08",9.52
"762","2010-01-11",9.48
"763","2010-01-12",9.36
"764","2010-01-13",9.305
"765","2010-01-14",9.155
"766","2010-01-15",9.15
"767","2010-01-19",9.095
"768","2010-01-20",8.52
"769","2010-01-21",7.985
"770","2010-01-22",8.15
"771","2010-01-25",8.3
"772","2010-01-26",8.14
"773","2010-01-27",8.115
"774","2010-01-28",8.15
"775","2010-01-29",7.995
"776","2010-02-01",7.9
"777","2010-02-02",7.94
"778","2010-02-03",8.365
"779","2010-02-04",8.05
"780","2010-02-05",7.855
"781","2010-02-08",7.86
"782","2010-02-09",7.8
"783","2010-02-10",7.85
"784","2010-02-11",8.05
"785","2010-02-12",8.37
"786","2010-02-16",8.72
"787","2010-02-17",9.09
"788","2010-02-18",9.015
"789","2010-02-19",9.125
"790","2010-02-22",9.375
"791","2010-02-23",9.305
"792","2010-02-24",9.15
"793","2010-02-25",9.375
"794","2010-02-26",8.95
"795","2010-03-01",9.005
"796","2010-03-02",9.225
"797","2010-03-03",9.09
"798","2010-03-04",9.1
"799","2010-03-05",9.23
"800","2010-03-08",9.195
"801","2010-03-09",9.06
"802","2010-03-10",9.095
"803","2010-03-11",9.095
"804","2010-03-12",9.18
"805","2010-03-15",9.14
"806","2010-03-16",9.135
"807","2010-03-17",9.095
"808","2010-03-18",9.05
"809","2010-03-19",9.045
"810","2010-03-22",9.025
"811","2010-03-23",9.05
"812","2010-03-24",9.05
"813","2010-03-25",9.01
"814","2010-03-26",9.02
"815","2010-03-29",9.005
"816","2010-03-30",9.05
"817","2010-03-31",8.995
"818","2010-04-01",8.97
"819","2010-04-05",9.025
"820","2010-04-06",9.025
"821","2010-04-07",9.015
"822","2010-04-08",9
"823","2010-04-09",9.55
"824","2010-04-12",9.845
"825","2010-04-13",9.68
"826","2010-04-14",9.69
"827","2010-04-15",9.505
"828","2010-04-16",9.31
"829","2010-04-19",9.135
"830","2010-04-20",9.25
"831","2010-04-21",9.15
"832","2010-04-22",8.6
"833","2010-04-23",9.55
"834","2010-04-26",10.27
"835","2010-04-27",10.15
"836","2010-04-28",9.975
"837","2010-04-29",10.045
"838","2010-04-30",10.08
"839","2010-05-03",10.055
"840","2010-05-04",9.93
"841","2010-05-05",9.5
"842","2010-05-06",9.32
"843","2010-05-07",10.22
"844","2010-05-10",10.05
"845","2010-05-11",9.95
"846","2010-05-12",10.275
"847","2010-05-13",10.225
"848","2010-05-14",10.235
"849","2010-05-17",10.25
"850","2010-05-18",10.2
"851","2010-05-19",10.12
"852","2010-05-20",9.325
"853","2010-05-21",9.375
"854","2010-05-24",9.71
"855","2010-05-25",9.185
"856","2010-05-26",9.545
"857","2010-05-27",9.815
"858","2010-05-28",9.64
"859","2010-06-01",9.38
"860","2010-06-02",9.565
"861","2010-06-03",9.84
"862","2010-06-04",9.725
"863","2010-06-07",9.675
"864","2010-06-08",9.99
"865","2010-06-09",9.925
"866","2010-06-10",9.955
"867","2010-06-11",10.025
"868","2010-06-14",10
"869","2010-06-15",10.05
"870","2010-06-16",10.5
"871","2010-06-17",11.265
"872","2010-06-18",11.095
"873","2010-06-21",11.455
"874","2010-06-22",11.415
"875","2010-06-23",11.1
"876","2010-06-24",11.005
"877","2010-06-25",11.145
"878","2010-06-28",11.4
"879","2010-06-29",10.49
"880","2010-06-30",10.405
"881","2010-07-01",10.05
"882","2010-07-02",9.47
"883","2010-07-06",9.7
"884","2010-07-07",9.86
"885","2010-07-08",10.32
"886","2010-07-09",10.195
"887","2010-07-12",10.195
"888","2010-07-13",10.325
"889","2010-07-14",10.74
"890","2010-07-15",10.7
"891","2010-07-16",10.615
"892","2010-07-19",10.725
"893","2010-07-20",10.76
"894","2010-07-21",10.89
"895","2010-07-22",11.075
"896","2010-07-23",11.445
"897","2010-07-26",11.675
"898","2010-07-27",12.25
"899","2010-07-28",12.09
"900","2010-07-29",12.265
"901","2010-07-30",12.555
"902","2010-08-02",12.635
"903","2010-08-03",12.62
"904","2010-08-04",13.45
"905","2010-08-05",13
"906","2010-08-06",13.275
"907","2010-08-09",13.165
"908","2010-08-10",13.11
"909","2010-08-11",13.1
"910","2010-08-12",13.335
"911","2010-08-13",13.23
"912","2010-08-16",13.905
"913","2010-08-17",14.9
"914","2010-08-18",14.85
"915","2010-08-19",14.61
"916","2010-08-20",14.775
"917","2010-08-23",14.59
"918","2010-08-24",14.19
"919","2010-08-25",13.375
"920","2010-08-26",13.565
"921","2010-08-27",13.67
"922","2010-08-30",13.635
"923","2010-08-31",13.85
"924","2010-09-01",13.955
"925","2010-09-02",13.93
"926","2010-09-03",14.915
"927","2010-09-07",13.83
"928","2010-09-08",13.83
"929","2010-09-09",13.79
"930","2010-09-10",13.905
"931","2010-09-13",14.5
"932","2010-09-14",14.35
"933","2010-09-15",14.74
"934","2010-09-16",15.945
"935","2010-09-17",18.004999
"936","2010-09-20",17.68
"937","2010-09-21",18.475
"938","2010-09-22",18.209999
"939","2010-09-23",18.74
"940","2010-09-24",19.16
"941","2010-09-27",19.129999
"942","2010-09-28",19.094999
"943","2010-09-29",19.059999
"944","2010-09-30",18.735001
"945","2010-10-01",19.48
"946","2010-10-04",19.860001
"947","2010-10-05",19.674999
"948","2010-10-06",18.799999
"949","2010-10-07",18.129999
"950","2010-10-08",19.030001
"951","2010-10-11",19.059999
"952","2010-10-12",19.129999
"953","2010-10-13",23.030001
"954","2010-10-14",22.190001
"955","2010-10-15",21.700001
"956","2010-10-18",22.344999
"957","2010-10-19",21.68
"958","2010-10-20",21.780001
"959","2010-10-21",21.450001
"960","2010-10-22",21.775
"961","2010-10-25",23.27
"962","2010-10-26",22.200001
"963","2010-10-27",22.209999
"964","2010-10-28",22.514999
"965","2010-10-29",22.540001
"966","2010-11-01",22.764999
"967","2010-11-02",23.200001
"968","2010-11-03",23.280001
"969","2010-11-04",23.094999
"970","2010-11-05",22.52
"971","2010-11-08",24.665001
"972","2010-11-09",24.1
"973","2010-11-10",25.43
"974","2010-11-11",24.875
"975","2010-11-12",23.535
"976","2010-11-15",23.450001
"977","2010-11-16",22.530001
"978","2010-11-17",23.565001
"979","2010-11-18",23.6
"980","2010-11-19",23.68
"981","2010-11-22",23.775
"982","2010-11-23",24.91
"983","2010-11-24",25.504999
"984","2010-11-26",25.25
"985","2010-11-29",25.309999
"986","2010-11-30",25.370001
"987","2010-12-01",26.5
"988","2010-12-02",26.084999
"989","2010-12-03",26
"990","2010-12-06",25.799999
"991","2010-12-07",26
"992","2010-12-08",26.514999
"993","2010-12-09",27
"994","2010-12-10",26.969999
"995","2010-12-13",25.504999
"996","2010-12-14",25.15
"997","2010-12-15",24.799999
"998","2010-12-16",24.615
