"","date","SRRK"
"1","2018-05-25",15
"2","2018-05-29",16.120001
"3","2018-05-30",16.5
"4","2018-05-31",17.49
"5","2018-06-01",19.65
"6","2018-06-04",17.5
"7","2018-06-05",17.25
"8","2018-06-06",17.440001
"9","2018-06-07",19.299999
"10","2018-06-08",18.76
"11","2018-06-11",17.309999
"12","2018-06-12",17.610001
"13","2018-06-13",18.92
"14","2018-06-14",18.700001
"15","2018-06-15",18.799999
"16","2018-06-18",21.43
"17","2018-06-19",25.6
"18","2018-06-20",22.549999
"19","2018-06-21",23.17
"20","2018-06-22",21.620001
"21","2018-06-25",19.75
"22","2018-06-26",21.76
"23","2018-06-27",18.48
"24","2018-06-28",15.8
"25","2018-06-29",15.6
"26","2018-07-02",14.83
"27","2018-07-03",15
"28","2018-07-05",15.01
"29","2018-07-06",15.11
"30","2018-07-09",14.805
"31","2018-07-10",15.39
"32","2018-07-11",15.66
"33","2018-07-12",15.95
"34","2018-07-13",15.78
"35","2018-07-16",15.3
"36","2018-07-17",15.2
"37","2018-07-18",15.25
"38","2018-07-19",15.4
"39","2018-07-20",15.41
"40","2018-07-23",15
"41","2018-07-24",15.13
"42","2018-07-25",15.4
"43","2018-07-26",15.54
"44","2018-07-27",15.6
"45","2018-07-30",15.7
"46","2018-07-31",16.24
"47","2018-08-01",16.639999
"48","2018-08-02",15.65
"49","2018-08-03",15.3
"50","2018-08-06",15.15
"51","2018-08-07",15.2
"52","2018-08-08",15.48
"53","2018-08-09",14.18
"54","2018-08-10",14.38
"55","2018-08-13",13.39
"56","2018-08-14",13.9
"57","2018-08-15",14.02
"58","2018-08-16",14.85
"59","2018-08-17",15.03
"60","2018-08-20",16.15
"61","2018-08-21",17.879999
"62","2018-08-22",19.85
"63","2018-08-23",19.870001
"64","2018-08-24",19.690001
"65","2018-08-27",18.799999
"66","2018-08-28",19.92
"67","2018-08-29",18.84
"68","2018-08-30",17.15
"69","2018-08-31",17.01
"70","2018-09-04",20
"71","2018-09-05",19.91
"72","2018-09-06",20.16
"73","2018-09-07",22.950001
"74","2018-09-10",25.389999
"75","2018-09-11",25.440001
"76","2018-09-12",25.629999
"77","2018-09-13",26.25
"78","2018-09-14",24.940001
"79","2018-09-17",25.280001
"80","2018-09-18",25.610001
"81","2018-09-19",25.280001
"82","2018-09-20",24.290001
"83","2018-09-21",24.190001
"84","2018-09-24",24.139999
"85","2018-09-25",24.6
"86","2018-09-26",24.219999
"87","2018-09-27",22.98
"88","2018-09-28",25.75
"89","2018-10-01",24.639999
"90","2018-10-02",24.57
"91","2018-10-03",24.32
"92","2018-10-04",24.02
"93","2018-10-05",23.030001
"94","2018-10-08",21.98
"95","2018-10-09",19.799999
"96","2018-10-10",18.5
"97","2018-10-11",17.860001
"98","2018-10-12",18.360001
"99","2018-10-15",18.059999
"100","2018-10-16",18.299999
"101","2018-10-17",19.15
"102","2018-10-18",19.309999
"103","2018-10-19",20.860001
"104","2018-10-22",22.83
"105","2018-10-23",22.559999
"106","2018-10-24",21.1
"107","2018-10-25",23.860001
"108","2018-10-26",23.83
"109","2018-10-29",24.219999
"110","2018-10-30",22.110001
"111","2018-10-31",23.49
"112","2018-11-01",23.43
"113","2018-11-02",23.860001
"114","2018-11-05",23.59
"115","2018-11-06",23.559999
"116","2018-11-07",24.49
"117","2018-11-08",24.52
"118","2018-11-09",24.99
"119","2018-11-12",23.17
"120","2018-11-13",22.040001
"121","2018-11-14",22.110001
"122","2018-11-15",20.780001
"123","2018-11-16",20.059999
"124","2018-11-19",20.52
"125","2018-11-20",22.09
"126","2018-11-21",21.67
"127","2018-11-23",22.26
"128","2018-11-26",23.290001
"129","2018-11-27",22.76
"130","2018-11-28",24
"131","2018-11-29",24.639999
"132","2018-11-30",24.360001
"133","2018-12-03",24.809999
"134","2018-12-04",24.58
"135","2018-12-06",24.17
"136","2018-12-07",24.09
"137","2018-12-10",25.65
"138","2018-12-11",26.860001
"139","2018-12-12",28.77
"140","2018-12-13",26.99
"141","2018-12-14",26.25
"142","2018-12-17",23.84
"143","2018-12-18",22.5
"144","2018-12-19",20.209999
"145","2018-12-20",19.639999
"146","2018-12-21",19.200001
"147","2018-12-24",18.91
"148","2018-12-26",21.26
"149","2018-12-27",23.73
"150","2018-12-28",21.34
"151","2018-12-31",22.969999
"152","2019-01-02",21.6
"153","2019-01-03",20.99
"154","2019-01-04",21.450001
"155","2019-01-07",22.280001
"156","2019-01-08",20.68
"157","2019-01-09",20.190001
"158","2019-01-10",19.23
"159","2019-01-11",18.52
"160","2019-01-14",16.540001
"161","2019-01-15",16.370001
"162","2019-01-16",15.93
"163","2019-01-17",15.86
"164","2019-01-18",15.75
"165","2019-01-22",14.71
"166","2019-01-23",15.76
"167","2019-01-24",14.24
"168","2019-01-25",16.59
"169","2019-01-28",15.98
"170","2019-01-29",15.32
"171","2019-01-30",15.5
"172","2019-01-31",15.11
"173","2019-02-01",16.65
"174","2019-02-04",17.18
"175","2019-02-05",17.559999
"176","2019-02-06",16.76
"177","2019-02-07",16.02
"178","2019-02-08",16.51
"179","2019-02-11",16.18
"180","2019-02-12",16.040001
"181","2019-02-13",16.379999
"182","2019-02-14",16.49
"183","2019-02-15",18.32
"184","2019-02-19",17.4
"185","2019-02-20",18.01
"186","2019-02-21",16.959999
"187","2019-02-22",18.57
"188","2019-02-25",18.51
"189","2019-02-26",18.299999
"190","2019-02-27",18
"191","2019-02-28",18.620001
"192","2019-03-01",17.76
"193","2019-03-04",18.129999
"194","2019-03-05",17.860001
"195","2019-03-06",16.49
"196","2019-03-07",15.89
"197","2019-03-08",15.7
"198","2019-03-11",15.91
"199","2019-03-12",16.129999
"200","2019-03-13",17.49
"201","2019-03-14",17.57
"202","2019-03-15",18.09
"203","2019-03-18",19.065001
"204","2019-03-19",19.870001
"205","2019-03-20",19
"206","2019-03-21",19.280001
"207","2019-03-22",18.51
"208","2019-03-25",18.700001
"209","2019-03-26",19.129999
"210","2019-03-27",18.9
"211","2019-03-28",18.82
"212","2019-03-29",18.790001
"213","2019-04-01",18.280001
"214","2019-04-02",18
"215","2019-04-03",19.07
"216","2019-04-04",18.73
"217","2019-04-05",18.690001
"218","2019-04-08",17.77
"219","2019-04-09",16.950001
"220","2019-04-10",16.74
"221","2019-04-11",16.719999
"222","2019-04-12",16.16
"223","2019-04-15",15.8
"224","2019-04-16",15.8
"225","2019-04-17",16.75
"226","2019-04-18",17.43
"227","2019-04-22",17.1
"228","2019-04-23",17.59
"229","2019-04-24",18.01
"230","2019-04-25",18.459999
"231","2019-04-26",20.129999
"232","2019-04-29",22
"233","2019-04-30",21.280001
"234","2019-05-01",20.99
"235","2019-05-02",20.969999
"236","2019-05-03",22.059999
"237","2019-05-06",22.450001
"238","2019-05-07",21.889999
"239","2019-05-08",21.73
"240","2019-05-09",21.17
"241","2019-05-10",21.07
"242","2019-05-13",19.709999
"243","2019-05-14",19.6
"244","2019-05-15",20.93
"245","2019-05-16",22.030001
"246","2019-05-17",21.4
"247","2019-05-20",20.540001
"248","2019-05-21",21.209999
"249","2019-05-22",20.559999
"250","2019-05-23",19.17
"251","2019-05-24",19.43
"252","2019-05-28",19.950001
"253","2019-05-29",18.99
"254","2019-05-30",18.77
"255","2019-05-31",18.34
"256","2019-06-03",18.23
"257","2019-06-04",17.49
"258","2019-06-05",16.92
"259","2019-06-06",17.200001
"260","2019-06-07",17.700001
"261","2019-06-10",17.559999
"262","2019-06-11",17.32
"263","2019-06-12",17.49
"264","2019-06-13",18.74
"265","2019-06-14",17.09
"266","2019-06-17",18.82
"267","2019-06-18",20.24
"268","2019-06-19",17.129999
"269","2019-06-20",14.61
"270","2019-06-21",14.62
"271","2019-06-24",14.92
"272","2019-06-25",14.95
"273","2019-06-26",15
"274","2019-06-27",15.01
"275","2019-06-28",15.86
"276","2019-07-01",15.5
"277","2019-07-02",14.81
"278","2019-07-03",15.27
"279","2019-07-05",15.46
"280","2019-07-08",15.44
"281","2019-07-09",15.72
"282","2019-07-10",15.64
"283","2019-07-11",15.16
"284","2019-07-12",14.78
"285","2019-07-15",14.35
"286","2019-07-16",13.7
"287","2019-07-17",13.77
"288","2019-07-18",13.7
