"","date","VLRS"
"152","2014-04-25",7.19
"153","2014-04-28",7.21
"154","2014-04-29",7.18
"155","2014-04-30",7.12
"156","2014-05-01",6.92
"157","2014-05-02",6.96
"158","2014-05-05",6.99
"159","2014-05-06",7
"160","2014-05-07",7.04
"161","2014-05-08",7.35
"162","2014-05-09",7.62
"163","2014-05-12",7.93
"164","2014-05-13",7.88
"165","2014-05-14",7.76
"166","2014-05-15",7.81
"167","2014-05-16",7.81
"168","2014-05-19",7.96
"169","2014-05-20",7.97
"170","2014-05-21",8
"171","2014-05-22",8.44
"172","2014-05-23",8.2
"173","2014-05-27",8.21
"174","2014-05-28",8.35
"175","2014-05-29",8.32
"176","2014-05-30",8.8
"177","2014-06-02",8.57
"178","2014-06-03",8.43
"179","2014-06-04",8.19
"180","2014-06-05",8.27
"181","2014-06-06",8.46
"182","2014-06-09",8.5
"183","2014-06-10",8.5
"184","2014-06-11",8.51
"185","2014-06-12",8.51
"186","2014-06-13",8.36
"187","2014-06-16",8.21
"188","2014-06-17",8.39
"189","2014-06-18",8.45
"190","2014-06-19",8.56
"191","2014-06-20",8.75
"192","2014-06-23",8.57
"193","2014-06-24",8.5
"194","2014-06-25",8.54
"195","2014-06-26",8.53
"196","2014-06-27",8.64
"197","2014-06-30",9
"198","2014-07-01",9.49
"199","2014-07-02",9.17
"200","2014-07-03",9.26
"201","2014-07-07",9.11
"202","2014-07-08",8.9
"203","2014-07-09",8.75
"204","2014-07-10",8.6
"205","2014-07-11",8.68
"206","2014-07-14",8.79
"207","2014-07-15",8.82
"208","2014-07-16",8.56
"209","2014-07-17",8.25
"210","2014-07-18",8.29
"211","2014-07-21",8.25
"212","2014-07-22",8.25
"213","2014-07-23",8.4
"214","2014-07-24",8.63
"215","2014-07-25",8.62
"216","2014-07-28",8.85
"217","2014-07-29",8.92
"218","2014-07-30",8.84
"219","2014-07-31",8.61
"220","2014-08-01",8.82
"221","2014-08-04",8.65
"222","2014-08-05",8.51
"223","2014-08-06",8.43
"224","2014-08-07",8.3
"225","2014-08-08",8.21
"226","2014-08-11",8.47
"227","2014-08-12",8.56
"228","2014-08-13",8.62
"229","2014-08-14",8.81
"230","2014-08-15",8.91
"231","2014-08-18",9.14
"232","2014-08-19",9.15
"233","2014-08-20",9.04
"234","2014-08-21",8.99
"235","2014-08-22",9
"236","2014-08-25",9.07
"237","2014-08-26",9
"238","2014-08-27",9.04
"239","2014-08-28",9.1
"240","2014-08-29",8.8
"241","2014-09-02",9.02
"242","2014-09-03",9.01
"243","2014-09-04",9.02
"244","2014-09-05",9.04
"245","2014-09-08",9.03
"246","2014-09-09",9.03
"247","2014-09-10",9.02
"248","2014-09-11",9.03
"249","2014-09-12",9.01
"250","2014-09-15",9.01
"251","2014-09-16",9.1
"252","2014-09-17",8.97
"253","2014-09-18",9.01
"254","2014-09-19",8.95
"255","2014-09-22",8.95
"256","2014-09-23",8.93
"257","2014-09-24",9
"258","2014-09-25",8.93
"259","2014-09-26",9.04
"260","2014-09-29",8.85
"261","2014-09-30",8.68
"262","2014-10-01",8.12
"263","2014-10-02",8.24
"264","2014-10-03",8.2
"265","2014-10-06",8.05
"266","2014-10-07",7.69
"267","2014-10-08",7.39
"268","2014-10-09",7.18
"269","2014-10-10",7.25
"270","2014-10-13",7.49
"271","2014-10-14",7.48
"272","2014-10-15",7.47
"273","2014-10-16",7.27
"274","2014-10-17",7.44
"275","2014-10-20",7.64
"276","2014-10-21",7.76
"277","2014-10-22",7.73
"278","2014-10-23",8.44
"279","2014-10-24",8.7
"280","2014-10-27",8.68
"281","2014-10-28",8.48
"282","2014-10-29",8.17
"283","2014-10-30",8.06
"284","2014-10-31",8.25
"285","2014-11-03",8.09
"286","2014-11-04",8.23
"287","2014-11-05",8
"288","2014-11-06",8.02
"289","2014-11-07",8.08
"290","2014-11-10",8.03
"291","2014-11-11",8.09
"292","2014-11-12",8.02
"293","2014-11-13",7.98
"294","2014-11-14",7.9
"295","2014-11-17",7.92
"296","2014-11-18",8.05
"297","2014-11-19",8.11
"298","2014-11-20",8.09
"299","2014-11-21",8.09
"300","2014-11-24",8.1
"301","2014-11-25",8.08
"302","2014-11-26",8.08
"303","2014-11-28",8.04
"304","2014-12-01",8.19
"305","2014-12-02",8.36
"306","2014-12-03",8.05
"307","2014-12-04",8.07
"308","2014-12-05",8.34
"309","2014-12-08",8.22
"310","2014-12-09",8.14
"311","2014-12-10",8.13
"312","2014-12-11",8.25
"313","2014-12-12",8.03
"314","2014-12-15",7.83
"315","2014-12-16",7.78
"316","2014-12-17",7.91
"317","2014-12-18",8.49
"318","2014-12-19",8.46
"319","2014-12-22",8.73
"320","2014-12-23",8.78
"321","2014-12-24",9.08
"322","2014-12-26",9.1
"323","2014-12-29",8.9
"324","2014-12-30",9.03
"325","2014-12-31",9.02
"326","2015-01-02",8.83
"327","2015-01-05",8.67
"328","2015-01-06",8.67
"329","2015-01-07",8.68
"330","2015-01-08",8.61
"331","2015-01-09",8.75
"332","2015-01-12",9.56
"333","2015-01-13",9.56
"334","2015-01-14",9.42
"335","2015-01-15",9.51
"336","2015-01-16",9.6
"337","2015-01-20",9.62
"338","2015-01-21",9.33
"339","2015-01-22",9.24
"340","2015-01-23",9.27
"341","2015-01-26",9.54
"342","2015-01-27",9.39
"343","2015-01-28",9.15
"344","2015-01-29",9.32
"345","2015-01-30",9.15
"346","2015-02-02",9.13
"347","2015-02-03",9.19
"348","2015-02-04",9.28
"349","2015-02-05",9.34
"350","2015-02-06",9.27
"351","2015-02-09",9.1
"352","2015-02-10",8.95
"353","2015-02-11",9.08
"354","2015-02-12",9.35
"355","2015-02-13",9.3
"356","2015-02-17",9.21
"357","2015-02-18",9.14
"358","2015-02-19",9.06
"359","2015-02-20",9.07
"360","2015-02-23",9.19
"361","2015-02-24",9.41
"362","2015-02-25",9.36
"363","2015-02-26",10.35
"364","2015-02-27",10.05
"365","2015-03-02",10.6
"366","2015-03-03",10.64
"367","2015-03-04",10.65
"368","2015-03-05",10.98
"369","2015-03-06",10.77
"370","2015-03-09",10.85
"371","2015-03-10",10.43
"372","2015-03-11",10.69
"373","2015-03-12",10.98
"374","2015-03-13",10.99
"375","2015-03-16",11.62
"376","2015-03-17",11.7
"377","2015-03-18",11.75
"378","2015-03-19",11.78
"379","2015-03-20",12.02
"380","2015-03-23",11.76
"381","2015-03-24",11.76
"382","2015-03-25",11.53
"383","2015-03-26",10.88
"384","2015-03-27",11.25
"385","2015-03-30",11.19
"386","2015-03-31",11.14
"387","2015-04-01",11.12
"388","2015-04-02",11.1
"389","2015-04-06",11.83
"390","2015-04-07",11.85
"391","2015-04-08",12.13
"392","2015-04-09",12.12
"393","2015-04-10",12.02
"394","2015-04-13",12.12
"395","2015-04-14",12.22
"396","2015-04-15",11.98
"397","2015-04-16",11.87
"398","2015-04-17",11.96
"399","2015-04-20",12.66
"400","2015-04-21",12.82
"401","2015-04-22",13.37
"402","2015-04-23",13.06
"403","2015-04-24",13.26
"404","2015-04-27",12.87
"405","2015-04-28",12.79
"406","2015-04-29",12.66
"407","2015-04-30",12.42
"408","2015-05-01",12.49
"409","2015-05-04",12.04
"410","2015-05-05",11.92
"411","2015-05-06",12.38
"412","2015-05-07",12.66
"413","2015-05-08",12.84
"414","2015-05-11",12.63
"415","2015-05-12",12.58
"416","2015-05-13",12.48
"417","2015-05-14",12.5
"418","2015-05-15",12.5
"419","2015-05-18",12.69
"420","2015-05-19",12.72
"421","2015-05-20",12.19
"422","2015-05-21",11.66
"423","2015-05-22",11.68
"424","2015-05-26",11.89
"425","2015-05-27",11.99
"426","2015-05-28",11.74
"427","2015-05-29",11.93
"428","2015-06-01",11.94
"429","2015-06-02",12.1
"430","2015-06-03",12.1
"431","2015-06-04",12.23
"432","2015-06-05",12.18
"433","2015-06-08",12.13
"434","2015-06-09",12.31
"435","2015-06-10",12.29
"436","2015-06-11",12.4
"437","2015-06-12",12.39
"438","2015-06-15",12.37
"439","2015-06-16",12.56
"440","2015-06-17",12.66
"441","2015-06-18",12.65
"442","2015-06-19",12.59
"443","2015-06-22",12.55
"444","2015-06-23",12.35
"445","2015-06-24",12.55
"446","2015-06-25",12.44
"447","2015-06-26",12.35
"448","2015-06-29",11.93
"449","2015-06-30",11.94
"450","2015-07-01",11.69
"451","2015-07-02",11.97
"452","2015-07-06",11.7
"453","2015-07-07",11.83
"454","2015-07-08",11.9
"455","2015-07-09",12.63
"456","2015-07-10",13.07
"457","2015-07-13",13.2
"458","2015-07-14",13.26
"459","2015-07-15",13.11
"460","2015-07-16",13.51
"461","2015-07-17",13.46
"462","2015-07-20",13.39
"463","2015-07-21",13.49
"464","2015-07-22",13.52
"465","2015-07-23",13.55
"466","2015-07-24",13.22
"467","2015-07-27",13.65
"468","2015-07-28",13.69
"469","2015-07-29",13.37
"470","2015-07-30",13.52
"471","2015-07-31",13.82
"472","2015-08-03",14.21
"473","2015-08-04",14.24
"474","2015-08-05",14.34
"475","2015-08-06",13.57
"476","2015-08-07",14.03
"477","2015-08-10",13.76
"478","2015-08-11",13.75
"479","2015-08-12",13.33
"480","2015-08-13",13.77
"481","2015-08-14",13.7
"482","2015-08-17",14.09
"483","2015-08-18",14.05
"484","2015-08-19",14.16
"485","2015-08-20",13.83
"486","2015-08-21",13.46
"487","2015-08-24",12.88
"488","2015-08-25",13.26
"489","2015-08-26",13.19
"490","2015-08-27",13.62
"491","2015-08-28",13.39
"492","2015-08-31",13.34
"493","2015-09-01",13.13
"494","2015-09-02",13.68
"495","2015-09-03",13.51
"496","2015-09-04",13.91
"497","2015-09-08",14.11
"498","2015-09-09",14.14
"499","2015-09-10",14.51
"500","2015-09-11",14.65
"501","2015-09-14",14.88
"502","2015-09-15",14.75
"503","2015-09-16",14.95
"504","2015-09-17",15.51
"505","2015-09-18",15.17
"506","2015-09-21",15.3
"507","2015-09-22",14.9
"508","2015-09-23",15.04
"509","2015-09-24",14.58
"510","2015-09-25",14.61
"511","2015-09-28",14.51
"512","2015-09-29",14.62
"513","2015-09-30",14.92
"514","2015-10-01",14.8
"515","2015-10-02",14.57
"516","2015-10-05",14.81
"517","2015-10-06",15.57
"518","2015-10-07",15.8
"519","2015-10-08",15.47
"520","2015-10-09",15.48
"521","2015-10-12",15.83
"522","2015-10-13",15.43
"523","2015-10-14",15.49
"524","2015-10-15",16.370001
"525","2015-10-16",16.35
"526","2015-10-19",16.75
"527","2015-10-20",17.030001
"528","2015-10-21",17.23
"529","2015-10-22",17.299999
"530","2015-10-23",17.129999
"531","2015-10-26",17.58
"532","2015-10-27",18
"533","2015-10-28",17.549999
"534","2015-10-29",17.389999
"535","2015-10-30",16.99
"536","2015-11-02",17.299999
"537","2015-11-03",17.42
"538","2015-11-04",16.969999
"539","2015-11-05",17
"540","2015-11-06",17.360001
"541","2015-11-09",16.379999
"542","2015-11-10",16.440001
"543","2015-11-11",16.450001
"544","2015-11-12",16.65
"545","2015-11-13",17.08
"546","2015-11-16",16.77
"547","2015-11-17",16.719999
"548","2015-11-18",16.67
"549","2015-11-19",17.93
"550","2015-11-20",18.77
"551","2015-11-23",18.959999
"552","2015-11-24",18.360001
"553","2015-11-25",18.16
"554","2015-11-27",18.540001
"555","2015-11-30",17.690001
"556","2015-12-01",17.59
"557","2015-12-02",17.6
"558","2015-12-03",17.5
"559","2015-12-04",17.940001
"560","2015-12-07",18.15
"561","2015-12-08",17.959999
"562","2015-12-09",17.74
"563","2015-12-10",17.27
"564","2015-12-11",16.09
"565","2015-12-14",16.51
"566","2015-12-15",17.42
"567","2015-12-16",18.299999
"568","2015-12-17",18.360001
"569","2015-12-18",17.879999
"570","2015-12-21",17.91
"571","2015-12-22",17.83
"572","2015-12-23",17.52
"573","2015-12-24",17.82
"574","2015-12-28",17.65
"575","2015-12-29",17.66
"576","2015-12-30",17.17
"577","2015-12-31",17.16
"578","2016-01-04",16.540001
"579","2016-01-05",16.52
"580","2016-01-06",16.82
"581","2016-01-07",16.290001
"582","2016-01-08",16.27
"583","2016-01-11",16.790001
"584","2016-01-12",17.25
"585","2016-01-13",17.129999
"586","2016-01-14",17.02
"587","2016-01-15",16.459999
"588","2016-01-19",16.43
"589","2016-01-20",15.88
"590","2016-01-21",15.79
"591","2016-01-22",16.27
"592","2016-01-25",16
"593","2016-01-26",16.280001
"594","2016-01-27",16.75
"595","2016-01-28",16.559999
"596","2016-01-29",16.940001
"597","2016-02-01",16.73
"598","2016-02-02",16.41
"599","2016-02-03",16.290001
"600","2016-02-04",16.540001
"601","2016-02-05",16.92
"602","2016-02-08",16.639999
"603","2016-02-09",16.540001
"604","2016-02-10",16.540001
"605","2016-02-11",16.49
"606","2016-02-12",17.25
"607","2016-02-16",18.18
"608","2016-02-17",19.209999
"609","2016-02-18",20.120001
"610","2016-02-19",19.549999
"611","2016-02-22",20.09
"612","2016-02-23",18.709999
"613","2016-02-24",19.280001
"614","2016-02-25",19.690001
"615","2016-02-26",19.57
"616","2016-02-29",19.559999
"617","2016-03-01",20.15
"618","2016-03-02",20.790001
"619","2016-03-03",20.48
"620","2016-03-04",20.17
"621","2016-03-07",20.299999
"622","2016-03-08",19.34
"623","2016-03-09",19.66
"624","2016-03-10",19.719999
"625","2016-03-11",19.780001
"626","2016-03-14",19.6
"627","2016-03-15",19.389999
"628","2016-03-16",19.799999
"629","2016-03-17",20.57
"630","2016-03-18",20.809999
"631","2016-03-21",21.059999
"632","2016-03-22",21.01
"633","2016-03-23",20.879999
"634","2016-03-24",20.889999
"635","2016-03-28",21.110001
"636","2016-03-29",21.33
"637","2016-03-30",21.139999
"638","2016-03-31",21.07
"639","2016-04-01",20.99
"640","2016-04-04",21.24
"641","2016-04-05",21.120001
"642","2016-04-06",21.24
"643","2016-04-07",20.959999
"644","2016-04-08",20.9
"645","2016-04-11",20.450001
"646","2016-04-12",20.780001
"647","2016-04-13",21
"648","2016-04-14",21.389999
"649","2016-04-15",21.309999
"650","2016-04-18",21.370001
"651","2016-04-19",21.52
"652","2016-04-20",21.15
"653","2016-04-21",20.719999
"654","2016-04-22",20.870001
"655","2016-04-25",21.4
"656","2016-04-26",21.23
"657","2016-04-27",21.049999
"658","2016-04-28",21.049999
"659","2016-04-29",20.879999
"660","2016-05-02",21.26
"661","2016-05-03",20.879999
"662","2016-05-04",20.15
"663","2016-05-05",20.34
"664","2016-05-06",20.280001
"665","2016-05-09",20.370001
"666","2016-05-10",20.33
"667","2016-05-11",20.719999
"668","2016-05-12",20.629999
"669","2016-05-13",20.379999
"670","2016-05-16",20.690001
"671","2016-05-17",20.57
"672","2016-05-18",20.59
"673","2016-05-19",20.33
"674","2016-05-20",20.459999
"675","2016-05-23",19.440001
"676","2016-05-24",19.450001
"677","2016-05-25",19.35
"678","2016-05-26",19.219999
"679","2016-05-27",19.07
"680","2016-05-31",19.309999
"681","2016-06-01",19.139999
"682","2016-06-02",18.1
"683","2016-06-03",17.879999
"684","2016-06-06",18.450001
"685","2016-06-07",18.620001
"686","2016-06-08",18.75
"687","2016-06-09",18.629999
"688","2016-06-10",18.32
"689","2016-06-13",17.68
"690","2016-06-14",17.24
"691","2016-06-15",16.98
"692","2016-06-16",17.09
"693","2016-06-17",17
"694","2016-06-20",17.440001
"695","2016-06-21",17.450001
"696","2016-06-22",17.66
"697","2016-06-23",17.790001
"698","2016-06-24",17.049999
"699","2016-06-27",17.42
"700","2016-06-28",18.01
"701","2016-06-29",18.530001
"702","2016-06-30",18.690001
"703","2016-07-01",18.639999
"704","2016-07-05",18.57
"705","2016-07-06",18.43
"706","2016-07-07",18.34
"707","2016-07-08",18.690001
"708","2016-07-11",18.790001
"709","2016-07-12",19.23
"710","2016-07-13",19.07
"711","2016-07-14",19.01
"712","2016-07-15",18.76
"713","2016-07-18",18.959999
"714","2016-07-19",18.700001
"715","2016-07-20",18.450001
"716","2016-07-21",18.74
"717","2016-07-22",19.469999
"718","2016-07-25",18.68
"719","2016-07-26",18.65
"720","2016-07-27",18.440001
"721","2016-07-28",18.469999
"722","2016-07-29",18.1
"723","2016-08-01",18.34
"724","2016-08-02",17.91
"725","2016-08-03",17.98
"726","2016-08-04",18.18
"727","2016-08-05",18.52
"728","2016-08-08",18.610001
"729","2016-08-09",18.719999
"730","2016-08-10",18.84
"731","2016-08-11",18.790001
"732","2016-08-12",18.790001
"733","2016-08-15",18.780001
"734","2016-08-16",18.879999
"735","2016-08-17",18.559999
"736","2016-08-18",18.530001
"737","2016-08-19",18.299999
"738","2016-08-22",18.08
"739","2016-08-23",17.809999
"740","2016-08-24",17.74
"741","2016-08-25",17.65
"742","2016-08-26",17.9
"743","2016-08-29",17.75
"744","2016-08-30",17.690001
"745","2016-08-31",17.790001
"746","2016-09-01",17.719999
"747","2016-09-02",17.98
"748","2016-09-06",18.34
"749","2016-09-07",18.27
"750","2016-09-08",18.01
"751","2016-09-09",17.83
"752","2016-09-12",17.610001
"753","2016-09-13",17.379999
"754","2016-09-14",17.450001
"755","2016-09-15",17.120001
"756","2016-09-16",17.049999
"757","2016-09-19",17.09
"758","2016-09-20",17.139999
"759","2016-09-21",17.190001
"760","2016-09-22",17.49
"761","2016-09-23",17.459999
"762","2016-09-26",17.139999
"763","2016-09-27",17.549999
"764","2016-09-28",17.299999
"765","2016-09-29",17.219999
"766","2016-09-30",17.389999
"767","2016-10-03",17.610001
"768","2016-10-04",17.639999
"769","2016-10-05",17.959999
"770","2016-10-06",17.870001
"771","2016-10-07",17.67
"772","2016-10-10",18.209999
"773","2016-10-11",18.139999
"774","2016-10-12",18.43
"775","2016-10-13",18.809999
"776","2016-10-14",18.92
"777","2016-10-17",19.01
"778","2016-10-18",19.35
"779","2016-10-19",19.66
"780","2016-10-20",19.629999
"781","2016-10-21",19.77
"782","2016-10-24",19.889999
"783","2016-10-25",19.73
"784","2016-10-26",19.120001
"785","2016-10-27",19.25
"786","2016-10-28",18.700001
"787","2016-10-31",19.110001
"788","2016-11-01",18.200001
"789","2016-11-02",18.1
"790","2016-11-03",17.940001
"791","2016-11-04",18.08
"792","2016-11-07",19.1
"793","2016-11-08",19.299999
"794","2016-11-09",17.219999
"795","2016-11-10",15.85
"796","2016-11-11",15.41
"797","2016-11-14",15.5
"798","2016-11-15",15.81
"799","2016-11-16",15.43
"800","2016-11-17",16
"801","2016-11-18",15.2
"802","2016-11-21",15.64
"803","2016-11-22",15.25
"804","2016-11-23",14.92
"805","2016-11-25",15.22
"806","2016-11-28",14.99
"807","2016-11-29",14.87
"808","2016-11-30",14.65
"809","2016-12-01",14.26
"810","2016-12-02",13.77
"811","2016-12-05",14.29
"812","2016-12-06",14.93
"813","2016-12-07",14.88
"814","2016-12-08",15.03
"815","2016-12-09",15.05
"816","2016-12-12",15.07
"817","2016-12-13",14.99
"818","2016-12-14",14.65
"819","2016-12-15",15.23
"820","2016-12-16",15
"821","2016-12-19",14.85
"822","2016-12-20",15.01
"823","2016-12-21",14.91
"824","2016-12-22",14.77
"825","2016-12-23",14.72
"826","2016-12-27",14.51
"827","2016-12-28",14.61
"828","2016-12-29",15.02
"829","2016-12-30",15.04
"830","2017-01-03",14.92
"831","2017-01-04",15
"832","2017-01-05",15
"833","2017-01-06",14.63
"834","2017-01-09",14.2
"835","2017-01-10",13.99
"836","2017-01-11",13.84
"837","2017-01-12",13.75
"838","2017-01-13",13.84
"839","2017-01-17",13.58
"840","2017-01-18",13.23
"841","2017-01-19",12.85
"842","2017-01-20",13.1
"843","2017-01-23",13.17
"844","2017-01-24",13.48
"845","2017-01-25",13.6
"846","2017-01-26",13.58
"847","2017-01-27",13.48
"848","2017-01-30",13.38
"849","2017-01-31",13.57
"850","2017-02-01",13.69
"851","2017-02-02",14.2
"852","2017-02-03",14.51
"853","2017-02-06",14.44
"854","2017-02-07",14.41
"855","2017-02-08",14.57
"856","2017-02-09",14.6
"857","2017-02-10",14.87
"858","2017-02-13",14.65
"859","2017-02-14",14.47
"860","2017-02-15",14.75
"861","2017-02-16",14.49
"862","2017-02-17",13.64
"863","2017-02-21",12.82
"864","2017-02-22",12.15
"865","2017-02-23",11.5
"866","2017-02-24",11.73
"867","2017-02-27",11.86
"868","2017-02-28",12.12
"869","2017-03-01",12.56
"870","2017-03-02",12.54
"871","2017-03-03",12.76
"872","2017-03-06",12.3
"873","2017-03-07",12.28
"874","2017-03-08",12.21
"875","2017-03-09",12.28
"876","2017-03-10",12.45
"877","2017-03-13",12.37
"878","2017-03-14",12.15
"879","2017-03-15",12.95
"880","2017-03-16",12.92
"881","2017-03-17",12.84
"882","2017-03-20",12.77
"883","2017-03-21",12.8
"884","2017-03-22",12.83
"885","2017-03-23",13.04
"886","2017-03-24",13.26
"887","2017-03-27",13.56
"888","2017-03-28",14.09
"889","2017-03-29",14.08
"890","2017-03-30",14.02
"891","2017-03-31",13.94
"892","2017-04-03",13.99
"893","2017-04-04",14.09
"894","2017-04-05",14.39
"895","2017-04-06",14.24
"896","2017-04-07",14.39
"897","2017-04-10",14.32
"898","2017-04-11",14.09
"899","2017-04-12",14.3
"900","2017-04-13",14.05
"901","2017-04-17",14.17
"902","2017-04-18",13.95
"903","2017-04-19",14.02
"904","2017-04-20",13.96
"905","2017-04-21",13.22
"906","2017-04-24",13.54
"907","2017-04-25",13.15
"908","2017-04-26",12.74
"909","2017-04-27",12.67
"910","2017-04-28",12.61
"911","2017-05-01",12.56
"912","2017-05-02",12.9
"913","2017-05-03",12.84
"914","2017-05-04",12.92
"915","2017-05-05",13.08
"916","2017-05-08",13.19
"917","2017-05-09",12.74
"918","2017-05-10",13.14
"919","2017-05-11",13.36
"920","2017-05-12",13.43
"921","2017-05-15",13.48
"922","2017-05-16",13.84
"923","2017-05-17",13.83
"924","2017-05-18",13.63
"925","2017-05-19",13.46
"926","2017-05-22",13.58
"927","2017-05-23",13.33
"928","2017-05-24",13.17
"929","2017-05-25",13.57
"930","2017-05-26",13.69
"931","2017-05-30",13.33
"932","2017-05-31",13.05
"933","2017-06-01",13.1
"934","2017-06-02",12.98
"935","2017-06-05",13.24
"936","2017-06-06",13.92
"937","2017-06-07",13.91
"938","2017-06-08",13.96
"939","2017-06-09",13.91
"940","2017-06-12",13.75
"941","2017-06-13",14.15
"942","2017-06-14",14.11
"943","2017-06-15",13.95
"944","2017-06-16",14.28
"945","2017-06-19",14.34
"946","2017-06-20",14.13
"947","2017-06-21",14.13
"948","2017-06-22",14.45
"949","2017-06-23",14.64
"950","2017-06-26",14.75
"951","2017-06-27",14.29
"952","2017-06-28",14.46
"953","2017-06-29",14.48
"954","2017-06-30",14.55
"955","2017-07-03",14.83
"956","2017-07-05",15.12
"957","2017-07-06",15.25
"958","2017-07-07",15.74
"959","2017-07-10",15.64
"960","2017-07-11",15.47
"961","2017-07-12",15.82
"962","2017-07-13",15.73
"963","2017-07-14",15.75
"964","2017-07-17",15.78
"965","2017-07-18",15.54
"966","2017-07-19",15.49
"967","2017-07-20",15.35
"968","2017-07-21",14.72
"969","2017-07-24",14.31
"970","2017-07-25",14.02
"971","2017-07-26",13.69
"972","2017-07-27",13.49
"973","2017-07-28",13.48
"974","2017-07-31",13.7
"975","2017-08-01",13.64
"976","2017-08-02",13.58
"977","2017-08-03",13.37
"978","2017-08-04",13.25
"979","2017-08-07",13.43
"980","2017-08-08",13.53
"981","2017-08-09",13.32
"982","2017-08-10",13.24
"983","2017-08-11",13.18
"984","2017-08-14",13.34
"985","2017-08-15",13.28
"986","2017-08-16",13.33
"987","2017-08-17",13.07
"988","2017-08-18",13.18
"989","2017-08-21",12.99
"990","2017-08-22",12.86
"991","2017-08-23",12.84
