"","date","PGRE"
"1","2014-11-19",18.18
"2","2014-11-20",18.15
"3","2014-11-21",18.43
"4","2014-11-24",18.559999
"5","2014-11-25",18.790001
"6","2014-11-26",18.790001
"7","2014-11-28",18.799999
"8","2014-12-01",18.25
"9","2014-12-02",18.27
"10","2014-12-03",18.5
"11","2014-12-04",18.5
"12","2014-12-05",18.41
"13","2014-12-08",18.35
"14","2014-12-09",18.33
"15","2014-12-10",18.23
"16","2014-12-11",18.42
"17","2014-12-12",18.34
"18","2014-12-15",18.059999
"19","2014-12-16",18.1
"20","2014-12-17",18.32
"21","2014-12-18",18.35
"22","2014-12-19",18.08
"23","2014-12-22",18.42
"24","2014-12-23",18.530001
"25","2014-12-24",18.459999
"26","2014-12-26",18.639999
"27","2014-12-29",18.5
"28","2014-12-30",18.74
"29","2014-12-31",18.59
"30","2015-01-02",18.780001
"31","2015-01-05",18.950001
"32","2015-01-06",19.049999
"33","2015-01-07",19.43
"34","2015-01-08",19.49
"35","2015-01-09",19.49
"36","2015-01-12",19.49
"37","2015-01-13",19.32
"38","2015-01-14",19.219999
"39","2015-01-15",19.07
"40","2015-01-16",19.33
"41","2015-01-20",19.309999
"42","2015-01-21",19.110001
"43","2015-01-22",19.34
"44","2015-01-23",19.309999
"45","2015-01-26",19.6
"46","2015-01-27",19.559999
"47","2015-01-28",19.57
"48","2015-01-29",19.75
"49","2015-01-30",19.35
"50","2015-02-02",19.25
"51","2015-02-03",19.52
"52","2015-02-04",19.309999
"53","2015-02-05",19.34
"54","2015-02-06",18.6
"55","2015-02-09",18.48
"56","2015-02-10",18.73
"57","2015-02-11",18.540001
"58","2015-02-12",18.65
"59","2015-02-13",18.540001
"60","2015-02-17",18.719999
"61","2015-02-18",18.940001
"62","2015-02-19",18.719999
"63","2015-02-20",18.77
"64","2015-02-23",18.77
"65","2015-02-24",18.48
"66","2015-02-25",18.51
"67","2015-02-26",18.09
"68","2015-02-27",18.35
"69","2015-03-02",18.49
"70","2015-03-03",18.59
"71","2015-03-04",18.540001
"72","2015-03-05",18.43
"73","2015-03-06",17.959999
"74","2015-03-09",18.4
"75","2015-03-10",18.469999
"76","2015-03-11",18.809999
"77","2015-03-12",19.120001
"78","2015-03-13",18.84
"79","2015-03-16",19.299999
"80","2015-03-17",19.299999
"81","2015-03-18",19.57
"82","2015-03-19",19.42
"83","2015-03-20",19.58
"84","2015-03-23",19.549999
"85","2015-03-24",19.15
"86","2015-03-25",18.85
"87","2015-03-26",18.870001
"88","2015-03-27",19.139999
"89","2015-03-30",19.4
"90","2015-03-31",19.299999
"91","2015-04-01",19.08
"92","2015-04-02",19.32
"93","2015-04-06",19.549999
"94","2015-04-07",18.92
"95","2015-04-08",18.91
"96","2015-04-09",18.5
"97","2015-04-10",18.67
"98","2015-04-13",18.51
"99","2015-04-14",18.809999
"100","2015-04-15",18.76
"101","2015-04-16",18.690001
"102","2015-04-17",18.76
"103","2015-04-20",18.629999
"104","2015-04-21",18.879999
"105","2015-04-22",18.91
"106","2015-04-23",18.9
"107","2015-04-24",19.08
"108","2015-04-27",19.120001
"109","2015-04-28",18.92
"110","2015-04-29",18.530001
"111","2015-04-30",18.32
"112","2015-05-01",18.35
"113","2015-05-04",18.280001
"114","2015-05-05",17.93
"115","2015-05-06",17.799999
"116","2015-05-07",18.01
"117","2015-05-08",18.4
"118","2015-05-11",18.280001
"119","2015-05-12",18.459999
"120","2015-05-13",18.549999
"121","2015-05-14",18.5
"122","2015-05-15",18.6
"123","2015-05-18",18.68
"124","2015-05-19",18.85
"125","2015-05-20",19.219999
"126","2015-05-21",19.16
"127","2015-05-22",19.15
"128","2015-05-26",18.950001
"129","2015-05-27",18.879999
"130","2015-05-28",18.75
"131","2015-05-29",18.34
"132","2015-06-01",18.59
"133","2015-06-02",18.51
"134","2015-06-03",18.4
"135","2015-06-04",18.389999
"136","2015-06-05",17.99
"137","2015-06-08",18.01
"138","2015-06-09",17.82
"139","2015-06-10",17.809999
"140","2015-06-11",18.15
"141","2015-06-12",17.9
"142","2015-06-15",17.83
"143","2015-06-16",18.01
"144","2015-06-17",18.08
"145","2015-06-18",18.200001
"146","2015-06-19",17.99
"147","2015-06-22",17.77
"148","2015-06-23",17.6
"149","2015-06-24",17.469999
"150","2015-06-25",17.41
"151","2015-06-26",17.43
"152","2015-06-29",17.15
"153","2015-06-30",17.16
"154","2015-07-01",17.559999
"155","2015-07-02",17.860001
"156","2015-07-06",17.879999
"157","2015-07-07",17.940001
"158","2015-07-08",17.77
"159","2015-07-09",17.790001
"160","2015-07-10",17.860001
"161","2015-07-13",17.709999
"162","2015-07-14",17.790001
"163","2015-07-15",17.780001
"164","2015-07-16",17.91
"165","2015-07-17",17.860001
"166","2015-07-20",17.690001
"167","2015-07-21",17.629999
"168","2015-07-22",17.809999
"169","2015-07-23",17.66
"170","2015-07-24",17.889999
"171","2015-07-27",17.67
"172","2015-07-28",17.690001
"173","2015-07-29",17.73
"174","2015-07-30",17.639999
"175","2015-07-31",17.870001
"176","2015-08-03",17.9
"177","2015-08-04",17.690001
"178","2015-08-05",17.690001
"179","2015-08-06",17.639999
"180","2015-08-07",17.950001
"181","2015-08-10",18.129999
"182","2015-08-11",18.27
"183","2015-08-12",18.32
"184","2015-08-13",18.120001
"185","2015-08-14",18.139999
"186","2015-08-17",18.24
"187","2015-08-18",18.200001
"188","2015-08-19",17.940001
"189","2015-08-20",17.860001
"190","2015-08-21",17.540001
"191","2015-08-24",16.5
"192","2015-08-25",16.360001
"193","2015-08-26",16.690001
"194","2015-08-27",16.870001
"195","2015-08-28",16.82
"196","2015-08-31",16.440001
"197","2015-09-01",16.16
"198","2015-09-02",16.18
"199","2015-09-03",16.200001
"200","2015-09-04",15.72
"201","2015-09-08",15.92
"202","2015-09-09",15.78
"203","2015-09-10",15.85
"204","2015-09-11",16.059999
"205","2015-09-14",16.26
"206","2015-09-15",16.42
"207","2015-09-16",16.639999
"208","2015-09-17",16.91
"209","2015-09-18",17.07
"210","2015-09-21",17.16
"211","2015-09-22",16.870001
"212","2015-09-23",17.01
"213","2015-09-24",16.82
"214","2015-09-25",16.76
"215","2015-09-28",16.34
"216","2015-09-29",16.629999
"217","2015-09-30",16.799999
"218","2015-10-01",16.639999
"219","2015-10-02",16.74
"220","2015-10-05",16.98
"221","2015-10-06",17.290001
"222","2015-10-07",17.58
"223","2015-10-08",17.549999
"224","2015-10-09",17.450001
"225","2015-10-12",17.690001
"226","2015-10-13",17.610001
"227","2015-10-14",17.41
"228","2015-10-15",17.700001
"229","2015-10-16",17.74
"230","2015-10-19",17.889999
"231","2015-10-20",17.91
"232","2015-10-21",17.85
"233","2015-10-22",17.959999
"234","2015-10-23",18.030001
"235","2015-10-26",17.85
"236","2015-10-27",17.9
"237","2015-10-28",17.9
"238","2015-10-29",17.93
"239","2015-10-30",17.77
"240","2015-11-02",18.290001
"241","2015-11-03",18.059999
"242","2015-11-04",17.959999
"243","2015-11-05",18.07
"244","2015-11-06",18.129999
"245","2015-11-09",17.889999
"246","2015-11-10",18.16
"247","2015-11-11",18.24
"248","2015-11-12",18.02
"249","2015-11-13",17.75
"250","2015-11-16",17.93
"251","2015-11-17",17.940001
"252","2015-11-18",18.040001
"253","2015-11-19",18.02
"254","2015-11-20",18.27
"255","2015-11-23",18.290001
"256","2015-11-24",18.219999
"257","2015-11-25",18.290001
"258","2015-11-27",18.459999
"259","2015-11-30",18.379999
"260","2015-12-01",18.549999
"261","2015-12-02",18.09
"262","2015-12-03",17.790001
"263","2015-12-04",18.07
"264","2015-12-07",18.09
"265","2015-12-08",17.940001
"266","2015-12-09",17.84
"267","2015-12-10",17.610001
"268","2015-12-11",17.52
"269","2015-12-14",17.32
"270","2015-12-15",17.459999
"271","2015-12-16",17.9
"272","2015-12-17",18.030001
"273","2015-12-18",17.74
"274","2015-12-21",17.559999
"275","2015-12-22",17.610001
"276","2015-12-23",17.860001
"277","2015-12-24",17.83
"278","2015-12-28",17.950001
"279","2015-12-29",18.129999
"280","2015-12-30",18.129999
"281","2015-12-31",18.1
"282","2016-01-04",17.84
"283","2016-01-05",17.82
"284","2016-01-06",17.809999
"285","2016-01-07",17.75
"286","2016-01-08",17.639999
"287","2016-01-11",17.49
"288","2016-01-12",17.27
"289","2016-01-13",17.09
"290","2016-01-14",16.889999
"291","2016-01-15",16.82
"292","2016-01-19",16.889999
"293","2016-01-20",16.32
"294","2016-01-21",16.450001
"295","2016-01-22",16.9
"296","2016-01-25",16.85
"297","2016-01-26",17.18
"298","2016-01-27",16.879999
"299","2016-01-28",16.129999
"300","2016-01-29",16.4
"301","2016-02-01",16.25
"302","2016-02-02",15.81
"303","2016-02-03",15.95
"304","2016-02-04",15.98
"305","2016-02-05",15.63
"306","2016-02-08",14.91
"307","2016-02-09",14.68
"308","2016-02-10",14.83
"309","2016-02-11",14.38
"310","2016-02-12",14.38
"311","2016-02-16",14.74
"312","2016-02-17",14.9
"313","2016-02-18",14.88
"314","2016-02-19",14.91
"315","2016-02-22",15.04
"316","2016-02-23",14.94
"317","2016-02-24",14.89
"318","2016-02-25",15.14
"319","2016-02-26",15.37
"320","2016-02-29",15.12
"321","2016-03-01",15.55
"322","2016-03-02",15.85
"323","2016-03-03",15.98
"324","2016-03-04",16.139999
"325","2016-03-07",15.8
"326","2016-03-08",15.42
"327","2016-03-09",15.35
"328","2016-03-10",15.3
"329","2016-03-11",15.58
"330","2016-03-14",15.65
"331","2016-03-15",15.79
"332","2016-03-16",16.040001
"333","2016-03-17",16.34
"334","2016-03-18",15.9
"335","2016-03-21",15.87
"336","2016-03-22",15.89
"337","2016-03-23",15.76
"338","2016-03-24",15.58
"339","2016-03-28",15.66
"340","2016-03-29",15.78
"341","2016-03-30",15.77
"342","2016-03-31",15.95
"343","2016-04-01",15.97
"344","2016-04-04",16
"345","2016-04-05",15.85
"346","2016-04-06",15.72
"347","2016-04-07",15.54
"348","2016-04-08",15.56
"349","2016-04-11",15.78
"350","2016-04-12",16.040001
"351","2016-04-13",16
"352","2016-04-14",15.98
"353","2016-04-15",16.110001
"354","2016-04-18",16.049999
"355","2016-04-19",16.26
"356","2016-04-20",16.15
"357","2016-04-21",16.15
"358","2016-04-22",16.309999
"359","2016-04-25",16.549999
"360","2016-04-26",16.68
"361","2016-04-27",16.809999
"362","2016-04-28",16.84
"363","2016-04-29",16.700001
"364","2016-05-02",17.049999
"365","2016-05-03",17.040001
"366","2016-05-04",17.120001
"367","2016-05-05",17.190001
"368","2016-05-06",17.030001
"369","2016-05-09",17.25
"370","2016-05-10",17.35
"371","2016-05-11",17.02
"372","2016-05-12",16.809999
"373","2016-05-13",16.66
"374","2016-05-16",16.85
"375","2016-05-17",16.299999
"376","2016-05-18",16.280001
"377","2016-05-19",15.83
"378","2016-05-20",15.9
"379","2016-05-23",16.1
"380","2016-05-24",16.26
"381","2016-05-25",16.23
"382","2016-05-26",16.18
"383","2016-05-27",16.33
"384","2016-05-31",16.379999
"385","2016-06-01",16.32
"386","2016-06-02",16.389999
"387","2016-06-03",16.299999
"388","2016-06-06",16.209999
"389","2016-06-07",16.33
"390","2016-06-08",16.57
"391","2016-06-09",16.65
"392","2016-06-10",16.26
"393","2016-06-13",16.139999
"394","2016-06-14",15.84
"395","2016-06-15",16
"396","2016-06-16",15.9
"397","2016-06-17",16.040001
"398","2016-06-20",16.129999
"399","2016-06-21",16.16
"400","2016-06-22",16.040001
"401","2016-06-23",16.18
"402","2016-06-24",15.8
"403","2016-06-27",15.33
"404","2016-06-28",15.42
"405","2016-06-29",15.6
"406","2016-06-30",15.94
"407","2016-07-01",15.84
"408","2016-07-05",15.68
"409","2016-07-06",15.65
"410","2016-07-07",15.46
"411","2016-07-08",15.92
"412","2016-07-11",16.33
"413","2016-07-12",16.58
"414","2016-07-13",16.77
"415","2016-07-14",16.719999
"416","2016-07-15",16.700001
"417","2016-07-18",16.74
"418","2016-07-19",16.84
"419","2016-07-20",16.91
"420","2016-07-21",17.01
"421","2016-07-22",17.18
"422","2016-07-25",17.190001
"423","2016-07-26",17.27
"424","2016-07-27",17.219999
"425","2016-07-28",17.27
"426","2016-07-29",17.629999
"427","2016-08-01",17.450001
"428","2016-08-02",17.18
"429","2016-08-03",17.25
"430","2016-08-04",17.379999
"431","2016-08-05",17.459999
"432","2016-08-08",17.620001
"433","2016-08-09",17.639999
"434","2016-08-10",17.66
"435","2016-08-11",17.48
"436","2016-08-12",17.450001
"437","2016-08-15",17.709999
"438","2016-08-16",17.65
"439","2016-08-17",17.83
"440","2016-08-18",17.809999
"441","2016-08-19",17.67
"442","2016-08-22",17.709999
"443","2016-08-23",17.639999
"444","2016-08-24",17.66
"445","2016-08-25",17.74
"446","2016-08-26",17.67
"447","2016-08-29",17.84
"448","2016-08-30",17.76
"449","2016-08-31",18
"450","2016-09-01",17.889999
"451","2016-09-02",17.950001
"452","2016-09-06",18.09
"453","2016-09-07",18.25
"454","2016-09-08",17.959999
"455","2016-09-09",17.290001
"456","2016-09-12",17.6
"457","2016-09-13",17.02
"458","2016-09-14",16.889999
"459","2016-09-15",16.85
"460","2016-09-16",16.57
"461","2016-09-19",16.879999
"462","2016-09-20",16.620001
"463","2016-09-21",17.08
"464","2016-09-22",17.299999
"465","2016-09-23",17.290001
"466","2016-09-26",17.040001
"467","2016-09-27",16.780001
"468","2016-09-28",16.959999
"469","2016-09-29",16.540001
"470","2016-09-30",16.389999
"471","2016-10-03",16.27
"472","2016-10-04",16.040001
"473","2016-10-05",15.77
"474","2016-10-06",15.85
"475","2016-10-07",15.76
"476","2016-10-10",15.79
"477","2016-10-11",15.7
"478","2016-10-12",15.73
"479","2016-10-13",15.85
"480","2016-10-14",15.8
"481","2016-10-17",15.81
"482","2016-10-18",15.87
"483","2016-10-19",15.86
"484","2016-10-20",15.93
"485","2016-10-21",15.78
"486","2016-10-24",15.79
"487","2016-10-25",15.8
"488","2016-10-26",15.59
"489","2016-10-27",15.38
"490","2016-10-28",15.37
"491","2016-10-31",15.55
"492","2016-11-01",15.33
"493","2016-11-02",15.19
"494","2016-11-03",14.86
"495","2016-11-04",15
"496","2016-11-07",14.96
"497","2016-11-08",15.11
"498","2016-11-09",15.16
"499","2016-11-10",15.47
"500","2016-11-11",15.73
"501","2016-11-14",16.200001
"502","2016-11-15",15.92
"503","2016-11-16",15.53
"504","2016-11-17",15.69
"505","2016-11-18",15.56
"506","2016-11-21",15.62
"507","2016-11-22",15.78
"508","2016-11-23",15.65
"509","2016-11-25",15.61
"510","2016-11-28",15.69
"511","2016-11-29",15.81
"512","2016-11-30",15.72
"513","2016-12-01",15.67
"514","2016-12-02",15.73
"515","2016-12-05",15.95
"516","2016-12-06",16.360001
"517","2016-12-07",16.52
"518","2016-12-08",16.559999
"519","2016-12-09",16.559999
"520","2016-12-12",16.610001
"521","2016-12-13",16.549999
"522","2016-12-14",16.09
"523","2016-12-15",15.79
"524","2016-12-16",16.110001
"525","2016-12-19",16.129999
"526","2016-12-20",16.1
"527","2016-12-21",15.82
"528","2016-12-22",15.86
"529","2016-12-23",15.75
"530","2016-12-27",15.74
"531","2016-12-28",15.6
"532","2016-12-29",15.74
"533","2016-12-30",15.99
"534","2017-01-03",16.23
"535","2017-01-04",16.41
"536","2017-01-05",16.700001
"537","2017-01-06",16.559999
"538","2017-01-09",16.32
"539","2017-01-10",16.32
"540","2017-01-11",16.200001
"541","2017-01-12",16.209999
"542","2017-01-13",16.23
"543","2017-01-17",16.41
"544","2017-01-18",16.51
"545","2017-01-19",16.43
"546","2017-01-20",16.549999
"547","2017-01-23",16.719999
"548","2017-01-24",16.92
"549","2017-01-25",17
"550","2017-01-26",17.049999
"551","2017-01-27",16.950001
"552","2017-01-30",16.809999
"553","2017-01-31",16.690001
"554","2017-02-01",16.450001
"555","2017-02-02",16.559999
"556","2017-02-03",16.700001
"557","2017-02-06",16.75
"558","2017-02-07",16.709999
"559","2017-02-08",16.639999
"560","2017-02-09",16.700001
"561","2017-02-10",16.84
"562","2017-02-13",16.93
"563","2017-02-14",16.809999
"564","2017-02-15",16.84
"565","2017-02-16",17.059999
"566","2017-02-17",17.15
"567","2017-02-21",17.299999
"568","2017-02-22",17.110001
"569","2017-02-23",17.049999
"570","2017-02-24",17.25
"571","2017-02-27",17.52
"572","2017-02-28",17.43
"573","2017-03-01",17.360001
"574","2017-03-02",17.09
"575","2017-03-03",17.01
"576","2017-03-06",16.92
"577","2017-03-07",16.83
"578","2017-03-08",16.68
"579","2017-03-09",16.32
"580","2017-03-10",16.33
"581","2017-03-13",16.309999
"582","2017-03-14",16.200001
"583","2017-03-15",16.59
"584","2017-03-16",16.610001
"585","2017-03-17",16.66
"586","2017-03-20",16.43
"587","2017-03-21",16.24
"588","2017-03-22",16.209999
"589","2017-03-23",16.209999
"590","2017-03-24",16.209999
"591","2017-03-27",16.030001
"592","2017-03-28",16.17
"593","2017-03-29",16.120001
"594","2017-03-30",16.16
"595","2017-03-31",16.209999
"596","2017-04-03",16.209999
"597","2017-04-04",16.450001
"598","2017-04-05",16.35
"599","2017-04-06",16.66
"600","2017-04-07",16.629999
"601","2017-04-10",16.889999
"602","2017-04-11",17.059999
"603","2017-04-12",17.049999
"604","2017-04-13",16.809999
"605","2017-04-17",17.209999
"606","2017-04-18",17.17
"607","2017-04-19",17.17
"608","2017-04-20",17.030001
"609","2017-04-21",17.02
"610","2017-04-24",16.780001
"611","2017-04-25",16.889999
"612","2017-04-26",16.66
"613","2017-04-27",16.459999
"614","2017-04-28",16.4
"615","2017-05-01",16.469999
"616","2017-05-02",16.540001
"617","2017-05-03",16.35
"618","2017-05-04",16.33
"619","2017-05-05",16.51
"620","2017-05-08",15.97
"621","2017-05-09",15.93
"622","2017-05-10",16.07
"623","2017-05-11",15.85
"624","2017-05-12",15.68
"625","2017-05-15",15.59
"626","2017-05-16",15.43
"627","2017-05-17",15.41
"628","2017-05-18",15.55
"629","2017-05-19",15.61
"630","2017-05-22",15.56
"631","2017-05-23",15.67
"632","2017-05-24",15.78
"633","2017-05-25",15.63
"634","2017-05-26",15.53
"635","2017-05-30",15.39
"636","2017-05-31",15.42
"637","2017-06-01",15.62
"638","2017-06-02",15.83
"639","2017-06-05",15.72
"640","2017-06-06",15.66
"641","2017-06-07",15.85
"642","2017-06-08",15.93
"643","2017-06-09",16.139999
"644","2017-06-12",16.639999
"645","2017-06-13",16.4
"646","2017-06-14",16.4
"647","2017-06-15",16.42
"648","2017-06-16",16.370001
"649","2017-06-19",16.32
"650","2017-06-20",16.34
"651","2017-06-21",16.33
"652","2017-06-22",16.280001
"653","2017-06-23",16.33
"654","2017-06-26",16.49
"655","2017-06-27",16.42
"656","2017-06-28",16.110001
"657","2017-06-29",16.17
"658","2017-06-30",16
"659","2017-07-03",16.190001
"660","2017-07-05",15.95
"661","2017-07-06",15.59
"662","2017-07-07",15.56
"663","2017-07-10",15.32
"664","2017-07-11",15.23
