"","date","RSSS"
"75","2011-03-03",3.6
"76","2011-03-04",3.7
"77","2011-03-07",3.69
"78","2011-03-08",3.7
"79","2011-03-09",3.65
"80","2011-03-10",3.6
"81","2011-03-11",3.6
"82","2011-03-14",3.6
"83","2011-03-15",3.7
"84","2011-03-16",3.45
"85","2011-03-17",3.69
"86","2011-03-18",3.6
"87","2011-03-21",3.65
"88","2011-03-22",3.65
"89","2011-03-23",3.5
"90","2011-03-24",3.45
"91","2011-03-25",3.4
"92","2011-03-28",3.4
"93","2011-03-29",3.4
"94","2011-03-30",3.5
"95","2011-03-31",3.6
"96","2011-04-01",3.5
"97","2011-04-04",3.4
"98","2011-04-05",3.4
"99","2011-04-06",3.4
"100","2011-04-07",3.5
"101","2011-04-08",3.4
"102","2011-04-11",3.3
"103","2011-04-12",3.25
"104","2011-04-13",3.2
"105","2011-04-14",3.25
"106","2011-04-15",3.25
"107","2011-04-18",3.1
"108","2011-04-19",3
"109","2011-04-20",3
"110","2011-04-21",3
"111","2011-04-25",3.1
"112","2011-04-26",3.1
"113","2011-04-27",3
"114","2011-04-28",3.1
"115","2011-04-29",3.4
"116","2011-05-02",3
"117","2011-05-03",3
"118","2011-05-04",3
"119","2011-05-05",3.05
"120","2011-05-06",2.92
"121","2011-05-09",2.8
"122","2011-05-10",2.8
"123","2011-05-11",2.8
"124","2011-05-12",2.85
"125","2011-05-13",2.55
"126","2011-05-16",2.61
"127","2011-05-17",2.6
"128","2011-05-18",2.6
"129","2011-05-19",2.65
"130","2011-05-20",2.75
"131","2011-05-23",2.75
"132","2011-05-24",2.65
"133","2011-05-25",2.62
"134","2011-05-26",2.63
"135","2011-05-27",2.63
"136","2011-05-31",2.65
"137","2011-06-01",2.78
"138","2011-06-02",2.78
"139","2011-06-03",2.85
"140","2011-06-06",2.85
"141","2011-06-07",2.74
"142","2011-06-08",2.65
"143","2011-06-09",2.98
"144","2011-06-10",2.9
"145","2011-06-13",2.8
"146","2011-06-14",3
"147","2011-06-15",3
"148","2011-06-16",3
"149","2011-06-17",3
"150","2011-06-20",3
"151","2011-06-21",3
"152","2011-06-22",3
"153","2011-06-23",3
"154","2011-06-24",3.3
"155","2011-06-27",3.15
"156","2011-06-28",3.1
"157","2011-06-29",3.15
"158","2011-06-30",3.15
"159","2011-07-01",3.1
"160","2011-07-05",3.1
"161","2011-07-06",3.14
"162","2011-07-07",3.1
"163","2011-07-08",2.95
"164","2011-07-11",3.01
"165","2011-07-12",3
"166","2011-07-13",2.95
"167","2011-07-14",3
"168","2011-07-15",3
"169","2011-07-18",3
"170","2011-07-19",3
"171","2011-07-20",3.05
"172","2011-07-21",3
"173","2011-07-22",2.95
"174","2011-07-25",2.95
"175","2011-07-26",2.75
"176","2011-07-27",2.95
"177","2011-07-28",2.95
"178","2011-07-29",2.95
"179","2011-08-01",2.95
"180","2011-08-02",2.9
"181","2011-08-03",2.9
"182","2011-08-04",2.9
"183","2011-08-05",2.5
"184","2011-08-08",2.3
"185","2011-08-09",2.49
"186","2011-08-10",2.49
"187","2011-08-11",2
"188","2011-08-12",1.9
"189","2011-08-15",1.93
"190","2011-08-16",1.7
"191","2011-08-17",1.7
"192","2011-08-18",1.7
"193","2011-08-19",1.5
"194","2011-08-22",1.35
"195","2011-08-23",1.45
"196","2011-08-24",1.49
"197","2011-08-25",1.49
"198","2011-08-26",1.59
"199","2011-08-29",1.79
"200","2011-08-30",1.79
"201","2011-08-31",1.75
"202","2011-09-01",1.75
"203","2011-09-02",1.75
"204","2011-09-06",1.75
"205","2011-09-07",1.75
"206","2011-09-08",1.75
"207","2011-09-09",1.65
"208","2011-09-12",1.65
"209","2011-09-13",1.65
"210","2011-09-14",1.65
"211","2011-09-15",1.65
"212","2011-09-16",1.7
"213","2011-09-19",1.7
"214","2011-09-20",1.65
"215","2011-09-21",1.65
"216","2011-09-22",1.6
"217","2011-09-23",1.55
"218","2011-09-26",1.55
"219","2011-09-27",1.5
"220","2011-09-28",1.25
"221","2011-09-29",1.59
"222","2011-09-30",1.59
"223","2011-10-03",1.4
"224","2011-10-04",1.4
"225","2011-10-05",1.4
"226","2011-10-06",1.4
"227","2011-10-07",1.4
"228","2011-10-10",1.35
"229","2011-10-11",1.3
"230","2011-10-12",1.3
"231","2011-10-13",1.3
"232","2011-10-14",1.3
"233","2011-10-17",1.16
"234","2011-10-18",1.18
"235","2011-10-19",1.21
"236","2011-10-20",1.21
"237","2011-10-21",1.3
"238","2011-10-24",1.25
"239","2011-10-25",1.39
"240","2011-10-26",1.37
"241","2011-10-27",1.37
"242","2011-10-28",1.45
"243","2011-10-31",1.45
"244","2011-11-01",1.45
"245","2011-11-02",1.3
"246","2011-11-03",1.3
"247","2011-11-04",1.25
"248","2011-11-07",1.16
"249","2011-11-08",1.3
"250","2011-11-09",1.3
"251","2011-11-10",1.3
"252","2011-11-11",1.3
"253","2011-11-14",1.3
"254","2011-11-15",1.15
"255","2011-11-16",1.15
"256","2011-11-17",1.15
"257","2011-11-18",1.3
"258","2011-11-21",1.3
"259","2011-11-22",1.04
"260","2011-11-23",1.04
"261","2011-11-25",1.04
"262","2011-11-28",1.04
"263","2011-11-29",1.04
"264","2011-11-30",1.2
"265","2011-12-01",1.2
"266","2011-12-02",1.2
"267","2011-12-05",1.19
"268","2011-12-06",1.19
"269","2011-12-07",1.19
"270","2011-12-08",1.19
"271","2011-12-09",1.18
"272","2011-12-12",1.18
"273","2011-12-13",1.19
"274","2011-12-14",1.19
"275","2011-12-15",1.19
"276","2011-12-16",1.19
"277","2011-12-19",1.19
"278","2011-12-20",1.19
"279","2011-12-21",1.19
"280","2011-12-22",1.19
"281","2011-12-23",1.19
"282","2011-12-27",1.15
"283","2011-12-28",1.15
"284","2011-12-29",1.15
"285","2011-12-30",1.1
"286","2012-01-03",1.1
"287","2012-01-04",1.1
"288","2012-01-05",1.1
"289","2012-01-06",1.1
"290","2012-01-09",1.1
"291","2012-01-10",1.1
"292","2012-01-11",1.1
"293","2012-01-12",1.1
"294","2012-01-13",1.1
"295","2012-01-17",1.03
"296","2012-01-18",1.03
"297","2012-01-19",1.03
"298","2012-01-20",1.1
"299","2012-01-23",1.1
"300","2012-01-24",1.1
"301","2012-01-25",1.1
"302","2012-01-26",1.1
"303","2012-01-27",1.1
"304","2012-01-30",1.1
"305","2012-01-31",1.1
"306","2012-02-01",1.15
"307","2012-02-02",1.08
"308","2012-02-03",1.19
"309","2012-02-06",1.19
"310","2012-02-07",1.15
"311","2012-02-08",1.15
"312","2012-02-09",1.2
"313","2012-02-10",1.2
"314","2012-02-13",1.17
"315","2012-02-14",1.17
"316","2012-02-15",1.25
"317","2012-02-16",1.25
"318","2012-02-17",1.49
"319","2012-02-21",1.49
"320","2012-02-22",1.49
"321","2012-02-23",1.49
"322","2012-02-24",1.48
"323","2012-02-27",1.48
"324","2012-02-28",1.48
"325","2012-02-29",1.48
"326","2012-03-01",1.48
"327","2012-03-02",1.3
"328","2012-03-05",1.3
"329","2012-03-06",1.15
"330","2012-03-07",1.25
"331","2012-03-08",1.2
"332","2012-03-09",1.2
"333","2012-03-12",1.15
"334","2012-03-13",1.15
"335","2012-03-14",1.15
"336","2012-03-15",1.15
"337","2012-03-16",1.2
"338","2012-03-19",1.2
"339","2012-03-20",1.2
"340","2012-03-21",1.2
"341","2012-03-22",1.25
"342","2012-03-23",1.21
"343","2012-03-26",1.24
"344","2012-03-27",1.24
"345","2012-03-28",1.06
"346","2012-03-29",1.2
"347","2012-03-30",1.2
"348","2012-04-02",1.2
"349","2012-04-03",1.35
"350","2012-04-04",1.35
"351","2012-04-05",1.35
"352","2012-04-09",1.35
"353","2012-04-10",1.35
"354","2012-04-11",1.21
"355","2012-04-12",1.25
"356","2012-04-13",1.25
"357","2012-04-16",1.24
"358","2012-04-17",1.3
"359","2012-04-18",1.3
"360","2012-04-19",1.3
"361","2012-04-20",1.2
"362","2012-04-23",1.3
"363","2012-04-24",1.25
"364","2012-04-25",1.25
"365","2012-04-26",1.3
"366","2012-04-27",1.3
"367","2012-04-30",1.3
"368","2012-05-01",1.26
"369","2012-05-02",1.3
"370","2012-05-03",1.32
"371","2012-05-04",1.32
"372","2012-05-07",1.32
"373","2012-05-08",1.32
"374","2012-05-09",1.38
"375","2012-05-10",1.38
"376","2012-05-11",1.35
"377","2012-05-14",1.39
"378","2012-05-15",1.39
"379","2012-05-16",1.39
"380","2012-05-17",1.32
"381","2012-05-18",1.33
"382","2012-05-21",1.15
"383","2012-05-22",1.15
"384","2012-05-23",1.15
"385","2012-05-24",1.2
"386","2012-05-25",1.2
"387","2012-05-29",1.3
"388","2012-05-30",1.31
"389","2012-05-31",1.31
"390","2012-06-01",1.31
"391","2012-06-04",1.31
"392","2012-06-05",1.25
"393","2012-06-06",1.2
"394","2012-06-07",1.3
"395","2012-06-08",1.29
"396","2012-06-11",1.29
"397","2012-06-12",1.29
"398","2012-06-13",1.3
"399","2012-06-14",1.31
"400","2012-06-15",1.33
"401","2012-06-18",1.3
"402","2012-06-19",1.3
"403","2012-06-20",1.28
"404","2012-06-21",1.3
"405","2012-06-22",1.2
"406","2012-06-25",1.2
"407","2012-06-26",1.3
"408","2012-06-27",1.34
"409","2012-06-28",1.34
"410","2012-06-29",1.34
"411","2012-07-02",1.34
"412","2012-07-03",1.3
"413","2012-07-05",1.3
"414","2012-07-06",1.3
"415","2012-07-09",1.34
"416","2012-07-10",1.34
"417","2012-07-11",1.34
"418","2012-07-12",1.34
"419","2012-07-13",1.34
"420","2012-07-16",1.34
"421","2012-07-17",1.34
"422","2012-07-18",1.34
"423","2012-07-19",1.33
"424","2012-07-20",1.33
"425","2012-07-23",1.34
"426","2012-07-24",1.34
"427","2012-07-25",1.34
"428","2012-07-26",1.34
"429","2012-07-27",1.34
"430","2012-07-30",1.34
"431","2012-07-31",1.33
"432","2012-08-01",1.22
"433","2012-08-02",1.2
"434","2012-08-03",1.33
"435","2012-08-06",1.33
"436","2012-08-07",1.33
"437","2012-08-08",1.33
"438","2012-08-09",1.33
"439","2012-08-10",1.33
"440","2012-08-13",1.33
"441","2012-08-14",1.33
"442","2012-08-15",1.33
"443","2012-08-16",1.33
"444","2012-08-17",1.18
"445","2012-08-20",1.25
"446","2012-08-21",1.17
"447","2012-08-22",1.25
"448","2012-08-23",1.25
"449","2012-08-24",1.25
"450","2012-08-27",1.25
"451","2012-08-28",1.25
"452","2012-08-29",1.25
"453","2012-08-30",1.1
"454","2012-08-31",1.25
"455","2012-09-04",1.1
"456","2012-09-05",1.15
"457","2012-09-06",1.15
"458","2012-09-07",1.15
"459","2012-09-10",1.15
"460","2012-09-11",1.15
"461","2012-09-12",1.15
"462","2012-09-13",1.18
"463","2012-09-14",1.15
"464","2012-09-17",1.15
"465","2012-09-18",1.12
"466","2012-09-19",1.12
"467","2012-09-20",1.12
"468","2012-09-21",1.25
"469","2012-09-24",1.25
"470","2012-09-25",1.25
"471","2012-09-26",1.25
"472","2012-09-27",1.25
"473","2012-09-28",1.3
"474","2012-10-01",1.25
"475","2012-10-02",1.25
"476","2012-10-03",1.1
"477","2012-10-04",1.1
"478","2012-10-05",1.13
"479","2012-10-08",1.25
"480","2012-10-09",1.09
"481","2012-10-10",1.09
"482","2012-10-11",1.09
"483","2012-10-12",1.07
"484","2012-10-15",1.07
"485","2012-10-16",1.07
"486","2012-10-17",1.07
"487","2012-10-18",1.01
"488","2012-10-19",1.01
"489","2012-10-22",1.01
"490","2012-10-23",1.01
"491","2012-10-24",1.01
"492","2012-10-25",1.01
"493","2012-10-26",1.01
"494","2012-10-31",1.01
"495","2012-11-01",0.85
"496","2012-11-02",0.86
"497","2012-11-05",0.92
"498","2012-11-06",1.01
"499","2012-11-07",0.94
"500","2012-11-08",0.94
"501","2012-11-09",0.94
"502","2012-11-12",1
"503","2012-11-13",1
"504","2012-11-14",1
"505","2012-11-15",1
"506","2012-11-16",1
"507","2012-11-19",1
"508","2012-11-20",1
"509","2012-11-21",1
"510","2012-11-23",1
"511","2012-11-26",0.85
"512","2012-11-27",0.98
"513","2012-11-28",0.98
"514","2012-11-29",0.91
"515","2012-11-30",0.9
"516","2012-12-03",0.9
"517","2012-12-04",0.81
"518","2012-12-05",0.75
"519","2012-12-06",0.77
"520","2012-12-07",0.9
"521","2012-12-10",0.9
"522","2012-12-11",0.9
"523","2012-12-12",0.89
"524","2012-12-13",0.89
"525","2012-12-14",0.89
"526","2012-12-17",0.89
"527","2012-12-18",0.89
"528","2012-12-19",0.8
"529","2012-12-20",0.8
"530","2012-12-21",0.8
"531","2012-12-24",0.8
"532","2012-12-26",0.75
"533","2012-12-27",0.75
"534","2012-12-28",0.72
"535","2012-12-31",0.86
"536","2013-01-02",0.9
"537","2013-01-03",0.82
"538","2013-01-04",0.82
"539","2013-01-07",0.89
"540","2013-01-08",0.84
"541","2013-01-09",0.83
"542","2013-01-10",0.89
"543","2013-01-11",0.91
"544","2013-01-14",0.96
"545","2013-01-15",1
"546","2013-01-16",1.1
"547","2013-01-17",1.1
"548","2013-01-18",1.17
"549","2013-01-22",1.17
"550","2013-01-23",1.1
"551","2013-01-24",1.06
"552","2013-01-25",1
"553","2013-01-28",1
"554","2013-01-29",0.75
"555","2013-01-30",1
"556","2013-01-31",1
"557","2013-02-01",1.04
"558","2013-02-04",1
"559","2013-02-05",1
"560","2013-02-06",1
"561","2013-02-07",1.04
"562","2013-02-08",1.25
"563","2013-02-11",1.12
"564","2013-02-12",1.25
"565","2013-02-13",1.25
"566","2013-02-14",1.3
"567","2013-02-15",1.3
"568","2013-02-19",1.3
"569","2013-02-20",1.3
"570","2013-02-21",1.1
"571","2013-02-22",1.15
"572","2013-02-25",1.08
"573","2013-02-26",1.08
"574","2013-02-27",1.08
"575","2013-02-28",1.1
"576","2013-03-01",1.08
"577","2013-03-04",1.29
"578","2013-03-05",1.29
"579","2013-03-06",1.29
"580","2013-03-07",1.29
"581","2013-03-08",1.29
"582","2013-03-11",1.25
"583","2013-03-12",1.1
"584","2013-03-13",1.1
"585","2013-03-14",1.12
"586","2013-03-15",1.18
"587","2013-03-18",1.18
"588","2013-03-19",1.18
"589","2013-03-20",1.18
"590","2013-03-21",1.08
"591","2013-03-22",1.18
"592","2013-03-25",1.15
"593","2013-03-26",1.1
"594","2013-03-27",1.1
"595","2013-03-28",1.1
"596","2013-04-01",1.1
"597","2013-04-02",1.1
"598","2013-04-03",1.05
"599","2013-04-04",1.15
"600","2013-04-05",1.15
"601","2013-04-08",1.15
"602","2013-04-09",1.15
"603","2013-04-10",1.15
"604","2013-04-11",1.3
"605","2013-04-12",1.3
"606","2013-04-15",1.3
"607","2013-04-16",1.35
"608","2013-04-17",1.65
"609","2013-04-18",1.75
"610","2013-04-19",1.7
"611","2013-04-22",1.55
"612","2013-04-23",1.65
"613","2013-04-24",1.65
"614","2013-04-25",1.65
"615","2013-04-26",1.65
"616","2013-04-29",1.65
"617","2013-04-30",1.65
"618","2013-05-01",1.65
"619","2013-05-02",1.65
"620","2013-05-03",1.65
"621","2013-05-06",1.7
"622","2013-05-07",1.7
"623","2013-05-08",1.7
"624","2013-05-09",1.75
"625","2013-05-10",1.75
"626","2013-05-13",1.65
"627","2013-05-14",1.85
"628","2013-05-15",1.89
"629","2013-05-16",1.85
"630","2013-05-17",1.85
"631","2013-05-20",1.85
"632","2013-05-21",1.85
"633","2013-05-22",1.85
"634","2013-05-23",1.85
"635","2013-05-24",1.85
"636","2013-05-28",1.85
"637","2013-05-29",1.85
"638","2013-05-30",1.85
"639","2013-05-31",1.85
"640","2013-06-03",1.85
"641","2013-06-04",1.85
"642","2013-06-05",1.85
"643","2013-06-06",1.85
"644","2013-06-07",1.85
"645","2013-06-10",1.85
"646","2013-06-11",1.85
"647","2013-06-12",1.7
"648","2013-06-13",1.7
"649","2013-06-14",1.6
"650","2013-06-17",1.55
"651","2013-06-18",1.55
"652","2013-06-19",1.5
"653","2013-06-20",1.6
"654","2013-06-21",1.6
"655","2013-06-24",1.85
"656","2013-06-25",1.8
"657","2013-06-26",1.8
"658","2013-06-27",1.8
"659","2013-06-28",1.8
"660","2013-07-01",1.7
"661","2013-07-02",1.7
"662","2013-07-03",1.5
"663","2013-07-05",1.5
"664","2013-07-08",1.54
"665","2013-07-09",1.65
"666","2013-07-10",1.65
"667","2013-07-11",1.9
"668","2013-07-12",1.9
"669","2013-07-15",1.85
"670","2013-07-16",1.85
"671","2013-07-17",1.9
"672","2013-07-18",1.9
"673","2013-07-19",1.9
"674","2013-07-22",1.9
"675","2013-07-23",1.9
"676","2013-07-24",1.9
"677","2013-07-25",1.9
"678","2013-07-26",1.89
"679","2013-07-29",1.89
"680","2013-07-30",1.89
"681","2013-07-31",1.89
"682","2013-08-01",1.89
"683","2013-08-02",1.89
"684","2013-08-05",1.89
"685","2013-08-06",1.89
"686","2013-08-07",1.89
"687","2013-08-08",1.89
"688","2013-08-09",1.89
"689","2013-08-12",1.89
"690","2013-08-13",1.89
"691","2013-08-14",1.89
"692","2013-08-15",1.89
"693","2013-08-16",1.89
"694","2013-08-19",1.89
"695","2013-08-20",1.89
"696","2013-08-21",1.89
"697","2013-08-22",1.89
"698","2013-08-23",1.89
"699","2013-08-26",1.8
"700","2013-08-27",1.89
"701","2013-08-28",1.89
"702","2013-08-29",1.8
"703","2013-08-30",1.8
"704","2013-09-03",1.8
"705","2013-09-04",1.8
"706","2013-09-05",1.8
"707","2013-09-06",1.8
"708","2013-09-09",1.8
"709","2013-09-10",1.8
"710","2013-09-11",1.7
"711","2013-09-12",1.7
"712","2013-09-13",1.8
"713","2013-09-16",1.8
"714","2013-09-17",1.57
"715","2013-09-18",1.57
"716","2013-09-19",1.8
"717","2013-09-20",1.8
"718","2013-09-23",1.8
"719","2013-09-24",1.75
"720","2013-09-25",1.75
"721","2013-09-26",1.7
"722","2013-09-27",1.7
"723","2013-09-30",1.74
"724","2013-10-01",1.6
"725","2013-10-02",1.6
"726","2013-10-03",1.59
"727","2013-10-04",1.6
"728","2013-10-07",1.55
"729","2013-10-08",1.55
"730","2013-10-09",1.55
"731","2013-10-10",1.55
"732","2013-10-11",1.55
"733","2013-10-14",1.55
"734","2013-10-15",1.41
"735","2013-10-16",1.41
"736","2013-10-17",1.41
"737","2013-10-18",1.41
"738","2013-10-21",1.4
"739","2013-10-22",1.5
"740","2013-10-23",1.8
"741","2013-10-24",1.79
"742","2013-10-25",1.79
"743","2013-10-28",1.79
"744","2013-10-29",1.79
"745","2013-10-30",1.79
"746","2013-10-31",1.79
"747","2013-11-01",1.79
"748","2013-11-04",1.9
"749","2013-11-05",1.96
"750","2013-11-06",2
"751","2013-11-07",2
"752","2013-11-08",2.04
"753","2013-11-11",2.05
"754","2013-11-12",2.05
"755","2013-11-13",2.03
"756","2013-11-14",2
"757","2013-11-15",2.05
"758","2013-11-18",2.1
"759","2013-11-19",2.1
"760","2013-11-20",2.1
"761","2013-11-21",2.1
"762","2013-11-22",1.97
"763","2013-11-25",1.95
"764","2013-11-26",1.96
"765","2013-11-27",1.81
"766","2013-11-29",2
"767","2013-12-02",1.9
"768","2013-12-03",1.85
"769","2013-12-04",1.82
"770","2013-12-05",1.8
"771","2013-12-06",1.9
"772","2013-12-09",1.93
"773","2013-12-10",1.82
"774","2013-12-11",1.95
"775","2013-12-12",1.95
"776","2013-12-13",1.95
"777","2013-12-16",1.95
"778","2013-12-17",1.95
"779","2013-12-18",1.85
"780","2013-12-19",1.85
"781","2013-12-20",1.8
"782","2013-12-23",1.76
"783","2013-12-24",1.84
"784","2013-12-26",1.88
"785","2013-12-27",1.95
"786","2013-12-30",1.9
"787","2013-12-31",2
"788","2014-01-02",2
"789","2014-01-03",2
"790","2014-01-06",2
"791","2014-01-07",1.99
"792","2014-01-08",1.95
"793","2014-01-09",1.99
"794","2014-01-10",1.95
"795","2014-01-13",1.97
"796","2014-01-14",1.95
"797","2014-01-15",1.85
"798","2014-01-16",1.85
"799","2014-01-17",1.85
"800","2014-01-21",1.8
"801","2014-01-22",1.95
"802","2014-01-23",1.95
"803","2014-01-24",1.95
"804","2014-01-27",1.95
"805","2014-01-28",1.75
"806","2014-01-29",1.95
"807","2014-01-30",1.85
"808","2014-01-31",1.99
"809","2014-02-03",2
"810","2014-02-04",2
"811","2014-02-05",2
"812","2014-02-06",2
"813","2014-02-07",1.86
"814","2014-02-10",1.6
"815","2014-02-11",1.85
"816","2014-02-12",1.85
"817","2014-02-13",1.78
"818","2014-02-14",1.9
"819","2014-02-18",1.85
"820","2014-02-19",1.95
"821","2014-02-20",1.95
"822","2014-02-21",1.97
"823","2014-02-24",1.89
"824","2014-02-25",1.89
"825","2014-02-26",1.9
"826","2014-02-27",1.9
"827","2014-02-28",1.95
"828","2014-03-03",1.95
"829","2014-03-04",1.86
"830","2014-03-05",1.97
"831","2014-03-06",1.95
"832","2014-03-07",2
"833","2014-03-10",2
"834","2014-03-11",1.95
"835","2014-03-12",1.9
"836","2014-03-13",2
"837","2014-03-14",1.95
"838","2014-03-17",2.04
"839","2014-03-18",2.1
"840","2014-03-19",2.2
"841","2014-03-20",2.27
"842","2014-03-21",2.28
"843","2014-03-24",2.36
"844","2014-03-25",2.15
"845","2014-03-26",2
"846","2014-03-27",1.92
"847","2014-03-28",2.08
"848","2014-03-31",1.98
"849","2014-04-01",1.88
"850","2014-04-02",2
"851","2014-04-03",1.87
"852","2014-04-04",1.83
"853","2014-04-07",1.75
"854","2014-04-08",1.82
"855","2014-04-09",1.72
"856","2014-04-10",1.53
"857","2014-04-11",1.7
"858","2014-04-14",1.47
"859","2014-04-15",1.55
"860","2014-04-16",1.35
"861","2014-04-17",1.35
"862","2014-04-21",1.21
"863","2014-04-22",1.04
"864","2014-04-23",0.94
"865","2014-04-24",1.13
"866","2014-04-25",1.1
"867","2014-04-28",1.15
"868","2014-04-29",1.2
"869","2014-04-30",1.2
"870","2014-05-01",1.13
"871","2014-05-02",1.33
"872","2014-05-05",1.26
"873","2014-05-06",1.36
"874","2014-05-07",1.32
"875","2014-05-08",1.36
"876","2014-05-09",1.36
"877","2014-05-12",1.33
"878","2014-05-13",1.39
"879","2014-05-14",1.36
"880","2014-05-15",1.27
"881","2014-05-16",1.25
"882","2014-05-19",1.2
"883","2014-05-20",1.12
"884","2014-05-21",1.1
"885","2014-05-22",0.92
"886","2014-05-23",1.03
"887","2014-05-27",0.98
"888","2014-05-28",1.05
"889","2014-05-29",1.1
"890","2014-05-30",1.18
"891","2014-06-02",1.1
"892","2014-06-03",1.1
"893","2014-06-04",1.15
"894","2014-06-05",1.1
"895","2014-06-06",1.1
"896","2014-06-09",1.18
"897","2014-06-10",1.17
"898","2014-06-11",1.14
"899","2014-06-12",1.01
"900","2014-06-13",1.13
"901","2014-06-16",1.1
"902","2014-06-17",1.1
"903","2014-06-18",1.05
"904","2014-06-19",1.1
"905","2014-06-20",1.15
"906","2014-06-23",1.19
"907","2014-06-24",1.18
"908","2014-06-25",1.16
"909","2014-06-26",1.13
"910","2014-06-27",1.2
"911","2014-06-30",1.2
"912","2014-07-01",1.3
"913","2014-07-02",1.28
"914","2014-07-03",1.25
"915","2014-07-07",1.2
"916","2014-07-08",1.23
"917","2014-07-09",1.21
"918","2014-07-10",1.19
"919","2014-07-11",1.2
"920","2014-07-14",1.19
"921","2014-07-15",1.15
"922","2014-07-16",1.15
"923","2014-07-17",1.1
"924","2014-07-18",1.11
"925","2014-07-21",1
"926","2014-07-22",1.04
"927","2014-07-23",1
"928","2014-07-24",1
"929","2014-07-25",0.9
"930","2014-07-28",0.9
"931","2014-07-29",0.89
"932","2014-07-30",0.89
"933","2014-07-31",0.86
"934","2014-08-01",0.8
"935","2014-08-04",0.84
"936","2014-08-05",0.77
"937","2014-08-06",0.75
"938","2014-08-07",0.75
"939","2014-08-08",0.75
"940","2014-08-11",0.65
"941","2014-08-12",0.64
"942","2014-08-13",0.7
"943","2014-08-14",0.7
"944","2014-08-15",0.74
"945","2014-08-18",0.77
"946","2014-08-19",0.77
"947","2014-08-20",0.76
"948","2014-08-21",0.76
"949","2014-08-22",0.77
"950","2014-08-25",0.8
"951","2014-08-26",0.8
"952","2014-08-27",0.85
"953","2014-08-28",0.8
"954","2014-08-29",0.83
"955","2014-09-02",0.85
"956","2014-09-03",0.82
"957","2014-09-04",0.85
"958","2014-09-05",0.84
"959","2014-09-08",0.72
"960","2014-09-09",0.85
"961","2014-09-10",0.85
"962","2014-09-11",0.85
"963","2014-09-12",0.76
"964","2014-09-15",0.8
"965","2014-09-16",0.76
"966","2014-09-17",0.74
"967","2014-09-18",0.74
"968","2014-09-19",0.7
"969","2014-09-22",0.71
"970","2014-09-23",0.71
"971","2014-09-24",0.71
"972","2014-09-25",0.74
"973","2014-09-26",0.74
"974","2014-09-29",0.71
"975","2014-09-30",0.68
"976","2014-10-01",0.62
"977","2014-10-02",0.75
"978","2014-10-03",0.7
"979","2014-10-06",0.75
"980","2014-10-07",0.7
"981","2014-10-08",0.7
"982","2014-10-09",0.7
"983","2014-10-10",0.75
"984","2014-10-13",0.75
"985","2014-10-14",0.64
"986","2014-10-15",0.65
"987","2014-10-16",0.65
"988","2014-10-17",0.65
"989","2014-10-20",0.65
"990","2014-10-21",0.65
"991","2014-10-22",0.65
"992","2014-10-23",0.64
"993","2014-10-24",0.64
"994","2014-10-27",0.66
"995","2014-10-28",0.66
"996","2014-10-29",0.7
"997","2014-10-30",0.7
"998","2014-10-31",0.7
"999","2014-11-03",0.65
"1000","2014-11-04",0.7
"1001","2014-11-05",0.65
"1002","2014-11-06",0.65
"1003","2014-11-07",0.65
"1004","2014-11-10",0.65
"1005","2014-11-11",0.65
"1006","2014-11-12",0.75
"1007","2014-11-13",0.75
