"","date","CNP"
"1","2007-01-03",17.049999
"2","2007-01-04",17.08
"3","2007-01-05",16.790001
"4","2007-01-08",16.629999
"5","2007-01-09",16.700001
"6","2007-01-10",16.790001
"7","2007-01-11",16.870001
"8","2007-01-12",16.84
"9","2007-01-16",16.9
"10","2007-01-17",16.709999
"11","2007-01-18",16.51
"12","2007-01-19",16.719999
"13","2007-01-22",16.85
"14","2007-01-23",17.01
"15","2007-01-24",17.309999
"16","2007-01-25",17.41
"17","2007-01-26",17.49
"18","2007-01-29",17.43
"19","2007-01-30",17.469999
"20","2007-01-31",17.26
"21","2007-02-01",17.5
"22","2007-02-02",17.5
"23","2007-02-05",17.77
"24","2007-02-06",18
"25","2007-02-07",17.799999
"26","2007-02-08",18.059999
"27","2007-02-09",17.950001
"28","2007-02-12",17.940001
"29","2007-02-13",18.190001
"30","2007-02-14",18.17
"31","2007-02-15",18.18
"32","2007-02-16",18.16
"33","2007-02-20",18.280001
"34","2007-02-21",18.25
"35","2007-02-22",18.24
"36","2007-02-23",18.23
"37","2007-02-26",18.370001
"38","2007-02-27",17.85
"39","2007-02-28",17.83
"40","2007-03-01",17.870001
"41","2007-03-02",17.5
"42","2007-03-05",17.09
"43","2007-03-06",17.41
"44","2007-03-07",17.530001
"45","2007-03-08",17.540001
"46","2007-03-09",17.629999
"47","2007-03-12",17.620001
"48","2007-03-13",17.4
"49","2007-03-14",17.440001
"50","2007-03-15",17.559999
"51","2007-03-16",17.459999
"52","2007-03-19",17.68
"53","2007-03-20",17.83
"54","2007-03-21",18.120001
"55","2007-03-22",17.98
"56","2007-03-23",18.200001
"57","2007-03-26",18.18
"58","2007-03-27",18.15
"59","2007-03-28",17.98
"60","2007-03-29",18.1
"61","2007-03-30",17.940001
"62","2007-04-02",18.42
"63","2007-04-03",18.379999
"64","2007-04-04",18.450001
"65","2007-04-05",18.49
"66","2007-04-09",18.530001
"67","2007-04-10",18.639999
"68","2007-04-11",18.629999
"69","2007-04-12",18.469999
"70","2007-04-13",18.27
"71","2007-04-16",18.48
"72","2007-04-17",18.75
"73","2007-04-18",18.93
"74","2007-04-19",18.68
"75","2007-04-20",18.860001
"76","2007-04-23",18.889999
"77","2007-04-24",18.93
"78","2007-04-25",19.15
"79","2007-04-26",18.940001
"80","2007-04-27",19.059999
"81","2007-04-30",18.83
"82","2007-05-01",19.34
"83","2007-05-02",19.360001
"84","2007-05-03",19.610001
"85","2007-05-04",19.57
"86","2007-05-07",19.530001
"87","2007-05-08",19.870001
"88","2007-05-09",20.02
"89","2007-05-10",19.75
"90","2007-05-11",19.870001
"91","2007-05-14",19.639999
"92","2007-05-15",19.610001
"93","2007-05-16",19.51
"94","2007-05-17",19.530001
"95","2007-05-18",19.559999
"96","2007-05-21",19.559999
"97","2007-05-22",19.48
"98","2007-05-23",19.24
"99","2007-05-24",18.76
"100","2007-05-25",18.709999
"101","2007-05-29",18.98
"102","2007-05-30",19.07
"103","2007-05-31",18.93
"104","2007-06-01",18.709999
"105","2007-06-04",18.67
"106","2007-06-05",18.32
"107","2007-06-06",17.969999
"108","2007-06-07",17.43
"109","2007-06-08",17.559999
"110","2007-06-11",17.790001
"111","2007-06-12",17.5
"112","2007-06-13",17.889999
"113","2007-06-14",17.940001
"114","2007-06-15",18.059999
"115","2007-06-18",17.85
"116","2007-06-19",17.91
"117","2007-06-20",17.309999
"118","2007-06-21",17.309999
"119","2007-06-22",16.9
"120","2007-06-25",16.92
"121","2007-06-26",16.92
"122","2007-06-27",17.280001
"123","2007-06-28",17.309999
"124","2007-06-29",17.4
"125","2007-07-02",17.610001
"126","2007-07-03",17.709999
"127","2007-07-05",17.66
"128","2007-07-06",17.780001
"129","2007-07-09",17.639999
"130","2007-07-10",17.35
"131","2007-07-11",17.309999
"132","2007-07-12",17.51
"133","2007-07-13",17.879999
"134","2007-07-16",17.459999
"135","2007-07-17",17.110001
"136","2007-07-18",17.110001
"137","2007-07-19",17.559999
"138","2007-07-20",17.23
"139","2007-07-23",17.18
"140","2007-07-24",16.98
"141","2007-07-25",17.040001
"142","2007-07-26",16.77
"143","2007-07-27",16.459999
"144","2007-07-30",16.639999
"145","2007-07-31",16.48
"146","2007-08-01",17.07
"147","2007-08-02",16.799999
"148","2007-08-03",16.01
"149","2007-08-06",16.440001
"150","2007-08-07",16.780001
"151","2007-08-08",16.58
"152","2007-08-09",16.16
"153","2007-08-10",16.17
"154","2007-08-13",16.120001
"155","2007-08-14",15.56
"156","2007-08-15",15.15
"157","2007-08-16",15.48
"158","2007-08-17",15.97
"159","2007-08-20",16.700001
"160","2007-08-21",16.799999
"161","2007-08-22",16.889999
"162","2007-08-23",17.09
"163","2007-08-24",17.040001
"164","2007-08-27",16.43
"165","2007-08-28",16.190001
"166","2007-08-29",16.49
"167","2007-08-30",16.200001
"168","2007-08-31",16.219999
"169","2007-09-04",16.33
"170","2007-09-05",16.209999
"171","2007-09-06",16.360001
"172","2007-09-07",16
"173","2007-09-10",15.98
"174","2007-09-11",16.200001
"175","2007-09-12",16.219999
"176","2007-09-13",16.07
"177","2007-09-14",16.139999
"178","2007-09-17",16.059999
"179","2007-09-18",16.27
"180","2007-09-19",16.59
"181","2007-09-20",16.32
"182","2007-09-21",16.57
"183","2007-09-24",16.450001
"184","2007-09-25",16.360001
"185","2007-09-26",16.459999
"186","2007-09-27",16.32
"187","2007-09-28",16.030001
"188","2007-10-01",16.4
"189","2007-10-02",16.469999
"190","2007-10-03",16.469999
"191","2007-10-04",16.469999
"192","2007-10-05",16.870001
"193","2007-10-08",17
"194","2007-10-09",17.17
"195","2007-10-10",16.940001
"196","2007-10-11",16.790001
"197","2007-10-12",16.92
"198","2007-10-15",16.65
"199","2007-10-16",16.440001
"200","2007-10-17",16.379999
"201","2007-10-18",16.360001
"202","2007-10-19",15.97
"203","2007-10-22",16.16
"204","2007-10-23",16.049999
