"","date","CNBKA"
"1","2007-01-03",27.299999
"2","2007-01-04",27.299999
"3","2007-01-05",27.620001
"4","2007-01-08",27.6
"5","2007-01-09",27.33
"6","2007-01-10",27.459999
"7","2007-01-11",27.76
"8","2007-01-12",27.120001
"9","2007-01-16",26.799999
"10","2007-01-17",26.73
"11","2007-01-18",26.799999
"12","2007-01-19",26.91
"13","2007-01-22",26.65
"14","2007-01-23",26.690001
"15","2007-01-24",26.690001
"16","2007-01-25",26.65
"17","2007-01-26",26.870001
"18","2007-01-29",26.74
"19","2007-01-30",26.790001
"20","2007-01-31",27.42
"21","2007-02-01",27.42
"22","2007-02-02",26.870001
"23","2007-02-05",26.59
"24","2007-02-06",26.209999
"25","2007-02-07",26.219999
"26","2007-02-08",26.27
"27","2007-02-09",26.459999
"28","2007-02-12",26.690001
"29","2007-02-13",26.57
"30","2007-02-14",26.639999
"31","2007-02-15",27.620001
"32","2007-02-16",26.75
"33","2007-02-20",27.23
"34","2007-02-21",27.23
"35","2007-02-22",26.809999
"36","2007-02-23",27
"37","2007-02-26",26.75
"38","2007-02-27",26.75
"39","2007-02-28",26.75
"40","2007-03-01",26.76
"41","2007-03-02",26.75
"42","2007-03-05",26.76
"43","2007-03-06",26.75
"44","2007-03-07",26.75
"45","2007-03-08",26.75
"46","2007-03-09",26.459999
"47","2007-03-12",26.459999
"48","2007-03-13",26.459999
"49","2007-03-14",26.459999
"50","2007-03-15",26.459999
"51","2007-03-16",26.459999
"52","2007-03-19",26.450001
"53","2007-03-20",26.450001
"54","2007-03-21",26.450001
"55","2007-03-22",26.450001
"56","2007-03-23",26.91
"57","2007-03-26",26.530001
"58","2007-03-27",27.299999
"59","2007-03-28",26.92
"60","2007-03-29",26.76
"61","2007-03-30",26.58
"62","2007-04-02",26.549999
"63","2007-04-03",26.49
"64","2007-04-04",26.48
"65","2007-04-05",26.5
"66","2007-04-09",26.450001
"67","2007-04-10",26.450001
"68","2007-04-11",26.450001
"69","2007-04-12",26.450001
"70","2007-04-13",26.370001
"71","2007-04-16",25.57
"72","2007-04-17",25.360001
"73","2007-04-18",25.540001
"74","2007-04-19",25.540001
"75","2007-04-20",25.540001
"76","2007-04-23",25.25
"77","2007-04-24",25.26
"78","2007-04-25",25.26
"79","2007-04-26",25.4
"80","2007-04-27",25.389999
"81","2007-04-30",25.25
"82","2007-05-01",25.389999
"83","2007-05-02",25.049999
"84","2007-05-03",25.049999
"85","2007-05-04",24.99
"86","2007-05-07",24.49
"87","2007-05-08",24.49
"88","2007-05-09",24.49
"89","2007-05-10",24.290001
"90","2007-05-11",22.969999
"91","2007-05-14",22.59
"92","2007-05-15",22.700001
"93","2007-05-16",22.549999
"94","2007-05-17",22.549999
"95","2007-05-18",22.549999
"96","2007-05-21",22.790001
"97","2007-05-22",22.629999
"98","2007-05-23",22.76
"99","2007-05-24",22.77
"100","2007-05-25",22.870001
"101","2007-05-29",23
"102","2007-05-30",23.16
"103","2007-05-31",23
"104","2007-06-01",23.200001
"105","2007-06-04",23.059999
"106","2007-06-05",23.07
"107","2007-06-06",23.08
"108","2007-06-07",23.059999
"109","2007-06-08",23
"110","2007-06-11",23.08
"111","2007-06-12",23
"112","2007-06-13",23
"113","2007-06-14",23
"114","2007-06-15",23.030001
"115","2007-06-18",23.1
"116","2007-06-19",23.07
"117","2007-06-20",23.07
"118","2007-06-21",23.35
"119","2007-06-22",23.110001
"120","2007-06-25",23.1
"121","2007-06-26",23.1
"122","2007-06-27",23.1
"123","2007-06-28",22.84
"124","2007-06-29",22.66
"125","2007-07-02",22.280001
"126","2007-07-03",21.26
"127","2007-07-05",21.26
"128","2007-07-06",21.530001
"129","2007-07-09",21.049999
"130","2007-07-10",21.18
"131","2007-07-11",22
"132","2007-07-12",21.719999
"133","2007-07-13",21.200001
"134","2007-07-16",22.02
"135","2007-07-17",22.18
"136","2007-07-18",21.5
"137","2007-07-19",22.01
"138","2007-07-20",22.620001
"139","2007-07-23",22.27
"140","2007-07-24",22.530001
"141","2007-07-25",22.530001
"142","2007-07-26",20.58
"143","2007-07-27",21.27
"144","2007-07-30",21.370001
"145","2007-07-31",21.35
"146","2007-08-01",21
"147","2007-08-02",21
"148","2007-08-03",21
"149","2007-08-06",20
"150","2007-08-07",19.93
"151","2007-08-08",20.85
"152","2007-08-09",20.809999
"153","2007-08-10",21.41
"154","2007-08-13",19.73
"155","2007-08-14",19.85
"156","2007-08-15",19.700001
"157","2007-08-16",19.65
"158","2007-08-17",19.959999
"159","2007-08-20",20.200001
"160","2007-08-21",20.35
"161","2007-08-22",20.68
"162","2007-08-23",20.620001
"163","2007-08-24",20.620001
"164","2007-08-27",20.620001
"165","2007-08-28",20.5
"166","2007-08-29",20.5
"167","2007-08-30",20.67
"168","2007-08-31",20.5
"169","2007-09-04",20.5
"170","2007-09-05",20.85
"171","2007-09-06",20.5
"172","2007-09-07",20.5
"173","2007-09-10",20.5
"174","2007-09-11",20.5
"175","2007-09-12",20.65
"176","2007-09-13",20.65
"177","2007-09-14",21.15
"178","2007-09-17",20.6
"179","2007-09-18",21
"180","2007-09-19",21
"181","2007-09-20",22.24
"182","2007-09-21",21.530001
"183","2007-09-24",22
"184","2007-09-25",21.76
"185","2007-09-26",21.76
"186","2007-09-27",22
"187","2007-09-28",21.780001
"188","2007-10-01",21.41
"189","2007-10-02",21.74
"190","2007-10-03",21.99
"191","2007-10-04",21.99
"192","2007-10-05",21.5
"193","2007-10-08",21.08
"194","2007-10-09",21.49
"195","2007-10-10",22.299999
"196","2007-10-11",22.33
"197","2007-10-12",22.440001
"198","2007-10-15",22.110001
"199","2007-10-16",22.110001
"200","2007-10-17",22
"201","2007-10-18",22.32
"202","2007-10-19",22.01
"203","2007-10-22",22.049999
"204","2007-10-23",22
"205","2007-10-24",22.49
"206","2007-10-25",23.25
"207","2007-10-26",23.75
"208","2007-10-29",24.49
"209","2007-10-30",24.5
"210","2007-10-31",24.67
"211","2007-11-01",24.15
"212","2007-11-02",23.76
"213","2007-11-05",24.219999
"214","2007-11-06",24.219999
"215","2007-11-07",24.559999
"216","2007-11-08",24.99
"217","2007-11-09",23.309999
"218","2007-11-12",23.4
"219","2007-11-13",24
