"","date","MTN"
"1","2007-01-03",44.950001
"2","2007-01-04",45.080002
"3","2007-01-05",44.279999
"4","2007-01-08",44.299999
"5","2007-01-09",44.599998
"6","2007-01-10",44.639999
"7","2007-01-11",44.5
"8","2007-01-12",44.48
"9","2007-01-16",44.580002
"10","2007-01-17",44.25
"11","2007-01-18",43.380001
"12","2007-01-19",43.16
"13","2007-01-22",43.610001
"14","2007-01-23",44.720001
"15","2007-01-24",45.099998
"16","2007-01-25",45.080002
"17","2007-01-26",45.200001
"18","2007-01-29",45.939999
"19","2007-01-30",45.860001
"20","2007-01-31",46.25
"21","2007-02-01",47.259998
"22","2007-02-02",47.25
"23","2007-02-05",46.560001
"24","2007-02-06",46.869999
"25","2007-02-07",47.16
"26","2007-02-08",47.400002
"27","2007-02-09",46.700001
"28","2007-02-12",46.82
"29","2007-02-13",48
"30","2007-02-14",48.27
"31","2007-02-15",48.91
"32","2007-02-16",49.209999
"33","2007-02-20",49.349998
"34","2007-02-21",53.349998
"35","2007-02-22",52.919998
"36","2007-02-23",52.869999
"37","2007-02-26",52.240002
"38","2007-02-27",51.150002
"39","2007-02-28",51.959999
"40","2007-03-01",51.790001
"41","2007-03-02",51.799999
"42","2007-03-05",52.099998
"43","2007-03-06",53.889999
"44","2007-03-07",53.439999
"45","2007-03-08",55.580002
"46","2007-03-09",55
"47","2007-03-12",58.330002
"48","2007-03-13",55.419998
"49","2007-03-14",55.689999
"50","2007-03-15",55.18
"51","2007-03-16",54.189999
"52","2007-03-19",54.349998
"53","2007-03-20",54.560001
"54","2007-03-21",55.060001
"55","2007-03-22",54.540001
"56","2007-03-23",54.93
"57","2007-03-26",55.459999
"58","2007-03-27",54.77
"59","2007-03-28",54.52
"60","2007-03-29",53.869999
"61","2007-03-30",54.330002
"62","2007-04-02",56.57
"63","2007-04-03",56
"64","2007-04-04",55.810001
"65","2007-04-05",55.82
"66","2007-04-09",55.27
"67","2007-04-10",55.48
"68","2007-04-11",55.02
"69","2007-04-12",56.59
"70","2007-04-13",56.98
"71","2007-04-16",57.439999
"72","2007-04-17",57.310001
"73","2007-04-18",57.060001
"74","2007-04-19",56.599998
"75","2007-04-20",56.700001
"76","2007-04-23",57.790001
"77","2007-04-24",58.650002
"78","2007-04-25",58.450001
"79","2007-04-26",58.650002
"80","2007-04-27",57.970001
"81","2007-04-30",57.02
"82","2007-05-01",57.48
"83","2007-05-02",59.09
"84","2007-05-03",59.209999
"85","2007-05-04",59.380001
"86","2007-05-07",59.34
"87","2007-05-08",59.52
"88","2007-05-09",59.700001
"89","2007-05-10",58.68
"90","2007-05-11",59
"91","2007-05-14",58.740002
"92","2007-05-15",57.919998
"93","2007-05-16",57
"94","2007-05-17",56.439999
"95","2007-05-18",56.599998
"96","2007-05-21",56.91
"97","2007-05-22",58.779999
"98","2007-05-23",58.43
"99","2007-05-24",57.529999
"100","2007-05-25",58.060001
"101","2007-05-29",58.650002
"102","2007-05-30",59.84
"103","2007-05-31",59.950001
"104","2007-06-01",59.669998
"105","2007-06-04",59.889999
"106","2007-06-05",59.450001
"107","2007-06-06",59.43
"108","2007-06-07",58.82
"109","2007-06-08",60.169998
"110","2007-06-11",61.639999
"111","2007-06-12",61.950001
"112","2007-06-13",62.849998
"113","2007-06-14",63.080002
"114","2007-06-15",63.900002
"115","2007-06-18",63.5
"116","2007-06-19",63.48
"117","2007-06-20",63.349998
"118","2007-06-21",62.950001
"119","2007-06-22",61.84
"120","2007-06-25",60.700001
"121","2007-06-26",60.380001
"122","2007-06-27",60.610001
"123","2007-06-28",60.869999
"124","2007-06-29",60.869999
"125","2007-07-02",60.279999
"126","2007-07-03",61.060001
"127","2007-07-05",63.400002
"128","2007-07-06",63.939999
"129","2007-07-09",63.52
"130","2007-07-10",61.82
"131","2007-07-11",62.200001
"132","2007-07-12",62.630001
"133","2007-07-13",62.419998
"134","2007-07-16",61.990002
"135","2007-07-17",61.950001
"136","2007-07-18",61.27
"137","2007-07-19",62.18
"138","2007-07-20",61.09
"139","2007-07-23",61
"140","2007-07-24",56.84
"141","2007-07-25",57.73
"142","2007-07-26",55.25
"143","2007-07-27",53.360001
"144","2007-07-30",53.43
"145","2007-07-31",53.549999
"146","2007-08-01",54.119999
"147","2007-08-02",54.5
"148","2007-08-03",52.049999
"149","2007-08-06",50.959999
"150","2007-08-07",50.880001
"151","2007-08-08",53.200001
"152","2007-08-09",50.189999
"153","2007-08-10",50.470001
"154","2007-08-13",51.09
"155","2007-08-14",52.439999
"156","2007-08-15",51.630001
"157","2007-08-16",51.099998
"158","2007-08-17",52.849998
"159","2007-08-20",54.540001
"160","2007-08-21",55.880001
"161","2007-08-22",57.189999
"162","2007-08-23",57.970001
"163","2007-08-24",57.84
"164","2007-08-27",56.889999
"165","2007-08-28",55.950001
"166","2007-08-29",56.049999
"167","2007-08-30",56.970001
"168","2007-08-31",57.18
"169","2007-09-04",57.400002
"170","2007-09-05",56.580002
"171","2007-09-06",56.810001
"172","2007-09-07",54.400002
"173","2007-09-10",54.459999
"174","2007-09-11",56.34
"175","2007-09-12",56.130001
"176","2007-09-13",57.599998
"177","2007-09-14",58.040001
"178","2007-09-17",56.509998
"179","2007-09-18",59
"180","2007-09-19",59.189999
"181","2007-09-20",58.709999
"182","2007-09-21",58.400002
"183","2007-09-24",58.139999
"184","2007-09-25",60.049999
"185","2007-09-26",60.240002
"186","2007-09-27",61.029999
"187","2007-09-28",62.290001
"188","2007-10-01",64.589996
"189","2007-10-02",65.349998
"190","2007-10-03",65.650002
"191","2007-10-04",65.599998
"192","2007-10-05",65.900002
"193","2007-10-08",64.919998
"194","2007-10-09",64.489998
"195","2007-10-10",64.190002
"196","2007-10-11",64.089996
"197","2007-10-12",64.419998
"198","2007-10-15",63.470001
"199","2007-10-16",62.599998
"200","2007-10-17",63.18
"201","2007-10-18",63.290001
"202","2007-10-19",61.459999
"203","2007-10-22",61.110001
"204","2007-10-23",60.880001
"205","2007-10-24",60.580002
"206","2007-10-25",60.630001
"207","2007-10-26",61.369999
"208","2007-10-29",60.200001
"209","2007-10-30",60.52
"210","2007-10-31",60.689999
"211","2007-11-01",57.830002
"212","2007-11-02",56.91
"213","2007-11-05",55.830002
"214","2007-11-06",55.98
"215","2007-11-07",54.720001
"216","2007-11-08",53.049999
"217","2007-11-09",52.110001
"218","2007-11-12",51.919998
"219","2007-11-13",53.470001
"220","2007-11-14",51.709999
"221","2007-11-15",51.290001
"222","2007-11-16",51.200001
"223","2007-11-19",50.029999
"224","2007-11-20",48.860001
"225","2007-11-21",49.91
"226","2007-11-23",50.740002
"227","2007-11-26",50.27
"228","2007-11-27",51.529999
"229","2007-11-28",53.41
"230","2007-11-29",55
"231","2007-11-30",55.509998
"232","2007-12-03",54
"233","2007-12-04",53.110001
"234","2007-12-05",53.360001
"235","2007-12-06",54.279999
"236","2007-12-07",53.34
"237","2007-12-10",51.099998
"238","2007-12-11",49.130001
"239","2007-12-12",48.639999
"240","2007-12-13",47.709999
"241","2007-12-14",46.66
"242","2007-12-17",46.099998
"243","2007-12-18",46.830002
"244","2007-12-19",46.419998
"245","2007-12-20",47
"246","2007-12-21",49.060001
"247","2007-12-24",51.09
"248","2007-12-26",51
"249","2007-12-27",51.900002
"250","2007-12-28",53.049999
"251","2007-12-31",53.810001
"252","2008-01-02",52.07
"253","2008-01-03",52.380001
"254","2008-01-04",52.220001
"255","2008-01-07",51.669998
"256","2008-01-08",51.130001
"257","2008-01-09",52.369999
"258","2008-01-10",52.66
"259","2008-01-11",49.93
"260","2008-01-14",49.5
