"","date","PBA"
"1","2010-10-06",20.82
"2","2010-10-07",20.860001
"3","2010-10-08",21.129999
"4","2010-10-11",21.129999
"5","2010-10-12",22.040001
"6","2010-10-13",21.799999
"7","2010-10-14",21.709999
"8","2010-10-15",21.48
"9","2010-10-18",21.74
"10","2010-10-19",21.34
"11","2010-10-20",21.790001
"12","2010-10-21",21.48
"13","2010-10-22",21.379999
"14","2010-10-25",21.66
"15","2010-10-26",21.299999
"16","2010-10-27",21.16
"17","2010-10-28",21.07
"18","2010-10-29",21.620001
"19","2010-11-01",21.540001
"20","2010-11-02",21.82
"21","2010-11-03",21.93
"22","2010-11-04",20.969999
"23","2010-11-05",20.620001
"24","2010-11-08",21.200001
"25","2010-11-09",20.889999
"26","2010-11-10",21.23
"27","2010-11-11",21.030001
"28","2010-11-12",20.75
"29","2010-11-15",20.870001
"30","2010-11-16",20.860001
"31","2010-11-17",21.120001
"32","2010-11-18",21.309999
"33","2010-11-19",21.620001
"34","2010-11-22",21.5
"35","2010-11-23",21.280001
"36","2010-11-24",21.379999
"37","2010-11-26",20.860001
"38","2010-11-29",20.6
"39","2010-11-30",20.690001
"40","2010-12-01",20.85
"41","2010-12-02",20.9
"42","2010-12-03",21
"43","2010-12-06",21.110001
"44","2010-12-07",20.950001
"45","2010-12-08",21
"46","2010-12-09",21.190001
"47","2010-12-10",21.1
"48","2010-12-13",21.25
"49","2010-12-14",21.6
"50","2010-12-15",22.25
"51","2010-12-16",21.799999
"52","2010-12-17",21.5
"53","2010-12-20",21.5
"54","2010-12-21",21.42
"55","2010-12-22",21.42
"56","2010-12-23",21.5
"57","2010-12-27",21.5
"58","2010-12-28",21.5
"59","2010-12-29",21.860001
"60","2010-12-30",21.66
"61","2010-12-31",21.67
"62","2011-01-03",21.67
"63","2011-01-04",21.67
"64","2011-01-05",21.84
"65","2011-01-06",21.790001
"66","2011-01-07",21.93
"67","2011-01-10",21.889999
"68","2011-01-11",22.15
"69","2011-01-12",22.309999
"70","2011-01-13",22.25
"71","2011-01-14",22.459999
"72","2011-01-18",22.290001
"73","2011-01-19",21.809999
"74","2011-01-20",21.889999
"75","2011-01-21",21.5
"76","2011-01-24",21.77
"77","2011-01-25",21.68
"78","2011-01-26",22.07
"79","2011-01-27",22.09
"80","2011-01-28",22.049999
"81","2011-01-31",22.17
"82","2011-02-01",22.209999
"83","2011-02-02",22.4
"84","2011-02-03",22.530001
"85","2011-02-04",22.639999
"86","2011-02-07",22.65
"87","2011-02-08",22.65
"88","2011-02-09",22.33
"89","2011-02-10",22.34
"90","2011-02-11",22.540001
"91","2011-02-14",22.5
"92","2011-02-15",22.379999
"93","2011-02-16",22.5
"94","2011-02-17",22.219999
"95","2011-02-18",22.379999
"96","2011-02-22",22.190001
"97","2011-02-23",22.01
"98","2011-02-24",22.049999
"99","2011-02-25",22.309999
"100","2011-02-28",22.639999
"101","2011-03-01",22.799999
"102","2011-03-02",22.74
"103","2011-03-03",22.49
"104","2011-03-04",22.389999
"105","2011-03-07",22.190001
"106","2011-03-08",22.02
"107","2011-03-09",21.91
"108","2011-03-10",21.99
"109","2011-03-11",22.530001
"110","2011-03-14",22.65
"111","2011-03-15",22.379999
"112","2011-03-16",22.129999
"113","2011-03-17",22.309999
"114","2011-03-18",22.309999
"115","2011-03-21",22.610001
"116","2011-03-22",22.84
"117","2011-03-23",22.82
"118","2011-03-24",22.879999
"119","2011-03-25",22.82
"120","2011-03-28",23.049999
"121","2011-03-29",23.02
"122","2011-03-30",23.200001
"123","2011-03-31",23.629999
"124","2011-04-01",23.65
"125","2011-04-04",23.77
"126","2011-04-05",23.84
"127","2011-04-06",23.639999
"128","2011-04-07",23.35
"129","2011-04-08",23.530001
"130","2011-04-11",23.42
"131","2011-04-12",23.41
"132","2011-04-13",23.57
"133","2011-04-14",23.65
"134","2011-04-15",23.940001
"135","2011-04-18",23.75
"136","2011-04-19",24.030001
"137","2011-04-20",24.219999
"138","2011-04-21",24.200001
"139","2011-04-25",24.16
"140","2011-04-26",23.9
"141","2011-04-27",23.870001
"142","2011-04-28",24.459999
"143","2011-04-29",24.290001
"144","2011-05-02",24.34
"145","2011-05-03",24.27
"146","2011-05-04",24.120001
"147","2011-05-05",23.780001
"148","2011-05-06",24.110001
"149","2011-05-09",24.07
"150","2011-05-10",24.370001
"151","2011-05-11",24.120001
"152","2011-05-12",24.27
"153","2011-05-13",24.040001
"154","2011-05-16",24.110001
"155","2011-05-17",23.860001
"156","2011-05-18",24.209999
"157","2011-05-19",24.48
"158","2011-05-20",24.41
"159","2011-05-23",24.41
"160","2011-05-24",24.5
"161","2011-05-25",24.58
"162","2011-05-26",25.120001
"163","2011-05-27",25.02
"164","2011-05-31",25.35
"165","2011-06-01",25.09
"166","2011-06-02",25.33
"167","2011-06-03",25.17
"168","2011-06-06",24.959999
"169","2011-06-07",25.17
"170","2011-06-08",24.93
"171","2011-06-09",25.15
"172","2011-06-10",24.92
"173","2011-06-13",24.68
"174","2011-06-14",25.370001
"175","2011-06-15",24.83
"176","2011-06-16",24.32
"177","2011-06-17",24.620001
"178","2011-06-20",25.049999
"179","2011-06-21",25.200001
"180","2011-06-22",25.719999
"181","2011-06-23",25.360001
"182","2011-06-24",25.049999
"183","2011-06-27",24.879999
"184","2011-06-28",25.4
"185","2011-06-29",25.98
"186","2011-06-30",26.280001
"187","2011-07-01",26.280001
"188","2011-07-05",26.440001
"189","2011-07-06",26.16
"190","2011-07-07",26.700001
"191","2011-07-08",26.610001
"192","2011-07-11",25.790001
"193","2011-07-12",25.879999
"194","2011-07-13",26.4
"195","2011-07-14",26.200001
"196","2011-07-15",26.709999
"197","2011-07-18",26.85
"198","2011-07-19",26.959999
"199","2011-07-20",26.889999
"200","2011-07-21",26.68
"201","2011-07-22",26.809999
"202","2011-07-25",27.18
"203","2011-07-26",26.780001
"204","2011-07-27",26.450001
"205","2011-07-28",26.690001
"206","2011-07-29",26.450001
"207","2011-08-01",26.450001
"208","2011-08-02",26.540001
"209","2011-08-03",26.59
"210","2011-08-04",25.969999
"211","2011-08-05",25.49
"212","2011-08-08",24.280001
"213","2011-08-09",25.15
"214","2011-08-10",25.200001
"215","2011-08-11",26.15
"216","2011-08-12",26.51
"217","2011-08-15",26.66
"218","2011-08-16",26.790001
"219","2011-08-17",26
"220","2011-08-18",25.57
"221","2011-08-19",25.4
"222","2011-08-22",25.32
"223","2011-08-23",25.51
"224","2011-08-24",25.389999
"225","2011-08-25",25.51
"226","2011-08-26",25.68
"227","2011-08-29",26.040001
"228","2011-08-30",26.129999
"229","2011-08-31",26.08
"230","2011-09-01",25.98
"231","2011-09-02",25.83
"232","2011-09-06",25.65
"233","2011-09-07",25.59
"234","2011-09-08",25.469999
"235","2011-09-09",25.16
"236","2011-09-12",24.77
"237","2011-09-13",25.01
"238","2011-09-14",24.860001
"239","2011-09-15",25.23
"240","2011-09-16",25.6
"241","2011-09-19",25.209999
"242","2011-09-20",25.280001
"243","2011-09-21",24.860001
"244","2011-09-22",23.68
"245","2011-09-23",23.82
"246","2011-09-26",24.33
"247","2011-09-27",24.950001
"248","2011-09-28",24.76
"249","2011-09-29",24.75
"250","2011-09-30",24.450001
"251","2011-10-03",23.66
"252","2011-10-04",23.15
"253","2011-10-05",23.610001
"254","2011-10-06",24.25
"255","2011-10-07",24.16
"256","2011-10-10",24.16
"257","2011-10-11",24.57
"258","2011-10-12",25.01
"259","2011-10-13",24.93
"260","2011-10-14",25.27
"261","2011-10-17",25.49
"262","2011-10-18",25.629999
"263","2011-10-19",25.48
"264","2011-10-20",25.77
"265","2011-10-21",25.85
"266","2011-10-24",26.08
"267","2011-10-25",25.6
"268","2011-10-26",26.309999
"269","2011-10-27",26.85
"270","2011-10-28",26.870001
"271","2011-10-31",27.299999
"272","2011-11-01",26.68
"273","2011-11-02",26.790001
"274","2011-11-03",27.08
"275","2011-11-04",27.030001
"276","2011-11-07",27.219999
"277","2011-11-08",27.389999
"278","2011-11-09",26.99
"279","2011-11-10",27.620001
"280","2011-11-11",27.32
"281","2011-11-14",27.49
"282","2011-11-15",27.48
"283","2011-11-16",28.5
"284","2011-11-17",27.66
"285","2011-11-18",27.860001
"286","2011-11-21",27.790001
"287","2011-11-22",27.809999
"288","2011-11-23",27.57
"289","2011-11-25",27.18
"290","2011-11-28",28.450001
"291","2011-11-29",28.450001
"292","2011-11-30",28.959999
"293","2011-12-01",29.48
"294","2011-12-02",28.99
"295","2011-12-05",29.280001
"296","2011-12-06",29.860001
"297","2011-12-07",30.799999
"298","2011-12-08",29.59
"299","2011-12-09",30.110001
"300","2011-12-12",29.190001
"301","2011-12-13",28.870001
"302","2011-12-14",28.33
"303","2011-12-15",28.940001
"304","2011-12-16",29.23
"305","2011-12-19",29.040001
"306","2011-12-20",29.049999
"307","2011-12-21",29.43
"308","2011-12-22",29.889999
"309","2011-12-23",29.52
"310","2011-12-27",29.52
"311","2011-12-28",29.200001
"312","2011-12-29",29.290001
"313","2011-12-30",29.17
"314","2012-01-03",29.6
"315","2012-01-04",29.309999
"316","2012-01-05",29.299999
"317","2012-01-06",28.940001
"318","2012-01-09",28.889999
"319","2012-01-10",28.82
"320","2012-01-11",28.09
"321","2012-01-12",26.709999
"322","2012-01-13",27.18
"323","2012-01-17",27.200001
"324","2012-01-18",27.209999
"325","2012-01-19",27.15
"326","2012-01-20",26.799999
"327","2012-01-23",26.950001
"328","2012-01-24",26.370001
"329","2012-01-25",26.559999
"330","2012-01-26",26.66
"331","2012-01-27",26.530001
"332","2012-01-30",26.860001
"333","2012-01-31",26.92
"334","2012-02-01",27.58
"335","2012-02-02",27.5
"336","2012-02-03",28.01
"337","2012-02-06",28.110001
"338","2012-02-07",28.33
"339","2012-02-08",28.66
"340","2012-02-09",28.84
"341","2012-02-10",28.629999
"342","2012-02-13",28.690001
"343","2012-02-14",28.459999
"344","2012-02-15",28.719999
"345","2012-02-16",28.98
"346","2012-02-17",28.99
"347","2012-02-21",28.860001
"348","2012-02-22",28.540001
"349","2012-02-23",28.549999
"350","2012-02-24",28.379999
"351","2012-02-27",28.370001
"352","2012-02-28",28.459999
"353","2012-02-29",28.34
"354","2012-03-01",28.190001
"355","2012-03-02",27.959999
"356","2012-03-05",27.559999
"357","2012-03-06",27.139999
"358","2012-03-07",27.950001
"359","2012-03-08",28.370001
"360","2012-03-09",28.27
"361","2012-03-12",28.139999
"362","2012-03-13",28.389999
"363","2012-03-14",28.32
"364","2012-03-15",28.4
"365","2012-03-16",28.370001
"366","2012-03-19",28.41
"367","2012-03-20",27.84
"368","2012-03-21",27.450001
"369","2012-03-22",27
"370","2012-03-23",27.620001
"371","2012-03-26",27.969999
"372","2012-03-27",28.049999
"373","2012-03-28",28.01
"374","2012-03-29",28.09
"375","2012-03-30",28.16
"376","2012-04-02",28.799999
"377","2012-04-03",29.08
"378","2012-04-04",28.969999
"379","2012-04-05",29.66
"380","2012-04-09",29.719999
"381","2012-04-10",29
"382","2012-04-11",29.52
"383","2012-04-12",29.5
"384","2012-04-13",29.549999
"385","2012-04-16",29.75
"386","2012-04-17",29.620001
"387","2012-04-18",29.379999
"388","2012-04-19",29.1
"389","2012-04-20",29.280001
"390","2012-04-23",29.459999
"391","2012-04-24",29.879999
"392","2012-04-25",30.219999
"393","2012-04-26",30.209999
"394","2012-04-27",30.48
"395","2012-04-30",30.219999
"396","2012-05-01",30.110001
"397","2012-05-02",30.16
"398","2012-05-03",30.15
"399","2012-05-04",30.799999
"400","2012-05-07",30.85
"401","2012-05-08",30.24
"402","2012-05-09",30.299999
"403","2012-05-10",30.6
"404","2012-05-11",30.379999
"405","2012-05-14",30.27
"406","2012-05-15",29.809999
"407","2012-05-16",29.450001
"408","2012-05-17",29.27
"409","2012-05-18",29.32
"410","2012-05-21",28.389999
"411","2012-05-22",29.18
"412","2012-05-23",29.01
"413","2012-05-24",28.68
"414","2012-05-25",28.370001
"415","2012-05-29",28.01
"416","2012-05-30",27.34
"417","2012-05-31",26.940001
"418","2012-06-01",25.83
"419","2012-06-04",25.809999
"420","2012-06-05",26.66
"421","2012-06-06",26.860001
"422","2012-06-07",26.549999
"423","2012-06-08",26.459999
"424","2012-06-11",25.870001
"425","2012-06-12",26
"426","2012-06-13",26.379999
"427","2012-06-14",26.01
"428","2012-06-15",26.209999
"429","2012-06-18",26.35
"430","2012-06-19",26.98
"431","2012-06-20",26.73
"432","2012-06-21",25.82
"433","2012-06-22",25.83
"434","2012-06-25",24.690001
"435","2012-06-26",25.110001
"436","2012-06-27",24.9
"437","2012-06-28",24.700001
"438","2012-06-29",25.610001
"439","2012-07-02",25.299999
"440","2012-07-03",26.23
"441","2012-07-05",26.370001
"442","2012-07-06",25.98
"443","2012-07-09",25.82
"444","2012-07-10",25.809999
"445","2012-07-11",25.77
"446","2012-07-12",25.99
"447","2012-07-13",26.16
"448","2012-07-16",26.450001
"449","2012-07-17",26.700001
"450","2012-07-18",27.15
"451","2012-07-19",27.540001
"452","2012-07-20",27.129999
"453","2012-07-23",26.83
"454","2012-07-24",26.25
"455","2012-07-25",26.48
"456","2012-07-26",26.620001
"457","2012-07-27",26.84
"458","2012-07-30",26.83
"459","2012-07-31",26.67
"460","2012-08-01",26.48
"461","2012-08-02",26.32
"462","2012-08-03",26.27
"463","2012-08-06",26.48
"464","2012-08-07",26.450001
"465","2012-08-08",26.629999
"466","2012-08-09",26.719999
"467","2012-08-10",26.34
"468","2012-08-13",26.24
"469","2012-08-14",27.27
"470","2012-08-15",27.469999
"471","2012-08-16",27.49
