"","date","E"
"1","2007-01-03",66.720001
"2","2007-01-04",65.550003
"3","2007-01-05",65.099998
"4","2007-01-08",64.75
"5","2007-01-09",63.950001
"6","2007-01-10",62.900002
"7","2007-01-11",63.299999
"8","2007-01-12",64.059998
"9","2007-01-16",63.73
"10","2007-01-17",63.240002
"11","2007-01-18",63.459999
"12","2007-01-19",64.169998
"13","2007-01-22",63.790001
"14","2007-01-23",64.959999
"15","2007-01-24",65.230003
"16","2007-01-25",64.150002
"17","2007-01-26",64.330002
"18","2007-01-29",63.970001
"19","2007-01-30",64.57
"20","2007-01-31",64.470001
"21","2007-02-01",64.919998
"22","2007-02-02",64.25
"23","2007-02-05",64.580002
"24","2007-02-06",64.470001
"25","2007-02-07",64.260002
"26","2007-02-08",64.589996
"27","2007-02-09",64
"28","2007-02-12",63.48
"29","2007-02-13",64.559998
"30","2007-02-14",64.459999
"31","2007-02-15",64.599998
"32","2007-02-16",64.18
"33","2007-02-20",63.240002
"34","2007-02-21",63.099998
"35","2007-02-22",63.32
"36","2007-02-23",62.310001
"37","2007-02-26",63.689999
"38","2007-02-27",61.439999
"39","2007-02-28",61.25
"40","2007-03-01",61
"41","2007-03-02",60.43
"42","2007-03-05",60.220001
"43","2007-03-06",61.57
"44","2007-03-07",61.68
"45","2007-03-08",61.91
"46","2007-03-09",61.939999
"47","2007-03-12",61.73
"48","2007-03-13",60.669998
"49","2007-03-14",60.939999
"50","2007-03-15",60.900002
"51","2007-03-16",61.060001
"52","2007-03-19",61.599998
"53","2007-03-20",61.490002
"54","2007-03-21",62.580002
"55","2007-03-22",62.830002
"56","2007-03-23",63.919998
"57","2007-03-26",63.919998
"58","2007-03-27",63.619999
"59","2007-03-28",64.059998
"60","2007-03-29",64.889999
"61","2007-03-30",64.830002
"62","2007-04-02",64.709999
"63","2007-04-03",64.75
"64","2007-04-04",64.75
"65","2007-04-05",65.269997
"66","2007-04-09",64.870003
"67","2007-04-10",65.779999
"68","2007-04-11",65.599998
"69","2007-04-12",66.440002
"70","2007-04-13",66.919998
"71","2007-04-16",66.980003
"72","2007-04-17",67.080002
"73","2007-04-18",66.839996
"74","2007-04-19",66
"75","2007-04-20",66.809998
"76","2007-04-23",66.220001
"77","2007-04-24",66.410004
"78","2007-04-25",67.449997
"79","2007-04-26",66.650002
"80","2007-04-27",66.769997
"81","2007-04-30",66.239998
"82","2007-05-01",66.150002
"83","2007-05-02",67.470001
"84","2007-05-03",67.75
"85","2007-05-04",68.099998
"86","2007-05-07",68.160004
"87","2007-05-08",67.489998
"88","2007-05-09",67.639999
"89","2007-05-10",65.68
"90","2007-05-11",67.529999
"91","2007-05-14",67.639999
"92","2007-05-15",68.489998
"93","2007-05-16",69.07
"94","2007-05-17",69.489998
"95","2007-05-18",70.620003
"96","2007-05-21",71.010002
"97","2007-05-22",70.639999
"98","2007-05-23",71.25
"99","2007-05-24",70.160004
"100","2007-05-25",71.089996
"101","2007-05-29",70.010002
"102","2007-05-30",70.540001
"103","2007-05-31",70.669998
"104","2007-06-01",70.949997
"105","2007-06-04",70.82
"106","2007-06-05",71.300003
"107","2007-06-06",70.860001
"108","2007-06-07",70.040001
"109","2007-06-08",70.599998
"110","2007-06-11",70.25
"111","2007-06-12",69.849998
"112","2007-06-13",70.800003
"113","2007-06-14",72.389999
"114","2007-06-15",72.690002
"115","2007-06-18",71.32
"116","2007-06-19",72.839996
"117","2007-06-20",71.709999
"118","2007-06-21",71.970001
"119","2007-06-22",71.360001
"120","2007-06-25",70.970001
"121","2007-06-26",70.699997
"122","2007-06-27",70.870003
"123","2007-06-28",71.510002
"124","2007-06-29",72.349998
"125","2007-07-02",74.559998
"126","2007-07-03",74.900002
"127","2007-07-05",74.050003
"128","2007-07-06",75.440002
"129","2007-07-09",77.150002
"130","2007-07-10",76.629997
"131","2007-07-11",76.919998
"132","2007-07-12",78.290001
"133","2007-07-13",77.830002
"134","2007-07-16",77.440002
"135","2007-07-17",76.709999
"136","2007-07-18",77
"137","2007-07-19",76.540001
"138","2007-07-20",75.18
"139","2007-07-23",75.879997
"140","2007-07-24",74.169998
"141","2007-07-25",73.709999
"142","2007-07-26",72.019997
"143","2007-07-27",69.279999
"144","2007-07-30",70.349998
"145","2007-07-31",69.760002
"146","2007-08-01",69.540001
"147","2007-08-02",68.559998
"148","2007-08-03",66.769997
"149","2007-08-06",68.510002
"150","2007-08-07",69.660004
"151","2007-08-08",70.110001
"152","2007-08-09",67.25
"153","2007-08-10",66.690002
"154","2007-08-13",66.400002
"155","2007-08-14",65.68
"156","2007-08-15",64.379997
"157","2007-08-16",63.16
"158","2007-08-17",64.599998
"159","2007-08-20",64.580002
"160","2007-08-21",63.639999
"161","2007-08-22",66.129997
"162","2007-08-23",66.260002
"163","2007-08-24",68.330002
"164","2007-08-27",67.220001
"165","2007-08-28",65.669998
"166","2007-08-29",67.809998
"167","2007-08-30",67.699997
"168","2007-08-31",68.980003
"169","2007-09-04",68.730003
"170","2007-09-05",68.190002
"171","2007-09-06",69.389999
"172","2007-09-07",68.629997
"173","2007-09-10",69.110001
"174","2007-09-11",70.010002
"175","2007-09-12",70.169998
"176","2007-09-13",70.459999
"177","2007-09-14",70.230003
"178","2007-09-17",69.290001
"179","2007-09-18",71.940002
"180","2007-09-19",72.800003
"181","2007-09-20",73.879997
"182","2007-09-21",73.389999
"183","2007-09-24",73.709999
"184","2007-09-25",73.32
"185","2007-09-26",73.989998
"186","2007-09-27",74.110001
"187","2007-09-28",73.760002
"188","2007-10-01",74.980003
"189","2007-10-02",73.379997
"190","2007-10-03",72.370003
"191","2007-10-04",73.080002
