"","date","HMC"
"1","2007-01-03",39.709999
"2","2007-01-04",40.040001
"3","2007-01-05",38.669998
"4","2007-01-08",38.889999
"5","2007-01-09",38.91
"6","2007-01-10",37.939999
"7","2007-01-11",38
"8","2007-01-12",38.5
"9","2007-01-16",38.740002
"10","2007-01-17",38.41
"11","2007-01-18",39.299999
"12","2007-01-19",39.889999
"13","2007-01-22",39.099998
"14","2007-01-23",39.68
"15","2007-01-24",40.639999
"16","2007-01-25",38.959999
"17","2007-01-26",39.07
"18","2007-01-29",39.02
"19","2007-01-30",39.700001
"20","2007-01-31",39.330002
"21","2007-02-01",39.200001
"22","2007-02-02",38.240002
"23","2007-02-05",37.669998
"24","2007-02-06",38.509998
"25","2007-02-07",38.580002
"26","2007-02-08",38.869999
"27","2007-02-09",39.580002
"28","2007-02-12",39.32
"29","2007-02-13",40.5
"30","2007-02-14",40.779999
"31","2007-02-15",40.02
"32","2007-02-16",39.080002
"33","2007-02-20",39.009998
"34","2007-02-21",38.259998
"35","2007-02-22",38.09
"36","2007-02-23",38.16
"37","2007-02-26",38.599998
"38","2007-02-27",37.189999
"39","2007-02-28",37.150002
"40","2007-03-01",36.380001
"41","2007-03-02",35.84
"42","2007-03-05",36.299999
"43","2007-03-06",36.759998
"44","2007-03-07",36.330002
"45","2007-03-08",37.09
"46","2007-03-09",36.720001
"47","2007-03-12",36.599998
"48","2007-03-13",35.77
"49","2007-03-14",35.52
"50","2007-03-15",35.540001
"51","2007-03-16",35.09
"52","2007-03-19",35.41
"53","2007-03-20",35.740002
"54","2007-03-21",36.18
"55","2007-03-22",36.029999
"56","2007-03-23",36.439999
"57","2007-03-26",36.139999
"58","2007-03-27",35.790001
"59","2007-03-28",34.900002
"60","2007-03-29",34.889999
"61","2007-03-30",34.869999
"62","2007-04-02",34.689999
"63","2007-04-03",35.490002
"64","2007-04-04",36.009998
"65","2007-04-05",35.490002
"66","2007-04-09",35.299999
"67","2007-04-10",34.759998
"68","2007-04-11",33.98
"69","2007-04-12",34.220001
"70","2007-04-13",33.880001
"71","2007-04-16",34.34
"72","2007-04-17",34.049999
"73","2007-04-18",34.5
"74","2007-04-19",34.810001
"75","2007-04-20",34.950001
"76","2007-04-23",34.779999
"77","2007-04-24",34.18
"78","2007-04-25",34.119999
"79","2007-04-26",34.200001
"80","2007-04-27",34.639999
"81","2007-04-30",34.43
"82","2007-05-01",34.130001
"83","2007-05-02",33.759998
"84","2007-05-03",33.75
"85","2007-05-04",33.830002
"86","2007-05-07",34.330002
"87","2007-05-08",33.950001
"88","2007-05-09",34.029999
"89","2007-05-10",33.330002
"90","2007-05-11",34
"91","2007-05-14",34.200001
"92","2007-05-15",34.240002
"93","2007-05-16",34.450001
"94","2007-05-17",34.450001
"95","2007-05-18",34.5
"96","2007-05-21",34.369999
"97","2007-05-22",34.060001
"98","2007-05-23",34.009998
"99","2007-05-24",34.32
"100","2007-05-25",34.439999
"101","2007-05-29",34.82
"102","2007-05-30",34.650002
"103","2007-05-31",35.330002
"104","2007-06-01",35.560001
"105","2007-06-04",35.389999
"106","2007-06-05",35.23
"107","2007-06-06",34.860001
"108","2007-06-07",34.66
"109","2007-06-08",34.619999
"110","2007-06-11",34.950001
"111","2007-06-12",34.310001
"112","2007-06-13",35.029999
"113","2007-06-14",35.040001
"114","2007-06-15",35.529999
"115","2007-06-18",35.73
"116","2007-06-19",36
"117","2007-06-20",35.43
"118","2007-06-21",35.610001
"119","2007-06-22",35.220001
"120","2007-06-25",35.529999
"121","2007-06-26",35.43
"122","2007-06-27",35.66
"123","2007-06-28",36.25
"124","2007-06-29",36.290001
"125","2007-07-02",37.400002
"126","2007-07-03",37.450001
"127","2007-07-05",37.029999
"128","2007-07-06",36.950001
"129","2007-07-09",37.040001
"130","2007-07-10",36.59
"131","2007-07-11",36.619999
"132","2007-07-12",37.099998
"133","2007-07-13",37.57
"134","2007-07-16",37.529999
"135","2007-07-17",37.099998
"136","2007-07-18",36.77
"137","2007-07-19",37
"138","2007-07-20",37.279999
"139","2007-07-23",36.900002
"140","2007-07-24",36.82
"141","2007-07-25",36.84
"142","2007-07-26",35.75
"143","2007-07-27",35.650002
"144","2007-07-30",36
"145","2007-07-31",36.02
"146","2007-08-01",35.849998
"147","2007-08-02",35.189999
"148","2007-08-03",34.779999
"149","2007-08-06",35.09
"150","2007-08-07",35.290001
"151","2007-08-08",35
"152","2007-08-09",33.869999
"153","2007-08-10",33.490002
"154","2007-08-13",33.810001
"155","2007-08-14",33.68
"156","2007-08-15",32.93
"157","2007-08-16",31.950001
"158","2007-08-17",31.879999
"159","2007-08-20",31.790001
"160","2007-08-21",32.099998
"161","2007-08-22",32.139999
"162","2007-08-23",32.189999
"163","2007-08-24",32.34
"164","2007-08-27",32.459999
"165","2007-08-28",32.009998
"166","2007-08-29",32.5
"167","2007-08-30",31.85
"168","2007-08-31",32.919998
"169","2007-09-04",33.490002
"170","2007-09-05",33.060001
"171","2007-09-06",33.209999
"172","2007-09-07",32.57
"173","2007-09-10",32.57
"174","2007-09-11",32.610001
"175","2007-09-12",32.5
"176","2007-09-13",32.889999
"177","2007-09-14",33.32
"178","2007-09-17",33.130001
"179","2007-09-18",33.439999
"180","2007-09-19",33.599998
"181","2007-09-20",33.130001
"182","2007-09-21",32.93
"183","2007-09-24",32.91
"184","2007-09-25",32.950001
"185","2007-09-26",32.799999
"186","2007-09-27",33.389999
"187","2007-09-28",33.360001
"188","2007-10-01",33.68
"189","2007-10-02",33.73
"190","2007-10-03",33.299999
"191","2007-10-04",33.77
"192","2007-10-05",34.330002
"193","2007-10-08",34.189999
"194","2007-10-09",34.48
"195","2007-10-10",34.470001
"196","2007-10-11",34.48
"197","2007-10-12",34.290001
"198","2007-10-15",33.150002
"199","2007-10-16",33.189999
"200","2007-10-17",33.150002
"201","2007-10-18",33.279999
"202","2007-10-19",32.540001
"203","2007-10-22",32.84
"204","2007-10-23",33.080002
"205","2007-10-24",33.130001
"206","2007-10-25",33.419998
"207","2007-10-26",35.669998
"208","2007-10-29",36.400002
"209","2007-10-30",36.34
"210","2007-10-31",37.43
"211","2007-11-01",36.75
"212","2007-11-02",36.700001
"213","2007-11-05",37.029999
"214","2007-11-06",36.279999
"215","2007-11-07",35.450001
"216","2007-11-08",35.450001
"217","2007-11-09",34.27
"218","2007-11-12",33.889999
"219","2007-11-13",35.119999
"220","2007-11-14",34.619999
"221","2007-11-15",34.080002
"222","2007-11-16",34.279999
"223","2007-11-19",33.650002
"224","2007-11-20",34.119999
"225","2007-11-21",33
"226","2007-11-23",33.439999
"227","2007-11-26",33.049999
"228","2007-11-27",33.689999
"229","2007-11-28",33.849998
"230","2007-11-29",34.099998
"231","2007-11-30",34.41
"232","2007-12-03",33.490002
"233","2007-12-04",33.52
"234","2007-12-05",34.34
"235","2007-12-06",34.860001
"236","2007-12-07",34.93
"237","2007-12-10",35.099998
"238","2007-12-11",33.990002
"239","2007-12-12",34.290001
"240","2007-12-13",33.450001
"241","2007-12-14",32.630001
"242","2007-12-17",32.330002
"243","2007-12-18",32.560001
"244","2007-12-19",32.77
"245","2007-12-20",32.57
"246","2007-12-21",33.709999
"247","2007-12-24",33.68
"248","2007-12-26",33.580002
"249","2007-12-27",33
"250","2007-12-28",33.139999
"251","2007-12-31",33.139999
"252","2008-01-02",33.080002
"253","2008-01-03",33.099998
"254","2008-01-04",32.490002
"255","2008-01-07",32.5
"256","2008-01-08",31.549999
"257","2008-01-09",31.67
"258","2008-01-10",31.290001
"259","2008-01-11",31.209999
"260","2008-01-14",31.559999
"261","2008-01-15",29.620001
"262","2008-01-16",29.040001
"263","2008-01-17",29.09
"264","2008-01-18",29.59
"265","2008-01-22",28.790001
"266","2008-01-23",29.299999
"267","2008-01-24",29.200001
"268","2008-01-25",30.129999
"269","2008-01-28",30.049999
"270","2008-01-29",30.84
"271","2008-01-30",32
"272","2008-01-31",31.540001
"273","2008-02-01",32.029999
"274","2008-02-04",31.82
"275","2008-02-05",30.1
"276","2008-02-06",29.799999
"277","2008-02-07",29.65
"278","2008-02-08",29.280001
"279","2008-02-11",29.700001
"280","2008-02-12",29.67
"281","2008-02-13",29.4
"282","2008-02-14",30.219999
"283","2008-02-15",30.27
"284","2008-02-19",31.35
"285","2008-02-20",30.959999
"286","2008-02-21",30.940001
"287","2008-02-22",30.73
"288","2008-02-25",31.4
"289","2008-02-26",31.940001
"290","2008-02-27",32.099998
"291","2008-02-28",31.309999
"292","2008-02-29",30.6
"293","2008-03-03",30.16
"294","2008-03-04",29.65
"295","2008-03-05",29.83
"296","2008-03-06",29.41
"297","2008-03-07",28.77
"298","2008-03-10",28.780001
"299","2008-03-11",30.200001
"300","2008-03-12",29.73
"301","2008-03-13",29.469999
"302","2008-03-14",27.92
"303","2008-03-17",27.629999
"304","2008-03-18",27.68
"305","2008-03-19",27.33
"306","2008-03-20",27.799999
"307","2008-03-24",29.700001
"308","2008-03-25",30.65
"309","2008-03-26",30.280001
"310","2008-03-27",29.93
"311","2008-03-28",29.68
"312","2008-03-31",28.809999
"313","2008-04-01",29.879999
"314","2008-04-02",30.389999
"315","2008-04-03",29.76
"316","2008-04-04",28.82
"317","2008-04-07",29.190001
"318","2008-04-08",28.77
"319","2008-04-09",28
"320","2008-04-10",28.15
"321","2008-04-11",28.07
"322","2008-04-14",27.780001
"323","2008-04-15",27.860001
"324","2008-04-16",29.110001
"325","2008-04-17",29.59
