"","date","HNNA"
"1","2007-01-03",10.222222
"2","2007-01-04",10.222222
"3","2007-01-05",10.666667
"4","2007-01-08",10.666667
"5","2007-01-09",10.666667
"6","2007-01-10",10.622222
"7","2007-01-11",10.355556
"8","2007-01-12",10.444445
"9","2007-01-16",10.4
"10","2007-01-17",10.666667
"11","2007-01-18",10.666667
"12","2007-01-19",11.111111
"13","2007-01-22",11.551111
"14","2007-01-23",11.555555
"15","2007-01-24",11.555555
"16","2007-01-25",11.444445
"17","2007-01-26",11.111111
"18","2007-01-29",11.111111
"19","2007-01-30",11.111111
"20","2007-01-31",11.111111
"21","2007-02-01",11.444445
"22","2007-02-02",11.133333
"23","2007-02-05",11.111111
"24","2007-02-06",11.111111
"25","2007-02-07",11.333333
"26","2007-02-08",11.333333
"27","2007-02-09",11.333333
"28","2007-02-12",10.888889
"29","2007-02-13",11.333333
"30","2007-02-14",10.888889
"31","2007-02-15",10.888889
"32","2007-02-16",10.888889
"33","2007-02-20",11.333333
"34","2007-02-21",11.555555
"35","2007-02-22",11.555555
"36","2007-02-23",11.333333
"37","2007-02-26",11.111111
"38","2007-02-27",10.688889
"39","2007-02-28",10.711111
"40","2007-03-01",10.711111
"41","2007-03-02",10.688889
"42","2007-03-05",10.666667
"43","2007-03-06",10.711111
"44","2007-03-07",10.711111
"45","2007-03-08",10.833333
"46","2007-03-09",10.826667
"47","2007-03-12",10.666667
"48","2007-03-13",10.666667
"49","2007-03-14",10.666667
"50","2007-03-15",10.533334
"51","2007-03-16",10.533334
"52","2007-03-19",10.5
"53","2007-03-20",10.4
"54","2007-03-21",10.5
"55","2007-03-22",10.666667
"56","2007-03-23",10.5
"57","2007-03-26",10.5
"58","2007-03-27",10.5
"59","2007-03-28",10.5
"60","2007-03-29",10.333333
"61","2007-03-30",10.333333
"62","2007-04-02",10.133333
"63","2007-04-03",10.333333
"64","2007-04-04",10.333333
"65","2007-04-05",10.333333
"66","2007-04-09",10.133333
"67","2007-04-10",10.333333
"68","2007-04-11",10.133333
"69","2007-04-12",10.166667
"70","2007-04-13",10
"71","2007-04-16",9.966666
"72","2007-04-17",9.966666
"73","2007-04-18",9.966666
"74","2007-04-19",9.766666
"75","2007-04-20",9.733334
"76","2007-04-23",9.533334
"77","2007-04-24",9.5
"78","2007-04-25",9.533334
"79","2007-04-26",9.6
"80","2007-04-27",9.546667
"81","2007-04-30",9.5
"82","2007-05-01",9.333333
"83","2007-05-02",9.666667
"84","2007-05-03",9.206667
"85","2007-05-04",9.2
"86","2007-05-07",9.333333
"87","2007-05-08",9.333333
"88","2007-05-09",9.466666
"89","2007-05-10",9.466666
"90","2007-05-11",9.333333
"91","2007-05-14",9.333333
"92","2007-05-15",9.333333
"93","2007-05-16",9.466666
"94","2007-05-17",9.3
"95","2007-05-18",9.166667
"96","2007-05-21",9.166667
"97","2007-05-22",9.166667
"98","2007-05-23",9.333333
"99","2007-05-24",9.333333
"100","2007-05-25",9.333333
"101","2007-05-29",9.333333
"102","2007-05-30",9.333333
"103","2007-05-31",9.333333
"104","2007-06-01",9.2
"105","2007-06-04",9.146667
"106","2007-06-05",9.166667
"107","2007-06-06",9.166667
"108","2007-06-07",9.1
"109","2007-06-08",9.033334
"110","2007-06-11",9
"111","2007-06-12",9
"112","2007-06-13",9
"113","2007-06-14",8.8
"114","2007-06-15",8.766666
"115","2007-06-18",8.746667
"116","2007-06-19",8.826667
"117","2007-06-20",8.826667
"118","2007-06-21",8.926666
"119","2007-06-22",8.966666
"120","2007-06-25",8.966666
"121","2007-06-26",8.966666
"122","2007-06-27",8.866667
"123","2007-06-28",8.68
"124","2007-06-29",8.666667
"125","2007-07-02",8.666667
"126","2007-07-03",8.646667
"127","2007-07-05",8.66
"128","2007-07-06",8.333333
"129","2007-07-09",8.2
"130","2007-07-10",8.2
"131","2007-07-11",8.06
"132","2007-07-12",8
"133","2007-07-13",8
"134","2007-07-16",8
"135","2007-07-17",8.066667
"136","2007-07-18",8.266666
"137","2007-07-19",8.133333
"138","2007-07-20",8.193334
"139","2007-07-23",8.066667
"140","2007-07-24",8.6
"141","2007-07-25",8.333333
"142","2007-07-26",8.333333
"143","2007-07-27",8.4
"144","2007-07-30",8
"145","2007-07-31",8.333333
"146","2007-08-01",8.066667
"147","2007-08-02",8.066667
"148","2007-08-03",8.133333
"149","2007-08-06",8.066667
