"","date","OUT"
"1","2014-03-28",29.5
"2","2014-03-31",29.25
"3","2014-04-01",29.98
"4","2014-04-02",30.25
"5","2014-04-03",30.24
"6","2014-04-04",30.209999
"7","2014-04-07",29.469999
"8","2014-04-08",29.32
"9","2014-04-09",29.6
"10","2014-04-10",29.200001
"11","2014-04-11",27.93
"12","2014-04-14",29.120001
"13","2014-04-15",29.02
"14","2014-04-16",30.959999
"15","2014-04-17",30.42
"16","2014-04-21",30.469999
"17","2014-04-22",30.51
"18","2014-04-23",30.09
"19","2014-04-24",30.5
"20","2014-04-25",30.01
"21","2014-04-28",29.57
"22","2014-04-29",29.49
"23","2014-04-30",29.299999
"24","2014-05-01",29.43
"25","2014-05-02",29.799999
"26","2014-05-05",29.879999
"27","2014-05-06",29.299999
"28","2014-05-07",29.709999
"29","2014-05-08",30.48
"30","2014-05-09",31.41
"31","2014-05-12",32.450001
"32","2014-05-13",32.200001
"33","2014-05-14",32.630001
"34","2014-05-15",32.580002
"35","2014-05-16",32.75
"36","2014-05-19",32.75
"37","2014-05-20",32.709999
"38","2014-05-21",32.450001
"39","2014-05-22",32.439999
"40","2014-05-23",31.889999
"41","2014-05-27",31.959999
"42","2014-05-28",32.09
"43","2014-05-29",32.580002
"44","2014-05-30",32.470001
"45","2014-06-02",32.599998
"46","2014-06-03",32.279999
"47","2014-06-04",31.879999
"48","2014-06-05",31.9
"49","2014-06-06",32.490002
"50","2014-06-09",32.169998
"51","2014-06-10",32.060001
"52","2014-06-11",31.370001
"53","2014-06-12",32.110001
"54","2014-06-13",32.099998
"55","2014-06-16",32.799999
"56","2014-06-17",33.790001
"57","2014-06-18",33.919998
"58","2014-06-19",33.900002
"59","2014-06-20",34.150002
"60","2014-06-23",33.75
"61","2014-06-24",34.23
"62","2014-06-25",34.610001
"63","2014-06-26",35.150002
"64","2014-06-27",33.450001
"65","2014-06-30",32.68
"66","2014-07-01",31.5
"67","2014-07-02",32.150002
"68","2014-07-03",32.25
"69","2014-07-07",31.190001
"70","2014-07-08",31.4
"71","2014-07-09",32.66
"72","2014-07-10",32.59
"73","2014-07-11",32.32
"74","2014-07-14",32.5
"75","2014-07-15",32.779999
"76","2014-07-16",32.669998
"77","2014-07-17",33.049999
"78","2014-07-18",33.040001
"79","2014-07-21",34.52
"80","2014-07-22",34.48
"81","2014-07-23",34.25
"82","2014-07-24",34.32
"83","2014-07-25",34.189999
"84","2014-07-28",34.389999
"85","2014-07-29",34.380001
"86","2014-07-30",33.57
"87","2014-07-31",33.290001
"88","2014-08-01",33.330002
"89","2014-08-04",33.360001
"90","2014-08-05",33.330002
"91","2014-08-06",33.27
"92","2014-08-07",32.169998
"93","2014-08-08",32.419998
"94","2014-08-11",33.41
"95","2014-08-12",33.049999
"96","2014-08-13",33.529999
"97","2014-08-14",33.720001
"98","2014-08-15",33.970001
"99","2014-08-18",34.200001
"100","2014-08-19",34.290001
"101","2014-08-20",34.279999
"102","2014-08-21",34.259998
"103","2014-08-22",33.84
"104","2014-08-25",33.650002
"105","2014-08-26",33.540001
"106","2014-08-27",34.009998
"107","2014-08-28",34.119999
"108","2014-08-29",34.369999
"109","2014-09-02",34
"110","2014-09-03",34.029999
"111","2014-09-04",33.599998
"112","2014-09-05",33.18
"113","2014-09-08",33.299999
"114","2014-09-09",33.080002
"115","2014-09-10",31.49
"116","2014-09-11",30.860001
"117","2014-09-12",30.469999
"118","2014-09-15",30.59
"119","2014-09-16",31.200001
"120","2014-09-17",31.52
"121","2014-09-18",31.120001
"122","2014-09-19",30.76
"123","2014-09-22",30.200001
"124","2014-09-23",29.700001
"125","2014-09-24",29.99
"126","2014-09-25",29.74
"127","2014-09-26",29.77
"128","2014-09-29",29.799999
"129","2014-09-30",29.940001
"130","2014-10-01",29.43
"131","2014-10-02",29.110001
"132","2014-10-03",29.620001
"133","2014-10-06",29.57
"134","2014-10-07",29.5
"135","2014-10-08",30.02
"136","2014-10-09",29.299999
"137","2014-10-10",28.940001
"138","2014-10-13",28.530001
"139","2014-10-14",29.15
"140","2014-10-15",29.09
"141","2014-10-16",28.98
"142","2014-10-17",29.639999
"143","2014-10-20",29.98
"144","2014-10-21",30.120001
"145","2014-10-22",29.68
"146","2014-10-23",29.77
"147","2014-10-24",29.83
"148","2014-10-27",29.950001
"149","2014-10-28",30.43
"150","2014-10-29",30.049999
"151","2014-10-30",30.49
"152","2014-10-31",30.43
"153","2014-11-03",31.299999
"154","2014-11-04",30.879999
"155","2014-11-05",30.24
"156","2014-11-06",30.17
"157","2014-11-07",29.950001
"158","2014-11-10",30.41
"159","2014-11-11",30.709999
"160","2014-11-12",30.809999
"161","2014-11-13",31.08
"162","2014-11-14",30.98
"163","2014-11-17",30.639999
"164","2014-11-18",26.93
"165","2014-11-19",27.51
"166","2014-11-20",27.93
"167","2014-11-21",27.9
"168","2014-11-24",27.52
"169","2014-11-25",26.860001
"170","2014-11-26",27.01
"171","2014-11-28",27.059999
"172","2014-12-01",26.99
"173","2014-12-02",27.16
"174","2014-12-03",27.09
"175","2014-12-04",27.08
"176","2014-12-05",27.42
"177","2014-12-08",27.4
"178","2014-12-09",27.620001
"179","2014-12-10",27.01
"180","2014-12-11",26.950001
"181","2014-12-12",26.780001
"182","2014-12-15",26.030001
"183","2014-12-16",26.030001
"184","2014-12-17",26.52
"185","2014-12-18",26.959999
"186","2014-12-19",26.950001
"187","2014-12-22",27.17
"188","2014-12-23",26.969999
"189","2014-12-24",27.16
"190","2014-12-26",27.49
"191","2014-12-29",27.620001
"192","2014-12-30",26.889999
"193","2014-12-31",26.84
"194","2015-01-02",26.799999
"195","2015-01-05",26.700001
"196","2015-01-06",26.68
"197","2015-01-07",26.379999
"198","2015-01-08",26.27
"199","2015-01-09",25.93
"200","2015-01-12",26.5
"201","2015-01-13",27.02
"202","2015-01-14",26.74
"203","2015-01-15",26.59
"204","2015-01-16",26.9
"205","2015-01-20",26.83
"206","2015-01-21",26.879999
"207","2015-01-22",27.59
"208","2015-01-23",28.280001
"209","2015-01-26",28.299999
"210","2015-01-27",28.23
"211","2015-01-28",28.379999
"212","2015-01-29",28.52
"213","2015-01-30",28.35
"214","2015-02-02",28.719999
"215","2015-02-03",28.99
"216","2015-02-04",29.02
"217","2015-02-05",29.280001
"218","2015-02-06",29.209999
"219","2015-02-09",29.18
"220","2015-02-10",29.26
"221","2015-02-11",29.25
"222","2015-02-12",29.370001
"223","2015-02-13",29.620001
"224","2015-02-17",29.83
