"","date","LGND"
"1","2007-01-03",65.459999
"2","2007-01-04",66.959999
"3","2007-01-05",67.860001
"4","2007-01-08",67.800003
"5","2007-01-09",67.620003
"6","2007-01-10",67.919998
"7","2007-01-11",69.540001
"8","2007-01-12",70.019997
"9","2007-01-16",69.599998
"10","2007-01-17",68.160004
"11","2007-01-18",68.040001
"12","2007-01-19",68.400002
"13","2007-01-22",67.5
"14","2007-01-23",67.980003
"15","2007-01-24",69.239998
"16","2007-01-25",70.379997
"17","2007-01-26",73.739998
"18","2007-01-29",74.82
"19","2007-01-30",77.400002
"20","2007-01-31",77.940002
"21","2007-02-01",76.080002
"22","2007-02-02",76.019997
"23","2007-02-05",75.900002
"24","2007-02-06",75
"25","2007-02-07",72.239998
"26","2007-02-08",71.940002
"27","2007-02-09",70.980003
"28","2007-02-12",70.919998
"29","2007-02-13",70.379997
"30","2007-02-14",69.540001
"31","2007-02-15",70.080002
"32","2007-02-16",69.540001
"33","2007-02-20",70.800003
"34","2007-02-21",71.580002
"35","2007-02-22",71.099998
"36","2007-02-23",70.379997
"37","2007-02-26",70.559998
"38","2007-02-27",66
"39","2007-02-28",67.440002
"40","2007-03-01",68.339996
"41","2007-03-02",67.860001
"42","2007-03-05",66
"43","2007-03-06",66.839996
"44","2007-03-07",65.580002
"45","2007-03-08",66
"46","2007-03-09",65.519997
"47","2007-03-12",65.580002
"48","2007-03-13",64.440002
"49","2007-03-14",64.32
"50","2007-03-15",65.519997
"51","2007-03-16",60.299999
"52","2007-03-19",61.5
"53","2007-03-20",63.18
"54","2007-03-21",64.440002
"55","2007-03-22",63.599998
"56","2007-03-23",63.060001
"57","2007-03-26",63.119999
"58","2007-03-27",63.060001
"59","2007-03-28",61.439999
"60","2007-03-29",59.939999
"61","2007-03-30",60.48
"62","2007-04-02",59.939999
"63","2007-04-03",45.360001
"64","2007-04-04",45.119999
"65","2007-04-05",44.639999
"66","2007-04-09",44.220001
"67","2007-04-10",44.759998
"68","2007-04-11",42.900002
"69","2007-04-12",42.84
"70","2007-04-13",42
"71","2007-04-16",42.720001
"72","2007-04-17",43.02
"73","2007-04-18",42.119999
"74","2007-04-19",42.599998
"75","2007-04-20",42.900002
"76","2007-04-23",42.779999
"77","2007-04-24",41.82
"78","2007-04-25",42.720001
"79","2007-04-26",42.48
"80","2007-04-27",42.240002
"81","2007-04-30",40.860001
"82","2007-05-01",41.459999
"83","2007-05-02",43.200001
"84","2007-05-03",42.959999
"85","2007-05-04",41.939999
"86","2007-05-07",40.860001
"87","2007-05-08",40.799999
"88","2007-05-09",41.459999
"89","2007-05-10",41.279999
"90","2007-05-11",41.220001
"91","2007-05-14",40.5
"92","2007-05-15",39.540001
"93","2007-05-16",39.299999
"94","2007-05-17",39.599998
"95","2007-05-18",39.419998
"96","2007-05-21",39.360001
"97","2007-05-22",40.860001
"98","2007-05-23",41.099998
"99","2007-05-24",41.099998
"100","2007-05-25",41.099998
"101","2007-05-29",41.16
"102","2007-05-30",38.580002
"103","2007-05-31",39.66
"104","2007-06-01",39.240002
"105","2007-06-04",39.299999
"106","2007-06-05",39
"107","2007-06-06",39.599998
"108","2007-06-07",39
"109","2007-06-08",39.419998
"110","2007-06-11",39.779999
"111","2007-06-12",38.700001
"112","2007-06-13",39.240002
"113","2007-06-14",39.900002
"114","2007-06-15",41.16
"115","2007-06-18",42
"116","2007-06-19",43.200001
"117","2007-06-20",42.900002
"118","2007-06-21",42.900002
"119","2007-06-22",41.639999
"120","2007-06-25",41.16
"121","2007-06-26",40.919998
"122","2007-06-27",42.299999
"123","2007-06-28",42.48
"124","2007-06-29",41.279999
"125","2007-07-02",42.599998
"126","2007-07-03",43.080002
"127","2007-07-05",43.02
"128","2007-07-06",43.439999
