"","date","OLLI"
"75","2015-10-29",15.92
"76","2015-10-30",15.85
"77","2015-11-02",16.200001
"78","2015-11-03",16.700001
"79","2015-11-04",16.459999
"80","2015-11-05",16.540001
"81","2015-11-06",17.1
"82","2015-11-09",17.1
"83","2015-11-10",17
"84","2015-11-11",16.709999
"85","2015-11-12",16.98
"86","2015-11-13",16.65
"87","2015-11-16",17.389999
"88","2015-11-17",17
"89","2015-11-18",17.26
"90","2015-11-19",16.98
"91","2015-11-20",17.25
"92","2015-11-23",17.24
"93","2015-11-24",17.23
"94","2015-11-25",17.77
"95","2015-11-27",18.040001
"96","2015-11-30",17.66
"97","2015-12-01",17.24
"98","2015-12-02",17.08
"99","2015-12-03",16.700001
"100","2015-12-04",16.76
"101","2015-12-07",16.17
"102","2015-12-08",16.49
"103","2015-12-09",16.51
"104","2015-12-10",17.08
"105","2015-12-11",17.309999
"106","2015-12-14",16.49
"107","2015-12-15",16.66
"108","2015-12-16",17.02
"109","2015-12-17",16.940001
"110","2015-12-18",16.83
"111","2015-12-21",16.690001
"112","2015-12-22",16.790001
"113","2015-12-23",17.209999
"114","2015-12-24",16.940001
"115","2015-12-28",16.75
"116","2015-12-29",16.809999
"117","2015-12-30",17
"118","2015-12-31",17.01
"119","2016-01-04",17.33
"120","2016-01-05",17.98
"121","2016-01-06",18.6
"122","2016-01-07",18.34
"123","2016-01-08",18.16
"124","2016-01-11",18.27
"125","2016-01-12",17.5
"126","2016-01-13",17.58
"127","2016-01-14",17.73
"128","2016-01-15",18.82
"129","2016-01-19",18.799999
"130","2016-01-20",18.700001
"131","2016-01-21",18.719999
"132","2016-01-22",19.48
"133","2016-01-25",19.77
"134","2016-01-26",20.58
"135","2016-01-27",20.77
"136","2016-01-28",21.379999
"137","2016-01-29",22.35
"138","2016-02-01",21.870001
"139","2016-02-02",22.120001
"140","2016-02-03",21.110001
"141","2016-02-04",20.73
"142","2016-02-05",20.870001
"143","2016-02-08",19.5
"144","2016-02-09",19.209999
"145","2016-02-10",19.790001
"146","2016-02-11",19.82
"147","2016-02-12",20.299999
"148","2016-02-16",21.26
"149","2016-02-17",21.559999
"150","2016-02-18",20.889999
"151","2016-02-19",21
"152","2016-02-22",21.030001
"153","2016-02-23",20.360001
"154","2016-02-24",20.780001
"155","2016-02-25",20.700001
"156","2016-02-26",20.200001
"157","2016-02-29",20.200001
"158","2016-03-01",20.950001
"159","2016-03-02",20.41
"160","2016-03-03",20.290001
"161","2016-03-04",20.700001
"162","2016-03-07",20.26
"163","2016-03-08",20.18
"164","2016-03-09",20.68
"165","2016-03-10",21.26
"166","2016-03-11",21.440001
"167","2016-03-14",21.49
"168","2016-03-15",21.049999
"169","2016-03-16",21.6
"170","2016-03-17",21.799999
"171","2016-03-18",23.309999
"172","2016-03-21",23.66
"173","2016-03-22",23.18
"174","2016-03-23",22.68
"175","2016-03-24",22.01
"176","2016-03-28",22.5
"177","2016-03-29",23.01
"178","2016-03-30",23.09
"179","2016-03-31",23.43
"180","2016-04-01",23.91
"181","2016-04-04",23.34
"182","2016-04-05",22.49
"183","2016-04-06",22.700001
"184","2016-04-07",25.040001
"185","2016-04-08",25.200001
"186","2016-04-11",24.120001
"187","2016-04-12",25.74
"188","2016-04-13",26.139999
"189","2016-04-14",26.110001
"190","2016-04-15",26.67
"191","2016-04-18",27.25
"192","2016-04-19",27.65
"193","2016-04-20",27.059999
"194","2016-04-21",27.129999
"195","2016-04-22",27.209999
"196","2016-04-25",27.01
"197","2016-04-26",27.23
"198","2016-04-27",27.68
"199","2016-04-28",26.719999
"200","2016-04-29",26.450001
"201","2016-05-02",25.780001
"202","2016-05-03",26.26
"203","2016-05-04",25.870001
"204","2016-05-05",24.799999
"205","2016-05-06",25.33
"206","2016-05-09",25.41
"207","2016-05-10",25.280001
"208","2016-05-11",24.530001
"209","2016-05-12",24.450001
"210","2016-05-13",23.889999
"211","2016-05-16",23.959999
"212","2016-05-17",23.34
"213","2016-05-18",23.09
"214","2016-05-19",23.450001
"215","2016-05-20",23.219999
"216","2016-05-23",23.24
"217","2016-05-24",23.43
"218","2016-05-25",23.610001
"219","2016-05-26",25.33
"220","2016-05-27",25.6
"221","2016-05-31",25.07
"222","2016-06-01",26.209999
"223","2016-06-02",25
"224","2016-06-03",25.52
"225","2016-06-06",25.469999
"226","2016-06-07",24.66
"227","2016-06-08",24.530001
"228","2016-06-09",25.16
"229","2016-06-10",24.620001
"230","2016-06-13",23.940001
"231","2016-06-14",23.16
"232","2016-06-15",23.780001
"233","2016-06-16",23.26
"234","2016-06-17",23.33
"235","2016-06-20",24.07
"236","2016-06-21",23.57
"237","2016-06-22",23.700001
"238","2016-06-23",24.42
"239","2016-06-24",23.67
"240","2016-06-27",23.18
"241","2016-06-28",23.969999
"242","2016-06-29",24.690001
"243","2016-06-30",24.889999
"244","2016-07-01",24.809999
"245","2016-07-05",23.870001
"246","2016-07-06",24.129999
"247","2016-07-07",24.059999
"248","2016-07-08",24.74
"249","2016-07-11",25.190001
"250","2016-07-12",25.120001
"251","2016-07-13",24.309999
"252","2016-07-14",24.540001
"253","2016-07-15",24.76
"254","2016-07-18",25.700001
"255","2016-07-19",26.15
"256","2016-07-20",26.040001
"257","2016-07-21",25.66
"258","2016-07-22",25.745001
"259","2016-07-25",25.93
"260","2016-07-26",25.93
"261","2016-07-27",25.719999
"262","2016-07-28",25.58
"263","2016-07-29",26.139999
"264","2016-08-01",27.200001
"265","2016-08-02",25.91
"266","2016-08-03",26.360001
"267","2016-08-04",26.530001
"268","2016-08-05",26.889999
"269","2016-08-08",27.16
"270","2016-08-09",26.9
"271","2016-08-10",27.01
"272","2016-08-11",27.48
"273","2016-08-12",27.75
"274","2016-08-15",27.290001
"275","2016-08-16",26.860001
"276","2016-08-17",26.98
"277","2016-08-18",27.799999
"278","2016-08-19",27.719999
"279","2016-08-22",27.4
"280","2016-08-23",28.120001
"281","2016-08-24",27.92
"282","2016-08-25",26.700001
"283","2016-08-26",26.42
"284","2016-08-29",26.08
"285","2016-08-30",25.719999
"286","2016-08-31",25.42
"287","2016-09-01",27.66
"288","2016-09-02",27.48
"289","2016-09-06",27.209999
"290","2016-09-07",26.34
"291","2016-09-08",26.200001
"292","2016-09-09",25.17
"293","2016-09-12",25.690001
"294","2016-09-13",25.23
"295","2016-09-14",24.549999
"296","2016-09-15",24.83
"297","2016-09-16",24.790001
"298","2016-09-19",25.09
"299","2016-09-20",25.6
"300","2016-09-21",26.389999
"301","2016-09-22",26.18
"302","2016-09-23",26
"303","2016-09-26",25.99
"304","2016-09-27",26.129999
"305","2016-09-28",26.110001
"306","2016-09-29",25.950001
"307","2016-09-30",26.209999
"308","2016-10-03",26.32
"309","2016-10-04",27.33
"310","2016-10-05",27.09
"311","2016-10-06",26.9
"312","2016-10-07",27.200001
"313","2016-10-10",27.209999
"314","2016-10-11",26.65
"315","2016-10-12",26.950001
"316","2016-10-13",26.440001
"317","2016-10-14",26.790001
"318","2016-10-17",26.879999
"319","2016-10-18",27.17
"320","2016-10-19",27.549999
"321","2016-10-20",27.42
"322","2016-10-21",27.16
"323","2016-10-24",27.639999
"324","2016-10-25",27.129999
"325","2016-10-26",26.790001
"326","2016-10-27",26.58
"327","2016-10-28",27.049999
"328","2016-10-31",27.35
"329","2016-11-01",26.549999
"330","2016-11-02",26.65
"331","2016-11-03",25.799999
"332","2016-11-04",26.15
"333","2016-11-07",26.549999
"334","2016-11-08",26.799999
"335","2016-11-09",28.1
"336","2016-11-10",28.85
"337","2016-11-11",29.6
"338","2016-11-14",30.549999
"339","2016-11-15",29.85
"340","2016-11-16",30.4
"341","2016-11-17",31
"342","2016-11-18",30.799999
"343","2016-11-21",31.15
"344","2016-11-22",32.299999
"345","2016-11-23",32
"346","2016-11-25",31.799999
"347","2016-11-28",31
"348","2016-11-29",30.75
"349","2016-11-30",30.049999
"350","2016-12-01",29.450001
"351","2016-12-02",30.65
"352","2016-12-05",31.450001
"353","2016-12-06",31.5
"354","2016-12-07",31.85
"355","2016-12-08",31.25
"356","2016-12-09",30.85
"357","2016-12-12",29.75
"358","2016-12-13",29.85
"359","2016-12-14",29.799999
"360","2016-12-15",30.25
"361","2016-12-16",29.9
"362","2016-12-19",30.1
"363","2016-12-20",30.549999
"364","2016-12-21",30.200001
"365","2016-12-22",29.6
"366","2016-12-23",29.9
"367","2016-12-27",30.200001
"368","2016-12-28",29.15
"369","2016-12-29",28.9
"370","2016-12-30",28.450001
"371","2017-01-03",28.450001
"372","2017-01-04",29.4
"373","2017-01-05",28.299999
"374","2017-01-06",27.85
"375","2017-01-09",29.25
"376","2017-01-10",30.25
"377","2017-01-11",30.5
"378","2017-01-12",30.85
"379","2017-01-13",30.6
"380","2017-01-17",31.15
"381","2017-01-18",31.25
"382","2017-01-19",31.4
"383","2017-01-20",31.65
"384","2017-01-23",31.25
"385","2017-01-24",31.1
"386","2017-01-25",30.700001
"387","2017-01-26",30.049999
"388","2017-01-27",29.35
"389","2017-01-30",30
"390","2017-01-31",30.549999
"391","2017-02-01",30.65
"392","2017-02-02",31.200001
"393","2017-02-03",32.150002
"394","2017-02-06",31.15
"395","2017-02-07",31
"396","2017-02-08",31.65
"397","2017-02-09",32.150002
"398","2017-02-10",32.25
"399","2017-02-13",31.65
"400","2017-02-14",32.650002
"401","2017-02-15",32.5
"402","2017-02-16",32.549999
"403","2017-02-17",32.549999
"404","2017-02-21",32.650002
"405","2017-02-22",32.299999
"406","2017-02-23",30.950001
"407","2017-02-24",32.150002
"408","2017-02-27",32.400002
"409","2017-02-28",31.35
"410","2017-03-01",31.85
"411","2017-03-02",32.049999
"412","2017-03-03",31.700001
"413","2017-03-06",31.35
"414","2017-03-07",31.049999
"415","2017-03-08",31.799999
"416","2017-03-09",31.799999
"417","2017-03-10",31.200001
"418","2017-03-13",31.5
"419","2017-03-14",31.549999
"420","2017-03-15",31.75
"421","2017-03-16",32.25
"422","2017-03-17",32.5
"423","2017-03-20",32.349998
"424","2017-03-21",31.65
"425","2017-03-22",32.200001
"426","2017-03-23",32.599998
"427","2017-03-24",32.450001
"428","2017-03-27",32.950001
"429","2017-03-28",33.099998
"430","2017-03-29",33.200001
"431","2017-03-30",34
"432","2017-03-31",33.5
"433","2017-04-03",33.349998
"434","2017-04-04",33.299999
"435","2017-04-05",32.849998
"436","2017-04-06",33.349998
"437","2017-04-07",33.599998
"438","2017-04-10",33.950001
"439","2017-04-11",34.299999
"440","2017-04-12",33.700001
"441","2017-04-13",33.299999
"442","2017-04-17",34.900002
"443","2017-04-18",35.400002
"444","2017-04-19",35.549999
"445","2017-04-20",36.700001
"446","2017-04-21",36.950001
"447","2017-04-24",37.5
"448","2017-04-25",37.650002
"449","2017-04-26",38.450001
"450","2017-04-27",37.900002
"451","2017-04-28",38.299999
"452","2017-05-01",38
"453","2017-05-02",39.049999
"454","2017-05-03",39.5
"455","2017-05-04",39.650002
"456","2017-05-05",41
"457","2017-05-08",40.099998
"458","2017-05-09",39.450001
"459","2017-05-10",40
"460","2017-05-11",39.75
"461","2017-05-12",39.450001
"462","2017-05-15",38.924999
"463","2017-05-16",38.650002
"464","2017-05-17",38.950001
"465","2017-05-18",39.5
"466","2017-05-19",40.450001
"467","2017-05-22",41
"468","2017-05-23",41.099998
"469","2017-05-24",40.900002
"470","2017-05-25",41.849998
"471","2017-05-26",41.700001
"472","2017-05-30",41.099998
"473","2017-05-31",41.150002
"474","2017-06-01",43.650002
"475","2017-06-02",42.900002
"476","2017-06-05",42.900002
"477","2017-06-06",42.349998
"478","2017-06-07",42.849998
"479","2017-06-08",43.099998
"480","2017-06-09",43.25
"481","2017-06-12",41.5
"482","2017-06-13",41.900002
"483","2017-06-14",41.799999
"484","2017-06-15",40.900002
"485","2017-06-16",40.950001
"486","2017-06-19",41.650002
"487","2017-06-20",40.549999
"488","2017-06-21",40.25
"489","2017-06-22",39.299999
"490","2017-06-23",39.150002
"491","2017-06-26",39.849998
"492","2017-06-27",41.099998
"493","2017-06-28",41.599998
"494","2017-06-29",41.549999
"495","2017-06-30",42.599998
"496","2017-07-03",42.599998
"497","2017-07-05",42.049999
"498","2017-07-06",41.150002
"499","2017-07-07",42.599998
"500","2017-07-10",41.049999
"501","2017-07-11",42.299999
"502","2017-07-12",42.200001
"503","2017-07-13",43
"504","2017-07-14",43.25
"505","2017-07-17",44.099998
"506","2017-07-18",44.200001
"507","2017-07-19",43.049999
"508","2017-07-20",43.599998
"509","2017-07-21",43.849998
"510","2017-07-24",43.75
"511","2017-07-25",44.25
"512","2017-07-26",44.099998
"513","2017-07-27",44.799999
"514","2017-07-28",45.400002
"515","2017-07-31",44.700001
"516","2017-08-01",44.450001
"517","2017-08-02",43.950001
"518","2017-08-03",45.049999
"519","2017-08-04",45.349998
"520","2017-08-07",45.049999
"521","2017-08-08",44.849998
"522","2017-08-09",44.200001
"523","2017-08-10",43.450001
"524","2017-08-11",44.75
"525","2017-08-14",45
"526","2017-08-15",43.650002
"527","2017-08-16",44.150002
"528","2017-08-17",43.150002
"529","2017-08-18",44.349998
"530","2017-08-21",43.5
"531","2017-08-22",43.5
"532","2017-08-23",44.049999
"533","2017-08-24",43.549999
"534","2017-08-25",43.700001
"535","2017-08-28",43.849998
"536","2017-08-29",43.299999
"537","2017-08-30",42.700001
"538","2017-08-31",41.849998
"539","2017-09-01",42.700001
"540","2017-09-05",43.349998
"541","2017-09-06",43.349998
"542","2017-09-07",44.150002
"543","2017-09-08",45.200001
"544","2017-09-11",45.049999
"545","2017-09-12",45.900002
"546","2017-09-13",45.75
"547","2017-09-14",45.299999
"548","2017-09-15",45.849998
"549","2017-09-18",46
"550","2017-09-19",46.049999
"551","2017-09-20",45.700001
"552","2017-09-21",45.599998
"553","2017-09-22",45.799999
"554","2017-09-25",45.049999
"555","2017-09-26",44.599998
"556","2017-09-27",45.950001
"557","2017-09-28",45.799999
"558","2017-09-29",46.400002
"559","2017-10-02",46.099998
"560","2017-10-03",46.299999
"561","2017-10-04",46.75
"562","2017-10-05",46.599998
"563","2017-10-06",45.650002
"564","2017-10-09",45.299999
"565","2017-10-10",45.25
"566","2017-10-11",45.450001
"567","2017-10-12",45.200001
"568","2017-10-13",45.299999
"569","2017-10-16",45.299999
"570","2017-10-17",44.950001
"571","2017-10-18",44.900002
"572","2017-10-19",44.400002
"573","2017-10-20",45.099998
"574","2017-10-23",46
"575","2017-10-24",45.349998
"576","2017-10-25",45
"577","2017-10-26",46.450001
"578","2017-10-27",46.849998
"579","2017-10-30",43.450001
"580","2017-10-31",44.650002
"581","2017-11-01",43.900002
"582","2017-11-02",44.650002
"583","2017-11-03",44.5
"584","2017-11-06",44.200001
"585","2017-11-07",43.400002
"586","2017-11-08",43.349998
"587","2017-11-09",43.549999
"588","2017-11-10",44.950001
"589","2017-11-13",45.150002
"590","2017-11-14",43.950001
"591","2017-11-15",43.299999
"592","2017-11-16",44.900002
"593","2017-11-17",46
"594","2017-11-20",46.650002
"595","2017-11-21",47
"596","2017-11-22",46.849998
"597","2017-11-24",46.400002
"598","2017-11-27",46.400002
"599","2017-11-28",47.099998
"600","2017-11-29",47.349998
"601","2017-11-30",47.450001
"602","2017-12-01",47.5
"603","2017-12-04",49.599998
"604","2017-12-05",50.700001
"605","2017-12-06",51
"606","2017-12-07",48.75
"607","2017-12-08",49.849998
"608","2017-12-11",49.900002
"609","2017-12-12",48
"610","2017-12-13",48.625
"611","2017-12-14",48.799999
"612","2017-12-15",50
"613","2017-12-18",52.5
"614","2017-12-19",52.349998
"615","2017-12-20",52.599998
"616","2017-12-21",52.700001
"617","2017-12-22",53.200001
"618","2017-12-26",53.450001
"619","2017-12-27",53.25
"620","2017-12-28",53.599998
"621","2017-12-29",53.25
"622","2018-01-02",51.950001
"623","2018-01-03",52.799999
"624","2018-01-04",52.099998
"625","2018-01-05",53.5
"626","2018-01-08",50.849998
"627","2018-01-09",51
"628","2018-01-10",51.849998
"629","2018-01-11",54
"630","2018-01-12",55.5
"631","2018-01-16",54.650002
"632","2018-01-17",54.599998
"633","2018-01-18",55.049999
"634","2018-01-19",56.599998
"635","2018-01-22",57.849998
"636","2018-01-23",57.25
"637","2018-01-24",56.400002
"638","2018-01-25",57
"639","2018-01-26",57.950001
"640","2018-01-29",58.299999
"641","2018-01-30",55.75
"642","2018-01-31",55.549999
"643","2018-02-01",55.25
"644","2018-02-02",53.75
"645","2018-02-05",52.650002
"646","2018-02-06",55.25
"647","2018-02-07",55.799999
"648","2018-02-08",53.650002
"649","2018-02-09",54.200001
"650","2018-02-12",55
"651","2018-02-13",54.799999
"652","2018-02-14",56.150002
"653","2018-02-15",56.900002
"654","2018-02-16",56.549999
"655","2018-02-20",55
"656","2018-02-21",56.700001
"657","2018-02-22",57.849998
"658","2018-02-23",59.25
"659","2018-02-26",60.299999
"660","2018-02-27",59.5
"661","2018-02-28",59.349998
"662","2018-03-01",59.400002
"663","2018-03-02",61.049999
"664","2018-03-05",59.599998
"665","2018-03-06",61.950001
"666","2018-03-07",60.099998
"667","2018-03-08",58.700001
"668","2018-03-09",59.650002
"669","2018-03-12",59.150002
"670","2018-03-13",59.5
"671","2018-03-14",58.799999
"672","2018-03-15",59.799999
"673","2018-03-16",61.150002
"674","2018-03-19",59.900002
"675","2018-03-20",59.849998
"676","2018-03-21",60
"677","2018-03-22",58.200001
"678","2018-03-23",58.25
"679","2018-03-26",60.299999
"680","2018-03-27",58.450001
"681","2018-03-28",58.900002
"682","2018-03-29",60.299999
"683","2018-04-02",59.200001
"684","2018-04-03",59
"685","2018-04-04",60.450001
"686","2018-04-05",59.450001
"687","2018-04-06",58.950001
"688","2018-04-09",60
"689","2018-04-10",62.049999
"690","2018-04-11",62.049999
"691","2018-04-12",61.599998
"692","2018-04-13",60.200001
"693","2018-04-16",61.799999
"694","2018-04-17",62.599998
"695","2018-04-18",63.599998
"696","2018-04-19",62.799999
"697","2018-04-20",62
"698","2018-04-23",62.25
"699","2018-04-24",61.75
"700","2018-04-25",60.900002
"701","2018-04-26",62.200001
"702","2018-04-27",62.75
"703","2018-04-30",62.200001
"704","2018-05-01",62.5
"705","2018-05-02",63.049999
"706","2018-05-03",63
"707","2018-05-04",62.900002
"708","2018-05-07",62.599998
"709","2018-05-08",62.950001
"710","2018-05-09",63.849998
"711","2018-05-10",65.050003
"712","2018-05-11",66.300003
"713","2018-05-14",66.599998
"714","2018-05-15",68.349998
"715","2018-05-16",69.25
"716","2018-05-17",69.650002
"717","2018-05-18",70
"718","2018-05-21",70.949997
"719","2018-05-22",68.900002
"720","2018-05-23",68.900002
"721","2018-05-24",70
"722","2018-05-25",70.349998
"723","2018-05-29",70.800003
"724","2018-05-30",71.150002
"725","2018-05-31",70.699997
"726","2018-06-01",70.550003
"727","2018-06-04",74
"728","2018-06-05",75.300003
"729","2018-06-06",74.800003
"730","2018-06-07",73.75
"731","2018-06-08",72.449997
"732","2018-06-11",74.150002
"733","2018-06-12",74.849998
"734","2018-06-13",74.900002
"735","2018-06-14",75.650002
"736","2018-06-15",75.099998
"737","2018-06-18",75.849998
"738","2018-06-19",76.199997
"739","2018-06-20",74.349998
"740","2018-06-21",76.900002
"741","2018-06-22",73.800003
"742","2018-06-25",73.25
"743","2018-06-26",73.400002
"744","2018-06-27",72.550003
"745","2018-06-28",72.949997
"746","2018-06-29",72.5
"747","2018-07-02",70.650002
"748","2018-07-03",72.550003
"749","2018-07-05",72.849998
"750","2018-07-06",74.25
"751","2018-07-09",72.800003
"752","2018-07-10",75.199997
"753","2018-07-11",74.949997
"754","2018-07-12",74.449997
"755","2018-07-13",74.800003
"756","2018-07-16",72.550003
"757","2018-07-17",74.449997
"758","2018-07-18",74.650002
"759","2018-07-19",74.949997
"760","2018-07-20",73.599998
"761","2018-07-23",74.400002
"762","2018-07-24",74.150002
"763","2018-07-25",74
"764","2018-07-26",73.150002
"765","2018-07-27",70.050003
"766","2018-07-30",69.75
"767","2018-07-31",69.5
"768","2018-08-01",67.550003
"769","2018-08-02",69.449997
"770","2018-08-03",68.849998
"771","2018-08-06",69.5
"772","2018-08-07",70.449997
"773","2018-08-08",70.699997
"774","2018-08-09",71.800003
"775","2018-08-10",71.349998
"776","2018-08-13",72.25
"777","2018-08-14",73.550003
"778","2018-08-15",72.849998
"779","2018-08-16",73.5
"780","2018-08-17",74.449997
"781","2018-08-20",77.650002
"782","2018-08-21",78.349998
"783","2018-08-22",78.599998
"784","2018-08-23",79.699997
"785","2018-08-24",80.550003
"786","2018-08-27",81.150002
"787","2018-08-28",83.050003
"788","2018-08-29",84.199997
"789","2018-08-30",85.449997
"790","2018-08-31",87.099998
"791","2018-09-04",87.949997
"792","2018-09-05",88.5
"793","2018-09-06",87.949997
"794","2018-09-07",92.5
"795","2018-09-10",93.199997
"796","2018-09-11",92.449997
"797","2018-09-12",90.849998
"798","2018-09-13",90.550003
"799","2018-09-14",90.849998
"800","2018-09-17",90.199997
"801","2018-09-18",93
"802","2018-09-19",92.800003
"803","2018-09-20",93.099998
"804","2018-09-21",92.75
"805","2018-09-24",93.400002
"806","2018-09-25",94.349998
"807","2018-09-26",94.800003
"808","2018-09-27",94.349998
"809","2018-09-28",96.099998
"810","2018-10-01",96.5
"811","2018-10-02",93.610001
"812","2018-10-03",92.019997
"813","2018-10-04",89.290001
"814","2018-10-05",88
"815","2018-10-08",89.379997
"816","2018-10-09",90.580002
"817","2018-10-10",87.360001
"818","2018-10-11",85.029999
"819","2018-10-12",87.970001
"820","2018-10-15",88.900002
"821","2018-10-16",92.029999
"822","2018-10-17",91.589996
"823","2018-10-18",89.550003
"824","2018-10-19",88.739998
"825","2018-10-22",90.080002
"826","2018-10-23",88.809998
"827","2018-10-24",87.800003
"828","2018-10-25",89.510002
"829","2018-10-26",88.25
"830","2018-10-29",88.669998
"831","2018-10-30",92.720001
"832","2018-10-31",92.900002
"833","2018-11-01",92.190002
"834","2018-11-02",92.730003
"835","2018-11-05",89.160004
"836","2018-11-06",89.489998
"837","2018-11-07",91.730003
"838","2018-11-08",92.75
"839","2018-11-09",91.279999
"840","2018-11-12",90.339996
"841","2018-11-13",90.760002
"842","2018-11-14",91.040001
"843","2018-11-15",89.190002
"844","2018-11-16",90.699997
"845","2018-11-19",88.699997
"846","2018-11-20",82.459999
"847","2018-11-21",83.669998
"848","2018-11-23",83.870003
"849","2018-11-26",87.110001
"850","2018-11-27",86.769997
"851","2018-11-28",90.379997
"852","2018-11-29",89.75
"853","2018-11-30",88.699997
"854","2018-12-03",91.230003
"855","2018-12-04",86.830002
"856","2018-12-06",71.900002
"857","2018-12-07",69.129997
"858","2018-12-10",68.510002
"859","2018-12-11",66.699997
"860","2018-12-12",67.879997
"861","2018-12-13",66.610001
"862","2018-12-14",66.400002
"863","2018-12-17",65.540001
"864","2018-12-18",65.919998
"865","2018-12-19",65.349998
"866","2018-12-20",63.080002
"867","2018-12-21",61.639999
"868","2018-12-24",61.709999
"869","2018-12-26",64.919998
"870","2018-12-27",65.32
"871","2018-12-28",65.589996
"872","2018-12-31",66.510002
"873","2019-01-02",66.25
"874","2019-01-03",66.199997
"875","2019-01-04",69.25
"876","2019-01-07",74.18
"877","2019-01-08",75.760002
"878","2019-01-09",75.839996
"879","2019-01-10",76.489998
"880","2019-01-11",76.510002
"881","2019-01-14",75.080002
"882","2019-01-15",74.989998
"883","2019-01-16",74.82
"884","2019-01-17",75.739998
"885","2019-01-18",75.68
"886","2019-01-22",73.900002
"887","2019-01-23",74.900002
"888","2019-01-24",75.150002
"889","2019-01-25",78.120003
"890","2019-01-28",76.68
"891","2019-01-29",76.830002
"892","2019-01-30",76.900002
"893","2019-01-31",78.169998
"894","2019-02-01",79.349998
"895","2019-02-04",80.529999
"896","2019-02-05",81.900002
"897","2019-02-06",81.139999
"898","2019-02-07",82.239998
"899","2019-02-08",83.040001
"900","2019-02-11",84.779999
"901","2019-02-12",86.620003
"902","2019-02-13",88.029999
"903","2019-02-14",87.139999
"904","2019-02-15",87.360001
"905","2019-02-19",87.57
"906","2019-02-20",88.309998
"907","2019-02-21",87.580002
"908","2019-02-22",88.5
"909","2019-02-25",88.480003
"910","2019-02-26",87.699997
"911","2019-02-27",88.559998
"912","2019-02-28",88.220001
"913","2019-03-01",87.739998
"914","2019-03-04",85
"915","2019-03-05",85.480003
"916","2019-03-06",84.239998
"917","2019-03-07",81
"918","2019-03-08",79.940002
"919","2019-03-11",80.57
"920","2019-03-12",79.580002
"921","2019-03-13",80.309998
"922","2019-03-14",80.629997
"923","2019-03-15",79.459999
"924","2019-03-18",81.190002
"925","2019-03-19",79.75
"926","2019-03-20",79.889999
"927","2019-03-21",80.699997
"928","2019-03-22",79.43
"929","2019-03-25",80.790001
"930","2019-03-26",81.559998
"931","2019-03-27",83.419998
"932","2019-03-28",85.260002
"933","2019-03-29",85.330002
"934","2019-04-01",86.199997
"935","2019-04-02",84.779999
"936","2019-04-03",85.440002
"937","2019-04-04",87.68
"938","2019-04-05",89.690002
"939","2019-04-08",89.389999
"940","2019-04-09",89.540001
"941","2019-04-10",90.419998
"942","2019-04-11",90.599998
"943","2019-04-12",90.639999
"944","2019-04-15",93.199997
"945","2019-04-16",93.5
"946","2019-04-17",92.720001
"947","2019-04-18",92.769997
"948","2019-04-22",92.169998
"949","2019-04-23",94.57
"950","2019-04-24",97.209999
"951","2019-04-25",95.169998
"952","2019-04-26",96.050003
"953","2019-04-29",96.260002
"954","2019-04-30",95.639999
"955","2019-05-01",94.889999
"956","2019-05-02",95.43
"957","2019-05-03",96.25
"958","2019-05-06",96.910004
"959","2019-05-07",96.800003
"960","2019-05-08",98.440002
"961","2019-05-09",98.75
