"","date","EIDX"
"147","2019-01-18",12.65
"148","2019-01-22",12.71
"149","2019-01-23",12.1
"150","2019-01-24",12.09
"151","2019-01-25",11.98
"152","2019-01-28",11.96
"153","2019-01-29",11.76
"154","2019-01-30",11.85
"155","2019-01-31",12.21
"156","2019-02-01",12.71
"157","2019-02-04",13.29
"158","2019-02-05",13.13
"159","2019-02-06",13.9
"160","2019-02-07",13.71
"161","2019-02-08",14.29
"162","2019-02-11",14.37
"163","2019-02-12",13.64
"164","2019-02-13",13.65
"165","2019-02-14",14.08
"166","2019-02-15",15.31
"167","2019-02-19",14.43
"168","2019-02-20",15.43
"169","2019-02-21",15.15
"170","2019-02-22",17.030001
"171","2019-02-25",17.309999
"172","2019-02-26",17.51
"173","2019-02-27",19.32
"174","2019-02-28",18.469999
"175","2019-03-01",16.879999
"176","2019-03-04",18.4
"177","2019-03-05",18.450001
"178","2019-03-06",18.129999
"179","2019-03-07",17.950001
"180","2019-03-08",17.889999
"181","2019-03-11",17.379999
"182","2019-03-12",19.360001
"183","2019-03-13",18.709999
"184","2019-03-14",18.709999
"185","2019-03-15",19.74
"186","2019-03-18",20.200001
"187","2019-03-19",20.65
"188","2019-03-20",20.959999
"189","2019-03-21",21.93
"190","2019-03-22",21.32
"191","2019-03-25",21.76
"192","2019-03-26",22.309999
"193","2019-03-27",22.07
"194","2019-03-28",23.030001
"195","2019-03-29",23.450001
"196","2019-04-01",23.540001
"197","2019-04-02",23.52
"198","2019-04-03",23.25
"199","2019-04-04",23.27
"200","2019-04-05",23.610001
"201","2019-04-08",23.74
"202","2019-04-09",23.790001
"203","2019-04-10",23.959999
"204","2019-04-11",24.139999
"205","2019-04-12",23.549999
"206","2019-04-15",23.51
"207","2019-04-16",25.01
"208","2019-04-17",23.379999
"209","2019-04-18",23.58
"210","2019-04-22",24.57
"211","2019-04-23",27.84
"212","2019-04-24",27.49
"213","2019-04-25",25.120001
"214","2019-04-26",26.02
"215","2019-04-29",27.08
"216","2019-04-30",26.209999
"217","2019-05-01",24.82
"218","2019-05-02",24.790001
"219","2019-05-03",25.98
"220","2019-05-06",26.09
"221","2019-05-07",25.91
"222","2019-05-08",25.370001
"223","2019-05-09",24.559999
"224","2019-05-10",24.969999
"225","2019-05-13",23.5
"226","2019-05-14",25.34
"227","2019-05-15",25.950001
"228","2019-05-16",26.75
"229","2019-05-17",26.690001
"230","2019-05-20",26.709999
"231","2019-05-21",27.200001
"232","2019-05-22",27.49
"233","2019-05-23",27.26
"234","2019-05-24",29.639999
"235","2019-05-28",30.51
"236","2019-05-29",31.1
"237","2019-05-30",31.83
"238","2019-05-31",31.209999
"239","2019-06-03",31.85
"240","2019-06-04",31.18
"241","2019-06-05",30.02
"242","2019-06-06",30.379999
"243","2019-06-07",29.48
"244","2019-06-10",30.58
"245","2019-06-11",30.83
"246","2019-06-12",30.870001
"247","2019-06-13",31.48
"248","2019-06-14",31.41
"249","2019-06-17",32.830002
"250","2019-06-18",32.93
"251","2019-06-19",30.940001
"252","2019-06-20",28.23
"253","2019-06-21",26.889999
"254","2019-06-24",27.24
"255","2019-06-25",25.299999
"256","2019-06-26",26.280001
"257","2019-06-27",28.209999
"258","2019-06-28",31.08
"259","2019-07-01",32.419998
"260","2019-07-02",33.66
"261","2019-07-03",36.07
"262","2019-07-05",36.619999
"263","2019-07-08",36.509998
"264","2019-07-09",39.169998
"265","2019-07-10",39.970001
"266","2019-07-11",39.82
"267","2019-07-12",39.970001
"268","2019-07-15",40.23
"269","2019-07-16",40.75
"270","2019-07-17",39.139999
"271","2019-07-18",36.330002
"272","2019-07-19",34.849998
"273","2019-07-22",36.529999
"274","2019-07-23",36.549999
"275","2019-07-24",38.389999
"276","2019-07-25",35.5
"277","2019-07-26",33.459999
"278","2019-07-29",33.509998
"279","2019-07-30",34.139999
"280","2019-07-31",32.580002
"281","2019-08-01",34.73
"282","2019-08-02",32.400002
"283","2019-08-05",29.65
"284","2019-08-06",29.91
"285","2019-08-07",31.68
"286","2019-08-08",32.060001
"287","2019-08-09",35.169998
"288","2019-08-12",37.32
"289","2019-08-13",37.799999
"290","2019-08-14",38.189999
"291","2019-08-15",38.93
"292","2019-08-16",39.299999
"293","2019-08-19",43.77
"294","2019-08-20",45
"295","2019-08-21",42.669998
"296","2019-08-22",45.990002
"297","2019-08-23",43.02
"298","2019-08-26",42.91
"299","2019-08-27",45.02
"300","2019-08-28",43.459999
"301","2019-08-29",40.709999
"302","2019-08-30",41.810001
"303","2019-09-03",41.93
"304","2019-09-04",41.700001
"305","2019-09-05",41.959999
"306","2019-09-06",41.91
"307","2019-09-09",42.240002
"308","2019-09-10",43.48
"309","2019-09-11",44.299999
"310","2019-09-12",45.529999
"311","2019-09-13",45
"312","2019-09-16",45.970001
"313","2019-09-17",47.459999
"314","2019-09-18",48.779999
"315","2019-09-19",43.580002
"316","2019-09-20",41.290001
"317","2019-09-23",39.580002
"318","2019-09-24",38.77
"319","2019-09-25",38.389999
"320","2019-09-26",37.700001
"321","2019-09-27",36.639999
"322","2019-09-30",35.970001
"323","2019-10-01",34.66
"324","2019-10-02",36.099998
"325","2019-10-03",38.720001
"326","2019-10-04",40.869999
"327","2019-10-07",38.93
"328","2019-10-08",36.700001
"329","2019-10-09",36.43
"330","2019-10-10",37.419998
"331","2019-10-11",38.580002
"332","2019-10-14",36.75
"333","2019-10-15",36.23
"334","2019-10-16",35.419998
"335","2019-10-17",35.48
"336","2019-10-18",36.290001
"337","2019-10-21",39.389999
"338","2019-10-22",39.32
"339","2019-10-23",39.540001
"340","2019-10-24",39.43
"341","2019-10-25",40.990002
"342","2019-10-28",41.860001
"343","2019-10-29",47
"344","2019-10-30",47.400002
"345","2019-10-31",48.5
"346","2019-11-01",46.799999
"347","2019-11-04",44.700001
"348","2019-11-05",43.110001
"349","2019-11-06",42.150002
"350","2019-11-07",43.110001
"351","2019-11-08",45.099998
"352","2019-11-11",44.919998
"353","2019-11-12",43.290001
"354","2019-11-13",42.200001
"355","2019-11-14",45.200001
"356","2019-11-15",46.549999
"357","2019-11-18",55.02
"358","2019-11-19",57.59
"359","2019-11-20",55.639999
"360","2019-11-21",55.130001
"361","2019-11-22",55.130001
"362","2019-11-25",57.189999
"363","2019-11-26",54.610001
"364","2019-11-27",55.759998
"365","2019-11-29",56.330002
"366","2019-12-02",55.540001
"367","2019-12-03",59.790001
"368","2019-12-04",58.849998
"369","2019-12-05",58.68
"370","2019-12-06",59.75
"371","2019-12-09",59.610001
"372","2019-12-10",60.150002
"373","2019-12-11",65.599998
"374","2019-12-12",65.57
"375","2019-12-13",63.5
"376","2019-12-16",65.639999
"377","2019-12-17",63.639999
"378","2019-12-18",61.549999
"379","2019-12-19",61.41
"380","2019-12-20",61.400002
"381","2019-12-23",60.07
"382","2019-12-24",60.459999
"383","2019-12-26",59.75
"384","2019-12-27",58.610001
"385","2019-12-30",60.299999
"386","2019-12-31",57.389999
"387","2020-01-02",57.619999
"388","2020-01-03",56.66
"389","2020-01-06",56.540001
"390","2020-01-07",58.689999
"391","2020-01-08",55.810001
"392","2020-01-09",57.34
"393","2020-01-10",54.830002
"394","2020-01-13",53.73
"395","2020-01-14",54.950001
"396","2020-01-15",55.310001
"397","2020-01-16",55.57
"398","2020-01-17",55.389999
"399","2020-01-21",54.43
"400","2020-01-22",55.84
"401","2020-01-23",55.48
"402","2020-01-24",54.16
"403","2020-01-27",54.240002
"404","2020-01-28",53.18
"405","2020-01-29",52.299999
"406","2020-01-30",52.970001
"407","2020-01-31",53.279999
"408","2020-02-03",54.349998
"409","2020-02-04",55.119999
"410","2020-02-05",55
"411","2020-02-06",55.189999
"412","2020-02-07",53.189999
"413","2020-02-10",54.07
"414","2020-02-11",53.950001
"415","2020-02-12",53.389999
"416","2020-02-13",53.860001
"417","2020-02-14",52.16
"418","2020-02-18",51
"419","2020-02-19",51.900002
"420","2020-02-20",54
"421","2020-02-21",53.549999
"422","2020-02-24",48.98
"423","2020-02-25",47.18
"424","2020-02-26",48.040001
"425","2020-02-27",49
"426","2020-02-28",50.580002
"427","2020-03-02",52.41
"428","2020-03-03",49.5
"429","2020-03-04",52.049999
"430","2020-03-05",50.18
"431","2020-03-06",48.299999
"432","2020-03-09",47.200001
"433","2020-03-10",50.509998
"434","2020-03-11",43.889999
"435","2020-03-12",39.970001
"436","2020-03-13",43.799999
"437","2020-03-16",38.799999
"438","2020-03-17",40.369999
"439","2020-03-18",38.029999
"440","2020-03-19",43.82
"441","2020-03-20",44.740002
"442","2020-03-23",45
"443","2020-03-24",44.990002
"444","2020-03-25",43.959999
"445","2020-03-26",48.34
"446","2020-03-27",42.02
"447","2020-03-30",48.889999
"448","2020-03-31",48.990002
"449","2020-04-01",45.23
"450","2020-04-02",42.779999
"451","2020-04-03",39.84
"452","2020-04-06",43.889999
"453","2020-04-07",41.970001
"454","2020-04-08",46.869999
"455","2020-04-09",46.34
"456","2020-04-13",45.040001
"457","2020-04-14",48.169998
"458","2020-04-15",48.169998
"459","2020-04-16",45.200001
"460","2020-04-17",48.580002
"461","2020-04-20",49.150002
"462","2020-04-21",47.68
"463","2020-04-22",48.150002
"464","2020-04-23",49.330002
"465","2020-04-24",51.98
"466","2020-04-27",53.150002
"467","2020-04-28",49.02
"468","2020-04-29",48.990002
"469","2020-04-30",46.439999
"470","2020-05-01",41.355
"471","2020-05-04",44.264999
"472","2020-05-05",44.540001
"473","2020-05-06",42.18
"474","2020-05-07",42.290001
"475","2020-05-08",42.98
"476","2020-05-11",40.009998
"477","2020-05-12",41.09
"478","2020-05-13",41.119999
"479","2020-05-14",39.720001
"480","2020-05-15",40
"481","2020-05-18",43.290001
"482","2020-05-19",43.560001
"483","2020-05-20",44.790001
"484","2020-05-21",45
"485","2020-05-22",45
"486","2020-05-26",46.630001
"487","2020-05-27",48.509998
"488","2020-05-28",48.32
"489","2020-05-29",48.91
"490","2020-06-01",48.900002
"491","2020-06-02",49.310001
"492","2020-06-03",49.529999
"493","2020-06-04",49.060001
"494","2020-06-05",51.5
"495","2020-06-08",52.040001
"496","2020-06-09",52.639999
"497","2020-06-10",49.119999
"498","2020-06-11",47.349998
"499","2020-06-12",45.709999
"500","2020-06-15",46.830002
"501","2020-06-16",48.110001
"502","2020-06-17",48.060001
"503","2020-06-18",49.459999
"504","2020-06-19",48.580002
"505","2020-06-22",49.27
"506","2020-06-23",50.240002
"507","2020-06-24",50
"508","2020-06-25",48.549999
"509","2020-06-26",43.700001
"510","2020-06-29",44.869999
"511","2020-06-30",47.669998
"512","2020-07-01",48.040001
"513","2020-07-02",49.27
"514","2020-07-06",48.900002
"515","2020-07-07",49.740002
"516","2020-07-08",49.240002
"517","2020-07-09",48.82
"518","2020-07-10",48.25
"519","2020-07-13",46.700001
"520","2020-07-14",46.810001
"521","2020-07-15",49.259998
"522","2020-07-16",47.889999
"523","2020-07-17",48.59
"524","2020-07-20",51.41
"525","2020-07-21",47.27
"526","2020-07-22",45.779999
"527","2020-07-23",44.82
"528","2020-07-24",43.950001
"529","2020-07-27",44.799999
"530","2020-07-28",44.189999
"531","2020-07-29",43.080002
"532","2020-07-30",41.540001
"533","2020-07-31",40.099998
"534","2020-08-03",40.98
"535","2020-08-04",42.049999
"536","2020-08-05",41.459999
"537","2020-08-06",41.419998
"538","2020-08-07",41.259998
"539","2020-08-10",42.91
"540","2020-08-11",42.23
"541","2020-08-12",42.34
"542","2020-08-13",42.720001
"543","2020-08-14",41.360001
"544","2020-08-17",41.900002
"545","2020-08-18",41.099998
"546","2020-08-19",40.790001
"547","2020-08-20",40.509998
"548","2020-08-21",40.099998
"549","2020-08-24",40.529999
"550","2020-08-25",41.349998
"551","2020-08-26",41.439999
"552","2020-08-27",41.790001
"553","2020-08-28",42.16
"554","2020-08-31",43.279999
"555","2020-09-01",42.080002
"556","2020-09-02",41.040001
"557","2020-09-03",40.389999
"558","2020-09-04",40.990002
"559","2020-09-08",43.790001
"560","2020-09-09",45.849998
"561","2020-09-10",46.57
"562","2020-09-11",47.299999
"563","2020-09-14",49.66
"564","2020-09-15",48.450001
"565","2020-09-16",49.169998
"566","2020-09-17",49.860001
"567","2020-09-18",52.740002
"568","2020-09-21",47.599998
"569","2020-09-22",45.18
"570","2020-09-23",44.040001
"571","2020-09-24",43.900002
"572","2020-09-25",45.07
"573","2020-09-28",50.439999
"574","2020-09-29",50.07
"575","2020-09-30",50.529999
"576","2020-10-01",52.080002
"577","2020-10-02",51.919998
"578","2020-10-05",73.510002
"579","2020-10-06",72.870003
"580","2020-10-07",74.839996
"581","2020-10-08",73.129997
"582","2020-10-09",73.790001
"583","2020-10-12",74.75
"584","2020-10-13",74.620003
"585","2020-10-14",72.639999
"586","2020-10-15",73.769997
"587","2020-10-16",76.18
"588","2020-10-19",73.739998
"589","2020-10-20",73.279999
"590","2020-10-21",72.870003
"591","2020-10-22",74
"592","2020-10-23",73.290001
"593","2020-10-26",73.269997
"594","2020-10-27",73.379997
"595","2020-10-28",72.050003
"596","2020-10-29",72.129997
"597","2020-10-30",70.919998
"598","2020-11-02",71.330002
"599","2020-11-03",73.07
"600","2020-11-04",73.379997
"601","2020-11-05",75.379997
"602","2020-11-06",72.709999
"603","2020-11-09",74.120003
"604","2020-11-10",73.410004
"605","2020-11-11",74.900002
"606","2020-11-12",78.720001
"607","2020-11-13",79.57
"608","2020-11-16",81.209999
"609","2020-11-17",79.650002
"610","2020-11-18",79.32
"611","2020-11-19",80.300003
"612","2020-11-20",81.139999
"613","2020-11-23",85.089996
"614","2020-11-24",86.019997
"615","2020-11-25",88.709999
"616","2020-11-27",90
