"","date","PBH"
"129","2007-07-09",13.18
"130","2007-07-10",12.74
"131","2007-07-11",12.56
"132","2007-07-12",13.04
"133","2007-07-13",13.5
"134","2007-07-16",13.49
"135","2007-07-17",13.51
"136","2007-07-18",13.59
"137","2007-07-19",13.67
"138","2007-07-20",13.51
"139","2007-07-23",13.53
"140","2007-07-24",13.47
"141","2007-07-25",13.44
"142","2007-07-26",12.86
"143","2007-07-27",12.55
"144","2007-07-30",12.74
"145","2007-07-31",12.51
"146","2007-08-01",12.67
"147","2007-08-02",12.47
"148","2007-08-03",11.88
"149","2007-08-06",11.7
"150","2007-08-07",11.35
"151","2007-08-08",11.4
"152","2007-08-09",10.79
"153","2007-08-10",10.41
"154","2007-08-13",11.02
"155","2007-08-14",11.2
"156","2007-08-15",11.07
"157","2007-08-16",11.36
"158","2007-08-17",11.18
"159","2007-08-20",11.04
"160","2007-08-21",11.05
"161","2007-08-22",11.41
"162","2007-08-23",11.55
"163","2007-08-24",11.6
"164","2007-08-27",11.35
"165","2007-08-28",11.23
"166","2007-08-29",11.23
"167","2007-08-30",10.91
"168","2007-08-31",10.97
"169","2007-09-04",10.93
"170","2007-09-05",10.91
"171","2007-09-06",10.7
"172","2007-09-07",10.68
"173","2007-09-10",10.65
"174","2007-09-11",10.66
"175","2007-09-12",10.59
"176","2007-09-13",10.57
"177","2007-09-14",10.67
"178","2007-09-17",10.23
"179","2007-09-18",11.02
"180","2007-09-19",11.08
"181","2007-09-20",10.87
"182","2007-09-21",11.04
"183","2007-09-24",11.18
"184","2007-09-25",10.87
"185","2007-09-26",10.8
"186","2007-09-27",11.25
"187","2007-09-28",10.98
"188","2007-10-01",11.43
"189","2007-10-02",11.16
"190","2007-10-03",10.92
"191","2007-10-04",11.03
"192","2007-10-05",11.21
"193","2007-10-08",11.24
"194","2007-10-09",11.17
"195","2007-10-10",11.16
"196","2007-10-11",11.13
"197","2007-10-12",11
"198","2007-10-15",11.12
"199","2007-10-16",11.03
"200","2007-10-17",11.14
"201","2007-10-18",11.03
"202","2007-10-19",10.91
"203","2007-10-22",10.98
"204","2007-10-23",11.05
"205","2007-10-24",10.8
"206","2007-10-25",10.57
"207","2007-10-26",10.76
"208","2007-10-29",10.89
"209","2007-10-30",10.61
"210","2007-10-31",10.46
"211","2007-11-01",9.58
"212","2007-11-02",9.4
"213","2007-11-05",8.97
"214","2007-11-06",8.76
"215","2007-11-07",8.43
"216","2007-11-08",8.97
"217","2007-11-09",8.61
"218","2007-11-12",8.46
"219","2007-11-13",8.67
"220","2007-11-14",8.55
"221","2007-11-15",8.69
"222","2007-11-16",8.47
"223","2007-11-19",8.6
"224","2007-11-20",8.51
"225","2007-11-21",8.47
"226","2007-11-23",8.7
"227","2007-11-26",8.39
"228","2007-11-27",8.4
"229","2007-11-28",8.66
"230","2007-11-29",8.31
"231","2007-11-30",8.39
"232","2007-12-03",7.98
"233","2007-12-04",7.73
"234","2007-12-05",7.72
"235","2007-12-06",7.77
"236","2007-12-07",7.95
"237","2007-12-10",7.93
"238","2007-12-11",7.82
"239","2007-12-12",8.06
"240","2007-12-13",7.97
"241","2007-12-14",7.76
"242","2007-12-17",7.57
"243","2007-12-18",7.96
"244","2007-12-19",7.8
"245","2007-12-20",7.86
"246","2007-12-21",8
"247","2007-12-24",7.98
"248","2007-12-26",7.81
"249","2007-12-27",7.73
"250","2007-12-28",7.47
"251","2007-12-31",7.48
"252","2008-01-02",7.29
"253","2008-01-03",7.22
"254","2008-01-04",7.17
"255","2008-01-07",7.37
"256","2008-01-08",7.2
"257","2008-01-09",7.3
"258","2008-01-10",7.25
"259","2008-01-11",7.05
"260","2008-01-14",7
"261","2008-01-15",6.97
"262","2008-01-16",7.06
"263","2008-01-17",7.01
"264","2008-01-18",6.82
"265","2008-01-22",6.77
"266","2008-01-23",7.1
"267","2008-01-24",7.23
"268","2008-01-25",6.97
"269","2008-01-28",6.87
"270","2008-01-29",7.37
"271","2008-01-30",7.2
"272","2008-01-31",7.47
"273","2008-02-01",7.72
"274","2008-02-04",7.56
"275","2008-02-05",7.57
"276","2008-02-06",7.6
"277","2008-02-07",8.02
"278","2008-02-08",7.48
"279","2008-02-11",7.14
"280","2008-02-12",7.42
"281","2008-02-13",7.46
"282","2008-02-14",7.13
"283","2008-02-15",7.31
"284","2008-02-19",7.36
"285","2008-02-20",7.42
"286","2008-02-21",7.29
"287","2008-02-22",7.59
"288","2008-02-25",7.69
"289","2008-02-26",7.92
"290","2008-02-27",7.95
"291","2008-02-28",7.75
"292","2008-02-29",7.71
"293","2008-03-03",8.05
"294","2008-03-04",7.9
"295","2008-03-05",8.04
"296","2008-03-06",7.76
"297","2008-03-07",7.8
"298","2008-03-10",7.7
"299","2008-03-11",8.26
"300","2008-03-12",8
"301","2008-03-13",8.25
"302","2008-03-14",8.01
"303","2008-03-17",8.16
"304","2008-03-18",8.45
"305","2008-03-19",8.13
"306","2008-03-20",8.58
"307","2008-03-24",8.58
"308","2008-03-25",8.57
"309","2008-03-26",8.58
"310","2008-03-27",8.56
"311","2008-03-28",8.33
"312","2008-03-31",8.18
"313","2008-04-01",8.52
"314","2008-04-02",8.52
"315","2008-04-03",8.51
"316","2008-04-04",8.65
"317","2008-04-07",8.75
"318","2008-04-08",8.98
"319","2008-04-09",8.31
"320","2008-04-10",8.58
"321","2008-04-11",8.28
"322","2008-04-14",8.37
"323","2008-04-15",8.6
"324","2008-04-16",9.02
"325","2008-04-17",8.79
"326","2008-04-18",9.17
"327","2008-04-21",9.03
"328","2008-04-22",8.69
"329","2008-04-23",8.81
"330","2008-04-24",9.47
"331","2008-04-25",9.19
"332","2008-04-28",9.2
"333","2008-04-29",9
"334","2008-04-30",8.98
"335","2008-05-01",9
"336","2008-05-02",8.9
"337","2008-05-05",8.99
"338","2008-05-06",8.88
"339","2008-05-07",8.44
"340","2008-05-08",8.09
"341","2008-05-09",8.13
"342","2008-05-12",8.08
"343","2008-05-13",8.24
"344","2008-05-14",8.63
"345","2008-05-15",9.4
"346","2008-05-16",9.8
"347","2008-05-19",10.04
"348","2008-05-20",10.16
"349","2008-05-21",10.15
"350","2008-05-22",10.44
"351","2008-05-23",10.38
"352","2008-05-27",10.19
"353","2008-05-28",10.22
"354","2008-05-29",10.61
"355","2008-05-30",10.91
"356","2008-06-02",11.27
"357","2008-06-03",11.43
"358","2008-06-04",11.78
"359","2008-06-05",11.93
"360","2008-06-06",11.77
"361","2008-06-09",11.42
"362","2008-06-10",11.24
"363","2008-06-11",11.89
"364","2008-06-12",11.45
"365","2008-06-13",11.43
"366","2008-06-16",11.4
"367","2008-06-17",11.34
"368","2008-06-18",10.83
"369","2008-06-19",11.29
"370","2008-06-20",10.67
"371","2008-06-23",10.83
"372","2008-06-24",11.22
"373","2008-06-25",11.38
"374","2008-06-26",10.8
"375","2008-06-27",11.26
"376","2008-06-30",10.66
"377","2008-07-01",10.93
"378","2008-07-02",10.25
"379","2008-07-03",10.08
"380","2008-07-07",10.06
"381","2008-07-08",10.77
"382","2008-07-09",10.63
"383","2008-07-10",10.73
"384","2008-07-11",10.83
"385","2008-07-14",11.06
"386","2008-07-15",10.66
"387","2008-07-16",11.05
"388","2008-07-17",10.85
"389","2008-07-18",10.98
"390","2008-07-21",11.14
"391","2008-07-22",11.54
"392","2008-07-23",9.68
"393","2008-07-24",9.69
"394","2008-07-25",9.9
"395","2008-07-28",9.77
"396","2008-07-29",9.93
"397","2008-07-30",10.03
"398","2008-07-31",9.92
"399","2008-08-01",10.03
"400","2008-08-04",9.97
"401","2008-08-05",10.34
"402","2008-08-06",10.21
"403","2008-08-07",10.19
"404","2008-08-08",10.62
"405","2008-08-11",10.68
"406","2008-08-12",9.99
"407","2008-08-13",10.42
"408","2008-08-14",10.19
"409","2008-08-15",10.17
"410","2008-08-18",10.08
"411","2008-08-19",9.83
"412","2008-08-20",9.75
"413","2008-08-21",9.53
"414","2008-08-22",9.76
"415","2008-08-25",9.56
"416","2008-08-26",9.5
"417","2008-08-27",9.5
"418","2008-08-28",9.57
"419","2008-08-29",9.5
"420","2008-09-02",9.2
"421","2008-09-03",9.17
"422","2008-09-04",9.06
"423","2008-09-05",9.01
"424","2008-09-08",9.39
"425","2008-09-09",9.38
"426","2008-09-10",9.57
"427","2008-09-11",9.66
"428","2008-09-12",9.36
"429","2008-09-15",9.61
"430","2008-09-16",9.87
"431","2008-09-17",9.23
"432","2008-09-18",9.19
"433","2008-09-19",9.49
"434","2008-09-22",9.35
"435","2008-09-23",9.2
"436","2008-09-24",9.04
"437","2008-09-25",9.18
"438","2008-09-26",9.24
"439","2008-09-29",8.6
"440","2008-09-30",8.88
"441","2008-10-01",8.98
"442","2008-10-02",8.62
"443","2008-10-03",8.66
"444","2008-10-06",8.43
"445","2008-10-07",7.9
"446","2008-10-08",7.25
"447","2008-10-09",6.88
"448","2008-10-10",6.43
"449","2008-10-13",7.48
"450","2008-10-14",7.54
"451","2008-10-15",6.9
"452","2008-10-16",7.2
"453","2008-10-17",7.01
"454","2008-10-20",7.12
"455","2008-10-21",7.44
"456","2008-10-22",6.89
"457","2008-10-23",6.78
"458","2008-10-24",6.39
"459","2008-10-27",6
"460","2008-10-28",6.39
"461","2008-10-29",6.53
"462","2008-10-30",6.91
"463","2008-10-31",6.91
"464","2008-11-03",7.02
"465","2008-11-04",6.95
"466","2008-11-05",6.88
"467","2008-11-06",7.38
"468","2008-11-07",8.08
"469","2008-11-10",8
"470","2008-11-11",8.12
"471","2008-11-12",7.86
"472","2008-11-13",8.5
"473","2008-11-14",7.71
"474","2008-11-17",8.21
"475","2008-11-18",8.39
"476","2008-11-19",7.87
"477","2008-11-20",7.82
"478","2008-11-21",7.3
"479","2008-11-24",7.62
"480","2008-11-25",7.62
"481","2008-11-26",7.91
"482","2008-11-28",7.82
"483","2008-12-01",7.24
"484","2008-12-02",7.86
"485","2008-12-03",8.12
"486","2008-12-04",7.74
"487","2008-12-05",7.81
"488","2008-12-08",8
"489","2008-12-09",8.11
"490","2008-12-10",8.25
"491","2008-12-11",8.43
"492","2008-12-12",8.65
"493","2008-12-15",8.48
"494","2008-12-16",9.33
"495","2008-12-17",8.96
"496","2008-12-18",9.18
"497","2008-12-19",9.01
"498","2008-12-22",9.61
"499","2008-12-23",9.68
"500","2008-12-24",9.4
"501","2008-12-26",9.32
"502","2008-12-29",9.83
"503","2008-12-30",10.21
"504","2008-12-31",10.55
"505","2009-01-02",10.12
"506","2009-01-05",9.98
"507","2009-01-06",10.04
"508","2009-01-07",10.02
"509","2009-01-08",10.05
"510","2009-01-09",9.6
"511","2009-01-12",8.38
"512","2009-01-13",6.95
"513","2009-01-14",6.3
"514","2009-01-15",6.21
"515","2009-01-16",6.1
"516","2009-01-20",5.95
"517","2009-01-21",6.38
"518","2009-01-22",6.33
"519","2009-01-23",6.29
"520","2009-01-26",6.17
"521","2009-01-27",6.39
"522","2009-01-28",6.41
"523","2009-01-29",6.19
"524","2009-01-30",6.35
"525","2009-02-02",6.36
"526","2009-02-03",6.53
"527","2009-02-04",6.4
"528","2009-02-05",6.16
"529","2009-02-06",6.99
"530","2009-02-09",7
"531","2009-02-10",6.65
"532","2009-02-11",6.7
"533","2009-02-12",6.57
"534","2009-02-13",6.67
"535","2009-02-17",6.37
"536","2009-02-18",6.27
"537","2009-02-19",6.31
"538","2009-02-20",6
"539","2009-02-23",5.75
"540","2009-02-24",5.87
"541","2009-02-25",5.57
"542","2009-02-26",5.5
"543","2009-02-27",5.47
"544","2009-03-02",4.88
"545","2009-03-03",4.45
"546","2009-03-04",4.83
"547","2009-03-05",4.54
"548","2009-03-06",4.49
"549","2009-03-09",4.2
"550","2009-03-10",4.25
"551","2009-03-11",4.08
"552","2009-03-12",4.25
"553","2009-03-13",4.13
"554","2009-03-16",4.12
"555","2009-03-17",4.16
"556","2009-03-18",4.25
"557","2009-03-19",4.37
"558","2009-03-20",4.47
"559","2009-03-23",4.89
"560","2009-03-24",4.9
"561","2009-03-25",5.1
"562","2009-03-26",5.5
"563","2009-03-27",5.32
"564","2009-03-30",5.19
"565","2009-03-31",5.18
"566","2009-04-01",5.19
"567","2009-04-02",5.32
"568","2009-04-03",5.37
"569","2009-04-06",5.31
"570","2009-04-07",5.3
"571","2009-04-08",5.41
"572","2009-04-09",5.53
"573","2009-04-13",5.63
"574","2009-04-14",5.42
"575","2009-04-15",5.37
"576","2009-04-16",5.43
"577","2009-04-17",5.46
"578","2009-04-20",5.37
"579","2009-04-21",5.43
"580","2009-04-22",5.4
"581","2009-04-23",5.42
"582","2009-04-24",5.62
"583","2009-04-27",5.59
"584","2009-04-28",5.63
"585","2009-04-29",6.77
"586","2009-04-30",6.46
"587","2009-05-01",6.55
"588","2009-05-04",6.63
"589","2009-05-05",6.25
"590","2009-05-06",6.31
"591","2009-05-07",6.11
"592","2009-05-08",6.41
"593","2009-05-11",6.64
"594","2009-05-12",6.45
"595","2009-05-13",6.23
"596","2009-05-14",6.22
"597","2009-05-15",6.59
"598","2009-05-18",7.24
"599","2009-05-19",6.09
"600","2009-05-20",6.21
"601","2009-05-21",6.09
"602","2009-05-22",6.14
"603","2009-05-26",6.26
"604","2009-05-27",6.15
"605","2009-05-28",6.2
"606","2009-05-29",6.23
"607","2009-06-01",6.45
"608","2009-06-02",6.4
"609","2009-06-03",6.19
"610","2009-06-04",6.33
"611","2009-06-05",6.32
"612","2009-06-08",6.32
"613","2009-06-09",6.23
"614","2009-06-10",6.23
"615","2009-06-11",6.43
"616","2009-06-12",6.4
"617","2009-06-15",6.07
"618","2009-06-16",6.01
"619","2009-06-17",5.85
"620","2009-06-18",5.91
"621","2009-06-19",5.68
"622","2009-06-22",5.4
"623","2009-06-23",5.54
"624","2009-06-24",5.67
"625","2009-06-25",5.79
"626","2009-06-26",6.06
"627","2009-06-29",6.19
"628","2009-06-30",6.15
"629","2009-07-01",6.2
"630","2009-07-02",5.75
"631","2009-07-06",5.96
"632","2009-07-07",5.96
"633","2009-07-08",5.9
"634","2009-07-09",5.92
"635","2009-07-10",5.81
"636","2009-07-13",5.96
"637","2009-07-14",6.05
"638","2009-07-15",6.25
"639","2009-07-16",6.24
"640","2009-07-17",6.15
"641","2009-07-20",6.19
"642","2009-07-21",6.1
"643","2009-07-22",6.16
"644","2009-07-23",6.22
"645","2009-07-24",6.18
"646","2009-07-27",6.25
"647","2009-07-28",6.28
"648","2009-07-29",6.26
"649","2009-07-30",6.4
"650","2009-07-31",6.53
"651","2009-08-03",6.84
"652","2009-08-04",6.75
"653","2009-08-05",6.87
"654","2009-08-06",6.99
"655","2009-08-07",7.26
"656","2009-08-10",7.39
"657","2009-08-11",7.41
"658","2009-08-12",7.6
"659","2009-08-13",7.81
"660","2009-08-14",7.84
"661","2009-08-17",7.75
"662","2009-08-18",7.81
"663","2009-08-19",7.8
"664","2009-08-20",8.15
"665","2009-08-21",8.19
"666","2009-08-24",7.92
"667","2009-08-25",7.95
"668","2009-08-26",7.74
"669","2009-08-27",7.81
"670","2009-08-28",7.59
"671","2009-08-31",7.41
"672","2009-09-01",7.17
"673","2009-09-02",7.16
"674","2009-09-03",7.37
"675","2009-09-04",7.44
"676","2009-09-08",7.36
"677","2009-09-09",7.69
"678","2009-09-10",7.88
"679","2009-09-11",7.21
"680","2009-09-14",7.39
"681","2009-09-15",7.39
"682","2009-09-16",7.4
"683","2009-09-17",7.4
"684","2009-09-18",7.5
"685","2009-09-21",7.52
"686","2009-09-22",7.52
"687","2009-09-23",7.44
"688","2009-09-24",7.07
"689","2009-09-25",7.03
"690","2009-09-28",7.25
"691","2009-09-29",7.26
"692","2009-09-30",7.04
"693","2009-10-01",7.05
"694","2009-10-02",7.14
"695","2009-10-05",7.12
"696","2009-10-06",7.19
"697","2009-10-07",7.14
"698","2009-10-08",7.16
"699","2009-10-09",7.21
"700","2009-10-12",7.13
"701","2009-10-13",7.1
"702","2009-10-14",7.15
"703","2009-10-15",7.28
"704","2009-10-16",7.15
"705","2009-10-19",7.12
"706","2009-10-20",7.06
"707","2009-10-21",7
"708","2009-10-22",7.05
"709","2009-10-23",6.96
"710","2009-10-26",6.94
"711","2009-10-27",7.03
"712","2009-10-28",6.7
"713","2009-10-29",6.97
"714","2009-10-30",6.76
"715","2009-11-02",6.82
"716","2009-11-03",6.92
"717","2009-11-04",6.83
"718","2009-11-05",7.46
"719","2009-11-06",7.41
"720","2009-11-09",7.45
"721","2009-11-10",7.01
"722","2009-11-11",6.99
"723","2009-11-12",6.85
"724","2009-11-13",6.95
"725","2009-11-16",6.96
"726","2009-11-17",6.97
"727","2009-11-18",6.93
"728","2009-11-19",6.9
"729","2009-11-20",7.04
"730","2009-11-23",7.08
"731","2009-11-24",7.09
"732","2009-11-25",7.1
"733","2009-11-27",6.81
"734","2009-11-30",6.97
"735","2009-12-01",7.02
"736","2009-12-02",7.13
"737","2009-12-03",7.15
"738","2009-12-04",7.16
"739","2009-12-07",7.41
"740","2009-12-08",7.46
"741","2009-12-09",7.52
"742","2009-12-10",7.22
"743","2009-12-11",7.46
"744","2009-12-14",7.58
"745","2009-12-15",7.48
"746","2009-12-16",7.4
"747","2009-12-17",7.45
"748","2009-12-18",7.53
"749","2009-12-21",7.79
"750","2009-12-22",7.9
"751","2009-12-23",8
"752","2009-12-24",7.96
"753","2009-12-28",8
"754","2009-12-29",8.03
"755","2009-12-30",8.02
"756","2009-12-31",7.86
"757","2010-01-04",8.08
"758","2010-01-05",7.93
"759","2010-01-06",7.49
"760","2010-01-07",7.71
"761","2010-01-08",7.74
"762","2010-01-11",7.76
"763","2010-01-12",7.73
"764","2010-01-13",7.82
"765","2010-01-14",8.02
"766","2010-01-15",7.8
"767","2010-01-19",8
"768","2010-01-20",7.96
"769","2010-01-21",7.68
"770","2010-01-22",7.44
"771","2010-01-25",7.56
"772","2010-01-26",7.65
"773","2010-01-27",7.83
"774","2010-01-28",7.85
"775","2010-01-29",7.77
"776","2010-02-01",7.65
"777","2010-02-02",7.66
"778","2010-02-03",7.66
"779","2010-02-04",7.52
"780","2010-02-05",7.49
"781","2010-02-08",7.2
"782","2010-02-09",7.38
"783","2010-02-10",7.28
"784","2010-02-11",7.33
"785","2010-02-12",7.39
"786","2010-02-16",7.53
"787","2010-02-17",7.66
"788","2010-02-18",7.64
"789","2010-02-19",7.64
"790","2010-02-22",7.83
"791","2010-02-23",7.76
"792","2010-02-24",7.86
"793","2010-02-25",8.04
"794","2010-02-26",8.03
"795","2010-03-01",8.29
"796","2010-03-02",8.25
"797","2010-03-03",8.45
"798","2010-03-04",8.42
"799","2010-03-05",8.55
"800","2010-03-08",8.74
"801","2010-03-09",8.54
"802","2010-03-10",8.64
"803","2010-03-11",8.6
"804","2010-03-12",8.51
"805","2010-03-15",8.55
"806","2010-03-16",8.64
"807","2010-03-17",8.9
"808","2010-03-18",8.86
"809","2010-03-19",8.9
"810","2010-03-22",8.93
"811","2010-03-23",8.92
"812","2010-03-24",8.87
"813","2010-03-25",8.88
"814","2010-03-26",8.87
"815","2010-03-29",8.94
"816","2010-03-30",9.06
"817","2010-03-31",9
"818","2010-04-01",8.99
"819","2010-04-05",9.09
"820","2010-04-06",9.03
"821","2010-04-07",9.08
"822","2010-04-08",9.03
"823","2010-04-09",9.01
"824","2010-04-12",9.19
"825","2010-04-13",9.05
"826","2010-04-14",9.19
"827","2010-04-15",9.3
"828","2010-04-16",9.34
"829","2010-04-19",9.45
"830","2010-04-20",9.44
"831","2010-04-21",9.51
"832","2010-04-22",9.45
"833","2010-04-23",9.7
"834","2010-04-26",9.68
"835","2010-04-27",9.55
"836","2010-04-28",9.68
"837","2010-04-29",9.85
"838","2010-04-30",9.7
"839","2010-05-03",9.9
"840","2010-05-04",9.95
"841","2010-05-05",9.82
"842","2010-05-06",9.8
"843","2010-05-07",9.29
"844","2010-05-10",9.61
"845","2010-05-11",9.77
"846","2010-05-12",9.89
"847","2010-05-13",7.98
"848","2010-05-14",7.9
"849","2010-05-17",7.83
"850","2010-05-18",7.63
"851","2010-05-19",7.54
"852","2010-05-20",7.3
"853","2010-05-21",7.5
"854","2010-05-24",7.39
"855","2010-05-25",7.51
"856","2010-05-26",7.48
"857","2010-05-27",7.74
"858","2010-05-28",7.72
"859","2010-06-01",7.56
"860","2010-06-02",7.57
"861","2010-06-03",7.72
"862","2010-06-04",7.43
"863","2010-06-07",7.26
"864","2010-06-08",7.21
"865","2010-06-09",7.32
"866","2010-06-10",7.55
"867","2010-06-11",7.72
"868","2010-06-14",7.61
"869","2010-06-15",7.77
"870","2010-06-16",7.65
"871","2010-06-17",7.53
"872","2010-06-18",7.56
"873","2010-06-21",7.52
"874","2010-06-22",7.34
"875","2010-06-23",7.31
"876","2010-06-24",7.21
"877","2010-06-25",7.26
"878","2010-06-28",7.31
"879","2010-06-29",7.16
"880","2010-06-30",7.08
"881","2010-07-01",7.22
"882","2010-07-02",7.32
"883","2010-07-06",7.24
"884","2010-07-07",7.21
"885","2010-07-08",7.45
"886","2010-07-09",7.72
"887","2010-07-12",7.48
"888","2010-07-13",7.76
"889","2010-07-14",7.65
"890","2010-07-15",7.59
"891","2010-07-16",7.44
"892","2010-07-19",7.39
"893","2010-07-20",7.51
"894","2010-07-21",7.34
"895","2010-07-22",7.38
"896","2010-07-23",7.48
"897","2010-07-26",8.07
"898","2010-07-27",8.15
"899","2010-07-28",8.14
"900","2010-07-29",8.19
"901","2010-07-30",8.22
"902","2010-08-02",8.07
"903","2010-08-03",8.06
"904","2010-08-04",8.07
"905","2010-08-05",8.17
"906","2010-08-06",8.16
"907","2010-08-09",8.22
"908","2010-08-10",8.05
"909","2010-08-11",7.68
"910","2010-08-12",7.61
"911","2010-08-13",7.6
"912","2010-08-16",7.64
"913","2010-08-17",7.88
"914","2010-08-18",7.68
"915","2010-08-19",7.38
"916","2010-08-20",7.43
"917","2010-08-23",7.37
"918","2010-08-24",7.31
"919","2010-08-25",7.48
"920","2010-08-26",7.27
"921","2010-08-27",7.47
"922","2010-08-30",7.29
"923","2010-08-31",7.4
"924","2010-09-01",7.63
"925","2010-09-02",7.68
"926","2010-09-03",7.94
"927","2010-09-07",7.72
"928","2010-09-08",7.84
"929","2010-09-09",7.87
"930","2010-09-10",7.92
"931","2010-09-13",7.91
"932","2010-09-14",7.87
"933","2010-09-15",7.87
"934","2010-09-16",7.79
"935","2010-09-17",7.82
"936","2010-09-20",8.87
"937","2010-09-21",8.81
"938","2010-09-22",8.85
"939","2010-09-23",9.04
"940","2010-09-24",9.36
"941","2010-09-27",9.52
"942","2010-09-28",9.65
"943","2010-09-29",9.93
"944","2010-09-30",9.89
"945","2010-10-01",9.89
"946","2010-10-04",9.82
"947","2010-10-05",10.13
"948","2010-10-06",10.23
"949","2010-10-07",10.32
"950","2010-10-08",10.46
"951","2010-10-11",10
"952","2010-10-12",10.22
"953","2010-10-13",10.36
"954","2010-10-14",10.39
"955","2010-10-15",10.57
"956","2010-10-18",10.56
"957","2010-10-19",10.42
"958","2010-10-20",10.78
"959","2010-10-21",10.95
"960","2010-10-22",10.96
"961","2010-10-25",11.02
"962","2010-10-26",10.88
"963","2010-10-27",10.84
"964","2010-10-28",10.8
"965","2010-10-29",10.75
"966","2010-11-01",10.89
"967","2010-11-02",11.05
"968","2010-11-03",10.93
"969","2010-11-04",11.54
"970","2010-11-05",11.18
"971","2010-11-08",11.15
"972","2010-11-09",10.95
"973","2010-11-10",11.06
"974","2010-11-11",11.11
"975","2010-11-12",11.09
"976","2010-11-15",11.26
"977","2010-11-16",11.16
"978","2010-11-17",11.24
"979","2010-11-18",11.83
"980","2010-11-19",11.94
"981","2010-11-22",11.95
"982","2010-11-23",11.93
"983","2010-11-24",11.93
"984","2010-11-26",11.97
"985","2010-11-29",11.86
"986","2010-11-30",11.77
"987","2010-12-01",12.07
"988","2010-12-02",12.09
"989","2010-12-03",11.9
"990","2010-12-06",11.79
"991","2010-12-07",11.83
"992","2010-12-08",11.79
"993","2010-12-09",11.77
"994","2010-12-10",11.91
"995","2010-12-13",11.55
"996","2010-12-14",11.72
"997","2010-12-15",11.57
"998","2010-12-16",11.77
"999","2010-12-17",11.96
"1000","2010-12-20",12.15
"1001","2010-12-21",11.82
