"","date","BAND"
"1","2017-11-09",20
"2","2017-11-10",21.190001
"3","2017-11-13",20.299999
"4","2017-11-14",20.09
"5","2017-11-15",20.040001
"6","2017-11-16",20
"7","2017-11-17",18.16
"8","2017-11-20",19.129999
"9","2017-11-21",20.049999
"10","2017-11-22",21.219999
"11","2017-11-24",21.059999
"12","2017-11-27",20.719999
"13","2017-11-28",20.43
"14","2017-11-29",20.67
"15","2017-11-30",21.84
"16","2017-12-01",22.219999
"17","2017-12-04",22.370001
"18","2017-12-05",22.700001
"19","2017-12-06",22.549999
"20","2017-12-07",21.530001
"21","2017-12-08",21.15
"22","2017-12-11",20.65
"23","2017-12-12",20.25
"24","2017-12-13",21.549999
"25","2017-12-14",22.120001
"26","2017-12-15",21.49
"27","2017-12-18",22.860001
"28","2017-12-19",22.629999
"29","2017-12-20",22.969999
"30","2017-12-21",23.059999
"31","2017-12-22",23.049999
"32","2017-12-26",23.030001
"33","2017-12-27",24.07
"34","2017-12-28",24.379999
"35","2017-12-29",23.120001
"36","2018-01-02",23.24
"37","2018-01-03",23.530001
"38","2018-01-04",23.440001
"39","2018-01-05",23.48
"40","2018-01-08",23.5
"41","2018-01-09",23.299999
"42","2018-01-10",23.23
"43","2018-01-11",23.059999
"44","2018-01-12",23.01
"45","2018-01-16",23.129999
"46","2018-01-17",23.049999
"47","2018-01-18",23.08
"48","2018-01-19",23.309999
"49","2018-01-22",23.129999
"50","2018-01-23",23.049999
"51","2018-01-24",22.809999
"52","2018-01-25",22.700001
"53","2018-01-26",22.73
"54","2018-01-29",23.51
"55","2018-01-30",23.940001
"56","2018-01-31",23.34
"57","2018-02-01",23.610001
"58","2018-02-02",22.52
"59","2018-02-05",21.76
"60","2018-02-06",21.1
"61","2018-02-07",20.74
"62","2018-02-08",21.030001
"63","2018-02-09",21.030001
"64","2018-02-12",21.35
"65","2018-02-13",19.879999
"66","2018-02-14",22.209999
"67","2018-02-15",22.32
"68","2018-02-16",22.290001
"69","2018-02-20",23.91
"70","2018-02-21",24.09
"71","2018-02-22",26.99
"72","2018-02-23",26.809999
"73","2018-02-26",27.51
"74","2018-02-27",27.450001
"75","2018-02-28",27.450001
"76","2018-03-01",27.25
"77","2018-03-02",27
"78","2018-03-05",27.24
"79","2018-03-06",28.73
"80","2018-03-07",28.639999
"81","2018-03-08",28.84
"82","2018-03-09",28.83
"83","2018-03-12",28.6
"84","2018-03-13",28.58
"85","2018-03-14",28.389999
"86","2018-03-15",29.49
"87","2018-03-16",29.049999
"88","2018-03-19",29.02
"89","2018-03-20",31.940001
"90","2018-03-21",32.099998
"91","2018-03-22",32.16
"92","2018-03-23",31.93
"93","2018-03-26",31.93
"94","2018-03-27",31.469999
"95","2018-03-28",32.09
"96","2018-03-29",32.66
"97","2018-04-02",32.549999
"98","2018-04-03",31.68
"99","2018-04-04",31.5
"100","2018-04-05",31.1
"101","2018-04-06",30.33
"102","2018-04-09",31.1
"103","2018-04-10",32.43
"104","2018-04-11",31.719999
"105","2018-04-12",31.74
"106","2018-04-13",31.889999
"107","2018-04-16",31.91
"108","2018-04-17",32.150002
"109","2018-04-18",31.790001
"110","2018-04-19",30.83
"111","2018-04-20",30.57
"112","2018-04-23",31.889999
"113","2018-04-24",31.889999
"114","2018-04-25",31.9
"115","2018-04-26",32
"116","2018-04-27",32.169998
"117","2018-04-30",32.450001
"118","2018-05-01",32.16
"119","2018-05-02",35.060001
"120","2018-05-03",35.119999
"121","2018-05-04",35.599998
"122","2018-05-07",35.400002
"123","2018-05-08",36.650002
"124","2018-05-09",34.209999
"125","2018-05-10",34.790001
"126","2018-05-11",34.82
"127","2018-05-14",34.349998
"128","2018-05-15",34.619999
"129","2018-05-16",34.82
"130","2018-05-17",34.720001
"131","2018-05-18",34.509998
"132","2018-05-21",34.889999
"133","2018-05-22",35.580002
"134","2018-05-23",35.32
"135","2018-05-24",35.509998
"136","2018-05-25",35.16
"137","2018-05-29",35.16
"138","2018-05-30",35.220001
"139","2018-05-31",37.310001
"140","2018-06-01",39.450001
"141","2018-06-04",38.98
"142","2018-06-05",40.509998
"143","2018-06-06",40.830002
"144","2018-06-07",39.34
"145","2018-06-08",39.91
"146","2018-06-11",39.689999
"147","2018-06-12",39.200001
"148","2018-06-13",39.169998
"149","2018-06-14",39.470001
"150","2018-06-15",39.439999
"151","2018-06-18",39.869999
"152","2018-06-19",39.939999
"153","2018-06-20",39.93
"154","2018-06-21",39.580002
"155","2018-06-22",39.509998
"156","2018-06-25",37.959999
"157","2018-06-26",37.799999
"158","2018-06-27",37.23
"159","2018-06-28",37.98
"160","2018-06-29",37.98
"161","2018-07-02",36.650002
"162","2018-07-03",37.139999
"163","2018-07-05",38.25
"164","2018-07-06",38.630001
"165","2018-07-09",37.130001
"166","2018-07-10",36.07
"167","2018-07-11",35.400002
"168","2018-07-12",35.759998
"169","2018-07-13",36
"170","2018-07-16",36.02
"171","2018-07-17",35.349998
"172","2018-07-18",35.759998
"173","2018-07-19",36.200001
"174","2018-07-20",36.630001
"175","2018-07-23",37.130001
"176","2018-07-24",36.880001
"177","2018-07-25",37.52
"178","2018-07-26",37.119999
"179","2018-07-27",36.580002
"180","2018-07-30",35.060001
"181","2018-07-31",35.040001
"182","2018-08-01",39.360001
"183","2018-08-02",39.240002
"184","2018-08-03",39.049999
"185","2018-08-06",39.119999
"186","2018-08-07",40.389999
"187","2018-08-08",43.700001
"188","2018-08-09",43.150002
"189","2018-08-10",44.490002
"190","2018-08-13",43.650002
"191","2018-08-14",44.16
"192","2018-08-15",44.18
"193","2018-08-16",44.009998
"194","2018-08-17",44.75
"195","2018-08-20",44.93
"196","2018-08-21",44.98
"197","2018-08-22",44.950001
"198","2018-08-23",45
"199","2018-08-24",45.130001
"200","2018-08-27",45.119999
"201","2018-08-28",45.169998
"202","2018-08-29",45.220001
"203","2018-08-30",45.16
"204","2018-08-31",45.560001
"205","2018-09-04",51.080002
"206","2018-09-05",49.91
"207","2018-09-06",50.764999
"208","2018-09-07",52.049999
"209","2018-09-10",52.860001
"210","2018-09-11",52.889999
"211","2018-09-12",54.07
"212","2018-09-13",54.560001
"213","2018-09-14",55.220001
"214","2018-09-17",53.549999
"215","2018-09-18",55.25
"216","2018-09-19",53
"217","2018-09-20",52.689999
"218","2018-09-21",52.41
"219","2018-09-24",52.630001
"220","2018-09-25",53.779999
"221","2018-09-26",53.639999
"222","2018-09-27",53.540001
"223","2018-09-28",53.57
"224","2018-10-01",53.400002
"225","2018-10-02",52.959999
"226","2018-10-03",54.009998
"227","2018-10-04",54.200001
"228","2018-10-05",54.669998
"229","2018-10-08",54.189999
"230","2018-10-09",54.830002
"231","2018-10-10",49.709999
"232","2018-10-11",49.18
"233","2018-10-12",49.389999
"234","2018-10-15",49.639999
"235","2018-10-16",51.82
"236","2018-10-17",51.650002
"237","2018-10-18",51.5
"238","2018-10-19",50.150002
"239","2018-10-22",50.290001
"240","2018-10-23",49.529999
"241","2018-10-24",48.119999
"242","2018-10-25",50.25
"243","2018-10-26",49.02
"244","2018-10-29",48.869999
"245","2018-10-30",49.57
"246","2018-10-31",53.360001
"247","2018-11-01",55.639999
"248","2018-11-02",53.619999
"249","2018-11-05",49.849998
"250","2018-11-06",49.119999
"251","2018-11-07",49.240002
"252","2018-11-08",48.799999
"253","2018-11-09",48.32
"254","2018-11-12",47.310001
"255","2018-11-13",47.5
"256","2018-11-14",47.290001
"257","2018-11-15",48.139999
"258","2018-11-16",47.48
"259","2018-11-19",43.400002
"260","2018-11-20",41.240002
"261","2018-11-21",43.919998
"262","2018-11-23",44.080002
"263","2018-11-26",44.200001
"264","2018-11-27",43.610001
"265","2018-11-28",44.98
"266","2018-11-29",44.669998
"267","2018-11-30",46.66
"268","2018-12-03",45.759998
"269","2018-12-04",44.110001
"270","2018-12-06",44.790001
"271","2018-12-07",44.41
"272","2018-12-10",45.990002
"273","2018-12-11",45.189999
"274","2018-12-12",45.720001
"275","2018-12-13",44.830002
"276","2018-12-14",43.900002
"277","2018-12-17",41.349998
"278","2018-12-18",39.77
"279","2018-12-19",39.369999
"280","2018-12-20",38.439999
"281","2018-12-21",35.23
"282","2018-12-24",35.459999
"283","2018-12-26",37.959999
"284","2018-12-27",39.060001
"285","2018-12-28",39.099998
"286","2018-12-31",40.75
"287","2019-01-02",41.32
"288","2019-01-03",39.57
"289","2019-01-04",41.27
"290","2019-01-07",41.689999
"291","2019-01-08",42.16
"292","2019-01-09",41.959999
"293","2019-01-10",41.66
"294","2019-01-11",41.610001
"295","2019-01-14",40.77
"296","2019-01-15",41.860001
"297","2019-01-16",41.700001
"298","2019-01-17",42.549999
"299","2019-01-18",44
"300","2019-01-22",43.029999
"301","2019-01-23",43.080002
"302","2019-01-24",44.200001
"303","2019-01-25",45.73
"304","2019-01-28",44.830002
"305","2019-01-29",43.68
"306","2019-01-30",44.360001
"307","2019-01-31",46.099998
"308","2019-02-01",46.950001
"309","2019-02-04",47.43
"310","2019-02-05",48.099998
"311","2019-02-06",48.049999
"312","2019-02-07",47.599998
"313","2019-02-08",49.119999
"314","2019-02-11",47.48
"315","2019-02-12",47.470001
"316","2019-02-13",48.540001
"317","2019-02-14",47.349998
"318","2019-02-15",51.139999
"319","2019-02-19",51.599998
"320","2019-02-20",51.57
"321","2019-02-21",52.25
"322","2019-02-22",53.959999
"323","2019-02-25",53.310001
"324","2019-02-26",52.950001
"325","2019-02-27",53.700001
"326","2019-02-28",55.720001
"327","2019-03-01",57.860001
"328","2019-03-04",56.959999
"329","2019-03-05",57.700001
"330","2019-03-06",55.200001
"331","2019-03-07",61.200001
"332","2019-03-08",62.150002
"333","2019-03-11",63.279999
"334","2019-03-12",65.199997
"335","2019-03-13",65.449997
"336","2019-03-14",66.580002
"337","2019-03-15",67.57
"338","2019-03-18",68.769997
"339","2019-03-19",67.510002
"340","2019-03-20",68.260002
"341","2019-03-21",69.190002
"342","2019-03-22",66.400002
"343","2019-03-25",66.900002
"344","2019-03-26",68.309998
"345","2019-03-27",65.5
"346","2019-03-28",66.739998
"347","2019-03-29",66.959999
"348","2019-04-01",65.629997
"349","2019-04-02",67.760002
"350","2019-04-03",68.199997
"351","2019-04-04",66.260002
"352","2019-04-05",66.870003
"353","2019-04-08",68.57
"354","2019-04-09",68.550003
"355","2019-04-10",71.279999
"356","2019-04-11",71.639999
"357","2019-04-12",70.980003
"358","2019-04-15",70
"359","2019-04-16",69.300003
"360","2019-04-17",67.800003
"361","2019-04-18",67.919998
"362","2019-04-22",69.010002
"363","2019-04-23",72.949997
"364","2019-04-24",72.43
"365","2019-04-25",73.199997
"366","2019-04-26",74.809998
"367","2019-04-29",75.18
"368","2019-04-30",75.419998
"369","2019-05-01",75.260002
"370","2019-05-02",72.470001
"371","2019-05-03",69.519997
"372","2019-05-06",70.309998
"373","2019-05-07",72.199997
"374","2019-05-08",73.889999
"375","2019-05-09",73.400002
"376","2019-05-10",74.43
"377","2019-05-13",70.550003
"378","2019-05-14",71.540001
"379","2019-05-15",74.129997
"380","2019-05-16",77.650002
"381","2019-05-17",77.82
"382","2019-05-20",77.830002
"383","2019-05-21",78.5
"384","2019-05-22",77.260002
"385","2019-05-23",75.489998
"386","2019-05-24",76.75
"387","2019-05-28",77.529999
"388","2019-05-29",75.129997
"389","2019-05-30",74.860001
"390","2019-05-31",72.57
"391","2019-06-03",70.459999
"392","2019-06-04",71.650002
"393","2019-06-05",72.870003
"394","2019-06-06",74.029999
"395","2019-06-07",76.660004
"396","2019-06-10",73.199997
"397","2019-06-11",73.809998
"398","2019-06-12",75.839996
"399","2019-06-13",76.75
"400","2019-06-14",77
"401","2019-06-17",74.230003
"402","2019-06-18",72.510002
"403","2019-06-19",75.529999
"404","2019-06-20",78.379997
