"","date","CPSI"
"1","2007-01-03",33.279999
"2","2007-01-04",33.950001
"3","2007-01-05",33.68
"4","2007-01-08",33.150002
"5","2007-01-09",32.720001
"6","2007-01-10",32.369999
"7","2007-01-11",32.830002
"8","2007-01-12",33
"9","2007-01-16",32.709999
"10","2007-01-17",32.360001
"11","2007-01-18",32.59
"12","2007-01-19",32.259998
"13","2007-01-22",31.25
"14","2007-01-23",31.559999
"15","2007-01-24",31.700001
"16","2007-01-25",31.719999
"17","2007-01-26",31.93
"18","2007-01-29",31.65
"19","2007-01-30",31.780001
"20","2007-01-31",31.75
"21","2007-02-01",31.959999
"22","2007-02-02",29.27
"23","2007-02-05",28.99
"24","2007-02-06",29.52
"25","2007-02-07",29.42
"26","2007-02-08",29.65
"27","2007-02-09",28.709999
"28","2007-02-12",28.51
"29","2007-02-13",28.84
"30","2007-02-14",28.629999
"31","2007-02-15",28.639999
"32","2007-02-16",29.07
"33","2007-02-20",29.58
"34","2007-02-21",29.559999
"35","2007-02-22",29.309999
"36","2007-02-23",29.33
"37","2007-02-26",28.99
"38","2007-02-27",28.09
"39","2007-02-28",28.780001
"40","2007-03-01",28.27
"41","2007-03-02",27.49
"42","2007-03-05",27
"43","2007-03-06",27.049999
"44","2007-03-07",27.73
"45","2007-03-08",28.01
"46","2007-03-09",26.77
"47","2007-03-12",26.68
"48","2007-03-13",26.059999
"49","2007-03-14",26.35
"50","2007-03-15",26.59
"51","2007-03-16",26.17
"52","2007-03-19",26.32
"53","2007-03-20",26.1
"54","2007-03-21",26.309999
"55","2007-03-22",26.610001
"56","2007-03-23",26.540001
"57","2007-03-26",26.57
"58","2007-03-27",26.549999
"59","2007-03-28",26.549999
"60","2007-03-29",26.73
"61","2007-03-30",26.82
"62","2007-04-02",26.59
"63","2007-04-03",29.110001
"64","2007-04-04",28.77
"65","2007-04-05",29.700001
"66","2007-04-09",30.32
"67","2007-04-10",30.34
"68","2007-04-11",30.790001
"69","2007-04-12",30.57
"70","2007-04-13",30.690001
"71","2007-04-16",30.82
"72","2007-04-17",30.68
"73","2007-04-18",30.469999
"74","2007-04-19",30.709999
"75","2007-04-20",32.48
"76","2007-04-23",32.799999
"77","2007-04-24",32.200001
"78","2007-04-25",32.119999
"79","2007-04-26",32.23
"80","2007-04-27",32.060001
"81","2007-04-30",31.85
"82","2007-05-01",32.16
"83","2007-05-02",32
"84","2007-05-03",32.029999
"85","2007-05-04",32.279999
"86","2007-05-07",32.150002
"87","2007-05-08",32.049999
"88","2007-05-09",32.57
"89","2007-05-10",31.030001
"90","2007-05-11",31.25
"91","2007-05-14",31.02
"92","2007-05-15",30.040001
"93","2007-05-16",30.610001
"94","2007-05-17",29.959999
"95","2007-05-18",30.950001
"96","2007-05-21",31.209999
"97","2007-05-22",31.389999
"98","2007-05-23",31.75
"99","2007-05-24",30.26
"100","2007-05-25",31.459999
"101","2007-05-29",31.49
"102","2007-05-30",32.009998
"103","2007-05-31",33.580002
"104","2007-06-01",32.869999
"105","2007-06-04",33.110001
"106","2007-06-05",32
"107","2007-06-06",31.01
"108","2007-06-07",31.040001
"109","2007-06-08",31.290001
"110","2007-06-11",31.360001
"111","2007-06-12",30.98
"112","2007-06-13",31.24
"113","2007-06-14",31.469999
"114","2007-06-15",31.43
"115","2007-06-18",31.65
"116","2007-06-19",31.49
"117","2007-06-20",30.290001
"118","2007-06-21",30.190001
"119","2007-06-22",30.59
"120","2007-06-25",30.379999
"121","2007-06-26",31.120001
"122","2007-06-27",32.299999
"123","2007-06-28",31.879999
"124","2007-06-29",30.98
"125","2007-07-02",31.35
"126","2007-07-03",31.27
"127","2007-07-05",31.49
"128","2007-07-06",31.959999
"129","2007-07-09",31.530001
"130","2007-07-10",31.360001
"131","2007-07-11",30.809999
"132","2007-07-12",31
"133","2007-07-13",30.98
"134","2007-07-16",30.969999
"135","2007-07-17",30.74
"136","2007-07-18",30.85
"137","2007-07-19",30.540001
"138","2007-07-20",28.559999
"139","2007-07-23",28.309999
"140","2007-07-24",27.26
"141","2007-07-25",27.25
"142","2007-07-26",27.18
"143","2007-07-27",27.02
"144","2007-07-30",27.200001
"145","2007-07-31",26.75
"146","2007-08-01",26.49
"147","2007-08-02",26.549999
"148","2007-08-03",25.450001
"149","2007-08-06",26
"150","2007-08-07",27.08
"151","2007-08-08",27.860001
"152","2007-08-09",29.450001
"153","2007-08-10",28.440001
"154","2007-08-13",25.91
"155","2007-08-14",26.33
"156","2007-08-15",26
"157","2007-08-16",27.120001
"158","2007-08-17",26.99
"159","2007-08-20",27.08
"160","2007-08-21",27.09
"161","2007-08-22",27
"162","2007-08-23",26.379999
"163","2007-08-24",26.379999
"164","2007-08-27",25.969999
"165","2007-08-28",25.709999
"166","2007-08-29",26.73
"167","2007-08-30",26.299999
"168","2007-08-31",26.57
"169","2007-09-04",26.76
"170","2007-09-05",26.450001
"171","2007-09-06",26.4
"172","2007-09-07",26.200001
"173","2007-09-10",25.68
"174","2007-09-11",26.6
"175","2007-09-12",25.99
"176","2007-09-13",26.299999
"177","2007-09-14",26
"178","2007-09-17",25.809999
"179","2007-09-18",26.120001
"180","2007-09-19",26.459999
"181","2007-09-20",26.450001
"182","2007-09-21",26
"183","2007-09-24",26.23
"184","2007-09-25",25.889999
"185","2007-09-26",25.83
"186","2007-09-27",26.790001
"187","2007-09-28",26.360001
"188","2007-10-01",27.950001
"189","2007-10-02",27.459999
"190","2007-10-03",27.68
"191","2007-10-04",28.42
"192","2007-10-05",28.209999
"193","2007-10-08",29.02
"194","2007-10-09",29.02
"195","2007-10-10",29.559999
"196","2007-10-11",29.049999
"197","2007-10-12",29.16
"198","2007-10-15",28
"199","2007-10-16",28.190001
"200","2007-10-17",28.52
"201","2007-10-18",28.01
"202","2007-10-19",25.66
"203","2007-10-22",26
"204","2007-10-23",25.700001
"205","2007-10-24",25
"206","2007-10-25",25.23
"207","2007-10-26",25.35
"208","2007-10-29",25.43
"209","2007-10-30",25.059999
"210","2007-10-31",24.77
"211","2007-11-01",23.290001
"212","2007-11-02",22.75
"213","2007-11-05",22.639999
"214","2007-11-06",22.09
"215","2007-11-07",21.51
"216","2007-11-08",20.9
"217","2007-11-09",20.440001
"218","2007-11-12",21.540001
"219","2007-11-13",21.43
"220","2007-11-14",21.459999
"221","2007-11-15",21.309999
"222","2007-11-16",21.450001
"223","2007-11-19",21.280001
"224","2007-11-20",21.389999
"225","2007-11-21",22.09
"226","2007-11-23",22.66
"227","2007-11-26",21.950001
"228","2007-11-27",22.370001
"229","2007-11-28",22.790001
"230","2007-11-29",22.370001
"231","2007-11-30",22.27
"232","2007-12-03",21.860001
"233","2007-12-04",21.48
"234","2007-12-05",21.17
"235","2007-12-06",22.07
"236","2007-12-07",21.790001
"237","2007-12-10",21.719999
"238","2007-12-11",21.92
"239","2007-12-12",21.440001
"240","2007-12-13",21.57
"241","2007-12-14",21.4
"242","2007-12-17",21
"243","2007-12-18",21.360001
"244","2007-12-19",22.08
"245","2007-12-20",22.379999
"246","2007-12-21",24.27
"247","2007-12-24",23.58
"248","2007-12-26",22.959999
"249","2007-12-27",22.24
"250","2007-12-28",22.549999
"251","2007-12-31",22.74
"252","2008-01-02",22.290001
"253","2008-01-03",21.73
"254","2008-01-04",21.26
"255","2008-01-07",21.440001
"256","2008-01-08",20.74
"257","2008-01-09",21.51
"258","2008-01-10",21.290001
"259","2008-01-11",21.25
"260","2008-01-14",21.25
"261","2008-01-15",21
"262","2008-01-16",21.41
"263","2008-01-17",21.059999
"264","2008-01-18",20.889999
"265","2008-01-22",20.68
"266","2008-01-23",21.25
"267","2008-01-24",20.93
"268","2008-01-25",20.940001
"269","2008-01-28",21.77
"270","2008-01-29",22.290001
"271","2008-01-30",20.879999
"272","2008-01-31",20.549999
"273","2008-02-01",22.290001
"274","2008-02-04",22.51
"275","2008-02-05",22.52
"276","2008-02-06",22.469999
"277","2008-02-07",22.73
"278","2008-02-08",22.139999
"279","2008-02-11",22.77
"280","2008-02-12",23.74
"281","2008-02-13",23.83
"282","2008-02-14",22.969999
"283","2008-02-15",23.120001
"284","2008-02-19",22.379999
"285","2008-02-20",23.35
"286","2008-02-21",22.379999
"287","2008-02-22",22.1
"288","2008-02-25",22.84
