"","date","SCOR"
"1","2007-06-27",23.469999
"2","2007-06-28",25.59
"3","2007-06-29",23.15
"4","2007-07-02",22.41
"5","2007-07-03",22.389999
"6","2007-07-05",22.940001
"7","2007-07-06",24.709999
"8","2007-07-09",23.799999
"9","2007-07-10",24.209999
"10","2007-07-11",24.98
"11","2007-07-12",26.860001
"12","2007-07-13",26.040001
"13","2007-07-16",24.889999
"14","2007-07-17",24.290001
"15","2007-07-18",24.08
"16","2007-07-19",24.52
"17","2007-07-20",24.02
"18","2007-07-23",24.190001
"19","2007-07-24",23.74
"20","2007-07-25",23.780001
"21","2007-07-26",23.219999
"22","2007-07-27",22.99
"23","2007-07-30",23.200001
"24","2007-07-31",23.48
"25","2007-08-01",24.4
"26","2007-08-02",24.120001
"27","2007-08-03",24.35
"28","2007-08-06",23.02
"29","2007-08-07",23.01
"30","2007-08-08",22.139999
"31","2007-08-09",22.59
"32","2007-08-10",23.540001
"33","2007-08-13",22.98
"34","2007-08-14",22.58
"35","2007-08-15",22.549999
"36","2007-08-16",22.15
"37","2007-08-17",22.290001
"38","2007-08-20",22
"39","2007-08-21",22.610001
"40","2007-08-22",22.59
"41","2007-08-23",22.73
"42","2007-08-24",22.299999
"43","2007-08-27",21.25
"44","2007-08-28",21.17
"45","2007-08-29",21.5
"46","2007-08-30",21.75
"47","2007-08-31",21.42
"48","2007-09-04",22.049999
"49","2007-09-05",22.219999
"50","2007-09-06",22.280001
"51","2007-09-07",22.059999
"52","2007-09-10",22.389999
"53","2007-09-11",23.190001
"54","2007-09-12",23.18
"55","2007-09-13",23.52
"56","2007-09-14",24.219999
"57","2007-09-17",24.709999
"58","2007-09-18",25.91
"59","2007-09-19",26.700001
"60","2007-09-20",26.43
"61","2007-09-21",27.190001
"62","2007-09-24",27.549999
"63","2007-09-25",27.77
"64","2007-09-26",30.469999
"65","2007-09-27",29.15
"66","2007-09-28",27
"67","2007-10-01",28.85
"68","2007-10-02",29.030001
"69","2007-10-03",31.18
"70","2007-10-04",30.969999
"71","2007-10-05",31.1
"72","2007-10-08",31.219999
"73","2007-10-09",37.02
"74","2007-10-10",37.830002
"75","2007-10-11",35
"76","2007-10-12",35.880001
"77","2007-10-15",34.220001
"78","2007-10-16",34.860001
"79","2007-10-17",37.18
"80","2007-10-18",40.900002
"81","2007-10-19",37.93
"82","2007-10-22",37.5
"83","2007-10-23",38.040001
"84","2007-10-24",36.68
"85","2007-10-25",35.189999
"86","2007-10-26",36.450001
"87","2007-10-29",36.98
"88","2007-10-30",36.52
"89","2007-10-31",36.66
"90","2007-11-01",31.5
"91","2007-11-02",31.49
"92","2007-11-05",30.559999
"93","2007-11-06",33.310001
"94","2007-11-07",33.09
"95","2007-11-08",31.4
"96","2007-11-09",31.280001
"97","2007-11-12",31.389999
"98","2007-11-13",30.209999
"99","2007-11-14",31.49
"100","2007-11-15",30.469999
"101","2007-11-16",30.530001
"102","2007-11-19",28.76
"103","2007-11-20",28.74
"104","2007-11-21",27.01
"105","2007-11-23",28.299999
"106","2007-11-26",29.780001
"107","2007-11-27",30.1
"108","2007-11-28",30.6
"109","2007-11-29",34.700001
"110","2007-11-30",32.450001
"111","2007-12-03",34.630001
"112","2007-12-04",36.060001
"113","2007-12-05",37.25
"114","2007-12-06",37.330002
"115","2007-12-07",36.130001
"116","2007-12-10",36.23
"117","2007-12-11",36.029999
"118","2007-12-12",35.5
"119","2007-12-13",34.540001
"120","2007-12-14",34.209999
"121","2007-12-17",34.040001
"122","2007-12-18",32.970001
"123","2007-12-19",32.66
"124","2007-12-20",33.360001
"125","2007-12-21",34
"126","2007-12-24",32.66
"127","2007-12-26",33.650002
"128","2007-12-27",32.299999
"129","2007-12-28",32
"130","2007-12-31",32.630001
"131","2008-01-02",32.369999
"132","2008-01-03",31.49
"133","2008-01-04",30.24
"134","2008-01-07",30
"135","2008-01-08",29.940001
"136","2008-01-09",31.1
"137","2008-01-10",29.780001
"138","2008-01-11",30
"139","2008-01-14",30.01
"140","2008-01-15",26.5
"141","2008-01-16",27.280001
"142","2008-01-17",26.35
"143","2008-01-18",26.35
"144","2008-01-22",25.129999
"145","2008-01-23",24.65
"146","2008-01-24",25.370001
"147","2008-01-25",26.18
"148","2008-01-28",26.950001
"149","2008-01-29",26.74
"150","2008-01-30",26.4
"151","2008-01-31",26.77
"152","2008-02-01",27.42
"153","2008-02-04",27.49
"154","2008-02-05",26.450001
"155","2008-02-06",25.75
"156","2008-02-07",27.450001
"157","2008-02-08",22.92
"158","2008-02-11",23.9
"159","2008-02-12",20.969999
"160","2008-02-13",21.77
"161","2008-02-14",22.549999
"162","2008-02-15",22.610001
"163","2008-02-19",22.08
"164","2008-02-20",21.92
"165","2008-02-21",20.43
"166","2008-02-22",19.379999
"167","2008-02-25",20.32
"168","2008-02-26",20.74
"169","2008-02-27",20.4
"170","2008-02-28",20.49
"171","2008-02-29",20.620001
"172","2008-03-03",20.030001
"173","2008-03-04",20.049999
"174","2008-03-05",19.450001
"175","2008-03-06",19.469999
"176","2008-03-07",19.549999
"177","2008-03-10",18.200001
"178","2008-03-11",19.98
"179","2008-03-12",20.16
"180","2008-03-13",20.08
"181","2008-03-14",19.68
"182","2008-03-17",19.620001
"183","2008-03-18",20.76
"184","2008-03-19",21.51
"185","2008-03-20",19.48
"186","2008-03-24",19.049999
"187","2008-03-25",19.48
"188","2008-03-26",19.5
"189","2008-03-27",19.9
"190","2008-03-28",19.9
"191","2008-03-31",20.059999
"192","2008-04-01",20.83
"193","2008-04-02",21.139999
"194","2008-04-03",20.42
"195","2008-04-04",20.870001
"196","2008-04-07",22.99
"197","2008-04-08",23.139999
"198","2008-04-09",22.809999
"199","2008-04-10",23.25
"200","2008-04-11",22.75
"201","2008-04-14",22.809999
"202","2008-04-15",22.75
"203","2008-04-16",23.49
"204","2008-04-17",23.58
"205","2008-04-18",23.18
"206","2008-04-21",21.780001
"207","2008-04-22",21.530001
"208","2008-04-23",21.48
"209","2008-04-24",22.24
"210","2008-04-25",21.51
"211","2008-04-28",17.93
"212","2008-04-29",20.190001
"213","2008-04-30",18.870001
"214","2008-05-01",19.84
"215","2008-05-02",22.700001
"216","2008-05-05",22.280001
"217","2008-05-06",21.99
"218","2008-05-07",22.129999
"219","2008-05-08",21.940001
"220","2008-05-09",21.42
"221","2008-05-12",21.620001
"222","2008-05-13",21.66
"223","2008-05-14",22.52
"224","2008-05-15",22.99
"225","2008-05-16",22.790001
"226","2008-05-19",23.200001
"227","2008-05-20",23.17
"228","2008-05-21",23.059999
"229","2008-05-22",23.219999
"230","2008-05-23",23.309999
"231","2008-05-27",23.18
"232","2008-05-28",23.41
"233","2008-05-29",24.68
"234","2008-05-30",24.5
"235","2008-06-02",24.440001
"236","2008-06-03",24.76
"237","2008-06-04",25.16
"238","2008-06-05",27.110001
"239","2008-06-06",26.85
"240","2008-06-09",26.129999
"241","2008-06-10",25.610001
"242","2008-06-11",26.4
"243","2008-06-12",26.59
"244","2008-06-13",27.41
"245","2008-06-16",26.610001
"246","2008-06-17",28.27
"247","2008-06-18",28.02
"248","2008-06-19",28.07
"249","2008-06-20",27.83
"250","2008-06-23",27.690001
"251","2008-06-24",21.450001
"252","2008-06-25",22.879999
"253","2008-06-26",22.610001
"254","2008-06-27",21.48
"255","2008-06-30",21.82
"256","2008-07-01",21.83
"257","2008-07-02",20.4
"258","2008-07-03",20.1
"259","2008-07-07",19.450001
"260","2008-07-08",19.99
"261","2008-07-09",19.620001
"262","2008-07-10",20.07
"263","2008-07-11",19.059999
"264","2008-07-14",19.74
"265","2008-07-15",20.08
"266","2008-07-16",23.219999
"267","2008-07-17",22.790001
"268","2008-07-18",21.540001
"269","2008-07-21",21.42
"270","2008-07-22",21.98
"271","2008-07-23",22.15
"272","2008-07-24",21.15
"273","2008-07-25",21.5
"274","2008-07-28",19.719999
"275","2008-07-29",20.879999
"276","2008-07-30",19.790001
"277","2008-07-31",19.08
"278","2008-08-01",20.6
"279","2008-08-04",17.85
"280","2008-08-05",19.530001
"281","2008-08-06",19.540001
"282","2008-08-07",20.139999
"283","2008-08-08",20.59
"284","2008-08-11",21.34
"285","2008-08-12",22.059999
"286","2008-08-13",22.120001
"287","2008-08-14",22.17
"288","2008-08-15",23.98
"289","2008-08-18",22.389999
"290","2008-08-19",22.309999
"291","2008-08-20",22.049999
"292","2008-08-21",21.68
"293","2008-08-22",22.790001
"294","2008-08-25",21.879999
"295","2008-08-26",20.83
"296","2008-08-27",21
"297","2008-08-28",20.73
"298","2008-08-29",20.4
"299","2008-09-02",19.049999
"300","2008-09-03",19.950001
"301","2008-09-04",19.059999
"302","2008-09-05",19.5
"303","2008-09-08",19.83
"304","2008-09-09",18.91
"305","2008-09-10",18.959999
"306","2008-09-11",19.629999
"307","2008-09-12",19.43
"308","2008-09-15",18.75
"309","2008-09-16",18.52
"310","2008-09-17",18.25
"311","2008-09-18",21.6
"312","2008-09-19",20.07
"313","2008-09-22",19.26
"314","2008-09-23",19.74
"315","2008-09-24",18.969999
"316","2008-09-25",19.110001
"317","2008-09-26",18.73
"318","2008-09-29",17.280001
"319","2008-09-30",17.629999
"320","2008-10-01",17.98
"321","2008-10-02",16.07
"322","2008-10-03",15.43
"323","2008-10-06",14.04
"324","2008-10-07",14.49
"325","2008-10-08",14.98
"326","2008-10-09",14.24
"327","2008-10-10",14.84
"328","2008-10-13",16.6
"329","2008-10-14",17
"330","2008-10-15",15.06
"331","2008-10-16",14.04
"332","2008-10-17",15.28
"333","2008-10-20",15.04
"334","2008-10-21",14.33
"335","2008-10-22",13.69
"336","2008-10-23",13.37
"337","2008-10-24",13.02
"338","2008-10-27",12.47
"339","2008-10-28",12.26
"340","2008-10-29",12.01
"341","2008-10-30",12.7
"342","2008-10-31",12.2
"343","2008-11-03",11.91
"344","2008-11-04",11.84
"345","2008-11-05",11.53
"346","2008-11-06",11.41
"347","2008-11-07",10.67
"348","2008-11-10",10.47
"349","2008-11-11",10.07
"350","2008-11-12",9.52
"351","2008-11-13",9.83
"352","2008-11-14",9.44
"353","2008-11-17",8.75
"354","2008-11-18",8.59
"355","2008-11-19",7.26
"356","2008-11-20",6.75
"357","2008-11-21",7.41
"358","2008-11-24",7.92
"359","2008-11-25",8.21
"360","2008-11-26",9.12
"361","2008-11-28",9.32
"362","2008-12-01",8.46
"363","2008-12-02",8.33
"364","2008-12-03",8.87
"365","2008-12-04",8.12
"366","2008-12-05",9.47
"367","2008-12-08",10.81
"368","2008-12-09",10.6
"369","2008-12-10",10.72
"370","2008-12-11",9.71
"371","2008-12-12",9.45
"372","2008-12-15",9.64
"373","2008-12-16",10.25
"374","2008-12-17",10.4
"375","2008-12-18",10.65
"376","2008-12-19",11.51
"377","2008-12-22",12.15
"378","2008-12-23",12.36
"379","2008-12-24",11.54
"380","2008-12-26",12.28
"381","2008-12-29",12.34
"382","2008-12-30",12.19
"383","2008-12-31",12.75
"384","2009-01-02",12.73
"385","2009-01-05",12.94
"386","2009-01-06",13.69
"387","2009-01-07",12.94
"388","2009-01-08",12.61
"389","2009-01-09",12.1
"390","2009-01-12",11.64
"391","2009-01-13",11.52
"392","2009-01-14",11.35
"393","2009-01-15",11.01
"394","2009-01-16",10.76
"395","2009-01-20",9.84
"396","2009-01-21",9.91
"397","2009-01-22",10.25
"398","2009-01-23",10.76
"399","2009-01-26",11.55
"400","2009-01-27",11.76
"401","2009-01-28",12.78
"402","2009-01-29",12.5
"403","2009-01-30",12.61
"404","2009-02-02",12.14
"405","2009-02-03",11.72
"406","2009-02-04",11.06
"407","2009-02-05",11.97
"408","2009-02-06",13.17
"409","2009-02-09",13.08
"410","2009-02-10",12.46
"411","2009-02-11",12.82
"412","2009-02-12",9.5
"413","2009-02-13",8.54
"414","2009-02-17",7.49
"415","2009-02-18",7.97
"416","2009-02-19",8.04
"417","2009-02-20",8.01
"418","2009-02-23",7.94
"419","2009-02-24",8.07
"420","2009-02-25",9.03
"421","2009-02-26",9.13
"422","2009-02-27",9.02
"423","2009-03-02",8.64
"424","2009-03-03",8.79
"425","2009-03-04",8.93
"426","2009-03-05",8.36
"427","2009-03-06",8.23
"428","2009-03-09",8.22
"429","2009-03-10",9.14
"430","2009-03-11",9.31
"431","2009-03-12",9.67
"432","2009-03-13",9.42
"433","2009-03-16",9.5
"434","2009-03-17",10.06
"435","2009-03-18",10.4
"436","2009-03-19",9.9
"437","2009-03-20",9.35
"438","2009-03-23",10
"439","2009-03-24",10.21
"440","2009-03-25",11.96
"441","2009-03-26",12.6
"442","2009-03-27",12.18
"443","2009-03-30",11.76
"444","2009-03-31",12.09
"445","2009-04-01",11.97
"446","2009-04-02",12.86
"447","2009-04-03",12.98
"448","2009-04-06",12.78
"449","2009-04-07",11.75
"450","2009-04-08",12.11
"451","2009-04-09",13.43
"452","2009-04-13",13.33
"453","2009-04-14",13.52
"454","2009-04-15",14.24
"455","2009-04-16",15.29
"456","2009-04-17",15.07
"457","2009-04-20",13.54
"458","2009-04-21",14.39
"459","2009-04-22",14.14
"460","2009-04-23",13.85
"461","2009-04-24",14.03
"462","2009-04-27",11.94
"463","2009-04-28",11.39
"464","2009-04-29",12.25
"465","2009-04-30",12.76
"466","2009-05-01",11.66
"467","2009-05-04",11.5
"468","2009-05-05",11.75
"469","2009-05-06",12.01
"470","2009-05-07",11.65
"471","2009-05-08",12.08
"472","2009-05-11",11.55
"473","2009-05-12",11.29
"474","2009-05-13",11.17
"475","2009-05-14",10.93
"476","2009-05-15",10.92
"477","2009-05-18",10.94
"478","2009-05-19",10.84
"479","2009-05-20",10.62
"480","2009-05-21",10.49
"481","2009-05-22",10.46
"482","2009-05-26",10.72
"483","2009-05-27",10.6
"484","2009-05-28",10.47
"485","2009-05-29",11.15
"486","2009-06-01",12.12
"487","2009-06-02",12.16
"488","2009-06-03",12.47
"489","2009-06-04",13.03
"490","2009-06-05",12.93
"491","2009-06-08",12.6
"492","2009-06-09",12.71
"493","2009-06-10",12.55
"494","2009-06-11",12.66
"495","2009-06-12",12.91
"496","2009-06-15",12.77
"497","2009-06-16",12.55
"498","2009-06-17",12.58
"499","2009-06-18",12.6
"500","2009-06-19",12.98
"501","2009-06-22",12.11
"502","2009-06-23",12.16
"503","2009-06-24",12.64
"504","2009-06-25",13.94
"505","2009-06-26",14.13
"506","2009-06-29",13.41
"507","2009-06-30",13.32
"508","2009-07-01",13.2
"509","2009-07-02",12.5
"510","2009-07-06",13.33
"511","2009-07-07",13.52
"512","2009-07-08",13.4
"513","2009-07-09",13.31
"514","2009-07-10",13.3
"515","2009-07-13",13.88
"516","2009-07-14",13.7
"517","2009-07-15",13.98
"518","2009-07-16",14
"519","2009-07-17",13.82
"520","2009-07-20",13.93
"521","2009-07-21",13.84
"522","2009-07-22",14.42
"523","2009-07-23",14.89
"524","2009-07-24",15.69
"525","2009-07-27",15.15
"526","2009-07-28",14.78
"527","2009-07-29",14.5
"528","2009-07-30",14.75
"529","2009-07-31",15.22
"530","2009-08-03",15.6
"531","2009-08-04",15.4
"532","2009-08-05",15.15
"533","2009-08-06",14.89
"534","2009-08-07",15.02
"535","2009-08-10",15.04
"536","2009-08-11",13.89
"537","2009-08-12",14.27
"538","2009-08-13",14.1
"539","2009-08-14",14.01
"540","2009-08-17",13.42
"541","2009-08-18",13.89
"542","2009-08-19",14.3
"543","2009-08-20",14.16
"544","2009-08-21",14.47
"545","2009-08-24",14.58
"546","2009-08-25",14.5
"547","2009-08-26",14.65
"548","2009-08-27",14.54
