"","date","LPCN"
"292","2014-12-17",5.18
"293","2014-12-18",5.18
"294","2014-12-19",5.125
"295","2014-12-22",5.35
"296","2014-12-23",5.14
"297","2014-12-24",5.15
"298","2014-12-26",5.16
"299","2014-12-29",5.18
"300","2014-12-30",5.18
"301","2014-12-31",5.26
"302","2015-01-02",5.4
"303","2015-01-05",5.26
"304","2015-01-06",5.07
"305","2015-01-07",5.28
"306","2015-01-08",5.69
"307","2015-01-09",6.61
"308","2015-01-12",7.13
"309","2015-01-13",6.98
"310","2015-01-14",6.4
"311","2015-01-15",5.85
"312","2015-01-16",5.79
"313","2015-01-20",5.73
"314","2015-01-21",5.47
"315","2015-01-22",5.2
"316","2015-01-23",5.232
"317","2015-01-26",5.35
"318","2015-01-27",5.52
"319","2015-01-28",5.36
"320","2015-01-29",5.41
"321","2015-01-30",5.55
"322","2015-02-02",5.58
"323","2015-02-03",5.45
"324","2015-02-04",5.61
"325","2015-02-05",5.6
"326","2015-02-06",5.6
"327","2015-02-09",5.49
"328","2015-02-10",5.56
"329","2015-02-11",5.58
"330","2015-02-12",5.51
"331","2015-02-13",5.91
"332","2015-02-17",6.03
"333","2015-02-18",6.25
"334","2015-02-19",6.14
"335","2015-02-20",6.08
"336","2015-02-23",6.58
"337","2015-02-24",6.96
"338","2015-02-25",7.26
"339","2015-02-26",6.86
"340","2015-02-27",7.24
"341","2015-03-02",7.88
"342","2015-03-03",7.48
"343","2015-03-04",7.94
"344","2015-03-05",8.2
"345","2015-03-06",7.91
"346","2015-03-09",7.61
"347","2015-03-10",7.398
"348","2015-03-11",6.87
"349","2015-03-12",6.58
"350","2015-03-13",6.62
"351","2015-03-16",7.1
"352","2015-03-17",7.56
"353","2015-03-18",7.39
"354","2015-03-19",7.47
"355","2015-03-20",7.33
"356","2015-03-23",7.21
"357","2015-03-24",7.29
"358","2015-03-25",7.16
"359","2015-03-26",6.91
"360","2015-03-27",6.96
"361","2015-03-30",6.87
"362","2015-03-31",6.9
"363","2015-04-01",6.74
"364","2015-04-02",6.63
"365","2015-04-06",6.98
"366","2015-04-07",6.8
"367","2015-04-08",6.76
"368","2015-04-09",6.83
"369","2015-04-10",6.84
"370","2015-04-13",7.07
"371","2015-04-14",7.715
"372","2015-04-15",7.98
"373","2015-04-16",8.09
"374","2015-04-17",7.94
"375","2015-04-20",7.4
"376","2015-04-21",7.26
"377","2015-04-22",7.2
"378","2015-04-23",7.12
"379","2015-04-24",6.85
"380","2015-04-27",6.85
"381","2015-04-28",6.68
"382","2015-04-29",6.7
"383","2015-04-30",6.64
"384","2015-05-01",6.5
"385","2015-05-04",6.815
"386","2015-05-05",6.77
"387","2015-05-06",6.66
"388","2015-05-07",6.79
"389","2015-05-08",6.99
"390","2015-05-11",7.08
"391","2015-05-12",7.52
"392","2015-05-13",7.6
"393","2015-05-14",7.7
"394","2015-05-15",7.66
"395","2015-05-18",7.6
"396","2015-05-19",7.075
"397","2015-05-20",7.12
"398","2015-05-21",7.09
"399","2015-05-22",7.09
"400","2015-05-26",7.1
"401","2015-05-27",7.08
"402","2015-05-28",7.06
"403","2015-05-29",7.05
"404","2015-06-01",7.1
"405","2015-06-02",7.21
"406","2015-06-03",7.25
"407","2015-06-04",7.28
"408","2015-06-05",7.31
"409","2015-06-08",7.3
"410","2015-06-09",7.36
"411","2015-06-10",7.21
"412","2015-06-11",7.32
"413","2015-06-12",7.23
"414","2015-06-15",7.28
"415","2015-06-16",7.29
"416","2015-06-17",7.61
"417","2015-06-18",7.91
"418","2015-06-19",8
"419","2015-06-22",8.06
"420","2015-06-23",8.38
"421","2015-06-24",8
"422","2015-06-25",8.2
"423","2015-06-26",8.42
"424","2015-06-29",8.16
"425","2015-06-30",8.58
"426","2015-07-01",8.76
"427","2015-07-02",8.83
"428","2015-07-06",8.69
"429","2015-07-07",8.32
"430","2015-07-08",7.89
"431","2015-07-09",8.06
"432","2015-07-10",8.51
"433","2015-07-13",8.42
"434","2015-07-14",9.08
"435","2015-07-15",9.5
"436","2015-07-16",10.72
"437","2015-07-17",11.02
"438","2015-07-20",11.65
"439","2015-07-21",11.79
"440","2015-07-22",13.69
"441","2015-07-23",13.54
"442","2015-07-24",12.93
"443","2015-07-27",12.51
"444","2015-07-28",13.07
"445","2015-07-29",12.43
"446","2015-07-30",12.19
"447","2015-07-31",12.36
"448","2015-08-03",12.76
"449","2015-08-04",12.96
"450","2015-08-05",13.06
"451","2015-08-06",12.94
"452","2015-08-07",13.2
"453","2015-08-10",13.97
"454","2015-08-11",17.370001
"455","2015-08-12",16.190001
"456","2015-08-13",15.96
"457","2015-08-14",16.51
"458","2015-08-17",16.139999
"459","2015-08-18",14.98
"460","2015-08-19",14.91
"461","2015-08-20",14.94
"462","2015-08-21",13.76
"463","2015-08-24",12.56
"464","2015-08-25",12.69
"465","2015-08-26",13.08
"466","2015-08-27",13.36
"467","2015-08-28",13.84
"468","2015-08-31",14.72
"469","2015-09-01",15.59
"470","2015-09-02",16.93
"471","2015-09-03",16.530001
"472","2015-09-04",17.040001
"473","2015-09-08",18.540001
"474","2015-09-09",17.9
"475","2015-09-10",17.459999
"476","2015-09-11",18.040001
"477","2015-09-14",17.01
"478","2015-09-15",16.92
"479","2015-09-16",16.59
"480","2015-09-17",17.25
"481","2015-09-18",17.09
"482","2015-09-21",15.68
"483","2015-09-22",14.88
"484","2015-09-23",15.47
"485","2015-09-24",15.82
"486","2015-09-25",14.55
"487","2015-09-28",13.74
"488","2015-09-29",12.26
"489","2015-09-30",11.83
"490","2015-10-01",11.75
"491","2015-10-02",12.98
"492","2015-10-05",12.7
"493","2015-10-06",12.17
"494","2015-10-07",12.84
"495","2015-10-08",12.51
"496","2015-10-09",12.74
"497","2015-10-12",12.94
"498","2015-10-13",12.23
"499","2015-10-14",11.87
"500","2015-10-15",12.76
"501","2015-10-16",12.81
"502","2015-10-19",12.71
"503","2015-10-20",11.85
"504","2015-10-21",11.27
"505","2015-10-22",11.03
"506","2015-10-23",11.48
"507","2015-10-26",11.59
"508","2015-10-27",11.43
"509","2015-10-28",11.56
"510","2015-10-29",10.77
"511","2015-10-30",11.96
"512","2015-11-02",12.08
"513","2015-11-03",11.41
"514","2015-11-04",11.26
"515","2015-11-05",10.77
"516","2015-11-06",11.03
"517","2015-11-09",10.79
"518","2015-11-10",10.97
"519","2015-11-11",10.66
"520","2015-11-12",10.22
"521","2015-11-13",13.17
"522","2015-11-16",14.38
"523","2015-11-17",13.21
"524","2015-11-18",13.14
"525","2015-11-19",12.24
"526","2015-11-20",12.74
"527","2015-11-23",12.94
"528","2015-11-24",13.18
"529","2015-11-25",13.33
"530","2015-11-27",13.44
"531","2015-11-30",13.89
"532","2015-12-01",13.89
"533","2015-12-02",13.38
"534","2015-12-03",12.8
"535","2015-12-04",12.9
"536","2015-12-07",12.53
"537","2015-12-08",12.9
"538","2015-12-09",12.29
"539","2015-12-10",12.25
"540","2015-12-11",11.92
"541","2015-12-14",11.41
"542","2015-12-15",11.89
"543","2015-12-16",12.68
"544","2015-12-17",12.52
"545","2015-12-18",13
"546","2015-12-21",12.83
"547","2015-12-22",12.4
"548","2015-12-23",12.63
"549","2015-12-24",12.74
"550","2015-12-28",12.92
"551","2015-12-29",13.12
"552","2015-12-30",12.97
"553","2015-12-31",12.93
"554","2016-01-04",12.6
"555","2016-01-05",12.92
"556","2016-01-06",12.52
"557","2016-01-07",12.01
"558","2016-01-08",11.37
"559","2016-01-11",10.89
"560","2016-01-12",11.15
"561","2016-01-13",10.35
"562","2016-01-14",10.36
"563","2016-01-15",9.75
"564","2016-01-19",9.49
"565","2016-01-20",9.5
"566","2016-01-21",8.98
"567","2016-01-22",9.42
"568","2016-01-25",9.39
"569","2016-01-26",9.42
"570","2016-01-27",8.94
"571","2016-01-28",8.71
"572","2016-01-29",9.06
"573","2016-02-01",9.21
"574","2016-02-02",9.24
"575","2016-02-03",9.37
"576","2016-02-04",9.12
"577","2016-02-05",9.07
"578","2016-02-08",8.62
"579","2016-02-09",8.2
"580","2016-02-10",8.21
"581","2016-02-11",8.14
"582","2016-02-12",8.76
"583","2016-02-16",9.31
"584","2016-02-17",9.74
"585","2016-02-18",9.93
"586","2016-02-19",10.32
"587","2016-02-22",10.73
"588","2016-02-23",10.69
"589","2016-02-24",10.64
"590","2016-02-25",10.93
"591","2016-02-26",10.9
"592","2016-02-29",10.1
"593","2016-03-01",10.42
"594","2016-03-02",10.38
"595","2016-03-03",10.18
"596","2016-03-04",9.65
"597","2016-03-07",9.64
"598","2016-03-08",9.78
"599","2016-03-09",9.58
"600","2016-03-10",9.47
"601","2016-03-11",10.35
"602","2016-03-14",10.82
"603","2016-03-15",10.2
"604","2016-03-16",10.17
"605","2016-03-17",9.84
"606","2016-03-18",10.11
"607","2016-03-21",10.28
"608","2016-03-22",10.79
"609","2016-03-23",10.61
"610","2016-03-24",10.48
"611","2016-03-28",10.4
"612","2016-03-29",10.55
"613","2016-03-30",10.42
"614","2016-03-31",10.15
"615","2016-04-01",10.75
"616","2016-04-04",10.65
"617","2016-04-05",11.26
"618","2016-04-06",12.38
"619","2016-04-07",12.33
"620","2016-04-08",12.33
"621","2016-04-11",12.19
"622","2016-04-12",12.48
"623","2016-04-13",12.27
"624","2016-04-14",12.26
"625","2016-04-15",11.89
"626","2016-04-18",11.4
"627","2016-04-19",11.72
"628","2016-04-20",11.54
"629","2016-04-21",11.72
"630","2016-04-22",11.58
"631","2016-04-25",11.02
"632","2016-04-26",10.21
"633","2016-04-27",9.96
"634","2016-04-28",9.94
"635","2016-04-29",9.75
"636","2016-05-02",9.87
"637","2016-05-03",10
"638","2016-05-04",9.72
"639","2016-05-05",9.2
"640","2016-05-06",8.91
"641","2016-05-09",8.87
"642","2016-05-10",8.47
"643","2016-05-11",8.01
"644","2016-05-12",7.65
"645","2016-05-13",7.38
"646","2016-05-16",7.82
"647","2016-05-17",7.85
"648","2016-05-18",7.79
"649","2016-05-19",7.79
"650","2016-05-20",7.83
"651","2016-05-23",8.73
"652","2016-05-24",9.1
"653","2016-05-25",8.91
"654","2016-05-26",9.04
"655","2016-05-27",9.07
"656","2016-05-31",8.74
"657","2016-06-01",8.51
"658","2016-06-02",8.75
"659","2016-06-03",8.44
"660","2016-06-06",8.71
"661","2016-06-07",8.75
"662","2016-06-08",8.9
"663","2016-06-09",9.1
"664","2016-06-10",8.16
"665","2016-06-13",8.44
"666","2016-06-14",8.02
"667","2016-06-15",7.45
"668","2016-06-16",7.5
"669","2016-06-17",7.03
"670","2016-06-20",6.81
"671","2016-06-21",6.96
"672","2016-06-22",7.49
"673","2016-06-23",7.19
"674","2016-06-24",6.88
"675","2016-06-27",7.19
"676","2016-06-28",6.27
"677","2016-06-29",3.1
"678","2016-06-30",3.04
"679","2016-07-01",3.04
"680","2016-07-05",3.44
"681","2016-07-06",3.2
"682","2016-07-07",3.27
"683","2016-07-08",3.34
"684","2016-07-11",3.3
"685","2016-07-12",3.38
"686","2016-07-13",3.32
"687","2016-07-14",3.36
"688","2016-07-15",3.36
"689","2016-07-18",3.33
"690","2016-07-19",3.27
"691","2016-07-20",3.32
"692","2016-07-21",3.55
"693","2016-07-22",3.7
"694","2016-07-25",3.64
"695","2016-07-26",3.6
"696","2016-07-27",3.6
"697","2016-07-28",3.6
"698","2016-07-29",3.69
"699","2016-08-01",3.425
"700","2016-08-02",3.4
"701","2016-08-03",3.59
"702","2016-08-04",3.645
"703","2016-08-05",3.7
"704","2016-08-08",3.69
"705","2016-08-09",4.32
"706","2016-08-10",4.22
"707","2016-08-11",4.23
"708","2016-08-12",4.48
"709","2016-08-15",4.36
"710","2016-08-16",4.01
"711","2016-08-17",3.86
"712","2016-08-18",3.7
"713","2016-08-19",3.67
"714","2016-08-22",3.77
"715","2016-08-23",3.81
"716","2016-08-24",3.63
"717","2016-08-25",3.53
"718","2016-08-26",3.62
"719","2016-08-29",3.54
"720","2016-08-30",3.54
"721","2016-08-31",3.37
"722","2016-09-01",3.43
"723","2016-09-02",3.48
"724","2016-09-06",3.39
"725","2016-09-07",3.33
"726","2016-09-08",3.37
"727","2016-09-09",3.4
"728","2016-09-12",3.6
"729","2016-09-13",3.29
"730","2016-09-14",3.3
"731","2016-09-15",3.5
"732","2016-09-16",3.62
"733","2016-09-19",3.45
"734","2016-09-20",3.59
"735","2016-09-21",3.65
"736","2016-09-22",3.83
"737","2016-09-23",3.89
"738","2016-09-26",4.28
"739","2016-09-27",4.48
"740","2016-09-28",4.41
"741","2016-09-29",4.06
"742","2016-09-30",4.46
"743","2016-10-03",4.54
"744","2016-10-04",4.25
"745","2016-10-05",4.3
"746","2016-10-06",4.17
"747","2016-10-07",5.41
"748","2016-10-10",5.54
"749","2016-10-11",5.42
"750","2016-10-12",4.6
"751","2016-10-13",4.15
"752","2016-10-14",3.8
"753","2016-10-17",3.65
"754","2016-10-18",3.6
"755","2016-10-19",3.62
"756","2016-10-20",3.63
"757","2016-10-21",3.58
"758","2016-10-24",3.5
"759","2016-10-25",3.4
"760","2016-10-26",3.28
"761","2016-10-27",3.26
"762","2016-10-28",3.19
"763","2016-10-31",3.21
"764","2016-11-01",3.22
"765","2016-11-02",3.16
"766","2016-11-03",3.06
"767","2016-11-04",3.07
"768","2016-11-07",3.07
"769","2016-11-08",3.33
"770","2016-11-09",3.47
"771","2016-11-10",3.66
"772","2016-11-11",3.55
"773","2016-11-14",3.84
"774","2016-11-15",3.81
"775","2016-11-16",3.77
"776","2016-11-17",3.8
"777","2016-11-18",3.76
"778","2016-11-21",3.84
"779","2016-11-22",3.64
"780","2016-11-23",3.4
"781","2016-11-25",3.5
"782","2016-11-28",3.17
"783","2016-11-29",3.33
"784","2016-11-30",3.42
"785","2016-12-01",3.27
"786","2016-12-02",3.47
"787","2016-12-05",3.725
"788","2016-12-06",3.72
"789","2016-12-07",3.61
"790","2016-12-08",3.59
"791","2016-12-09",3.73
"792","2016-12-12",3.64
"793","2016-12-13",3.56
"794","2016-12-14",3.49
"795","2016-12-15",3.45
"796","2016-12-16",3.59
"797","2016-12-19",3.74
"798","2016-12-20",4.04
"799","2016-12-21",3.93
"800","2016-12-22",3.75
"801","2016-12-23",3.88
"802","2016-12-27",4.11
"803","2016-12-28",3.92
"804","2016-12-29",3.73
"805","2016-12-30",3.68
"806","2017-01-03",3.68
"807","2017-01-04",3.85
"808","2017-01-05",3.76
"809","2017-01-06",3.69
"810","2017-01-09",3.47
"811","2017-01-10",3.41
"812","2017-01-11",3.35
"813","2017-01-12",3.45
"814","2017-01-13",3.51
"815","2017-01-17",3.58
"816","2017-01-18",3.39
"817","2017-01-19",3.28
"818","2017-01-20",3.37
"819","2017-01-23",3.4
"820","2017-01-24",3.48
"821","2017-01-25",3.6
"822","2017-01-26",3.61
"823","2017-01-27",3.64
"824","2017-01-30",3.57
"825","2017-01-31",3.62
"826","2017-02-01",3.66
"827","2017-02-02",3.68
"828","2017-02-03",3.69
"829","2017-02-06",3.7
"830","2017-02-07",3.73
"831","2017-02-08",3.55
"832","2017-02-09",3.64
"833","2017-02-10",3.67
"834","2017-02-13",3.71
"835","2017-02-14",3.75
"836","2017-02-15",3.8
"837","2017-02-16",3.83
"838","2017-02-17",3.78
"839","2017-02-21",3.99
"840","2017-02-22",3.96
"841","2017-02-23",3.91
"842","2017-02-24",3.86
"843","2017-02-27",4.01
"844","2017-02-28",3.96
"845","2017-03-01",4.07
"846","2017-03-02",4.07
"847","2017-03-03",4
"848","2017-03-06",3.88
"849","2017-03-07",3.9
"850","2017-03-08",3.9
"851","2017-03-09",3.96
"852","2017-03-10",4
"853","2017-03-13",4.45
"854","2017-03-14",4.27
"855","2017-03-15",4.24
"856","2017-03-16",4.13
"857","2017-03-17",4.5
"858","2017-03-20",4.46
"859","2017-03-21",4.15
"860","2017-03-22",4.19
"861","2017-03-23",4.18
"862","2017-03-24",4.01
"863","2017-03-27",3.78
"864","2017-03-28",3.86
"865","2017-03-29",4.02
"866","2017-03-30",3.9
"867","2017-03-31",3.9
"868","2017-04-03",3.83
"869","2017-04-04",3.74
"870","2017-04-05",3.75
"871","2017-04-06",3.8
"872","2017-04-07",3.76
"873","2017-04-10",3.76
"874","2017-04-11",3.75
"875","2017-04-12",3.73
"876","2017-04-13",3.75
"877","2017-04-17",3.76
"878","2017-04-18",3.68
"879","2017-04-19",3.7
"880","2017-04-20",3.69
"881","2017-04-21",3.7
"882","2017-04-24",3.8
"883","2017-04-25",4.06
"884","2017-04-26",4.13
"885","2017-04-27",4.11
"886","2017-04-28",4.24
"887","2017-05-01",4.18
"888","2017-05-02",4.23
"889","2017-05-03",4.24
"890","2017-05-04",4.21
"891","2017-05-05",4.15
"892","2017-05-08",3.98
"893","2017-05-09",3.98
"894","2017-05-10",4.02
"895","2017-05-11",4
"896","2017-05-12",3.65
"897","2017-05-15",3.76
"898","2017-05-16",3.44
"899","2017-05-17",3.35
"900","2017-05-18",3.46
"901","2017-05-19",3.56
"902","2017-05-22",3.55
"903","2017-05-23",3.66
"904","2017-05-24",3.68
"905","2017-05-25",3.64
"906","2017-05-26",3.64
"907","2017-05-30",3.51
"908","2017-05-31",3.67
"909","2017-06-01",3.76
"910","2017-06-02",3.69
"911","2017-06-05",3.65
"912","2017-06-06",3.51
"913","2017-06-07",3.56
"914","2017-06-08",3.6
"915","2017-06-09",3.59
"916","2017-06-12",3.5
"917","2017-06-13",3.68
"918","2017-06-14",3.94
"919","2017-06-15",3.97
"920","2017-06-16",3.87
"921","2017-06-19",4.02
"922","2017-06-20",4.24
"923","2017-06-21",4.16
"924","2017-06-22",4.32
"925","2017-06-23",4.21
"926","2017-06-26",3.94
"927","2017-06-27",3.99
"928","2017-06-28",4.13
"929","2017-06-29",4.08
"930","2017-06-30",4.02
"931","2017-07-03",4.09
"932","2017-07-05",3.98
"933","2017-07-06",4
"934","2017-07-07",4.05
"935","2017-07-10",4.13
"936","2017-07-11",4.33
"937","2017-07-12",4.47
"938","2017-07-13",4.43
"939","2017-07-14",4.41
"940","2017-07-17",4.68
"941","2017-07-18",4.55
"942","2017-07-19",4.67
"943","2017-07-20",4.63
"944","2017-07-21",4.71
"945","2017-07-24",4.91
"946","2017-07-25",5.07
"947","2017-07-26",4.97
"948","2017-07-27",4.94
"949","2017-07-28",5.26
"950","2017-07-31",5.07
"951","2017-08-01",4.82
"952","2017-08-02",4.57
"953","2017-08-03",4.43
"954","2017-08-04",4.42
"955","2017-08-07",4.49
"956","2017-08-08",4.52
"957","2017-08-09",4.32
"958","2017-08-10",4.24
"959","2017-08-11",4.27
"960","2017-08-14",4.32
"961","2017-08-15",4.15
"962","2017-08-16",4.17
"963","2017-08-17",4.1
"964","2017-08-18",4.1
"965","2017-08-21",4.19
"966","2017-08-22",4.17
"967","2017-08-23",4.09
"968","2017-08-24",4.03
"969","2017-08-25",4.01
"970","2017-08-28",4.05
"971","2017-08-29",3.83
"972","2017-08-30",3.675
"973","2017-08-31",3.78
"974","2017-09-01",3.82
"975","2017-09-05",3.77
"976","2017-09-06",3.8
"977","2017-09-07",3.8
"978","2017-09-08",3.83
"979","2017-09-11",4.13
"980","2017-09-12",4.16
"981","2017-09-13",4.14
"982","2017-09-14",4.09
"983","2017-09-15",4.01
"984","2017-09-18",3.98
"985","2017-09-19",3.93
"986","2017-09-20",4
"987","2017-09-21",4.13
"988","2017-09-22",4.14
"989","2017-09-25",4.14
"990","2017-09-26",4.01
"991","2017-09-27",4.04
"992","2017-09-28",3.96
"993","2017-09-29",3.97
"994","2017-10-02",4.06
"995","2017-10-03",4.05
"996","2017-10-04",4.08
"997","2017-10-05",3.97
"998","2017-10-06",3.95
"999","2017-10-09",3.87
"1000","2017-10-10",4.12
"1001","2017-10-11",4.35
"1002","2017-10-12",4.15
"1003","2017-10-13",3.99
"1004","2017-10-16",3.78
