"","date","AVCO"
"197","2019-01-07",3.15
"198","2019-01-08",3.25
"199","2019-01-09",3.065
"200","2019-01-10",3.25
"201","2019-01-11",3.38
"202","2019-01-14",3.48
"203","2019-01-15",3.87
"204","2019-01-16",3.9
"205","2019-01-17",4.15
"206","2019-01-18",5.6
"207","2019-01-22",12.55
"208","2019-01-23",4.6
"209","2019-01-24",4
"210","2019-01-25",4.23
"211","2019-01-28",6.93
"212","2019-01-29",6.17
"213","2019-01-30",5.67
"214","2019-01-31",5.43
"215","2019-02-01",5.42
"216","2019-02-04",5.23
"217","2019-02-05",5.31
"218","2019-02-06",5.3
"219","2019-02-07",5.17
"220","2019-02-08",4.74
"221","2019-02-11",4.53
"222","2019-02-12",4.52
"223","2019-02-13",4.3
"224","2019-02-14",4.185
"225","2019-02-15",4.23
"226","2019-02-19",3.96
"227","2019-02-20",3.99
"228","2019-02-21",3.95
"229","2019-02-22",3.68
"230","2019-02-25",3.43
"231","2019-02-26",3.63
"232","2019-02-27",3.45
"233","2019-02-28",3.39
"234","2019-03-01",3.73
"235","2019-03-04",3.63
"236","2019-03-05",3.57
"237","2019-03-06",3.92
"238","2019-03-07",3.64
"239","2019-03-08",3.84
"240","2019-03-11",3.75
"241","2019-03-12",3.87
"242","2019-03-13",4.13
"243","2019-03-14",4.65
"244","2019-03-15",4.42
"245","2019-03-18",4.49
"246","2019-03-19",4.62
"247","2019-03-20",5.32
"248","2019-03-21",5.3
"249","2019-03-22",5.15
"250","2019-03-25",5.05
"251","2019-03-26",5.29
"252","2019-03-27",5.26
"253","2019-03-28",5.13
"254","2019-03-29",5.4
"255","2019-04-01",5.63
"256","2019-04-02",5.17
"257","2019-04-03",5.11
"258","2019-04-04",4.76
"259","2019-04-05",4.7
"260","2019-04-08",4.42
"261","2019-04-09",4.6
"262","2019-04-10",4.55
"263","2019-04-11",4.85
"264","2019-04-12",4.75
"265","2019-04-15",4.64
"266","2019-04-16",4.56
"267","2019-04-17",4.75
"268","2019-04-18",4.78
"269","2019-04-22",4.71
"270","2019-04-23",4.73
"271","2019-04-24",5.09
"272","2019-04-25",2.82
"273","2019-04-26",2.81
"274","2019-04-29",2.72
"275","2019-04-30",2.52
"276","2019-05-01",2.59
"277","2019-05-02",2.44
"278","2019-05-03",2.42
"279","2019-05-06",2.44
"280","2019-05-07",2.33
"281","2019-05-08",2.49
"282","2019-05-09",2.42
"283","2019-05-10",2.5
"284","2019-05-13",2.45
"285","2019-05-14",2.45
"286","2019-05-15",2.53
"287","2019-05-16",2.36
"288","2019-05-17",2.31
"289","2019-05-20",2.34
"290","2019-05-21",2.39
"291","2019-05-22",2.37
"292","2019-05-23",2.28
"293","2019-05-24",2.3
"294","2019-05-28",2.45
"295","2019-05-29",2.34
"296","2019-05-30",2.28
"297","2019-05-31",2.21
"298","2019-06-03",2.1
"299","2019-06-04",2.075
"300","2019-06-05",1.98
"301","2019-06-06",1.91
"302","2019-06-07",1.99
"303","2019-06-10",2.35
"304","2019-06-11",2.29
"305","2019-06-12",2.3
"306","2019-06-13",2.4
"307","2019-06-14",2.41
"308","2019-06-17",2.22
"309","2019-06-18",2.22
"310","2019-06-19",2.17
"311","2019-06-20",2.17
"312","2019-06-21",2.19
"313","2019-06-24",2.23
"314","2019-06-25",2.3
"315","2019-06-26",2.25
"316","2019-06-27",2.41
"317","2019-06-28",2.6
"318","2019-07-01",2.53
"319","2019-07-02",2.43
"320","2019-07-03",2.42
"321","2019-07-05",2.41
"322","2019-07-08",2.37
"323","2019-07-09",2.29
"324","2019-07-10",2.17
"325","2019-07-11",2.09
"326","2019-07-12",2.04
"327","2019-07-15",2.08
"328","2019-07-16",2.13
"329","2019-07-17",2.05
"330","2019-07-18",2.14
"331","2019-07-19",2.17
"332","2019-07-22",2.05
"333","2019-07-23",2.21
"334","2019-07-24",2.17
"335","2019-07-25",2.03
"336","2019-07-26",2.02
"337","2019-07-29",2.1
"338","2019-07-30",2.1
"339","2019-07-31",2.09
"340","2019-08-01",2.05
"341","2019-08-02",2.03
"342","2019-08-05",1.96
"343","2019-08-06",1.92
"344","2019-08-07",1.91
"345","2019-08-08",2
"346","2019-08-09",1.92
"347","2019-08-12",1.94
"348","2019-08-13",1.97
"349","2019-08-14",1.86
"350","2019-08-15",1.83
"351","2019-08-16",1.92
"352","2019-08-19",1.91
"353","2019-08-20",1.86
"354","2019-08-21",1.9
"355","2019-08-22",1.88
"356","2019-08-23",1.83
"357","2019-08-26",1.825
"358","2019-08-27",1.73
"359","2019-08-28",1.775
"360","2019-08-29",1.98
"361","2019-08-30",1.96
"362","2019-09-03",1.92
"363","2019-09-04",1.9
"364","2019-09-05",1.88
"365","2019-09-06",1.97
"366","2019-09-09",2.155
"367","2019-09-10",2.23
"368","2019-09-11",2.34
"369","2019-09-12",2.31
"370","2019-09-13",2.3
"371","2019-09-16",2.47
"372","2019-09-17",2.59
"373","2019-09-18",2.54
"374","2019-09-19",2.53
"375","2019-09-20",2.38
"376","2019-09-23",2.37
"377","2019-09-24",2.26
"378","2019-09-25",2.22
"379","2019-09-26",2.14
"380","2019-09-27",1.99
"381","2019-09-30",1.87
"382","2019-10-01",1.82
"383","2019-10-02",1.75
"384","2019-10-03",1.73
"385","2019-10-04",1.77
"386","2019-10-07",1.68
"387","2019-10-08",1.7
"388","2019-10-09",1.7
"389","2019-10-10",1.61
"390","2019-10-11",1.61
"391","2019-10-14",1.6
"392","2019-10-15",1.61
"393","2019-10-16",1.64
"394","2019-10-17",1.6
"395","2019-10-18",1.59
"396","2019-10-21",1.67
"397","2019-10-22",1.6
"398","2019-10-23",1.59
"399","2019-10-24",1.66
"400","2019-10-25",1.59
"401","2019-10-28",1.59
"402","2019-10-29",1.6
"403","2019-10-30",1.55
"404","2019-10-31",1.46
"405","2019-11-01",1.47
"406","2019-11-04",1.48
"407","2019-11-05",1.53
"408","2019-11-06",1.5
"409","2019-11-07",1.45
"410","2019-11-08",1.47
"411","2019-11-11",1.47
"412","2019-11-12",1.44
"413","2019-11-13",1.45
"414","2019-11-14",1.58
"415","2019-11-15",1.57
"416","2019-11-18",1.59
"417","2019-11-19",1.57
"418","2019-11-20",1.54
"419","2019-11-21",1.5
"420","2019-11-22",1.52
"421","2019-11-25",1.61
"422","2019-11-26",1.55
"423","2019-11-27",1.49
"424","2019-11-29",1.55
"425","2019-12-02",1.52
"426","2019-12-03",1.52
"427","2019-12-04",1.54
"428","2019-12-05",1.5
"429","2019-12-06",1.44
"430","2019-12-09",1.45
"431","2019-12-10",1.82
"432","2019-12-11",2.09
"433","2019-12-12",2.32
"434","2019-12-13",2.26
"435","2019-12-16",1.88
"436","2019-12-17",1.94
"437","2019-12-18",1.88
"438","2019-12-19",1.9
"439","2019-12-20",1.86
"440","2019-12-23",1.95
"441","2019-12-24",1.97
"442","2019-12-26",1.99
"443","2019-12-27",1.98
"444","2019-12-30",1.94
"445","2019-12-31",1.93
"446","2020-01-02",2
"447","2020-01-03",1.92
"448","2020-01-06",1.85
"449","2020-01-07",1.81
"450","2020-01-08",1.95
"451","2020-01-09",1.86
"452","2020-01-10",1.94
"453","2020-01-13",1.85
"454","2020-01-14",1.87
"455","2020-01-15",1.87
"456","2020-01-16",1.87
"457","2020-01-17",1.9
"458","2020-01-21",1.87
"459","2020-01-22",1.8
"460","2020-01-23",1.71
"461","2020-01-24",1.62
"462","2020-01-27",1.52
"463","2020-01-28",1.54
"464","2020-01-29",1.72
"465","2020-01-30",1.8
"466","2020-01-31",1.77
"467","2020-02-03",1.71
"468","2020-02-04",1.59
"469","2020-02-05",1.59
"470","2020-02-06",1.59
"471","2020-02-07",1.53
"472","2020-02-10",1.52
"473","2020-02-11",1.5
"474","2020-02-12",1.49
"475","2020-02-13",1.45
"476","2020-02-14",1.51
"477","2020-02-18",1.65
"478","2020-02-19",1.67
"479","2020-02-20",1.64
"480","2020-02-21",1.62
"481","2020-02-24",1.53
"482","2020-02-25",1.52
"483","2020-02-26",1.48
"484","2020-02-27",1.46
"485","2020-02-28",1.43
"486","2020-03-02",1.53
"487","2020-03-03",1.48
"488","2020-03-04",1.52
"489","2020-03-05",1.5
"490","2020-03-06",1.46
"491","2020-03-09",1.36
"492","2020-03-10",1.25
"493","2020-03-11",1.07
"494","2020-03-12",0.858
"495","2020-03-13",0.95
"496","2020-03-16",1.04
"497","2020-03-17",1.25
"498","2020-03-18",1.06
"499","2020-03-19",1.08
"500","2020-03-20",0.918
"501","2020-03-23",0.93
"502","2020-03-24",1.08
"503","2020-03-25",1.18
"504","2020-03-26",1.27
"505","2020-03-27",1.16
"506","2020-03-30",1.37
"507","2020-03-31",1.55
"508","2020-04-01",1.19
"509","2020-04-02",1.11
"510","2020-04-03",1.08
"511","2020-04-06",1.28
"512","2020-04-07",1.2
"513","2020-04-08",1.3
"514","2020-04-09",1.27
"515","2020-04-13",1.26
"516","2020-04-14",1.26
"517","2020-04-15",1.21
"518","2020-04-16",1.295
"519","2020-04-17",1.39
"520","2020-04-20",1.48
"521","2020-04-21",1.65
"522","2020-04-22",1.72
"523","2020-04-23",1.74
"524","2020-04-24",1.93
"525","2020-04-27",1.92
"526","2020-04-28",1.94
"527","2020-04-29",1.87
"528","2020-04-30",1.84
"529","2020-05-01",1.63
"530","2020-05-04",1.7
"531","2020-05-05",1.63
"532","2020-05-06",1.61
"533","2020-05-07",1.81
"534","2020-05-08",2.05
"535","2020-05-11",1.92
"536","2020-05-12",1.85
"537","2020-05-13",1.75
"538","2020-05-14",1.62
"539","2020-05-15",1.605
"540","2020-05-18",1.8
"541","2020-05-19",1.81
"542","2020-05-20",1.76
"543","2020-05-21",1.81
"544","2020-05-22",1.78
"545","2020-05-26",1.71
"546","2020-05-27",1.77
"547","2020-05-28",1.65
"548","2020-05-29",1.59
"549","2020-06-01",1.61
"550","2020-06-02",1.58
"551","2020-06-03",1.55
"552","2020-06-04",1.67
"553","2020-06-05",1.66
"554","2020-06-08",1.78
"555","2020-06-09",1.76
"556","2020-06-10",1.7
"557","2020-06-11",1.58
"558","2020-06-12",1.57
"559","2020-06-15",1.65
"560","2020-06-16",1.64
"561","2020-06-17",1.585
"562","2020-06-18",1.63
"563","2020-06-19",1.59
"564","2020-06-22",1.66
"565","2020-06-23",1.63
"566","2020-06-24",1.595
"567","2020-06-25",1.76
"568","2020-06-26",1.88
"569","2020-06-29",1.86
"570","2020-06-30",1.9
"571","2020-07-01",1.86
"572","2020-07-02",1.78
"573","2020-07-06",1.8
"574","2020-07-07",1.7
"575","2020-07-08",1.71
"576","2020-07-09",1.66
"577","2020-07-10",1.75
"578","2020-07-13",1.68
"579","2020-07-14",1.7
"580","2020-07-15",1.72
"581","2020-07-16",1.715
"582","2020-07-17",1.66
"583","2020-07-20",1.71
"584","2020-07-21",1.73
"585","2020-07-22",1.72
"586","2020-07-23",1.68
"587","2020-07-24",1.59
"588","2020-07-27",1.6
"589","2020-07-28",1.62
"590","2020-07-29",1.61
"591","2020-07-30",1.64
"592","2020-07-31",1.62
"593","2020-08-03",1.62
"594","2020-08-04",1.57
"595","2020-08-05",1.57
"596","2020-08-06",1.6
"597","2020-08-07",1.6
"598","2020-08-10",1.79
"599","2020-08-11",1.71
"600","2020-08-12",1.76
"601","2020-08-13",1.77
"602","2020-08-14",1.67
"603","2020-08-17",1.65
"604","2020-08-18",1.6
"605","2020-08-19",1.75
"606","2020-08-20",1.72
"607","2020-08-21",1.54
"608","2020-08-24",1.52
"609","2020-08-25",1.42
"610","2020-08-26",1.33
"611","2020-08-27",1.25
"612","2020-08-28",1.47
"613","2020-08-31",1.42
"614","2020-09-01",1.32
"615","2020-09-02",1.32
"616","2020-09-03",1.27
"617","2020-09-04",1.195
"618","2020-09-08",1.22
"619","2020-09-09",1.41
"620","2020-09-10",1.26
"621","2020-09-11",1.28
"622","2020-09-14",1.32
"623","2020-09-15",1.32
"624","2020-09-16",1.29
"625","2020-09-17",1.34
"626","2020-09-18",1.3
"627","2020-09-21",1.26
"628","2020-09-22",1.25
"629","2020-09-23",1.15
"630","2020-09-24",1.19
"631","2020-09-25",1.2
"632","2020-09-28",1.13
"633","2020-09-29",1.47
"634","2020-09-30",1.25
"635","2020-10-01",1.22
"636","2020-10-02",1.17
"637","2020-10-05",1.18
"638","2020-10-06",1.15
"639","2020-10-07",1.21
"640","2020-10-08",1.19
"641","2020-10-09",1.22
"642","2020-10-12",1.19
"643","2020-10-13",1.16
"644","2020-10-14",1.16
"645","2020-10-15",1.18
"646","2020-10-16",1.16
"647","2020-10-19",1.15
"648","2020-10-20",1.13
"649","2020-10-21",1.17
"650","2020-10-22",1.18
"651","2020-10-23",1.15
"652","2020-10-26",1.15
"653","2020-10-27",1.14
"654","2020-10-28",1.13
"655","2020-10-29",1.16
"656","2020-10-30",1.12
"657","2020-11-02",1.16
"658","2020-11-03",1.19
"659","2020-11-04",1.15
"660","2020-11-05",1.17
"661","2020-11-06",1.14
"662","2020-11-09",1.18
"663","2020-11-10",1.21
"664","2020-11-11",1.21
"665","2020-11-12",1.18
"666","2020-11-13",1.21
"667","2020-11-16",1.24
"668","2020-11-17",1.21
"669","2020-11-18",1.19
"670","2020-11-19",1.19
"671","2020-11-20",1.2
"672","2020-11-23",1.21
"673","2020-11-24",1.23
"674","2020-11-25",1.27
"675","2020-11-27",1.26
