"","date","EXP"
"1","2007-01-03",43.68
"2","2007-01-04",43.470001
"3","2007-01-05",43.099998
"4","2007-01-08",42.84
"5","2007-01-09",43.869999
"6","2007-01-10",43.59
"7","2007-01-11",44.5
"8","2007-01-12",45
"9","2007-01-16",44.240002
"10","2007-01-17",44.790001
"11","2007-01-18",44.380001
"12","2007-01-19",45.709999
"13","2007-01-22",46.119999
"14","2007-01-23",46.560001
"15","2007-01-24",48.169998
"16","2007-01-25",47.799999
"17","2007-01-26",48.119999
"18","2007-01-29",47.48
"19","2007-01-30",47.759998
"20","2007-01-31",49.389999
"21","2007-02-01",48.689999
"22","2007-02-02",48.349998
"23","2007-02-05",47.610001
"24","2007-02-06",47.349998
"25","2007-02-07",47.610001
"26","2007-02-08",47.220001
"27","2007-02-09",46.450001
"28","2007-02-12",45.57
"29","2007-02-13",46.950001
"30","2007-02-14",46.849998
"31","2007-02-15",47.099998
"32","2007-02-16",46.869999
"33","2007-02-20",48.52
"34","2007-02-21",49.290001
"35","2007-02-22",49.369999
"36","2007-02-23",48.700001
"37","2007-02-26",48.049999
"38","2007-02-27",46.450001
"39","2007-02-28",46.32
"40","2007-03-01",46.32
"41","2007-03-02",45.77
"42","2007-03-05",43.869999
"43","2007-03-06",44.849998
"44","2007-03-07",45
"45","2007-03-08",45.23
"46","2007-03-09",45.73
"47","2007-03-12",44.98
"48","2007-03-13",43.57
"49","2007-03-14",43.68
"50","2007-03-15",44.299999
"51","2007-03-16",43.43
"52","2007-03-19",43.5
"53","2007-03-20",44.009998
"54","2007-03-21",45.169998
"55","2007-03-22",45.02
"56","2007-03-23",45.16
"57","2007-03-26",45.080002
"58","2007-03-27",44.84
"59","2007-03-28",43.84
"60","2007-03-29",44.009998
"61","2007-03-30",44.630001
"62","2007-04-02",44.630001
"63","2007-04-03",46.240002
"64","2007-04-04",46.759998
"65","2007-04-05",47.369999
"66","2007-04-09",47.029999
"67","2007-04-10",47.310001
"68","2007-04-11",46.439999
"69","2007-04-12",46.419998
"70","2007-04-13",45.639999
"71","2007-04-16",46.049999
"72","2007-04-17",45.540001
"73","2007-04-18",45.330002
"74","2007-04-19",44.68
"75","2007-04-20",44.990002
"76","2007-04-23",44.619999
"77","2007-04-24",45.040001
"78","2007-04-25",45.16
"79","2007-04-26",46.110001
"80","2007-04-27",45.84
"81","2007-04-30",44.610001
"82","2007-05-01",44.150002
"83","2007-05-02",47.740002
"84","2007-05-03",49.27
"85","2007-05-04",49.310001
"86","2007-05-07",49.369999
"87","2007-05-08",48.57
"88","2007-05-09",47.720001
"89","2007-05-10",46.25
"90","2007-05-11",46.360001
"91","2007-05-14",45.700001
"92","2007-05-15",45.189999
"93","2007-05-16",45.380001
"94","2007-05-17",45.080002
"95","2007-05-18",44.709999
"96","2007-05-21",46.580002
"97","2007-05-22",47.009998
"98","2007-05-23",47.150002
"99","2007-05-24",47.560001
"100","2007-05-25",47.389999
"101","2007-05-29",49.220001
"102","2007-05-30",50.200001
"103","2007-05-31",50.169998
"104","2007-06-01",50.029999
"105","2007-06-04",50.740002
"106","2007-06-05",49.73
"107","2007-06-06",47.830002
"108","2007-06-07",47.959999
"109","2007-06-08",48.889999
"110","2007-06-11",48.639999
"111","2007-06-12",47.549999
"112","2007-06-13",47.450001
"113","2007-06-14",47.810001
"114","2007-06-15",47.98
"115","2007-06-18",48.189999
"116","2007-06-19",47.57
"117","2007-06-20",47.09
"118","2007-06-21",48.09
"119","2007-06-22",48.360001
"120","2007-06-25",47.349998
"121","2007-06-26",47.349998
"122","2007-06-27",48.080002
"123","2007-06-28",48.93
"124","2007-06-29",49.049999
"125","2007-07-02",50.110001
"126","2007-07-03",49.779999
"127","2007-07-05",50.700001
"128","2007-07-06",50.950001
"129","2007-07-09",49.330002
"130","2007-07-10",48.369999
"131","2007-07-11",47.810001
"132","2007-07-12",49.279999
"133","2007-07-13",50.849998
"134","2007-07-16",50.360001
"135","2007-07-17",50.25
"136","2007-07-18",49.150002
"137","2007-07-19",48.549999
"138","2007-07-20",46.880001
"139","2007-07-23",47.540001
"140","2007-07-24",46.700001
"141","2007-07-25",45
"142","2007-07-26",43.919998
"143","2007-07-27",43.040001
"144","2007-07-30",44.330002
"145","2007-07-31",43.73
"146","2007-08-01",43.779999
"147","2007-08-02",44.049999
"148","2007-08-03",41.450001
"149","2007-08-06",41.490002
"150","2007-08-07",42.560001
"151","2007-08-08",43.450001
"152","2007-08-09",43.060001
"153","2007-08-10",41.84
"154","2007-08-13",41.07
"155","2007-08-14",40.040001
"156","2007-08-15",38.130001
"157","2007-08-16",39.450001
"158","2007-08-17",39.419998
"159","2007-08-20",39.779999
"160","2007-08-21",39
"161","2007-08-22",39.25
"162","2007-08-23",38.150002
"163","2007-08-24",38.560001
"164","2007-08-27",38.16
"165","2007-08-28",36.880001
"166","2007-08-29",37.700001
"167","2007-08-30",38.049999
"168","2007-08-31",37.959999
"169","2007-09-04",38.119999
"170","2007-09-05",37.57
"171","2007-09-06",37.700001
"172","2007-09-07",37.5
"173","2007-09-10",36.880001
"174","2007-09-11",36.07
"175","2007-09-12",35.669998
"176","2007-09-13",36.349998
"177","2007-09-14",36.610001
"178","2007-09-17",35.77
"179","2007-09-18",36.91
"180","2007-09-19",37.610001
"181","2007-09-20",36.25
"182","2007-09-21",36.599998
"183","2007-09-24",36.25
"184","2007-09-25",36.119999
"185","2007-09-26",35.869999
"186","2007-09-27",35.75
"187","2007-09-28",35.740002
"188","2007-10-01",36.259998
"189","2007-10-02",37.259998
"190","2007-10-03",37.830002
"191","2007-10-04",37.009998
"192","2007-10-05",38.98
"193","2007-10-08",38.650002
"194","2007-10-09",38.43
"195","2007-10-10",38.599998
"196","2007-10-11",39.060001
"197","2007-10-12",39.099998
"198","2007-10-15",38.91
"199","2007-10-16",37.700001
"200","2007-10-17",37.130001
"201","2007-10-18",36.799999
"202","2007-10-19",36.060001
"203","2007-10-22",36.5
"204","2007-10-23",37.990002
"205","2007-10-24",38.599998
"206","2007-10-25",38.459999
"207","2007-10-26",38.400002
"208","2007-10-29",38.610001
"209","2007-10-30",39.16
"210","2007-10-31",39.509998
"211","2007-11-01",38.470001
"212","2007-11-02",38.209999
"213","2007-11-05",37.709999
"214","2007-11-06",38.029999
"215","2007-11-07",36.73
"216","2007-11-08",37.200001
"217","2007-11-09",37.240002
"218","2007-11-12",37.139999
"219","2007-11-13",38.07
"220","2007-11-14",37.639999
"221","2007-11-15",37.75
"222","2007-11-16",36.990002
"223","2007-11-19",35.119999
"224","2007-11-20",34.799999
"225","2007-11-21",33.950001
"226","2007-11-23",34.73
"227","2007-11-26",34.919998
"228","2007-11-27",35.23
"229","2007-11-28",37.400002
"230","2007-11-29",37.389999
"231","2007-11-30",38.990002
"232","2007-12-03",38.549999
"233","2007-12-04",38.48
"234","2007-12-05",39.66
"235","2007-12-06",40.709999
"236","2007-12-07",40.5
"237","2007-12-10",40.049999
"238","2007-12-11",38.130001
"239","2007-12-12",38.080002
"240","2007-12-13",37.790001
"241","2007-12-14",36.470001
"242","2007-12-17",35.98
"243","2007-12-18",36.189999
"244","2007-12-19",35.700001
"245","2007-12-20",36.34
