"","date","BKI"
"1","2015-05-20",27.110001
"2","2015-05-21",27.73
"3","2015-05-22",28.360001
"4","2015-05-26",27.99
"5","2015-05-27",28
"6","2015-05-28",28
"7","2015-05-29",27.58
"8","2015-06-01",28
"9","2015-06-02",27.99
"10","2015-06-03",28.780001
"11","2015-06-04",28.74
"12","2015-06-05",28.6
"13","2015-06-08",28.76
"14","2015-06-09",28.33
"15","2015-06-10",28.15
"16","2015-06-11",28
"17","2015-06-12",28.209999
"18","2015-06-15",28.719999
"19","2015-06-16",29.139999
"20","2015-06-17",29.549999
"21","2015-06-18",29.940001
"22","2015-06-19",30.110001
"23","2015-06-22",30.01
"24","2015-06-23",30.25
"25","2015-06-24",29.67
"26","2015-06-25",30.01
"27","2015-06-26",30.66
"28","2015-06-29",30
"29","2015-06-30",30.870001
"30","2015-07-01",30.049999
"31","2015-07-02",30.09
"32","2015-07-06",29.780001
"33","2015-07-07",29.780001
"34","2015-07-08",30.129999
"35","2015-07-09",29.629999
"36","2015-07-10",29.950001
"37","2015-07-13",29.59
"38","2015-07-14",29.73
"39","2015-07-15",29.469999
"40","2015-07-16",29.34
"41","2015-07-17",29.17
"42","2015-07-20",28.540001
"43","2015-07-21",29.5
"44","2015-07-22",29.610001
"45","2015-07-23",30.059999
"46","2015-07-24",30.280001
"47","2015-07-27",29.9
"48","2015-07-28",30.07
"49","2015-07-29",30.5
"50","2015-07-30",31.709999
"51","2015-07-31",32.580002
"52","2015-08-03",32.84
"53","2015-08-04",33.490002
"54","2015-08-05",34.240002
"55","2015-08-06",34.689999
"56","2015-08-07",34.689999
"57","2015-08-10",35.099998
"58","2015-08-11",35.349998
"59","2015-08-12",34.759998
"60","2015-08-13",34.66
"61","2015-08-14",34.669998
"62","2015-08-17",34.869999
"63","2015-08-18",34.990002
"64","2015-08-19",34.040001
"65","2015-08-20",34.259998
"66","2015-08-21",33.619999
"67","2015-08-24",32.400002
"68","2015-08-25",30.76
"69","2015-08-26",30.32
"70","2015-08-27",30.809999
"71","2015-08-28",31.57
"72","2015-08-31",32.470001
"73","2015-09-01",32.459999
"74","2015-09-02",33.709999
"75","2015-09-03",33.880001
"76","2015-09-04",33.73
"77","2015-09-08",34.720001
"78","2015-09-09",34.57
"79","2015-09-10",35.009998
"80","2015-09-11",35.25
"81","2015-09-14",35.040001
"82","2015-09-15",35.049999
"83","2015-09-16",34.990002
"84","2015-09-17",34.599998
"85","2015-09-18",33.380001
"86","2015-09-21",33.830002
"87","2015-09-22",33.240002
"88","2015-09-23",33.470001
"89","2015-09-24",32.970001
"90","2015-09-25",32.25
"91","2015-09-28",31.690001
"92","2015-09-29",31.76
"93","2015-09-30",32.549999
"94","2015-10-01",32.360001
"95","2015-10-02",32.16
"96","2015-10-05",33.110001
"97","2015-10-06",32.599998
"98","2015-10-07",32.689999
"99","2015-10-08",32.529999
"100","2015-10-09",32.490002
"101","2015-10-12",32.66
"102","2015-10-13",32.68
"103","2015-10-14",32.48
"104","2015-10-15",32.93
"105","2015-10-16",32.860001
"106","2015-10-19",33.349998
"107","2015-10-20",33.310001
"108","2015-10-21",32.959999
"109","2015-10-22",33.529999
"110","2015-10-23",33.759998
"111","2015-10-26",34.689999
"112","2015-10-27",36.060001
"113","2015-10-28",35.959999
"114","2015-10-29",35.549999
"115","2015-10-30",36.029999
"116","2015-11-02",36.119999
"117","2015-11-03",35.75
"118","2015-11-04",35.849998
"119","2015-11-05",35.779999
"120","2015-11-06",36.240002
"121","2015-11-09",36.25
"122","2015-11-10",35.93
"123","2015-11-11",35.369999
"124","2015-11-12",35.110001
"125","2015-11-13",35.23
"126","2015-11-16",35.48
"127","2015-11-17",35.139999
"128","2015-11-18",35.490002
"129","2015-11-19",34.130001
"130","2015-11-20",34.509998
"131","2015-11-23",34.029999
"132","2015-11-24",34.130001
"133","2015-11-25",34.91
"134","2015-11-27",34.93
"135","2015-11-30",34.700001
"136","2015-12-01",34.419998
"137","2015-12-02",34.150002
"138","2015-12-03",33.599998
"139","2015-12-04",33.830002
"140","2015-12-07",34.349998
"141","2015-12-08",34.560001
"142","2015-12-09",34.290001
"143","2015-12-10",34.529999
"144","2015-12-11",33.970001
"145","2015-12-14",33.619999
"146","2015-12-15",33.830002
"147","2015-12-16",33.450001
"148","2015-12-17",33.18
"149","2015-12-18",32.07
"150","2015-12-21",32.369999
"151","2015-12-22",32.439999
"152","2015-12-23",32.709999
"153","2015-12-24",32.98
"154","2015-12-28",33
"155","2015-12-29",33.290001
"156","2015-12-30",32.799999
"157","2015-12-31",33.060001
"158","2016-01-04",31.66
"159","2016-01-05",31.51
"160","2016-01-06",31.48
"161","2016-01-07",31.09
"162","2016-01-08",30.27
"163","2016-01-11",29.049999
"164","2016-01-12",29.25
"165","2016-01-13",30.110001
"166","2016-01-14",30.030001
"167","2016-01-15",28.99
"168","2016-01-19",29.18
"169","2016-01-20",28.75
"170","2016-01-21",29.08
"171","2016-01-22",29.85
"172","2016-01-25",29.9
"173","2016-01-26",29.77
"174","2016-01-27",29.23
"175","2016-01-28",29.379999
"176","2016-01-29",30.17
"177","2016-02-01",30.17
"178","2016-02-02",29.09
"179","2016-02-03",28.290001
"180","2016-02-04",28.4
"181","2016-02-05",28.639999
"182","2016-02-08",27.690001
"183","2016-02-09",27
"184","2016-02-10",26.35
"185","2016-02-11",26
"186","2016-02-12",28.629999
"187","2016-02-16",29.469999
"188","2016-02-17",29.379999
"189","2016-02-18",28.75
"190","2016-02-19",28.58
"191","2016-02-22",29.18
"192","2016-02-23",29.379999
"193","2016-02-24",28.49
"194","2016-02-25",28.450001
"195","2016-02-26",28.5
"196","2016-02-29",29.309999
"197","2016-03-01",29.5
"198","2016-03-02",29.620001
"199","2016-03-03",30.209999
"200","2016-03-04",30.290001
"201","2016-03-07",29.469999
"202","2016-03-08",28.959999
"203","2016-03-09",28.41
"204","2016-03-10",28.610001
"205","2016-03-11",29.469999
"206","2016-03-14",29.5
"207","2016-03-15",28.73
"208","2016-03-16",29.25
"209","2016-03-17",29.74
"210","2016-03-18",29.74
"211","2016-03-21",30.6
"212","2016-03-22",29.879999
"213","2016-03-23",29.23
"214","2016-03-24",29.040001
"215","2016-03-28",29.120001
"216","2016-03-29",30.690001
"217","2016-03-30",30.389999
"218","2016-03-31",31.030001
"219","2016-04-01",31.610001
"220","2016-04-04",30.969999
"221","2016-04-05",30.700001
"222","2016-04-06",30.629999
"223","2016-04-07",30.379999
"224","2016-04-08",29.870001
"225","2016-04-11",29.25
