"","date","FUL"
"1","2007-01-03",26.610001
"2","2007-01-04",26.6
"3","2007-01-05",26.4
"4","2007-01-08",26.459999
"5","2007-01-09",26.85
"6","2007-01-10",26.52
"7","2007-01-11",28.49
"8","2007-01-12",29.450001
"9","2007-01-16",28.629999
"10","2007-01-17",27.379999
"11","2007-01-18",27.51
"12","2007-01-19",26.530001
"13","2007-01-22",26.16
"14","2007-01-23",26.299999
"15","2007-01-24",26.33
"16","2007-01-25",25.549999
"17","2007-01-26",25.09
"18","2007-01-29",24.700001
"19","2007-01-30",25.41
"20","2007-01-31",25.870001
"21","2007-02-01",25.17
"22","2007-02-02",25.379999
"23","2007-02-05",24.35
"24","2007-02-06",24.790001
"25","2007-02-07",24.74
"26","2007-02-08",24.870001
"27","2007-02-09",24.559999
"28","2007-02-12",24.6
"29","2007-02-13",24.969999
"30","2007-02-14",24.690001
"31","2007-02-15",24.450001
"32","2007-02-16",24.25
"33","2007-02-20",24.940001
"34","2007-02-21",25.49
"35","2007-02-22",24.98
"36","2007-02-23",25.92
"37","2007-02-26",25.85
"38","2007-02-27",25.360001
"39","2007-02-28",24.969999
"40","2007-03-01",25.200001
"41","2007-03-02",25.01
"42","2007-03-05",24.110001
"43","2007-03-06",24.68
"44","2007-03-07",24.27
"45","2007-03-08",24.66
"46","2007-03-09",24.85
"47","2007-03-12",25.629999
"48","2007-03-13",24.76
"49","2007-03-14",24.799999
"50","2007-03-15",25.42
"51","2007-03-16",24.950001
"52","2007-03-19",25.120001
"53","2007-03-20",25.68
"54","2007-03-21",26.450001
"55","2007-03-22",26.15
"56","2007-03-23",26.26
"57","2007-03-26",25.780001
"58","2007-03-27",25.530001
"59","2007-03-28",28.4
"60","2007-03-29",27.25
"61","2007-03-30",27.27
"62","2007-04-02",28.459999
"63","2007-04-03",27.93
"64","2007-04-04",27.889999
"65","2007-04-05",28.27
"66","2007-04-09",28
"67","2007-04-10",27.65
"68","2007-04-11",27.4
"69","2007-04-12",27.18
"70","2007-04-13",27.200001
"71","2007-04-16",27.67
"72","2007-04-17",27
"73","2007-04-18",26.950001
"74","2007-04-19",26.790001
"75","2007-04-20",27.67
"76","2007-04-23",27.35
"77","2007-04-24",27.290001
"78","2007-04-25",27.01
"79","2007-04-26",27.4
"80","2007-04-27",26.91
"81","2007-04-30",25.57
"82","2007-05-01",25.65
"83","2007-05-02",25.9
"84","2007-05-03",25.77
"85","2007-05-04",25.459999
"86","2007-05-07",25
"87","2007-05-08",24.950001
"88","2007-05-09",25.68
"89","2007-05-10",25.41
"90","2007-05-11",25.690001
"91","2007-05-14",25.24
"92","2007-05-15",25.42
"93","2007-05-16",25.49
"94","2007-05-17",25.129999
"95","2007-05-18",26.73
"96","2007-05-21",26.620001
"97","2007-05-22",26.889999
"98","2007-05-23",26.360001
"99","2007-05-24",25.610001
"100","2007-05-25",26.209999
"101","2007-05-29",26.92
"102","2007-05-30",27
"103","2007-05-31",27.25
"104","2007-06-01",27.26
"105","2007-06-04",27.18
"106","2007-06-05",27.15
"107","2007-06-06",26.93
"108","2007-06-07",26.32
"109","2007-06-08",26.780001
"110","2007-06-11",26.76
"111","2007-06-12",26.4
"112","2007-06-13",26.82
"113","2007-06-14",27.120001
"114","2007-06-15",28.74
"115","2007-06-18",27.93
"116","2007-06-19",28.040001
"117","2007-06-20",27.620001
"118","2007-06-21",28.049999
"119","2007-06-22",28.16
"120","2007-06-25",27.5
"121","2007-06-26",27.389999
"122","2007-06-27",30.67
"123","2007-06-28",29.82
"124","2007-06-29",29.889999
"125","2007-07-02",30.26
"126","2007-07-03",30.290001
"127","2007-07-05",29.82
"128","2007-07-06",29.75
"129","2007-07-09",30.049999
"130","2007-07-10",29.700001
"131","2007-07-11",29.129999
"132","2007-07-12",30.629999
"133","2007-07-13",30.620001
"134","2007-07-16",29.74
"135","2007-07-17",29.450001
"136","2007-07-18",29.15
"137","2007-07-19",28.76
"138","2007-07-20",28.34
"139","2007-07-23",30.620001
"140","2007-07-24",28.15
"141","2007-07-25",27.68
"142","2007-07-26",27.540001
"143","2007-07-27",26.709999
"144","2007-07-30",27.15
"145","2007-07-31",27.629999
"146","2007-08-01",28.42
"147","2007-08-02",28.09
"148","2007-08-03",27.1
"149","2007-08-06",27.99
"150","2007-08-07",27.450001
"151","2007-08-08",27.09
"152","2007-08-09",25.51
"153","2007-08-10",28.52
"154","2007-08-13",27.27
"155","2007-08-14",27.25
"156","2007-08-15",26.59
"157","2007-08-16",27.790001
"158","2007-08-17",28.440001
"159","2007-08-20",28.700001
"160","2007-08-21",28.309999
"161","2007-08-22",28.25
"162","2007-08-23",27.440001
"163","2007-08-24",27.25
"164","2007-08-27",27.610001
"165","2007-08-28",26.370001
"166","2007-08-29",27.540001
"167","2007-08-30",27.219999
"168","2007-08-31",26.91
"169","2007-09-04",26.84
"170","2007-09-05",27.790001
"171","2007-09-06",27.440001
"172","2007-09-07",26.6
"173","2007-09-10",26.92
"174","2007-09-11",27.360001
"175","2007-09-12",27.15
"176","2007-09-13",26.709999
"177","2007-09-14",27.58
"178","2007-09-17",26.959999
"179","2007-09-18",29.040001
"180","2007-09-19",30.049999
"181","2007-09-20",30.540001
"182","2007-09-21",31.35
"183","2007-09-24",29.84
"184","2007-09-25",30.02
"185","2007-09-26",30.370001
"186","2007-09-27",30.450001
"187","2007-09-28",29.68
"188","2007-10-01",30.67
"189","2007-10-02",30.549999
"190","2007-10-03",29.84
"191","2007-10-04",29.67
"192","2007-10-05",30.98
"193","2007-10-08",29.77
"194","2007-10-09",29.959999
"195","2007-10-10",29.9
"196","2007-10-11",29.92
"197","2007-10-12",30.1
"198","2007-10-15",29.530001
"199","2007-10-16",29.459999
"200","2007-10-17",29.77
"201","2007-10-18",28.940001
"202","2007-10-19",27.440001
"203","2007-10-22",28.51
"204","2007-10-23",28.530001
"205","2007-10-24",28.85
"206","2007-10-25",29.02
"207","2007-10-26",29.18
"208","2007-10-29",29.280001
"209","2007-10-30",28.73
"210","2007-10-31",29.43
"211","2007-11-01",27.57
"212","2007-11-02",27.879999
"213","2007-11-05",28.469999
"214","2007-11-06",28.190001
"215","2007-11-07",27.4
"216","2007-11-08",28.440001
"217","2007-11-09",27.440001
"218","2007-11-12",27.77
"219","2007-11-13",28.469999
"220","2007-11-14",28.040001
"221","2007-11-15",27.440001
"222","2007-11-16",27.780001
"223","2007-11-19",25.559999
"224","2007-11-20",25.09
"225","2007-11-21",24.9
"226","2007-11-23",26.040001
"227","2007-11-26",24.41
"228","2007-11-27",24.559999
"229","2007-11-28",25.780001
"230","2007-11-29",25.200001
"231","2007-11-30",25.290001
"232","2007-12-03",24.01
"233","2007-12-04",23.42
"234","2007-12-05",23.92
"235","2007-12-06",26.65
"236","2007-12-07",26.280001
"237","2007-12-10",26.4
"238","2007-12-11",25.559999
"239","2007-12-12",25.6
"240","2007-12-13",25.059999
"241","2007-12-14",25
"242","2007-12-17",24.58
"243","2007-12-18",24.43
"244","2007-12-19",24.219999
"245","2007-12-20",24.639999
"246","2007-12-21",24.870001
"247","2007-12-24",25.76
"248","2007-12-26",24.34
"249","2007-12-27",23.98
"250","2007-12-28",23.450001
"251","2007-12-31",22.450001
"252","2008-01-02",21.73
"253","2008-01-03",21.110001
"254","2008-01-04",21.110001
"255","2008-01-07",21.24
"256","2008-01-08",21.299999
"257","2008-01-09",21.99
"258","2008-01-10",22.450001
"259","2008-01-11",22.790001
"260","2008-01-14",23.02
"261","2008-01-15",22.07
"262","2008-01-16",19.57
"263","2008-01-17",18.959999
"264","2008-01-18",18.68
"265","2008-01-22",18.07
"266","2008-01-23",18
"267","2008-01-24",17.99
"268","2008-01-25",19.48
"269","2008-01-28",19.030001
"270","2008-01-29",19.9
"271","2008-01-30",19.709999
"272","2008-01-31",20.76
"273","2008-02-01",21.6
"274","2008-02-04",21.15
"275","2008-02-05",20.700001
"276","2008-02-06",20.5
"277","2008-02-07",21.030001
"278","2008-02-08",21.16
"279","2008-02-11",21.200001
"280","2008-02-12",21.809999
"281","2008-02-13",22.16
"282","2008-02-14",22.110001
"283","2008-02-15",22.450001
"284","2008-02-19",22.540001
"285","2008-02-20",23.08
"286","2008-02-21",22.77
"287","2008-02-22",22.91
"288","2008-02-25",23.51
"289","2008-02-26",23.5
"290","2008-02-27",23.84
"291","2008-02-28",23.120001
"292","2008-02-29",22.75
"293","2008-03-03",22.24
"294","2008-03-04",21.959999
"295","2008-03-05",22.23
"296","2008-03-06",21.74
"297","2008-03-07",20.1
"298","2008-03-10",20.15
"299","2008-03-11",21.120001
"300","2008-03-12",21.32
"301","2008-03-13",21.85
"302","2008-03-14",21.32
"303","2008-03-17",20.950001
"304","2008-03-18",22.549999
"305","2008-03-19",21.219999
"306","2008-03-20",21.799999
"307","2008-03-24",22.379999
"308","2008-03-25",23.5
"309","2008-03-26",22.950001
"310","2008-03-27",21.65
"311","2008-03-28",21.290001
"312","2008-03-31",20.41
"313","2008-04-01",20.459999
"314","2008-04-02",20.93
"315","2008-04-03",20.059999
"316","2008-04-04",20.42
"317","2008-04-07",21.41
"318","2008-04-08",21.309999
"319","2008-04-09",21.209999
"320","2008-04-10",21.6
"321","2008-04-11",21.34
"322","2008-04-14",21.440001
"323","2008-04-15",21.49
"324","2008-04-16",22.969999
"325","2008-04-17",22.82
"326","2008-04-18",23.52
"327","2008-04-21",23.620001
"328","2008-04-22",22.690001
"329","2008-04-23",22.24
"330","2008-04-24",22.620001
"331","2008-04-25",23.139999
"332","2008-04-28",23.299999
"333","2008-04-29",23.110001
"334","2008-04-30",23.08
"335","2008-05-01",22.76
"336","2008-05-02",23.370001
"337","2008-05-05",23.059999
"338","2008-05-06",23.9
"339","2008-05-07",23.700001
"340","2008-05-08",24.25
"341","2008-05-09",24.27
"342","2008-05-12",24.6
"343","2008-05-13",24.68
"344","2008-05-14",25.120001
"345","2008-05-15",25.16
"346","2008-05-16",25.02
"347","2008-05-19",24.790001
"348","2008-05-20",24.4
"349","2008-05-21",24.49
"350","2008-05-22",24.68
"351","2008-05-23",24.41
"352","2008-05-27",24.59
"353","2008-05-28",25.200001
"354","2008-05-29",25.450001
"355","2008-05-30",24.870001
"356","2008-06-02",24.719999
"357","2008-06-03",24.219999
"358","2008-06-04",24
"359","2008-06-05",24.66
"360","2008-06-06",23.98
"361","2008-06-09",23.76
"362","2008-06-10",23.93
"363","2008-06-11",23.35
"364","2008-06-12",23.620001
"365","2008-06-13",24.25
"366","2008-06-16",24.4
"367","2008-06-17",24.52
"368","2008-06-18",23.950001
"369","2008-06-19",23.82
"370","2008-06-20",23.66
"371","2008-06-23",23.639999
"372","2008-06-24",22.389999
"373","2008-06-25",23.57
"374","2008-06-26",23.33
"375","2008-06-27",23
"376","2008-06-30",22.440001
"377","2008-07-01",22.1
"378","2008-07-02",21.209999
"379","2008-07-03",21.49
"380","2008-07-07",21.940001
"381","2008-07-08",22.57
"382","2008-07-09",20.68
"383","2008-07-10",21.16
"384","2008-07-11",22.17
"385","2008-07-14",22.030001
"386","2008-07-15",22.549999
"387","2008-07-16",23.190001
"388","2008-07-17",23.42
"389","2008-07-18",23.940001
"390","2008-07-21",23.98
"391","2008-07-22",24.950001
"392","2008-07-23",24.08
"393","2008-07-24",24
"394","2008-07-25",24.200001
"395","2008-07-28",24.309999
"396","2008-07-29",24.610001
"397","2008-07-30",25.43
"398","2008-07-31",25
"399","2008-08-01",24.620001
"400","2008-08-04",23.690001
"401","2008-08-05",23.98
"402","2008-08-06",23.790001
"403","2008-08-07",23.620001
"404","2008-08-08",24.65
"405","2008-08-11",25.9
"406","2008-08-12",25.700001
"407","2008-08-13",26.190001
"408","2008-08-14",25.889999
"409","2008-08-15",25.99
"410","2008-08-18",25.610001
"411","2008-08-19",25.67
"412","2008-08-20",25.65
"413","2008-08-21",24.959999
"414","2008-08-22",25.43
"415","2008-08-25",25.139999
"416","2008-08-26",25.139999
"417","2008-08-27",25.379999
"418","2008-08-28",26.440001
"419","2008-08-29",26.07
"420","2008-09-02",26.450001
"421","2008-09-03",26.790001
"422","2008-09-04",26.01
"423","2008-09-05",26.379999
"424","2008-09-08",27.41
"425","2008-09-09",23.860001
"426","2008-09-10",23.280001
"427","2008-09-11",22.15
"428","2008-09-12",22.040001
"429","2008-09-15",21.129999
"430","2008-09-16",21.860001
"431","2008-09-17",20.24
"432","2008-09-18",23.139999
"433","2008-09-19",24.110001
"434","2008-09-22",23.700001
"435","2008-09-23",22.99
"436","2008-09-24",22.23
"437","2008-09-25",22.780001
"438","2008-09-26",22.82
"439","2008-09-29",21.42
"440","2008-09-30",20.870001
"441","2008-10-01",20.33
"442","2008-10-02",19.030001
"443","2008-10-03",19
"444","2008-10-06",17.75
"445","2008-10-07",16.27
"446","2008-10-08",15.83
"447","2008-10-09",14.38
"448","2008-10-10",14.5
"449","2008-10-13",16.690001
"450","2008-10-14",16.07
"451","2008-10-15",14.14
"452","2008-10-16",15.65
"453","2008-10-17",15.09
"454","2008-10-20",15.94
"455","2008-10-21",15.36
"456","2008-10-22",14.5
"457","2008-10-23",14.4
"458","2008-10-24",13.88
"459","2008-10-27",12.94
"460","2008-10-28",14.81
"461","2008-10-29",15.04
"462","2008-10-30",16.16
"463","2008-10-31",17.67
"464","2008-11-03",17.620001
"465","2008-11-04",18.040001
"466","2008-11-05",17.209999
"467","2008-11-06",16.389999
"468","2008-11-07",16.950001
"469","2008-11-10",16.309999
"470","2008-11-11",15.89
"471","2008-11-12",14.42
"472","2008-11-13",16.57
"473","2008-11-14",16.110001
"474","2008-11-17",15.75
"475","2008-11-18",16.120001
"476","2008-11-19",14.48
"477","2008-11-20",13.05
"478","2008-11-21",14.03
"479","2008-11-24",14.87
"480","2008-11-25",15.21
"481","2008-11-26",17
"482","2008-11-28",17.74
"483","2008-12-01",14.39
"484","2008-12-02",15.59
"485","2008-12-03",15.06
"486","2008-12-04",14.15
"487","2008-12-05",13.98
