"","date","SHBI"
"1","2007-01-03",30.139999
"2","2007-01-04",30.34
"3","2007-01-05",29.74
"4","2007-01-08",30
"5","2007-01-09",29.91
"6","2007-01-10",29.690001
"7","2007-01-11",29.33
"8","2007-01-12",29.4
"9","2007-01-16",27.950001
"10","2007-01-17",27.629999
"11","2007-01-18",26.23
"12","2007-01-19",27.02
"13","2007-01-22",25.9
"14","2007-01-23",26.950001
"15","2007-01-24",27.23
"16","2007-01-25",26.23
"17","2007-01-26",26.91
"18","2007-01-29",27.48
"19","2007-01-30",28.01
"20","2007-01-31",28.66
"21","2007-02-01",28.5
"22","2007-02-02",28.379999
"23","2007-02-05",27.799999
"24","2007-02-06",27.42
"25","2007-02-07",27.68
"26","2007-02-08",27.99
"27","2007-02-09",27.43
"28","2007-02-12",27.459999
"29","2007-02-13",27.879999
"30","2007-02-14",26.700001
"31","2007-02-15",26.01
"32","2007-02-16",26.450001
"33","2007-02-20",26.67
"34","2007-02-21",26.41
"35","2007-02-22",26.67
"36","2007-02-23",26.440001
"37","2007-02-26",26.9
"38","2007-02-27",25.559999
"39","2007-02-28",26.16
"40","2007-03-01",25.75
"41","2007-03-02",24.379999
"42","2007-03-05",24.58
"43","2007-03-06",25.379999
"44","2007-03-07",24.799999
"45","2007-03-08",24.75
"46","2007-03-09",24.860001
"47","2007-03-12",25.16
"48","2007-03-13",23.780001
"49","2007-03-14",23.91
"50","2007-03-15",24.65
"51","2007-03-16",24.209999
"52","2007-03-19",25.65
"53","2007-03-20",25.950001
"54","2007-03-21",26.5
"55","2007-03-22",26.639999
"56","2007-03-23",26.129999
"57","2007-03-26",26.74
"58","2007-03-27",26.01
"59","2007-03-28",26.42
"60","2007-03-29",25.83
"61","2007-03-30",26.450001
"62","2007-04-02",26.75
"63","2007-04-03",27.459999
"64","2007-04-04",27.049999
"65","2007-04-05",26.129999
"66","2007-04-09",25.309999
"67","2007-04-10",25.530001
"68","2007-04-11",25.07
"69","2007-04-12",25.209999
"70","2007-04-13",25.17
"71","2007-04-16",26.24
"72","2007-04-17",26.299999
"73","2007-04-18",25.82
"74","2007-04-19",24.790001
"75","2007-04-20",25
"76","2007-04-23",24.530001
"77","2007-04-24",24.639999
"78","2007-04-25",24.860001
"79","2007-04-26",24.809999
"80","2007-04-27",24.52
"81","2007-04-30",24.51
"82","2007-05-01",25.030001
"83","2007-05-02",25.950001
"84","2007-05-03",25.82
"85","2007-05-04",25.700001
"86","2007-05-07",25.65
"87","2007-05-08",26.139999
"88","2007-05-09",26.290001
"89","2007-05-10",25.299999
"90","2007-05-11",25.74
"91","2007-05-14",25.559999
"92","2007-05-15",24.709999
"93","2007-05-16",25.35
"94","2007-05-17",24.969999
"95","2007-05-18",25.290001
"96","2007-05-21",25.450001
"97","2007-05-22",25.25
"98","2007-05-23",25.120001
"99","2007-05-24",25.129999
"100","2007-05-25",25.32
"101","2007-05-29",25.450001
"102","2007-05-30",26.25
"103","2007-05-31",26.040001
"104","2007-06-01",25.719999
"105","2007-06-04",25.66
"106","2007-06-05",25.440001
"107","2007-06-06",25.35
"108","2007-06-07",24.48
"109","2007-06-08",25
"110","2007-06-11",24.950001
"111","2007-06-12",24.440001
"112","2007-06-13",25.030001
"113","2007-06-14",25.959999
"114","2007-06-15",27.02
"115","2007-06-18",26.559999
"116","2007-06-19",28
"117","2007-06-20",28.200001
"118","2007-06-21",28.780001
"119","2007-06-22",28.299999
"120","2007-06-25",27.49
"121","2007-06-26",27.530001
"122","2007-06-27",26.969999
"123","2007-06-28",26.290001
"124","2007-06-29",25.85
"125","2007-07-02",26.040001
"126","2007-07-03",26.35
"127","2007-07-05",26.469999
"128","2007-07-06",26.219999
"129","2007-07-09",26.049999
"130","2007-07-10",25.290001
"131","2007-07-11",24.790001
"132","2007-07-12",24.93
"133","2007-07-13",24.75
"134","2007-07-16",24.620001
"135","2007-07-17",24.91
"136","2007-07-18",24.99
"137","2007-07-19",24.809999
"138","2007-07-20",24.950001
"139","2007-07-23",25.27
"140","2007-07-24",24.950001
"141","2007-07-25",25.25
"142","2007-07-26",24.1
"143","2007-07-27",22.99
"144","2007-07-30",22.52
"145","2007-07-31",22.549999
"146","2007-08-01",22.24
"147","2007-08-02",22.469999
