"","date","HUM"
"1","2007-01-03",56.02
"2","2007-01-04",55.349998
"3","2007-01-05",52.98
"4","2007-01-08",53.009998
"5","2007-01-09",52.25
"6","2007-01-10",52.310001
"7","2007-01-11",54.02
"8","2007-01-12",54.52
"9","2007-01-16",54.200001
"10","2007-01-17",55.599998
"11","2007-01-18",54.849998
"12","2007-01-19",54.490002
"13","2007-01-22",53.900002
"14","2007-01-23",53.889999
"15","2007-01-24",53.639999
"16","2007-01-25",53.490002
"17","2007-01-26",53.459999
"18","2007-01-29",53.509998
"19","2007-01-30",55.810001
"20","2007-01-31",55.5
"21","2007-02-01",57.220001
"22","2007-02-02",57.32
"23","2007-02-05",57.84
"24","2007-02-06",60
"25","2007-02-07",61.040001
"26","2007-02-08",59.790001
"27","2007-02-09",59.619999
"28","2007-02-12",59.66
"29","2007-02-13",60.009998
"30","2007-02-14",61.98
"31","2007-02-15",63.029999
"32","2007-02-16",62.23
"33","2007-02-20",63.450001
"34","2007-02-21",62.439999
"35","2007-02-22",62.310001
"36","2007-02-23",60.860001
"37","2007-02-26",61
"38","2007-02-27",59.220001
"39","2007-02-28",59.91
"40","2007-03-01",60.810001
"41","2007-03-02",59.709999
"42","2007-03-05",57.860001
"43","2007-03-06",59.43
"44","2007-03-07",60.02
"45","2007-03-08",61.110001
"46","2007-03-09",59.049999
"47","2007-03-12",60.200001
"48","2007-03-13",58.360001
"49","2007-03-14",58.380001
"50","2007-03-15",58.639999
"51","2007-03-16",58.23
"52","2007-03-19",58.860001
"53","2007-03-20",57.990002
"54","2007-03-21",57.619999
"55","2007-03-22",59.889999
"56","2007-03-23",60.490002
"57","2007-03-26",60.740002
"58","2007-03-27",59.450001
"59","2007-03-28",58.619999
"60","2007-03-29",57.279999
"61","2007-03-30",58.02
"62","2007-04-02",59.049999
"63","2007-04-03",61.16
"64","2007-04-04",61.450001
"65","2007-04-05",62.610001
"66","2007-04-09",63.07
"67","2007-04-10",63.150002
"68","2007-04-11",62.419998
"69","2007-04-12",62.349998
"70","2007-04-13",62.790001
"71","2007-04-16",63.279999
"72","2007-04-17",63.060001
"73","2007-04-18",63
"74","2007-04-19",62.580002
"75","2007-04-20",63.029999
"76","2007-04-23",62.950001
"77","2007-04-24",63.529999
"78","2007-04-25",64.160004
"79","2007-04-26",65.019997
"80","2007-04-27",64.93
"81","2007-04-30",63.240002
"82","2007-05-01",63
"83","2007-05-02",64.230003
"84","2007-05-03",63.470001
"85","2007-05-04",64.470001
"86","2007-05-07",63.93
"87","2007-05-08",63.560001
"88","2007-05-09",64.550003
"89","2007-05-10",64.029999
"90","2007-05-11",64.400002
"91","2007-05-14",65.540001
"92","2007-05-15",65.660004
"93","2007-05-16",65.809998
"94","2007-05-17",65.379997
"95","2007-05-18",64.860001
"96","2007-05-21",64.150002
"97","2007-05-22",63.790001
"98","2007-05-23",63.32
"99","2007-05-24",63.299999
"100","2007-05-25",63.470001
"101","2007-05-29",63.290001
"102","2007-05-30",63
"103","2007-05-31",62.049999
"104","2007-06-01",63
"105","2007-06-04",63.540001
"106","2007-06-05",63.200001
"107","2007-06-06",62.400002
"108","2007-06-07",62.650002
"109","2007-06-08",63.110001
"110","2007-06-11",63.279999
"111","2007-06-12",62.560001
"112","2007-06-13",61.52
"113","2007-06-14",60.810001
"114","2007-06-15",60.189999
"115","2007-06-18",62.549999
"116","2007-06-19",62.130001
"117","2007-06-20",61.220001
"118","2007-06-21",61.470001
"119","2007-06-22",60.990002
"120","2007-06-25",61.630001
"121","2007-06-26",61.23
"122","2007-06-27",61.82
"123","2007-06-28",62
"124","2007-06-29",60.91
"125","2007-07-02",62.740002
"126","2007-07-03",63.16
"127","2007-07-05",62.98
"128","2007-07-06",63.18
"129","2007-07-09",62.48
"130","2007-07-10",61.599998
"131","2007-07-11",61.880001
"132","2007-07-12",61.830002
"133","2007-07-13",61.080002
"134","2007-07-16",62.77
"135","2007-07-17",62.200001
"136","2007-07-18",68.309998
"137","2007-07-19",67.330002
"138","2007-07-20",66.870003
"139","2007-07-23",67
"140","2007-07-24",65.510002
"141","2007-07-25",65
"142","2007-07-26",64.470001
"143","2007-07-27",64.809998
"144","2007-07-30",65.080002
"145","2007-07-31",64.089996
"146","2007-08-01",63.529999
"147","2007-08-02",67.980003
"148","2007-08-03",65.099998
"149","2007-08-06",65.260002
"150","2007-08-07",65.459999
"151","2007-08-08",62.709999
"152","2007-08-09",58.389999
"153","2007-08-10",62.330002
"154","2007-08-13",62.41
"155","2007-08-14",62.029999
"156","2007-08-15",62.43
"157","2007-08-16",61.939999
"158","2007-08-17",62.080002
"159","2007-08-20",62.82
"160","2007-08-21",63.049999
"161","2007-08-22",64.029999
"162","2007-08-23",64.239998
"163","2007-08-24",65.970001
"164","2007-08-27",64.989998
"165","2007-08-28",64.150002
"166","2007-08-29",64.599998
"167","2007-08-30",63.43
"168","2007-08-31",64.089996
"169","2007-09-04",65.160004
"170","2007-09-05",63.779999
"171","2007-09-06",64.110001
"172","2007-09-07",63.580002
"173","2007-09-10",63.860001
"174","2007-09-11",64.400002
"175","2007-09-12",67.559998
"176","2007-09-13",65.449997
"177","2007-09-14",65.790001
"178","2007-09-17",65.800003
"179","2007-09-18",67.57
"180","2007-09-19",66.620003
"181","2007-09-20",66.199997
"182","2007-09-21",67.150002
"183","2007-09-24",67.690002
"184","2007-09-25",67.849998
"185","2007-09-26",69.690002
"186","2007-09-27",71.129997
"187","2007-09-28",69.879997
"188","2007-10-01",71.220001
"189","2007-10-02",70.620003
"190","2007-10-03",72.400002
"191","2007-10-04",71.209999
"192","2007-10-05",71.279999
"193","2007-10-08",71.379997
"194","2007-10-09",71.650002
"195","2007-10-10",72.099998
"196","2007-10-11",71.220001
"197","2007-10-12",72.629997
"198","2007-10-15",71.739998
"199","2007-10-16",71.150002
"200","2007-10-17",71.709999
"201","2007-10-18",74
"202","2007-10-19",73.050003
"203","2007-10-22",74.699997
"204","2007-10-23",76.18
"205","2007-10-24",73.5
"206","2007-10-25",76.93
"207","2007-10-26",75.559998
"208","2007-10-29",73.75
"209","2007-10-30",74.190002
"210","2007-10-31",74.949997
"211","2007-11-01",73.32
"212","2007-11-02",72.230003
"213","2007-11-05",71.389999
"214","2007-11-06",72.400002
"215","2007-11-07",71.129997
"216","2007-11-08",72.07
"217","2007-11-09",72.120003
"218","2007-11-12",72.209999
"219","2007-11-13",72.959999
"220","2007-11-14",73.099998
"221","2007-11-15",71.269997
"222","2007-11-16",72.559998
"223","2007-11-19",71.769997
"224","2007-11-20",71.900002
"225","2007-11-21",70.199997
"226","2007-11-23",71.190002
"227","2007-11-26",72.529999
"228","2007-11-27",74.690002
"229","2007-11-28",75.660004
"230","2007-11-29",75.480003
"231","2007-11-30",77.029999
"232","2007-12-03",76.82
"233","2007-12-04",78.459999
"234","2007-12-05",77.059998
"235","2007-12-06",77.150002
"236","2007-12-07",76.650002
"237","2007-12-10",76.169998
"238","2007-12-11",74.889999
"239","2007-12-12",76.330002
