"","date","GOL"
"1","2007-01-03",58.5
"2","2007-01-04",58.66
"3","2007-01-05",56.279999
"4","2007-01-08",55.099998
"5","2007-01-09",55.82
"6","2007-01-10",56.68
"7","2007-01-11",58.200001
"8","2007-01-12",59.380001
"9","2007-01-16",59.220001
"10","2007-01-17",58.439999
"11","2007-01-18",59.84
"12","2007-01-19",61.040001
"13","2007-01-22",60.400002
"14","2007-01-23",59.16
"15","2007-01-24",58.619999
"16","2007-01-25",58.82
"17","2007-01-26",58.5
"18","2007-01-29",56.900002
"19","2007-01-30",58.799999
"20","2007-01-31",60.220001
"21","2007-02-01",62.060001
"22","2007-02-02",61.779999
"23","2007-02-05",61.439999
"24","2007-02-06",61.560001
"25","2007-02-07",61.279999
"26","2007-02-08",61.5
"27","2007-02-09",61.119999
"28","2007-02-12",61.299999
"29","2007-02-13",63
"30","2007-02-14",64.099998
"31","2007-02-15",64.220001
"32","2007-02-16",63.360001
"33","2007-02-20",63.860001
"34","2007-02-21",63.52
"35","2007-02-22",63.099998
"36","2007-02-23",61.400002
"37","2007-02-26",61.099998
"38","2007-02-27",56.779999
"39","2007-02-28",56.900002
"40","2007-03-01",56.139999
"41","2007-03-02",55
"42","2007-03-05",52.959999
"43","2007-03-06",54.040001
"44","2007-03-07",52.880001
"45","2007-03-08",53.419998
"46","2007-03-09",54
"47","2007-03-12",53.799999
"48","2007-03-13",52.200001
"49","2007-03-14",52.48
"50","2007-03-15",53.700001
"51","2007-03-16",53.240002
"52","2007-03-19",54.419998
"53","2007-03-20",54.700001
"54","2007-03-21",54.939999
"55","2007-03-22",54.360001
"56","2007-03-23",53.98
"57","2007-03-26",52.02
"58","2007-03-27",51.560001
"59","2007-03-28",53.02
"60","2007-03-29",59.759998
"61","2007-03-30",60.860001
"62","2007-04-02",59.099998
"63","2007-04-03",60.220001
"64","2007-04-04",58.380001
"65","2007-04-05",58.459999
"66","2007-04-09",58.779999
"67","2007-04-10",57.82
"68","2007-04-11",57.02
"69","2007-04-12",56.200001
"70","2007-04-13",55.98
"71","2007-04-16",55.939999
"72","2007-04-17",56.48
"73","2007-04-18",58.700001
"74","2007-04-19",58.200001
"75","2007-04-20",59.040001
"76","2007-04-23",58.68
"77","2007-04-24",59.080002
"78","2007-04-25",59.419998
"79","2007-04-26",58.580002
"80","2007-04-27",58.380001
"81","2007-04-30",57.040001
"82","2007-05-01",57.02
"83","2007-05-02",57.82
"84","2007-05-03",58.18
"85","2007-05-04",58.16
"86","2007-05-07",56.799999
"87","2007-05-08",55.619999
"88","2007-05-09",55.419998
"89","2007-05-10",54.400002
"90","2007-05-11",55.720001
"91","2007-05-14",56.099998
"92","2007-05-15",56.700001
"93","2007-05-16",58.700001
"94","2007-05-17",58.400002
"95","2007-05-18",59.799999
"96","2007-05-21",61.32
"97","2007-05-22",62
"98","2007-05-23",61.360001
"99","2007-05-24",60.540001
"100","2007-05-25",62.84
"101","2007-05-29",63.860001
"102","2007-05-30",65.099998
"103","2007-05-31",65.599998
"104","2007-06-01",67.760002
"105","2007-06-04",66.18
"106","2007-06-05",65.559998
"107","2007-06-06",62.959999
"108","2007-06-07",61.32
"109","2007-06-08",62.66
"110","2007-06-11",63.34
"111","2007-06-12",62.439999
"112","2007-06-13",64
"113","2007-06-14",63.880001
"114","2007-06-15",64.959999
"115","2007-06-18",66.639999
"116","2007-06-19",68.599998
"117","2007-06-20",68.019997
"118","2007-06-21",68.139999
"119","2007-06-22",66.660004
"120","2007-06-25",65.919998
"121","2007-06-26",65.5
"122","2007-06-27",65.68
"123","2007-06-28",66.620003
"124","2007-06-29",65.980003
"125","2007-07-02",65.879997
"126","2007-07-03",65.919998
"127","2007-07-05",64.599998
"128","2007-07-06",63.139999
"129","2007-07-09",61
"130","2007-07-10",61.080002
"131","2007-07-11",60.900002
"132","2007-07-12",61.740002
"133","2007-07-13",62.080002
"134","2007-07-16",61.16
"135","2007-07-17",60.82
"136","2007-07-18",59.380001
"137","2007-07-19",57
"138","2007-07-20",56.040001
"139","2007-07-23",55.82
"140","2007-07-24",53.66
"141","2007-07-25",52
"142","2007-07-26",50.48
"143","2007-07-27",50.459999
"144","2007-07-30",50.66
"145","2007-07-31",49.84
"146","2007-08-01",50.599998
"147","2007-08-02",49.919998
"148","2007-08-03",48.380001
"149","2007-08-06",49.52
"150","2007-08-07",49.48
"151","2007-08-08",50.16
"152","2007-08-09",50.759998
"153","2007-08-10",50.599998
"154","2007-08-13",50.139999
"155","2007-08-14",48.639999
"156","2007-08-15",46.68
"157","2007-08-16",42.400002
"158","2007-08-17",44.459999
"159","2007-08-20",42.740002
"160","2007-08-21",43.700001
"161","2007-08-22",44.380001
"162","2007-08-23",43.34
"163","2007-08-24",45.259998
"164","2007-08-27",44.880001
"165","2007-08-28",43.720001
"166","2007-08-29",45.02
"167","2007-08-30",44.080002
"168","2007-08-31",43.860001
"169","2007-09-04",44.66
"170","2007-09-05",42.98
"171","2007-09-06",41.939999
"172","2007-09-07",40.759998
"173","2007-09-10",38.439999
"174","2007-09-11",38.700001
"175","2007-09-12",38.380001
"176","2007-09-13",39
"177","2007-09-14",40.639999
"178","2007-09-17",40.68
"179","2007-09-18",42.860001
"180","2007-09-19",47.580002
"181","2007-09-20",46.18
"182","2007-09-21",46.560001
"183","2007-09-24",45.080002
"184","2007-09-25",47.759998
"185","2007-09-26",48.040001
"186","2007-09-27",49.119999
"187","2007-09-28",48
"188","2007-10-01",48.459999
"189","2007-10-02",47.279999
"190","2007-10-03",46.639999
"191","2007-10-04",46.66
"192","2007-10-05",47.5
"193","2007-10-08",48.919998
"194","2007-10-09",51.580002
"195","2007-10-10",52.84
"196","2007-10-11",52.779999
"197","2007-10-12",53.02
"198","2007-10-15",53.200001
"199","2007-10-16",52.119999
"200","2007-10-17",52.18
"201","2007-10-18",52.360001
"202","2007-10-19",50.360001
"203","2007-10-22",50.880001
"204","2007-10-23",52.82
"205","2007-10-24",51.580002
"206","2007-10-25",51.240002
"207","2007-10-26",51.740002
"208","2007-10-29",52.540001
"209","2007-10-30",53.900002
"210","2007-10-31",54.759998
"211","2007-11-01",53.200001
"212","2007-11-02",53.34
"213","2007-11-05",52.299999
"214","2007-11-06",55.240002
"215","2007-11-07",52.799999
"216","2007-11-08",51
"217","2007-11-09",48.700001
"218","2007-11-12",46.139999
"219","2007-11-13",49.5
"220","2007-11-14",51.619999
"221","2007-11-15",51.400002
"222","2007-11-16",53.860001
"223","2007-11-19",51.380001
"224","2007-11-20",51.279999
"225","2007-11-21",49.52
"226","2007-11-23",52.040001
"227","2007-11-26",49.040001
"228","2007-11-27",48.66
"229","2007-11-28",50.240002
"230","2007-11-29",50.299999
"231","2007-11-30",50.880001
"232","2007-12-03",52.599998
"233","2007-12-04",51.279999
"234","2007-12-05",51
"235","2007-12-06",51.439999
"236","2007-12-07",53.580002
"237","2007-12-10",52.299999
"238","2007-12-11",50.400002
"239","2007-12-12",50
"240","2007-12-13",49
"241","2007-12-14",48.040001
"242","2007-12-17",48
"243","2007-12-18",49.860001
"244","2007-12-19",50.599998
"245","2007-12-20",49.560001
"246","2007-12-21",51
"247","2007-12-24",51.619999
"248","2007-12-26",51.439999
"249","2007-12-27",51.080002
"250","2007-12-28",50.619999
"251","2007-12-31",49.639999
"252","2008-01-02",47.98
"253","2008-01-03",46.759998
"254","2008-01-04",44.380001
"255","2008-01-07",44.919998
"256","2008-01-08",43.099998
"257","2008-01-09",42.419998
"258","2008-01-10",42.939999
"259","2008-01-11",41.740002
"260","2008-01-14",41.799999
"261","2008-01-15",40.360001
"262","2008-01-16",40.259998
"263","2008-01-17",38.400002
"264","2008-01-18",37.540001
"265","2008-01-22",36.459999
"266","2008-01-23",37.459999
"267","2008-01-24",38.099998
"268","2008-01-25",36.459999
"269","2008-01-28",37.880001
"270","2008-01-29",39.599998
"271","2008-01-30",39.900002
"272","2008-01-31",39.16
"273","2008-02-01",39.82
"274","2008-02-04",39.400002
"275","2008-02-05",38.299999
"276","2008-02-06",37.259998
"277","2008-02-07",37.66
"278","2008-02-08",37.119999
"279","2008-02-11",38.919998
"280","2008-02-12",39.779999
"281","2008-02-13",40
"282","2008-02-14",38.700001
"283","2008-02-15",37.060001
"284","2008-02-19",35.619999
"285","2008-02-20",35.98
"286","2008-02-21",35.18
"287","2008-02-22",35.360001
"288","2008-02-25",35.779999
"289","2008-02-26",36
"290","2008-02-27",36.299999
"291","2008-02-28",35.720001
"292","2008-02-29",34.400002
"293","2008-03-03",35.419998
"294","2008-03-04",34.560001
"295","2008-03-05",34.48
"296","2008-03-06",32.599998
"297","2008-03-07",32.040001
"298","2008-03-10",30.48
"299","2008-03-11",31.34
"300","2008-03-12",31.18
"301","2008-03-13",30.4
"302","2008-03-14",29.52
"303","2008-03-17",29.719999
"304","2008-03-18",32.900002
"305","2008-03-19",31.52
"306","2008-03-20",32.259998
"307","2008-03-24",33.599998
"308","2008-03-25",34.040001
"309","2008-03-26",31.98
"310","2008-03-27",33.200001
"311","2008-03-28",32.200001
"312","2008-03-31",29.780001
"313","2008-04-01",31.700001
"314","2008-04-02",31.559999
"315","2008-04-03",31.84
"316","2008-04-04",31.58
"317","2008-04-07",32
"318","2008-04-08",31.9
"319","2008-04-09",32.099998
"320","2008-04-10",32.240002
"321","2008-04-11",31.040001
"322","2008-04-14",31.5
"323","2008-04-15",30.139999
"324","2008-04-16",31.120001
"325","2008-04-17",30.620001
"326","2008-04-18",30.4
"327","2008-04-21",30.76
"328","2008-04-22",29.34
"329","2008-04-23",28.860001
"330","2008-04-24",29.559999
"331","2008-04-25",30
"332","2008-04-28",30.059999
"333","2008-04-29",30.440001
"334","2008-04-30",32.5
"335","2008-05-01",35.66
"336","2008-05-02",34.32
"337","2008-05-05",35.18
"338","2008-05-06",34.02
"339","2008-05-07",32.279999
"340","2008-05-08",32.380001
"341","2008-05-09",31.780001
"342","2008-05-12",32.400002
"343","2008-05-13",32.419998
"344","2008-05-14",32.02
"345","2008-05-15",33.040001
"346","2008-05-16",33.02
"347","2008-05-19",32.299999
"348","2008-05-20",31.780001
"349","2008-05-21",29.98
"350","2008-05-22",29.48
"351","2008-05-23",29.299999
"352","2008-05-27",28.6
"353","2008-05-28",29.6
"354","2008-05-29",30.84
"355","2008-05-30",30.719999
"356","2008-06-02",29.76
"357","2008-06-03",28.66
"358","2008-06-04",28.799999
"359","2008-06-05",29.200001
"360","2008-06-06",28.219999
"361","2008-06-09",27.540001
"362","2008-06-10",25.84
"363","2008-06-11",24.440001
"364","2008-06-12",24.440001
"365","2008-06-13",25
"366","2008-06-16",25.559999
"367","2008-06-17",26.74
"368","2008-06-18",26.059999
"369","2008-06-19",27.02
"370","2008-06-20",25.58
"371","2008-06-23",24.76
"372","2008-06-24",24.9
"373","2008-06-25",25.139999
"374","2008-06-26",22.620001
"375","2008-06-27",22.52
"376","2008-06-30",22.559999
"377","2008-07-01",20.74
"378","2008-07-02",20.139999
"379","2008-07-03",18.6
"380","2008-07-07",17.24
"381","2008-07-08",17.719999
"382","2008-07-09",17.42
"383","2008-07-10",18.1
"384","2008-07-11",17.1
"385","2008-07-14",16.24
"386","2008-07-15",16.879999
"387","2008-07-16",18.379999
"388","2008-07-17",19.120001
"389","2008-07-18",18.6
"390","2008-07-21",18.18
"391","2008-07-22",19.42
"392","2008-07-23",21.26
"393","2008-07-24",20.799999
"394","2008-07-25",21.559999
"395","2008-07-28",20.559999
"396","2008-07-29",21.48
"397","2008-07-30",21
"398","2008-07-31",20.48
"399","2008-08-01",19.940001
"400","2008-08-04",20.92
"401","2008-08-05",24
"402","2008-08-06",23.34
"403","2008-08-07",20.280001
"404","2008-08-08",21.08
"405","2008-08-11",20.34
"406","2008-08-12",19.82
"407","2008-08-13",18.82
"408","2008-08-14",19.379999
"409","2008-08-15",18.860001
"410","2008-08-18",18.459999
"411","2008-08-19",18.200001
"412","2008-08-20",17.700001
"413","2008-08-21",17.219999
"414","2008-08-22",17.52
"415","2008-08-25",17.5
"416","2008-08-26",17.299999
"417","2008-08-27",17.139999
"418","2008-08-28",17.620001
"419","2008-08-29",17.799999
"420","2008-09-02",17.82
"421","2008-09-03",17.6
"422","2008-09-04",16.799999
"423","2008-09-05",17.120001
"424","2008-09-08",16.66
"425","2008-09-09",16.280001
"426","2008-09-10",15.86
"427","2008-09-11",16.120001
"428","2008-09-12",18.299999
"429","2008-09-15",17.139999
"430","2008-09-16",18.700001
"431","2008-09-17",16.24
"432","2008-09-18",15.62
"433","2008-09-19",16.379999
"434","2008-09-22",15.08
"435","2008-09-23",14.44
"436","2008-09-24",14
"437","2008-09-25",14
"438","2008-09-26",13.86
"439","2008-09-29",11.9
"440","2008-09-30",13
"441","2008-10-01",13.94
"442","2008-10-02",12.1
"443","2008-10-03",11.48
"444","2008-10-06",10.36
"445","2008-10-07",8.72
"446","2008-10-08",8.48
"447","2008-10-09",7.96
"448","2008-10-10",8.68
"449","2008-10-13",9.1
"450","2008-10-14",8.76
"451","2008-10-15",6.82
"452","2008-10-16",9.82
"453","2008-10-17",9.26
"454","2008-10-20",9.4
"455","2008-10-21",9.42
"456","2008-10-22",7.16
"457","2008-10-23",7.32
"458","2008-10-24",6.58
"459","2008-10-27",5.86
"460","2008-10-28",7.26
"461","2008-10-29",7.38
"462","2008-10-30",9.02
"463","2008-10-31",8.68
"464","2008-11-03",9.4
"465","2008-11-04",9.34
"466","2008-11-05",8.54
"467","2008-11-06",8.6
"468","2008-11-07",8.28
"469","2008-11-10",7.58
"470","2008-11-11",7.08
"471","2008-11-12",6.8
"472","2008-11-13",7.2
"473","2008-11-14",6.4
"474","2008-11-17",7.18
"475","2008-11-18",7.58
"476","2008-11-19",7.54
"477","2008-11-20",6.62
"478","2008-11-21",6.5
"479","2008-11-24",6.9
"480","2008-11-25",6.4
"481","2008-11-26",7.06
"482","2008-11-28",7.84
"483","2008-12-01",7.52
"484","2008-12-02",7.92
"485","2008-12-03",7.52
"486","2008-12-04",7.26
"487","2008-12-05",7.9
"488","2008-12-08",8.08
"489","2008-12-09",7.5
"490","2008-12-10",8.16
"491","2008-12-11",8.24
"492","2008-12-12",8.48
"493","2008-12-15",8.08
"494","2008-12-16",9.04
"495","2008-12-17",8.86
"496","2008-12-18",9.12
"497","2008-12-19",9.16
"498","2008-12-22",9.26
"499","2008-12-23",8.96
"500","2008-12-24",8.92
"501","2008-12-26",8.68
"502","2008-12-29",8.38
"503","2008-12-30",8.6
"504","2008-12-31",8.46
"505","2009-01-02",8.8
"506","2009-01-05",9.26
"507","2009-01-06",10.52
"508","2009-01-07",10.22
"509","2009-01-08",10.36
"510","2009-01-09",10.38
"511","2009-01-12",9.86
"512","2009-01-13",9.46
"513","2009-01-14",8.54
"514","2009-01-15",9.36
"515","2009-01-16",9.62
"516","2009-01-20",8.92
"517","2009-01-21",9.66
"518","2009-01-22",9.3
"519","2009-01-23",9.14
"520","2009-01-26",9.06
"521","2009-01-27",8.72
"522","2009-01-28",9.52
"523","2009-01-29",9.12
"524","2009-01-30",8.6
"525","2009-02-02",8.6
"526","2009-02-03",8.78
"527","2009-02-04",8.44
"528","2009-02-05",8.7
"529","2009-02-06",9.06
"530","2009-02-09",9.1
"531","2009-02-10",8.56
"532","2009-02-11",8.54
"533","2009-02-12",8.84
"534","2009-02-13",8.74
"535","2009-02-17",8.18
"536","2009-02-18",8.02
"537","2009-02-19",8.06
"538","2009-02-20",8
"539","2009-02-23",7.5
"540","2009-02-24",7.92
"541","2009-02-25",7.94
"542","2009-02-26",7.78
"543","2009-02-27",7.76
"544","2009-03-02",7.38
"545","2009-03-03",7.8
"546","2009-03-04",8.32
"547","2009-03-05",7.42
"548","2009-03-06",7.6
"549","2009-03-09",7.2
"550","2009-03-10",7.2
"551","2009-03-11",7.06
"552","2009-03-12",7.34
"553","2009-03-13",7.32
"554","2009-03-16",7.3
"555","2009-03-17",6.96
"556","2009-03-18",6.9
"557","2009-03-19",7.18
"558","2009-03-20",6.9
"559","2009-03-23",6.44
"560","2009-03-24",6.08
"561","2009-03-25",6.04
"562","2009-03-26",6.1
"563","2009-03-27",6.06
"564","2009-03-30",5.76
"565","2009-03-31",5.66
"566","2009-04-01",5.72
"567","2009-04-02",6.06
"568","2009-04-03",6.16
"569","2009-04-06",6.3
"570","2009-04-07",6.56
