"","date","INN"
"233","2012-01-11",9.26
"234","2012-01-12",9.14
"235","2012-01-13",8.81
"236","2012-01-17",8.96
"237","2012-01-18",9.16
"238","2012-01-19",9.31
"239","2012-01-20",9.47
"240","2012-01-23",9.37
"241","2012-01-24",9.38
"242","2012-01-25",9.43
"243","2012-01-26",9.38
"244","2012-01-27",9.53
"245","2012-01-30",9.39
"246","2012-01-31",9.35
"247","2012-02-01",9.77
"248","2012-02-02",9.89
"249","2012-02-03",10
"250","2012-02-06",9.95
"251","2012-02-07",9.95
"252","2012-02-08",9.92
"253","2012-02-09",10
"254","2012-02-10",9.92
"255","2012-02-13",10.04
"256","2012-02-14",9.94
"257","2012-02-15",9.94
"258","2012-02-16",10.03
"259","2012-02-17",10.01
"260","2012-02-21",9.87
"261","2012-02-22",9.87
"262","2012-02-23",10.09
"263","2012-02-24",9.96
"264","2012-02-27",10
"265","2012-02-28",10.01
"266","2012-02-29",9.21
"267","2012-03-01",8.94
"268","2012-03-02",8.78
"269","2012-03-05",8.33
"270","2012-03-06",8.11
"271","2012-03-07",8.16
"272","2012-03-08",8.12
"273","2012-03-09",8.1
"274","2012-03-12",8.14
"275","2012-03-13",8.04
"276","2012-03-14",7.71
"277","2012-03-15",7.56
"278","2012-03-16",7.53
"279","2012-03-19",7.93
"280","2012-03-20",8
"281","2012-03-21",7.9
"282","2012-03-22",7.7
"283","2012-03-23",7.82
"284","2012-03-26",7.95
"285","2012-03-27",7.76
"286","2012-03-28",7.85
"287","2012-03-29",7.79
"288","2012-03-30",7.58
"289","2012-04-02",8.16
"290","2012-04-03",8.02
"291","2012-04-04",7.7
"292","2012-04-05",8.03
"293","2012-04-09",7.95
"294","2012-04-10",7.71
"295","2012-04-11",7.75
"296","2012-04-12",7.79
"297","2012-04-13",7.78
"298","2012-04-16",7.68
"299","2012-04-17",7.74
"300","2012-04-18",7.62
"301","2012-04-19",7.76
"302","2012-04-20",8.01
"303","2012-04-23",8.01
"304","2012-04-24",8.08
"305","2012-04-25",8.14
"306","2012-04-26",8.18
"307","2012-04-27",8.26
"308","2012-04-30",8.36
"309","2012-05-01",8.39
"310","2012-05-02",8.39
"311","2012-05-03",8.38
"312","2012-05-04",8.35
"313","2012-05-07",8.32
"314","2012-05-08",8.28
"315","2012-05-09",8.17
"316","2012-05-10",8.2
"317","2012-05-11",8.01
"318","2012-05-14",7.91
"319","2012-05-15",7.97
"320","2012-05-16",8.01
"321","2012-05-17",8.02
"322","2012-05-18",7.49
"323","2012-05-21",7.78
"324","2012-05-22",7.77
"325","2012-05-23",7.63
"326","2012-05-24",7.62
"327","2012-05-25",8.03
"328","2012-05-29",8.05
"329","2012-05-30",7.95
"330","2012-05-31",7.97
"331","2012-06-01",7.73
"332","2012-06-04",7.63
"333","2012-06-05",7.88
"334","2012-06-06",8.04
"335","2012-06-07",8.17
"336","2012-06-08",8.21
"337","2012-06-11",8.29
"338","2012-06-12",8.28
"339","2012-06-13",8.39
"340","2012-06-14",8.5
"341","2012-06-15",8.4
"342","2012-06-18",8.38
"343","2012-06-19",8.58
"344","2012-06-20",8.46
"345","2012-06-21",8.43
"346","2012-06-22",8.39
"347","2012-06-25",7.98
"348","2012-06-26",8.08
"349","2012-06-27",8.12
"350","2012-06-28",8.06
"351","2012-06-29",8.37
"352","2012-07-02",8.54
"353","2012-07-03",8.54
"354","2012-07-05",8.44
"355","2012-07-06",8.3
"356","2012-07-09",8.24
"357","2012-07-10",8.1
"358","2012-07-11",8.02
"359","2012-07-12",7.96
"360","2012-07-13",7.98
"361","2012-07-16",7.97
"362","2012-07-17",8.17
"363","2012-07-18",8.16
"364","2012-07-19",7.91
"365","2012-07-20",7.93
"366","2012-07-23",7.75
"367","2012-07-24",7.64
"368","2012-07-25",7.85
"369","2012-07-26",8.12
"370","2012-07-27",8.26
"371","2012-07-30",8.3
"372","2012-07-31",8.3
"373","2012-08-01",8.11
"374","2012-08-02",8.09
"375","2012-08-03",8.32
"376","2012-08-06",8.27
"377","2012-08-07",8.19
"378","2012-08-08",8.08
"379","2012-08-09",7.94
"380","2012-08-10",8.27
"381","2012-08-13",8.22
"382","2012-08-14",8.45
"383","2012-08-15",8.45
"384","2012-08-16",8.52
"385","2012-08-17",8.65
"386","2012-08-20",8.69
"387","2012-08-21",8.69
"388","2012-08-22",8.61
"389","2012-08-23",8.53
"390","2012-08-24",8.54
"391","2012-08-27",8.57
"392","2012-08-28",8.57
"393","2012-08-29",8.64
"394","2012-08-30",8.51
"395","2012-08-31",8.52
"396","2012-09-04",8.65
"397","2012-09-05",8.59
"398","2012-09-06",8.68
"399","2012-09-07",8.67
"400","2012-09-10",8.65
"401","2012-09-11",8.62
"402","2012-09-12",8.55
"403","2012-09-13",8.56
"404","2012-09-14",8.8
"405","2012-09-17",8.86
"406","2012-09-18",8.74
"407","2012-09-19",8.73
"408","2012-09-20",8.77
"409","2012-09-21",8.94
"410","2012-09-24",8.82
"411","2012-09-25",8.52
"412","2012-09-26",8.58
"413","2012-09-27",8.24
"414","2012-09-28",8.54
"415","2012-10-01",8.27
"416","2012-10-02",8.31
"417","2012-10-03",8.29
"418","2012-10-04",8.18
"419","2012-10-05",8.2
"420","2012-10-08",8.2
"421","2012-10-09",8.18
"422","2012-10-10",8.17
"423","2012-10-11",8.16
"424","2012-10-12",8.15
"425","2012-10-15",8.17
"426","2012-10-16",8.2
"427","2012-10-17",8.26
"428","2012-10-18",8.24
"429","2012-10-19",8.17
"430","2012-10-22",8.25
"431","2012-10-23",8.16
"432","2012-10-24",8.2
"433","2012-10-25",8.24
"434","2012-10-26",8.22
"435","2012-10-31",8.26
"436","2012-11-01",8.29
"437","2012-11-02",8.35
"438","2012-11-05",8.32
"439","2012-11-06",8.35
"440","2012-11-07",8.2
"441","2012-11-08",8.15
"442","2012-11-09",8.2
"443","2012-11-12",8.24
"444","2012-11-13",8.33
"445","2012-11-14",8.15
"446","2012-11-15",8.1
"447","2012-11-16",8.19
"448","2012-11-19",8.47
"449","2012-11-20",8.41
"450","2012-11-21",8.76
"451","2012-11-23",8.77
"452","2012-11-26",8.79
"453","2012-11-27",8.78
"454","2012-11-28",8.72
"455","2012-11-29",8.7
"456","2012-11-30",8.78
"457","2012-12-03",8.85
"458","2012-12-04",8.89
"459","2012-12-05",8.78
"460","2012-12-06",8.75
"461","2012-12-07",8.68
"462","2012-12-10",8.64
"463","2012-12-11",8.61
"464","2012-12-12",8.54
"465","2012-12-13",8.54
"466","2012-12-14",8.49
"467","2012-12-17",8.77
"468","2012-12-18",8.93
"469","2012-12-19",9.04
"470","2012-12-20",9.32
"471","2012-12-21",9.3
"472","2012-12-24",9.32
"473","2012-12-26",9.28
"474","2012-12-27",9.31
"475","2012-12-28",9.34
"476","2012-12-31",9.5
"477","2013-01-02",9.62
"478","2013-01-03",9.63
"479","2013-01-04",9.67
"480","2013-01-07",9.5
"481","2013-01-08",9.14
"482","2013-01-09",9.02
"483","2013-01-10",9.1
"484","2013-01-11",9.12
"485","2013-01-14",9.14
"486","2013-01-15",9.17
"487","2013-01-16",9.16
"488","2013-01-17",9.27
"489","2013-01-18",9.3
"490","2013-01-22",9.49
"491","2013-01-23",9.46
"492","2013-01-24",9.45
"493","2013-01-25",9.43
"494","2013-01-28",9.47
"495","2013-01-29",9.46
"496","2013-01-30",9.25
"497","2013-01-31",9.19
"498","2013-02-01",9.42
"499","2013-02-04",9.42
"500","2013-02-05",9.39
"501","2013-02-06",9.37
"502","2013-02-07",9.27
"503","2013-02-08",9.41
"504","2013-02-11",9.33
"505","2013-02-12",9.39
"506","2013-02-13",9.35
"507","2013-02-14",9.55
"508","2013-02-15",9.4
"509","2013-02-19",9.37
"510","2013-02-20",9.26
"511","2013-02-21",9.22
"512","2013-02-22",9.27
"513","2013-02-25",9.17
"514","2013-02-26",9.27
"515","2013-02-27",9.48
"516","2013-02-28",9.6
"517","2013-03-01",9.78
"518","2013-03-04",9.87
"519","2013-03-05",9.76
"520","2013-03-06",9.83
"521","2013-03-07",9.82
"522","2013-03-08",9.91
"523","2013-03-11",9.7
"524","2013-03-12",9.72
"525","2013-03-13",9.76
"526","2013-03-14",9.88
"527","2013-03-15",10.31
"528","2013-03-18",10.11
"529","2013-03-19",10.13
"530","2013-03-20",10.01
"531","2013-03-21",10.08
"532","2013-03-22",10.03
"533","2013-03-25",10.09
"534","2013-03-26",10.13
"535","2013-03-27",10.32
"536","2013-03-28",10.47
"537","2013-04-01",10.13
"538","2013-04-02",10.32
"539","2013-04-03",9.97
"540","2013-04-04",10.14
"541","2013-04-05",10.2
"542","2013-04-08",10.15
"543","2013-04-09",10.26
"544","2013-04-10",10.41
"545","2013-04-11",10.34
"546","2013-04-12",10.44
"547","2013-04-15",10
"548","2013-04-16",10.17
"549","2013-04-17",9.91
"550","2013-04-18",9.77
"551","2013-04-19",9.85
"552","2013-04-22",9.81
"553","2013-04-23",10.06
"554","2013-04-24",10
"555","2013-04-25",10.12
"556","2013-04-26",9.94
"557","2013-04-29",9.85
"558","2013-04-30",9.99
"559","2013-05-01",9.85
"560","2013-05-02",9.98
"561","2013-05-03",10.34
"562","2013-05-06",10.22
"563","2013-05-07",10.26
"564","2013-05-08",10.37
"565","2013-05-09",10.39
"566","2013-05-10",10.31
"567","2013-05-13",10.28
"568","2013-05-14",10.42
"569","2013-05-15",10.43
"570","2013-05-16",10.37
"571","2013-05-17",10.34
"572","2013-05-20",10.35
"573","2013-05-21",10.35
"574","2013-05-22",10.16
"575","2013-05-23",10.09
"576","2013-05-24",10.19
"577","2013-05-28",10.12
"578","2013-05-29",9.96
"579","2013-05-30",9.99
"580","2013-05-31",9.87
"581","2013-06-03",9.84
"582","2013-06-04",9.52
"583","2013-06-05",9.44
"584","2013-06-06",9.51
"585","2013-06-07",9.42
"586","2013-06-10",9.47
"587","2013-06-11",9.37
"588","2013-06-12",9.38
"589","2013-06-13",9.64
"590","2013-06-14",9.5
"591","2013-06-17",9.6
"592","2013-06-18",9.62
"593","2013-06-19",9.49
"594","2013-06-20",9.13
"595","2013-06-21",9.4
"596","2013-06-24",9.21
"597","2013-06-25",9.42
"598","2013-06-26",9.43
"599","2013-06-27",9.6
"600","2013-06-28",9.45
"601","2013-07-01",9.53
"602","2013-07-02",9.62
"603","2013-07-03",9.47
"604","2013-07-05",9.56
"605","2013-07-08",9.55
"606","2013-07-09",9.76
"607","2013-07-10",9.86
"608","2013-07-11",10.06
"609","2013-07-12",10.04
"610","2013-07-15",10.02
"611","2013-07-16",10.04
"612","2013-07-17",10
"613","2013-07-18",10.07
"614","2013-07-19",10.31
"615","2013-07-22",10.31
"616","2013-07-23",10.25
"617","2013-07-24",10.17
"618","2013-07-25",10.32
"619","2013-07-26",10.23
"620","2013-07-29",10.06
"621","2013-07-30",10.03
"622","2013-07-31",10.12
"623","2013-08-01",9.97
"624","2013-08-02",9.91
"625","2013-08-05",9.7
"626","2013-08-06",9.59
"627","2013-08-07",9.58
"628","2013-08-08",9.57
"629","2013-08-09",9.68
"630","2013-08-12",9.7
"631","2013-08-13",9.71
"632","2013-08-14",9.58
"633","2013-08-15",9.38
"634","2013-08-16",9.43
"635","2013-08-19",9.35
"636","2013-08-20",9.49
"637","2013-08-21",9.46
"638","2013-08-22",9.56
"639","2013-08-23",9.65
"640","2013-08-26",9.47
"641","2013-08-27",9.46
"642","2013-08-28",9.49
"643","2013-08-29",9.58
"644","2013-08-30",9.54
"645","2013-09-03",9.53
"646","2013-09-04",9.61
"647","2013-09-05",9.65
"648","2013-09-06",9.64
"649","2013-09-09",9.65
"650","2013-09-10",9.83
"651","2013-09-11",9.86
"652","2013-09-12",9.76
"653","2013-09-13",9.1
"654","2013-09-16",9.2
"655","2013-09-17",9.19
"656","2013-09-18",9.37
"657","2013-09-19",9.35
"658","2013-09-20",9.29
"659","2013-09-23",9.29
"660","2013-09-24",9.31
"661","2013-09-25",9.46
"662","2013-09-26",9.49
"663","2013-09-27",9.28
"664","2013-09-30",9.19
"665","2013-10-01",9.26
"666","2013-10-02",9.2
"667","2013-10-03",9.03
"668","2013-10-04",9.12
"669","2013-10-07",9.13
"670","2013-10-08",9.14
"671","2013-10-09",9.05
"672","2013-10-10",9.22
"673","2013-10-11",9.25
"674","2013-10-14",9.29
"675","2013-10-15",9.16
"676","2013-10-16",9.15
"677","2013-10-17",9.2
"678","2013-10-18",9.15
"679","2013-10-21",9.2
"680","2013-10-22",9.36
"681","2013-10-23",9.35
"682","2013-10-24",9.33
"683","2013-10-25",9.3
"684","2013-10-28",9.33
"685","2013-10-29",9.25
"686","2013-10-30",9.16
"687","2013-10-31",9.19
"688","2013-11-01",9.22
"689","2013-11-04",9.34
"690","2013-11-05",9.23
"691","2013-11-06",8.99
"692","2013-11-07",8.81
"693","2013-11-08",8.8
"694","2013-11-11",8.75
"695","2013-11-12",8.99
"696","2013-11-13",8.85
"697","2013-11-14",8.84
"698","2013-11-15",8.92
"699","2013-11-18",8.98
"700","2013-11-19",8.89
"701","2013-11-20",8.87
"702","2013-11-21",8.95
"703","2013-11-22",8.83
"704","2013-11-25",8.68
"705","2013-11-26",8.95
"706","2013-11-27",9.08
"707","2013-11-29",9.08
"708","2013-12-02",8.89
"709","2013-12-03",8.81
"710","2013-12-04",8.7
"711","2013-12-05",8.71
"712","2013-12-06",8.91
"713","2013-12-09",8.86
"714","2013-12-10",8.75
"715","2013-12-11",8.68
"716","2013-12-12",8.64
"717","2013-12-13",8.6
"718","2013-12-16",8.69
"719","2013-12-17",8.65
"720","2013-12-18",8.7
"721","2013-12-19",8.8
"722","2013-12-20",8.98
"723","2013-12-23",8.98
"724","2013-12-24",8.96
"725","2013-12-26",8.95
"726","2013-12-27",9
"727","2013-12-30",9.05
"728","2013-12-31",9
"729","2014-01-02",8.84
"730","2014-01-03",8.87
"731","2014-01-06",8.91
"732","2014-01-07",8.97
"733","2014-01-08",8.94
"734","2014-01-09",9.02
"735","2014-01-10",8.98
"736","2014-01-13",8.87
"737","2014-01-14",8.95
"738","2014-01-15",8.99
"739","2014-01-16",8.95
"740","2014-01-17",8.92
"741","2014-01-21",8.9
"742","2014-01-22",8.87
"743","2014-01-23",8.85
"744","2014-01-24",8.73
"745","2014-01-27",8.71
"746","2014-01-28",8.95
"747","2014-01-29",8.89
"748","2014-01-30",8.94
"749","2014-01-31",8.91
"750","2014-02-03",8.86
"751","2014-02-04",8.92
"752","2014-02-05",8.68
"753","2014-02-06",8.84
"754","2014-02-07",8.89
"755","2014-02-10",8.99
"756","2014-02-11",9.03
"757","2014-02-12",9.03
"758","2014-02-13",9.09
"759","2014-02-14",9.13
"760","2014-02-18",9.11
"761","2014-02-19",9.13
"762","2014-02-20",9.2
"763","2014-02-21",9.13
"764","2014-02-24",9.22
"765","2014-02-25",9.19
"766","2014-02-26",9.26
"767","2014-02-27",9.11
"768","2014-02-28",9.24
"769","2014-03-03",9.27
"770","2014-03-04",9.48
"771","2014-03-05",9.37
"772","2014-03-06",9.39
"773","2014-03-07",9.28
"774","2014-03-10",9.28
"775","2014-03-11",9.22
"776","2014-03-12",9.23
"777","2014-03-13",9.1
"778","2014-03-14",9.18
"779","2014-03-17",9.08
"780","2014-03-18",9.08
"781","2014-03-19",9.05
"782","2014-03-20",9.06
"783","2014-03-21",9.38
"784","2014-03-24",9.1
"785","2014-03-25",9.08
"786","2014-03-26",9.13
"787","2014-03-27",9.16
"788","2014-03-28",9.11
"789","2014-03-31",9.28
"790","2014-04-01",9.47
"791","2014-04-02",9.47
"792","2014-04-03",9.45
"793","2014-04-04",9.36
"794","2014-04-07",9.23
"795","2014-04-08",9.27
"796","2014-04-09",9.27
"797","2014-04-10",9.17
"798","2014-04-11",9.16
"799","2014-04-14",9.07
"800","2014-04-15",9.02
"801","2014-04-16",9.07
"802","2014-04-17",9.12
"803","2014-04-21",9.19
"804","2014-04-22",9.25
"805","2014-04-23",9.19
"806","2014-04-24",9.12
"807","2014-04-25",9.01
"808","2014-04-28",9.04
"809","2014-04-29",9.01
"810","2014-04-30",9.06
"811","2014-05-01",9.1
"812","2014-05-02",9.14
"813","2014-05-05",9.12
"814","2014-05-06",9.12
"815","2014-05-07",9.13
"816","2014-05-08",9.11
"817","2014-05-09",9.24
"818","2014-05-12",9.48
"819","2014-05-13",9.45
"820","2014-05-14",9.5
"821","2014-05-15",9.3
"822","2014-05-16",9.43
"823","2014-05-19",9.56
"824","2014-05-20",9.43
"825","2014-05-21",9.39
"826","2014-05-22",9.53
"827","2014-05-23",9.65
"828","2014-05-27",9.97
"829","2014-05-28",9.82
"830","2014-05-29",9.87
"831","2014-05-30",10.04
"832","2014-06-02",10.14
"833","2014-06-03",10.13
"834","2014-06-04",10.16
"835","2014-06-05",10.49
"836","2014-06-06",10.61
"837","2014-06-09",10.35
"838","2014-06-10",10.33
"839","2014-06-11",10.26
"840","2014-06-12",10.32
"841","2014-06-13",10.37
"842","2014-06-16",10.34
"843","2014-06-17",10.41
"844","2014-06-18",10.49
"845","2014-06-19",10.55
"846","2014-06-20",10.51
"847","2014-06-23",10.57
"848","2014-06-24",10.57
"849","2014-06-25",10.53
"850","2014-06-26",10.56
"851","2014-06-27",10.6
"852","2014-06-30",10.6
"853","2014-07-01",10.69
"854","2014-07-02",10.62
"855","2014-07-03",10.66
"856","2014-07-07",10.55
"857","2014-07-08",10.65
"858","2014-07-09",10.67
"859","2014-07-10",10.64
"860","2014-07-11",10.61
"861","2014-07-14",10.71
"862","2014-07-15",10.61
"863","2014-07-16",10.67
"864","2014-07-17",10.52
"865","2014-07-18",10.68
"866","2014-07-21",10.68
"867","2014-07-22",10.71
"868","2014-07-23",10.65
"869","2014-07-24",10.49
"870","2014-07-25",10.37
"871","2014-07-28",10.37
"872","2014-07-29",10.37
"873","2014-07-30",10.31
"874","2014-07-31",10.27
"875","2014-08-01",10.31
"876","2014-08-04",10.54
"877","2014-08-05",10.35
"878","2014-08-06",10.48
"879","2014-08-07",10.72
"880","2014-08-08",10.82
"881","2014-08-11",10.77
"882","2014-08-12",10.68
"883","2014-08-13",10.73
"884","2014-08-14",10.88
"885","2014-08-15",10.86
"886","2014-08-18",11
"887","2014-08-19",11.02
"888","2014-08-20",10.99
"889","2014-08-21",11.07
"890","2014-08-22",10.97
"891","2014-08-25",10.97
"892","2014-08-26",11.05
"893","2014-08-27",11
"894","2014-08-28",10.97
"895","2014-08-29",10.95
"896","2014-09-02",10.9
"897","2014-09-03",10.86
"898","2014-09-04",10.8
"899","2014-09-05",10.84
"900","2014-09-08",10.75
"901","2014-09-09",10.57
"902","2014-09-10",10.51
"903","2014-09-11",10.62
"904","2014-09-12",10.31
"905","2014-09-15",10.45
"906","2014-09-16",10.76
"907","2014-09-17",10.78
"908","2014-09-18",10.93
"909","2014-09-19",11.03
"910","2014-09-22",10.95
"911","2014-09-23",10.83
"912","2014-09-24",10.79
"913","2014-09-25",10.73
"914","2014-09-26",10.93
"915","2014-09-29",10.95
"916","2014-09-30",10.78
"917","2014-10-01",10.71
"918","2014-10-02",10.8
"919","2014-10-03",10.99
"920","2014-10-06",10.97
"921","2014-10-07",10.8
"922","2014-10-08",11.24
"923","2014-10-09",10.94
"924","2014-10-10",10.82
"925","2014-10-13",10.65
"926","2014-10-14",10.71
"927","2014-10-15",10.77
"928","2014-10-16",10.93
"929","2014-10-17",10.94
"930","2014-10-20",11.23
"931","2014-10-21",11.47
"932","2014-10-22",11.46
"933","2014-10-23",11.58
"934","2014-10-24",11.55
"935","2014-10-27",11.6
"936","2014-10-28",11.7
"937","2014-10-29",11.63
"938","2014-10-30",11.64
"939","2014-10-31",11.64
"940","2014-11-03",11.76
"941","2014-11-04",11.74
"942","2014-11-05",11.64
"943","2014-11-06",11.72
"944","2014-11-07",11.67
"945","2014-11-10",11.74
"946","2014-11-11",11.59
"947","2014-11-12",11.61
"948","2014-11-13",11.57
"949","2014-11-14",11.54
"950","2014-11-17",11.49
"951","2014-11-18",11.47
"952","2014-11-19",11.41
"953","2014-11-20",11.36
"954","2014-11-21",11.41
"955","2014-11-24",11.52
"956","2014-11-25",11.48
"957","2014-11-26",11.52
"958","2014-11-28",11.6
"959","2014-12-01",11.51
"960","2014-12-02",11.69
"961","2014-12-03",11.8
"962","2014-12-04",11.79
"963","2014-12-05",11.9
"964","2014-12-08",11.92
"965","2014-12-09",12.04
"966","2014-12-10",11.92
"967","2014-12-11",11.99
"968","2014-12-12",11.71
"969","2014-12-15",11.62
"970","2014-12-16",11.71
"971","2014-12-17",12.19
"972","2014-12-18",12.42
"973","2014-12-19",12.19
"974","2014-12-22",12.27
"975","2014-12-23",12.44
"976","2014-12-24",12.47
"977","2014-12-26",12.59
"978","2014-12-29",12.7
"979","2014-12-30",12.64
"980","2014-12-31",12.44
"981","2015-01-02",12.46
"982","2015-01-05",12.51
"983","2015-01-06",12.35
"984","2015-01-07",12.53
"985","2015-01-08",12.84
"986","2015-01-09",12.66
"987","2015-01-12",12.64
"988","2015-01-13",12.76
"989","2015-01-14",12.88
"990","2015-01-15",12.82
"991","2015-01-16",13.27
"992","2015-01-20",13.25
"993","2015-01-21",13.12
"994","2015-01-22",13.42
"995","2015-01-23",13.49
"996","2015-01-26",13.38
"997","2015-01-27",13.36
"998","2015-01-28",13.12
"999","2015-01-29",13.19
"1000","2015-01-30",12.82
