"","date","ACBI"
"117","2016-04-20",14.19
"118","2016-04-21",14.05
"119","2016-04-22",14.14
"120","2016-04-25",13.84
"121","2016-04-26",14.2
"122","2016-04-27",14.25
"123","2016-04-28",14.36
"124","2016-04-29",14.19
"125","2016-05-02",14.23
"126","2016-05-03",14.4
"127","2016-05-04",14.42
"128","2016-05-05",14.39
"129","2016-05-06",14.21
"130","2016-05-09",14
"131","2016-05-10",14.43
"132","2016-05-11",14.29
"133","2016-05-12",14.09
"134","2016-05-13",14.01
"135","2016-05-16",14.18
"136","2016-05-17",13.91
"137","2016-05-18",14
"138","2016-05-19",14
"139","2016-05-20",14.03
"140","2016-05-23",14.01
"141","2016-05-24",14.1
"142","2016-05-25",14.2
"143","2016-05-26",14.22
"144","2016-05-27",14.27
"145","2016-05-31",14.22
"146","2016-06-01",14.37
"147","2016-06-02",14.31
"148","2016-06-03",14.3
"149","2016-06-06",14.31
"150","2016-06-07",14.35
"151","2016-06-08",14.46
"152","2016-06-09",14.43
"153","2016-06-10",14.37
"154","2016-06-13",14.19
"155","2016-06-14",14.16
"156","2016-06-15",14.39
"157","2016-06-16",14.21
"158","2016-06-17",14.37
"159","2016-06-20",14.24
"160","2016-06-21",14.15
"161","2016-06-22",14.32
"162","2016-06-23",14.54
"163","2016-06-24",13.85
"164","2016-06-27",13.48
"165","2016-06-28",13.8
"166","2016-06-29",13.99
"167","2016-06-30",14.46
"168","2016-07-01",14.45
"169","2016-07-05",14.45
"170","2016-07-06",14.62
"171","2016-07-07",14.59
"172","2016-07-08",14.78
"173","2016-07-11",14.86
"174","2016-07-12",14.98
"175","2016-07-13",15.02
"176","2016-07-14",15.25
"177","2016-07-15",15.23
"178","2016-07-18",14.98
"179","2016-07-19",14.92
"180","2016-07-20",14.78
"181","2016-07-21",14.53
"182","2016-07-22",14.58
"183","2016-07-25",14.53
"184","2016-07-26",14.6
"185","2016-07-27",14.75
"186","2016-07-28",14.92
"187","2016-07-29",14.83
"188","2016-08-01",14.82
"189","2016-08-02",14.59
"190","2016-08-03",15.01
"191","2016-08-04",15
"192","2016-08-05",15.26
"193","2016-08-08",15.15
"194","2016-08-09",15.23
"195","2016-08-10",15.14
"196","2016-08-11",15.21
"197","2016-08-12",15.13
"198","2016-08-15",15.28
"199","2016-08-16",15.44
"200","2016-08-17",15.43
"201","2016-08-18",15.47
"202","2016-08-19",15.32
"203","2016-08-22",15.36
"204","2016-08-23",15.45
"205","2016-08-24",15.56
"206","2016-08-25",15.47
"207","2016-08-26",15.41
"208","2016-08-29",15.46
"209","2016-08-30",15.39
"210","2016-08-31",15.41
"211","2016-09-01",15.44
"212","2016-09-02",15.38
"213","2016-09-06",15.39
"214","2016-09-07",15.44
"215","2016-09-08",15.41
"216","2016-09-09",15.3
"217","2016-09-12",15.45
"218","2016-09-13",15.27
"219","2016-09-14",15.32
"220","2016-09-15",15.35
"221","2016-09-16",14.82
"222","2016-09-19",14.85
"223","2016-09-20",15
"224","2016-09-21",15.02
"225","2016-09-22",15.06
"226","2016-09-23",15
"227","2016-09-26",14.58
"228","2016-09-27",14.77
"229","2016-09-28",14.8
"230","2016-09-29",14.6
"231","2016-09-30",14.98
"232","2016-10-03",15.01
"233","2016-10-04",15.02
"234","2016-10-05",14.96
"235","2016-10-06",14.98
"236","2016-10-07",14.97
"237","2016-10-10",15
"238","2016-10-11",14.85
"239","2016-10-12",15
"240","2016-10-13",14.9
"241","2016-10-14",14.95
"242","2016-10-17",15.05
"243","2016-10-18",14.95
"244","2016-10-19",15.05
"245","2016-10-20",15
"246","2016-10-21",15
"247","2016-10-24",15
"248","2016-10-25",15
"249","2016-10-26",15
"250","2016-10-27",15.1
"251","2016-10-28",15
"252","2016-10-31",15.05
"253","2016-11-01",14.8
"254","2016-11-02",14.45
"255","2016-11-03",14.3
"256","2016-11-04",14.4
"257","2016-11-07",14.65
"258","2016-11-08",14.8
"259","2016-11-09",15.3
"260","2016-11-10",15.65
"261","2016-11-11",15.5
"262","2016-11-14",15.75
"263","2016-11-15",15.7
"264","2016-11-16",15.9
"265","2016-11-17",15.8
"266","2016-11-18",15.95
"267","2016-11-21",15.9
"268","2016-11-22",16
"269","2016-11-23",16.15
"270","2016-11-25",16.5
"271","2016-11-28",16.15
"272","2016-11-29",16
"273","2016-11-30",16.1
"274","2016-12-01",16.299999
"275","2016-12-02",16.15
"276","2016-12-05",16.25
"277","2016-12-06",16.25
"278","2016-12-07",16.5
"279","2016-12-08",17
"280","2016-12-09",16.950001
"281","2016-12-12",16.799999
"282","2016-12-13",16.85
"283","2016-12-14",16.75
"284","2016-12-15",16.450001
"285","2016-12-16",16.950001
"286","2016-12-19",17.25
"287","2016-12-20",17.75
"288","2016-12-21",18.549999
"289","2016-12-22",18.65
"290","2016-12-23",19.1
"291","2016-12-27",18.950001
"292","2016-12-28",19.1
"293","2016-12-29",19.049999
"294","2016-12-30",19
"295","2017-01-03",18.9
"296","2017-01-04",19.15
"297","2017-01-05",19.299999
"298","2017-01-06",19.65
"299","2017-01-09",19.700001
"300","2017-01-10",19.75
"301","2017-01-11",20.049999
"302","2017-01-12",19.85
"303","2017-01-13",19.950001
"304","2017-01-17",19.5
"305","2017-01-18",19.6
"306","2017-01-19",19.549999
"307","2017-01-20",19.6
"308","2017-01-23",19.5
"309","2017-01-24",19.799999
"310","2017-01-25",20.1
"311","2017-01-26",20
"312","2017-01-27",19.700001
"313","2017-01-30",19
"314","2017-01-31",19.1
"315","2017-02-01",19.049999
"316","2017-02-02",19.049999
"317","2017-02-03",19.5
"318","2017-02-06",19.450001
"319","2017-02-07",19.25
"320","2017-02-08",19.1
"321","2017-02-09",19.049999
"322","2017-02-10",19.049999
"323","2017-02-13",19.200001
"324","2017-02-14",19.35
"325","2017-02-15",19.450001
"326","2017-02-16",19.549999
"327","2017-02-17",19.200001
"328","2017-02-21",19.049999
"329","2017-02-22",19.1
"330","2017-02-23",19
"331","2017-02-24",18.4
"332","2017-02-27",18.15
"333","2017-02-28",18
"334","2017-03-01",18.799999
"335","2017-03-02",18.799999
"336","2017-03-03",18.9
"337","2017-03-06",18.799999
"338","2017-03-07",18.700001
"339","2017-03-08",18.549999
"340","2017-03-09",18.4
"341","2017-03-10",18.200001
"342","2017-03-13",18.1
"343","2017-03-14",18
"344","2017-03-15",18.35
"345","2017-03-16",18.25
"346","2017-03-17",18.35
"347","2017-03-20",18.200001
"348","2017-03-21",18
"349","2017-03-22",18.049999
"350","2017-03-23",18.15
"351","2017-03-24",18.200001
"352","2017-03-27",18.4
"353","2017-03-28",18.5
"354","2017-03-29",18.75
"355","2017-03-30",19.1
"356","2017-03-31",18.950001
"357","2017-04-03",19.1
"358","2017-04-04",19.049999
"359","2017-04-05",18.75
"360","2017-04-06",18.85
"361","2017-04-07",18.9
"362","2017-04-10",18.65
"363","2017-04-11",18.549999
"364","2017-04-12",18.6
"365","2017-04-13",18.25
"366","2017-04-17",18.5
"367","2017-04-18",18.549999
"368","2017-04-19",18.700001
"369","2017-04-20",18.700001
"370","2017-04-21",18.85
"371","2017-04-24",19.299999
"372","2017-04-25",19.450001
"373","2017-04-26",19.450001
"374","2017-04-27",19.450001
"375","2017-04-28",19.6
"376","2017-05-01",19
"377","2017-05-02",18.299999
"378","2017-05-03",18.6
"379","2017-05-04",19.15
"380","2017-05-05",19
"381","2017-05-08",19.049999
"382","2017-05-09",18.75
"383","2017-05-10",18.5
"384","2017-05-11",18.549999
"385","2017-05-12",18.4
"386","2017-05-15",19.200001
"387","2017-05-16",19.25
"388","2017-05-17",18.65
"389","2017-05-18",19
"390","2017-05-19",19.049999
"391","2017-05-22",19.1
"392","2017-05-23",19.25
"393","2017-05-24",18.75
"394","2017-05-25",18.799999
"395","2017-05-26",18.65
"396","2017-05-30",18.450001
"397","2017-05-31",18.549999
"398","2017-06-01",18.700001
"399","2017-06-02",18.65
"400","2017-06-05",18.549999
"401","2017-06-06",18.4
"402","2017-06-07",18.299999
"403","2017-06-08",18.65
"404","2017-06-09",19.200001
"405","2017-06-12",19.35
"406","2017-06-13",19.375
"407","2017-06-14",19.200001
"408","2017-06-15",19.200001
"409","2017-06-16",18.85
"410","2017-06-19",18.85
"411","2017-06-20",18.65
"412","2017-06-21",18.5
"413","2017-06-22",18.65
"414","2017-06-23",18.6
"415","2017-06-26",18.700001
"416","2017-06-27",18.799999
"417","2017-06-28",18.950001
"418","2017-06-29",19.200001
"419","2017-06-30",19
"420","2017-07-03",19.25
"421","2017-07-05",19.25
"422","2017-07-06",19.049999
"423","2017-07-07",19.299999
"424","2017-07-10",19.15
"425","2017-07-11",18.799999
"426","2017-07-12",18.85
"427","2017-07-13",18.6
"428","2017-07-14",18.549999
"429","2017-07-17",18.799999
"430","2017-07-18",18.549999
"431","2017-07-19",18.5
"432","2017-07-20",18.5
"433","2017-07-21",18.6
"434","2017-07-24",18.65
"435","2017-07-25",18.85
"436","2017-07-26",18.75
"437","2017-07-27",18.75
"438","2017-07-28",18.65
"439","2017-07-31",19.299999
"440","2017-08-01",19.450001
"441","2017-08-02",19.25
"442","2017-08-03",18.950001
"443","2017-08-04",19.200001
"444","2017-08-07",19.049999
"445","2017-08-08",19.1
"446","2017-08-09",19
"447","2017-08-10",18.6
"448","2017-08-11",18.4
"449","2017-08-14",18.700001
"450","2017-08-15",18.700001
"451","2017-08-16",18.700001
"452","2017-08-17",18.549999
"453","2017-08-18",17.200001
"454","2017-08-21",17.4
"455","2017-08-22",17.450001
"456","2017-08-23",17.5
"457","2017-08-24",17.5
"458","2017-08-25",17.4
"459","2017-08-28",17.5
"460","2017-08-29",17.4
"461","2017-08-30",17.75
"462","2017-08-31",17.950001
"463","2017-09-01",17.299999
"464","2017-09-05",16.9
"465","2017-09-06",16.950001
"466","2017-09-07",16.6
"467","2017-09-08",16.799999
"468","2017-09-11",17.15
"469","2017-09-12",17.15
"470","2017-09-13",17.35
"471","2017-09-14",17.700001
"472","2017-09-15",17.700001
"473","2017-09-18",17.65
"474","2017-09-19",17.6
"475","2017-09-20",17.799999
"476","2017-09-21",18
"477","2017-09-22",17.9
"478","2017-09-25",17.950001
"479","2017-09-26",18.200001
"480","2017-09-27",17.950001
"481","2017-09-28",18.15
"482","2017-09-29",18.15
"483","2017-10-02",18.299999
"484","2017-10-03",18.4
"485","2017-10-04",18.5
"486","2017-10-05",18.799999
"487","2017-10-06",18.799999
"488","2017-10-09",18.6
"489","2017-10-10",18.75
"490","2017-10-11",18.65
"491","2017-10-12",18.549999
"492","2017-10-13",18.450001
"493","2017-10-16",18.5
"494","2017-10-17",18.25
"495","2017-10-18",18.200001
"496","2017-10-19",18.200001
"497","2017-10-20",17.950001
"498","2017-10-23",17.5
"499","2017-10-24",17.4
"500","2017-10-25",17.5
"501","2017-10-26",17.450001
"502","2017-10-27",17.25
"503","2017-10-30",16.6
"504","2017-10-31",16.450001
"505","2017-11-01",16.4
"506","2017-11-02",16.549999
"507","2017-11-03",16.450001
"508","2017-11-06",16.35
"509","2017-11-07",15.9
"510","2017-11-08",15.9
"511","2017-11-09",16.15
"512","2017-11-10",16.475
"513","2017-11-13",16.4
"514","2017-11-14",16.5
"515","2017-11-15",16.450001
"516","2017-11-16",16.65
"517","2017-11-17",16.549999
"518","2017-11-20",16.65
"519","2017-11-21",16.6
"520","2017-11-22",16.75
"521","2017-11-24",16.5
"522","2017-11-27",16.5
"523","2017-11-28",16.950001
"524","2017-11-29",17.25
"525","2017-11-30",17.200001
"526","2017-12-01",16.85
"527","2017-12-04",16.85
"528","2017-12-05",16.75
"529","2017-12-06",16.9
"530","2017-12-07",16.85
"531","2017-12-08",16.6
"532","2017-12-11",16.5
"533","2017-12-12",16.799999
"534","2017-12-13",16.85
"535","2017-12-14",16.450001
"536","2017-12-15",17.1
"537","2017-12-18",17.15
"538","2017-12-19",17.200001
"539","2017-12-20",17.299999
"540","2017-12-21",17.549999
"541","2017-12-22",17.450001
"542","2017-12-26",17.35
"543","2017-12-27",17.35
"544","2017-12-28",17.450001
"545","2017-12-29",17.6
"546","2018-01-02",17.4
"547","2018-01-03",17.299999
"548","2018-01-04",17.75
"549","2018-01-05",17.950001
"550","2018-01-08",17.85
"551","2018-01-09",17.799999
"552","2018-01-10",17.85
"553","2018-01-11",18
"554","2018-01-12",18.049999
"555","2018-01-16",17.799999
"556","2018-01-17",17.9
"557","2018-01-18",17.700001
"558","2018-01-19",17.75
"559","2018-01-22",17.549999
"560","2018-01-23",17.65
"561","2018-01-24",17.299999
"562","2018-01-25",16.950001
"563","2018-01-26",17
"564","2018-01-29",16.75
"565","2018-01-30",17.700001
"566","2018-01-31",17.85
"567","2018-02-01",18.049999
"568","2018-02-02",17.85
"569","2018-02-05",17.450001
"570","2018-02-06",17.35
"571","2018-02-07",17.450001
"572","2018-02-08",16.85
"573","2018-02-09",17.049999
"574","2018-02-12",17.15
"575","2018-02-13",17.1
"576","2018-02-14",17.299999
"577","2018-02-15",17.35
"578","2018-02-16",17.450001
"579","2018-02-20",17.450001
"580","2018-02-21",17.700001
"581","2018-02-22",17.4
"582","2018-02-23",17.5
"583","2018-02-26",17.299999
"584","2018-02-27",17.299999
"585","2018-02-28",17.299999
"586","2018-03-01",17.299999
"587","2018-03-02",17.65
"588","2018-03-05",17.85
"589","2018-03-06",17.9
"590","2018-03-07",17.9
"591","2018-03-08",17.950001
"592","2018-03-09",18.1
"593","2018-03-12",18
"594","2018-03-13",18.1
"595","2018-03-14",17.9
"596","2018-03-15",18
"597","2018-03-16",18.25
"598","2018-03-19",18.15
"599","2018-03-20",18.15
"600","2018-03-21",18.299999
"601","2018-03-22",18.1
"602","2018-03-23",17.799999
"603","2018-03-26",18.450001
"604","2018-03-27",18.15
"605","2018-03-28",18.15
"606","2018-03-29",18.1
"607","2018-04-02",17.950001
"608","2018-04-03",18.299999
"609","2018-04-04",18.75
"610","2018-04-05",18.950001
"611","2018-04-06",18.75
"612","2018-04-09",18.85
"613","2018-04-10",19.049999
"614","2018-04-11",18.9
"615","2018-04-12",19
"616","2018-04-13",18.9
"617","2018-04-16",19
"618","2018-04-17",19
"619","2018-04-18",19
"620","2018-04-19",19.049999
"621","2018-04-20",19.25
"622","2018-04-23",19.35
"623","2018-04-24",19.6
"624","2018-04-25",19.200001
"625","2018-04-26",19.15
"626","2018-04-27",19.9
"627","2018-04-30",19.299999
"628","2018-05-01",19.4
"629","2018-05-02",19.5
"630","2018-05-03",19.4
"631","2018-05-04",19.6
"632","2018-05-07",19.549999
"633","2018-05-08",19.65
"634","2018-05-09",19.799999
"635","2018-05-10",19.9
"636","2018-05-11",20.1
"637","2018-05-14",20.049999
"638","2018-05-15",20.299999
"639","2018-05-16",20.6
"640","2018-05-17",20.75
"641","2018-05-18",20.5
"642","2018-05-21",20.85
"643","2018-05-22",20.700001
"644","2018-05-23",20.799999
"645","2018-05-24",20.700001
"646","2018-05-25",21
"647","2018-05-29",20.799999
"648","2018-05-30",20.950001
"649","2018-05-31",21
"650","2018-06-01",21.299999
"651","2018-06-04",21.4
"652","2018-06-05",21
"653","2018-06-06",21.299999
"654","2018-06-07",21.299999
"655","2018-06-08",20.6
"656","2018-06-11",20.85
"657","2018-06-12",20.75
"658","2018-06-13",20.9
"659","2018-06-14",20.9
"660","2018-06-15",20.9
"661","2018-06-18",21
"662","2018-06-19",21.200001
"663","2018-06-20",21.1
"664","2018-06-21",20.799999
"665","2018-06-22",21
"666","2018-06-25",20.6
"667","2018-06-26",20.450001
"668","2018-06-27",19.950001
"669","2018-06-28",19.950001
"670","2018-06-29",19.65
"671","2018-07-02",19.85
"672","2018-07-03",19.799999
"673","2018-07-05",19.9
"674","2018-07-06",20.049999
"675","2018-07-09",20.200001
"676","2018-07-10",19.950001
"677","2018-07-11",19.9
"678","2018-07-12",19.9
"679","2018-07-13",19.6
"680","2018-07-16",19.65
"681","2018-07-17",19.5
"682","2018-07-18",19.549999
"683","2018-07-19",19.6
"684","2018-07-20",19.65
"685","2018-07-23",19.549999
"686","2018-07-24",19.4
"687","2018-07-25",18.950001
"688","2018-07-26",18.85
"689","2018-07-27",18.200001
"690","2018-07-30",17.950001
"691","2018-07-31",17.85
"692","2018-08-01",17.950001
"693","2018-08-02",17.85
"694","2018-08-03",17.75
"695","2018-08-06",17.950001
"696","2018-08-07",18.1
"697","2018-08-08",18.049999
"698","2018-08-09",18.15
"699","2018-08-10",18.075001
"700","2018-08-13",17.950001
"701","2018-08-14",18.049999
"702","2018-08-15",18.1
"703","2018-08-16",18.15
"704","2018-08-17",18.25
"705","2018-08-20",18.6
"706","2018-08-21",18.9
"707","2018-08-22",19.1
"708","2018-08-23",18.799999
"709","2018-08-24",18.75
"710","2018-08-27",18.65
"711","2018-08-28",18.450001
"712","2018-08-29",18.35
"713","2018-08-30",18.1
"714","2018-08-31",18.25
"715","2018-09-04",18.1
"716","2018-09-05",17.950001
"717","2018-09-06",18
"718","2018-09-07",18.1
"719","2018-09-10",17.950001
"720","2018-09-11",17.85
"721","2018-09-12",17.9
"722","2018-09-13",17.75
"723","2018-09-14",17.85
"724","2018-09-17",17.799999
"725","2018-09-18",17.75
"726","2018-09-19",17.450001
"727","2018-09-20",17.5
"728","2018-09-21",17.5
"729","2018-09-24",17.299999
"730","2018-09-25",17.049999
"731","2018-09-26",16.950001
"732","2018-09-27",16.799999
"733","2018-09-28",16.75
"734","2018-10-01",16.59
"735","2018-10-02",16.129999
"736","2018-10-03",16.77
"737","2018-10-04",16.99
"738","2018-10-05",16.98
"739","2018-10-08",17.129999
"740","2018-10-09",16.940001
"741","2018-10-10",16.639999
"742","2018-10-11",15.88
"743","2018-10-12",15.75
"744","2018-10-15",15.91
"745","2018-10-16",15.95
"746","2018-10-17",16.18
"747","2018-10-18",15.83
"748","2018-10-19",15.65
"749","2018-10-22",15.48
"750","2018-10-23",15.5
"751","2018-10-24",15.24
"752","2018-10-25",15.56
"753","2018-10-26",14.55
"754","2018-10-29",15.26
"755","2018-10-30",15.12
"756","2018-10-31",15.07
"757","2018-11-01",15.22
"758","2018-11-02",15.22
"759","2018-11-05",15.23
"760","2018-11-06",15.35
"761","2018-11-07",15.41
"762","2018-11-08",15.79
"763","2018-11-09",15.67
"764","2018-11-12",15.7
"765","2018-11-13",15.98
"766","2018-11-14",15.39
"767","2018-11-15",17.25
"768","2018-11-16",17.360001
"769","2018-11-19",18.120001
"770","2018-11-20",17.799999
"771","2018-11-21",17.969999
"772","2018-11-23",17.98
"773","2018-11-26",18.1
"774","2018-11-27",17.99
"775","2018-11-28",17.99
"776","2018-11-29",18.09
"777","2018-11-30",18.41
"778","2018-12-03",18.450001
"779","2018-12-04",17.299999
"780","2018-12-06",17.48
"781","2018-12-07",17.459999
"782","2018-12-10",17.530001
"783","2018-12-11",17.43
"784","2018-12-12",17.6
"785","2018-12-13",16.950001
"786","2018-12-14",16.57
"787","2018-12-17",16.290001
"788","2018-12-18",16.209999
"789","2018-12-19",16.040001
"790","2018-12-20",15.91
"791","2018-12-21",15.82
"792","2018-12-24",15.71
"793","2018-12-26",16.24
"794","2018-12-27",16.08
"795","2018-12-28",16.540001
"796","2018-12-31",16.370001
"797","2019-01-02",16.959999
"798","2019-01-03",16.99
"799","2019-01-04",17.6
"800","2019-01-07",17.77
"801","2019-01-08",17.99
"802","2019-01-09",17.93
"803","2019-01-10",17.860001
"804","2019-01-11",17.99
"805","2019-01-14",17.950001
"806","2019-01-15",17.799999
"807","2019-01-16",17.99
"808","2019-01-17",17.85
"809","2019-01-18",18.17
"810","2019-01-22",18.360001
"811","2019-01-23",18.35
"812","2019-01-24",18.389999
"813","2019-01-25",18.43
"814","2019-01-28",18.33
"815","2019-01-29",18.42
"816","2019-01-30",18.34
"817","2019-01-31",18.08
"818","2019-02-01",18.139999
"819","2019-02-04",18.610001
"820","2019-02-05",18.639999
"821","2019-02-06",18.549999
"822","2019-02-07",18.549999
"823","2019-02-08",18.66
"824","2019-02-11",18.67
"825","2019-02-12",18.709999
"826","2019-02-13",18.780001
"827","2019-02-14",19.049999
"828","2019-02-15",19.34
"829","2019-02-19",19.629999
"830","2019-02-20",19.65
"831","2019-02-21",19.450001
"832","2019-02-22",19.6
"833","2019-02-25",19.389999
"834","2019-02-26",19.16
"835","2019-02-27",19.16
"836","2019-02-28",19.280001
"837","2019-03-01",19.280001
"838","2019-03-04",19.32
"839","2019-03-05",19.32
"840","2019-03-06",18.610001
"841","2019-03-07",18.65
"842","2019-03-08",18.92
"843","2019-03-11",19.09
"844","2019-03-12",18.940001
"845","2019-03-13",18.879999
"846","2019-03-14",18.91
"847","2019-03-15",18.860001
"848","2019-03-18",19.01
"849","2019-03-19",18.65
"850","2019-03-20",18.08
"851","2019-03-21",17.629999
"852","2019-03-22",16.84
"853","2019-03-25",17.08
"854","2019-03-26",17.610001
"855","2019-03-27",17.690001
"856","2019-03-28",17.98
"857","2019-03-29",17.83
"858","2019-04-01",18
"859","2019-04-02",18.02
"860","2019-04-03",18.15
"861","2019-04-04",18.4
"862","2019-04-05",18.299999
"863","2019-04-08",18.33
"864","2019-04-09",18
"865","2019-04-10",18.200001
"866","2019-04-11",18.27
"867","2019-04-12",18.4
"868","2019-04-15",18
"869","2019-04-16",18.07
"870","2019-04-17",18.24
"871","2019-04-18",18.120001
"872","2019-04-22",17.709999
"873","2019-04-23",18.190001
"874","2019-04-24",18.379999
"875","2019-04-25",18.030001
"876","2019-04-26",17.700001
"877","2019-04-29",18
"878","2019-04-30",17.440001
"879","2019-05-01",17.26
"880","2019-05-02",17.379999
"881","2019-05-03",17.440001
"882","2019-05-06",17.68
"883","2019-05-07",17.42
"884","2019-05-08",17.49
"885","2019-05-09",17.549999
"886","2019-05-10",17.610001
"887","2019-05-13",17.34
"888","2019-05-14",17.48
"889","2019-05-15",17.41
"890","2019-05-16",17.76
"891","2019-05-17",17.58
"892","2019-05-20",17.5
"893","2019-05-21",17.48
"894","2019-05-22",17.120001
"895","2019-05-23",16.92
"896","2019-05-24",17.23
"897","2019-05-28",17.15
"898","2019-05-29",17.299999
"899","2019-05-30",16.91
"900","2019-05-31",16.360001
"901","2019-06-03",16.51
"902","2019-06-04",17.120001
"903","2019-06-05",17
"904","2019-06-06",16.809999
"905","2019-06-07",16.780001
"906","2019-06-10",17.059999
"907","2019-06-11",17.299999
"908","2019-06-12",17.120001
"909","2019-06-13",17.24
"910","2019-06-14",17.219999
"911","2019-06-17",17.1
"912","2019-06-18",17.219999
"913","2019-06-19",16.950001
"914","2019-06-20",16.9
"915","2019-06-21",16.66
"916","2019-06-24",16.51
"917","2019-06-25",16.6
"918","2019-06-26",16.620001
"919","2019-06-27",16.67
"920","2019-06-28",17.120001
"921","2019-07-01",17.25
"922","2019-07-02",17.200001
"923","2019-07-03",17.23
"924","2019-07-05",17.690001
"925","2019-07-08",17.469999
"926","2019-07-09",17.459999
"927","2019-07-10",17.27
"928","2019-07-11",17.469999
"929","2019-07-12",17.41
"930","2019-07-15",17.129999
"931","2019-07-16",17.09
"932","2019-07-17",17.049999
"933","2019-07-18",17.049999
"934","2019-07-19",17.08
"935","2019-07-22",17.049999
"936","2019-07-23",17.049999
"937","2019-07-24",17.57
"938","2019-07-25",17.219999
"939","2019-07-26",18.290001
"940","2019-07-29",18.25
"941","2019-07-30",18.459999
"942","2019-07-31",18.389999
"943","2019-08-01",17.870001
"944","2019-08-02",17.950001
"945","2019-08-05",17.49
"946","2019-08-06",17.530001
"947","2019-08-07",17.280001
"948","2019-08-08",17.51
"949","2019-08-09",17.6
"950","2019-08-12",17.25
"951","2019-08-13",17.440001
"952","2019-08-14",17.280001
"953","2019-08-15",17.23
"954","2019-08-16",17.559999
"955","2019-08-19",17.68
"956","2019-08-20",17.35
"957","2019-08-21",17.4
"958","2019-08-22",17.415001
"959","2019-08-23",16.84
"960","2019-08-26",16.790001
"961","2019-08-27",16.139999
"962","2019-08-28",16.120001
"963","2019-08-29",16.440001
"964","2019-08-30",16.299999
"965","2019-09-03",16.16
"966","2019-09-04",16.030001
"967","2019-09-05",16.52
"968","2019-09-06",15.97
"969","2019-09-09",16.57
"970","2019-09-10",17.07
"971","2019-09-11",17.610001
"972","2019-09-12",17.709999
"973","2019-09-13",18.08
"974","2019-09-16",17.98
"975","2019-09-17",18.01
"976","2019-09-18",18.129999
"977","2019-09-19",18.030001
"978","2019-09-20",18.02
"979","2019-09-23",17.99
"980","2019-09-24",17.76
"981","2019-09-25",17.98
"982","2019-09-26",17.799999
"983","2019-09-27",17.700001
"984","2019-09-30",17.34
