"","date","INVE"
"1","2007-01-03",32.099998
"2","2007-01-04",31.799999
"3","2007-01-05",32.200001
"4","2007-01-08",32.700001
"5","2007-01-09",33
"6","2007-01-10",31.5
"7","2007-01-11",31.200001
"8","2007-01-12",29.700001
"9","2007-01-16",30.799999
"10","2007-01-17",31.5
"11","2007-01-18",33.299999
"12","2007-01-19",32.299999
"13","2007-01-22",33.299999
"14","2007-01-23",32.700001
"15","2007-01-24",31.799999
"16","2007-01-25",32.599998
"17","2007-01-26",32.099998
"18","2007-01-29",32.400002
"19","2007-01-30",32
"20","2007-01-31",32.5
"21","2007-02-01",32.200001
"22","2007-02-02",32.400002
"23","2007-02-05",32.099998
"24","2007-02-06",32.5
"25","2007-02-07",39.700001
"26","2007-02-08",41.599998
"27","2007-02-09",40.5
"28","2007-02-12",39.5
"29","2007-02-13",39.900002
"30","2007-02-14",40.200001
"31","2007-02-15",41.799999
"32","2007-02-16",43.099998
"33","2007-02-20",43.299999
"34","2007-02-21",42
"35","2007-02-22",41.5
"36","2007-02-23",41.900002
"37","2007-02-26",41.599998
"38","2007-02-27",41
"39","2007-02-28",40.200001
"40","2007-03-01",41.5
"41","2007-03-02",39.5
"42","2007-03-05",37.299999
"43","2007-03-06",37.599998
"44","2007-03-07",39.099998
"45","2007-03-08",41.299999
"46","2007-03-09",42
"47","2007-03-12",42.900002
"48","2007-03-13",41.200001
"49","2007-03-14",40.5
"50","2007-03-15",41.400002
"51","2007-03-16",42
"52","2007-03-19",41.900002
"53","2007-03-20",42.400002
"54","2007-03-21",41.599998
"55","2007-03-22",43.200001
"56","2007-03-23",43.400002
"57","2007-03-26",43
"58","2007-03-27",42.700001
"59","2007-03-28",42.900002
"60","2007-03-29",41.799999
"61","2007-03-30",42.799999
"62","2007-04-02",43.900002
"63","2007-04-03",43.799999
"64","2007-04-04",44.200001
"65","2007-04-05",42.599998
"66","2007-04-09",42.900002
"67","2007-04-10",43.400002
"68","2007-04-11",42
"69","2007-04-12",42.900002
"70","2007-04-13",43.599998
"71","2007-04-16",42.5
"72","2007-04-17",42.099998
"73","2007-04-18",41.799999
"74","2007-04-19",40.5
"75","2007-04-20",40.799999
"76","2007-04-23",40.799999
"77","2007-04-24",40.099998
"78","2007-04-25",40
"79","2007-04-26",37
"80","2007-04-27",38.799999
"81","2007-04-30",39.700001
"82","2007-05-01",38.900002
"83","2007-05-02",38.799999
"84","2007-05-03",38.799999
"85","2007-05-04",38.799999
"86","2007-05-07",39.099998
"87","2007-05-08",37.799999
"88","2007-05-09",37.900002
"89","2007-05-10",38.299999
"90","2007-05-11",38
"91","2007-05-14",37.299999
"92","2007-05-15",37.700001
"93","2007-05-16",37.700001
"94","2007-05-17",37.299999
"95","2007-05-18",36.599998
"96","2007-05-21",37.099998
"97","2007-05-22",37.900002
"98","2007-05-23",37.400002
"99","2007-05-24",36.200001
"100","2007-05-25",38.200001
"101","2007-05-29",39.400002
"102","2007-05-30",39.900002
"103","2007-05-31",39.700001
"104","2007-06-01",38.400002
"105","2007-06-04",38.799999
"106","2007-06-05",37.900002
"107","2007-06-06",37.200001
"108","2007-06-07",36.299999
"109","2007-06-08",36.299999
"110","2007-06-11",36.299999
"111","2007-06-12",36.599998
"112","2007-06-13",36.5
"113","2007-06-14",37.200001
"114","2007-06-15",37.299999
"115","2007-06-18",37.900002
"116","2007-06-19",36.799999
"117","2007-06-20",35.400002
"118","2007-06-21",36
"119","2007-06-22",35.799999
"120","2007-06-25",35.700001
"121","2007-06-26",30.299999
"122","2007-06-27",29
"123","2007-06-28",30
"124","2007-06-29",30
"125","2007-07-02",29.700001
"126","2007-07-03",29.9
"127","2007-07-05",30.5
"128","2007-07-06",30.5
"129","2007-07-09",30.799999
"130","2007-07-10",30.6
"131","2007-07-11",30.700001
"132","2007-07-12",33.200001
"133","2007-07-13",32.900002
"134","2007-07-16",33
"135","2007-07-17",32.599998
"136","2007-07-18",31.700001
"137","2007-07-19",31.700001
"138","2007-07-20",31.299999
"139","2007-07-23",31
"140","2007-07-24",31.700001
"141","2007-07-25",31.9
"142","2007-07-26",31.4
"143","2007-07-27",31.200001
"144","2007-07-30",30.700001
"145","2007-07-31",29.9
"146","2007-08-01",29.9
"147","2007-08-02",30.799999
"148","2007-08-03",30.700001
"149","2007-08-06",30.5
"150","2007-08-07",29.1
"151","2007-08-08",30.6
"152","2007-08-09",28.5
"153","2007-08-10",28.1
"154","2007-08-13",28.4
"155","2007-08-14",27.299999
"156","2007-08-15",27.1
"157","2007-08-16",26.799999
"158","2007-08-17",27.5
"159","2007-08-20",26.4
"160","2007-08-21",26.299999
"161","2007-08-22",28.4
"162","2007-08-23",29.700001
"163","2007-08-24",29.6
"164","2007-08-27",29.200001
"165","2007-08-28",28.799999
"166","2007-08-29",29.5
"167","2007-08-30",29.200001
"168","2007-08-31",28.700001
"169","2007-09-04",29.700001
"170","2007-09-05",29.5
"171","2007-09-06",29.700001
"172","2007-09-07",29.1
"173","2007-09-10",29
"174","2007-09-11",29.700001
"175","2007-09-12",29
"176","2007-09-13",28.799999
"177","2007-09-14",28.5
"178","2007-09-17",28.299999
"179","2007-09-18",28.200001
"180","2007-09-19",28.6
"181","2007-09-20",29.4
"182","2007-09-21",29.6
"183","2007-09-24",29.4
"184","2007-09-25",29.700001
"185","2007-09-26",29.1
"186","2007-09-27",30.1
"187","2007-09-28",29.700001
"188","2007-10-01",31.4
"189","2007-10-02",31.1
"190","2007-10-03",30.5
"191","2007-10-04",30.5
"192","2007-10-05",29.9
"193","2007-10-08",29
"194","2007-10-09",29.4
"195","2007-10-10",29.700001
"196","2007-10-11",28.5
"197","2007-10-12",29.5
"198","2007-10-15",29.299999
"199","2007-10-16",29.6
"200","2007-10-17",30
"201","2007-10-18",30
"202","2007-10-19",30.4
"203","2007-10-22",29.799999
"204","2007-10-23",29.200001
"205","2007-10-24",30.299999
"206","2007-10-25",30.5
"207","2007-10-26",30.5
"208","2007-10-29",30.200001
"209","2007-10-30",31.700001
"210","2007-10-31",34.099998
"211","2007-11-01",34.799999
"212","2007-11-02",33.599998
"213","2007-11-05",34.099998
"214","2007-11-06",35.700001
"215","2007-11-07",35.099998
"216","2007-11-08",36.200001
"217","2007-11-09",35.900002
"218","2007-11-12",34
"219","2007-11-13",34.299999
"220","2007-11-14",33.099998
"221","2007-11-15",36
"222","2007-11-16",36.200001
"223","2007-11-19",33.5
"224","2007-11-20",33.900002
"225","2007-11-21",36.900002
"226","2007-11-23",36.299999
"227","2007-11-26",37.400002
"228","2007-11-27",35.900002
"229","2007-11-28",35.900002
"230","2007-11-29",35.299999
"231","2007-11-30",35.200001
"232","2007-12-03",35.299999
"233","2007-12-04",33.400002
"234","2007-12-05",35.900002
"235","2007-12-06",33.900002
"236","2007-12-07",34.5
"237","2007-12-10",33.900002
"238","2007-12-11",33.900002
"239","2007-12-12",34
"240","2007-12-13",35
"241","2007-12-14",35.299999
"242","2007-12-17",32.099998
"243","2007-12-18",31.9
"244","2007-12-19",32.5
"245","2007-12-20",33.299999
"246","2007-12-21",34.200001
"247","2007-12-24",34.200001
