"","date","QRTEB"
"1","2007-01-03",18.01016
"2","2007-01-04",18.933107
"3","2007-01-05",18.348856
"4","2007-01-08",18.348856
"5","2007-01-09",18.645216
"6","2007-01-10",19.237934
"7","2007-01-11",20.025402
"8","2007-01-12",20.025402
"9","2007-01-16",20.025402
"10","2007-01-17",20.745131
"11","2007-01-18",20.584251
"12","2007-01-19",20.584251
"13","2007-01-22",20.364098
"14","2007-01-23",20.364098
"15","2007-01-24",21.058426
"16","2007-01-25",20.779001
"17","2007-01-26",20.702795
"18","2007-01-29",20.397968
"19","2007-01-30",20.499577
"20","2007-01-31",20.711262
"21","2007-02-01",20.668924
"22","2007-02-02",20.668924
"23","2007-02-05",20.668924
"24","2007-02-06",20.330229
"25","2007-02-07",20.872143
"26","2007-02-08",20.821339
"27","2007-02-09",20.110077
"28","2007-02-12",19.754446
"29","2007-02-13",19.754446
"30","2007-02-14",19.856054
"31","2007-02-15",20.313293
"32","2007-02-16",20.745131
"33","2007-02-20",20.508043
"34","2007-02-21",20.203218
"35","2007-02-22",20.279425
"36","2007-02-23",20.431837
"37","2007-02-26",20.245554
"38","2007-02-27",19.695173
"39","2007-02-28",20.059271
"40","2007-03-01",20.059271
"41","2007-03-02",19.542761
"42","2007-03-05",19.212532
"43","2007-03-06",18.950043
"44","2007-03-07",18.865368
"45","2007-03-08",19.051651
"46","2007-03-09",18.882303
"47","2007-03-12",18.882303
"48","2007-03-13",18.560541
"49","2007-03-14",18.585943
"50","2007-03-15",18.602879
"51","2007-03-16",18.602879
"52","2007-03-19",18.628281
"53","2007-03-20",18.628281
"54","2007-03-21",19.635902
"55","2007-03-22",19.703642
"56","2007-03-23",19.712109
"57","2007-03-26",20.101608
"58","2007-03-27",20.118544
"59","2007-03-28",20.347164
"60","2007-03-29",20.347164
"61","2007-03-30",20.016935
"62","2007-04-02",20.567316
"63","2007-04-03",20.457239
"64","2007-04-04",20.457239
"65","2007-04-05",20.821339
"66","2007-04-09",20.821339
"67","2007-04-10",20.821339
"68","2007-04-11",20.152412
