"","date","FTNT"
"491","2011-10-28",23.059999
"492","2011-10-31",23.059999
"493","2011-11-01",22.57
"494","2011-11-02",22.959999
"495","2011-11-03",25
"496","2011-11-04",24.690001
"497","2011-11-07",23.959999
"498","2011-11-08",24.209999
"499","2011-11-09",23.27
"500","2011-11-10",24.969999
"501","2011-11-11",24.559999
"502","2011-11-14",24.52
"503","2011-11-15",25.76
"504","2011-11-16",25.540001
"505","2011-11-17",24.48
"506","2011-11-18",24.280001
"507","2011-11-21",23.690001
"508","2011-11-22",23.6
"509","2011-11-23",22.82
"510","2011-11-25",22.790001
"511","2011-11-28",23.530001
"512","2011-11-29",23.129999
"513","2011-11-30",23.99
"514","2011-12-01",24.02
"515","2011-12-02",24.389999
"516","2011-12-05",25.6
"517","2011-12-06",24.57
"518","2011-12-07",23.67
"519","2011-12-08",23.450001
"520","2011-12-09",24.540001
"521","2011-12-12",23.950001
"522","2011-12-13",23.309999
"523","2011-12-14",22.16
"524","2011-12-15",21.85
"525","2011-12-16",22.17
"526","2011-12-19",21.58
"527","2011-12-20",21.360001
"528","2011-12-21",20.049999
"529","2011-12-22",20.620001
"530","2011-12-23",20.83
"531","2011-12-27",21.139999
"532","2011-12-28",21.34
"533","2011-12-29",21.66
"534","2011-12-30",21.809999
"535","2012-01-03",20.77
"536","2012-01-04",20.110001
"537","2012-01-05",20.200001
"538","2012-01-06",20.41
"539","2012-01-09",20.17
"540","2012-01-10",19.9
"541","2012-01-11",20.620001
"542","2012-01-12",21.059999
"543","2012-01-13",20.9
"544","2012-01-17",21.620001
"545","2012-01-18",22.07
"546","2012-01-19",22.51
"547","2012-01-20",22.75
"548","2012-01-23",22.360001
"549","2012-01-24",22.32
"550","2012-01-25",22.959999
"551","2012-01-26",22.860001
"552","2012-01-27",22.780001
"553","2012-01-30",22.49
"554","2012-01-31",22.809999
"555","2012-02-01",25.040001
"556","2012-02-02",25.530001
"557","2012-02-03",25.379999
"558","2012-02-06",25.129999
"559","2012-02-07",24.85
"560","2012-02-08",25.27
"561","2012-02-09",26.219999
"562","2012-02-10",25.58
"563","2012-02-13",26.379999
"564","2012-02-14",26.700001
"565","2012-02-15",25.82
"566","2012-02-16",26.309999
"567","2012-02-17",25.959999
"568","2012-02-21",26.200001
"569","2012-02-22",26.129999
"570","2012-02-23",26.25
"571","2012-02-24",26.99
"572","2012-02-27",26.879999
"573","2012-02-28",27.4
"574","2012-02-29",27.049999
"575","2012-03-01",27.83
"576","2012-03-02",27.540001
"577","2012-03-05",26.25
"578","2012-03-06",25.639999
"579","2012-03-07",26.07
"580","2012-03-08",26.309999
"581","2012-03-09",26.59
"582","2012-03-12",27.24
"583","2012-03-13",27.809999
"584","2012-03-14",27.17
"585","2012-03-15",27.43
"586","2012-03-16",27.120001
"587","2012-03-19",27.469999
"588","2012-03-20",27.219999
"589","2012-03-21",27.17
"590","2012-03-22",26.59
"591","2012-03-23",27.030001
"592","2012-03-26",27.66
"593","2012-03-27",27.120001
"594","2012-03-28",26.66
"595","2012-03-29",27.280001
"596","2012-03-30",27.65
"597","2012-04-02",28.42
"598","2012-04-03",28.42
"599","2012-04-04",28.200001
"600","2012-04-05",28.440001
"601","2012-04-09",27.879999
"602","2012-04-10",27.26
"603","2012-04-11",27.280001
"604","2012-04-12",27.790001
"605","2012-04-13",27.5
"606","2012-04-16",27.049999
"607","2012-04-17",27.549999
"608","2012-04-18",27.66
"609","2012-04-19",27.48
"610","2012-04-20",27.1
"611","2012-04-23",26.42
"612","2012-04-24",25.74
"613","2012-04-25",26.440001
"614","2012-04-26",25.98
"615","2012-04-27",26.219999
"616","2012-04-30",26.120001
"617","2012-05-01",26.41
"618","2012-05-02",26.360001
"619","2012-05-03",26.040001
"620","2012-05-04",25.299999
"621","2012-05-07",25.209999
"622","2012-05-08",24.92
"623","2012-05-09",24.700001
"624","2012-05-10",23.940001
"625","2012-05-11",24.190001
"626","2012-05-14",23.77
"627","2012-05-15",24.02
"628","2012-05-16",24.23
"629","2012-05-17",23.290001
"630","2012-05-18",22.440001
"631","2012-05-21",23.059999
"632","2012-05-22",23.26
"633","2012-05-23",23.17
"634","2012-05-24",21.43
"635","2012-05-25",21.84
"636","2012-05-29",21.809999
"637","2012-05-30",21.559999
"638","2012-05-31",21.25
"639","2012-06-01",20.41
"640","2012-06-04",20.49
"641","2012-06-05",20.77
"642","2012-06-06",21.65
"643","2012-06-07",21.620001
"644","2012-06-08",21.85
"645","2012-06-11",20.969999
"646","2012-06-12",20.879999
"647","2012-06-13",21.190001
"648","2012-06-14",21.18
"649","2012-06-15",22.129999
"650","2012-06-18",22.190001
"651","2012-06-19",22.469999
"652","2012-06-20",22.639999
"653","2012-06-21",21.940001
"654","2012-06-22",22.57
"655","2012-06-25",21.92
"656","2012-06-26",22
"657","2012-06-27",22.68
"658","2012-06-28",21.99
"659","2012-06-29",23.219999
"660","2012-07-02",23.610001
"661","2012-07-03",24.200001
"662","2012-07-05",24.129999
"663","2012-07-06",21.799999
"664","2012-07-09",21.190001
"665","2012-07-10",21.23
"666","2012-07-11",21.049999
"667","2012-07-12",20.93
"668","2012-07-13",21.549999
"669","2012-07-16",21.280001
"670","2012-07-17",21.26
"671","2012-07-18",23.48
"672","2012-07-19",24.040001
"673","2012-07-20",23.469999
"674","2012-07-23",22.82
"675","2012-07-24",22.24
"676","2012-07-25",22.389999
"677","2012-07-26",25.049999
"678","2012-07-27",25.43
"679","2012-07-30",24.610001
"680","2012-07-31",24.01
"681","2012-08-01",23.379999
"682","2012-08-02",23.43
"683","2012-08-03",24.27
"684","2012-08-06",24.549999
"685","2012-08-07",25.129999
"686","2012-08-08",24.889999
"687","2012-08-09",24.719999
"688","2012-08-10",24.780001
"689","2012-08-13",24.389999
"690","2012-08-14",23.870001
"691","2012-08-15",24.41
"692","2012-08-16",24.9
"693","2012-08-17",25.360001
"694","2012-08-20",25.209999
"695","2012-08-21",25.370001
"696","2012-08-22",25.76
"697","2012-08-23",25.690001
"698","2012-08-24",25.610001
"699","2012-08-27",26.290001
"700","2012-08-28",26.42
"701","2012-08-29",26.51
"702","2012-08-30",26.059999
"703","2012-08-31",26.51
"704","2012-09-04",26.610001
"705","2012-09-05",26.530001
"706","2012-09-06",27.4
"707","2012-09-07",27.379999
"708","2012-09-10",27.33
"709","2012-09-11",27.200001
"710","2012-09-12",27.49
"711","2012-09-13",27.620001
"712","2012-09-14",27.68
"713","2012-09-17",27.35
"714","2012-09-18",27.280001
"715","2012-09-19",27.540001
"716","2012-09-20",27.379999
"717","2012-09-21",27
"718","2012-09-24",26.08
"719","2012-09-25",25.85
"720","2012-09-26",25.02
"721","2012-09-27",24.690001
"722","2012-09-28",24.120001
"723","2012-10-01",23.4
"724","2012-10-02",23.26
"725","2012-10-03",23.379999
"726","2012-10-04",23.950001
"727","2012-10-05",24.09
"728","2012-10-08",23.809999
"729","2012-10-09",23.709999
"730","2012-10-10",23.66
"731","2012-10-11",23.91
"732","2012-10-12",24.26
"733","2012-10-15",24.75
"734","2012-10-16",24.799999
"735","2012-10-17",20.139999
"736","2012-10-18",19.530001
"737","2012-10-19",19.719999
"738","2012-10-22",19.450001
"739","2012-10-23",19.549999
"740","2012-10-24",19.25
"741","2012-10-25",19.370001
"742","2012-10-26",19.540001
"743","2012-10-31",19.370001
"744","2012-11-01",20.25
"745","2012-11-02",20.02
"746","2012-11-05",19.629999
"747","2012-11-06",19.75
"748","2012-11-07",19.129999
"749","2012-11-08",18.879999
"750","2012-11-09",19.02
"751","2012-11-12",18.370001
"752","2012-11-13",17.809999
"753","2012-11-14",18.049999
"754","2012-11-15",17.809999
"755","2012-11-16",18.280001
"756","2012-11-19",18.6
"757","2012-11-20",18.25
"758","2012-11-21",18.700001
"759","2012-11-23",19.059999
"760","2012-11-26",19.23
"761","2012-11-27",19.18
"762","2012-11-28",19.52
"763","2012-11-29",19.870001
"764","2012-11-30",19.98
"765","2012-12-03",19.68
"766","2012-12-04",19.93
"767","2012-12-05",18.82
"768","2012-12-06",19.1
"769","2012-12-07",19.700001
"770","2012-12-10",20.1
"771","2012-12-11",20.25
"772","2012-12-12",20.190001
"773","2012-12-13",20.540001
"774","2012-12-14",21
"775","2012-12-17",21.139999
"776","2012-12-18",21.34
"777","2012-12-19",21.360001
"778","2012-12-20",21.299999
"779","2012-12-21",21.16
"780","2012-12-24",21.120001
"781","2012-12-26",20.799999
"782","2012-12-27",20.780001
"783","2012-12-28",20.93
"784","2012-12-31",21.02
"785","2013-01-02",21.190001
"786","2013-01-03",19.33
"787","2013-01-04",19.309999
"788","2013-01-07",19.059999
"789","2013-01-08",19.09
"790","2013-01-09",19.18
"791","2013-01-10",19.58
"792","2013-01-11",19.34
"793","2013-01-14",19.440001
"794","2013-01-15",20.09
"795","2013-01-16",19.92
"796","2013-01-17",19.799999
"797","2013-01-18",19.75
"798","2013-01-22",19.32
"799","2013-01-23",19.709999
"800","2013-01-24",19.950001
"801","2013-01-25",20.83
"802","2013-01-28",21.049999
"803","2013-01-29",19.709999
"804","2013-01-30",19.35
"805","2013-01-31",23.59
"806","2013-02-01",23.6
"807","2013-02-04",22.889999
"808","2013-02-05",23
"809","2013-02-06",23.41
"810","2013-02-07",23.08
"811","2013-02-08",23.440001
"812","2013-02-11",23.110001
"813","2013-02-12",23.85
"814","2013-02-13",23.309999
"815","2013-02-14",23.42
"816","2013-02-15",23.51
"817","2013-02-19",23.540001
"818","2013-02-20",23.59
"819","2013-02-21",23.16
"820","2013-02-22",24.01
"821","2013-02-25",23.73
"822","2013-02-26",24.690001
"823","2013-02-27",24.790001
"824","2013-02-28",24.18
"825","2013-03-01",24.15
"826","2013-03-04",24.139999
"827","2013-03-05",24.540001
"828","2013-03-06",24.280001
"829","2013-03-07",23.950001
"830","2013-03-08",24.34
"831","2013-03-11",24.290001
"832","2013-03-12",24.450001
"833","2013-03-13",24.65
"834","2013-03-14",25
"835","2013-03-15",24.780001
"836","2013-03-18",24.190001
"837","2013-03-19",23.360001
"838","2013-03-20",23.629999
"839","2013-03-21",23.290001
"840","2013-03-22",23.030001
"841","2013-03-25",22.93
"842","2013-03-26",22.99
"843","2013-03-27",23.27
"844","2013-03-28",23.68
"845","2013-04-01",22.98
"846","2013-04-02",22.950001
"847","2013-04-03",22.209999
"848","2013-04-04",22.309999
"849","2013-04-05",21.969999
"850","2013-04-08",21.73
"851","2013-04-09",22.120001
"852","2013-04-10",21.85
"853","2013-04-11",18.99
"854","2013-04-12",18.77
"855","2013-04-15",18.07
"856","2013-04-16",18.129999
"857","2013-04-17",18.07
"858","2013-04-18",17.690001
"859","2013-04-19",17.530001
"860","2013-04-22",17.780001
"861","2013-04-23",17.799999
"862","2013-04-24",17.530001
"863","2013-04-25",17.58
"864","2013-04-26",17.360001
"865","2013-04-29",17.85
"866","2013-04-30",17.959999
"867","2013-05-01",17.84
"868","2013-05-02",18.07
"869","2013-05-03",18.08
"870","2013-05-06",18.18
"871","2013-05-07",18.110001
"872","2013-05-08",18.219999
"873","2013-05-09",18.1
"874","2013-05-10",18.75
"875","2013-05-13",18.08
"876","2013-05-14",18.26
"877","2013-05-15",18.190001
"878","2013-05-16",18.5
"879","2013-05-17",18.959999
"880","2013-05-20",19.27
"881","2013-05-21",19.200001
"882","2013-05-22",18.709999
"883","2013-05-23",18.4
"884","2013-05-24",18.309999
"885","2013-05-28",18.610001
"886","2013-05-29",18.93
"887","2013-05-30",19.290001
"888","2013-05-31",19.26
"889","2013-06-03",18.5
"890","2013-06-04",18.209999
"891","2013-06-05",18.07
"892","2013-06-06",18.440001
"893","2013-06-07",18.65
"894","2013-06-10",18.629999
"895","2013-06-11",18.299999
"896","2013-06-12",18.16
"897","2013-06-13",18.07
"898","2013-06-14",17.74
"899","2013-06-17",18
"900","2013-06-18",18.02
"901","2013-06-19",17.75
"902","2013-06-20",17.66
"903","2013-06-21",17.34
"904","2013-06-24",16.530001
"905","2013-06-25",16.73
"906","2013-06-26",17.09
"907","2013-06-27",17.309999
"908","2013-06-28",17.5
"909","2013-07-01",17.280001
"910","2013-07-02",17.34
"911","2013-07-03",17.98
"912","2013-07-05",18.24
"913","2013-07-08",18.360001
"914","2013-07-09",18.690001
"915","2013-07-10",19.66
"916","2013-07-11",19.92
"917","2013-07-12",20.030001
"918","2013-07-15",20
"919","2013-07-16",19.940001
"920","2013-07-17",20.42
"921","2013-07-18",20.43
"922","2013-07-19",20.450001
"923","2013-07-22",20.440001
"924","2013-07-23",21.43
"925","2013-07-24",21.35
"926","2013-07-25",20.98
"927","2013-07-26",20.73
"928","2013-07-29",20.370001
"929","2013-07-30",20.17
"930","2013-07-31",21.25
"931","2013-08-01",21.34
"932","2013-08-02",21.34
"933","2013-08-05",21.110001
"934","2013-08-06",20.889999
"935","2013-08-07",20.639999
"936","2013-08-08",20.83
"937","2013-08-09",20.719999
"938","2013-08-12",20.84
"939","2013-08-13",21.110001
"940","2013-08-14",21.059999
"941","2013-08-15",20.209999
"942","2013-08-16",19.889999
"943","2013-08-19",20.049999
"944","2013-08-20",19.99
"945","2013-08-21",20.18
"946","2013-08-22",20.34
"947","2013-08-23",20.34
"948","2013-08-26",20.200001
"949","2013-08-27",19.799999
"950","2013-08-28",19.709999
"951","2013-08-29",20.049999
"952","2013-08-30",19.799999
"953","2013-09-03",19.76
"954","2013-09-04",19.799999
"955","2013-09-05",19.809999
"956","2013-09-06",20.030001
"957","2013-09-09",20.35
"958","2013-09-10",20.59
"959","2013-09-11",20.549999
"960","2013-09-12",20.59
"961","2013-09-13",20.59
"962","2013-09-16",20.52
"963","2013-09-17",20.799999
"964","2013-09-18",20.940001
"965","2013-09-19",21.08
"966","2013-09-20",21.25
"967","2013-09-23",20.780001
"968","2013-09-24",20.389999
"969","2013-09-25",20.379999
"970","2013-09-26",20.59
"971","2013-09-27",20.379999
"972","2013-09-30",20.26
"973","2013-10-01",20.85
"974","2013-10-02",21.049999
