"","date","FTNT"
"1","2009-11-18",8.31
"2","2009-11-19",8.445
"3","2009-11-20",8.47
"4","2009-11-23",8.45
"5","2009-11-24",8.505
"6","2009-11-25",8.6
"7","2009-11-27",8.445
"8","2009-11-30",8.495
"9","2009-12-01",8.41
"10","2009-12-02",8.31
"11","2009-12-03",8.34
"12","2009-12-04",8.64
"13","2009-12-07",8.46
"14","2009-12-08",8.275
"15","2009-12-09",8.495
"16","2009-12-10",8.46
"17","2009-12-11",8.47
"18","2009-12-14",8.5
"19","2009-12-15",8.5
"20","2009-12-16",9.125
"21","2009-12-17",8.975
"22","2009-12-18",8.79
"23","2009-12-21",8.815
"24","2009-12-22",8.615
"25","2009-12-23",8.98
"26","2009-12-24",9.18
"27","2009-12-28",8.865
"28","2009-12-29",9.175
"29","2009-12-30",9.01
"30","2009-12-31",8.785
"31","2010-01-04",9
"32","2010-01-05",9.195
"33","2010-01-06",9.705
"34","2010-01-07",9.725
"35","2010-01-08",10.055
"36","2010-01-11",10.025
"37","2010-01-12",9.895
"38","2010-01-13",9.72
"39","2010-01-14",9.95
"40","2010-01-15",9.815
"41","2010-01-19",9.9
"42","2010-01-20",9.53
"43","2010-01-21",9.195
"44","2010-01-22",8.94
"45","2010-01-25",9.005
"46","2010-01-26",9.155
"47","2010-01-27",9.325
"48","2010-01-28",8.9
"49","2010-01-29",8.615
"50","2010-02-01",8.725
"51","2010-02-02",8.565
"52","2010-02-03",8.22
"53","2010-02-04",7.85
"54","2010-02-05",7.845
"55","2010-02-08",7.95
"56","2010-02-09",8.295
"57","2010-02-10",8.43
"58","2010-02-11",8.335
"59","2010-02-12",8.26
"60","2010-02-16",8.255
"61","2010-02-17",8.46
"62","2010-02-18",8.665
"63","2010-02-19",8.665
"64","2010-02-22",8.485
"65","2010-02-23",8.34
"66","2010-02-24",8.285
"67","2010-02-25",8.38
"68","2010-02-26",8.59
"69","2010-03-01",8.995
"70","2010-03-02",8.73
"71","2010-03-03",8.545
"72","2010-03-04",8.435
"73","2010-03-05",8.525
"74","2010-03-08",8.62
"75","2010-03-09",8.505
"76","2010-03-10",8.33
"77","2010-03-11",8.185
"78","2010-03-12",8.17
"79","2010-03-15",8.165
"80","2010-03-16",8.24
"81","2010-03-17",8.47
"82","2010-03-18",8.59
"83","2010-03-19",8.55
"84","2010-03-22",8.565
"85","2010-03-23",8.67
"86","2010-03-24",8.605
"87","2010-03-25",8.6
"88","2010-03-26",8.525
"89","2010-03-29",8.7
"90","2010-03-30",8.83
"91","2010-03-31",8.79
"92","2010-04-01",8.845
"93","2010-04-05",8.655
"94","2010-04-06",8.605
"95","2010-04-07",8.66
"96","2010-04-08",8.505
"97","2010-04-09",8.43
"98","2010-04-12",8.51
"99","2010-04-13",8.22
"100","2010-04-14",8.525
"101","2010-04-15",8.23
"102","2010-04-16",8.1
"103","2010-04-19",8.125
"104","2010-04-20",8.33
"105","2010-04-21",8.21
"106","2010-04-22",8.18
"107","2010-04-23",8.29
"108","2010-04-26",8.13
"109","2010-04-27",8.215
"110","2010-04-28",8.41
"111","2010-04-29",8.9
"112","2010-04-30",8.89
"113","2010-05-03",9.315
"114","2010-05-04",8.955
"115","2010-05-05",8.815
"116","2010-05-06",8.595
"117","2010-05-07",8.23
"118","2010-05-10",8.45
"119","2010-05-11",8.375
"120","2010-05-12",8.585
"121","2010-05-13",8.375
"122","2010-05-14",8.07
"123","2010-05-17",8.375
"124","2010-05-18",8.285
"125","2010-05-19",8.265
"126","2010-05-20",8.11
"127","2010-05-21",8.13
"128","2010-05-24",8.02
"129","2010-05-25",7.86
"130","2010-05-26",8.1
"131","2010-05-27",8.1
"132","2010-05-28",8.16
"133","2010-06-01",7.865
"134","2010-06-02",8
"135","2010-06-03",7.89
"136","2010-06-04",7.595
"137","2010-06-07",7.52
"138","2010-06-08",7.5
"139","2010-06-09",7.55
"140","2010-06-10",7.725
"141","2010-06-11",7.9
"142","2010-06-14",8.095
"143","2010-06-15",8.21
"144","2010-06-16",8.125
"145","2010-06-17",8.25
"146","2010-06-18",8.57
"147","2010-06-21",8.525
"148","2010-06-22",8.49
"149","2010-06-23",8.39
"150","2010-06-24",8.545
"151","2010-06-25",8.775
"152","2010-06-28",8.735
"153","2010-06-29",8.535
"154","2010-06-30",8.22
"155","2010-07-01",8.13
"156","2010-07-02",8.095
"157","2010-07-06",8.135
"158","2010-07-07",8.35
"159","2010-07-08",8.505
"160","2010-07-09",8.485
"161","2010-07-12",8.33
"162","2010-07-13",8.425
"163","2010-07-14",8.425
"164","2010-07-15",8.3
"165","2010-07-16",8.14
"166","2010-07-19",8.07
"167","2010-07-20",8.06
"168","2010-07-21",8
"169","2010-07-22",8.66
"170","2010-07-23",8.905
"171","2010-07-26",9.04
"172","2010-07-27",8.97
"173","2010-07-28",8.86
"174","2010-07-29",8.9
"175","2010-07-30",9.005
"176","2010-08-02",9.08
"177","2010-08-03",9.095
"178","2010-08-04",9.205
"179","2010-08-05",8.99
"180","2010-08-06",9.095
"181","2010-08-09",9.085
"182","2010-08-10",8.935
"183","2010-08-11",8.605
"184","2010-08-12",8.68
"185","2010-08-13",8.78
"186","2010-08-16",8.85
"187","2010-08-17",9.04
"188","2010-08-18",9.105
"189","2010-08-19",8.9
"190","2010-08-20",9.19
"191","2010-08-23",9.205
"192","2010-08-24",9.215
"193","2010-08-25",9.3
"194","2010-08-26",9.415
"195","2010-08-27",9.995
"196","2010-08-30",10.015
"197","2010-08-31",10.19
"198","2010-09-01",10.49
"199","2010-09-02",10.915
"200","2010-09-03",10.585
"201","2010-09-07",10.235
"202","2010-09-08",10.44
"203","2010-09-09",11.005
"204","2010-09-10",10.755
"205","2010-09-13",10.95
"206","2010-09-14",11.46
"207","2010-09-15",11.2
"208","2010-09-16",11.4
"209","2010-09-17",12.5
"210","2010-09-20",12.555
"211","2010-09-21",12.335
"212","2010-09-22",11.91
"213","2010-09-23",11.835
"214","2010-09-24",12
"215","2010-09-27",12.335
"216","2010-09-28",12.18
"217","2010-09-29",12.605
"218","2010-09-30",12.5
"219","2010-10-01",12.5
"220","2010-10-04",12.765
"221","2010-10-05",12.765
"222","2010-10-06",12.095
"223","2010-10-07",12.04
"224","2010-10-08",12.095
"225","2010-10-11",12.5
"226","2010-10-12",12.495
"227","2010-10-13",12.51
"228","2010-10-14",12.64
"229","2010-10-15",13.015
"230","2010-10-18",13.06
"231","2010-10-19",12.59
"232","2010-10-20",12.58
"233","2010-10-21",12.35
"234","2010-10-22",14.815
"235","2010-10-25",15.125
"236","2010-10-26",15.685
"237","2010-10-27",15.67
"238","2010-10-28",15
"239","2010-10-29",15
"240","2010-11-01",15.94
"241","2010-11-02",15.495
"242","2010-11-03",15.5
"243","2010-11-04",15.28
"244","2010-11-05",15.645
"245","2010-11-08",15.49
"246","2010-11-09",15.595
"247","2010-11-10",15.49
"248","2010-11-11",15.215
"249","2010-11-12",15.16
"250","2010-11-15",15.5
"251","2010-11-16",15.69
"252","2010-11-17",15.64
"253","2010-11-18",16.280001
"254","2010-11-19",15.97
"255","2010-11-22",15.83
"256","2010-11-23",15.72
"257","2010-11-24",15.935
"258","2010-11-26",15.85
"259","2010-11-29",15.76
"260","2010-11-30",15.935
"261","2010-12-01",16.1
"262","2010-12-02",16.219999
"263","2010-12-03",16.629999
"264","2010-12-06",16.455
"265","2010-12-07",16.355
"266","2010-12-08",16.344999
"267","2010-12-09",16.73
"268","2010-12-10",16.665001
"269","2010-12-13",15.955
"270","2010-12-14",15.54
"271","2010-12-15",15.705
"272","2010-12-16",15.89
"273","2010-12-17",16.049999
"274","2010-12-20",16.01
"275","2010-12-21",15.99
"276","2010-12-22",15.84
"277","2010-12-23",15.675
"278","2010-12-27",16.254999
"279","2010-12-28",15.825
"280","2010-12-29",16.09
"281","2010-12-30",16.09
"282","2010-12-31",16.174999
"283","2011-01-03",16.549999
"284","2011-01-04",17.485001
"285","2011-01-05",18.25
"286","2011-01-06",18.190001
"287","2011-01-07",17.615
"288","2011-01-10",18.004999
"289","2011-01-11",18.030001
"290","2011-01-12",18.290001
"291","2011-01-13",18.395
"292","2011-01-14",18.684999
"293","2011-01-18",18.334999
"294","2011-01-19",17.795
"295","2011-01-20",17.475
"296","2011-01-21",17.545
"297","2011-01-24",17.245001
"298","2011-01-25",16.959999
"299","2011-01-26",19.825001
"300","2011-01-27",18.9
"301","2011-01-28",18.475
"302","2011-01-31",19.225
"303","2011-02-01",19.73
"304","2011-02-02",19.504999
"305","2011-02-03",19.440001
"306","2011-02-04",20.434999
"307","2011-02-07",19.879999
"308","2011-02-08",20.235001
"309","2011-02-09",20.084999
"310","2011-02-10",20.33
"311","2011-02-11",20.315001
"312","2011-02-14",20.5
"313","2011-02-15",20.23
"314","2011-02-16",20.629999
"315","2011-02-17",20.655001
"316","2011-02-18",20.85
"317","2011-02-22",19.805
"318","2011-02-23",19.940001
"319","2011-02-24",20.389999
"320","2011-02-25",20.75
"321","2011-02-28",20.42
"322","2011-03-01",19.834999
"323","2011-03-02",20.184999
"324","2011-03-03",21.115
"325","2011-03-04",21.625
"326","2011-03-07",21.555
"327","2011-03-08",21.639999
"328","2011-03-09",21.605
"329","2011-03-10",21.075001
"330","2011-03-11",21.5
"331","2011-03-14",21.809999
"332","2011-03-15",21.120001
"333","2011-03-16",20.514999
"334","2011-03-17",20.725
"335","2011-03-18",21.15
"336","2011-03-21",21.889999
"337","2011-03-22",21.15
"338","2011-03-23",20.51
"339","2011-03-24",20.855
"340","2011-03-25",21.525
"341","2011-03-28",21.155001
"342","2011-03-29",21.700001
"343","2011-03-30",21.5
"344","2011-03-31",22.075001
"345","2011-04-01",20.389999
"346","2011-04-04",21.745001
"347","2011-04-05",22.245001
"348","2011-04-06",21
"349","2011-04-07",19.905001
"350","2011-04-08",19.780001
"351","2011-04-11",19.530001
"352","2011-04-12",18.940001
"353","2011-04-13",20.145
"354","2011-04-14",20.08
"355","2011-04-15",20.299999
"356","2011-04-18",19.615
"357","2011-04-19",19.385
"358","2011-04-20",20.15
"359","2011-04-21",20.209999
"360","2011-04-25",20.43
"361","2011-04-26",20.575001
"362","2011-04-27",20.865
"363","2011-04-28",23.885
"364","2011-04-29",24.35
"365","2011-05-02",23.125
"366","2011-05-03",22.615
"367","2011-05-04",22.084999
"368","2011-05-05",23.094999
"369","2011-05-06",23.254999
"370","2011-05-09",23.719999
"371","2011-05-10",23.605
"372","2011-05-11",23.035
"373","2011-05-12",23.504999
"374","2011-05-13",23.48
"375","2011-05-16",23.4
"376","2011-05-17",23.325001
"377","2011-05-18",23.655001
"378","2011-05-19",24.315001
"379","2011-05-20",24.264999
"380","2011-05-23",23.42
"381","2011-05-24",23.24
"382","2011-05-25",23.959999
"383","2011-05-26",23.655001
"384","2011-05-27",23.93
"385","2011-05-31",24.245001
"386","2011-06-01",24.85
"387","2011-06-02",23.51
"388","2011-06-03",23.440001
"389","2011-06-06",23.700001
"390","2011-06-07",24.200001
"391","2011-06-08",23.950001
"392","2011-06-09",23.790001
"393","2011-06-10",22.66
"394","2011-06-13",22.75
"395","2011-06-14",22.889999
"396","2011-06-15",22.309999
"397","2011-06-16",23.17
"398","2011-06-17",22.66
"399","2011-06-20",22.719999
"400","2011-06-21",24.639999
"401","2011-06-22",24.66
"402","2011-06-23",25.120001
"403","2011-06-24",25.85
"404","2011-06-27",26.01
"405","2011-06-28",26.709999
"406","2011-06-29",26.91
"407","2011-06-30",27.290001
"408","2011-07-01",27.58
"409","2011-07-05",27.9
"410","2011-07-06",28.17
"411","2011-07-07",27.59
"412","2011-07-08",28.049999
"413","2011-07-11",27.35
"414","2011-07-12",26.860001
"415","2011-07-13",27.48
"416","2011-07-14",26.98
"417","2011-07-15",26.85
"418","2011-07-18",26.530001
"419","2011-07-19",26.780001
"420","2011-07-20",21.610001
"421","2011-07-21",20.700001
"422","2011-07-22",21.09
"423","2011-07-25",20.59
"424","2011-07-26",20.690001
"425","2011-07-27",19.809999
"426","2011-07-28",19.799999
"427","2011-07-29",20.32
"428","2011-08-01",20.24
"429","2011-08-02",20.129999
"430","2011-08-03",21.08
"431","2011-08-04",20.799999
"432","2011-08-05",19.620001
"433","2011-08-08",18
"434","2011-08-09",19.190001
"435","2011-08-10",18.17
"436","2011-08-11",19.459999
"437","2011-08-12",19.709999
"438","2011-08-15",20.6
"439","2011-08-16",20.32
"440","2011-08-17",20.84
"441","2011-08-18",18.700001
"442","2011-08-19",17.540001
"443","2011-08-22",17.26
"444","2011-08-23",18.48
"445","2011-08-24",17.84
"446","2011-08-25",17.49
"447","2011-08-26",18.610001
"448","2011-08-29",19.059999
"449","2011-08-30",18.82
"450","2011-08-31",19.129999
"451","2011-09-01",19.059999
"452","2011-09-02",18.4
"453","2011-09-06",18.200001
"454","2011-09-07",18.85
"455","2011-09-08",18.459999
"456","2011-09-09",17.629999
"457","2011-09-12",17.450001
"458","2011-09-13",17.49
"459","2011-09-14",18.620001
"460","2011-09-15",18.91
"461","2011-09-16",18.15
"462","2011-09-19",18.379999
"463","2011-09-20",17.389999
"464","2011-09-21",17.52
"465","2011-09-22",16.6
"466","2011-09-23",16.25
"467","2011-09-26",17.530001
"468","2011-09-27",17.35
"469","2011-09-28",16.959999
"470","2011-09-29",16.799999
"471","2011-09-30",16.799999
"472","2011-10-03",16.530001
"473","2011-10-04",16.629999
"474","2011-10-05",17.030001
"475","2011-10-06",17.870001
"476","2011-10-07",17.940001
"477","2011-10-10",18.559999
"478","2011-10-11",18.27
"479","2011-10-12",17.719999
"480","2011-10-13",18.57
"481","2011-10-14",19.809999
"482","2011-10-17",19.27
"483","2011-10-18",19.65
"484","2011-10-19",18.5
"485","2011-10-20",18.219999
"486","2011-10-21",17.639999
"487","2011-10-24",19.120001
"488","2011-10-25",21.459999
"489","2011-10-26",20.780001
"490","2011-10-27",21.73
