"","date","M"
"76","2007-04-23",44.869999
"77","2007-04-24",44.560001
"78","2007-04-25",45.080002
"79","2007-04-26",45.23
"80","2007-04-27",44.759998
"81","2007-04-30",43.919998
"82","2007-05-01",43.98
"83","2007-05-02",43.810001
"84","2007-05-03",43.43
"85","2007-05-04",43.66
"86","2007-05-07",43.889999
"87","2007-05-08",43.540001
"88","2007-05-09",43.82
"89","2007-05-10",42.099998
"90","2007-05-11",41.48
"91","2007-05-14",40.900002
"92","2007-05-15",39.939999
"93","2007-05-16",39.650002
"94","2007-05-17",39.060001
"95","2007-05-18",39.700001
"96","2007-05-21",39.889999
"97","2007-05-22",39.25
"98","2007-05-23",38.59
"99","2007-05-24",38.16
"100","2007-05-25",38.400002
"101","2007-05-29",38.740002
"102","2007-05-30",39.16
"103","2007-05-31",39.93
"104","2007-06-01",40.580002
"105","2007-06-04",40.23
"106","2007-06-05",40.07
"107","2007-06-06",39.5
"108","2007-06-07",38.43
"109","2007-06-08",39.150002
"110","2007-06-11",39.110001
"111","2007-06-12",38.900002
"112","2007-06-13",39.130001
"113","2007-06-14",39.450001
"114","2007-06-15",38.950001
"115","2007-06-18",38.889999
"116","2007-06-19",38.650002
"117","2007-06-20",38.580002
"118","2007-06-21",38.869999
"119","2007-06-22",41.43
"120","2007-06-25",40.540001
"121","2007-06-26",39.59
"122","2007-06-27",39.189999
"123","2007-06-28",39.669998
"124","2007-06-29",39.779999
"125","2007-07-02",39.830002
"126","2007-07-03",39.360001
"127","2007-07-05",39.77
"128","2007-07-06",41.990002
"129","2007-07-09",41.650002
"130","2007-07-10",40.130001
"131","2007-07-11",40.41
"132","2007-07-12",39.25
"133","2007-07-13",39.75
"134","2007-07-16",40.139999
"135","2007-07-17",40.029999
"136","2007-07-18",43.09
"137","2007-07-19",42.400002
"138","2007-07-20",41.919998
"139","2007-07-23",41.860001
"140","2007-07-24",40.84
"141","2007-07-25",40.150002
"142","2007-07-26",38.040001
"143","2007-07-27",36.900002
"144","2007-07-30",36.59
"145","2007-07-31",36.07
"146","2007-08-01",35.599998
"147","2007-08-02",35.959999
"148","2007-08-03",33.700001
"149","2007-08-06",34.889999
"150","2007-08-07",34.599998
"151","2007-08-08",35.540001
"152","2007-08-09",33.560001
"153","2007-08-10",33.630001
"154","2007-08-13",33.360001
"155","2007-08-14",31.73
"156","2007-08-15",31.1
"157","2007-08-16",30.33
"158","2007-08-17",30.91
"159","2007-08-20",30.74
"160","2007-08-21",30.629999
"161","2007-08-22",31.129999
"162","2007-08-23",31.129999
"163","2007-08-24",31.780001
"164","2007-08-27",31.4
"165","2007-08-28",29.85
"166","2007-08-29",31.690001
"167","2007-08-30",30.870001
"168","2007-08-31",31.719999
"169","2007-09-04",31.469999
"170","2007-09-05",30.57
"171","2007-09-06",30.870001
"172","2007-09-07",29.76
"173","2007-09-10",29.209999
"174","2007-09-11",29.6
"175","2007-09-12",28.83
"176","2007-09-13",29.25
"177","2007-09-14",30.18
"178","2007-09-17",29.950001
"179","2007-09-18",32.439999
"180","2007-09-19",33.720001
"181","2007-09-20",32.369999
"182","2007-09-21",33.119999
"183","2007-09-24",32.950001
"184","2007-09-25",31.91
"185","2007-09-26",32.549999
"186","2007-09-27",32
"187","2007-09-28",32.32
"188","2007-10-01",33.279999
"189","2007-10-02",34.360001
"190","2007-10-03",34.57
"191","2007-10-04",33.98
"192","2007-10-05",35.099998
"193","2007-10-08",34.119999
"194","2007-10-09",34.02
"195","2007-10-10",34.5
"196","2007-10-11",33.84
"197","2007-10-12",33.049999
"198","2007-10-15",32.349998
"199","2007-10-16",31.66
"200","2007-10-17",31.76
"201","2007-10-18",31.379999
"202","2007-10-19",30.24
"203","2007-10-22",30.950001
"204","2007-10-23",31.25
"205","2007-10-24",31.5
"206","2007-10-25",32.459999
"207","2007-10-26",33
"208","2007-10-29",33.419998
"209","2007-10-30",32.310001
"210","2007-10-31",32.029999
"211","2007-11-01",31.540001
"212","2007-11-02",31.110001
"213","2007-11-05",30.700001
"214","2007-11-06",30.51
"215","2007-11-07",29.91
"216","2007-11-08",29.889999
"217","2007-11-09",28.49
"218","2007-11-12",28.75
"219","2007-11-13",30.65
"220","2007-11-14",28.469999
"221","2007-11-15",28.549999
"222","2007-11-16",28.32
"223","2007-11-19",27.299999
"224","2007-11-20",28.450001
"225","2007-11-21",28.5
"226","2007-11-23",30.030001
"227","2007-11-26",28.209999
"228","2007-11-27",28.52
"229","2007-11-28",29.809999
"230","2007-11-29",29.299999
"231","2007-11-30",29.65
"232","2007-12-03",29.74
"233","2007-12-04",30.59
"234","2007-12-05",31.209999
"235","2007-12-06",29.809999
"236","2007-12-07",30.51
"237","2007-12-10",30.4
"238","2007-12-11",29.09
"239","2007-12-12",28.74
"240","2007-12-13",28.629999
"241","2007-12-14",27.77
"242","2007-12-17",27.52
"243","2007-12-18",27.76
"244","2007-12-19",26.700001
"245","2007-12-20",26.07
"246","2007-12-21",26.540001
"247","2007-12-24",27.01
"248","2007-12-26",25.950001
"249","2007-12-27",25.040001
"250","2007-12-28",25.48
"251","2007-12-31",25.870001
"252","2008-01-02",24.99
"253","2008-01-03",23.57
"254","2008-01-04",22.4
"255","2008-01-07",22.860001
"256","2008-01-08",21.82
"257","2008-01-09",22.67
"258","2008-01-10",22.6
"259","2008-01-11",21.309999
"260","2008-01-14",21.99
"261","2008-01-15",21.65
"262","2008-01-16",22.49
"263","2008-01-17",22.620001
"264","2008-01-18",23.049999
"265","2008-01-22",24.299999
"266","2008-01-23",25.41
"267","2008-01-24",25.379999
"268","2008-01-25",24.950001
"269","2008-01-28",25.700001
"270","2008-01-29",26.6
"271","2008-01-30",26.73
"272","2008-01-31",27.620001
"273","2008-02-01",28
"274","2008-02-04",27.040001
"275","2008-02-05",25.1
"276","2008-02-06",23.940001
"277","2008-02-07",25.110001
"278","2008-02-08",24.200001
"279","2008-02-11",25.07
"280","2008-02-12",24.790001
"281","2008-02-13",24.43
"282","2008-02-14",24.1
"283","2008-02-15",25.379999
"284","2008-02-19",24.51
"285","2008-02-20",24.93
"286","2008-02-21",24.65
"287","2008-02-22",24.620001
"288","2008-02-25",24.76
"289","2008-02-26",26.52
"290","2008-02-27",26.549999
"291","2008-02-28",25.530001
"292","2008-02-29",24.68
"293","2008-03-03",24.73
"294","2008-03-04",25.200001
"295","2008-03-05",25.280001
"296","2008-03-06",23.559999
"297","2008-03-07",23.41
"298","2008-03-10",23.26
"299","2008-03-11",24.110001
"300","2008-03-12",23.200001
"301","2008-03-13",23.26
"302","2008-03-14",22.530001
"303","2008-03-17",21.540001
"304","2008-03-18",22.66
"305","2008-03-19",23.23
"306","2008-03-20",24.85
"307","2008-03-24",26.33
"308","2008-03-25",25.52
"309","2008-03-26",24.17
"310","2008-03-27",23.360001
"311","2008-03-28",21.969999
"312","2008-03-31",23.059999
"313","2008-04-01",24.67
"314","2008-04-02",24.65
"315","2008-04-03",24.459999
"316","2008-04-04",23.92
"317","2008-04-07",23.879999
"318","2008-04-08",24.18
"319","2008-04-09",23.209999
"320","2008-04-10",23.629999
"321","2008-04-11",23.120001
"322","2008-04-14",22.780001
"323","2008-04-15",22.98
"324","2008-04-16",22.440001
"325","2008-04-17",22.690001
"326","2008-04-18",23.719999
"327","2008-04-21",24.01
"328","2008-04-22",23.33
"329","2008-04-23",23.200001
"330","2008-04-24",24.360001
"331","2008-04-25",25.57
"332","2008-04-28",25.49
"333","2008-04-29",25.85
"334","2008-04-30",25.290001
"335","2008-05-01",26.299999
"336","2008-05-02",26.299999
"337","2008-05-05",25.09
"338","2008-05-06",25.379999
"339","2008-05-07",24.73
"340","2008-05-08",23.870001
"341","2008-05-09",23.209999
"342","2008-05-12",23.969999
"343","2008-05-13",24.059999
"344","2008-05-14",24.93
"345","2008-05-15",25.32
"346","2008-05-16",25.219999
"347","2008-05-19",24.82
"348","2008-05-20",24.559999
"349","2008-05-21",23.18
"350","2008-05-22",23.209999
"351","2008-05-23",22.49
"352","2008-05-27",22.860001
"353","2008-05-28",23.33
"354","2008-05-29",24.07
"355","2008-05-30",23.67
"356","2008-06-02",22.82
"357","2008-06-03",22.860001
"358","2008-06-04",22.440001
"359","2008-06-05",23.33
"360","2008-06-06",22.25
"361","2008-06-09",21.559999
"362","2008-06-10",21.950001
"363","2008-06-11",20.860001
"364","2008-06-12",21.309999
"365","2008-06-13",22.16
"366","2008-06-16",22.35
"367","2008-06-17",22.049999
"368","2008-06-18",21.02
"369","2008-06-19",21.700001
"370","2008-06-20",20.91
"371","2008-06-23",20.129999
"372","2008-06-24",19.4
"373","2008-06-25",20.02
"374","2008-06-26",19.48
"375","2008-06-27",19.530001
"376","2008-06-30",19.42
"377","2008-07-01",19.35
"378","2008-07-02",18.83
"379","2008-07-03",18.5
"380","2008-07-07",18.58
"381","2008-07-08",18.879999
"382","2008-07-09",18.040001
"383","2008-07-10",16.389999
"384","2008-07-11",15.58
"385","2008-07-14",16.280001
"386","2008-07-15",15.91
"387","2008-07-16",17.42
"388","2008-07-17",18.42
"389","2008-07-18",18.09
"390","2008-07-21",17.719999
"391","2008-07-22",18.549999
"392","2008-07-23",19.15
"393","2008-07-24",18.309999
"394","2008-07-25",18.07
"395","2008-07-28",17.610001
"396","2008-07-29",18.58
"397","2008-07-30",18.940001
"398","2008-07-31",18.809999
"399","2008-08-01",18.17
"400","2008-08-04",17.889999
"401","2008-08-05",19.49
"402","2008-08-06",19.68
"403","2008-08-07",18.92
"404","2008-08-08",20.73
"405","2008-08-11",21.65
"406","2008-08-12",20.27
"407","2008-08-13",20.66
"408","2008-08-14",21.219999
"409","2008-08-15",21.49
"410","2008-08-18",21.82
"411","2008-08-19",20.32
"412","2008-08-20",19.67
"413","2008-08-21",19.440001
"414","2008-08-22",20.129999
"415","2008-08-25",19.57
"416","2008-08-26",19.5
"417","2008-08-27",19.690001
"418","2008-08-28",20.65
"419","2008-08-29",20.82
"420","2008-09-02",21.620001
"421","2008-09-03",21.889999
"422","2008-09-04",20.690001
"423","2008-09-05",21.08
"424","2008-09-08",22.379999
"425","2008-09-09",21.799999
"426","2008-09-10",21.879999
"427","2008-09-11",21.85
"428","2008-09-12",20.809999
"429","2008-09-15",19.459999
"430","2008-09-16",20.17
"431","2008-09-17",18.549999
"432","2008-09-18",19.91
"433","2008-09-19",19.959999
"434","2008-09-22",18.42
"435","2008-09-23",17.75
"436","2008-09-24",17.77
"437","2008-09-25",18.9
"438","2008-09-26",19.4
"439","2008-09-29",17.280001
"440","2008-09-30",17.98
"441","2008-10-01",17.309999
"442","2008-10-02",16.209999
"443","2008-10-03",15.19
"444","2008-10-06",14.98
"445","2008-10-07",13.7
"446","2008-10-08",13.36
"447","2008-10-09",11.46
"448","2008-10-10",9.92
"449","2008-10-13",11.04
"450","2008-10-14",10.5
"451","2008-10-15",8.66
"452","2008-10-16",10.05
"453","2008-10-17",9.84
"454","2008-10-20",10.74
"455","2008-10-21",10.19
"456","2008-10-22",9.13
"457","2008-10-23",9.61
"458","2008-10-24",8.99
"459","2008-10-27",8.92
"460","2008-10-28",10.34
"461","2008-10-29",11.03
"462","2008-10-30",11.66
"463","2008-10-31",12.29
"464","2008-11-03",11.65
"465","2008-11-04",11.72
"466","2008-11-05",10.85
"467","2008-11-06",10.44
"468","2008-11-07",10.96
"469","2008-11-10",9.94
"470","2008-11-11",9.41
"471","2008-11-12",8.37
"472","2008-11-13",8.38
"473","2008-11-14",7.52
"474","2008-11-17",7.01
"475","2008-11-18",6.09
"476","2008-11-19",5.68
"477","2008-11-20",5.85
"478","2008-11-21",5.73
"479","2008-11-24",6.66
"480","2008-11-25",6.46
"481","2008-11-26",7.03
"482","2008-11-28",7.42
"483","2008-12-01",6.41
"484","2008-12-02",7
"485","2008-12-03",7.39
"486","2008-12-04",7.83
"487","2008-12-05",8.61
"488","2008-12-08",8.82
"489","2008-12-09",8.56
"490","2008-12-10",8.84
"491","2008-12-11",8.17
"492","2008-12-12",8.5
"493","2008-12-15",8.15
"494","2008-12-16",8.47
"495","2008-12-17",10.01
"496","2008-12-18",10.42
"497","2008-12-19",10.62
"498","2008-12-22",9.35
"499","2008-12-23",8.71
"500","2008-12-24",8.82
"501","2008-12-26",8.6
"502","2008-12-29",8.89
"503","2008-12-30",9.41
"504","2008-12-31",10.35
"505","2009-01-02",10.98
"506","2009-01-05",11.66
"507","2009-01-06",11.69
"508","2009-01-07",11.31
"509","2009-01-08",10.93
"510","2009-01-09",10.3
"511","2009-01-12",9.93
"512","2009-01-13",10.05
"513","2009-01-14",9.47
"514","2009-01-15",9.74
"515","2009-01-16",9.76
"516","2009-01-20",8.73
"517","2009-01-21",9.26
"518","2009-01-22",9.39
"519","2009-01-23",9.65
"520","2009-01-26",9.73
"521","2009-01-27",9.57
"522","2009-01-28",10.04
"523","2009-01-29",9.41
"524","2009-01-30",8.95
"525","2009-02-02",8.59
"526","2009-02-03",8.83
"527","2009-02-04",8.32
"528","2009-02-05",8.75
"529","2009-02-06",9.7
"530","2009-02-09",9.46
"531","2009-02-10",8.78
"532","2009-02-11",8.5
"533","2009-02-12",8.71
"534","2009-02-13",8.63
"535","2009-02-17",8.08
"536","2009-02-18",7.89
"537","2009-02-19",7.66
"538","2009-02-20",7.86
"539","2009-02-23",7.4
"540","2009-02-24",8.29
"541","2009-02-25",8.1
"542","2009-02-26",7.84
"543","2009-02-27",7.87
"544","2009-03-02",7.37
"545","2009-03-03",7.18
"546","2009-03-04",7.35
"547","2009-03-05",6.58
"548","2009-03-06",6.94
"549","2009-03-09",6.8
"550","2009-03-10",7.36
"551","2009-03-11",7.85
"552","2009-03-12",8.32
"553","2009-03-13",8.33
"554","2009-03-16",7.91
"555","2009-03-17",8.35
"556","2009-03-18",9.09
"557","2009-03-19",8.76
"558","2009-03-20",8
"559","2009-03-23",8.86
"560","2009-03-24",9.07
"561","2009-03-25",8.77
"562","2009-03-26",9.66
"563","2009-03-27",9.71
"564","2009-03-30",8.91
"565","2009-03-31",8.9
"566","2009-04-01",9.03
"567","2009-04-02",10.18
"568","2009-04-03",10.36
"569","2009-04-06",9.95
"570","2009-04-07",9.7
"571","2009-04-08",10.32
"572","2009-04-09",11.88
"573","2009-04-13",12.93
"574","2009-04-14",11.99
"575","2009-04-15",11.56
"576","2009-04-16",12.52
"577","2009-04-17",13.1
"578","2009-04-20",11.87
"579","2009-04-21",12.5
"580","2009-04-22",12.69
"581","2009-04-23",12.62
"582","2009-04-24",13.23
"583","2009-04-27",12.9
"584","2009-04-28",12.58
"585","2009-04-29",12.97
"586","2009-04-30",13.68
"587","2009-05-01",13.51
"588","2009-05-04",14.76
"589","2009-05-05",14.6
"590","2009-05-06",13.73
"591","2009-05-07",12.82
"592","2009-05-08",12.83
"593","2009-05-11",12.69
"594","2009-05-12",12.35
"595","2009-05-13",11.52
"596","2009-05-14",11.32
"597","2009-05-15",11.33
"598","2009-05-18",12.14
"599","2009-05-19",12.31
"600","2009-05-20",11.86
"601","2009-05-21",11.28
"602","2009-05-22",11.19
"603","2009-05-26",11.85
"604","2009-05-27",11.56
"605","2009-05-28",11.17
"606","2009-05-29",11.68
"607","2009-06-01",13.44
"608","2009-06-02",13.87
"609","2009-06-03",13.32
"610","2009-06-04",12.88
"611","2009-06-05",12.81
"612","2009-06-08",12.77
"613","2009-06-09",12.82
"614","2009-06-10",12.63
"615","2009-06-11",12
"616","2009-06-12",12.53
"617","2009-06-15",11.92
"618","2009-06-16",11.25
"619","2009-06-17",11.23
"620","2009-06-18",10.63
"621","2009-06-19",11.39
"622","2009-06-22",11.37
"623","2009-06-23",10.89
"624","2009-06-24",11.39
"625","2009-06-25",11.83
"626","2009-06-26",11.67
"627","2009-06-29",11.94
"628","2009-06-30",11.76
"629","2009-07-01",11.74
"630","2009-07-02",11
"631","2009-07-06",11.06
"632","2009-07-07",10.79
"633","2009-07-08",10.69
"634","2009-07-09",10.63
"635","2009-07-10",10.61
"636","2009-07-13",10.65
"637","2009-07-14",11.02
"638","2009-07-15",11.93
"639","2009-07-16",11.79
"640","2009-07-17",11.91
"641","2009-07-20",12.72
"642","2009-07-21",12.41
"643","2009-07-22",12.67
"644","2009-07-23",13.28
"645","2009-07-24",13.57
"646","2009-07-27",13.28
"647","2009-07-28",13.33
"648","2009-07-29",13.28
"649","2009-07-30",13.61
"650","2009-07-31",13.91
"651","2009-08-03",14.5
"652","2009-08-04",14.09
"653","2009-08-05",14.22
"654","2009-08-06",15.01
"655","2009-08-07",15.99
"656","2009-08-10",15.23
"657","2009-08-11",15.47
"658","2009-08-12",16.4
"659","2009-08-13",16.15
"660","2009-08-14",15.31
"661","2009-08-17",14.43
"662","2009-08-18",14.53
"663","2009-08-19",14.62
"664","2009-08-20",14.89
"665","2009-08-21",15.35
"666","2009-08-24",15.32
"667","2009-08-25",15.85
"668","2009-08-26",15.69
"669","2009-08-27",15.65
"670","2009-08-28",15.91
"671","2009-08-31",15.52
"672","2009-09-01",15.16
"673","2009-09-02",14.75
"674","2009-09-03",14.95
"675","2009-09-04",15.21
"676","2009-09-08",15.47
"677","2009-09-09",16.01
"678","2009-09-10",16.23
"679","2009-09-11",16.07
"680","2009-09-14",16.83
"681","2009-09-15",17.610001
"682","2009-09-16",17.52
"683","2009-09-17",17.629999
"684","2009-09-18",18.030001
"685","2009-09-21",17.790001
"686","2009-09-22",18.77
"687","2009-09-23",18.43
"688","2009-09-24",18.01
"689","2009-09-25",17.790001
"690","2009-09-28",17.940001
"691","2009-09-29",18.26
"692","2009-09-30",18.290001
"693","2009-10-01",17.43
"694","2009-10-02",17.4
"695","2009-10-05",18.299999
"696","2009-10-06",18.530001
"697","2009-10-07",18.59
"698","2009-10-08",19.530001
"699","2009-10-09",19.15
"700","2009-10-12",19.620001
"701","2009-10-13",19.74
"702","2009-10-14",20.719999
"703","2009-10-15",20.139999
"704","2009-10-16",19.82
"705","2009-10-19",20.299999
"706","2009-10-20",19.780001
"707","2009-10-21",18.879999
"708","2009-10-22",19.459999
"709","2009-10-23",18.870001
"710","2009-10-26",18.52
"711","2009-10-27",18.27
"712","2009-10-28",17.67
"713","2009-10-29",18.370001
"714","2009-10-30",17.57
"715","2009-11-02",17.700001
"716","2009-11-03",17.77
"717","2009-11-04",17.610001
"718","2009-11-05",18.02
"719","2009-11-06",19.18
"720","2009-11-09",19.48
"721","2009-11-10",19.43
"722","2009-11-11",17.860001
"723","2009-11-12",17.5
"724","2009-11-13",18.01
"725","2009-11-16",18.17
"726","2009-11-17",17.639999
"727","2009-11-18",17.67
"728","2009-11-19",17.379999
"729","2009-11-20",17.110001
"730","2009-11-23",16.74
"731","2009-11-24",17.02
"732","2009-11-25",17.559999
"733","2009-11-27",16.969999
"734","2009-11-30",16.309999
"735","2009-12-01",16.01
"736","2009-12-02",16.299999
"737","2009-12-03",15.81
"738","2009-12-04",15.98
"739","2009-12-07",16.379999
"740","2009-12-08",16.389999
"741","2009-12-09",16.27
"742","2009-12-10",16.07
"743","2009-12-11",17.02
"744","2009-12-14",17.48
"745","2009-12-15",16.93
"746","2009-12-16",17.200001
"747","2009-12-17",17
"748","2009-12-18",16.959999
"749","2009-12-21",17.58
"750","2009-12-22",17.440001
"751","2009-12-23",17.73
"752","2009-12-24",17.57
"753","2009-12-28",17.76
"754","2009-12-29",17.65
"755","2009-12-30",17.219999
"756","2009-12-31",16.76
"757","2010-01-04",17.059999
"758","2010-01-05",16.860001
"759","2010-01-06",17.1
"760","2010-01-07",17.49
"761","2010-01-08",16.92
"762","2010-01-11",16.620001
"763","2010-01-12",16.370001
"764","2010-01-13",16.440001
"765","2010-01-14",16.51
"766","2010-01-15",16.549999
"767","2010-01-19",16.690001
"768","2010-01-20",16.440001
"769","2010-01-21",15.74
"770","2010-01-22",15.57
"771","2010-01-25",15.53
"772","2010-01-26",15.82
"773","2010-01-27",15.67
"774","2010-01-28",15.78
"775","2010-01-29",15.93
"776","2010-02-01",15.92
"777","2010-02-02",16.209999
"778","2010-02-03",16.24
"779","2010-02-04",16.67
"780","2010-02-05",16.42
"781","2010-02-08",16.27
"782","2010-02-09",16.709999
"783","2010-02-10",16.75
"784","2010-02-11",17.129999
"785","2010-02-12",17.32
"786","2010-02-16",17.889999
"787","2010-02-17",17.93
"788","2010-02-18",18.16
"789","2010-02-19",18.540001
"790","2010-02-22",18.469999
"791","2010-02-23",18.67
"792","2010-02-24",19.52
"793","2010-02-25",19.280001
"794","2010-02-26",19.15
"795","2010-03-01",19.780001
"796","2010-03-02",20
"797","2010-03-03",20.030001
"798","2010-03-04",19.879999
"799","2010-03-05",20.450001
"800","2010-03-08",21.040001
"801","2010-03-09",20.68
"802","2010-03-10",20.98
"803","2010-03-11",21.059999
"804","2010-03-12",21.75
"805","2010-03-15",21.559999
"806","2010-03-16",21.639999
"807","2010-03-17",21.58
"808","2010-03-18",21.389999
"809","2010-03-19",20.889999
"810","2010-03-22",22
"811","2010-03-23",21.870001
"812","2010-03-24",21.5
"813","2010-03-25",21.5
"814","2010-03-26",21.719999
"815","2010-03-29",21.639999
"816","2010-03-30",22.120001
"817","2010-03-31",21.77
"818","2010-04-01",22.34
"819","2010-04-05",22.84
"820","2010-04-06",22.610001
"821","2010-04-07",22.459999
"822","2010-04-08",22.65
"823","2010-04-09",23.51
"824","2010-04-12",22.940001
"825","2010-04-13",23.24
"826","2010-04-14",23.959999
"827","2010-04-15",23.76
"828","2010-04-16",22.98
"829","2010-04-19",22.9
"830","2010-04-20",23.01
"831","2010-04-21",23.440001
"832","2010-04-22",24.48
"833","2010-04-23",24.83
"834","2010-04-26",24.85
"835","2010-04-27",23.91
"836","2010-04-28",24.030001
"837","2010-04-29",24.68
"838","2010-04-30",23.200001
"839","2010-05-03",23.74
"840","2010-05-04",22.77
"841","2010-05-05",23.219999
"842","2010-05-06",22.42
"843","2010-05-07",21.940001
"844","2010-05-10",23.969999
"845","2010-05-11",23.9
"846","2010-05-12",24.700001
"847","2010-05-13",23.48
"848","2010-05-14",22.540001
"849","2010-05-17",22.309999
"850","2010-05-18",21.370001
"851","2010-05-19",21.35
"852","2010-05-20",20.35
"853","2010-05-21",21.049999
"854","2010-05-24",21.15
"855","2010-05-25",21.51
"856","2010-05-26",21.02
"857","2010-05-27",22.049999
"858","2010-05-28",22.209999
"859","2010-06-01",21.879999
"860","2010-06-02",22.4
"861","2010-06-03",22.49
"862","2010-06-04",21.030001
"863","2010-06-07",20.58
"864","2010-06-08",20.58
"865","2010-06-09",20.52
"866","2010-06-10",21.33
"867","2010-06-11",21.24
"868","2010-06-14",21.73
"869","2010-06-15",22.209999
"870","2010-06-16",21.799999
"871","2010-06-17",21.67
"872","2010-06-18",21.459999
"873","2010-06-21",20.74
"874","2010-06-22",20.059999
"875","2010-06-23",20.09
"876","2010-06-24",18.85
"877","2010-06-25",19.02
"878","2010-06-28",18.82
"879","2010-06-29",17.77
"880","2010-06-30",17.9
"881","2010-07-01",18.33
"882","2010-07-02",17.85
"883","2010-07-06",17.41
"884","2010-07-07",17.91
"885","2010-07-08",18.440001
"886","2010-07-09",18.530001
"887","2010-07-12",17.98
"888","2010-07-13",18.469999
"889","2010-07-14",18.379999
"890","2010-07-15",18.299999
"891","2010-07-16",17.16
"892","2010-07-19",17.530001
"893","2010-07-20",18.42
"894","2010-07-21",18.200001
"895","2010-07-22",19.24
"896","2010-07-23",19.379999
"897","2010-07-26",20.139999
"898","2010-07-27",19.58
"899","2010-07-28",19.049999
"900","2010-07-29",18.639999
"901","2010-07-30",18.65
"902","2010-08-02",19.459999
"903","2010-08-03",18.84
"904","2010-08-04",19.440001
"905","2010-08-05",19.780001
"906","2010-08-06",19.440001
"907","2010-08-09",19.76
"908","2010-08-10",19.379999
"909","2010-08-11",20.52
"910","2010-08-12",20.25
"911","2010-08-13",20.129999
"912","2010-08-16",20.139999
"913","2010-08-17",20.51
"914","2010-08-18",21.049999
"915","2010-08-19",20.719999
"916","2010-08-20",20.969999
"917","2010-08-23",20.200001
"918","2010-08-24",19.59
"919","2010-08-25",19.790001
"920","2010-08-26",19.209999
"921","2010-08-27",19.6
"922","2010-08-30",19.190001
"923","2010-08-31",19.41
"924","2010-09-01",20.190001
"925","2010-09-02",20.709999
"926","2010-09-03",20.870001
"927","2010-09-07",20.48
"928","2010-09-08",20.42
"929","2010-09-09",20.629999
"930","2010-09-10",20.799999
"931","2010-09-13",21.049999
"932","2010-09-14",21.65
"933","2010-09-15",21.5
"934","2010-09-16",21.690001
"935","2010-09-17",21.75
"936","2010-09-20",22.129999
"937","2010-09-21",21.99
"938","2010-09-22",22
"939","2010-09-23",22.280001
"940","2010-09-24",22.75
"941","2010-09-27",22.73
"942","2010-09-28",22.969999
"943","2010-09-29",23.17
"944","2010-09-30",23.08
"945","2010-10-01",23.15
"946","2010-10-04",22.76
"947","2010-10-05",23.52
"948","2010-10-06",23.700001
"949","2010-10-07",23.85
"950","2010-10-08",24.360001
"951","2010-10-11",24.85
"952","2010-10-12",24.959999
"953","2010-10-13",24.34
"954","2010-10-14",24.040001
"955","2010-10-15",24.18
"956","2010-10-18",24
"957","2010-10-19",22.639999
"958","2010-10-20",22.43
"959","2010-10-21",22.25
"960","2010-10-22",22.18
"961","2010-10-25",22.469999
"962","2010-10-26",22.959999
"963","2010-10-27",23.040001
"964","2010-10-28",23.290001
"965","2010-10-29",23.67
"966","2010-11-01",23.969999
"967","2010-11-02",24.02
"968","2010-11-03",23.969999
"969","2010-11-04",25.559999
"970","2010-11-05",25.57
"971","2010-11-08",25.57
"972","2010-11-09",25.219999
"973","2010-11-10",24.860001
