"","date","MIND"
"223","2007-11-19",19.01
"224","2007-11-20",18.75
"225","2007-11-21",18.24
"226","2007-11-23",18.530001
"227","2007-11-26",17.959999
"228","2007-11-27",17.709999
"229","2007-11-28",18
"230","2007-11-29",18.35
"231","2007-11-30",18.200001
"232","2007-12-03",19.879999
"233","2007-12-04",19.299999
"234","2007-12-05",18.41
"235","2007-12-06",18.9
"236","2007-12-07",19.01
"237","2007-12-10",19.200001
"238","2007-12-11",18.25
"239","2007-12-12",18.860001
"240","2007-12-13",18.709999
"241","2007-12-14",18.540001
"242","2007-12-17",17.5
"243","2007-12-18",17.030001
"244","2007-12-19",17.1
"245","2007-12-20",17.5
"246","2007-12-21",18.200001
"247","2007-12-24",18.700001
"248","2007-12-26",19.389999
"249","2007-12-27",19.52
"250","2007-12-28",20.299999
"251","2007-12-31",20.559999
"252","2008-01-02",20.1
"253","2008-01-03",20.93
"254","2008-01-04",20.57
"255","2008-01-07",19.99
"256","2008-01-08",19.799999
"257","2008-01-09",20.1
"258","2008-01-10",20.66
"259","2008-01-11",20.18
"260","2008-01-14",20.42
"261","2008-01-15",19.629999
"262","2008-01-16",19.110001
"263","2008-01-17",18.35
"264","2008-01-18",18.27
"265","2008-01-22",17.85
"266","2008-01-23",16.65
"267","2008-01-24",17.469999
"268","2008-01-25",17.34
"269","2008-01-28",17.24
"270","2008-01-29",17.15
"271","2008-01-30",16.83
"272","2008-01-31",16.799999
"273","2008-02-01",17.24
"274","2008-02-04",17.969999
"275","2008-02-05",17.02
"276","2008-02-06",16.5
"277","2008-02-07",16.790001
"278","2008-02-08",16.49
"279","2008-02-11",17.16
"280","2008-02-12",17.16
"281","2008-02-13",17.780001
"282","2008-02-14",17.49
"283","2008-02-15",16.83
"284","2008-02-19",17.200001
"285","2008-02-20",17.299999
"286","2008-02-21",16.75
"287","2008-02-22",16.540001
"288","2008-02-25",17.27
"289","2008-02-26",18.200001
"290","2008-02-27",18.76
"291","2008-02-28",18.629999
"292","2008-02-29",17.65
"293","2008-03-03",17.549999
"294","2008-03-04",17.129999
"295","2008-03-05",17.469999
"296","2008-03-06",16.82
"297","2008-03-07",16.559999
"298","2008-03-10",16.190001
"299","2008-03-11",17.24
"300","2008-03-12",17.700001
"301","2008-03-13",17.68
"302","2008-03-14",17.34
"303","2008-03-17",17.1
"304","2008-03-18",17.389999
"305","2008-03-19",16.52
"306","2008-03-20",16.370001
"307","2008-03-24",16.74
"308","2008-03-25",17.110001
"309","2008-03-26",17.23
"310","2008-03-27",17.43
"311","2008-03-28",17.41
"312","2008-03-31",17.82
"313","2008-04-01",17.959999
"314","2008-04-02",18.27
"315","2008-04-03",18.6
"316","2008-04-04",18.82
"317","2008-04-07",19.129999
"318","2008-04-08",19.389999
"319","2008-04-09",19.110001
"320","2008-04-10",19.33
"321","2008-04-11",18.629999
"322","2008-04-14",19.16
"323","2008-04-15",19.200001
"324","2008-04-16",18.99
"325","2008-04-17",19.08
"326","2008-04-18",19.129999
"327","2008-04-21",19.6
"328","2008-04-22",19.059999
"329","2008-04-23",19.25
"330","2008-04-24",19.18
"331","2008-04-25",19.200001
"332","2008-04-28",19.280001
"333","2008-04-29",18.49
"334","2008-04-30",18.700001
"335","2008-05-01",18.41
"336","2008-05-02",18.99
"337","2008-05-05",18.98
"338","2008-05-06",19.5
"339","2008-05-07",19.27
"340","2008-05-08",19.620001
"341","2008-05-09",20.23
"342","2008-05-12",20.07
"343","2008-05-13",20.15
"344","2008-05-14",20.27
"345","2008-05-15",20.450001
"346","2008-05-16",20.42
"347","2008-05-19",20.42
"348","2008-05-20",20.49
"349","2008-05-21",20.309999
"350","2008-05-22",20.07
"351","2008-05-23",19.74
"352","2008-05-27",19.950001
"353","2008-05-28",20.469999
"354","2008-05-29",20.58
"355","2008-05-30",21.280001
"356","2008-06-02",21.83
"357","2008-06-03",19.370001
"358","2008-06-04",18.540001
"359","2008-06-05",19.5
"360","2008-06-06",19.5
"361","2008-06-09",19.200001
"362","2008-06-10",18.879999
"363","2008-06-11",18.52
"364","2008-06-12",17.719999
"365","2008-06-13",17.66
"366","2008-06-16",17.709999
"367","2008-06-17",17.629999
"368","2008-06-18",17.719999
"369","2008-06-19",17.309999
"370","2008-06-20",17.16
"371","2008-06-23",17.67
"372","2008-06-24",17.07
"373","2008-06-25",17.200001
"374","2008-06-26",17
"375","2008-06-27",16.92
"376","2008-06-30",17.08
"377","2008-07-01",17.1
"378","2008-07-02",16.75
"379","2008-07-03",16.67
"380","2008-07-07",16
"381","2008-07-08",16.110001
"382","2008-07-09",15.94
"383","2008-07-10",16.370001
"384","2008-07-11",16.530001
"385","2008-07-14",16.23
"386","2008-07-15",15.57
"387","2008-07-16",15.56
"388","2008-07-17",16.02
"389","2008-07-18",16.34
"390","2008-07-21",16.4
"391","2008-07-22",16.66
"392","2008-07-23",16.450001
"393","2008-07-24",16.41
"394","2008-07-25",15.02
"395","2008-07-28",14.9
"396","2008-07-29",14.6
"397","2008-07-30",15.17
"398","2008-07-31",15.38
"399","2008-08-01",15.01
"400","2008-08-04",14.4
"401","2008-08-05",14.11
"402","2008-08-06",14.25
"403","2008-08-07",14.22
"404","2008-08-08",14.28
"405","2008-08-11",14.19
"406","2008-08-12",13.94
"407","2008-08-13",14.65
"408","2008-08-14",14.23
"409","2008-08-15",13.96
"410","2008-08-18",13.82
"411","2008-08-19",13.89
"412","2008-08-20",14.36
"413","2008-08-21",14.14
"414","2008-08-22",14.52
"415","2008-08-25",14.25
"416","2008-08-26",14.49
"417","2008-08-27",14.6
"418","2008-08-28",15.71
"419","2008-08-29",15.28
"420","2008-09-02",14.17
"421","2008-09-03",14.39
"422","2008-09-04",14.14
"423","2008-09-05",13.13
"424","2008-09-08",13.59
"425","2008-09-09",11.78
"426","2008-09-10",11.95
"427","2008-09-11",12.24
"428","2008-09-12",12.21
"429","2008-09-15",11.8
"430","2008-09-16",11.86
"431","2008-09-17",11.37
"432","2008-09-18",11.55
"433","2008-09-19",11.93
"434","2008-09-22",12.61
"435","2008-09-23",11.91
"436","2008-09-24",11.51
"437","2008-09-25",11.55
"438","2008-09-26",10.85
"439","2008-09-29",10
"440","2008-09-30",10.09
"441","2008-10-01",9.88
"442","2008-10-02",8.63
"443","2008-10-03",8.73
"444","2008-10-06",6.98
"445","2008-10-07",6.79
"446","2008-10-08",6.23
"447","2008-10-09",5.2
"448","2008-10-10",5.41
"449","2008-10-13",6.53
"450","2008-10-14",6.52
"451","2008-10-15",5.94
"452","2008-10-16",6.47
"453","2008-10-17",6.23
"454","2008-10-20",6.63
"455","2008-10-21",6.3
"456","2008-10-22",5.73
"457","2008-10-23",5.51
"458","2008-10-24",5.36
"459","2008-10-27",4.75
"460","2008-10-28",5.28
"461","2008-10-29",5.23
"462","2008-10-30",5.4
"463","2008-10-31",5.46
"464","2008-11-03",5.39
"465","2008-11-04",5.4
"466","2008-11-05",5.27
"467","2008-11-06",4.95
"468","2008-11-07",5.09
"469","2008-11-10",4.86
"470","2008-11-11",4.67
"471","2008-11-12",4.26
"472","2008-11-13",4.68
"473","2008-11-14",4.4
"474","2008-11-17",4.55
"475","2008-11-18",4.71
"476","2008-11-19",4.7
"477","2008-11-20",4.04
"478","2008-11-21",4.15
"479","2008-11-24",4.5
"480","2008-11-25",4.35
"481","2008-11-26",4.37
"482","2008-11-28",4.3
"483","2008-12-01",3.72
"484","2008-12-02",3.95
"485","2008-12-03",4.39
"486","2008-12-04",4.15
"487","2008-12-05",4.2
"488","2008-12-08",4.56
"489","2008-12-09",3.97
"490","2008-12-10",4.05
"491","2008-12-11",3.93
"492","2008-12-12",4
"493","2008-12-15",3.83
"494","2008-12-16",3.86
"495","2008-12-17",3.87
"496","2008-12-18",3.78
"497","2008-12-19",3.78
"498","2008-12-22",3.61
"499","2008-12-23",3.58
"500","2008-12-24",3.5
"501","2008-12-26",3.59
"502","2008-12-29",3.68
"503","2008-12-30",3.79
"504","2008-12-31",3.97
"505","2009-01-02",4.19
"506","2009-01-05",4.29
"507","2009-01-06",4.76
"508","2009-01-07",4.71
"509","2009-01-08",4.49
"510","2009-01-09",4.23
"511","2009-01-12",3.81
"512","2009-01-13",3.79
"513","2009-01-14",3.55
"514","2009-01-15",3.75
"515","2009-01-16",3.68
"516","2009-01-20",3.44
"517","2009-01-21",3.61
"518","2009-01-22",3.4
"519","2009-01-23",3.24
"520","2009-01-26",3.47
"521","2009-01-27",3.66
"522","2009-01-28",3.87
"523","2009-01-29",3.71
"524","2009-01-30",3.62
"525","2009-02-02",3.38
"526","2009-02-03",3.38
"527","2009-02-04",3.53
"528","2009-02-05",3.7
"529","2009-02-06",3.75
"530","2009-02-09",3.79
"531","2009-02-10",3.69
"532","2009-02-11",3.78
"533","2009-02-12",3.65
"534","2009-02-13",3.7
"535","2009-02-17",3.5
"536","2009-02-18",3.5
"537","2009-02-19",3.28
"538","2009-02-20",3.33
"539","2009-02-23",3.15
"540","2009-02-24",3.44
"541","2009-02-25",3.37
"542","2009-02-26",3.49
"543","2009-02-27",3.36
"544","2009-03-02",3.02
"545","2009-03-03",2.85
"546","2009-03-04",2.77
"547","2009-03-05",2.52
"548","2009-03-06",2.43
"549","2009-03-09",2.41
"550","2009-03-10",2.65
"551","2009-03-11",2.73
"552","2009-03-12",3.03
"553","2009-03-13",3.22
"554","2009-03-16",3.17
"555","2009-03-17",3.28
"556","2009-03-18",3.67
"557","2009-03-19",4
"558","2009-03-20",3.67
"559","2009-03-23",4.1
"560","2009-03-24",3.97
"561","2009-03-25",4.15
"562","2009-03-26",4.38
"563","2009-03-27",4.25
"564","2009-03-30",3.88
"565","2009-03-31",3.81
"566","2009-04-01",3.84
"567","2009-04-02",4.09
"568","2009-04-03",4.35
"569","2009-04-06",4.44
"570","2009-04-07",4.09
"571","2009-04-08",4.19
"572","2009-04-09",4.63
"573","2009-04-13",4.64
"574","2009-04-14",4.23
"575","2009-04-15",4.14
"576","2009-04-16",4.23
"577","2009-04-17",3.93
"578","2009-04-20",3.7
"579","2009-04-21",4.14
"580","2009-04-22",4.13
"581","2009-04-23",3.95
"582","2009-04-24",4.03
"583","2009-04-27",3.88
"584","2009-04-28",3.91
"585","2009-04-29",4.35
"586","2009-04-30",4.5
"587","2009-05-01",4.68
"588","2009-05-04",5.17
"589","2009-05-05",4.75
"590","2009-05-06",5
"591","2009-05-07",5.3
"592","2009-05-08",5.52
"593","2009-05-11",5.39
"594","2009-05-12",5.54
"595","2009-05-13",5.04
"596","2009-05-14",5.17
"597","2009-05-15",5.01
"598","2009-05-18",5.32
"599","2009-05-19",5.2
"600","2009-05-20",5.21
"601","2009-05-21",5.13
"602","2009-05-22",4.96
"603","2009-05-26",5.08
"604","2009-05-27",5.14
"605","2009-05-28",5.09
"606","2009-05-29",5.09
"607","2009-06-01",5.8
"608","2009-06-02",6.42
"609","2009-06-03",5.25
"610","2009-06-04",5.36
"611","2009-06-05",5.49
"612","2009-06-08",5.36
"613","2009-06-09",5.09
"614","2009-06-10",5.09
"615","2009-06-11",5.61
"616","2009-06-12",5.58
"617","2009-06-15",5.6
"618","2009-06-16",5.5
"619","2009-06-17",5.32
"620","2009-06-18",5.47
"621","2009-06-19",5.45
"622","2009-06-22",5
"623","2009-06-23",5.21
"624","2009-06-24",5.16
"625","2009-06-25",5.31
"626","2009-06-26",4.95
"627","2009-06-29",5.12
"628","2009-06-30",5.19
"629","2009-07-01",5.31
"630","2009-07-02",5.19
"631","2009-07-06",4.97
"632","2009-07-07",4.92
"633","2009-07-08",4.78
"634","2009-07-09",4.77
"635","2009-07-10",4.67
"636","2009-07-13",4.71
"637","2009-07-14",4.86
"638","2009-07-15",4.87
"639","2009-07-16",4.82
"640","2009-07-17",4.8
"641","2009-07-20",4.69
"642","2009-07-21",4.64
"643","2009-07-22",4.59
"644","2009-07-23",4.65
"645","2009-07-24",4.65
"646","2009-07-27",4.5
"647","2009-07-28",4.45
"648","2009-07-29",4.44
"649","2009-07-30",4.4
"650","2009-07-31",4.47
"651","2009-08-03",4.75
"652","2009-08-04",4.64
"653","2009-08-05",4.6
"654","2009-08-06",4.42
"655","2009-08-07",4.45
"656","2009-08-10",4.51
"657","2009-08-11",4.38
"658","2009-08-12",4.48
"659","2009-08-13",4.56
"660","2009-08-14",4.63
"661","2009-08-17",4.8
"662","2009-08-18",4.95
"663","2009-08-19",5.2
"664","2009-08-20",5.26
"665","2009-08-21",5.42
"666","2009-08-24",5.24
"667","2009-08-25",5.37
"668","2009-08-26",5.21
"669","2009-08-27",5.27
"670","2009-08-28",5.32
"671","2009-08-31",5.33
"672","2009-09-01",5.4
"673","2009-09-02",5.26
"674","2009-09-03",5.39
"675","2009-09-04",5.31
"676","2009-09-08",5.33
"677","2009-09-09",5.58
"678","2009-09-10",5.93
"679","2009-09-11",6.27
"680","2009-09-14",6.22
"681","2009-09-15",6.17
"682","2009-09-16",6.25
"683","2009-09-17",6.09
"684","2009-09-18",6.08
"685","2009-09-21",5.98
"686","2009-09-22",6.23
"687","2009-09-23",6.04
"688","2009-09-24",6
"689","2009-09-25",5.98
"690","2009-09-28",5.99
"691","2009-09-29",6
"692","2009-09-30",6.2
"693","2009-10-01",6.16
"694","2009-10-02",6.25
"695","2009-10-05",6.3
"696","2009-10-06",6.41
"697","2009-10-07",6.6
"698","2009-10-08",6.79
"699","2009-10-09",6.76
"700","2009-10-12",6.97
"701","2009-10-13",6.89
"702","2009-10-14",7
"703","2009-10-15",7
"704","2009-10-16",7.09
"705","2009-10-19",7.05
"706","2009-10-20",6.75
"707","2009-10-21",6.88
"708","2009-10-22",7
"709","2009-10-23",7.58
"710","2009-10-26",7.98
"711","2009-10-27",7.83
"712","2009-10-28",7.15
"713","2009-10-29",7.23
"714","2009-10-30",7.25
"715","2009-11-02",7.28
"716","2009-11-03",7.22
"717","2009-11-04",7.3
"718","2009-11-05",7.36
"719","2009-11-06",7.32
"720","2009-11-09",7.4
"721","2009-11-10",7.5
"722","2009-11-11",7.48
"723","2009-11-12",7.25
"724","2009-11-13",7.26
"725","2009-11-16",7.33
"726","2009-11-17",7.42
"727","2009-11-18",7.26
"728","2009-11-19",7.26
"729","2009-11-20",7.12
"730","2009-11-23",7.15
"731","2009-11-24",7.12
"732","2009-11-25",7.12
"733","2009-11-27",7.1
"734","2009-11-30",7.13
"735","2009-12-01",7.12
"736","2009-12-02",7.05
"737","2009-12-03",6.92
"738","2009-12-04",7.03
"739","2009-12-07",7.14
"740","2009-12-08",7.07
"741","2009-12-09",7.25
"742","2009-12-10",7.25
"743","2009-12-11",7.27
"744","2009-12-14",7.37
"745","2009-12-15",7.41
"746","2009-12-16",7.61
"747","2009-12-17",7.5
"748","2009-12-18",7.74
"749","2009-12-21",7.65
"750","2009-12-22",7.54
"751","2009-12-23",7.56
"752","2009-12-24",7.64
"753","2009-12-28",7.56
"754","2009-12-29",7.25
"755","2009-12-30",7.05
"756","2009-12-31",7.37
"757","2010-01-04",7.69
"758","2010-01-05",7.72
"759","2010-01-06",7.79
"760","2010-01-07",7.96
"761","2010-01-08",7.74
"762","2010-01-11",7.73
"763","2010-01-12",7.53
"764","2010-01-13",7.77
"765","2010-01-14",7.99
"766","2010-01-15",7.9
"767","2010-01-19",7.89
"768","2010-01-20",7.62
"769","2010-01-21",7.51
"770","2010-01-22",7.68
"771","2010-01-25",7.56
"772","2010-01-26",7.51
"773","2010-01-27",7.46
"774","2010-01-28",7.43
"775","2010-01-29",7.4
"776","2010-02-01",7.79
"777","2010-02-02",7.72
"778","2010-02-03",7.9
"779","2010-02-04",7.46
"780","2010-02-05",7.38
"781","2010-02-08",7.37
"782","2010-02-09",7.38
"783","2010-02-10",7.58
"784","2010-02-11",7.67
"785","2010-02-12",7.54
"786","2010-02-16",8.14
"787","2010-02-17",7.81
"788","2010-02-18",7.95
"789","2010-02-19",8
"790","2010-02-22",8.04
"791","2010-02-23",7.68
"792","2010-02-24",7.78
"793","2010-02-25",7.67
"794","2010-02-26",7.81
"795","2010-03-01",7.72
"796","2010-03-02",7.84
"797","2010-03-03",7.88
"798","2010-03-04",7.97
"799","2010-03-05",7.82
"800","2010-03-08",7.71
"801","2010-03-09",7.9
"802","2010-03-10",7.86
"803","2010-03-11",7.88
"804","2010-03-12",7.76
"805","2010-03-15",7.8
"806","2010-03-16",7.88
"807","2010-03-17",7.96
"808","2010-03-18",7.89
"809","2010-03-19",7.83
"810","2010-03-22",7.89
"811","2010-03-23",7.68
"812","2010-03-24",7.7
"813","2010-03-25",7.67
"814","2010-03-26",7.46
"815","2010-03-29",7.3
"816","2010-03-30",7.19
"817","2010-03-31",7.23
"818","2010-04-01",7.14
"819","2010-04-05",7.43
"820","2010-04-06",7.48
"821","2010-04-07",7.64
"822","2010-04-08",7.41
"823","2010-04-09",7.22
"824","2010-04-12",6.99
"825","2010-04-13",6.92
"826","2010-04-14",7
"827","2010-04-15",7
"828","2010-04-16",7.01
"829","2010-04-19",7.04
"830","2010-04-20",7.13
"831","2010-04-21",7.16
"832","2010-04-22",7.46
"833","2010-04-23",7.48
"834","2010-04-26",7.49
"835","2010-04-27",7.32
"836","2010-04-28",7.27
"837","2010-04-29",7.41
"838","2010-04-30",7.31
"839","2010-05-03",7.46
"840","2010-05-04",7.42
"841","2010-05-05",7.36
"842","2010-05-06",7.4
"843","2010-05-07",7.3
"844","2010-05-10",7.47
"845","2010-05-11",7.44
"846","2010-05-12",7.44
"847","2010-05-13",7.45
"848","2010-05-14",7.38
"849","2010-05-17",6.9
"850","2010-05-18",6.91
"851","2010-05-19",7.13
"852","2010-05-20",6.9
"853","2010-05-21",6.63
"854","2010-05-24",6.51
"855","2010-05-25",6.45
"856","2010-05-26",6.35
"857","2010-05-27",6.4
"858","2010-05-28",6.21
"859","2010-06-01",6
"860","2010-06-02",6.05
"861","2010-06-03",6.07
"862","2010-06-04",6.12
"863","2010-06-07",6.07
"864","2010-06-08",5.66
"865","2010-06-09",6.18
"866","2010-06-10",6.4
"867","2010-06-11",6.4
"868","2010-06-14",6.45
"869","2010-06-15",6.6
"870","2010-06-16",6.85
"871","2010-06-17",6.74
"872","2010-06-18",6.9
"873","2010-06-21",6.86
"874","2010-06-22",7.05
"875","2010-06-23",6.96
"876","2010-06-24",6.94
"877","2010-06-25",6.98
"878","2010-06-28",7.09
"879","2010-06-29",6.9
"880","2010-06-30",6.77
"881","2010-07-01",6.5
"882","2010-07-02",6.58
"883","2010-07-06",6.55
"884","2010-07-07",6.28
"885","2010-07-08",6.21
"886","2010-07-09",6.18
"887","2010-07-12",6.12
"888","2010-07-13",6.19
"889","2010-07-14",6.03
"890","2010-07-15",6.28
"891","2010-07-16",6.46
"892","2010-07-19",6.67
"893","2010-07-20",6.57
"894","2010-07-21",6.26
"895","2010-07-22",6.96
"896","2010-07-23",6.68
"897","2010-07-26",7.01
"898","2010-07-27",7.2
"899","2010-07-28",7.22
"900","2010-07-29",7.41
"901","2010-07-30",7.35
"902","2010-08-02",7.37
"903","2010-08-03",7.33
"904","2010-08-04",7.17
"905","2010-08-05",7
"906","2010-08-06",6.69
"907","2010-08-09",6.73
"908","2010-08-10",6.58
"909","2010-08-11",6.5
"910","2010-08-12",6.34
"911","2010-08-13",6.35
"912","2010-08-16",6.42
"913","2010-08-17",6.55
"914","2010-08-18",6.51
"915","2010-08-19",6.64
"916","2010-08-20",6.68
"917","2010-08-23",6.82
"918","2010-08-24",6.37
"919","2010-08-25",6.49
"920","2010-08-26",6.55
"921","2010-08-27",6.49
"922","2010-08-30",6.34
"923","2010-08-31",6.5
"924","2010-09-01",6.48
"925","2010-09-02",6.34
"926","2010-09-03",6.39
"927","2010-09-07",6.42
"928","2010-09-08",6.75
"929","2010-09-09",6.77
"930","2010-09-10",6.79
"931","2010-09-13",6.99
"932","2010-09-14",6.99
"933","2010-09-15",7
"934","2010-09-16",7.09
"935","2010-09-17",7.3
"936","2010-09-20",7.25
"937","2010-09-21",7.26
"938","2010-09-22",7.3
"939","2010-09-23",7.25
"940","2010-09-24",7.34
"941","2010-09-27",7.35
"942","2010-09-28",7.28
"943","2010-09-29",7.37
"944","2010-09-30",7.37
"945","2010-10-01",7.4
"946","2010-10-04",7.49
"947","2010-10-05",7.43
"948","2010-10-06",7.51
"949","2010-10-07",7.56
"950","2010-10-08",7.72
"951","2010-10-11",7.66
"952","2010-10-12",7.69
"953","2010-10-13",7.77
"954","2010-10-14",7.76
"955","2010-10-15",7.93
"956","2010-10-18",8.06
"957","2010-10-19",8.46
"958","2010-10-20",8.48
"959","2010-10-21",8.54
"960","2010-10-22",8.48
"961","2010-10-25",8.53
"962","2010-10-26",8.44
"963","2010-10-27",8.5
"964","2010-10-28",8.56
"965","2010-10-29",8.65
"966","2010-11-01",8.7
"967","2010-11-02",8.79
"968","2010-11-03",8.8
"969","2010-11-04",8.8
"970","2010-11-05",8.94
"971","2010-11-08",8.99
"972","2010-11-09",8.88
"973","2010-11-10",8.83
"974","2010-11-11",8.9
"975","2010-11-12",8.68
"976","2010-11-15",8.61
"977","2010-11-16",8.53
"978","2010-11-17",8.72
"979","2010-11-18",8.89
"980","2010-11-19",9.17
"981","2010-11-22",9.3
"982","2010-11-23",9.42
"983","2010-11-24",9.38
"984","2010-11-26",9.4
"985","2010-11-29",9.21
"986","2010-11-30",9.5
"987","2010-12-01",9.28
"988","2010-12-02",8.9
"989","2010-12-03",8.94
"990","2010-12-06",9.21
"991","2010-12-07",9.18
"992","2010-12-08",10.15
"993","2010-12-09",10.21
