"","date","ISIG"
"194","2007-10-09",4.65
"195","2007-10-10",4.67
"196","2007-10-11",4.58
"197","2007-10-12",4.55
"198","2007-10-15",4.55
"199","2007-10-16",4.44
"200","2007-10-17",4.37
"201","2007-10-18",4.24
"202","2007-10-19",4.08
"203","2007-10-22",3.93
"204","2007-10-23",3.63
"205","2007-10-24",3.42
"206","2007-10-25",3.59
"207","2007-10-26",3.43
"208","2007-10-29",3.32
"209","2007-10-30",3.36
"210","2007-10-31",3.59
"211","2007-11-01",3.83
"212","2007-11-02",3.74
"213","2007-11-05",3.88
"214","2007-11-06",3.88
"215","2007-11-07",3.86
"216","2007-11-08",3.93
"217","2007-11-09",3.85
"218","2007-11-12",3.42
"219","2007-11-13",3.5
"220","2007-11-14",3.45
"221","2007-11-15",3.42
"222","2007-11-16",3.41
"223","2007-11-19",3.21
"224","2007-11-20",3.02
"225","2007-11-21",3
"226","2007-11-23",3.13
"227","2007-11-26",3.14
"228","2007-11-27",3.16
"229","2007-11-28",3.34
"230","2007-11-29",3.42
"231","2007-11-30",3.05
"232","2007-12-03",3.25
"233","2007-12-04",3.06
"234","2007-12-05",2.97
"235","2007-12-06",2.96
"236","2007-12-07",2.85
"237","2007-12-10",3.01
"238","2007-12-11",3.03
"239","2007-12-12",3.05
"240","2007-12-13",3.02
"241","2007-12-14",2.97
"242","2007-12-17",2.92
"243","2007-12-18",2.78
"244","2007-12-19",2.66
"245","2007-12-20",2.6
"246","2007-12-21",2.79
"247","2007-12-24",2.77
"248","2007-12-26",2.76
"249","2007-12-27",2.48
"250","2007-12-28",2.55
"251","2007-12-31",2.81
"252","2008-01-02",2.72
"253","2008-01-03",2.72
"254","2008-01-04",2.87
"255","2008-01-07",2.85
"256","2008-01-08",2.91
"257","2008-01-09",2.52
"258","2008-01-10",2.56
"259","2008-01-11",2.52
"260","2008-01-14",2.48
"261","2008-01-15",2.51
"262","2008-01-16",2.41
"263","2008-01-17",2.19
"264","2008-01-18",2.01
"265","2008-01-22",2.07
"266","2008-01-23",2.25
"267","2008-01-24",2.6
"268","2008-01-25",2.5
"269","2008-01-28",2.69
"270","2008-01-29",2.66
"271","2008-01-30",2.78
"272","2008-01-31",2.78
"273","2008-02-01",2.79
"274","2008-02-04",2.8
"275","2008-02-05",2.78
"276","2008-02-06",2.8
"277","2008-02-07",2.72
"278","2008-02-08",2.81
"279","2008-02-11",2.7
"280","2008-02-12",2.75
"281","2008-02-13",2.76
"282","2008-02-14",2.76
"283","2008-02-15",2.76
"284","2008-02-19",2.74
"285","2008-02-20",2.62
"286","2008-02-21",2.76
"287","2008-02-22",2.61
"288","2008-02-25",2.62
"289","2008-02-26",2.64
"290","2008-02-27",2.4
"291","2008-02-28",2.48
"292","2008-02-29",2.41
"293","2008-03-03",2.78
"294","2008-03-04",2.62
"295","2008-03-05",2.57
"296","2008-03-06",2.44
"297","2008-03-07",2.48
"298","2008-03-10",2.45
"299","2008-03-11",2.51
"300","2008-03-12",2.35
"301","2008-03-13",2.41
"302","2008-03-14",2.39
"303","2008-03-17",2.43
"304","2008-03-18",2.42
"305","2008-03-19",2.35
"306","2008-03-20",2.38
"307","2008-03-24",2.39
"308","2008-03-25",2.38
"309","2008-03-26",2.44
"310","2008-03-27",2.5
"311","2008-03-28",2.57
"312","2008-03-31",2.57
"313","2008-04-01",2.57
"314","2008-04-02",2.5
"315","2008-04-03",2.37
"316","2008-04-04",2.43
"317","2008-04-07",2.39
"318","2008-04-08",2.45
"319","2008-04-09",2.46
"320","2008-04-10",2.45
"321","2008-04-11",2.27
"322","2008-04-14",2.38
"323","2008-04-15",2.4
"324","2008-04-16",2.5
"325","2008-04-17",2.25
"326","2008-04-18",2.29
"327","2008-04-21",2.32
"328","2008-04-22",2.41
"329","2008-04-23",2.15
"330","2008-04-24",2.04
"331","2008-04-25",2.02
"332","2008-04-28",1.92
"333","2008-04-29",1.93
"334","2008-04-30",1.9
"335","2008-05-01",1.98
"336","2008-05-02",1.9
"337","2008-05-05",1.96
"338","2008-05-06",1.9
"339","2008-05-07",2
"340","2008-05-08",1.93
"341","2008-05-09",1.98
"342","2008-05-12",2.2
"343","2008-05-13",2.1
"344","2008-05-14",2.07
"345","2008-05-15",2.05
"346","2008-05-16",2.04
"347","2008-05-19",1.85
"348","2008-05-20",1.84
"349","2008-05-21",1.93
"350","2008-05-22",2.09
"351","2008-05-23",2.08
"352","2008-05-27",1.99
"353","2008-05-28",2.01
"354","2008-05-29",1.98
"355","2008-05-30",1.96
"356","2008-06-02",1.87
"357","2008-06-03",1.82
"358","2008-06-04",1.96
"359","2008-06-05",1.87
"360","2008-06-06",1.85
"361","2008-06-09",1.85
"362","2008-06-10",1.89
"363","2008-06-11",1.88
"364","2008-06-12",1.88
"365","2008-06-13",1.85
"366","2008-06-16",1.85
"367","2008-06-17",1.77
"368","2008-06-18",1.76
"369","2008-06-19",1.77
"370","2008-06-20",1.8
"371","2008-06-23",1.83
"372","2008-06-24",1.91
"373","2008-06-25",1.97
"374","2008-06-26",1.82
"375","2008-06-27",1.73
"376","2008-06-30",1.66
"377","2008-07-01",1.63
"378","2008-07-02",1.75
"379","2008-07-03",1.75
"380","2008-07-07",1.68
"381","2008-07-08",1.76
"382","2008-07-09",1.76
"383","2008-07-10",1.8
"384","2008-07-11",1.8
"385","2008-07-14",1.75
"386","2008-07-15",1.69
"387","2008-07-16",1.67
"388","2008-07-17",1.75
"389","2008-07-18",1.76
"390","2008-07-21",1.76
"391","2008-07-22",1.94
"392","2008-07-23",1.85
"393","2008-07-24",2.12
"394","2008-07-25",2.15
"395","2008-07-28",1.91
"396","2008-07-29",1.91
"397","2008-07-30",2.02
"398","2008-07-31",2.07
"399","2008-08-01",2.05
"400","2008-08-04",2.12
"401","2008-08-05",2.02
"402","2008-08-06",2
"403","2008-08-07",2
"404","2008-08-08",2
"405","2008-08-11",2.03
"406","2008-08-12",2.05
"407","2008-08-13",2.19
"408","2008-08-14",2.03
"409","2008-08-15",2.02
"410","2008-08-18",2.09
"411","2008-08-19",2.05
"412","2008-08-20",2.05
"413","2008-08-21",2.05
"414","2008-08-22",2.03
"415","2008-08-25",2
"416","2008-08-26",2.1
"417","2008-08-27",2
"418","2008-08-28",2.11
"419","2008-08-29",2.12
"420","2008-09-02",2
"421","2008-09-03",2
"422","2008-09-04",2.1
"423","2008-09-05",2.15
"424","2008-09-08",2.09
"425","2008-09-09",2
"426","2008-09-10",2
"427","2008-09-11",2.05
"428","2008-09-12",2.07
"429","2008-09-15",2.05
"430","2008-09-16",1.98
"431","2008-09-17",1.88
"432","2008-09-18",1.88
"433","2008-09-19",1.92
"434","2008-09-22",1.94
"435","2008-09-23",1.96
"436","2008-09-24",1.69
"437","2008-09-25",1.9
"438","2008-09-26",1.85
"439","2008-09-29",1.95
"440","2008-09-30",1.96
"441","2008-10-01",1.92
"442","2008-10-02",1.84
"443","2008-10-03",1.8
"444","2008-10-06",1.78
"445","2008-10-07",1.55
"446","2008-10-08",1.69
"447","2008-10-09",1.86
"448","2008-10-10",1.58
"449","2008-10-13",1.7
"450","2008-10-14",1.49
"451","2008-10-15",1.44
"452","2008-10-16",1.38
"453","2008-10-17",1.44
"454","2008-10-20",1.44
"455","2008-10-21",1.39
"456","2008-10-22",1.34
"457","2008-10-23",1.25
"458","2008-10-24",1.38
"459","2008-10-27",1.41
"460","2008-10-28",1.44
"461","2008-10-29",1.67
"462","2008-10-30",1.84
"463","2008-10-31",1.8
"464","2008-11-03",1.8
"465","2008-11-04",1.79
"466","2008-11-05",1.62
"467","2008-11-06",1.59
"468","2008-11-07",1.56
"469","2008-11-10",1.48
"470","2008-11-11",1.43
"471","2008-11-12",1.42
"472","2008-11-13",1.42
"473","2008-11-14",1.14
"474","2008-11-17",1.13
"475","2008-11-18",1.1
"476","2008-11-19",1.08
"477","2008-11-20",1
"478","2008-11-21",1
"479","2008-11-24",1.03
"480","2008-11-25",1.04
"481","2008-11-26",1.2
"482","2008-11-28",1.16
"483","2008-12-01",1
"484","2008-12-02",1.1
"485","2008-12-03",0.86
"486","2008-12-04",0.88
"487","2008-12-05",0.89
"488","2008-12-08",0.9
"489","2008-12-09",0.89
"490","2008-12-10",0.95
"491","2008-12-11",0.96
"492","2008-12-12",0.86
"493","2008-12-15",0.85
"494","2008-12-16",0.88
"495","2008-12-17",0.88
"496","2008-12-18",0.85
"497","2008-12-19",0.81
"498","2008-12-22",0.81
"499","2008-12-23",0.85
"500","2008-12-24",0.79
"501","2008-12-26",0.9
"502","2008-12-29",0.91
"503","2008-12-30",0.85
"504","2008-12-31",0.98
"505","2009-01-02",1.07
"506","2009-01-05",0.9
"507","2009-01-06",0.99
"508","2009-01-07",0.99
"509","2009-01-08",1.08
"510","2009-01-09",1.06
"511","2009-01-12",1.18
"512","2009-01-13",1.05
"513","2009-01-14",1.05
"514","2009-01-15",0.96
"515","2009-01-16",1
"516","2009-01-20",1.03
"517","2009-01-21",0.99
"518","2009-01-22",0.99
"519","2009-01-23",0.99
"520","2009-01-26",1.03
"521","2009-01-27",0.99
"522","2009-01-28",1.04
"523","2009-01-29",1.07
"524","2009-01-30",0.94
"525","2009-02-02",0.88
"526","2009-02-03",0.85
"527","2009-02-04",0.85
"528","2009-02-05",0.94
"529","2009-02-06",1.13
"530","2009-02-09",1.13
"531","2009-02-10",0.89
"532","2009-02-11",0.88
"533","2009-02-12",0.93
"534","2009-02-13",0.9
"535","2009-02-17",0.9
"536","2009-02-18",0.9
"537","2009-02-19",0.88
"538","2009-02-20",0.89
"539","2009-02-23",0.89
"540","2009-02-24",0.89
"541","2009-02-25",0.89
"542","2009-02-26",0.94
"543","2009-02-27",0.9
"544","2009-03-02",0.9
"545","2009-03-03",1.09
"546","2009-03-04",1.07
"547","2009-03-05",0.98
"548","2009-03-06",0.77
"549","2009-03-09",0.81
"550","2009-03-10",0.95
"551","2009-03-11",1.25
"552","2009-03-12",1.75
"553","2009-03-13",1.89
"554","2009-03-16",2.02
"555","2009-03-17",2
"556","2009-03-18",2.01
"557","2009-03-19",1.92
"558","2009-03-20",1.92
"559","2009-03-23",2.01
"560","2009-03-24",2
"561","2009-03-25",2.01
"562","2009-03-26",2.05
"563","2009-03-27",2.05
"564","2009-03-30",2
"565","2009-03-31",2
"566","2009-04-01",1.86
"567","2009-04-02",2
"568","2009-04-03",1.95
"569","2009-04-06",1.99
"570","2009-04-07",1.99
"571","2009-04-08",1.95
"572","2009-04-09",1.97
"573","2009-04-13",1.96
"574","2009-04-14",1.87
"575","2009-04-15",2
"576","2009-04-16",2.09
"577","2009-04-17",2.09
"578","2009-04-20",2.08
"579","2009-04-21",2.1
"580","2009-04-22",2.22
"581","2009-04-23",2.21
"582","2009-04-24",2.25
"583","2009-04-27",2.3
"584","2009-04-28",2.61
"585","2009-04-29",2.85
"586","2009-04-30",2.78
"587","2009-05-01",2.81
"588","2009-05-04",2.81
"589","2009-05-05",2.81
"590","2009-05-06",2.8
"591","2009-05-07",2.8
"592","2009-05-08",2.65
"593","2009-05-11",2.79
"594","2009-05-12",2.94
"595","2009-05-13",2.85
"596","2009-05-14",2.89
"597","2009-05-15",2.85
"598","2009-05-18",2.9
"599","2009-05-19",2.89
"600","2009-05-20",2.8
"601","2009-05-21",2.84
"602","2009-05-22",2.85
"603","2009-05-26",2.85
"604","2009-05-27",2.9
"605","2009-05-28",2.9
"606","2009-05-29",2.9
"607","2009-06-01",2.72
"608","2009-06-02",2.9
"609","2009-06-03",2.89
"610","2009-06-04",2.88
"611","2009-06-05",2.9
"612","2009-06-08",2.9
"613","2009-06-09",2.9
"614","2009-06-10",2.7
"615","2009-06-11",2.89
"616","2009-06-12",2.89
"617","2009-06-15",2.85
"618","2009-06-16",2.9
"619","2009-06-17",2.76
"620","2009-06-18",2.5
"621","2009-06-19",2.74
"622","2009-06-22",2.72
"623","2009-06-23",2.72
"624","2009-06-24",2.17
"625","2009-06-25",2.68
"626","2009-06-26",2.67
"627","2009-06-29",2.74
"628","2009-06-30",2.84
"629","2009-07-01",2.69
"630","2009-07-02",2.68
"631","2009-07-06",2.69
"632","2009-07-07",2.73
"633","2009-07-08",2.75
"634","2009-07-09",2.72
"635","2009-07-10",2.46
"636","2009-07-13",2.65
"637","2009-07-14",2.66
"638","2009-07-15",2.63
"639","2009-07-16",2.63
"640","2009-07-17",2.63
"641","2009-07-20",2.62
"642","2009-07-21",2.62
"643","2009-07-22",2.54
"644","2009-07-23",3.1
"645","2009-07-24",3
"646","2009-07-27",3
"647","2009-07-28",3
"648","2009-07-29",2.99
"649","2009-07-30",3.1
"650","2009-07-31",3.35
"651","2009-08-03",3.39
"652","2009-08-04",3.51
"653","2009-08-05",3.6
"654","2009-08-06",3.6
"655","2009-08-07",3.69
"656","2009-08-10",3.65
"657","2009-08-11",3.7
"658","2009-08-12",3.73
"659","2009-08-13",3.5
"660","2009-08-14",3.75
"661","2009-08-17",3.7
"662","2009-08-18",3.65
"663","2009-08-19",3.65
"664","2009-08-20",3.71
"665","2009-08-21",3.77
"666","2009-08-24",3.77
"667","2009-08-25",3.75
"668","2009-08-26",3.74
"669","2009-08-27",3.75
"670","2009-08-28",3.74
"671","2009-08-31",3.79
"672","2009-09-01",3.7
"673","2009-09-02",3.73
"674","2009-09-03",3.72
"675","2009-09-04",3.59
"676","2009-09-08",3.7
"677","2009-09-09",3.68
"678","2009-09-10",3.82
"679","2009-09-11",3.8
"680","2009-09-14",3.86
"681","2009-09-15",3.8
"682","2009-09-16",3.86
"683","2009-09-17",3.98
"684","2009-09-18",3.59
"685","2009-09-21",3.8
"686","2009-09-22",3.83
"687","2009-09-23",3.55
"688","2009-09-24",3.83
"689","2009-09-25",3.7
"690","2009-09-28",3.7
"691","2009-09-29",3.69
"692","2009-09-30",3.79
"693","2009-10-01",3.95
"694","2009-10-02",4.39
"695","2009-10-05",4.34
"696","2009-10-06",4.3
"697","2009-10-07",4.45
"698","2009-10-08",4.35
"699","2009-10-09",4.25
"700","2009-10-12",4.69
"701","2009-10-13",4.55
"702","2009-10-14",4.5
"703","2009-10-15",4.59
"704","2009-10-16",4.6
"705","2009-10-19",4.5
"706","2009-10-20",4.48
"707","2009-10-21",4.5
"708","2009-10-22",4.46
"709","2009-10-23",4.4
"710","2009-10-26",4.43
"711","2009-10-27",4.4
"712","2009-10-28",4.34
"713","2009-10-29",4.37
"714","2009-10-30",4.35
"715","2009-11-02",4.36
"716","2009-11-03",4.45
"717","2009-11-04",4.45
"718","2009-11-05",4.5
"719","2009-11-06",4.55
"720","2009-11-09",4.34
"721","2009-11-10",4.5
"722","2009-11-11",4.5
"723","2009-11-12",4.43
"724","2009-11-13",4.45
"725","2009-11-16",4.54
"726","2009-11-17",4.65
"727","2009-11-18",4.65
"728","2009-11-19",4.64
"729","2009-11-20",4.35
"730","2009-11-23",4.46
"731","2009-11-24",4.72
"732","2009-11-25",4.55
"733","2009-11-27",4.6
"734","2009-11-30",4.6
"735","2009-12-01",4.55
"736","2009-12-02",4.55
"737","2009-12-03",4.63
"738","2009-12-04",4.7
"739","2009-12-07",4.68
"740","2009-12-08",4.66
"741","2009-12-09",4.79
"742","2009-12-10",5.17
"743","2009-12-11",5.15
"744","2009-12-14",5.11
"745","2009-12-15",5.09
"746","2009-12-16",5.01
"747","2009-12-17",4.9
"748","2009-12-18",4.85
"749","2009-12-21",4.9
"750","2009-12-22",4.86
"751","2009-12-23",4.89
"752","2009-12-24",4.8
"753","2009-12-28",4.84
"754","2009-12-29",4.79
"755","2009-12-30",4.88
"756","2009-12-31",4.78
"757","2010-01-04",4.75
"758","2010-01-05",4.78
"759","2010-01-06",4.8
"760","2010-01-07",4.75
"761","2010-01-08",4.76
"762","2010-01-11",4.77
"763","2010-01-12",4.77
"764","2010-01-13",4.77
"765","2010-01-14",4.8
"766","2010-01-15",4.81
"767","2010-01-19",4.6
"768","2010-01-20",4.35
"769","2010-01-21",4.49
"770","2010-01-22",4.04
"771","2010-01-25",4.41
"772","2010-01-26",4.5
"773","2010-01-27",4.6
"774","2010-01-28",4.69
"775","2010-01-29",4.64
"776","2010-02-01",5.17
"777","2010-02-02",5.15
"778","2010-02-03",5.08
"779","2010-02-04",5.1
"780","2010-02-05",5.08
"781","2010-02-08",5.05
"782","2010-02-09",5.02
"783","2010-02-10",5.04
"784","2010-02-11",5.03
"785","2010-02-12",5.13
"786","2010-02-16",5.06
"787","2010-02-17",5
"788","2010-02-18",4.94
"789","2010-02-19",5.4
"790","2010-02-22",5.54
"791","2010-02-23",5.5
"792","2010-02-24",5.25
"793","2010-02-25",5.44
"794","2010-02-26",5.59
"795","2010-03-01",5.45
"796","2010-03-02",5.35
"797","2010-03-03",5.36
"798","2010-03-04",5.56
"799","2010-03-05",5.61
"800","2010-03-08",5.6
"801","2010-03-09",5.66
"802","2010-03-10",5.58
"803","2010-03-11",5.76
"804","2010-03-12",5.88
"805","2010-03-15",6
"806","2010-03-16",5.91
"807","2010-03-17",5.9
"808","2010-03-18",5.79
"809","2010-03-19",5.74
"810","2010-03-22",5.85
"811","2010-03-23",6.22
"812","2010-03-24",6.29
"813","2010-03-25",6.4
"814","2010-03-26",6.5
"815","2010-03-29",6.5
"816","2010-03-30",6.48
"817","2010-03-31",6.56
"818","2010-04-01",6.57
"819","2010-04-05",6.7
"820","2010-04-06",6.69
"821","2010-04-07",6.77
"822","2010-04-08",6.8
"823","2010-04-09",6.94
"824","2010-04-12",6.85
"825","2010-04-13",6.71
"826","2010-04-14",6.75
"827","2010-04-15",6.75
"828","2010-04-16",6.79
"829","2010-04-19",6.8
"830","2010-04-20",6.85
"831","2010-04-21",6.65
"832","2010-04-22",6.75
"833","2010-04-23",6.74
"834","2010-04-26",6.93
"835","2010-04-27",6.98
"836","2010-04-28",6.88
"837","2010-04-29",7.15
"838","2010-04-30",7.18
"839","2010-05-03",7.54
"840","2010-05-04",6.78
"841","2010-05-05",5.95
"842","2010-05-06",5.65
"843","2010-05-07",5.51
"844","2010-05-10",5.65
"845","2010-05-11",5.52
"846","2010-05-12",5.68
"847","2010-05-13",5.87
"848","2010-05-14",5.67
"849","2010-05-17",5.63
"850","2010-05-18",5.7
"851","2010-05-19",5.54
"852","2010-05-20",5.5
"853","2010-05-21",5.3
"854","2010-05-24",5.23
"855","2010-05-25",5.47
"856","2010-05-26",5.49
"857","2010-05-27",5.62
"858","2010-05-28",5.51
"859","2010-06-01",5.5
"860","2010-06-02",5.59
"861","2010-06-03",5.55
"862","2010-06-04",5.62
"863","2010-06-07",5.58
"864","2010-06-08",5.51
"865","2010-06-09",5.42
"866","2010-06-10",5.4
"867","2010-06-11",5.31
"868","2010-06-14",5.32
"869","2010-06-15",5.3
"870","2010-06-16",5.29
"871","2010-06-17",5.34
"872","2010-06-18",5.56
"873","2010-06-21",5.31
"874","2010-06-22",5.2
"875","2010-06-23",5.18
"876","2010-06-24",5.25
"877","2010-06-25",5.25
"878","2010-06-28",5.2
"879","2010-06-29",5.26
"880","2010-06-30",5.24
"881","2010-07-01",5.18
"882","2010-07-02",5.3
"883","2010-07-06",5.29
"884","2010-07-07",5.29
"885","2010-07-08",5.31
"886","2010-07-09",5.39
"887","2010-07-12",5.35
"888","2010-07-13",5.36
"889","2010-07-14",5.37
"890","2010-07-15",5.37
"891","2010-07-16",5.34
"892","2010-07-19",5.34
"893","2010-07-20",5.3
"894","2010-07-21",5.31
"895","2010-07-22",5.41
"896","2010-07-23",5.35
"897","2010-07-26",5.42
"898","2010-07-27",5.4
"899","2010-07-28",5.56
"900","2010-07-29",5.8
"901","2010-07-30",6.07
"902","2010-08-02",6.29
"903","2010-08-03",6.37
"904","2010-08-04",6.3
"905","2010-08-05",6.11
"906","2010-08-06",6
"907","2010-08-09",6.01
"908","2010-08-10",5.9
"909","2010-08-11",5.75
"910","2010-08-12",5.79
"911","2010-08-13",6.21
"912","2010-08-16",6.28
"913","2010-08-17",6.28
"914","2010-08-18",6.3
"915","2010-08-19",6.3
"916","2010-08-20",6.3
"917","2010-08-23",6.24
"918","2010-08-24",6.19
"919","2010-08-25",6.24
"920","2010-08-26",6.25
"921","2010-08-27",6.22
"922","2010-08-30",6.14
"923","2010-08-31",6.15
"924","2010-09-01",6.23
"925","2010-09-02",6.27
"926","2010-09-03",6.38
"927","2010-09-07",6.31
"928","2010-09-08",6.37
"929","2010-09-09",6.34
"930","2010-09-10",6.58
"931","2010-09-13",6.74
"932","2010-09-14",6.74
"933","2010-09-15",6.75
"934","2010-09-16",6.57
"935","2010-09-17",6.5
"936","2010-09-20",6.57
"937","2010-09-21",6.62
"938","2010-09-22",6.69
"939","2010-09-23",6.66
"940","2010-09-24",6.67
"941","2010-09-27",6.61
"942","2010-09-28",6.68
"943","2010-09-29",6.67
"944","2010-09-30",6.93
"945","2010-10-01",6.85
"946","2010-10-04",6.89
"947","2010-10-05",6.89
"948","2010-10-06",6.85
"949","2010-10-07",6.94
"950","2010-10-08",7.01
"951","2010-10-11",7.02
"952","2010-10-12",7.03
"953","2010-10-13",7.04
"954","2010-10-14",7.01
"955","2010-10-15",7.1
"956","2010-10-18",7.05
"957","2010-10-19",7.1
"958","2010-10-20",7.13
"959","2010-10-21",7.1
"960","2010-10-22",7.09
"961","2010-10-25",7.04
"962","2010-10-26",7.07
"963","2010-10-27",6.93
"964","2010-10-28",6.8
"965","2010-10-29",6.92
"966","2010-11-01",6.79
"967","2010-11-02",6.98
"968","2010-11-03",6.87
"969","2010-11-04",6.58
"970","2010-11-05",6.92
"971","2010-11-08",6.89
"972","2010-11-09",6.89
"973","2010-11-10",6.81
"974","2010-11-11",6.78
"975","2010-11-12",6.8
"976","2010-11-15",6.86
"977","2010-11-16",6.91
"978","2010-11-17",6.87
"979","2010-11-18",6.87
"980","2010-11-19",6.9
"981","2010-11-22",6.84
"982","2010-11-23",6.81
"983","2010-11-24",6.84
"984","2010-11-26",6.85
"985","2010-11-29",6.9
"986","2010-11-30",7.04
"987","2010-12-01",6.98
"988","2010-12-02",7.08
"989","2010-12-03",7
"990","2010-12-06",6.98
"991","2010-12-07",6.9
"992","2010-12-08",7.02
"993","2010-12-09",7
"994","2010-12-10",6.71
"995","2010-12-13",6.6
"996","2010-12-14",6.77
"997","2010-12-15",6.69
"998","2010-12-16",6.7
"999","2010-12-17",6.46
"1000","2010-12-20",6.52
"1001","2010-12-21",6.66
"1002","2010-12-22",7
"1003","2010-12-23",6.84
