"","date","QLYS"
"139","2013-04-22",11.4
"140","2013-04-23",11.4
"141","2013-04-24",11.19
"142","2013-04-25",11.02
"143","2013-04-26",10.88
"144","2013-04-29",11
"145","2013-04-30",11
"146","2013-05-01",10.77
"147","2013-05-02",10.77
"148","2013-05-03",10.78
"149","2013-05-06",10.79
"150","2013-05-07",10.93
"151","2013-05-08",10.75
"152","2013-05-09",11.37
"153","2013-05-10",11.26
"154","2013-05-13",12.94
"155","2013-05-14",12.81
"156","2013-05-15",13.25
"157","2013-05-16",13.85
"158","2013-05-17",13.66
"159","2013-05-20",13.43
"160","2013-05-21",13.61
"161","2013-05-22",14.08
"162","2013-05-23",14.48
"163","2013-05-24",14.21
"164","2013-05-28",14.18
"165","2013-05-29",13.93
"166","2013-05-30",14.21
"167","2013-05-31",14
"168","2013-06-03",13.86
"169","2013-06-04",13.5
"170","2013-06-05",13.55
"171","2013-06-06",13.98
"172","2013-06-07",14.53
"173","2013-06-10",15.06
"174","2013-06-11",14.86
"175","2013-06-12",14.7
"176","2013-06-13",14.56
"177","2013-06-14",14.41
"178","2013-06-17",14.9
"179","2013-06-18",14.85
"180","2013-06-19",14.97
"181","2013-06-20",15.1
"182","2013-06-21",15.17
"183","2013-06-24",15.67
"184","2013-06-25",16.16
"185","2013-06-26",15.4
"186","2013-06-27",15.77
"187","2013-06-28",16.120001
"188","2013-07-01",15.77
"189","2013-07-02",16.040001
"190","2013-07-03",16.030001
"191","2013-07-05",16.370001
"192","2013-07-08",16.440001
"193","2013-07-09",16.370001
"194","2013-07-10",16.860001
"195","2013-07-11",16.370001
"196","2013-07-12",16.01
"197","2013-07-15",16.17
"198","2013-07-16",15.8
"199","2013-07-17",16.040001
"200","2013-07-18",15.66
"201","2013-07-19",15.52
"202","2013-07-22",15.86
"203","2013-07-23",15.97
"204","2013-07-24",15.83
"205","2013-07-25",16.01
"206","2013-07-26",16.01
"207","2013-07-29",15.91
"208","2013-07-30",16.110001
"209","2013-07-31",16
"210","2013-08-01",16.68
"211","2013-08-02",16.9
"212","2013-08-05",17.629999
"213","2013-08-06",19.15
"214","2013-08-07",18.110001
"215","2013-08-08",18.219999
"216","2013-08-09",18.049999
"217","2013-08-12",18.43
"218","2013-08-13",18.48
"219","2013-08-14",19.08
"220","2013-08-15",18.370001
"221","2013-08-16",18.559999
"222","2013-08-19",18.469999
"223","2013-08-20",18.870001
"224","2013-08-21",18.860001
"225","2013-08-22",19.07
"226","2013-08-23",19.85
"227","2013-08-26",20.219999
"228","2013-08-27",19.75
"229","2013-08-28",19.799999
"230","2013-08-29",19.76
"231","2013-08-30",19.99
"232","2013-09-03",20.379999
"233","2013-09-04",21.1
"234","2013-09-05",20.950001
"235","2013-09-06",21.219999
"236","2013-09-09",21.52
"237","2013-09-10",22.77
"238","2013-09-11",22.379999
"239","2013-09-12",20.719999
"240","2013-09-13",21.33
"241","2013-09-16",21.16
"242","2013-09-17",21.83
"243","2013-09-18",22.73
"244","2013-09-19",22.98
"245","2013-09-20",22.299999
"246","2013-09-23",22.85
"247","2013-09-24",21.940001
"248","2013-09-25",21.629999
"249","2013-09-26",21.9
"250","2013-09-27",21.889999
"251","2013-09-30",21.389999
"252","2013-10-01",21.16
"253","2013-10-02",21.07
"254","2013-10-03",21.25
"255","2013-10-04",21.23
"256","2013-10-07",21.02
"257","2013-10-08",21.059999
"258","2013-10-09",21.02
"259","2013-10-10",21.780001
"260","2013-10-11",21.790001
"261","2013-10-14",22.110001
"262","2013-10-15",21.200001
"263","2013-10-16",21.35
"264","2013-10-17",22.84
"265","2013-10-18",22.139999
"266","2013-10-21",22.74
"267","2013-10-22",21.610001
"268","2013-10-23",20
"269","2013-10-24",20.4
"270","2013-10-25",21
"271","2013-10-28",21.120001
"272","2013-10-29",21.200001
"273","2013-10-30",20.48
"274","2013-10-31",20.799999
"275","2013-11-01",20.83
"276","2013-11-04",21.700001
"277","2013-11-05",21.370001
"278","2013-11-06",21.59
"279","2013-11-07",21.48
"280","2013-11-08",20.639999
"281","2013-11-11",20.620001
"282","2013-11-12",20.17
"283","2013-11-13",21
"284","2013-11-14",20.629999
"285","2013-11-15",21.219999
"286","2013-11-18",21.280001
"287","2013-11-19",21.27
"288","2013-11-20",21.309999
"289","2013-11-21",22.309999
"290","2013-11-22",23.700001
"291","2013-11-25",23.809999
"292","2013-11-26",24.73
"293","2013-11-27",24.809999
"294","2013-11-29",24.719999
"295","2013-12-02",24.27
"296","2013-12-03",23.950001
"297","2013-12-04",24.33
"298","2013-12-05",24.209999
"299","2013-12-06",23.790001
"300","2013-12-09",23.58
"301","2013-12-10",23.24
"302","2013-12-11",22.5
"303","2013-12-12",22.26
"304","2013-12-13",22.370001
"305","2013-12-16",23.219999
"306","2013-12-17",23.309999
"307","2013-12-18",23.82
"308","2013-12-19",23.879999
"309","2013-12-20",23.9
"310","2013-12-23",23.799999
"311","2013-12-24",23.92
"312","2013-12-26",22.74
"313","2013-12-27",23.389999
"314","2013-12-30",23.200001
"315","2013-12-31",23.110001
"316","2014-01-02",23.17
"317","2014-01-03",24.75
"318","2014-01-06",25.690001
"319","2014-01-07",26.67
"320","2014-01-08",25.32
"321","2014-01-09",25.25
"322","2014-01-10",26.030001
"323","2014-01-13",25.41
"324","2014-01-14",27.049999
"325","2014-01-15",28.389999
"326","2014-01-16",28.870001
"327","2014-01-17",28.51
"328","2014-01-21",28.389999
"329","2014-01-22",28.85
"330","2014-01-23",29.15
"331","2014-01-24",28.48
"332","2014-01-27",26.879999
"333","2014-01-28",26.77
"334","2014-01-29",26.120001
"335","2014-01-30",27.709999
"336","2014-01-31",28.98
"337","2014-02-03",27.639999
"338","2014-02-04",27.51
"339","2014-02-05",27.26
"340","2014-02-06",26.860001
"341","2014-02-07",28.389999
"342","2014-02-10",28.690001
"343","2014-02-11",28.9
"344","2014-02-12",27.08
"345","2014-02-13",27.24
"346","2014-02-14",26.9
"347","2014-02-18",26.780001
"348","2014-02-19",26.41
"349","2014-02-20",26.65
"350","2014-02-21",26.540001
"351","2014-02-24",26.49
"352","2014-02-25",26.379999
"353","2014-02-26",26.92
"354","2014-02-27",27.59
"355","2014-02-28",27.110001
"356","2014-03-03",27.57
"357","2014-03-04",27.93
"358","2014-03-05",28
"359","2014-03-06",27.83
"360","2014-03-07",27.459999
"361","2014-03-10",27.299999
"362","2014-03-11",26.83
"363","2014-03-12",27.469999
"364","2014-03-13",27.370001
"365","2014-03-14",27.43
"366","2014-03-17",27.65
"367","2014-03-18",28
"368","2014-03-19",27.309999
"369","2014-03-20",27.6
"370","2014-03-21",26.870001
"371","2014-03-24",25.030001
"372","2014-03-25",25.08
"373","2014-03-26",24.68
"374","2014-03-27",24.32
"375","2014-03-28",24.99
"376","2014-03-31",25.43
"377","2014-04-01",26.42
"378","2014-04-02",26.24
"379","2014-04-03",25.1
"380","2014-04-04",24.309999
"381","2014-04-07",22.950001
"382","2014-04-08",23.33
"383","2014-04-09",23.25
"384","2014-04-10",20.870001
"385","2014-04-11",21.360001
"386","2014-04-14",21.93
"387","2014-04-15",20.99
"388","2014-04-16",20.469999
"389","2014-04-17",21.040001
"390","2014-04-21",21.43
"391","2014-04-22",21.629999
"392","2014-04-23",21.33
"393","2014-04-24",21.33
"394","2014-04-25",19.719999
"395","2014-04-28",18.809999
"396","2014-04-29",18.559999
"397","2014-04-30",19.290001
"398","2014-05-01",18.59
"399","2014-05-02",19.26
"400","2014-05-05",19.110001
"401","2014-05-06",20.9
"402","2014-05-07",20.120001
"403","2014-05-08",19.780001
"404","2014-05-09",20.469999
"405","2014-05-12",21.629999
"406","2014-05-13",22.530001
"407","2014-05-14",22
"408","2014-05-15",21.040001
"409","2014-05-16",21.219999
"410","2014-05-19",21.690001
"411","2014-05-20",21.4
"412","2014-05-21",22.040001
"413","2014-05-22",23.07
"414","2014-05-23",23.99
"415","2014-05-27",25.040001
"416","2014-05-28",24.83
"417","2014-05-29",24.700001
"418","2014-05-30",23.639999
"419","2014-06-02",22.879999
"420","2014-06-03",22.290001
"421","2014-06-04",22.309999
"422","2014-06-05",22.99
"423","2014-06-06",23.110001
"424","2014-06-09",23.59
"425","2014-06-10",23.950001
"426","2014-06-11",23.809999
"427","2014-06-12",23.82
"428","2014-06-13",24.299999
"429","2014-06-16",25.32
"430","2014-06-17",25.75
"431","2014-06-18",25.92
"432","2014-06-19",25.5
"433","2014-06-20",25.84
"434","2014-06-23",24.799999
"435","2014-06-24",24.73
"436","2014-06-25",26.17
"437","2014-06-26",26.370001
"438","2014-06-27",26.1
"439","2014-06-30",25.67
"440","2014-07-01",26.030001
"441","2014-07-02",25.860001
"442","2014-07-03",26.01
"443","2014-07-07",25.530001
"444","2014-07-08",24.5
"445","2014-07-09",24.639999
"446","2014-07-10",24.66
"447","2014-07-11",24.799999
"448","2014-07-14",25.99
"449","2014-07-15",24.75
"450","2014-07-16",24.16
"451","2014-07-17",23.42
"452","2014-07-18",24.02
"453","2014-07-21",23.969999
"454","2014-07-22",24.549999
"455","2014-07-23",25.15
"456","2014-07-24",24.709999
"457","2014-07-25",24.540001
"458","2014-07-28",24.610001
"459","2014-07-29",25.07
"460","2014-07-30",25.530001
"461","2014-07-31",23.889999
"462","2014-08-01",23.51
"463","2014-08-04",25.34
"464","2014-08-05",29.09
"465","2014-08-06",26.639999
"466","2014-08-07",26.58
"467","2014-08-08",26.540001
"468","2014-08-11",27.57
"469","2014-08-12",27.389999
"470","2014-08-13",27.209999
"471","2014-08-14",25.82
"472","2014-08-15",25.83
"473","2014-08-18",26.059999
"474","2014-08-19",25.389999
"475","2014-08-20",24.92
"476","2014-08-21",24.889999
"477","2014-08-22",24.92
"478","2014-08-25",24.73
"479","2014-08-26",25.08
"480","2014-08-27",24.49
"481","2014-08-28",23.92
"482","2014-08-29",24.299999
"483","2014-09-02",25.41
"484","2014-09-03",25.33
"485","2014-09-04",24.620001
"486","2014-09-05",24.389999
"487","2014-09-08",24.91
"488","2014-09-09",24.049999
"489","2014-09-10",24.629999
"490","2014-09-11",24.719999
"491","2014-09-12",24.91
"492","2014-09-15",24.33
"493","2014-09-16",24.73
"494","2014-09-17",24.889999
"495","2014-09-18",24.950001
"496","2014-09-19",24.67
"497","2014-09-22",24.83
"498","2014-09-23",25.059999
"499","2014-09-24",25.9
"500","2014-09-25",25.73
"501","2014-09-26",26.1
"502","2014-09-29",26.16
"503","2014-09-30",26.6
"504","2014-10-01",26.120001
"505","2014-10-02",27.49
"506","2014-10-03",28.379999
"507","2014-10-06",28.200001
"508","2014-10-07",28.219999
"509","2014-10-08",28.52
"510","2014-10-09",28.34
"511","2014-10-10",28.549999
"512","2014-10-13",28.370001
"513","2014-10-14",28.59
"514","2014-10-15",30.049999
"515","2014-10-16",28.889999
"516","2014-10-17",27.99
"517","2014-10-20",27.77
"518","2014-10-21",27.799999
"519","2014-10-22",27.700001
"520","2014-10-23",28.370001
"521","2014-10-24",28.33
"522","2014-10-27",28.43
"523","2014-10-28",30.07
"524","2014-10-29",29.559999
"525","2014-10-30",30.58
"526","2014-10-31",32.080002
"527","2014-11-03",32.68
"528","2014-11-04",34.799999
"529","2014-11-05",34.189999
"530","2014-11-06",34.82
"531","2014-11-07",34.48
"532","2014-11-10",36
"533","2014-11-11",35.77
"534","2014-11-12",35.990002
"535","2014-11-13",35.669998
"536","2014-11-14",36.630001
"537","2014-11-17",34.889999
"538","2014-11-18",34.810001
"539","2014-11-19",33.299999
"540","2014-11-20",33.52
"541","2014-11-21",33.299999
"542","2014-11-24",34.099998
"543","2014-11-25",34.57
"544","2014-11-26",34.970001
"545","2014-11-28",35.490002
"546","2014-12-01",34.349998
"547","2014-12-02",35.860001
"548","2014-12-03",36.470001
"549","2014-12-04",35.799999
"550","2014-12-05",36.560001
"551","2014-12-08",35.639999
"552","2014-12-09",36.200001
"553","2014-12-10",36.860001
"554","2014-12-11",37.509998
"555","2014-12-12",37.349998
"556","2014-12-15",35.790001
"557","2014-12-16",35.279999
"558","2014-12-17",36.07
"559","2014-12-18",37.09
"560","2014-12-19",39.310001
"561","2014-12-22",39.07
"562","2014-12-23",38.939999
"563","2014-12-24",38.889999
"564","2014-12-26",40.169998
"565","2014-12-29",38.610001
"566","2014-12-30",37.41
"567","2014-12-31",37.75
"568","2015-01-02",37.310001
"569","2015-01-05",36.970001
"570","2015-01-06",35.669998
"571","2015-01-07",36.950001
"572","2015-01-08",38.110001
"573","2015-01-09",36.82
"574","2015-01-12",36.619999
"575","2015-01-13",37.080002
"576","2015-01-14",36.740002
"577","2015-01-15",36.040001
"578","2015-01-16",37.59
"579","2015-01-20",39.049999
"580","2015-01-21",38.82
"581","2015-01-22",39.32
"582","2015-01-23",39.650002
"583","2015-01-26",38.68
"584","2015-01-27",38.43
"585","2015-01-28",38.52
"586","2015-01-29",39.09
"587","2015-01-30",38.02
"588","2015-02-02",37.959999
"589","2015-02-03",37.560001
"590","2015-02-04",38.720001
"591","2015-02-05",40.889999
"592","2015-02-06",40.349998
"593","2015-02-09",40.849998
"594","2015-02-10",46.939999
"595","2015-02-11",45.849998
"596","2015-02-12",46.490002
"597","2015-02-13",47.950001
"598","2015-02-17",46.310001
"599","2015-02-18",45.400002
"600","2015-02-19",46.66
"601","2015-02-20",47.889999
"602","2015-02-23",48.02
"603","2015-02-24",48.450001
"604","2015-02-25",47.779999
"605","2015-02-26",47.299999
"606","2015-02-27",46.029999
"607","2015-03-02",47.509998
"608","2015-03-03",47.27
"609","2015-03-04",47.48
"610","2015-03-05",49.740002
"611","2015-03-06",47.450001
"612","2015-03-09",45.400002
"613","2015-03-10",43.849998
"614","2015-03-11",43.849998
"615","2015-03-12",43.990002
"616","2015-03-13",43.540001
"617","2015-03-16",44.66
"618","2015-03-17",46.57
"619","2015-03-18",47.279999
"620","2015-03-19",46.650002
"621","2015-03-20",46.400002
"622","2015-03-23",45.169998
"623","2015-03-24",44.43
"624","2015-03-25",42.970001
"625","2015-03-26",44.959999
"626","2015-03-27",45.34
"627","2015-03-30",46.700001
"628","2015-03-31",46.48
"629","2015-04-01",47.049999
"630","2015-04-02",47.27
"631","2015-04-06",48.330002
"632","2015-04-07",49.080002
"633","2015-04-08",52.43
"634","2015-04-09",51.880001
"635","2015-04-10",54.07
"636","2015-04-13",51.119999
"637","2015-04-14",50.580002
"638","2015-04-15",51.73
"639","2015-04-16",51.41
"640","2015-04-17",50.27
"641","2015-04-20",50.869999
"642","2015-04-21",53.150002
"643","2015-04-22",52.380001
"644","2015-04-23",53.700001
"645","2015-04-24",53.049999
"646","2015-04-27",52.82
"647","2015-04-28",52.700001
"648","2015-04-29",52.09
"649","2015-04-30",49.52
"650","2015-05-01",52.139999
"651","2015-05-04",55.080002
"652","2015-05-05",37.029999
"653","2015-05-06",37.740002
"654","2015-05-07",37.07
"655","2015-05-08",36.98
"656","2015-05-11",37.139999
"657","2015-05-12",37.91
"658","2015-05-13",37.630001
"659","2015-05-14",38.529999
"660","2015-05-15",38.610001
"661","2015-05-18",40.080002
"662","2015-05-19",39.959999
"663","2015-05-20",40.169998
"664","2015-05-21",40.09
"665","2015-05-22",39.360001
"666","2015-05-26",39.75
"667","2015-05-27",39.860001
"668","2015-05-28",40.139999
"669","2015-05-29",40.720001
"670","2015-06-01",40.41
"671","2015-06-02",39.810001
"672","2015-06-03",41.330002
"673","2015-06-04",40.68
"674","2015-06-05",42.389999
"675","2015-06-08",41.439999
"676","2015-06-09",42.200001
"677","2015-06-10",42.639999
"678","2015-06-11",41.959999
"679","2015-06-12",41.810001
"680","2015-06-15",43.790001
"681","2015-06-16",44.790001
"682","2015-06-17",45.389999
"683","2015-06-18",47.349998
"684","2015-06-19",47.639999
"685","2015-06-22",46.5
"686","2015-06-23",46.900002
"687","2015-06-24",42.970001
"688","2015-06-25",44
"689","2015-06-26",41.59
"690","2015-06-29",39.619999
"691","2015-06-30",40.349998
"692","2015-07-01",40.040001
"693","2015-07-02",38.57
"694","2015-07-06",38.310001
"695","2015-07-07",37.48
"696","2015-07-08",36.5
"697","2015-07-09",37.549999
"698","2015-07-10",37.220001
"699","2015-07-13",36.080002
"700","2015-07-14",37.610001
"701","2015-07-15",36.73
"702","2015-07-16",37.169998
"703","2015-07-17",37.009998
"704","2015-07-20",36.73
"705","2015-07-21",37.599998
"706","2015-07-22",36.889999
"707","2015-07-23",39.029999
"708","2015-07-24",38.959999
"709","2015-07-27",37.130001
"710","2015-07-28",37.130001
"711","2015-07-29",37.529999
"712","2015-07-30",37.279999
"713","2015-07-31",36.959999
"714","2015-08-03",36.369999
"715","2015-08-04",38.790001
"716","2015-08-05",38.59
"717","2015-08-06",33.25
"718","2015-08-07",33.490002
"719","2015-08-10",33.889999
"720","2015-08-11",33.119999
"721","2015-08-12",32.150002
"722","2015-08-13",32.529999
"723","2015-08-14",31.870001
"724","2015-08-17",33.169998
"725","2015-08-18",33.02
"726","2015-08-19",32.790001
"727","2015-08-20",31.559999
"728","2015-08-21",29.620001
"729","2015-08-24",28.190001
"730","2015-08-25",28.32
"731","2015-08-26",29.42
"732","2015-08-27",29.41
"733","2015-08-28",30
"734","2015-08-31",29.059999
"735","2015-09-01",27.879999
"736","2015-09-02",28.82
"737","2015-09-03",28.809999
"738","2015-09-04",29.59
"739","2015-09-08",30.450001
"740","2015-09-09",30.5
"741","2015-09-10",31.030001
"742","2015-09-11",31.25
"743","2015-09-14",31.51
"744","2015-09-15",31.91
"745","2015-09-16",32.91
"746","2015-09-17",33.139999
"747","2015-09-18",32.900002
"748","2015-09-21",32.389999
"749","2015-09-22",31.709999
"750","2015-09-23",31.610001
"751","2015-09-24",31.059999
"752","2015-09-25",29.76
"753","2015-09-28",28.48
"754","2015-09-29",28.559999
"755","2015-09-30",28.459999
"756","2015-10-01",29.6
"757","2015-10-02",30.23
"758","2015-10-05",30.450001
"759","2015-10-06",30.58
"760","2015-10-07",31.059999
"761","2015-10-08",33.099998
"762","2015-10-09",32.919998
"763","2015-10-12",32.970001
"764","2015-10-13",33.189999
"765","2015-10-14",32.419998
"766","2015-10-15",33.700001
"767","2015-10-16",34.41
"768","2015-10-19",34.950001
"769","2015-10-20",34.650002
"770","2015-10-21",33.529999
"771","2015-10-22",35.209999
"772","2015-10-23",34.98
"773","2015-10-26",34.860001
"774","2015-10-27",34.799999
"775","2015-10-28",36.110001
"776","2015-10-29",34.970001
"777","2015-10-30",35.32
"778","2015-11-02",35.889999
"779","2015-11-03",35.560001
"780","2015-11-04",36.540001
"781","2015-11-05",36.369999
"782","2015-11-06",37.470001
"783","2015-11-09",37.27
"784","2015-11-10",36.380001
"785","2015-11-11",36.650002
"786","2015-11-12",37.57
"787","2015-11-13",35.950001
"788","2015-11-16",36.110001
"789","2015-11-17",36
"790","2015-11-18",36.73
"791","2015-11-19",37.93
"792","2015-11-20",38.959999
"793","2015-11-23",37.610001
"794","2015-11-24",38.869999
"795","2015-11-25",38.700001
"796","2015-11-27",38.509998
"797","2015-11-30",38.459999
"798","2015-12-01",38.580002
"799","2015-12-02",39
"800","2015-12-03",37.880001
"801","2015-12-04",39.27
"802","2015-12-07",37.880001
"803","2015-12-08",38.459999
"804","2015-12-09",37.759998
"805","2015-12-10",36.119999
"806","2015-12-11",35.279999
"807","2015-12-14",35.41
"808","2015-12-15",35.5
"809","2015-12-16",35.07
"810","2015-12-17",34.119999
"811","2015-12-18",32.310001
"812","2015-12-21",32.810001
"813","2015-12-22",32.889999
"814","2015-12-23",32.950001
"815","2015-12-24",33.41
"816","2015-12-28",33.560001
"817","2015-12-29",34.470001
"818","2015-12-30",33.709999
"819","2015-12-31",33.09
"820","2016-01-04",31.99
"821","2016-01-05",31.82
"822","2016-01-06",30.940001
"823","2016-01-07",29.17
"824","2016-01-08",28.66
"825","2016-01-11",29.299999
"826","2016-01-12",30.110001
"827","2016-01-13",28.809999
"828","2016-01-14",30.049999
"829","2016-01-15",29.370001
"830","2016-01-19",28
"831","2016-01-20",28.370001
"832","2016-01-21",28.389999
"833","2016-01-22",29.66
"834","2016-01-25",29.4
"835","2016-01-26",29.290001
"836","2016-01-27",27.92
"837","2016-01-28",25.9
"838","2016-01-29",25.99
"839","2016-02-01",26.85
"840","2016-02-02",26.389999
"841","2016-02-03",25.440001
"842","2016-02-04",25.17
"843","2016-02-05",23.969999
"844","2016-02-08",22.51
"845","2016-02-09",17.360001
"846","2016-02-10",19.99
"847","2016-02-11",20.83
"848","2016-02-12",20.74
"849","2016-02-16",22
"850","2016-02-17",22.940001
"851","2016-02-18",22.67
"852","2016-02-19",23.040001
"853","2016-02-22",23.34
"854","2016-02-23",23.200001
"855","2016-02-24",23.940001
"856","2016-02-25",24.23
"857","2016-02-26",25.110001
"858","2016-02-29",24.969999
"859","2016-03-01",26.57
"860","2016-03-02",26.719999
"861","2016-03-03",26.6
"862","2016-03-04",26.35
"863","2016-03-07",26.01
"864","2016-03-08",25.440001
"865","2016-03-09",25.540001
"866","2016-03-10",24.26
"867","2016-03-11",25.389999
"868","2016-03-14",25.59
"869","2016-03-15",25
"870","2016-03-16",25.74
"871","2016-03-17",26.190001
"872","2016-03-18",26.68
"873","2016-03-21",25.85
"874","2016-03-22",25.879999
"875","2016-03-23",24.83
"876","2016-03-24",25.110001
"877","2016-03-28",24.67
"878","2016-03-29",25.17
"879","2016-03-30",25.09
"880","2016-03-31",25.309999
"881","2016-04-01",25.76
"882","2016-04-04",26.01
"883","2016-04-05",25.459999
"884","2016-04-06",26.1
"885","2016-04-07",25.209999
"886","2016-04-08",24.98
"887","2016-04-11",24.530001
"888","2016-04-12",24.15
"889","2016-04-13",25
"890","2016-04-14",24.709999
"891","2016-04-15",24.780001
"892","2016-04-18",25.43
"893","2016-04-19",24.389999
"894","2016-04-20",24.74
"895","2016-04-21",24.940001
"896","2016-04-22",24.84
"897","2016-04-25",25.1
"898","2016-04-26",25.209999
"899","2016-04-27",25.370001
"900","2016-04-28",25.559999
"901","2016-04-29",25.18
"902","2016-05-02",25.99
"903","2016-05-03",25.709999
"904","2016-05-04",26.049999
"905","2016-05-05",25.85
"906","2016-05-06",25.76
"907","2016-05-09",25.85
"908","2016-05-10",26.049999
"909","2016-05-11",25.93
"910","2016-05-12",26.5
"911","2016-05-13",26.620001
"912","2016-05-16",27.43
"913","2016-05-17",27.139999
"914","2016-05-18",27.629999
"915","2016-05-19",27.83
"916","2016-05-20",29.110001
"917","2016-05-23",29.65
"918","2016-05-24",29.969999
"919","2016-05-25",30.540001
"920","2016-05-26",30.76
"921","2016-05-27",30.82
"922","2016-05-31",31.190001
"923","2016-06-01",31.440001
"924","2016-06-02",32.130001
"925","2016-06-03",32.200001
"926","2016-06-06",32.139999
"927","2016-06-07",32.400002
"928","2016-06-08",32.32
"929","2016-06-09",32.099998
"930","2016-06-10",31.77
"931","2016-06-13",31.879999
"932","2016-06-14",32.09
"933","2016-06-15",32.029999
"934","2016-06-16",31.92
"935","2016-06-17",30.59
"936","2016-06-20",31.030001
"937","2016-06-21",31.540001
"938","2016-06-22",31.280001
"939","2016-06-23",31.790001
"940","2016-06-24",30.059999
"941","2016-06-27",28.83
"942","2016-06-28",28.82
"943","2016-06-29",29.43
"944","2016-06-30",29.809999
"945","2016-07-01",30.360001
"946","2016-07-05",30.26
"947","2016-07-06",30.07
"948","2016-07-07",30.18
"949","2016-07-08",30.709999
"950","2016-07-11",31.35
"951","2016-07-12",31.41
"952","2016-07-13",31.219999
"953","2016-07-14",31.219999
"954","2016-07-15",31.23
"955","2016-07-18",31.33
"956","2016-07-19",30.809999
"957","2016-07-20",31.290001
"958","2016-07-21",31.17
"959","2016-07-22",31.58
"960","2016-07-25",31.4
"961","2016-07-26",31.219999
"962","2016-07-27",31.5
"963","2016-07-28",31.67
"964","2016-07-29",31.389999
"965","2016-08-01",31.530001
"966","2016-08-02",30.950001
"967","2016-08-03",30.32
"968","2016-08-04",32
"969","2016-08-05",31.84
"970","2016-08-08",31.389999
