"","date","PMD"
"1","2007-01-03",19.200001
"2","2007-01-04",19.049999
"3","2007-01-05",18.92
"4","2007-01-08",18.65
"5","2007-01-09",18.700001
"6","2007-01-10",18.82
"7","2007-01-11",19.049999
"8","2007-01-12",19.139999
"9","2007-01-16",19.040001
"10","2007-01-17",18.799999
"11","2007-01-18",18.6
"12","2007-01-19",18.370001
"13","2007-01-22",17.93
"14","2007-01-23",18.290001
"15","2007-01-24",18.49
"16","2007-01-25",18.309999
"17","2007-01-26",18.299999
"18","2007-01-29",18.35
"19","2007-01-30",18.549999
"20","2007-01-31",18.65
"21","2007-02-01",18.49
"22","2007-02-02",18.48
"23","2007-02-05",18.450001
"24","2007-02-06",18.5
"25","2007-02-07",18.27
"26","2007-02-08",18.190001
"27","2007-02-09",17.700001
"28","2007-02-12",16.860001
"29","2007-02-13",16.9
"30","2007-02-14",17.120001
"31","2007-02-15",17.25
"32","2007-02-16",16.809999
"33","2007-02-20",16.879999
"34","2007-02-21",16.9
"35","2007-02-22",16.790001
"36","2007-02-23",16.790001
"37","2007-02-26",16.93
"38","2007-02-27",16.4
"39","2007-02-28",16.76
"40","2007-03-01",16.9
"41","2007-03-02",16.950001
"42","2007-03-05",16.969999
"43","2007-03-06",16.99
"44","2007-03-07",16.889999
"45","2007-03-08",16.690001
"46","2007-03-09",16.84
"47","2007-03-12",16.870001
"48","2007-03-13",16.860001
"49","2007-03-14",17
"50","2007-03-15",16.790001
"51","2007-03-16",17.02
"52","2007-03-19",17.040001
"53","2007-03-20",17.049999
"54","2007-03-21",16.950001
"55","2007-03-22",17.07
"56","2007-03-23",17.049999
"57","2007-03-26",17.129999
"58","2007-03-27",17.030001
"59","2007-03-28",16.92
"60","2007-03-29",16.9
"61","2007-03-30",16.91
"62","2007-04-02",16.879999
"63","2007-04-03",16.85
"64","2007-04-04",16.83
"65","2007-04-05",16.299999
"66","2007-04-09",16.440001
"67","2007-04-10",16.309999
"68","2007-04-11",16.559999
"69","2007-04-12",16.790001
"70","2007-04-13",16.950001
"71","2007-04-16",17.309999
"72","2007-04-17",17.76
"73","2007-04-18",17.9
"74","2007-04-19",17.799999
"75","2007-04-20",17.85
"76","2007-04-23",18.01
"77","2007-04-24",18
"78","2007-04-25",18
"79","2007-04-26",18
"80","2007-04-27",18
"81","2007-04-30",18.1
"82","2007-05-01",18.15
"83","2007-05-02",18.110001
"84","2007-05-03",18.110001
"85","2007-05-04",18.24
"86","2007-05-07",18.120001
"87","2007-05-08",18.200001
"88","2007-05-09",18.41
"89","2007-05-10",18.41
"90","2007-05-11",18.299999
"91","2007-05-14",18.459999
"92","2007-05-15",18.25
"93","2007-05-16",18.559999
"94","2007-05-17",18.33
"95","2007-05-18",18.57
"96","2007-05-21",18.9
"97","2007-05-22",19.049999
"98","2007-05-23",19.01
"99","2007-05-24",19.01
"100","2007-05-25",19.040001
"101","2007-05-29",19.129999
"102","2007-05-30",19.040001
"103","2007-05-31",19.15
"104","2007-06-01",19
"105","2007-06-04",19.1
"106","2007-06-05",19.15
"107","2007-06-06",19.030001
"108","2007-06-07",19
"109","2007-06-08",19
"110","2007-06-11",19.15
"111","2007-06-12",19.200001
"112","2007-06-13",19.02
"113","2007-06-14",19.35
"114","2007-06-15",19.610001
"115","2007-06-18",19.799999
"116","2007-06-19",19.9
"117","2007-06-20",20.040001
"118","2007-06-21",19.99
"119","2007-06-22",19.75
"120","2007-06-25",20.01
"121","2007-06-26",20.040001
"122","2007-06-27",20.059999
"123","2007-06-28",20.379999
"124","2007-06-29",20.440001
"125","2007-07-02",20.780001
"126","2007-07-03",20.5
"127","2007-07-05",20.299999
"128","2007-07-06",20.389999
"129","2007-07-09",20.360001
"130","2007-07-10",20.540001
"131","2007-07-11",20.799999
"132","2007-07-12",20.639999
"133","2007-07-13",20.690001
"134","2007-07-16",20.48
"135","2007-07-17",20.4
"136","2007-07-18",20.280001
"137","2007-07-19",20.450001
"138","2007-07-20",20.440001
"139","2007-07-23",20.27
"140","2007-07-24",20.389999
"141","2007-07-25",20.360001
"142","2007-07-26",20.24
"143","2007-07-27",20.25
"144","2007-07-30",20.49
"145","2007-07-31",20.450001
"146","2007-08-01",20.48
"147","2007-08-02",20.48
"148","2007-08-03",20.25
"149","2007-08-06",20.4
"150","2007-08-07",20
"151","2007-08-08",19.99
"152","2007-08-09",19.93
"153","2007-08-10",20.190001
"154","2007-08-13",19.91
"155","2007-08-14",19.73
"156","2007-08-15",19.639999
"157","2007-08-16",17.6
"158","2007-08-17",17.620001
"159","2007-08-20",17.66
"160","2007-08-21",17.860001
"161","2007-08-22",18
"162","2007-08-23",17.99
"163","2007-08-24",17.950001
"164","2007-08-27",17.84
"165","2007-08-28",17.75
"166","2007-08-29",17.780001
"167","2007-08-30",17.690001
"168","2007-08-31",17.719999
"169","2007-09-04",17.9
"170","2007-09-05",17.9
"171","2007-09-06",17.76
"172","2007-09-07",17.719999
"173","2007-09-10",17.5
"174","2007-09-11",17.43
"175","2007-09-12",17.24
"176","2007-09-13",16.84
"177","2007-09-14",16.99
"178","2007-09-17",16.950001
"179","2007-09-18",16.91
"180","2007-09-19",16.799999
"181","2007-09-20",16.879999
"182","2007-09-21",16.9
"183","2007-09-24",16.99
"184","2007-09-25",17.25
"185","2007-09-26",17.200001
"186","2007-09-27",17.27
"187","2007-09-28",17.27
"188","2007-10-01",17.120001
"189","2007-10-02",17
"190","2007-10-03",16.950001
"191","2007-10-04",16.809999
"192","2007-10-05",16.83
"193","2007-10-08",16.76
"194","2007-10-09",16.549999
"195","2007-10-10",16.620001
"196","2007-10-11",16.52
"197","2007-10-12",16.57
"198","2007-10-15",16.57
"199","2007-10-16",16.41
"200","2007-10-17",16.459999
"201","2007-10-18",16.49
"202","2007-10-19",16.450001
