"","date","WMB"
"1","2007-01-03",20.942488
"2","2007-01-04",20.885424
"3","2007-01-05",20.999552
"4","2007-01-08",21.138136
"5","2007-01-09",20.86912
"6","2007-01-10",20.640863
"7","2007-01-11",20.673471
"8","2007-01-12",21.056616
"9","2007-01-16",20.926184
"10","2007-01-17",21.187048
"11","2007-01-18",20.983248
"12","2007-01-19",21.48052
"13","2007-01-22",21.64356
"14","2007-01-23",22.116377
"15","2007-01-24",22.132681
"16","2007-01-25",21.676168
"17","2007-01-26",21.619104
"18","2007-01-29",21.52128
"19","2007-01-30",21.977793
"20","2007-01-31",22.002249
"21","2007-02-01",22.238655
"22","2007-02-02",22.352783
"23","2007-02-05",22.303871
"24","2007-02-06",22.214199
"25","2007-02-07",22.295719
"26","2007-02-08",22.70332
"27","2007-02-09",22.670712
"28","2007-02-12",22.466911
"29","2007-02-13",22.597343
"30","2007-02-14",22.483215
"31","2007-02-15",22.312023
"32","2007-02-16",22.417999
"33","2007-02-20",22.605495
"34","2007-02-21",23.094616
"35","2007-02-22",22.833752
"36","2007-02-23",22.752232
"37","2007-02-26",23.07016
"38","2007-02-27",21.961489
"39","2007-02-28",21.985945
"40","2007-03-01",21.920729
"41","2007-03-02",21.382696
"42","2007-03-05",21.178896
"43","2007-03-06",21.431608
"44","2007-03-07",22.157137
"45","2007-03-08",22.246807
"46","2007-03-09",22.360935
"47","2007-03-12",22.287567
"48","2007-03-13",21.692472
"49","2007-03-14",22.026705
"50","2007-03-15",21.920729
"51","2007-03-16",21.676168
"52","2007-03-19",22.002249
"53","2007-03-20",22.173441
"54","2007-03-21",22.833752
"55","2007-03-22",23.298416
"56","2007-03-23",22.996792
"57","2007-03-26",23.282112
"58","2007-03-27",23.15168
"59","2007-03-28",23.249504
"60","2007-03-29",23.591888
"61","2007-03-30",23.200592
"62","2007-04-02",23.551128
"63","2007-04-03",23.249504
"64","2007-04-04",23.127224
"65","2007-04-05",23.176136
"66","2007-04-09",23.086464
"67","2007-04-10",23.331024
"68","2007-04-11",22.98864
"69","2007-04-12",23.2332
"70","2007-04-13",23.208744
"71","2007-04-16",23.322872
"72","2007-04-17",23.461456
"73","2007-04-18",23.298416
"74","2007-04-19",23.062008
"75","2007-04-20",23.657104
"76","2007-04-23",24.023945
"77","2007-04-24",24.081009
"78","2007-04-25",24.627192
"79","2007-04-26",24.439695
"80","2007-04-27",24.529367
"81","2007-04-30",24.048401
"82","2007-05-01",23.975033
"83","2007-05-02",24.358175
"84","2007-05-03",23.803841
"85","2007-05-04",23.942425
"86","2007-05-07",24.105465
"87","2007-05-08",23.820145
"88","2007-05-09",23.722321
"89","2007-05-10",23.0294
"90","2007-05-11",23.31472
"91","2007-05-14",23.420696
"92","2007-05-15",23.437
"93","2007-05-16",23.265808
"94","2007-05-17",23.241352
"95","2007-05-18",23.60004
"96","2007-05-21",25.320112
"97","2007-05-22",25.572824
"98","2007-05-23",25.638041
"99","2007-05-24",25.132616
"100","2007-05-25",25.2712
"101","2007-05-29",25.450544
"102","2007-05-30",26.241287
"103","2007-05-31",25.890753
"104","2007-06-01",26.127159
"105","2007-06-04",26.436935
"106","2007-06-05",26.070095
"107","2007-06-06",25.605433
"108","2007-06-07",24.521215
"109","2007-06-08",24.676104
"110","2007-06-11",24.82284
"111","2007-06-12",24.219591
"112","2007-06-13",25.018488
"113","2007-06-14",25.499456
"114","2007-06-15",25.907057
"115","2007-06-18",25.858145
"116","2007-06-19",26.021185
"117","2007-06-20",25.35272
"118","2007-06-21",26.355415
"119","2007-06-22",26.053793
"120","2007-06-25",26.029337
"121","2007-06-26",25.491304
"122","2007-06-27",26.159767
"123","2007-06-28",25.833689
"124","2007-06-29",25.776625
"125","2007-07-02",26.127159
"126","2007-07-03",26.290199
"127","2007-07-05",26.6978
"128","2007-07-06",26.893448
"129","2007-07-09",27.382568
"130","2007-07-10",27.22768
"131","2007-07-11",27.203224
"132","2007-07-12",27.47224
"133","2007-07-13",27.757561
"134","2007-07-16",27.203224
"135","2007-07-17",27.1054
"136","2007-07-18",27.610825
"137","2007-07-19",28.034727
"138","2007-07-20",28.303743
"139","2007-07-23",27.961361
"140","2007-07-24",27.032032
"141","2007-07-25",27.154312
"142","2007-07-26",26.004881
"143","2007-07-27",25.597281
