"","date","UBER"
"119","2019-10-28",33.220001
"120","2019-10-29",32.419998
"121","2019-10-30",33.75
"122","2019-10-31",31.5
"123","2019-11-01",31.370001
"124","2019-11-04",31.08
"125","2019-11-05",28.02
"126","2019-11-06",26.940001
"127","2019-11-07",27.379999
"128","2019-11-08",27.01
"129","2019-11-11",27.139999
"130","2019-11-12",26.700001
"131","2019-11-13",26.709999
"132","2019-11-14",25.99
"133","2019-11-15",26.790001
"134","2019-11-18",26.75
"135","2019-11-19",27.049999
"136","2019-11-20",28.030001
"137","2019-11-21",29.459999
"138","2019-11-22",29.559999
"139","2019-11-25",29.110001
"140","2019-11-26",29.530001
"141","2019-11-27",29.49
"142","2019-11-29",29.6
"143","2019-12-02",28.98
"144","2019-12-03",29.02
"145","2019-12-04",29.059999
"146","2019-12-05",28.65
"147","2019-12-06",27.860001
"148","2019-12-09",27.68
"149","2019-12-10",27.889999
"150","2019-12-11",28.42
"151","2019-12-12",28.690001
"152","2019-12-13",28.49
"153","2019-12-16",30.049999
"154","2019-12-17",29.75
"155","2019-12-18",30.129999
"156","2019-12-19",29.99
"157","2019-12-20",30.450001
"158","2019-12-23",30.33
"159","2019-12-24",30.440001
"160","2019-12-26",30.67
"161","2019-12-27",30.17
"162","2019-12-30",29.74
"163","2019-12-31",29.74
"164","2020-01-02",30.99
"165","2020-01-03",31.370001
"166","2020-01-06",31.58
"167","2020-01-07",32.810001
"168","2020-01-08",33.93
"169","2020-01-09",33.970001
"170","2020-01-10",34.009998
"171","2020-01-13",34.139999
"172","2020-01-14",34.84
"173","2020-01-15",35.009998
"174","2020-01-16",34.68
"175","2020-01-17",35.130001
"176","2020-01-21",37.599998
"177","2020-01-22",37.040001
"178","2020-01-23",37.400002
"179","2020-01-24",36.799999
"180","2020-01-27",36.299999
"181","2020-01-28",37.009998
"182","2020-01-29",36.990002
"183","2020-01-30",36.68
"184","2020-01-31",36.290001
"185","2020-02-03",37.59
"186","2020-02-04",38.529999
"187","2020-02-05",36.810001
"188","2020-02-06",37.09
"189","2020-02-07",40.630001
"190","2020-02-10",40.009998
"191","2020-02-11",41.27
"192","2020-02-12",41.25
"193","2020-02-13",40.09
"194","2020-02-14",39.66
"195","2020-02-18",40.18
"196","2020-02-19",41.049999
"197","2020-02-20",40.919998
"198","2020-02-21",40.720001
"199","2020-02-24",38.310001
"200","2020-02-25",35.889999
"201","2020-02-26",34.450001
"202","2020-02-27",32.450001
"203","2020-02-28",33.869999
"204","2020-03-02",32.849998
"205","2020-03-03",33.040001
"206","2020-03-04",34.529999
"207","2020-03-05",32.209999
"208","2020-03-06",31.68
"209","2020-03-09",28.17
"210","2020-03-10",28.969999
"211","2020-03-11",26.24
"212","2020-03-12",22.610001
"213","2020-03-13",22.6
"214","2020-03-16",20.290001
"215","2020-03-17",18.91
"216","2020-03-18",14.82
"217","2020-03-19",20.49
"218","2020-03-20",21.33
"219","2020-03-23",22.4
"220","2020-03-24",26.389999
"221","2020-03-25",26.190001
"222","2020-03-26",28.120001
"223","2020-03-27",27.280001
"224","2020-03-30",27.83
"225","2020-03-31",27.92
"226","2020-04-01",25.42
"227","2020-04-02",23.68
"228","2020-04-03",22.82
"229","2020-04-06",25.99
"230","2020-04-07",25.74
"231","2020-04-08",26.940001
"232","2020-04-09",27.110001
"233","2020-04-13",27.99
"234","2020-04-14",27.75
"235","2020-04-15",27.41
"236","2020-04-16",27.030001
"237","2020-04-17",28
"238","2020-04-20",28.190001
"239","2020-04-21",27.190001
"240","2020-04-22",28.24
"241","2020-04-23",28.33
"242","2020-04-24",29.49
"243","2020-04-27",30.08
"244","2020-04-28",30.120001
"245","2020-04-29",31.370001
"246","2020-04-30",30.27
"247","2020-05-01",28.389999
"248","2020-05-04",27.42
"249","2020-05-05",28.07
"250","2020-05-06",27.82
"251","2020-05-07",30.93
"252","2020-05-08",32.790001
"253","2020-05-11",31.639999
"254","2020-05-12",32.400002
"255","2020-05-13",33.02
"256","2020-05-14",32.790001
"257","2020-05-15",32.470001
"258","2020-05-18",33.619999
"259","2020-05-19",33.400002
"260","2020-05-20",34.48
"261","2020-05-21",34.259998
"262","2020-05-22",34.830002
"263","2020-05-26",34.560001
"264","2020-05-27",34.880001
"265","2020-05-28",34.150002
"266","2020-05-29",36.32
"267","2020-06-01",35.82
"268","2020-06-02",35.810001
"269","2020-06-03",36.75
"270","2020-06-04",36.43
"271","2020-06-05",37.209999
"272","2020-06-08",37.080002
"273","2020-06-09",36.59
"274","2020-06-10",34.830002
"275","2020-06-11",31.1
"276","2020-06-12",32.240002
"277","2020-06-15",32.669998
"278","2020-06-16",33.490002
"279","2020-06-17",33.290001
"280","2020-06-18",33.400002
"281","2020-06-19",32.299999
"282","2020-06-22",32.68
"283","2020-06-23",33.049999
"284","2020-06-24",30.459999
"285","2020-06-25",30.58
"286","2020-06-26",29.610001
"287","2020-06-29",29.629999
"288","2020-06-30",31.08
"289","2020-07-01",30.43
"290","2020-07-02",30.68
"291","2020-07-06",32.52
"292","2020-07-07",32.82
"293","2020-07-08",33.93
"294","2020-07-09",33.150002
"295","2020-07-10",33.139999
"296","2020-07-13",31.719999
"297","2020-07-14",30.93
"298","2020-07-15",32.810001
"299","2020-07-16",32.349998
"300","2020-07-17",32.549999
"301","2020-07-20",33.66
"302","2020-07-21",32.549999
"303","2020-07-22",32.66
"304","2020-07-23",32.169998
"305","2020-07-24",31.18
"306","2020-07-27",30.99
"307","2020-07-28",30.809999
"308","2020-07-29",31.02
"309","2020-07-30",30.24
"310","2020-07-31",30.26
"311","2020-08-03",31.190001
"312","2020-08-04",32.68
"313","2020-08-05",33.200001
"314","2020-08-06",34.709999
"315","2020-08-07",32.900002
"316","2020-08-10",32.27
"317","2020-08-11",31.209999
"318","2020-08-12",30.84
"319","2020-08-13",30.459999
"320","2020-08-14",29.99
"321","2020-08-17",29.48
"322","2020-08-18",30.08
"323","2020-08-19",29.42
"324","2020-08-20",31.41
"325","2020-08-21",30.83
"326","2020-08-24",31.040001
"327","2020-08-25",31.190001
"328","2020-08-26",32.299999
"329","2020-08-27",32.799999
"330","2020-08-28",33.799999
"331","2020-08-31",33.630001
"332","2020-09-01",34.299999
"333","2020-09-02",34.369999
"334","2020-09-03",33.41
"335","2020-09-04",33.240002
"336","2020-09-08",34.32
"337","2020-09-09",35.009998
"338","2020-09-10",35.98
"339","2020-09-11",36.98
"340","2020-09-14",37.950001
"341","2020-09-15",37.470001
"342","2020-09-16",37.66
"343","2020-09-17",37.060001
"344","2020-09-18",37.119999
"345","2020-09-21",36.490002
"346","2020-09-22",34.400002
"347","2020-09-23",33.549999
"348","2020-09-24",33.349998
"349","2020-09-25",34.459999
"350","2020-09-28",35.560001
"351","2020-09-29",35.43
"352","2020-09-30",36.48
"353","2020-10-01",37.139999
"354","2020-10-02",37.720001
"355","2020-10-05",37.139999
"356","2020-10-06",36.259998
"357","2020-10-07",36.779999
"358","2020-10-08",37.34
"359","2020-10-09",37.27
"360","2020-10-12",36.259998
"361","2020-10-13",35.560001
"362","2020-10-14",35.110001
"363","2020-10-15",34.259998
"364","2020-10-16",33.720001
"365","2020-10-19",34.220001
"366","2020-10-20",36.310001
"367","2020-10-21",35.200001
"368","2020-10-22",36.700001
"369","2020-10-23",36.75
"370","2020-10-26",35.490002
"371","2020-10-27",34.16
"372","2020-10-28",33.650002
"373","2020-10-29",34.060001
"374","2020-10-30",33.41
"375","2020-11-02",34.810001
"376","2020-11-03",35.77
"377","2020-11-04",40.990002
"378","2020-11-05",41.959999
"379","2020-11-06",44.869999
"380","2020-11-09",48.18
"381","2020-11-10",47
"382","2020-11-11",46.23
"383","2020-11-12",46.400002
"384","2020-11-13",47.610001
"385","2020-11-16",49.209999
"386","2020-11-17",48.889999
"387","2020-11-18",49.110001
"388","2020-11-19",49.259998
"389","2020-11-20",48.43
"390","2020-11-23",50.040001
"391","2020-11-24",51.259998
"392","2020-11-25",50.799999
"393","2020-11-27",50.720001
