"","date","MSI"
"1","2007-01-03",83.154228
"2","2007-01-04",83.073372
"3","2007-01-05",76.564949
"4","2007-01-08",75.190498
"5","2007-01-09",73.816048
"6","2007-01-10",73.411797
"7","2007-01-11",73.573502
"8","2007-01-12",72.805428
"9","2007-01-16",73.371376
"10","2007-01-17",74.664978
"11","2007-01-18",75.635178
"12","2007-01-19",77.898972
"13","2007-01-22",75.675598
"14","2007-01-23",74.907524
"15","2007-01-24",75.069221
"16","2007-01-25",75.150078
"17","2007-01-26",74.301147
"18","2007-01-29",74.018173
"19","2007-01-30",79.152153
"20","2007-01-31",80.243622
"21","2007-02-01",80.647873
"22","2007-02-02",80.243622
"23","2007-02-05",80.324478
"24","2007-02-06",79.758522
"25","2007-02-07",80.486176
"26","2007-02-08",80.28405
"27","2007-02-09",79.111725
"28","2007-02-12",77.373451
"29","2007-02-13",78.181953
"30","2007-02-14",77.656425
"31","2007-02-15",77.777702
"32","2007-02-16",77.858551
"33","2007-02-20",77.494728
"34","2007-02-21",76.403252
"35","2007-02-22",76.645798
"36","2007-02-23",77.413872
"37","2007-02-26",77.818123
"38","2007-02-27",75.190498
"39","2007-02-28",74.867104
"40","2007-03-01",76.120277
"41","2007-03-02",75.352203
"42","2007-03-05",74.786247
"43","2007-03-06",76.160698
"44","2007-03-07",76.847923
"45","2007-03-08",75.311775
"46","2007-03-09",74.664978
"47","2007-03-12",74.947952
"48","2007-03-13",73.735199
"49","2007-03-14",74.382004
"50","2007-03-15",74.058601
"51","2007-03-16",73.533073
"52","2007-03-19",73.937325
"53","2007-03-20",76.079849
"54","2007-03-21",75.756447
"55","2007-03-22",70.743752
"56","2007-03-23",71.754372
"57","2007-03-26",72.401176
"58","2007-03-27",71.835228
"59","2007-03-28",71.673523
"60","2007-03-29",71.592674
"61","2007-03-30",71.430977
"62","2007-04-02",70.986298
"63","2007-04-03",71.430977
"64","2007-04-04",71.633102
"65","2007-04-05",71.107574
"66","2007-04-09",71.350128
"67","2007-04-10",71.471397
"68","2007-04-11",70.703323
"69","2007-04-12",70.8246
"70","2007-04-13",71.713951
"71","2007-04-16",72.037354
"72","2007-04-17",72.562874
"73","2007-04-18",73.65435
"74","2007-04-19",73.088402
"75","2007-04-20",73.613922
"76","2007-04-23",72.320328
"77","2007-04-24",71.3097
"78","2007-04-25",72.401176
"79","2007-04-26",72.360748
"80","2007-04-27",71.026726
"81","2007-04-30",70.056526
"82","2007-05-01",70.582047
"83","2007-05-02",70.986298
"84","2007-05-03",71.673523
"85","2007-05-04",73.088402
"86","2007-05-07",73.088402
"87","2007-05-08",71.552254
"88","2007-05-09",72.360748
"89","2007-05-10",72.562874
"90","2007-05-11",74.058601
"91","2007-05-14",73.411797
"92","2007-05-15",72.441597
"93","2007-05-16",73.65435
"94","2007-05-17",75.190498
"95","2007-05-18",75.958572
"96","2007-05-21",76.403252
"97","2007-05-22",76.4841
"98","2007-05-23",75.513901
"99","2007-05-24",73.816048
"100","2007-05-25",74.341576
"101","2007-05-29",73.977753
"102","2007-05-30",73.896896
"103","2007-05-31",73.533073
"104","2007-06-01",74.220299
"105","2007-06-04",73.977753
"106","2007-06-05",74.018173
"107","2007-06-06",73.290527
"108","2007-06-07",71.511826
"109","2007-06-08",72.320328
"110","2007-06-11",71.996925
"111","2007-06-12",71.835228
"112","2007-06-13",73.047974
"113","2007-06-14",73.856476
