"","date","GGAL"
"135","2007-07-17",9.6
"136","2007-07-18",9.54
"137","2007-07-19",9.8
"138","2007-07-20",9.6
"139","2007-07-23",9.84
"140","2007-07-24",9.48
"141","2007-07-25",9.09
"142","2007-07-26",8.9
"143","2007-07-27",8.92
"144","2007-07-30",9.07
"145","2007-07-31",9.06
"146","2007-08-01",8.9
"147","2007-08-02",9.04
"148","2007-08-03",8.84
"149","2007-08-06",8.5
"150","2007-08-07",8.52
"151","2007-08-08",8.8
"152","2007-08-09",8.2
"153","2007-08-10",7.92
"154","2007-08-13",8.14
"155","2007-08-14",7.97
"156","2007-08-15",7.4
"157","2007-08-16",7.15
"158","2007-08-17",7.59
"159","2007-08-20",7.8
"160","2007-08-21",7.99
"161","2007-08-22",8.17
"162","2007-08-23",8.15
"163","2007-08-24",8.37
"164","2007-08-27",8.27
"165","2007-08-28",7.8
"166","2007-08-29",7.98
"167","2007-08-30",7.84
"168","2007-08-31",8.14
"169","2007-09-04",8.06
"170","2007-09-05",7.94
"171","2007-09-06",8
"172","2007-09-07",7.86
"173","2007-09-10",7.7
"174","2007-09-11",7.74
"175","2007-09-12",7.54
"176","2007-09-13",7.75
"177","2007-09-14",7.78
"178","2007-09-17",7.71
"179","2007-09-18",7.93
"180","2007-09-19",8.03
"181","2007-09-20",7.83
"182","2007-09-21",7.85
"183","2007-09-24",7.85
"184","2007-09-25",7.71
"185","2007-09-26",7.79
"186","2007-09-27",7.8
"187","2007-09-28",7.92
"188","2007-10-01",8.25
"189","2007-10-02",8.21
"190","2007-10-03",8.14
"191","2007-10-04",8.17
"192","2007-10-05",8.2
"193","2007-10-08",8.24
"194","2007-10-09",8.25
"195","2007-10-10",8.19
"196","2007-10-11",7.89
"197","2007-10-12",8.04
"198","2007-10-15",7.93
"199","2007-10-16",7.8
"200","2007-10-17",7.81
"201","2007-10-18",7.98
"202","2007-10-19",7.76
"203","2007-10-22",7.59
"204","2007-10-23",7.62
"205","2007-10-24",7.56
"206","2007-10-25",7.8
"207","2007-10-26",8.03
"208","2007-10-29",8.04
"209","2007-10-30",7.94
"210","2007-10-31",7.97
"211","2007-11-01",7.86
"212","2007-11-02",7.64
"213","2007-11-05",7.51
"214","2007-11-06",7.82
"215","2007-11-07",7.61
"216","2007-11-08",7.55
"217","2007-11-09",7.67
"218","2007-11-12",7.81
"219","2007-11-13",7.99
"220","2007-11-14",7.9
"221","2007-11-15",7.64
"222","2007-11-16",7.63
"223","2007-11-19",7.55
"224","2007-11-20",7.71
"225","2007-11-21",7.63
"226","2007-11-23",7.54
"227","2007-11-26",7.2
"228","2007-11-27",7.3
"229","2007-11-28",7.48
"230","2007-11-29",7.66
"231","2007-11-30",7.3
"232","2007-12-03",7.33
"233","2007-12-04",7.28
"234","2007-12-05",7.29
"235","2007-12-06",7.67
"236","2007-12-07",7.79
"237","2007-12-10",8
"238","2007-12-11",7.48
"239","2007-12-12",7.5
"240","2007-12-13",7.37
"241","2007-12-14",7.39
"242","2007-12-17",6.98
"243","2007-12-18",7.09
"244","2007-12-19",7.01
"245","2007-12-20",7.16
"246","2007-12-21",7.08
"247","2007-12-24",7.35
"248","2007-12-26",7.49
"249","2007-12-27",7.47
"250","2007-12-28",7.47
"251","2007-12-31",7.58
"252","2008-01-02",7.6
"253","2008-01-03",7.4
"254","2008-01-04",7.14
"255","2008-01-07",7.16
"256","2008-01-08",7.09
"257","2008-01-09",7.15
"258","2008-01-10",7.21
"259","2008-01-11",7.18
"260","2008-01-14",7.1
"261","2008-01-15",6.72
"262","2008-01-16",6.65
"263","2008-01-17",6.62
"264","2008-01-18",6.34
"265","2008-01-22",6.14
"266","2008-01-23",6.18
"267","2008-01-24",6.33
"268","2008-01-25",6.32
"269","2008-01-28",6.28
"270","2008-01-29",6.39
"271","2008-01-30",6.36
"272","2008-01-31",6.36
"273","2008-02-01",6.4
"274","2008-02-04",6.42
"275","2008-02-05",6.39
"276","2008-02-06",6.56
"277","2008-02-07",6.64
"278","2008-02-08",6.45
"279","2008-02-11",6.35
"280","2008-02-12",6.47
"281","2008-02-13",6.74
"282","2008-02-14",6.7
"283","2008-02-15",6.69
"284","2008-02-19",6.69
"285","2008-02-20",6.8
"286","2008-02-21",6.68
"287","2008-02-22",6.84
"288","2008-02-25",7
"289","2008-02-26",7.14
"290","2008-02-27",7.1
"291","2008-02-28",7.47
"292","2008-02-29",6.97
"293","2008-03-03",7.1
"294","2008-03-04",7.22
"295","2008-03-05",7.33
"296","2008-03-06",7.13
"297","2008-03-07",7.09
"298","2008-03-10",6.94
"299","2008-03-11",7.08
"300","2008-03-12",7.15
"301","2008-03-13",7.04
"302","2008-03-14",6.79
"303","2008-03-17",6.58
"304","2008-03-18",6.7
"305","2008-03-19",6.65
"306","2008-03-20",6.8
"307","2008-03-24",6.88
"308","2008-03-25",6.8
"309","2008-03-26",6.72
"310","2008-03-27",6.68
"311","2008-03-28",6.69
"312","2008-03-31",6.62
"313","2008-04-01",6.74
"314","2008-04-02",6.71
"315","2008-04-03",6.71
"316","2008-04-04",6.8
"317","2008-04-07",6.88
"318","2008-04-08",7.07
"319","2008-04-09",6.97
"320","2008-04-10",6.95
"321","2008-04-11",6.83
"322","2008-04-14",6.74
"323","2008-04-15",6.66
"324","2008-04-16",6.7
"325","2008-04-17",6.72
"326","2008-04-18",6.87
"327","2008-04-21",6.78
"328","2008-04-22",6.37
"329","2008-04-23",6.32
"330","2008-04-24",6.57
"331","2008-04-25",6.34
"332","2008-04-28",6.34
"333","2008-04-29",6.1
"334","2008-04-30",6.27
"335","2008-05-01",6.45
"336","2008-05-02",6.28
"337","2008-05-05",6.18
"338","2008-05-06",6.18
"339","2008-05-07",5.9
"340","2008-05-08",6.04
"341","2008-05-09",6
"342","2008-05-12",5.7
"343","2008-05-13",5.46
"344","2008-05-14",5.33
"345","2008-05-15",5.66
"346","2008-05-16",5.5
"347","2008-05-19",5.88
"348","2008-05-20",5.92
"349","2008-05-21",5.9
"350","2008-05-22",5.94
"351","2008-05-23",5.61
"352","2008-05-27",5.66
"353","2008-05-28",5.64
"354","2008-05-29",5.7
"355","2008-05-30",5.32
"356","2008-06-02",5.59
"357","2008-06-03",5.54
"358","2008-06-04",5.54
"359","2008-06-05",5.49
"360","2008-06-06",5.22
"361","2008-06-09",5.39
"362","2008-06-10",5.1
"363","2008-06-11",5
"364","2008-06-12",5.07
"365","2008-06-13",5.09
"366","2008-06-16",4.97
"367","2008-06-17",4.92
"368","2008-06-18",5.25
"369","2008-06-19",5.17
"370","2008-06-20",5.46
"371","2008-06-23",5.41
"372","2008-06-24",5.45
"373","2008-06-25",5.43
"374","2008-06-26",5.02
"375","2008-06-27",5.01
"376","2008-06-30",4.95
"377","2008-07-01",5.05
"378","2008-07-02",4.76
"379","2008-07-03",4.83
"380","2008-07-07",4.83
"381","2008-07-08",5.05
"382","2008-07-09",4.86
"383","2008-07-10",4.79
"384","2008-07-11",4.7
"385","2008-07-14",4.51
"386","2008-07-15",4.7
"387","2008-07-16",4.85
"388","2008-07-17",5.05
"389","2008-07-18",5.05
"390","2008-07-21",5.19
"391","2008-07-22",5.3
"392","2008-07-23",5.3
"393","2008-07-24",5.13
"394","2008-07-25",5.04
"395","2008-07-28",4.97
"396","2008-07-29",5.05
"397","2008-07-30",5.01
"398","2008-07-31",4.86
"399","2008-08-01",4.83
"400","2008-08-04",4.7
"401","2008-08-05",4.67
"402","2008-08-06",4.66
"403","2008-08-07",4.38
"404","2008-08-08",4.23
"405","2008-08-11",4.16
"406","2008-08-12",4.22
"407","2008-08-13",4.36
"408","2008-08-14",4.42
"409","2008-08-15",4.6
"410","2008-08-18",4.46
"411","2008-08-19",4.66
"412","2008-08-20",4.47
"413","2008-08-21",4.39
"414","2008-08-22",4.45
"415","2008-08-25",4.46
"416","2008-08-26",4.62
"417","2008-08-27",4.7
"418","2008-08-28",4.85
"419","2008-08-29",4.8
"420","2008-09-02",4.98
"421","2008-09-03",4.95
"422","2008-09-04",4.72
"423","2008-09-05",4.62
"424","2008-09-08",4.67
"425","2008-09-09",4.4
"426","2008-09-10",4.36
"427","2008-09-11",4.17
"428","2008-09-12",4.17
"429","2008-09-15",3.75
"430","2008-09-16",3.92
"431","2008-09-17",3.63
"432","2008-09-18",3.84
"433","2008-09-19",4.79
"434","2008-09-22",4.86
"435","2008-09-23",4.97
"436","2008-09-24",4.99
"437","2008-09-25",5
"438","2008-09-26",4.89
"439","2008-09-29",4.5
"440","2008-09-30",4.67
"441","2008-10-01",5
"442","2008-10-02",4.8
"443","2008-10-03",4.74
"444","2008-10-06",4.19
"445","2008-10-07",3.74
"446","2008-10-08",3.67
"447","2008-10-09",3.39
"448","2008-10-10",3.2
"449","2008-10-13",3.56
"450","2008-10-14",3.79
"451","2008-10-15",3.34
"452","2008-10-16",3.4
"453","2008-10-17",3.26
"454","2008-10-20",2.93
"455","2008-10-21",2.23
"456","2008-10-22",2.18
"457","2008-10-23",2.05
"458","2008-10-24",1.85
"459","2008-10-27",1.75
"460","2008-10-28",1.69
"461","2008-10-29",1.7
"462","2008-10-30",1.9
"463","2008-10-31",1.79
"464","2008-11-03",2.05
"465","2008-11-04",2.09
"466","2008-11-05",1.95
"467","2008-11-06",1.89
"468","2008-11-07",1.8
"469","2008-11-10",1.92
"470","2008-11-11",1.91
"471","2008-11-12",1.85
"472","2008-11-13",1.86
"473","2008-11-14",1.87
"474","2008-11-17",1.76
"475","2008-11-18",1.78
"476","2008-11-19",1.45
"477","2008-11-20",1.45
"478","2008-11-21",1.53
"479","2008-11-24",1.63
"480","2008-11-25",1.59
"481","2008-11-26",1.7
"482","2008-11-28",1.9
"483","2008-12-01",1.69
"484","2008-12-02",1.7
"485","2008-12-03",1.78
"486","2008-12-04",1.8
"487","2008-12-05",1.76
"488","2008-12-08",1.71
"489","2008-12-09",1.71
"490","2008-12-10",1.95
"491","2008-12-11",2.02
"492","2008-12-12",2.07
"493","2008-12-15",2.08
"494","2008-12-16",2.21
"495","2008-12-17",2.16
"496","2008-12-18",2.12
"497","2008-12-19",2.25
"498","2008-12-22",2.22
"499","2008-12-23",2.12
"500","2008-12-24",1.98
"501","2008-12-26",2.27
"502","2008-12-29",2.33
"503","2008-12-30",2.27
"504","2008-12-31",2.26
"505","2009-01-02",2.42
"506","2009-01-05",2.42
"507","2009-01-06",2.3
"508","2009-01-07",2.15
"509","2009-01-08",2.17
"510","2009-01-09",2.18
"511","2009-01-12",2.16
"512","2009-01-13",2.08
"513","2009-01-14",2
"514","2009-01-15",2.08
"515","2009-01-16",1.93
"516","2009-01-20",1.77
"517","2009-01-21",1.9
"518","2009-01-22",1.79
"519","2009-01-23",1.94
"520","2009-01-26",1.87
"521","2009-01-27",1.86
"522","2009-01-28",2.02
"523","2009-01-29",1.88
"524","2009-01-30",1.91
"525","2009-02-02",1.98
"526","2009-02-03",2
"527","2009-02-04",1.96
"528","2009-02-05",1.8
"529","2009-02-06",1.99
"530","2009-02-09",2.11
"531","2009-02-10",2.12
"532","2009-02-11",2.06
"533","2009-02-12",2.08
"534","2009-02-13",2.07
"535","2009-02-17",1.95
"536","2009-02-18",1.97
"537","2009-02-19",1.78
"538","2009-02-20",1.8
"539","2009-02-23",1.87
"540","2009-02-24",1.87
"541","2009-02-25",1.8
"542","2009-02-26",1.8
"543","2009-02-27",1.94
"544","2009-03-02",1.66
"545","2009-03-03",1.65
"546","2009-03-04",1.68
"547","2009-03-05",1.65
"548","2009-03-06",1.56
"549","2009-03-09",1.56
"550","2009-03-10",1.72
"551","2009-03-11",1.72
"552","2009-03-12",1.72
"553","2009-03-13",1.74
"554","2009-03-16",1.75
"555","2009-03-17",1.76
"556","2009-03-18",1.72
"557","2009-03-19",1.63
"558","2009-03-20",1.61
"559","2009-03-23",1.75
"560","2009-03-24",1.75
"561","2009-03-25",1.75
"562","2009-03-26",1.78
"563","2009-03-27",1.82
"564","2009-03-30",1.75
"565","2009-03-31",1.79
"566","2009-04-01",1.8
"567","2009-04-02",2
"568","2009-04-03",1.84
"569","2009-04-06",1.86
"570","2009-04-07",1.83
"571","2009-04-08",1.87
"572","2009-04-09",1.98
"573","2009-04-13",1.99
"574","2009-04-14",1.99
"575","2009-04-15",2
"576","2009-04-16",2.01
"577","2009-04-17",2.06
"578","2009-04-20",1.96
"579","2009-04-21",1.95
"580","2009-04-22",1.94
"581","2009-04-23",1.95
"582","2009-04-24",1.93
"583","2009-04-27",1.88
"584","2009-04-28",1.9
"585","2009-04-29",1.81
"586","2009-04-30",1.87
"587","2009-05-01",1.9
"588","2009-05-04",1.98
"589","2009-05-05",2.15
"590","2009-05-06",2.25
"591","2009-05-07",2.12
"592","2009-05-08",2.6
"593","2009-05-11",2.67
"594","2009-05-12",2.7
"595","2009-05-13",2.58
"596","2009-05-14",2.58
"597","2009-05-15",2.8
"598","2009-05-18",3.1
"599","2009-05-19",2.99
"600","2009-05-20",2.89
"601","2009-05-21",2.83
"602","2009-05-22",2.91
"603","2009-05-26",2.85
"604","2009-05-27",2.88
"605","2009-05-28",2.75
"606","2009-05-29",2.59
"607","2009-06-01",2.87
"608","2009-06-02",3.11
"609","2009-06-03",3.24
"610","2009-06-04",3.09
"611","2009-06-05",3.2
"612","2009-06-08",3.16
"613","2009-06-09",3.18
"614","2009-06-10",3.25
"615","2009-06-11",3.2
"616","2009-06-12",3.1
"617","2009-06-15",2.96
"618","2009-06-16",2.96
"619","2009-06-17",2.92
"620","2009-06-18",2.94
"621","2009-06-19",2.91
"622","2009-06-22",2.83
"623","2009-06-23",2.85
"624","2009-06-24",2.83
"625","2009-06-25",3.05
"626","2009-06-26",3.18
"627","2009-06-29",3.21
"628","2009-06-30",3.29
"629","2009-07-01",3.25
"630","2009-07-02",3.21
"631","2009-07-06",3.55
"632","2009-07-07",3.47
"633","2009-07-08",3.18
"634","2009-07-09",3.1
"635","2009-07-10",3.18
"636","2009-07-13",3.28
"637","2009-07-14",3.28
"638","2009-07-15",3.42
"639","2009-07-16",3.45
"640","2009-07-17",3.49
"641","2009-07-20",3.55
"642","2009-07-21",3.53
"643","2009-07-22",3.53
"644","2009-07-23",3.5
"645","2009-07-24",3.54
"646","2009-07-27",3.5
"647","2009-07-28",3.43
"648","2009-07-29",3.48
"649","2009-07-30",3.54
"650","2009-07-31",3.56
"651","2009-08-03",3.58
"652","2009-08-04",3.74
"653","2009-08-05",3.85
"654","2009-08-06",3.81
"655","2009-08-07",3.94
"656","2009-08-10",3.83
"657","2009-08-11",3.69
"658","2009-08-12",3.78
"659","2009-08-13",3.86
"660","2009-08-14",3.7
"661","2009-08-17",3.49
"662","2009-08-18",3.54
"663","2009-08-19",3.58
"664","2009-08-20",3.85
"665","2009-08-21",3.86
"666","2009-08-24",4
"667","2009-08-25",3.9
"668","2009-08-26",3.92
"669","2009-08-27",3.98
"670","2009-08-28",3.92
"671","2009-08-31",4.04
"672","2009-09-01",3.85
"673","2009-09-02",3.87
"674","2009-09-03",3.86
"675","2009-09-04",3.89
"676","2009-09-08",4.05
"677","2009-09-09",4.08
"678","2009-09-10",4.1
"679","2009-09-11",4.07
"680","2009-09-14",4.17
"681","2009-09-15",4.27
"682","2009-09-16",4.44
"683","2009-09-17",4.61
"684","2009-09-18",4.55
"685","2009-09-21",4.45
"686","2009-09-22",4.49
"687","2009-09-23",4.47
"688","2009-09-24",4.33
"689","2009-09-25",4.29
"690","2009-09-28",4.5
"691","2009-09-29",4.64
"692","2009-09-30",4.71
"693","2009-10-01",4.55
"694","2009-10-02",4.64
"695","2009-10-05",4.82
"696","2009-10-06",5.15
"697","2009-10-07",5.14
"698","2009-10-08",5.33
"699","2009-10-09",5.3
"700","2009-10-12",5.39
"701","2009-10-13",5.41
"702","2009-10-14",5.55
"703","2009-10-15",5.4
"704","2009-10-16",5.31
"705","2009-10-19",5.38
"706","2009-10-20",5.48
"707","2009-10-21",5.45
"708","2009-10-22",5.96
"709","2009-10-23",5.78
"710","2009-10-26",5.99
"711","2009-10-27",6.02
"712","2009-10-28",5.6
"713","2009-10-29",5.79
"714","2009-10-30",5.8
"715","2009-11-02",5.89
"716","2009-11-03",5.87
"717","2009-11-04",5.77
"718","2009-11-05",5.89
"719","2009-11-06",5.88
"720","2009-11-09",6.1
"721","2009-11-10",6.04
"722","2009-11-11",5.94
"723","2009-11-12",5.76
"724","2009-11-13",5.9
"725","2009-11-16",5.9
"726","2009-11-17",5.89
"727","2009-11-18",5.59
"728","2009-11-19",5.61
"729","2009-11-20",5.59
"730","2009-11-23",5.73
"731","2009-11-24",5.69
"732","2009-11-25",5.68
"733","2009-11-27",5.34
"734","2009-11-30",5.34
"735","2009-12-01",5.39
"736","2009-12-02",5.33
"737","2009-12-03",5.33
"738","2009-12-04",5.28
"739","2009-12-07",5.48
"740","2009-12-08",5.55
"741","2009-12-09",5.27
"742","2009-12-10",5.31
"743","2009-12-11",5.48
"744","2009-12-14",5.63
"745","2009-12-15",5.7
"746","2009-12-16",5.75
"747","2009-12-17",5.61
"748","2009-12-18",5.57
"749","2009-12-21",5.56
"750","2009-12-22",5.49
"751","2009-12-23",5.33
"752","2009-12-24",5.32
"753","2009-12-28",5.55
"754","2009-12-29",5.71
"755","2009-12-30",5.77
"756","2009-12-31",5.76
"757","2010-01-04",5.79
"758","2010-01-05",5.99
"759","2010-01-06",5.63
"760","2010-01-07",5.83
"761","2010-01-08",5.73
"762","2010-01-11",5.51
"763","2010-01-12",5.25
"764","2010-01-13",5.37
"765","2010-01-14",5.59
"766","2010-01-15",5.43
"767","2010-01-19",5.57
"768","2010-01-20",5.51
"769","2010-01-21",5.38
"770","2010-01-22",5.3
"771","2010-01-25",5.29
"772","2010-01-26",5.21
"773","2010-01-27",5.15
"774","2010-01-28",5.17
"775","2010-01-29",5.21
"776","2010-02-01",5.34
"777","2010-02-02",5.31
"778","2010-02-03",5.23
"779","2010-02-04",4.97
"780","2010-02-05",4.85
"781","2010-02-08",4.82
"782","2010-02-09",4.77
"783","2010-02-10",4.82
"784","2010-02-11",5.02
"785","2010-02-12",5.15
"786","2010-02-16",4.92
"787","2010-02-17",4.81
"788","2010-02-18",4.83
"789","2010-02-19",4.93
"790","2010-02-22",4.86
"791","2010-02-23",4.79
"792","2010-02-24",4.79
"793","2010-02-25",4.72
"794","2010-02-26",4.8
"795","2010-03-01",4.97
"796","2010-03-02",5.07
"797","2010-03-03",5.01
"798","2010-03-04",4.97
"799","2010-03-05",4.9
"800","2010-03-08",5.02
"801","2010-03-09",5.05
"802","2010-03-10",5.3
"803","2010-03-11",5.21
"804","2010-03-12",5.33
"805","2010-03-15",5.37
"806","2010-03-16",5.5
"807","2010-03-17",5.63
"808","2010-03-18",5.68
"809","2010-03-19",5.79
"810","2010-03-22",5.96
"811","2010-03-23",6.17
"812","2010-03-24",6.13
"813","2010-03-25",6.2
"814","2010-03-26",6.08
"815","2010-03-29",6.13
"816","2010-03-30",6.05
"817","2010-03-31",5.95
"818","2010-04-01",5.83
"819","2010-04-05",6.09
"820","2010-04-06",6.19
"821","2010-04-07",6.11
"822","2010-04-08",6.09
"823","2010-04-09",6.28
"824","2010-04-12",6.33
"825","2010-04-13",6.25
"826","2010-04-14",6.26
"827","2010-04-15",6.28
"828","2010-04-16",6.07
"829","2010-04-19",6.12
"830","2010-04-20",6.16
"831","2010-04-21",6.24
"832","2010-04-22",6.48
"833","2010-04-23",6.37
"834","2010-04-26",6.33
"835","2010-04-27",6.08
"836","2010-04-28",6.15
"837","2010-04-29",6.15
"838","2010-04-30",5.99
"839","2010-05-03",6.12
"840","2010-05-04",5.91
"841","2010-05-05",5.82
"842","2010-05-06",5.37
"843","2010-05-07",5.3
"844","2010-05-10",5.98
"845","2010-05-11",5.92
"846","2010-05-12",5.94
"847","2010-05-13",5.91
"848","2010-05-14",5.6
"849","2010-05-17",5.45
"850","2010-05-18",5.42
"851","2010-05-19",5.45
"852","2010-05-20",5.12
"853","2010-05-21",5.33
"854","2010-05-24",5.3
"855","2010-05-25",5.3
"856","2010-05-26",5.15
"857","2010-05-27",5.49
"858","2010-05-28",5.55
"859","2010-06-01",5.52
"860","2010-06-02",5.68
"861","2010-06-03",5.8
"862","2010-06-04",5.44
"863","2010-06-07",5.46
"864","2010-06-08",5.5
"865","2010-06-09",5.7
"866","2010-06-10",5.89
"867","2010-06-11",5.94
"868","2010-06-14",5.99
"869","2010-06-15",6.15
"870","2010-06-16",6.13
"871","2010-06-17",6.07
"872","2010-06-18",6.15
"873","2010-06-21",6.16
"874","2010-06-22",6.33
"875","2010-06-23",6.23
"876","2010-06-24",6.15
"877","2010-06-25",6.19
"878","2010-06-28",6.05
"879","2010-06-29",5.78
"880","2010-06-30",5.7
"881","2010-07-01",5.67
"882","2010-07-02",5.72
"883","2010-07-06",5.75
"884","2010-07-07",5.99
"885","2010-07-08",6.1
"886","2010-07-09",6.37
"887","2010-07-12",6.21
"888","2010-07-13",6.25
"889","2010-07-14",6.23
"890","2010-07-15",6.17
"891","2010-07-16",6.09
"892","2010-07-19",6.23
"893","2010-07-20",6.17
"894","2010-07-21",6.27
"895","2010-07-22",6.3
"896","2010-07-23",6.3
"897","2010-07-26",6.38
"898","2010-07-27",6.39
"899","2010-07-28",6.29
"900","2010-07-29",6.33
"901","2010-07-30",6.3
"902","2010-08-02",6.66
"903","2010-08-03",6.9
"904","2010-08-04",7.01
"905","2010-08-05",7.12
"906","2010-08-06",6.98
"907","2010-08-09",7.19
"908","2010-08-10",7.13
"909","2010-08-11",7.55
"910","2010-08-12",7.65
"911","2010-08-13",7.82
"912","2010-08-16",8.35
"913","2010-08-17",8.6
"914","2010-08-18",8.69
"915","2010-08-19",8.5
"916","2010-08-20",8.47
"917","2010-08-23",8.02
"918","2010-08-24",7.5
"919","2010-08-25",7.95
"920","2010-08-26",8.05
"921","2010-08-27",8.03
"922","2010-08-30",7.72
"923","2010-08-31",8.08
"924","2010-09-01",8.43
"925","2010-09-02",8.45
"926","2010-09-03",8.48
"927","2010-09-07",8.71
"928","2010-09-08",8.75
"929","2010-09-09",8.79
"930","2010-09-10",8.66
"931","2010-09-13",8.87
"932","2010-09-14",8.77
"933","2010-09-15",8.77
"934","2010-09-16",8.7
"935","2010-09-17",9.16
"936","2010-09-20",9.61
"937","2010-09-21",9.46
"938","2010-09-22",9.41
"939","2010-09-23",9.26
"940","2010-09-24",9.81
"941","2010-09-27",9.7
"942","2010-09-28",10.15
"943","2010-09-29",9.96
"944","2010-09-30",9.98
"945","2010-10-01",10.07
"946","2010-10-04",9.97
"947","2010-10-05",10.2
"948","2010-10-06",10.06
"949","2010-10-07",9.86
"950","2010-10-08",10.12
"951","2010-10-11",10.12
"952","2010-10-12",10.14
"953","2010-10-13",10.3
"954","2010-10-14",9.98
"955","2010-10-15",10.01
"956","2010-10-18",10.04
"957","2010-10-19",10.31
"958","2010-10-20",11.04
"959","2010-10-21",11.3
"960","2010-10-22",11.45
"961","2010-10-25",12.19
"962","2010-10-26",11.97
"963","2010-10-27",13.01
"964","2010-10-28",12.58
"965","2010-10-29",13.03
"966","2010-11-01",13.62
"967","2010-11-02",14.21
"968","2010-11-03",15.14
"969","2010-11-04",16.24
"970","2010-11-05",16.34
"971","2010-11-08",16.09
"972","2010-11-09",15.43
"973","2010-11-10",16.209999
"974","2010-11-11",16.01
"975","2010-11-12",15.21
"976","2010-11-15",15.5
"977","2010-11-16",14.76
"978","2010-11-17",15.04
"979","2010-11-18",15.27
"980","2010-11-19",15.36
"981","2010-11-22",15.53
"982","2010-11-23",15.09
"983","2010-11-24",16.18
"984","2010-11-26",15.88
"985","2010-11-29",15.54
"986","2010-11-30",15.37
"987","2010-12-01",16.01
"988","2010-12-02",16.540001
"989","2010-12-03",16.41
"990","2010-12-06",16.77
"991","2010-12-07",15.8
"992","2010-12-08",15.39
"993","2010-12-09",15.54
"994","2010-12-10",15.47
"995","2010-12-13",15.01
"996","2010-12-14",15.04
"997","2010-12-15",14.27
"998","2010-12-16",14.38
"999","2010-12-17",14.57
"1000","2010-12-20",15.31
