"","date","WLL"
"1","2007-01-03",88.739998
"2","2007-01-04",86.360001
"3","2007-01-05",87.080002
"4","2007-01-08",88.160004
"5","2007-01-09",89.040001
"6","2007-01-10",87.400002
"7","2007-01-11",85.739998
"8","2007-01-12",86.980003
"9","2007-01-16",85.900002
"10","2007-01-17",84.699997
"11","2007-01-18",83.040001
"12","2007-01-19",83.68
"13","2007-01-22",84.239998
"14","2007-01-23",86.879997
"15","2007-01-24",88.459999
"16","2007-01-25",86.239998
"17","2007-01-26",87.199997
"18","2007-01-29",87.800003
"19","2007-01-30",89.519997
"20","2007-01-31",91.139999
"21","2007-02-01",91.019997
"22","2007-02-02",91.019997
"23","2007-02-05",90.019997
"24","2007-02-06",89.080002
"25","2007-02-07",88.480003
"26","2007-02-08",89.580002
"27","2007-02-09",87.779999
"28","2007-02-12",87.160004
"29","2007-02-13",88.019997
"30","2007-02-14",87.540001
"31","2007-02-15",87.699997
"32","2007-02-16",88.239998
"33","2007-02-20",87.660004
"34","2007-02-21",89.059998
"35","2007-02-22",90.480003
"36","2007-02-23",90.839996
"37","2007-02-26",91
"38","2007-02-27",88.400002
"39","2007-02-28",77.419998
"40","2007-03-01",75.699997
"41","2007-03-02",73.139999
"42","2007-03-05",71.919998
"43","2007-03-06",74.199997
"44","2007-03-07",75.779999
"45","2007-03-08",76.220001
"46","2007-03-09",76.800003
"47","2007-03-12",75.760002
"48","2007-03-13",74.620003
"49","2007-03-14",76.32
"50","2007-03-15",76.639999
"51","2007-03-16",75.440002
"52","2007-03-19",77.059998
"53","2007-03-20",77.540001
"54","2007-03-21",79.059998
"55","2007-03-22",80.160004
"56","2007-03-23",79.559998
"57","2007-03-26",80.040001
"58","2007-03-27",80
"59","2007-03-28",79.300003
"60","2007-03-29",79.419998
"61","2007-03-30",78.82
"62","2007-04-02",78.32
"63","2007-04-03",78.339996
"64","2007-04-04",78.480003
"65","2007-04-05",79.260002
"66","2007-04-09",79.760002
"67","2007-04-10",80.779999
"68","2007-04-11",81.260002
"69","2007-04-12",83
"70","2007-04-13",82.980003
"71","2007-04-16",83.059998
"72","2007-04-17",82.620003
"73","2007-04-18",82.059998
"74","2007-04-19",81.519997
"75","2007-04-20",82.059998
"76","2007-04-23",82.959999
"77","2007-04-24",83.239998
"78","2007-04-25",87.699997
"79","2007-04-26",86.800003
"80","2007-04-27",90.559998
"81","2007-04-30",88.040001
"82","2007-05-01",87.639999
"83","2007-05-02",89.300003
"84","2007-05-03",89.220001
"85","2007-05-04",87.879997
"86","2007-05-07",87.360001
"87","2007-05-08",85.879997
"88","2007-05-09",84.919998
"89","2007-05-10",83.739998
"90","2007-05-11",85.300003
"91","2007-05-14",85.139999
"92","2007-05-15",84.019997
"93","2007-05-16",85.379997
"94","2007-05-17",87.379997
"95","2007-05-18",89.199997
"96","2007-05-21",91
"97","2007-05-22",90.019997
"98","2007-05-23",89.620003
"99","2007-05-24",88.239998
"100","2007-05-25",88.379997
"101","2007-05-29",87.599998
"102","2007-05-30",87.940002
"103","2007-05-31",88.699997
"104","2007-06-01",89.839996
"105","2007-06-04",90.980003
"106","2007-06-05",90.720001
"107","2007-06-06",89.059998
"108","2007-06-07",87.120003
"109","2007-06-08",87.5
"110","2007-06-11",87.959999
"111","2007-06-12",87.5
"112","2007-06-13",88.440002
"113","2007-06-14",90.059998
"114","2007-06-15",90.800003
"115","2007-06-18",93.599998
"116","2007-06-19",92.760002
"117","2007-06-20",90.519997
"118","2007-06-21",92.739998
"119","2007-06-22",88.919998
"120","2007-06-25",86.400002
"121","2007-06-26",83.879997
"122","2007-06-27",83.400002
"123","2007-06-28",81.099998
"124","2007-06-29",81.040001
"125","2007-07-02",80.5
"126","2007-07-03",79.879997
"127","2007-07-05",80.019997
"128","2007-07-06",81.199997
"129","2007-07-09",82.639999
"130","2007-07-10",82.419998
"131","2007-07-11",82.660004
"132","2007-07-12",82.339996
"133","2007-07-13",83.379997
"134","2007-07-16",81.300003
"135","2007-07-17",83.300003
"136","2007-07-18",87.660004
"137","2007-07-19",87.5
"138","2007-07-20",85.739998
"139","2007-07-23",84.68
"140","2007-07-24",80.379997
"141","2007-07-25",82.239998
"142","2007-07-26",81.160004
"143","2007-07-27",83.260002
"144","2007-07-30",85.300003
"145","2007-07-31",82.139999
"146","2007-08-01",80.919998
"147","2007-08-02",81.639999
"148","2007-08-03",77.739998
"149","2007-08-06",77.599998
"150","2007-08-07",78.699997
"151","2007-08-08",79.519997
"152","2007-08-09",76.739998
"153","2007-08-10",78.019997
"154","2007-08-13",78.5
"155","2007-08-14",77.519997
"156","2007-08-15",76.080002
"157","2007-08-16",78
"158","2007-08-17",79.639999
"159","2007-08-20",77.800003
"160","2007-08-21",75.68
"161","2007-08-22",77.379997
"162","2007-08-23",75.959999
"163","2007-08-24",77.699997
"164","2007-08-27",75.080002
"165","2007-08-28",72.220001
"166","2007-08-29",74.68
"167","2007-08-30",73.400002
"168","2007-08-31",74.32
"169","2007-09-04",77.080002
"170","2007-09-05",76.68
"171","2007-09-06",77.580002
"172","2007-09-07",77.160004
"173","2007-09-10",77.660004
"174","2007-09-11",80.139999
"175","2007-09-12",82.339996
"176","2007-09-13",81.699997
"177","2007-09-14",82.900002
"178","2007-09-17",81.480003
"179","2007-09-18",85.080002
"180","2007-09-19",86.419998
"181","2007-09-20",87.059998
"182","2007-09-21",88.980003
"183","2007-09-24",87.160004
"184","2007-09-25",85.699997
"185","2007-09-26",85.580002
"186","2007-09-27",87.739998
"187","2007-09-28",88.900002
"188","2007-10-01",89.940002
"189","2007-10-02",94.120003
"190","2007-10-03",93.519997
"191","2007-10-04",94.980003
"192","2007-10-05",96.739998
"193","2007-10-08",95.32
"194","2007-10-09",98
"195","2007-10-10",99.440002
"196","2007-10-11",100.360001
"197","2007-10-12",101.220001
"198","2007-10-15",100.940002
"199","2007-10-16",101.480003
"200","2007-10-17",100.620003
"201","2007-10-18",103.160004
"202","2007-10-19",99.32
"203","2007-10-22",98.18
"204","2007-10-23",96.5
"205","2007-10-24",96.900002
"206","2007-10-25",98.519997
"207","2007-10-26",103.879997
"208","2007-10-29",103.639999
"209","2007-10-30",104.220001
"210","2007-10-31",108.120003
"211","2007-11-01",108.32
"212","2007-11-02",109.080002
"213","2007-11-05",110.720001
"214","2007-11-06",115.199997
"215","2007-11-07",112.339996
"216","2007-11-08",112.32
"217","2007-11-09",110.919998
"218","2007-11-12",104.879997
"219","2007-11-13",106.540001
"220","2007-11-14",107.099998
"221","2007-11-15",105.699997
"222","2007-11-16",105.919998
"223","2007-11-19",104.339996
"224","2007-11-20",105.360001
"225","2007-11-21",104.040001
"226","2007-11-23",106.519997
"227","2007-11-26",103.220001
"228","2007-11-27",101.599998
"229","2007-11-28",102.339996
"230","2007-11-29",103.459999
"231","2007-11-30",105.440002
