"","date","SSSS"
"223","2012-03-15",18.200001
"224","2012-03-16",18.08
"225","2012-03-19",17.969999
"226","2012-03-20",19.040001
"227","2012-03-21",19.290001
"228","2012-03-22",19.219999
"229","2012-03-23",19.42
"230","2012-03-26",19.459999
"231","2012-03-27",20.18
"232","2012-03-28",20.16
"233","2012-03-29",18.559999
"234","2012-03-30",18.700001
"235","2012-04-02",18.129999
"236","2012-04-03",18.35
"237","2012-04-04",18.23
"238","2012-04-05",18.07
"239","2012-04-09",18.389999
"240","2012-04-10",18.91
"241","2012-04-11",19.92
"242","2012-04-12",19.93
"243","2012-04-13",19.959999
"244","2012-04-16",18.959999
"245","2012-04-17",19.129999
"246","2012-04-18",19
"247","2012-04-19",18.15
"248","2012-04-20",17.65
"249","2012-04-23",18.32
"250","2012-04-24",17.68
"251","2012-04-25",17.719999
"252","2012-04-26",16.950001
"253","2012-04-27",17.32
"254","2012-04-30",17.120001
"255","2012-05-01",17.74
"256","2012-05-02",19.09
"257","2012-05-03",18.549999
"258","2012-05-04",19.65
"259","2012-05-07",18.23
"260","2012-05-08",18.32
"261","2012-05-09",17.65
"262","2012-05-10",18.23
"263","2012-05-11",17.18
"264","2012-05-14",17.889999
"265","2012-05-15",18.34
"266","2012-05-16",17.75
"267","2012-05-17",16.1
"268","2012-05-18",13.15
"269","2012-05-21",11.86
"270","2012-05-22",11.6
"271","2012-05-23",12.17
"272","2012-05-24",11.99
"273","2012-05-25",11.25
"274","2012-05-29",10.85
"275","2012-05-30",10.59
"276","2012-05-31",10.54
"277","2012-06-01",10.04
"278","2012-06-04",10.1
"279","2012-06-05",10.42
"280","2012-06-06",10.66
"281","2012-06-07",10.24
"282","2012-06-08",10.22
"283","2012-06-11",10.06
"284","2012-06-12",10.06
"285","2012-06-13",10.12
"286","2012-06-14",10.29
"287","2012-06-15",10.17
"288","2012-06-18",10.47
"289","2012-06-19",10.31
"290","2012-06-20",10.15
"291","2012-06-21",9.64
"292","2012-06-22",9.9
"293","2012-06-25",9.52
"294","2012-06-26",9.3
"295","2012-06-27",9.33
"296","2012-06-28",9.1
"297","2012-06-29",9.3
"298","2012-07-02",9.44
"299","2012-07-03",9.51
"300","2012-07-05",9.33
"301","2012-07-06",9.27
"302","2012-07-09",9.1
"303","2012-07-10",9.08
"304","2012-07-11",9.57
"305","2012-07-12",9.3
"306","2012-07-13",9.37
"307","2012-07-16",8.91
"308","2012-07-17",8.69
"309","2012-07-18",8.66
"310","2012-07-19",8.86
"311","2012-07-20",9.01
"312","2012-07-23",8.87
"313","2012-07-24",9.29
"314","2012-07-25",9.36
"315","2012-07-26",9.08
"316","2012-07-27",9.05
"317","2012-07-30",9.77
"318","2012-07-31",10.18
"319","2012-08-01",9.36
"320","2012-08-02",9.78
"321","2012-08-03",9.64
"322","2012-08-06",9.54
"323","2012-08-07",9.69
"324","2012-08-08",9.48
"325","2012-08-09",9.34
"326","2012-08-10",9.36
"327","2012-08-13",9.18
"328","2012-08-14",9.08
"329","2012-08-15",9.11
"330","2012-08-16",9.12
"331","2012-08-17",9.03
"332","2012-08-20",9.02
"333","2012-08-21",8.71
"334","2012-08-22",8.4
"335","2012-08-23",8.47
"336","2012-08-24",8.77
"337","2012-08-27",8.6
"338","2012-08-28",8.53
"339","2012-08-29",8.54
"340","2012-08-30",8.69
"341","2012-08-31",8.63
"342","2012-09-04",8.67
"343","2012-09-05",8.76
"344","2012-09-06",8.78
"345","2012-09-07",8.61
"346","2012-09-10",8.67
"347","2012-09-11",8.72
"348","2012-09-12",9.15
"349","2012-09-13",9.1
"350","2012-09-14",9.11
"351","2012-09-17",9
"352","2012-09-18",8.85
"353","2012-09-19",9.02
"354","2012-09-20",9.22
"355","2012-09-21",9.22
"356","2012-09-24",8.91
"357","2012-09-25",8.64
"358","2012-09-26",8.64
"359","2012-09-27",8.77
"360","2012-09-28",8.63
"361","2012-10-01",8.72
"362","2012-10-02",8.6
"363","2012-10-03",8.57
"364","2012-10-04",8.62
"365","2012-10-05",8.52
"366","2012-10-08",8.55
"367","2012-10-09",8.53
"368","2012-10-10",8.31
"369","2012-10-11",8.27
"370","2012-10-12",8.17
"371","2012-10-15",8.11
"372","2012-10-16",8.1
"373","2012-10-17",8.28
"374","2012-10-18",8.1
"375","2012-10-19",7.87
"376","2012-10-22",7.91
"377","2012-10-23",7.85
"378","2012-10-24",8.11
"379","2012-10-25",8.1
"380","2012-10-26",7.95
"381","2012-10-31",7.79
"382","2012-11-01",7.9
"383","2012-11-02",7.76
"384","2012-11-05",7.69
"385","2012-11-06",7.88
"386","2012-11-07",7.55
"387","2012-11-08",7.33
"388","2012-11-09",7.02
"389","2012-11-12",7.04
"390","2012-11-13",6.92
"391","2012-11-14",7.01
"392","2012-11-15",6.97
"393","2012-11-16",6.95
"394","2012-11-19",7.23
"395","2012-11-20",7.12
"396","2012-11-21",7.39
"397","2012-11-23",7.33
"398","2012-11-26",7.75
"399","2012-11-27",7.83
"400","2012-11-28",7.84
"401","2012-11-29",8.07
"402","2012-11-30",8
"403","2012-12-03",8.38
"404","2012-12-04",8.24
"405","2012-12-05",8.34
"406","2012-12-06",8.5
"407","2012-12-07",8.66
"408","2012-12-10",8.56
"409","2012-12-11",8.7
"410","2012-12-12",8.57
"411","2012-12-13",8.62
"412","2012-12-14",8.51
"413","2012-12-17",8.58
"414","2012-12-18",8.8
"415","2012-12-19",8.89
"416","2012-12-20",8.79
"417","2012-12-21",8.65
"418","2012-12-24",8.65
"419","2012-12-26",8.58
"420","2012-12-27",8.5
"421","2012-12-28",8.44
"422","2012-12-31",8.43
"423","2013-01-02",8.89
"424","2013-01-03",8.88
"425","2013-01-04",9.05
"426","2013-01-07",8.99
"427","2013-01-08",9.04
"428","2013-01-09",8.9
"429","2013-01-10",8.93
"430","2013-01-11",8.91
"431","2013-01-14",8.94
"432","2013-01-15",8.86
"433","2013-01-16",8.79
"434","2013-01-17",8.73
"435","2013-01-18",8.65
"436","2013-01-22",8.57
"437","2013-01-23",8.53
"438","2013-01-24",8.55
"439","2013-01-25",8.6
"440","2013-01-28",8.73
"441","2013-01-29",8.69
"442","2013-01-30",8.6
"443","2013-01-31",8.55
"444","2013-02-01",8.6
"445","2013-02-04",8.47
"446","2013-02-05",8.53
"447","2013-02-06",8.72
"448","2013-02-07",8.51
"449","2013-02-08",8.61
"450","2013-02-11",8.55
"451","2013-02-12",8.57
"452","2013-02-13",8.49
"453","2013-02-14",8.61
"454","2013-02-15",8.7
"455","2013-02-19",8.61
"456","2013-02-20",8.42
"457","2013-02-21",8.4
"458","2013-02-22",8.42
"459","2013-02-25",8.29
"460","2013-02-26",8.42
"461","2013-02-27",8.41
"462","2013-02-28",8.33
"463","2013-03-01",8.38
"464","2013-03-04",8.26
"465","2013-03-05",8.39
"466","2013-03-06",8.52
"467","2013-03-07",8.77
"468","2013-03-08",8.68
"469","2013-03-11",8.87
"470","2013-03-12",8.81
"471","2013-03-13",8.48
"472","2013-03-14",8.23
"473","2013-03-15",7.92
"474","2013-03-18",8.04
"475","2013-03-19",8.14
"476","2013-03-20",8.28
"477","2013-03-21",8.16
"478","2013-03-22",8.33
"479","2013-03-25",8.43
"480","2013-03-26",8.36
"481","2013-03-27",8.3
"482","2013-03-28",8.26
"483","2013-04-01",7.99
"484","2013-04-02",7.97
"485","2013-04-03",7.91
"486","2013-04-04",7.88
"487","2013-04-05",7.81
"488","2013-04-08",7.75
"489","2013-04-09",7.72
"490","2013-04-10",7.88
"491","2013-04-11",8
"492","2013-04-12",7.94
"493","2013-04-15",7.74
"494","2013-04-16",7.81
"495","2013-04-17",7.64
"496","2013-04-18",7.64
"497","2013-04-19",7.77
"498","2013-04-22",7.72
"499","2013-04-23",7.76
"500","2013-04-24",7.79
"501","2013-04-25",7.76
"502","2013-04-26",7.71
"503","2013-04-29",7.73
"504","2013-04-30",7.69
"505","2013-05-01",7.52
"506","2013-05-02",7.64
"507","2013-05-03",7.69
"508","2013-05-06",7.72
"509","2013-05-07",7.68
"510","2013-05-08",7.81
"511","2013-05-09",7.77
"512","2013-05-10",7.57
"513","2013-05-13",7.71
"514","2013-05-14",7.68
"515","2013-05-15",7.53
"516","2013-05-16",7.49
"517","2013-05-17",7.56
"518","2013-05-20",7.67
"519","2013-05-21",7.67
"520","2013-05-22",7.51
"521","2013-05-23",7.95
"522","2013-05-24",8.25
"523","2013-05-28",8.35
"524","2013-05-29",8.25
"525","2013-05-30",8.12
"526","2013-05-31",8.14
"527","2013-06-03",8.06
"528","2013-06-04",8.01
"529","2013-06-05",7.97
"530","2013-06-06",7.94
"531","2013-06-07",7.99
"532","2013-06-10",8.33
"533","2013-06-11",8.12
"534","2013-06-12",8.16
"535","2013-06-13",8.14
"536","2013-06-14",8.04
"537","2013-06-17",8.18
"538","2013-06-18",8.28
"539","2013-06-19",8.18
"540","2013-06-20",7.98
"541","2013-06-21",7.91
"542","2013-06-24",7.71
"543","2013-06-25",7.71
"544","2013-06-26",7.9
"545","2013-06-27",7.87
"546","2013-06-28",7.86
"547","2013-07-01",7.93
"548","2013-07-02",7.97
"549","2013-07-03",7.99
"550","2013-07-05",8.09
"551","2013-07-08",8.04
"552","2013-07-09",8.01
"553","2013-07-10",8.05
"554","2013-07-11",8.14
"555","2013-07-12",8.06
"556","2013-07-15",8.13
"557","2013-07-16",8.23
"558","2013-07-17",8.36
"559","2013-07-18",8.19
"560","2013-07-19",8.17
"561","2013-07-22",8.1
"562","2013-07-23",8.1
"563","2013-07-24",8.17
"564","2013-07-25",8.59
"565","2013-07-26",8.77
"566","2013-07-29",9.17
"567","2013-07-30",9.25
"568","2013-07-31",9.25
"569","2013-08-01",9.23
"570","2013-08-02",9.21
"571","2013-08-05",10.51
"572","2013-08-06",10.28
"573","2013-08-07",10.8
"574","2013-08-08",11.75
"575","2013-08-09",11.82
"576","2013-08-12",12.31
"577","2013-08-13",11.92
"578","2013-08-14",12.06
"579","2013-08-15",12.16
"580","2013-08-16",11.66
"581","2013-08-19",11.8
"582","2013-08-20",11.79
"583","2013-08-21",12.8
"584","2013-08-22",13.01
"585","2013-08-23",13.59
"586","2013-08-26",13.39
"587","2013-08-27",12.52
"588","2013-08-28",12.39
"589","2013-08-29",12.61
"590","2013-08-30",12.4
"591","2013-09-03",12.44
"592","2013-09-04",13.32
"593","2013-09-05",13.83
"594","2013-09-06",14.06
"595","2013-09-09",13.79
"596","2013-09-10",13.92
"597","2013-09-11",12.27
"598","2013-09-12",12.14
"599","2013-09-13",13.83
"600","2013-09-16",13.5
"601","2013-09-17",13.39
"602","2013-09-18",13.44
"603","2013-09-19",13.28
"604","2013-09-20",13.17
"605","2013-09-23",13.52
"606","2013-09-24",14.36
"607","2013-09-25",14.94
"608","2013-09-26",15.29
"609","2013-09-27",14.86
"610","2013-09-30",14.82
"611","2013-10-01",15.18
"612","2013-10-02",15.41
"613","2013-10-03",15.33
"614","2013-10-04",15.35
"615","2013-10-07",15.56
"616","2013-10-08",14.97
"617","2013-10-09",14.71
"618","2013-10-10",15.02
"619","2013-10-11",15.29
"620","2013-10-14",15.3
"621","2013-10-15",15
"622","2013-10-16",15.29
"623","2013-10-17",15.46
"624","2013-10-18",16.48
"625","2013-10-21",16.059999
"626","2013-10-22",16.02
"627","2013-10-23",16.139999
"628","2013-10-24",16.35
"629","2013-10-25",15.73
"630","2013-10-28",15.66
"631","2013-10-29",15.68
"632","2013-10-30",15.37
"633","2013-10-31",15.29
"634","2013-11-01",15.72
"635","2013-11-04",15.65
"636","2013-11-05",15.98
"637","2013-11-06",15.44
"638","2013-11-07",13.44
"639","2013-11-08",13.91
"640","2013-11-11",13.42
"641","2013-11-12",12.72
"642","2013-11-13",13.29
"643","2013-11-14",13.2
"644","2013-11-15",12.03
"645","2013-11-18",11.82
"646","2013-11-19",11.9
"647","2013-11-20",11.38
"648","2013-11-21",11.39
"649","2013-11-22",11.13
"650","2013-11-25",10.82
"651","2013-11-26",10.97
"652","2013-11-27",10.79
"653","2013-11-29",10.64
"654","2013-12-02",10.3
"655","2013-12-03",10.34
"656","2013-12-04",10.63
"657","2013-12-05",10.51
"658","2013-12-06",10.3
"659","2013-12-09",10.64
"660","2013-12-10",11.46
"661","2013-12-11",11.14
"662","2013-12-12",11.18
"663","2013-12-13",11.4
"664","2013-12-16",11.11
"665","2013-12-17",11.27
"666","2013-12-18",11.16
"667","2013-12-19",11.19
"668","2013-12-20",11.21
"669","2013-12-23",11.68
"670","2013-12-24",12.5
"671","2013-12-26",12.71
"672","2013-12-27",12.24
"673","2013-12-30",11.58
"674","2013-12-31",12.09
"675","2014-01-02",12.03
"676","2014-01-03",12.19
"677","2014-01-06",11.9
"678","2014-01-07",12.11
"679","2014-01-08",12.07
"680","2014-01-09",12.2
"681","2014-01-10",12.58
"682","2014-01-13",12.65
"683","2014-01-14",12.69
"684","2014-01-15",13.06
"685","2014-01-16",13.1
"686","2014-01-17",12.98
"687","2014-01-21",13.33
"688","2014-01-22",13.34
"689","2014-01-23",13.78
"690","2014-01-24",12.72
"691","2014-01-27",12.46
"692","2014-01-28",13
"693","2014-01-29",12.7
"694","2014-01-30",13.49
"695","2014-01-31",13.35
"696","2014-02-03",12.8
"697","2014-02-04",13.13
"698","2014-02-05",12.91
"699","2014-02-06",12.18
"700","2014-02-07",12.89
"701","2014-02-10",12.72
"702","2014-02-11",12.88
"703","2014-02-12",13.08
"704","2014-02-13",13.18
"705","2014-02-14",13.21
"706","2014-02-18",13.16
"707","2014-02-19",12.97
"708","2014-02-20",12.86
"709","2014-02-21",12.71
"710","2014-02-24",12.77
"711","2014-02-25",12.63
"712","2014-02-26",12.5
"713","2014-02-27",12.56
"714","2014-02-28",12.41
"715","2014-03-03",12.27
"716","2014-03-04",12.53
"717","2014-03-05",12.71
"718","2014-03-06",12.86
"719","2014-03-07",12.82
"720","2014-03-10",12.89
"721","2014-03-11",12.83
"722","2014-03-12",12.93
"723","2014-03-13",13.1
"724","2014-03-14",11.98
"725","2014-03-17",11.8
"726","2014-03-18",12.07
"727","2014-03-19",11.65
"728","2014-03-20",11.47
"729","2014-03-21",10.96
"730","2014-03-24",10.68
"731","2014-03-25",10.8
"732","2014-03-26",10.3
"733","2014-03-27",10.15
"734","2014-03-28",10.16
"735","2014-03-31",10.14
"736","2014-04-01",10.35
"737","2014-04-02",10.38
"738","2014-04-03",10.36
"739","2014-04-04",10.21
"740","2014-04-07",9.9
"741","2014-04-08",10.02
"742","2014-04-09",10.09
"743","2014-04-10",10
"744","2014-04-11",9.79
"745","2014-04-14",9.68
"746","2014-04-15",9.7
"747","2014-04-16",9.59
"748","2014-04-17",9.69
"749","2014-04-21",9.68
"750","2014-04-22",10
"751","2014-04-23",9.66
"752","2014-04-24",9.54
"753","2014-04-25",8.98
"754","2014-04-28",8.78
"755","2014-04-29",8.97
"756","2014-04-30",8.78
"757","2014-05-01",8.92
"758","2014-05-02",8.98
"759","2014-05-05",8.85
"760","2014-05-06",8.7
"761","2014-05-07",8.7
"762","2014-05-08",8.9
"763","2014-05-09",9.23
"764","2014-05-12",9.34
"765","2014-05-13",9.17
"766","2014-05-14",8.95
"767","2014-05-15",8.83
"768","2014-05-16",8.96
"769","2014-05-19",9.1
"770","2014-05-20",8.94
"771","2014-05-21",9.1
"772","2014-05-22",9.17
"773","2014-05-23",9.3
"774","2014-05-27",9.49
"775","2014-05-28",9.44
"776","2014-05-29",9.5
"777","2014-05-30",9.27
"778","2014-06-02",9.27
"779","2014-06-03",9.22
"780","2014-06-04",9.38
"781","2014-06-05",9.52
"782","2014-06-06",9.91
"783","2014-06-09",10.1
"784","2014-06-10",10.06
"785","2014-06-11",10.17
"786","2014-06-12",10.27
"787","2014-06-13",10.27
"788","2014-06-16",10.14
"789","2014-06-17",10.13
"790","2014-06-18",10.12
"791","2014-06-19",9.98
"792","2014-06-20",10
"793","2014-06-23",10.13
"794","2014-06-24",9.95
"795","2014-06-25",10.2
"796","2014-06-26",10.44
"797","2014-06-27",10.42
"798","2014-06-30",10.57
"799","2014-07-01",10.72
"800","2014-07-02",10.54
"801","2014-07-03",10.57
"802","2014-07-07",10.57
"803","2014-07-08",9.89
"804","2014-07-09",9.93
"805","2014-07-10",9.72
"806","2014-07-11",9.71
"807","2014-07-14",9.8
"808","2014-07-15",9.77
"809","2014-07-16",9.72
"810","2014-07-17",9.52
"811","2014-07-18",9.58
"812","2014-07-21",9.56
"813","2014-07-22",9.6
"814","2014-07-23",9.63
"815","2014-07-24",9.7
"816","2014-07-25",9.8
"817","2014-07-28",9.58
"818","2014-07-29",9.71
"819","2014-07-30",10.7
"820","2014-07-31",10.17
"821","2014-08-01",9.89
"822","2014-08-04",9.88
"823","2014-08-05",10.06
"824","2014-08-06",9.85
"825","2014-08-07",9.73
"826","2014-08-08",9.84
"827","2014-08-11",10.04
"828","2014-08-12",10.16
"829","2014-08-13",10.1
"830","2014-08-14",10.02
"831","2014-08-15",10.04
"832","2014-08-18",10.07
"833","2014-08-19",10.1
"834","2014-08-20",10.12
"835","2014-08-21",10.11
"836","2014-08-22",10.18
"837","2014-08-25",10.27
"838","2014-08-26",10.48
"839","2014-08-27",10.39
"840","2014-08-28",10.48
"841","2014-08-29",10.7
"842","2014-09-02",10.75
"843","2014-09-03",10.76
"844","2014-09-04",10.92
"845","2014-09-05",11.38
"846","2014-09-08",11.59
"847","2014-09-09",11.5
"848","2014-09-10",11.62
"849","2014-09-11",11.69
"850","2014-09-12",11.46
"851","2014-09-15",10.87
"852","2014-09-16",10.82
"853","2014-09-17",10.86
"854","2014-09-18",10.82
"855","2014-09-19",10.66
"856","2014-09-22",10.08
"857","2014-09-23",10.02
"858","2014-09-24",10
"859","2014-09-25",9.83
"860","2014-09-26",9.85
"861","2014-09-29",9.93
"862","2014-09-30",10.01
"863","2014-10-01",9.8
"864","2014-10-02",9.97
"865","2014-10-03",10.23
"866","2014-10-06",10.26
"867","2014-10-07",10.11
"868","2014-10-08",10.16
"869","2014-10-09",9.94
"870","2014-10-10",9.73
"871","2014-10-13",9.83
"872","2014-10-14",9.59
"873","2014-10-15",9.21
"874","2014-10-16",9.39
"875","2014-10-17",9.35
"876","2014-10-20",9.75
"877","2014-10-21",10.06
"878","2014-10-22",10.08
"879","2014-10-23",10.19
"880","2014-10-24",10.23
"881","2014-10-27",10.12
"882","2014-10-28",9.83
"883","2014-10-29",9.54
"884","2014-10-30",9.57
"885","2014-10-31",9.71
"886","2014-11-03",9.73
"887","2014-11-04",9.72
"888","2014-11-05",9.76
"889","2014-11-06",9.75
"890","2014-11-07",9.85
"891","2014-11-10",9.7
"892","2014-11-11",9.73
"893","2014-11-12",9.77
"894","2014-11-13",9.71
"895","2014-11-14",9.75
"896","2014-11-17",10.13
"897","2014-11-18",9.87
"898","2014-11-19",9.86
"899","2014-11-20",9.82
"900","2014-11-21",9.79
"901","2014-11-24",9.82
"902","2014-11-25",9.8
"903","2014-11-26",9.88
"904","2014-11-28",9.84
"905","2014-12-01",9.49
"906","2014-12-02",9.45
"907","2014-12-03",9.61
"908","2014-12-04",9.58
"909","2014-12-05",9.4
"910","2014-12-08",8.97
"911","2014-12-09",9
"912","2014-12-10",8.77
"913","2014-12-11",8.86
"914","2014-12-12",8.71
"915","2014-12-15",8.47
"916","2014-12-16",8.26
"917","2014-12-17",8.36
"918","2014-12-18",8.67
"919","2014-12-19",8.63
"920","2014-12-22",8.61
"921","2014-12-23",8.69
"922","2014-12-24",8.76
"923","2014-12-26",8.91
"924","2014-12-29",8.71
"925","2014-12-30",8.64
"926","2014-12-31",8.63
"927","2015-01-02",8.99
"928","2015-01-05",8.84
"929","2015-01-06",8.91
"930","2015-01-07",8.86
"931","2015-01-08",9.07
"932","2015-01-09",9.22
"933","2015-01-12",9.08
"934","2015-01-13",9.04
"935","2015-01-14",8.99
"936","2015-01-15",8.99
"937","2015-01-16",9.18
"938","2015-01-20",9.28
"939","2015-01-21",9.36
"940","2015-01-22",9.23
"941","2015-01-23",9.48
"942","2015-01-26",9.39
"943","2015-01-27",9.21
"944","2015-01-28",9.22
"945","2015-01-29",9.28
"946","2015-01-30",9.24
"947","2015-02-02",9.3
"948","2015-02-03",9.5
"949","2015-02-04",9.48
"950","2015-02-05",9.48
"951","2015-02-06",9.78
"952","2015-02-09",9.77
"953","2015-02-10",9.7
"954","2015-02-11",10.13
"955","2015-02-12",10.1
"956","2015-02-13",10.22
"957","2015-02-17",10.24
"958","2015-02-18",10.09
"959","2015-02-19",10.03
"960","2015-02-20",9.97
"961","2015-02-23",10.07
"962","2015-02-24",10.01
"963","2015-02-25",10.05
"964","2015-02-26",10.24
"965","2015-02-27",10.36
"966","2015-03-02",10.32
"967","2015-03-03",10.33
"968","2015-03-04",10.38
"969","2015-03-05",10.18
"970","2015-03-06",10.37
"971","2015-03-09",10.07
"972","2015-03-10",9.96
"973","2015-03-11",9.98
"974","2015-03-12",10.11
"975","2015-03-13",9.74
"976","2015-03-16",9.48
"977","2015-03-17",9.51
"978","2015-03-18",9.48
"979","2015-03-19",9.48
"980","2015-03-20",9.66
"981","2015-03-23",9.63
"982","2015-03-24",9.86
"983","2015-03-25",9.73
"984","2015-03-26",9.78
"985","2015-03-27",9.66
"986","2015-03-30",9.73
"987","2015-03-31",9.8
"988","2015-04-01",9.72
"989","2015-04-02",9.76
"990","2015-04-06",9.88
"991","2015-04-07",10.01
"992","2015-04-08",10.04
"993","2015-04-09",9.95
"994","2015-04-10",9.94
"995","2015-04-13",9.98
"996","2015-04-14",9.96
"997","2015-04-15",10
