"","date","OVID"
"264","2018-05-22",8.33
"265","2018-05-23",8.15
"266","2018-05-24",7.67
"267","2018-05-25",7.65
"268","2018-05-29",7.73
"269","2018-05-30",7.73
"270","2018-05-31",7.89
"271","2018-06-01",8.13
"272","2018-06-04",8.01
"273","2018-06-05",8.23
"274","2018-06-06",8.72
"275","2018-06-07",8.12
"276","2018-06-08",8.08
"277","2018-06-11",8.45
"278","2018-06-12",8.54
"279","2018-06-13",8.15
"280","2018-06-14",8.06
"281","2018-06-15",8.09
"282","2018-06-18",8.07
"283","2018-06-19",8.19
"284","2018-06-20",8.7
"285","2018-06-21",8.15
"286","2018-06-22",8.46
"287","2018-06-25",8.37
"288","2018-06-26",8.27
"289","2018-06-27",8
"290","2018-06-28",7.92
"291","2018-06-29",7.8
"292","2018-07-02",8.14
"293","2018-07-03",8.35
"294","2018-07-05",8.68
"295","2018-07-06",9.23
"296","2018-07-09",9.68
"297","2018-07-10",9.34
"298","2018-07-11",9.56
"299","2018-07-12",9.95
"300","2018-07-13",11
"301","2018-07-16",10.28
"302","2018-07-17",10.4
"303","2018-07-18",10.68
"304","2018-07-19",10.58
"305","2018-07-20",10.73
"306","2018-07-23",10.46
"307","2018-07-24",10.18
"308","2018-07-25",10.14
"309","2018-07-26",9.63
"310","2018-07-27",9.63
"311","2018-07-30",10.13
"312","2018-07-31",9.98
"313","2018-08-01",9.87
"314","2018-08-02",9.77
"315","2018-08-03",9.52
"316","2018-08-06",6.08
"317","2018-08-07",5.67
"318","2018-08-08",6.02
"319","2018-08-09",6.02
"320","2018-08-10",6.16
"321","2018-08-13",6.06
"322","2018-08-14",6.55
"323","2018-08-15",6.53
"324","2018-08-16",6.57
"325","2018-08-17",6.87
"326","2018-08-20",6.6
"327","2018-08-21",6.63
"328","2018-08-22",6.56
"329","2018-08-23",6.46
"330","2018-08-24",6.6
"331","2018-08-27",6.4
"332","2018-08-28",6.61
"333","2018-08-29",6.575
"334","2018-08-30",6.49
"335","2018-08-31",6.67
"336","2018-09-04",6.59
"337","2018-09-05",6.33
"338","2018-09-06",6.1
"339","2018-09-07",6.01
"340","2018-09-10",6.06
"341","2018-09-11",6.25
"342","2018-09-12",6.11
"343","2018-09-13",6.08
"344","2018-09-14",5.79
"345","2018-09-17",5.88
"346","2018-09-18",5.94
"347","2018-09-19",5.86
"348","2018-09-20",5.95
"349","2018-09-21",5.6
"350","2018-09-24",5.96
"351","2018-09-25",5.66
"352","2018-09-26",5.84
"353","2018-09-27",5.87
"354","2018-09-28",5.67
"355","2018-10-01",5.72
"356","2018-10-02",5.43
"357","2018-10-03",5.83
"358","2018-10-04",5.72
"359","2018-10-05",5.68
"360","2018-10-08",5.97
"361","2018-10-09",5.9
"362","2018-10-10",5.97
"363","2018-10-11",5.98
"364","2018-10-12",6.01
"365","2018-10-15",5.81
"366","2018-10-16",6.04
"367","2018-10-17",6.6
"368","2018-10-18",5.87
"369","2018-10-19",6.16
"370","2018-10-22",5.99
"371","2018-10-23",5.95
"372","2018-10-24",5.38
"373","2018-10-25",5.48
"374","2018-10-26",5.45
"375","2018-10-29",5.21
"376","2018-10-30",4.92
"377","2018-10-31",5.13
"378","2018-11-01",5.66
"379","2018-11-02",5.55
"380","2018-11-05",5.48
"381","2018-11-06",5.44
"382","2018-11-07",5.6
"383","2018-11-08",5.56
"384","2018-11-09",5.15
"385","2018-11-12",4.75
"386","2018-11-13",5.16
"387","2018-11-14",4.56
"388","2018-11-15",4.51
"389","2018-11-16",4.59
"390","2018-11-19",4.16
"391","2018-11-20",4.03
"392","2018-11-21",4.08
"393","2018-11-23",4.23
"394","2018-11-26",4.08
"395","2018-11-27",3.9
"396","2018-11-28",4.06
"397","2018-11-29",4.02
"398","2018-11-30",4.03
"399","2018-12-03",4.07
"400","2018-12-04",3.49
"401","2018-12-06",3.4
"402","2018-12-07",3.41
"403","2018-12-10",3.32
"404","2018-12-11",3.19
"405","2018-12-12",3.07
"406","2018-12-13",3.01
"407","2018-12-14",3
"408","2018-12-17",2.99
"409","2018-12-18",2.93
"410","2018-12-19",2.73
"411","2018-12-20",2.66
"412","2018-12-21",2.65
"413","2018-12-24",2.71
"414","2018-12-26",2.64
"415","2018-12-27",2.52
"416","2018-12-28",2.49
"417","2018-12-31",2.42
"418","2019-01-02",2.7
"419","2019-01-03",2.65
"420","2019-01-04",2.96
"421","2019-01-07",3.03
"422","2019-01-08",3.2
"423","2019-01-09",3.1
"424","2019-01-10",3.19
"425","2019-01-11",3.45
"426","2019-01-14",3.25
"427","2019-01-15",3.34
"428","2019-01-16",3.42
"429","2019-01-17",3.445
"430","2019-01-18",3.555
"431","2019-01-22",3.49
"432","2019-01-23",3.31
"433","2019-01-24",3.26
"434","2019-01-25",3.27
"435","2019-01-28",3.2
"436","2019-01-29",3.21
"437","2019-01-30",3.19
"438","2019-01-31",2.83
"439","2019-02-01",3.04
"440","2019-02-04",2.89
"441","2019-02-05",2.56
"442","2019-02-06",2.63
"443","2019-02-07",2.63
"444","2019-02-08",2.59
"445","2019-02-11",2.56
"446","2019-02-12",2.62
"447","2019-02-13",2.47
"448","2019-02-14",2.3
"449","2019-02-15",2.5
"450","2019-02-19",2.57
"451","2019-02-20",1.85
"452","2019-02-21",1.81
"453","2019-02-22",1.89
"454","2019-02-25",1.93
"455","2019-02-26",2.05
"456","2019-02-27",2.06
"457","2019-02-28",2.06
"458","2019-03-01",2.03
"459","2019-03-04",2.06
"460","2019-03-05",2.03
"461","2019-03-06",1.98
"462","2019-03-07",1.99
"463","2019-03-08",1.94
"464","2019-03-11",1.94
"465","2019-03-12",2
"466","2019-03-13",1.98
"467","2019-03-14",1.92
"468","2019-03-15",1.91
"469","2019-03-18",1.95
"470","2019-03-19",1.97
"471","2019-03-20",1.9
"472","2019-03-21",1.95
"473","2019-03-22",1.89
"474","2019-03-25",1.87
"475","2019-03-26",1.78
"476","2019-03-27",1.82
"477","2019-03-28",1.8
"478","2019-03-29",1.77
"479","2019-04-01",1.76
"480","2019-04-02",1.94
"481","2019-04-03",1.92
"482","2019-04-04",1.86
"483","2019-04-05",1.86
"484","2019-04-08",1.88
"485","2019-04-09",1.87
"486","2019-04-10",1.85
"487","2019-04-11",1.84
"488","2019-04-12",1.83
"489","2019-04-15",1.83
"490","2019-04-16",1.83
"491","2019-04-17",1.79
"492","2019-04-18",1.77
"493","2019-04-22",1.8
"494","2019-04-23",1.96
"495","2019-04-24",1.95
"496","2019-04-25",1.95
"497","2019-04-26",1.93
"498","2019-04-29",2.05
"499","2019-04-30",2.04
"500","2019-05-01",1.85
"501","2019-05-02",1.79
"502","2019-05-03",1.83
"503","2019-05-06",2.14
"504","2019-05-07",1.89
"505","2019-05-08",1.84
"506","2019-05-09",1.71
"507","2019-05-10",1.71
"508","2019-05-13",1.66
"509","2019-05-14",1.66
"510","2019-05-15",1.74
"511","2019-05-16",1.75
"512","2019-05-17",1.75
"513","2019-05-20",1.73
"514","2019-05-21",1.72
"515","2019-05-22",1.64
"516","2019-05-23",1.65
"517","2019-05-24",1.7
"518","2019-05-28",1.61
"519","2019-05-29",1.69
"520","2019-05-30",1.59
"521","2019-05-31",1.6
"522","2019-06-03",1.68
"523","2019-06-04",1.68
"524","2019-06-05",1.6
"525","2019-06-06",1.61
"526","2019-06-07",1.6
"527","2019-06-10",1.65
"528","2019-06-11",1.64
"529","2019-06-12",1.64
"530","2019-06-13",1.74
"531","2019-06-14",1.77
"532","2019-06-17",1.69
"533","2019-06-18",1.93
"534","2019-06-19",1.78
"535","2019-06-20",1.88
"536","2019-06-21",1.81
"537","2019-06-24",1.76
"538","2019-06-25",1.82
"539","2019-06-26",1.78
"540","2019-06-27",1.84
"541","2019-06-28",1.85
"542","2019-07-01",2.31
"543","2019-07-02",2.52
"544","2019-07-03",2.59
"545","2019-07-05",2.71
"546","2019-07-08",2.71
"547","2019-07-09",2.71
"548","2019-07-10",2.8
"549","2019-07-11",2.77
"550","2019-07-12",2.56
"551","2019-07-15",2.57
"552","2019-07-16",2.37
"553","2019-07-17",2.24
"554","2019-07-18",2.44
"555","2019-07-19",2.35
"556","2019-07-22",2.2
"557","2019-07-23",2.17
"558","2019-07-24",2.2
"559","2019-07-25",2.11
"560","2019-07-26",2.12
"561","2019-07-29",2.09
"562","2019-07-30",2.1
"563","2019-07-31",2.04
"564","2019-08-01",2.06
"565","2019-08-02",2
"566","2019-08-05",1.91
"567","2019-08-06",1.94
"568","2019-08-07",1.91
"569","2019-08-08",1.9
"570","2019-08-09",1.88
"571","2019-08-12",1.84
"572","2019-08-13",1.98
"573","2019-08-14",1.87
"574","2019-08-15",1.86
"575","2019-08-16",1.93
"576","2019-08-19",2.12
"577","2019-08-20",2.15
"578","2019-08-21",2.16
"579","2019-08-22",2.04
"580","2019-08-23",1.92
"581","2019-08-26",1.95
"582","2019-08-27",1.88
"583","2019-08-28",1.79
"584","2019-08-29",1.8
"585","2019-08-30",1.77
"586","2019-09-03",1.76
"587","2019-09-04",1.99
"588","2019-09-05",1.91
"589","2019-09-06",2.17
"590","2019-09-09",2.14
"591","2019-09-10",2.38
"592","2019-09-11",2.53
"593","2019-09-12",2.47
"594","2019-09-13",2.38
"595","2019-09-16",2.49
"596","2019-09-17",2.36
"597","2019-09-18",2.26
"598","2019-09-19",2.25
"599","2019-09-20",2.24
"600","2019-09-23",2.47
"601","2019-09-24",3.1
"602","2019-09-25",3.51
"603","2019-09-26",3.37
"604","2019-09-27",3.09
"605","2019-09-30",3.24
"606","2019-10-01",3.17
"607","2019-10-02",3.13
"608","2019-10-03",3.27
"609","2019-10-04",2.395
"610","2019-10-07",2.4
"611","2019-10-08",2.44
"612","2019-10-09",2.19
"613","2019-10-10",2.13
"614","2019-10-11",2.29
"615","2019-10-14",2.4
"616","2019-10-15",2.39
"617","2019-10-16",2.37
"618","2019-10-17",2.39
"619","2019-10-18",2.31
"620","2019-10-21",2.15
"621","2019-10-22",2.23
"622","2019-10-23",2.18
"623","2019-10-24",2.08
"624","2019-10-25",2.1
"625","2019-10-28",2.24
"626","2019-10-29",2.23
"627","2019-10-30",2.25
"628","2019-10-31",2.31
"629","2019-11-01",2.46
"630","2019-11-04",2.83
"631","2019-11-05",2.72
"632","2019-11-06",2.61
"633","2019-11-07",2.6
"634","2019-11-08",2.55
"635","2019-11-11",2.56
"636","2019-11-12",2.47
"637","2019-11-13",2.43
"638","2019-11-14",2.54
"639","2019-11-15",2.59
"640","2019-11-18",2.76
"641","2019-11-19",2.89
"642","2019-11-20",2.71
"643","2019-11-21",2.68
"644","2019-11-22",2.8
"645","2019-11-25",3.05
"646","2019-11-26",3.12
"647","2019-11-27",3.72
"648","2019-11-29",4.26
"649","2019-12-02",4.23
"650","2019-12-03",4.01
"651","2019-12-04",4.02
"652","2019-12-05",3.99
"653","2019-12-06",4.01
"654","2019-12-09",4.03
"655","2019-12-10",4.32
"656","2019-12-11",4.15
"657","2019-12-12",4.1
"658","2019-12-13",4.03
"659","2019-12-16",4.15
"660","2019-12-17",4.45
"661","2019-12-18",4.42
"662","2019-12-19",4.37
"663","2019-12-20",4.52
"664","2019-12-23",4.79
"665","2019-12-24",5.06
"666","2019-12-26",4.92
"667","2019-12-27",4.61
"668","2019-12-30",4.36
"669","2019-12-31",4.15
"670","2020-01-02",4.1
"671","2020-01-03",3.88
"672","2020-01-06",3.92
"673","2020-01-07",4.12
"674","2020-01-08",4.03
"675","2020-01-09",4.05
"676","2020-01-10",3.85
"677","2020-01-13",3.49
"678","2020-01-14",3.6
"679","2020-01-15",3.63
"680","2020-01-16",3.9
"681","2020-01-17",3.96
"682","2020-01-21",3.85
"683","2020-01-22",3.86
"684","2020-01-23",3.65
"685","2020-01-24",3.55
"686","2020-01-27",3.43
"687","2020-01-28",3.38
"688","2020-01-29",3.59
"689","2020-01-30",3.43
"690","2020-01-31",3.6
"691","2020-02-03",3.64
"692","2020-02-04",3.65
"693","2020-02-05",3.99
"694","2020-02-06",3.94
"695","2020-02-07",3.83
"696","2020-02-10",3.79
"697","2020-02-11",3.97
"698","2020-02-12",4.35
"699","2020-02-13",4.13
"700","2020-02-14",3.82
"701","2020-02-18",3.79
"702","2020-02-19",3.62
"703","2020-02-20",3.65
"704","2020-02-21",3.54
"705","2020-02-24",3.46
"706","2020-02-25",3.26
"707","2020-02-26",3.23
"708","2020-02-27",3.12
"709","2020-02-28",3.28
"710","2020-03-02",3.33
"711","2020-03-03",3.18
"712","2020-03-04",3.53
"713","2020-03-05",3.5
"714","2020-03-06",3.16
"715","2020-03-09",2.92
"716","2020-03-10",3.08
"717","2020-03-11",2.68
"718","2020-03-12",2.25
"719","2020-03-13",2.25
"720","2020-03-16",2.11
"721","2020-03-17",2.38
"722","2020-03-18",2.03
"723","2020-03-19",2.16
"724","2020-03-20",2.29
"725","2020-03-23",2.42
"726","2020-03-24",2.52
"727","2020-03-25",2.61
"728","2020-03-26",2.85
"729","2020-03-27",2.89
"730","2020-03-30",2.88
"731","2020-03-31",2.98
"732","2020-04-01",2.67
"733","2020-04-02",2.88
"734","2020-04-03",2.77
"735","2020-04-06",2.86
"736","2020-04-07",2.79
"737","2020-04-08",2.83
"738","2020-04-09",2.84
"739","2020-04-13",3.15
"740","2020-04-14",3.48
"741","2020-04-15",3.39
"742","2020-04-16",3.47
"743","2020-04-17",3.4
"744","2020-04-20",3.46
"745","2020-04-21",3.18
"746","2020-04-22",3.4
"747","2020-04-23",3.36
"748","2020-04-24",3.41
"749","2020-04-27",3.61
"750","2020-04-28",3.67
"751","2020-04-29",3.82
"752","2020-04-30",3.64
"753","2020-05-01",3.32
"754","2020-05-04",3.51
"755","2020-05-05",3.66
"756","2020-05-06",3.68
"757","2020-05-07",3.52
"758","2020-05-08",3.67
"759","2020-05-11",3.94
"760","2020-05-12",4.07
"761","2020-05-13",4.18
"762","2020-05-14",4.11
"763","2020-05-15",4.11
"764","2020-05-18",4.17
"765","2020-05-19",4.44
"766","2020-05-20",4.75
"767","2020-05-21",5.09
"768","2020-05-22",5.85
"769","2020-05-26",6.69
"770","2020-05-27",5.73
"771","2020-05-28",5.255
"772","2020-05-29",5.35
"773","2020-06-01",5.34
"774","2020-06-02",5.53
"775","2020-06-03",5.31
"776","2020-06-04",5.44
"777","2020-06-05",5.29
"778","2020-06-08",5.44
"779","2020-06-09",5.36
"780","2020-06-10",5.48
"781","2020-06-11",4.83
"782","2020-06-12",5.25
"783","2020-06-15",5.67
"784","2020-06-16",5.475
"785","2020-06-17",5.43
"786","2020-06-18",7.37
"787","2020-06-19",7.4
"788","2020-06-22",7.27
"789","2020-06-23",7.04
"790","2020-06-24",7.91
"791","2020-06-25",7.89
"792","2020-06-26",7.71
"793","2020-06-29",7.68
"794","2020-06-30",7.37
"795","2020-07-01",7.31
"796","2020-07-02",7.19
"797","2020-07-06",7.15
"798","2020-07-07",7.46
"799","2020-07-08",7.83
"800","2020-07-09",7.81
"801","2020-07-10",7.47
"802","2020-07-13",7
"803","2020-07-14",7.39
"804","2020-07-15",7.35
"805","2020-07-16",7.21
"806","2020-07-17",7.27
"807","2020-07-20",7.38
"808","2020-07-21",7.2
"809","2020-07-22",7.07
"810","2020-07-23",6.88
"811","2020-07-24",6.62
"812","2020-07-27",6.81
"813","2020-07-28",6.42
"814","2020-07-29",6.32
"815","2020-07-30",6.6
"816","2020-07-31",6.45
"817","2020-08-03",6.77
"818","2020-08-04",6.85
"819","2020-08-05",7.08
"820","2020-08-06",6.93
"821","2020-08-07",7.19
"822","2020-08-10",7.14
"823","2020-08-11",7.02
"824","2020-08-12",7.645
"825","2020-08-13",7.57
"826","2020-08-14",7.5
"827","2020-08-17",8
"828","2020-08-18",8.1
"829","2020-08-19",8.24
"830","2020-08-20",7.91
"831","2020-08-21",7.655
"832","2020-08-24",6.37
"833","2020-08-25",6.335
"834","2020-08-26",6.06
"835","2020-08-27",5.69
"836","2020-08-28",5.84
"837","2020-08-31",5.74
"838","2020-09-01",5.39
"839","2020-09-02",5.69
"840","2020-09-03",5.45
"841","2020-09-04",5.48
"842","2020-09-08",5.5
"843","2020-09-09",5.72
"844","2020-09-10",5.67
"845","2020-09-11",5.71
"846","2020-09-14",6.235
"847","2020-09-15",6.41
"848","2020-09-16",6.62
"849","2020-09-17",6.69
"850","2020-09-18",6.69
"851","2020-09-21",6.16
"852","2020-09-22",6.15
"853","2020-09-23",5.8
"854","2020-09-24",5.6
"855","2020-09-25",5.825
"856","2020-09-28",5.89
"857","2020-09-29",5.98
"858","2020-09-30",5.74
"859","2020-10-01",6.05
"860","2020-10-02",5.76
"861","2020-10-05",6.07
"862","2020-10-06",5.99
"863","2020-10-07",6.17
"864","2020-10-08",5.83
"865","2020-10-09",5.65
"866","2020-10-12",5.54
"867","2020-10-13",5.75
"868","2020-10-14",5.69
"869","2020-10-15",5.69
"870","2020-10-16",5.52
"871","2020-10-19",5.5
"872","2020-10-20",5.36
"873","2020-10-21",5.23
"874","2020-10-22",5.37
"875","2020-10-23",5.34
"876","2020-10-26",5.31
"877","2020-10-27",5.61
"878","2020-10-28",5.16
"879","2020-10-29",5.25
"880","2020-10-30",5.11
"881","2020-11-02",4.94
"882","2020-11-03",5.15
"883","2020-11-04",5.37
"884","2020-11-05",5.31
"885","2020-11-06",4.98
"886","2020-11-09",5.11
"887","2020-11-10",5.15
"888","2020-11-11",5.08
"889","2020-11-12",5.42
"890","2020-11-13",6.04
"891","2020-11-16",6
"892","2020-11-17",6.05
"893","2020-11-18",6.01
"894","2020-11-19",6.11
"895","2020-11-20",6.14
"896","2020-11-23",6.12
"897","2020-11-24",6.12
"898","2020-11-25",5.99
"899","2020-11-27",6.29
