"","date","KTB"
"1","2019-05-28",36.279999
"2","2019-05-29",32.970001
"3","2019-05-30",31.15
"4","2019-05-31",29.299999
"5","2019-06-03",29.049999
"6","2019-06-04",30.75
"7","2019-06-05",31.379999
"8","2019-06-06",30.5
"9","2019-06-07",28.42
"10","2019-06-10",30.42
"11","2019-06-11",28.280001
"12","2019-06-12",27.16
"13","2019-06-13",28.83
"14","2019-06-14",28.299999
"15","2019-06-17",27.940001
"16","2019-06-18",27.370001
"17","2019-06-19",27.379999
"18","2019-06-20",27.75
"19","2019-06-21",27.51
"20","2019-06-24",27.68
"21","2019-06-25",26.129999
"22","2019-06-26",26.67
"23","2019-06-27",28.370001
"24","2019-06-28",28.02
"25","2019-07-01",29.33
"26","2019-07-02",29.17
"27","2019-07-03",29.360001
"28","2019-07-05",29.83
"29","2019-07-08",30.799999
"30","2019-07-09",30.99
"31","2019-07-10",32.299999
"32","2019-07-11",33.459999
"33","2019-07-12",33.5
"34","2019-07-15",31.77
"35","2019-07-16",32.02
"36","2019-07-17",30.6
"37","2019-07-18",29.33
"38","2019-07-19",29.49
"39","2019-07-22",30.549999
"40","2019-07-23",31
"41","2019-07-24",31.540001
"42","2019-07-25",30
"43","2019-07-26",29.92
"44","2019-07-29",31.040001
"45","2019-07-30",30.969999
"46","2019-07-31",29.33
"47","2019-08-01",29.16
"48","2019-08-02",30.07
"49","2019-08-05",28.469999
"50","2019-08-06",29.23
"51","2019-08-07",29.6
"52","2019-08-08",33.82
"53","2019-08-09",34.34
"54","2019-08-12",32.259998
"55","2019-08-13",32.299999
"56","2019-08-14",30.74
"57","2019-08-15",30.110001
"58","2019-08-16",32.52
"59","2019-08-19",31.84
"60","2019-08-20",32.279999
"61","2019-08-21",33.5
"62","2019-08-22",33.099998
"63","2019-08-23",32.200001
"64","2019-08-26",33.630001
"65","2019-08-27",32.919998
"66","2019-08-28",33.34
"67","2019-08-29",33.900002
"68","2019-08-30",34.240002
"69","2019-09-03",34.23
"70","2019-09-04",34.43
"71","2019-09-05",35.389999
"72","2019-09-06",35.970001
"73","2019-09-09",35.459999
"74","2019-09-10",34.689999
"75","2019-09-11",36.029999
"76","2019-09-12",36
"77","2019-09-13",35.48
"78","2019-09-16",34.59
"79","2019-09-17",34
"80","2019-09-18",34.27
"81","2019-09-19",34.75
"82","2019-09-20",33.849998
"83","2019-09-23",35.540001
"84","2019-09-24",34.419998
"85","2019-09-25",33.98
"86","2019-09-26",34.299999
"87","2019-09-27",34.52
"88","2019-09-30",35.099998
"89","2019-10-01",34.779999
"90","2019-10-02",34.150002
"91","2019-10-03",34.799999
"92","2019-10-04",34.110001
"93","2019-10-07",34.48
"94","2019-10-08",34.650002
"95","2019-10-09",34.650002
"96","2019-10-10",34.41
"97","2019-10-11",36.700001
"98","2019-10-14",36.919998
"99","2019-10-15",37.810001
"100","2019-10-16",38.34
"101","2019-10-17",38.470001
"102","2019-10-18",38.25
"103","2019-10-21",39.09
"104","2019-10-22",40.139999
"105","2019-10-23",40.25
"106","2019-10-24",39.34
"107","2019-10-25",40.169998
"108","2019-10-28",39.560001
"109","2019-10-29",39.860001
"110","2019-10-30",39.380001
"111","2019-10-31",38
"112","2019-11-01",38
"113","2019-11-04",38.400002
"114","2019-11-05",39.330002
"115","2019-11-06",38.240002
"116","2019-11-07",35.009998
"117","2019-11-08",36.009998
"118","2019-11-11",36.150002
"119","2019-11-12",36.07
"120","2019-11-13",36.5
"121","2019-11-14",36.009998
"122","2019-11-15",36.029999
"123","2019-11-18",35.459999
"124","2019-11-19",35.470001
"125","2019-11-20",35.150002
"126","2019-11-21",35
"127","2019-11-22",35.52
"128","2019-11-25",36.02
"129","2019-11-26",35.880001
"130","2019-11-27",36.029999
"131","2019-11-29",35.849998
"132","2019-12-02",36.619999
"133","2019-12-03",36.810001
"134","2019-12-04",37.52
"135","2019-12-05",38.57
"136","2019-12-06",38.459999
"137","2019-12-09",38.200001
"138","2019-12-10",38.279999
"139","2019-12-11",38.400002
"140","2019-12-12",39.220001
"141","2019-12-13",38.970001
"142","2019-12-16",38.709999
"143","2019-12-17",38.990002
"144","2019-12-18",40.259998
"145","2019-12-19",40.220001
"146","2019-12-20",40.759998
"147","2019-12-23",41.689999
"148","2019-12-24",41.5
"149","2019-12-26",42.299999
"150","2019-12-27",42.490002
"151","2019-12-30",42.240002
"152","2019-12-31",41.990002
"153","2020-01-02",41.689999
"154","2020-01-03",42.790001
"155","2020-01-06",42.259998
"156","2020-01-07",42.689999
"157","2020-01-08",42.779999
"158","2020-01-09",42.040001
"159","2020-01-10",40.869999
"160","2020-01-13",41.68
"161","2020-01-14",41.200001
"162","2020-01-15",40.759998
"163","2020-01-16",41.950001
"164","2020-01-17",41.73
"165","2020-01-21",41.619999
"166","2020-01-22",41.48
"167","2020-01-23",41.990002
"168","2020-01-24",41.91
"169","2020-01-27",40.91
"170","2020-01-28",39.799999
"171","2020-01-29",40.57
"172","2020-01-30",40.16
"173","2020-01-31",38.139999
"174","2020-02-03",38.549999
"175","2020-02-04",39.290001
"176","2020-02-05",40.290001
"177","2020-02-06",40.580002
"178","2020-02-07",39.290001
"179","2020-02-10",38.849998
"180","2020-02-11",38.66
"181","2020-02-12",39.34
"182","2020-02-13",40.91
"183","2020-02-14",41.869999
"184","2020-02-18",38.959999
"185","2020-02-19",39.18
"186","2020-02-20",39.009998
"187","2020-02-21",38.779999
"188","2020-02-24",37.77
"189","2020-02-25",35.470001
"190","2020-02-26",35.509998
"191","2020-02-27",34.009998
"192","2020-02-28",33.740002
"193","2020-03-02",34.259998
"194","2020-03-03",33.779999
"195","2020-03-04",34.549999
"196","2020-03-05",32.52
"197","2020-03-06",33.419998
"198","2020-03-09",30.110001
"199","2020-03-10",32.259998
"200","2020-03-11",29.530001
"201","2020-03-12",26.67
"202","2020-03-13",27.67
"203","2020-03-16",26.459999
"204","2020-03-17",29.73
"205","2020-03-18",29.42
"206","2020-03-19",29.559999
"207","2020-03-20",26.459999
"208","2020-03-23",23.82
"209","2020-03-24",25.85
"210","2020-03-25",23.83
"211","2020-03-26",22.9
"212","2020-03-27",20.299999
"213","2020-03-30",19.75
"214","2020-03-31",19.17
"215","2020-04-01",15.51
"216","2020-04-02",15.58
"217","2020-04-03",13.8
"218","2020-04-06",15.08
"219","2020-04-07",15.96
"220","2020-04-08",17.780001
"221","2020-04-09",20.290001
"222","2020-04-13",20
"223","2020-04-14",21.299999
"224","2020-04-15",18.41
"225","2020-04-16",17.559999
"226","2020-04-17",19.879999
"227","2020-04-20",18.950001
"228","2020-04-21",18.15
"229","2020-04-22",18.48
"230","2020-04-23",18.540001
"231","2020-04-24",19.58
"232","2020-04-27",20.85
"233","2020-04-28",21.32
"234","2020-04-29",21.139999
"235","2020-04-30",19.41
"236","2020-05-01",19.610001
"237","2020-05-04",18.530001
"238","2020-05-05",19.219999
"239","2020-05-06",19.66
"240","2020-05-07",18.68
"241","2020-05-08",18.059999
"242","2020-05-11",16.58
"243","2020-05-12",15.57
"244","2020-05-13",14.37
"245","2020-05-14",15.07
"246","2020-05-15",13.84
"247","2020-05-18",15.73
"248","2020-05-19",14.2
"249","2020-05-20",14.25
"250","2020-05-21",14.53
"251","2020-05-22",14.04
"252","2020-05-26",15
"253","2020-05-27",15.91
"254","2020-05-28",15.01
"255","2020-05-29",14.62
"256","2020-06-01",16.440001
"257","2020-06-02",17.040001
"258","2020-06-03",19
"259","2020-06-04",20.24
"260","2020-06-05",22.84
"261","2020-06-08",22.440001
"262","2020-06-09",21.040001
"263","2020-06-10",19.67
"264","2020-06-11",18.719999
"265","2020-06-12",18.940001
"266","2020-06-15",19.33
"267","2020-06-16",19.379999
"268","2020-06-17",17.959999
