"","date","KTB"
"269","2020-06-18",17.85
"270","2020-06-19",18.440001
"271","2020-06-22",18.309999
"272","2020-06-23",18.59
"273","2020-06-24",17.190001
"274","2020-06-25",17.24
"275","2020-06-26",16.51
"276","2020-06-29",17.68
"277","2020-06-30",17.809999
"278","2020-07-01",17.360001
"279","2020-07-02",17.299999
"280","2020-07-06",17.48
"281","2020-07-07",16.9
"282","2020-07-08",16.559999
"283","2020-07-09",15.48
"284","2020-07-10",16.1
"285","2020-07-13",16.24
"286","2020-07-14",16.07
"287","2020-07-15",17.389999
"288","2020-07-16",17.709999
"289","2020-07-17",17.17
"290","2020-07-20",16.34
"291","2020-07-21",17.42
"292","2020-07-22",17.290001
"293","2020-07-23",17.65
"294","2020-07-24",17.66
"295","2020-07-27",19.629999
"296","2020-07-28",20.030001
"297","2020-07-29",20.049999
"298","2020-07-30",19.290001
"299","2020-07-31",19.16
"300","2020-08-03",19.530001
"301","2020-08-04",19.91
"302","2020-08-05",21.26
"303","2020-08-06",20.129999
"304","2020-08-07",20.82
"305","2020-08-10",22.110001
"306","2020-08-11",22.110001
"307","2020-08-12",21.870001
"308","2020-08-13",21.719999
"309","2020-08-14",22.24
"310","2020-08-17",22.07
"311","2020-08-18",22
"312","2020-08-19",21.879999
"313","2020-08-20",21.690001
"314","2020-08-21",21.120001
"315","2020-08-24",22.129999
"316","2020-08-25",22.24
"317","2020-08-26",21.860001
"318","2020-08-27",22.83
"319","2020-08-28",22.950001
"320","2020-08-31",22.1
"321","2020-09-01",22.209999
"322","2020-09-02",23.129999
"323","2020-09-03",23.110001
"324","2020-09-04",24.17
"325","2020-09-08",23.82
"326","2020-09-09",24.610001
"327","2020-09-10",24.92
"328","2020-09-11",24.959999
"329","2020-09-14",25.940001
"330","2020-09-15",25.190001
"331","2020-09-16",24.950001
"332","2020-09-17",24.469999
"333","2020-09-18",23.360001
"334","2020-09-21",22.190001
"335","2020-09-22",22.059999
"336","2020-09-23",22.4
"337","2020-09-24",22.77
"338","2020-09-25",23.030001
"339","2020-09-28",23.66
"340","2020-09-29",23.6
"341","2020-09-30",24.200001
"342","2020-10-01",24.75
"343","2020-10-02",25.32
"344","2020-10-05",26.09
"345","2020-10-06",25.200001
"346","2020-10-07",27.110001
"347","2020-10-08",26.98
"348","2020-10-09",27.49
"349","2020-10-12",27.309999
"350","2020-10-13",27.66
"351","2020-10-14",27.58
"352","2020-10-15",28.639999
"353","2020-10-16",28.719999
"354","2020-10-19",29.99
"355","2020-10-20",30.5
"356","2020-10-21",31.190001
"357","2020-10-22",32.169998
"358","2020-10-23",32.599998
"359","2020-10-26",31.959999
"360","2020-10-27",32.540001
"361","2020-10-28",31.25
"362","2020-10-29",34.75
"363","2020-10-30",32.900002
"364","2020-11-02",34.970001
"365","2020-11-03",35.75
"366","2020-11-04",34.419998
"367","2020-11-05",34.23
"368","2020-11-06",33.639999
"369","2020-11-09",35.330002
"370","2020-11-10",36.07
"371","2020-11-11",35.84
"372","2020-11-12",35.43
"373","2020-11-13",38
"374","2020-11-16",39.759998
"375","2020-11-17",40.68
"376","2020-11-18",41.200001
"377","2020-11-19",42.25
"378","2020-11-20",42.18
"379","2020-11-23",43.5
"380","2020-11-24",43.98
"381","2020-11-25",43.400002
"382","2020-11-27",43.18
