"","date","NXTD"
"403","2015-03-31",29.5
"404","2015-04-01",29.5
"405","2015-04-02",28.5
"406","2015-04-06",27.5
"407","2015-04-07",26.299999
"408","2015-04-08",27.5
"409","2015-04-09",27.1
"410","2015-04-10",26.700001
"411","2015-04-13",26.4
"412","2015-04-14",26.6
"413","2015-04-15",27.1
"414","2015-04-16",27.4
"415","2015-04-17",27.299999
"416","2015-04-20",27
"417","2015-04-21",26.200001
"418","2015-04-22",26
"419","2015-04-23",26.200001
"420","2015-04-24",25.299999
"421","2015-04-27",25.4
"422","2015-04-28",24.5
"423","2015-04-29",23.299999
"424","2015-04-30",24
"425","2015-05-01",26
"426","2015-05-04",28.700001
"427","2015-05-05",27.299999
"428","2015-05-06",26.299999
"429","2015-05-07",27.6
"430","2015-05-08",27.9
"431","2015-05-11",28.299999
"432","2015-05-12",28.9
"433","2015-05-13",27.1
"434","2015-05-14",25.85
"435","2015-05-15",25.700001
"436","2015-05-18",24.200001
"437","2015-05-19",24.299999
"438","2015-05-20",26.700001
"439","2015-05-21",26.58
"440","2015-05-22",25.700001
"441","2015-05-26",25.700001
"442","2015-05-27",26.5
"443","2015-05-28",26.700001
"444","2015-05-29",27.6
"445","2015-06-01",29.799999
"446","2015-06-02",29
"447","2015-06-03",28.5
"448","2015-06-04",27.9
"449","2015-06-05",26.799999
"450","2015-06-08",26.6
"451","2015-06-09",27.299999
"452","2015-06-10",26.6
"453","2015-06-11",25.200001
"454","2015-06-12",25
"455","2015-06-15",25
"456","2015-06-16",24.200001
"457","2015-06-17",24.700001
"458","2015-06-18",24.700001
"459","2015-06-19",26
"460","2015-06-22",25.700001
"461","2015-06-23",25.6
"462","2015-06-24",25.5
"463","2015-06-25",24.6
"464","2015-06-26",24.6
"465","2015-06-29",24.9
"466","2015-06-30",23.700001
"467","2015-07-01",22
"468","2015-07-02",22.200001
"469","2015-07-06",21.9
"470","2015-07-07",22
"471","2015-07-08",22.1
"472","2015-07-09",21.700001
"473","2015-07-10",21.700001
"474","2015-07-13",22.5
"475","2015-07-14",22.700001
"476","2015-07-15",22.5
"477","2015-07-16",22.4
"478","2015-07-17",22
"479","2015-07-20",20.200001
"480","2015-07-21",21
"481","2015-07-22",21.200001
"482","2015-07-23",21.9
"483","2015-07-24",20.700001
"484","2015-07-27",20.4
"485","2015-07-28",20.200001
"486","2015-07-29",19.200001
"487","2015-07-30",16
"488","2015-07-31",14.4
"489","2015-08-03",13.8
"490","2015-08-04",13
"491","2015-08-05",11.3
"492","2015-08-06",11.9
"493","2015-08-07",11.5
"494","2015-08-10",12
"495","2015-08-11",13.2
"496","2015-08-12",15
"497","2015-08-13",14.9
"498","2015-08-14",14.7
"499","2015-08-17",14
"500","2015-08-18",13.6
"501","2015-08-19",13.5
"502","2015-08-20",13
"503","2015-08-21",12.6
"504","2015-08-24",10.9
"505","2015-08-25",11.2
"506","2015-08-26",12.2
"507","2015-08-27",11.5
"508","2015-08-28",11.7
"509","2015-08-31",11.9
"510","2015-09-01",11
"511","2015-09-02",11.7
"512","2015-09-03",11.1
"513","2015-09-04",11.2
"514","2015-09-08",11.4
"515","2015-09-09",11.5
"516","2015-09-10",11.1
"517","2015-09-11",10.9
"518","2015-09-14",10.5
"519","2015-09-15",10.2
"520","2015-09-16",10.2
"521","2015-09-17",10.2
"522","2015-09-18",10
"523","2015-09-21",10.1
"524","2015-09-22",10
"525","2015-09-23",9.5
"526","2015-09-24",9.44
"527","2015-09-25",9.79
"528","2015-09-28",9.64
"529","2015-09-29",9.28
"530","2015-09-30",9.4
"531","2015-10-01",8.9
"532","2015-10-02",7.93
"533","2015-10-05",8.74
"534","2015-10-06",9.8
"535","2015-10-07",10.2
"536","2015-10-08",11
"537","2015-10-09",11.1
"538","2015-10-12",10.1
"539","2015-10-13",10.09
"540","2015-10-14",8.8
"541","2015-10-15",9.9
"542","2015-10-16",8.5
"543","2015-10-19",7.8
"544","2015-10-20",7.77
"545","2015-10-21",7.25
"546","2015-10-22",7.1
"547","2015-10-23",7.45
"548","2015-10-26",6.98
"549","2015-10-27",6.1
"550","2015-10-28",6.2
"551","2015-10-29",6.21
"552","2015-10-30",5.8
"553","2015-11-02",6.03
"554","2015-11-03",6.3
"555","2015-11-04",6.55
"556","2015-11-05",6.3
"557","2015-11-06",6.3
"558","2015-11-09",6.38
"559","2015-11-10",6.2
"560","2015-11-11",6.02
"561","2015-11-12",6.23
"562","2015-11-13",5.7
"563","2015-11-16",6.6
"564","2015-11-17",6.3
"565","2015-11-18",5.81
"566","2015-11-19",6.1
"567","2015-11-20",6.16
"568","2015-11-23",5.24
"569","2015-11-24",5.33
"570","2015-11-25",4.75
"571","2015-11-27",4.7
"572","2015-11-30",4
"573","2015-12-01",3.69
"574","2015-12-02",4.34
"575","2015-12-03",4.4
"576","2015-12-04",4
"577","2015-12-07",3.6
"578","2015-12-08",3.7
"579","2015-12-09",2.98
"580","2015-12-10",2.65
"581","2015-12-11",2.58
"582","2015-12-14",2.2
"583","2015-12-15",2.3
"584","2015-12-16",2.2
"585","2015-12-17",2.43
"586","2015-12-18",2.09
"587","2015-12-21",1.85
"588","2015-12-22",2.05
"589","2015-12-23",2.2
"590","2015-12-24",2.5
"591","2015-12-28",2.4
"592","2015-12-29",2.5
"593","2015-12-30",2.5
"594","2015-12-31",2.4
"595","2016-01-04",3.15
"596","2016-01-05",2.63
"597","2016-01-06",2.5
"598","2016-01-07",2.3
"599","2016-01-08",2.44
"600","2016-01-11",3.1
"601","2016-01-12",3.7
"602","2016-01-13",3.91
"603","2016-01-14",5.8
"604","2016-01-15",7.3
"605","2016-01-19",12.4
"606","2016-01-20",8.1
"607","2016-01-21",6.6
"608","2016-01-22",7.9
"609","2016-01-25",10.2
"610","2016-01-26",9.3
"611","2016-01-27",8.8
"612","2016-01-28",8.8
"613","2016-01-29",8.8
"614","2016-02-01",8.45
"615","2016-02-02",8
"616","2016-02-03",7.5
"617","2016-02-04",7
"618","2016-02-05",7.05
"619","2016-02-08",6.3
"620","2016-02-09",5.2
"621","2016-02-10",4
"622","2016-02-11",4.24
"623","2016-02-12",6.23
"624","2016-02-16",6.1
"625","2016-02-17",5.7
"626","2016-02-18",5
"627","2016-02-19",7.61
"628","2016-02-22",6.63
"629","2016-02-23",5.7
"630","2016-02-24",6.09
"631","2016-02-25",6.05
"632","2016-02-26",6.25
"633","2016-02-29",5.6
"634","2016-03-01",5.66
"635","2016-03-02",5.78
"636","2016-03-03",5.35
"637","2016-03-04",5.6
"638","2016-03-07",5.11
"639","2016-03-08",4.9
"640","2016-03-09",4.8
"641","2016-03-10",4.75
"642","2016-03-11",4.2
"643","2016-03-14",4.31
"644","2016-03-15",5.5
"645","2016-03-16",6
"646","2016-03-17",5.6
"647","2016-03-18",5.4
"648","2016-03-21",5.4
"649","2016-03-22",5.3
"650","2016-03-23",4.9
"651","2016-03-24",5
"652","2016-03-28",5.05
"653","2016-03-29",5.1
"654","2016-03-30",5.18
"655","2016-03-31",5.8
"656","2016-04-01",5.64
"657","2016-04-04",5.15
"658","2016-04-05",5.35
"659","2016-04-06",5.09
"660","2016-04-07",4.87
"661","2016-04-08",4.89
"662","2016-04-11",5
"663","2016-04-12",5
"664","2016-04-13",4.9
"665","2016-04-14",4.9
"666","2016-04-15",4.3
"667","2016-04-18",4.7
"668","2016-04-19",4.83
"669","2016-04-20",4.76
"670","2016-04-21",4.55
"671","2016-04-22",4.6
"672","2016-04-25",4.44
"673","2016-04-26",4.65
"674","2016-04-27",4.7
"675","2016-04-28",4.51
"676","2016-04-29",4.5
"677","2016-05-02",4.5
"678","2016-05-03",4.55
"679","2016-05-04",4.41
"680","2016-05-05",4.3
"681","2016-05-06",4.3
"682","2016-05-09",3.96
"683","2016-05-10",3.68
"684","2016-05-11",3.8
"685","2016-05-12",3.86
"686","2016-05-13",3.76
"687","2016-05-16",3.6
"688","2016-05-17",3.3
"689","2016-05-18",3.91
"690","2016-05-19",3.66
"691","2016-05-20",3.58
"692","2016-05-23",3.58
"693","2016-05-24",3.41
"694","2016-05-25",3.46
"695","2016-05-26",3.5
"696","2016-05-27",3.81
"697","2016-05-31",4.01
"698","2016-06-01",4.2
"699","2016-06-02",4.08
"700","2016-06-03",3.95
"701","2016-06-06",4.05
"702","2016-06-07",3.95
"703","2016-06-08",3.6
"704","2016-06-09",3.46
"705","2016-06-10",3.54
"706","2016-06-13",3.65
"707","2016-06-14",3.4
"708","2016-06-15",3.75
"709","2016-06-16",3.56
"710","2016-06-17",3.46
"711","2016-06-20",3.56
"712","2016-06-21",3.47
"713","2016-06-22",3.6
"714","2016-06-23",3.61
"715","2016-06-24",3.4
"716","2016-06-27",3.48
"717","2016-06-28",3.5
"718","2016-06-29",3.5
"719","2016-06-30",3.53
"720","2016-07-01",3.8
"721","2016-07-05",3.6
"722","2016-07-06",3.65
"723","2016-07-07",3.82
"724","2016-07-08",3.9
"725","2016-07-11",3.95
"726","2016-07-12",4.29
"727","2016-07-13",4.1
"728","2016-07-14",4.32
"729","2016-07-15",5.8
"730","2016-07-18",4.7
"731","2016-07-19",4.74
"732","2016-07-20",5
"733","2016-07-21",4.9
"734","2016-07-22",4.93
"735","2016-07-25",4.69
"736","2016-07-26",4.9
"737","2016-07-27",4.73
"738","2016-07-28",4.3
"739","2016-07-29",4.2
"740","2016-08-01",4.2
"741","2016-08-02",4.38
"742","2016-08-03",4.35
"743","2016-08-04",4.5
"744","2016-08-05",4.6
"745","2016-08-08",4.73
"746","2016-08-09",4.91
"747","2016-08-10",4.95
"748","2016-08-11",4.83
"749","2016-08-12",4.89
"750","2016-08-15",4.47
"751","2016-08-16",4.39
"752","2016-08-17",4.2
"753","2016-08-18",4.44
"754","2016-08-19",4.47
"755","2016-08-22",4.31
"756","2016-08-23",4.45
"757","2016-08-24",4.38
"758","2016-08-25",4.43
"759","2016-08-26",4.5
"760","2016-08-29",4.53
"761","2016-08-30",4.5
"762","2016-08-31",4.48
"763","2016-09-01",4.4
"764","2016-09-02",4.4
"765","2016-09-06",4.39
"766","2016-09-07",4.31
"767","2016-09-08",4.1
"768","2016-09-09",4.1
"769","2016-09-12",3.409
"770","2016-09-13",3.6
"771","2016-09-14",3.71
"772","2016-09-15",3.71
"773","2016-09-16",3.71
"774","2016-09-19",3.62
"775","2016-09-20",3.64
"776","2016-09-21",3.6
"777","2016-09-22",3.65
"778","2016-09-23",3.38
"779","2016-09-26",2.98
"780","2016-09-27",3.1
"781","2016-09-28",3.11
"782","2016-09-29",3.07
"783","2016-09-30",3.02
"784","2016-10-03",2.87
"785","2016-10-04",2.53
"786","2016-10-05",2.63
"787","2016-10-06",2.5
"788","2016-10-07",2.57
"789","2016-10-10",2.77
"790","2016-10-11",2.62
"791","2016-10-12",2.55
"792","2016-10-13",2.55
"793","2016-10-14",2.54
"794","2016-10-17",2.53
"795","2016-10-18",2.6
"796","2016-10-19",2.68
"797","2016-10-20",2.85
"798","2016-10-21",3.13
"799","2016-10-24",3.36
"800","2016-10-25",3.97
"801","2016-10-26",4.14
"802","2016-10-27",3.91
"803","2016-10-28",3.59
"804","2016-10-31",3.05
"805","2016-11-01",2.75
"806","2016-11-02",2.61
"807","2016-11-03",2.63
"808","2016-11-04",2.83
"809","2016-11-07",2.89
"810","2016-11-08",3.02
"811","2016-11-09",2.85
"812","2016-11-10",3.19
"813","2016-11-11",3.72
"814","2016-11-14",3.94
"815","2016-11-15",3.55
"816","2016-11-16",3.36
"817","2016-11-17",3.89
"818","2016-11-18",3.59
"819","2016-11-21",3.56
"820","2016-11-22",3.59
"821","2016-11-23",3.49
"822","2016-11-25",3.51
"823","2016-11-28",3.51
"824","2016-11-29",3.47
"825","2016-11-30",3.22
"826","2016-12-01",3.27
"827","2016-12-02",3.21
"828","2016-12-05",3.23
"829","2016-12-06",3.33
"830","2016-12-07",3.44
"831","2016-12-08",3.39
"832","2016-12-09",3.18
"833","2016-12-12",3.13
"834","2016-12-13",3.15
"835","2016-12-14",3.27
"836","2016-12-15",3.1
"837","2016-12-16",3.07
"838","2016-12-19",3.06
"839","2016-12-20",2.95
"840","2016-12-21",2.84
"841","2016-12-22",2.76
"842","2016-12-23",2.83
"843","2016-12-27",2.84
"844","2016-12-28",2.76
"845","2016-12-29",2.85
"846","2016-12-30",2.75
"847","2017-01-03",2.78
"848","2017-01-04",2.79
"849","2017-01-05",2.79
"850","2017-01-06",2.76
"851","2017-01-09",2.76
"852","2017-01-10",2.73
"853","2017-01-11",2.69
"854","2017-01-12",2.65
"855","2017-01-13",2.78
"856","2017-01-17",2.67
"857","2017-01-18",3.07
"858","2017-01-19",2.88
"859","2017-01-20",2.77
"860","2017-01-23",2.67
"861","2017-01-24",2.74
"862","2017-01-25",2.67
"863","2017-01-26",2.8
"864","2017-01-27",2.78
"865","2017-01-30",2.64
"866","2017-01-31",2.53
"867","2017-02-01",2.37
"868","2017-02-02",2.42
"869","2017-02-03",2.39
"870","2017-02-06",2.42
"871","2017-02-07",2.38
"872","2017-02-08",2.43
"873","2017-02-09",2.421
"874","2017-02-10",2.42
"875","2017-02-13",2.4
"876","2017-02-14",2.39
"877","2017-02-15",2.371
"878","2017-02-16",2.39
"879","2017-02-17",2.384
"880","2017-02-21",2.36
"881","2017-02-22",2.32
"882","2017-02-23",2.12
"883","2017-02-24",2.11
"884","2017-02-27",2.15
"885","2017-02-28",2.1
"886","2017-03-01",2.15
"887","2017-03-02",1.855
"888","2017-03-03",1.83
"889","2017-03-06",2
"890","2017-03-07",1.978
"891","2017-03-08",1.97
"892","2017-03-09",2
"893","2017-03-10",2
"894","2017-03-13",1.91
"895","2017-03-14",1.86
"896","2017-03-15",1.725
"897","2017-03-16",1.78
"898","2017-03-17",1.89
"899","2017-03-20",1.85
"900","2017-03-21",1.8
"901","2017-03-22",1.75
"902","2017-03-23",1.67
"903","2017-03-24",1.72
"904","2017-03-27",1.94
"905","2017-03-28",1.9
"906","2017-03-29",1.87
"907","2017-03-30",1.87
"908","2017-03-31",1.85
"909","2017-04-03",1.85
"910","2017-04-04",1.83
"911","2017-04-05",2.06
"912","2017-04-06",2.091
"913","2017-04-07",1.72
"914","2017-04-10",1.69
"915","2017-04-11",1.68
"916","2017-04-12",1.64
"917","2017-04-13",1.6
"918","2017-04-17",1.62
"919","2017-04-18",1.56
"920","2017-04-19",1.58
"921","2017-04-20",1.67
"922","2017-04-21",1.652
"923","2017-04-24",1.68
"924","2017-04-25",1.67
"925","2017-04-26",1.697
"926","2017-04-27",1.68
"927","2017-04-28",1.63
"928","2017-05-01",1.7
"929","2017-05-02",1.79
"930","2017-05-03",1.8
"931","2017-05-04",1.8
"932","2017-05-05",1.79
"933","2017-05-08",1.77
"934","2017-05-09",1.78
"935","2017-05-10",1.75
"936","2017-05-11",1.72
"937","2017-05-12",1.73
"938","2017-05-15",1.77
"939","2017-05-16",1.747
"940","2017-05-17",1.7
"941","2017-05-18",1.68
"942","2017-05-19",1.69
"943","2017-05-22",1.71
"944","2017-05-23",1.72
"945","2017-05-24",1.73
"946","2017-05-25",1.72
"947","2017-05-26",1.68
"948","2017-05-30",1.61
"949","2017-05-31",1.58
"950","2017-06-01",1.56
"951","2017-06-02",1.56
"952","2017-06-05",1.57
"953","2017-06-06",1.448
"954","2017-06-07",1.418
"955","2017-06-08",1.49
"956","2017-06-09",1.45
"957","2017-06-12",1.42
"958","2017-06-13",1.45
"959","2017-06-14",1.42
"960","2017-06-15",1.42
"961","2017-06-16",1.33
"962","2017-06-19",1.37
"963","2017-06-20",1.38
"964","2017-06-21",1.41
"965","2017-06-22",1.35
"966","2017-06-23",1.33
"967","2017-06-26",1.33
"968","2017-06-27",1.41
"969","2017-06-28",1.661
"970","2017-06-29",2.87
"971","2017-06-30",1.87
"972","2017-07-03",1.96
"973","2017-07-05",1.81
"974","2017-07-06",1.65
"975","2017-07-07",1.72
"976","2017-07-10",1.6
"977","2017-07-11",1.66
"978","2017-07-12",1.69
"979","2017-07-13",1.62
"980","2017-07-14",1.62
"981","2017-07-17",1.67
"982","2017-07-18",1.58
"983","2017-07-19",1.67
"984","2017-07-20",1.62
"985","2017-07-21",1.6
"986","2017-07-24",1.61
"987","2017-07-25",1.59
"988","2017-07-26",1.53
"989","2017-07-27",1.502
"990","2017-07-28",1.46
"991","2017-07-31",1.6
"992","2017-08-01",1.65
"993","2017-08-02",1.69
"994","2017-08-03",1.63
"995","2017-08-04",1.64
"996","2017-08-07",1.7
"997","2017-08-08",1.66
"998","2017-08-09",1.65
"999","2017-08-10",1.63
"1000","2017-08-11",1.57
"1001","2017-08-14",1.63
