"","date","CETX"
"1","2015-06-25",31.200001
"2","2015-06-26",30.559999
"3","2015-06-29",30.296
"4","2015-06-30",25.232
"5","2015-07-01",25.360001
"6","2015-07-02",25.464001
"7","2015-07-06",25.408001
"8","2015-07-07",25.280001
"9","2015-07-08",25.152
"10","2015-07-09",24.719999
"11","2015-07-10",25.200001
"12","2015-07-13",25.048
"13","2015-07-14",24.16
"14","2015-07-15",24.4
"15","2015-07-16",25.848
"16","2015-07-17",26
"17","2015-07-20",23.752001
"18","2015-07-21",23.360001
"19","2015-07-22",21.68
"20","2015-07-23",23.120001
"21","2015-07-24",22.656
"22","2015-07-27",23.280001
"23","2015-07-28",22.392
"24","2015-07-29",22.08
"25","2015-07-30",23.040001
"26","2015-07-31",23.120001
"27","2015-08-03",22
"28","2015-08-04",21.040001
"29","2015-08-05",21.200001
"30","2015-08-06",22.48
"31","2015-08-07",22.712
"32","2015-08-10",23.360001
"33","2015-08-11",22.6
"34","2015-08-12",20.4
"35","2015-08-13",20.08
"36","2015-08-14",20.52
"37","2015-08-17",19.84
"38","2015-08-18",20
"39","2015-08-19",20.24
"40","2015-08-20",19.360001
"41","2015-08-21",19.76
"42","2015-08-24",17.84
"43","2015-08-25",18.4
"44","2015-08-26",18.176001
"45","2015-08-27",18.799999
"46","2015-08-28",19.280001
"47","2015-08-31",18.16
"48","2015-09-01",19.6
"49","2015-09-02",19.200001
"50","2015-09-03",19.76
"51","2015-09-04",19.92
"52","2015-09-08",20.559999
"53","2015-09-09",22.959999
"54","2015-09-10",26.879999
"55","2015-09-11",29.68
"56","2015-09-14",34.799999
"57","2015-09-15",31.200001
"58","2015-09-16",31.200001
"59","2015-09-17",30.959999
"60","2015-09-18",25.200001
"61","2015-09-21",27.92
"62","2015-09-22",34.639999
"63","2015-09-23",28.879999
"64","2015-09-24",27.68
"65","2015-09-25",28.32
"66","2015-09-28",28.559999
"67","2015-09-29",28.24
"68","2015-09-30",27.440001
"69","2015-10-01",26.559999
"70","2015-10-02",26.48
"71","2015-10-05",22.959999
"72","2015-10-06",21.440001
"73","2015-10-07",22.4
"74","2015-10-08",22.639999
"75","2015-10-09",22
"76","2015-10-12",21.120001
"77","2015-10-13",20.639999
"78","2015-10-14",21.84
"79","2015-10-15",22.32
"80","2015-10-16",21.68
"81","2015-10-19",21.6
"82","2015-10-20",21.440001
"83","2015-10-21",21.68
"84","2015-10-22",21.280001
"85","2015-10-23",21.6
"86","2015-10-26",21.200001
"87","2015-10-27",20.4
"88","2015-10-28",20.879999
"89","2015-10-29",21.52
"90","2015-10-30",21.360001
"91","2015-11-02",21.6
"92","2015-11-03",21.440001
"93","2015-11-04",21.360001
"94","2015-11-05",21.360001
"95","2015-11-06",21.040001
"96","2015-11-09",21.120001
"97","2015-11-10",21.040001
"98","2015-11-11",20.639999
"99","2015-11-12",21.200001
"100","2015-11-13",20.16
"101","2015-11-16",19.440001
"102","2015-11-17",19.52
"103","2015-11-18",18.879999
"104","2015-11-19",19.360001
"105","2015-11-20",20.719999
"106","2015-11-23",21.360001
"107","2015-11-24",20.959999
"108","2015-11-25",20.639999
"109","2015-11-27",20.799999
"110","2015-11-30",21.360001
"111","2015-12-01",22.4
"112","2015-12-02",23.76
"113","2015-12-03",23.68
"114","2015-12-04",26.719999
"115","2015-12-07",27.52
"116","2015-12-08",26.879999
"117","2015-12-09",25.879999
"118","2015-12-10",24.559999
"119","2015-12-11",24.719999
"120","2015-12-14",24
"121","2015-12-15",24
"122","2015-12-16",24.08
"123","2015-12-17",25.6
"124","2015-12-18",23.92
"125","2015-12-21",22.719999
"126","2015-12-22",20.959999
"127","2015-12-23",21.76
"128","2015-12-24",21.76
"129","2015-12-28",20.879999
"130","2015-12-29",19.312
"131","2015-12-30",19.280001
"132","2015-12-31",18.879999
"133","2016-01-04",20
"134","2016-01-05",20.799999
"135","2016-01-06",20.32
"136","2016-01-07",19.84
"137","2016-01-08",20
"138","2016-01-11",22.799999
"139","2016-01-12",21.6
"140","2016-01-13",19.200001
"141","2016-01-14",19.6
"142","2016-01-15",17.92
"143","2016-01-19",17.200001
"144","2016-01-20",17.120001
"145","2016-01-21",18.632
"146","2016-01-22",18.48
"147","2016-01-25",18
"148","2016-01-26",18.24
"149","2016-01-27",17.440001
"150","2016-01-28",16.719999
"151","2016-01-29",16.559999
"152","2016-02-01",17.120001
"153","2016-02-02",17.280001
"154","2016-02-03",17.76
"155","2016-02-04",16.48
"156","2016-02-05",17.040001
"157","2016-02-08",16.32
"158","2016-02-09",15.68
"159","2016-02-10",15.36
"160","2016-02-11",14.16
"161","2016-02-12",13.192
"162","2016-02-16",16.559999
"163","2016-02-17",18.16
"164","2016-02-18",18.4
"165","2016-02-19",18.639999
"166","2016-02-22",19.52
"167","2016-02-23",17.84
"168","2016-02-24",17.84
"169","2016-02-25",18.16
"170","2016-02-26",16.48
"171","2016-02-29",16.719999
"172","2016-03-01",15.76
"173","2016-03-02",14.16
"174","2016-03-03",15.04
"175","2016-03-04",16.719999
"176","2016-03-07",18.08
"177","2016-03-08",18.719999
"178","2016-03-09",18.32
"179","2016-03-10",16.959999
"180","2016-03-11",17.040001
"181","2016-03-14",16.719999
"182","2016-03-15",16.16
"183","2016-03-16",16.08
"184","2016-03-17",16.16
"185","2016-03-18",14.8
"186","2016-03-21",15.68
"187","2016-03-22",16.48
"188","2016-03-23",15.84
"189","2016-03-24",16
"190","2016-03-28",16.559999
"191","2016-03-29",16.48
"192","2016-03-30",16.4
"193","2016-03-31",16.4
"194","2016-04-01",16.799999
"195","2016-04-04",18.32
"196","2016-04-05",18.959999
"197","2016-04-06",18.48
"198","2016-04-07",18.664
"199","2016-04-08",16.24
"200","2016-04-11",16.559999
"201","2016-04-12",16.799999
"202","2016-04-13",16.16
"203","2016-04-14",17.440001
"204","2016-04-15",17.6
"205","2016-04-18",17.440001
"206","2016-04-19",16.959999
"207","2016-04-20",16.4
"208","2016-04-21",16.559999
"209","2016-04-22",16.799999
"210","2016-04-25",17.040001
"211","2016-04-26",16.959999
"212","2016-04-27",16.959999
"213","2016-04-28",16.08
"214","2016-04-29",16.24
"215","2016-05-02",16.32
"216","2016-05-03",16.4
"217","2016-05-04",17.200001
"218","2016-05-05",16.32
"219","2016-05-06",15.68
"220","2016-05-09",15.36
"221","2016-05-10",15.2
"222","2016-05-11",15.28
"223","2016-05-12",15.36
"224","2016-05-13",17.120001
"225","2016-05-16",18.719999
