"","date","CDXS"
"1","2010-04-22",13.26
"2","2010-04-23",14.04
"3","2010-04-26",14.45
"4","2010-04-27",14.3
"5","2010-04-28",13.88
"6","2010-04-29",13.5
"7","2010-04-30",13.62
"8","2010-05-03",14.11
"9","2010-05-04",13.7
"10","2010-05-05",13.4
"11","2010-05-06",13.11
"12","2010-05-07",13.2
"13","2010-05-10",13.76
"14","2010-05-11",13.63
"15","2010-05-12",13.04
"16","2010-05-13",13.02
"17","2010-05-14",13.03
"18","2010-05-17",13.03
"19","2010-05-18",13
"20","2010-05-19",12.78
"21","2010-05-20",12.91
"22","2010-05-21",13
"23","2010-05-24",12.93
"24","2010-05-25",12.64
"25","2010-05-26",11.4
"26","2010-05-27",10.88
"27","2010-05-28",10.34
"28","2010-06-01",10.8
"29","2010-06-02",10.58
"30","2010-06-03",10.72
"31","2010-06-04",10.64
"32","2010-06-07",9.84
"33","2010-06-08",9.97
"34","2010-06-09",9.79
"35","2010-06-10",10.03
"36","2010-06-11",10.01
"37","2010-06-14",10.03
"38","2010-06-15",10.15
"39","2010-06-16",10.56
"40","2010-06-17",10.28
"41","2010-06-18",9.5
"42","2010-06-21",10.41
"43","2010-06-22",10.25
"44","2010-06-23",9.98
"45","2010-06-24",10.08
"46","2010-06-25",9
"47","2010-06-28",8.9
"48","2010-06-29",8.69
"49","2010-06-30",8.76
"50","2010-07-01",8.5
"51","2010-07-02",7.87
"52","2010-07-06",7.25
"53","2010-07-07",7.11
"54","2010-07-08",7.24
"55","2010-07-09",7.4
"56","2010-07-12",7.32
"57","2010-07-13",8.44
"58","2010-07-14",9.7
"59","2010-07-15",9.65
"60","2010-07-16",9.66
"61","2010-07-19",9.69
"62","2010-07-20",9.62
"63","2010-07-21",9.77
"64","2010-07-22",9.49
"65","2010-07-23",9.42
"66","2010-07-26",9.53
"67","2010-07-27",9.3
"68","2010-07-28",9.08
"69","2010-07-29",9
"70","2010-07-30",8.95
"71","2010-08-02",8.62
"72","2010-08-03",8.33
"73","2010-08-04",8.34
"74","2010-08-05",8.34
"75","2010-08-06",7.99
"76","2010-08-09",7.88
"77","2010-08-10",8
"78","2010-08-11",7.58
"79","2010-08-12",7.94
"80","2010-08-13",7.78
"81","2010-08-16",7.98
"82","2010-08-17",8.45
"83","2010-08-18",8.09
"84","2010-08-19",7.75
"85","2010-08-20",7.5
"86","2010-08-23",7.76
"87","2010-08-24",7.53
"88","2010-08-25",7.47
"89","2010-08-26",7.52
"90","2010-08-27",7.81
"91","2010-08-30",7.9
"92","2010-08-31",8.11
"93","2010-09-01",8.49
"94","2010-09-02",8.33
"95","2010-09-03",8.38
"96","2010-09-07",8.11
"97","2010-09-08",8.39
"98","2010-09-09",8.16
"99","2010-09-10",8.1
"100","2010-09-13",8.25
"101","2010-09-14",8.11
"102","2010-09-15",8.36
"103","2010-09-16",8.42
"104","2010-09-17",9.01
"105","2010-09-20",8.97
"106","2010-09-21",9.27
"107","2010-09-22",9.09
"108","2010-09-23",8.96
"109","2010-09-24",9.39
"110","2010-09-27",9.48
"111","2010-09-28",9.45
"112","2010-09-29",9.52
"113","2010-09-30",9.6
"114","2010-10-01",9.8
"115","2010-10-04",10.51
"116","2010-10-05",11.06
"117","2010-10-06",11.02
"118","2010-10-07",11.63
"119","2010-10-08",11.61
"120","2010-10-11",11.25
"121","2010-10-12",11.54
"122","2010-10-13",11.22
"123","2010-10-14",11.23
"124","2010-10-15",11.13
"125","2010-10-18",10.75
"126","2010-10-19",9.99
"127","2010-10-20",10.06
"128","2010-10-21",9.78
"129","2010-10-22",9.91
"130","2010-10-25",9.94
"131","2010-10-26",9.88
"132","2010-10-27",9.24
"133","2010-10-28",8.87
"134","2010-10-29",10.24
"135","2010-11-01",10.95
"136","2010-11-02",11.15
"137","2010-11-03",10.83
"138","2010-11-04",10.46
"139","2010-11-05",9.95
"140","2010-11-08",10.29
"141","2010-11-09",10.1
"142","2010-11-10",10.29
"143","2010-11-11",10.75
"144","2010-11-12",10.38
"145","2010-11-15",9.55
"146","2010-11-16",9.64
"147","2010-11-17",9.57
"148","2010-11-18",10.1
"149","2010-11-19",10.09
"150","2010-11-22",10.2
"151","2010-11-23",9.51
"152","2010-11-24",9.78
"153","2010-11-26",9.57
"154","2010-11-29",9.93
"155","2010-11-30",9.42
"156","2010-12-01",9.81
"157","2010-12-02",10.14
"158","2010-12-03",10
"159","2010-12-06",9.99
"160","2010-12-07",9.99
"161","2010-12-08",9.93
"162","2010-12-09",9.82
"163","2010-12-10",9.88
"164","2010-12-13",9.83
"165","2010-12-14",9.75
"166","2010-12-15",9.74
"167","2010-12-16",9.7
"168","2010-12-17",10.07
"169","2010-12-20",10.58
"170","2010-12-21",10.63
"171","2010-12-22",10.76
"172","2010-12-23",10.75
"173","2010-12-27",10.76
"174","2010-12-28",10.71
"175","2010-12-29",10.63
"176","2010-12-30",10.58
"177","2010-12-31",10.6
"178","2011-01-03",10.52
"179","2011-01-04",10.31
"180","2011-01-05",10.6
"181","2011-01-06",10.18
"182","2011-01-07",9.87
"183","2011-01-10",9.96
"184","2011-01-11",10.08
"185","2011-01-12",10.38
"186","2011-01-13",10.64
"187","2011-01-14",10.74
"188","2011-01-18",10.75
"189","2011-01-19",10.36
"190","2011-01-20",10.02
"191","2011-01-21",9.81
"192","2011-01-24",9.33
"193","2011-01-25",9.21
"194","2011-01-26",9.15
"195","2011-01-27",9.31
"196","2011-01-28",9.17
"197","2011-01-31",9.03
"198","2011-02-01",9.03
"199","2011-02-02",9.45
"200","2011-02-03",9.15
"201","2011-02-04",10.7
"202","2011-02-07",10.58
"203","2011-02-08",10.63
"204","2011-02-09",10.6
"205","2011-02-10",10.59
"206","2011-02-11",10.44
"207","2011-02-14",10.47
"208","2011-02-15",10.42
"209","2011-02-16",10.46
"210","2011-02-17",10.63
"211","2011-02-18",10.5
"212","2011-02-22",10.4
"213","2011-02-23",10.55
"214","2011-02-24",10.39
"215","2011-02-25",10.61
"216","2011-02-28",10.66
"217","2011-03-01",10.74
"218","2011-03-02",10.63
"219","2011-03-03",10.75
"220","2011-03-04",10.59
"221","2011-03-07",10.25
"222","2011-03-08",10.51
"223","2011-03-09",10.75
"224","2011-03-10",10.66
"225","2011-03-11",10.92
"226","2011-03-14",10.63
"227","2011-03-15",10.55
"228","2011-03-16",10.52
"229","2011-03-17",10.55
"230","2011-03-18",10.99
"231","2011-03-21",11.01
"232","2011-03-22",10.87
"233","2011-03-23",11
"234","2011-03-24",10.99
"235","2011-03-25",11
"236","2011-03-28",10.91
"237","2011-03-29",11.18
"238","2011-03-30",11.59
"239","2011-03-31",11.82
"240","2011-04-01",12.19
"241","2011-04-04",11.73
"242","2011-04-05",11.79
"243","2011-04-06",11.9
"244","2011-04-07",11.98
"245","2011-04-08",11.6
"246","2011-04-11",11.33
"247","2011-04-12",10.99
"248","2011-04-13",10.63
"249","2011-04-14",10.41
"250","2011-04-15",10.4
"251","2011-04-18",10.05
"252","2011-04-19",10
"253","2011-04-20",10.09
"254","2011-04-21",10.22
"255","2011-04-25",10.56
"256","2011-04-26",10.57
"257","2011-04-27",10.41
"258","2011-04-28",10.46
"259","2011-04-29",10.49
"260","2011-05-02",10.2
"261","2011-05-03",10.26
"262","2011-05-04",10.36
"263","2011-05-05",10.06
"264","2011-05-06",9.6
"265","2011-05-09",9.5
"266","2011-05-10",9.54
"267","2011-05-11",9.25
"268","2011-05-12",9.69
"269","2011-05-13",9.55
"270","2011-05-16",9.2
"271","2011-05-17",8.98
"272","2011-05-18",8.85
"273","2011-05-19",9.01
"274","2011-05-20",10.07
"275","2011-05-23",9.95
"276","2011-05-24",10.21
"277","2011-05-25",10.35
"278","2011-05-26",10.76
"279","2011-05-27",10.89
"280","2011-05-31",10.95
"281","2011-06-01",10.38
"282","2011-06-02",10.41
"283","2011-06-03",10.63
"284","2011-06-06",10.36
"285","2011-06-07",10.58
"286","2011-06-08",10.51
"287","2011-06-09",10.49
"288","2011-06-10",10.43
"289","2011-06-13",10.54
"290","2011-06-14",10.49
"291","2011-06-15",10.41
"292","2011-06-16",10.48
"293","2011-06-17",10.48
"294","2011-06-20",9.44
"295","2011-06-21",9.37
"296","2011-06-22",9.44
"297","2011-06-23",9.44
"298","2011-06-24",9.51
"299","2011-06-27",9.68
"300","2011-06-28",9.59
"301","2011-06-29",9.24
"302","2011-06-30",9.63
"303","2011-07-01",9.83
"304","2011-07-05",9.82
"305","2011-07-06",9.95
"306","2011-07-07",10.24
"307","2011-07-08",9.98
"308","2011-07-11",9.73
"309","2011-07-12",9.48
"310","2011-07-13",9.52
"311","2011-07-14",9.28
"312","2011-07-15",9.26
"313","2011-07-18",8.99
"314","2011-07-19",9.25
"315","2011-07-20",9.1
"316","2011-07-21",9.43
"317","2011-07-22",9.25
"318","2011-07-25",8.96
"319","2011-07-26",8.87
"320","2011-07-27",8.57
"321","2011-07-28",8.63
"322","2011-07-29",9
"323","2011-08-01",8.87
"324","2011-08-02",8.27
"325","2011-08-03",8.1
"326","2011-08-04",7.5
"327","2011-08-05",7.22
"328","2011-08-08",6.55
"329","2011-08-09",6.51
"330","2011-08-10",5.88
"331","2011-08-11",5.93
"332","2011-08-12",6.11
"333","2011-08-15",6.57
"334","2011-08-16",6.24
"335","2011-08-17",6.4
"336","2011-08-18",5.87
"337","2011-08-19",5.73
"338","2011-08-22",5.77
"339","2011-08-23",5.83
"340","2011-08-24",5.76
"341","2011-08-25",5.73
"342","2011-08-26",5.92
"343","2011-08-29",6.33
"344","2011-08-30",6.63
"345","2011-08-31",6.49
"346","2011-09-01",6.18
"347","2011-09-02",5.6
"348","2011-09-06",5.44
"349","2011-09-07",5.68
"350","2011-09-08",5.43
"351","2011-09-09",5.17
"352","2011-09-12",5.07
"353","2011-09-13",5.11
"354","2011-09-14",5.11
"355","2011-09-15",5.35
"356","2011-09-16",5.42
"357","2011-09-19",5.12
"358","2011-09-20",5.05
"359","2011-09-21",4.8
"360","2011-09-22",4.39
"361","2011-09-23",4.57
"362","2011-09-26",4.62
"363","2011-09-27",4.94
"364","2011-09-28",4.57
"365","2011-09-29",4.78
"366","2011-09-30",4.57
"367","2011-10-03",4.49
"368","2011-10-04",4.42
"369","2011-10-05",4.45
"370","2011-10-06",4.59
"371","2011-10-07",4.24
"372","2011-10-10",4.47
"373","2011-10-11",4.75
"374","2011-10-12",4.87
"375","2011-10-13",4.76
"376","2011-10-14",4.97
"377","2011-10-17",4.64
"378","2011-10-18",4.89
"379","2011-10-19",4.77
"380","2011-10-20",4.67
"381","2011-10-21",4.78
"382","2011-10-24",4.95
"383","2011-10-25",4.91
"384","2011-10-26",4.96
"385","2011-10-27",5.37
"386","2011-10-28",5.05
"387","2011-10-31",4.61
"388","2011-11-01",4.45
"389","2011-11-02",5.51
"390","2011-11-03",5.5
"391","2011-11-04",5.2
"392","2011-11-07",5.2
"393","2011-11-08",5.22
"394","2011-11-09",4.96
"395","2011-11-10",5.09
"396","2011-11-11",5.1
"397","2011-11-14",4.98
"398","2011-11-15",5.04
"399","2011-11-16",4.84
"400","2011-11-17",4.52
"401","2011-11-18",4.51
"402","2011-11-21",4.68
"403","2011-11-22",4.68
"404","2011-11-23",4.54
"405","2011-11-25",4.35
"406","2011-11-28",4.63
"407","2011-11-29",4.6
"408","2011-11-30",4.82
"409","2011-12-01",5.87
"410","2011-12-02",5.85
"411","2011-12-05",6.02
"412","2011-12-06",5.95
"413","2011-12-07",5.94
"414","2011-12-08",5.26
"415","2011-12-09",5.72
"416","2011-12-12",5.59
"417","2011-12-13",5.31
"418","2011-12-14",5.44
"419","2011-12-15",5.2
"420","2011-12-16",5.27
"421","2011-12-19",5
"422","2011-12-20",5.4
"423","2011-12-21",5.51
"424","2011-12-22",5.89
"425","2011-12-23",5.77
"426","2011-12-27",5.59
"427","2011-12-28",5.19
"428","2011-12-29",5.28
"429","2011-12-30",5.3
"430","2012-01-03",5.48
"431","2012-01-04",5.13
"432","2012-01-05",5.18
"433","2012-01-06",5.11
"434","2012-01-09",5.11
"435","2012-01-10",5.44
"436","2012-01-11",5.35
"437","2012-01-12",5.4
"438","2012-01-13",5.33
"439","2012-01-17",5.37
"440","2012-01-18",5.46
"441","2012-01-19",5.36
"442","2012-01-20",5.32
"443","2012-01-23",5.33
"444","2012-01-24",5.52
"445","2012-01-25",5.47
"446","2012-01-26",5.45
"447","2012-01-27",5.81
"448","2012-01-30",5.83
"449","2012-01-31",5.57
"450","2012-02-01",5.74
"451","2012-02-02",5.87
"452","2012-02-03",6.08
"453","2012-02-06",6.01
"454","2012-02-07",5.97
"455","2012-02-08",5.05
"456","2012-02-09",5
"457","2012-02-10",4.89
"458","2012-02-13",4.8
"459","2012-02-14",4.56
"460","2012-02-15",4.55
"461","2012-02-16",4.65
"462","2012-02-17",4.58
"463","2012-02-21",3.7
"464","2012-02-22",3.88
"465","2012-02-23",3.98
"466","2012-02-24",3.98
"467","2012-02-27",3.91
"468","2012-02-28",3.99
"469","2012-02-29",3.94
"470","2012-03-01",3.97
"471","2012-03-02",3.92
"472","2012-03-05",3.82
"473","2012-03-06",3.58
"474","2012-03-07",3.56
"475","2012-03-08",3.51
"476","2012-03-09",3.75
"477","2012-03-12",3.79
"478","2012-03-13",3.92
"479","2012-03-14",3.9
"480","2012-03-15",3.93
"481","2012-03-16",4.06
"482","2012-03-19",4.09
"483","2012-03-20",3.95
"484","2012-03-21",3.84
"485","2012-03-22",3.72
"486","2012-03-23",3.73
"487","2012-03-26",3.78
"488","2012-03-27",3.68
"489","2012-03-28",3.6
"490","2012-03-29",3.73
"491","2012-03-30",3.65
"492","2012-04-02",3.79
"493","2012-04-03",3.8
"494","2012-04-04",3.63
"495","2012-04-05",3.72
"496","2012-04-09",3.5
"497","2012-04-10",3.5
"498","2012-04-11",3.77
"499","2012-04-12",3.68
"500","2012-04-13",3.55
"501","2012-04-16",3.55
"502","2012-04-17",3.61
"503","2012-04-18",3.43
"504","2012-04-19",3.52
"505","2012-04-20",3.56
"506","2012-04-23",3.73
"507","2012-04-24",3.76
"508","2012-04-25",3.85
"509","2012-04-26",3.81
"510","2012-04-27",3.87
"511","2012-04-30",3.62
"512","2012-05-01",3.68
"513","2012-05-02",3.63
"514","2012-05-03",3.51
"515","2012-05-04",3.44
"516","2012-05-07",3.43
"517","2012-05-08",3.37
"518","2012-05-09",3.36
"519","2012-05-10",3.36
"520","2012-05-11",3.28
"521","2012-05-14",3.13
"522","2012-05-15",3.15
"523","2012-05-16",3.2
"524","2012-05-17",3.2
"525","2012-05-18",3.12
"526","2012-05-21",3.19
"527","2012-05-22",3.2
"528","2012-05-23",3.25
"529","2012-05-24",3.34
"530","2012-05-25",3.39
"531","2012-05-29",3.34
"532","2012-05-30",3.16
"533","2012-05-31",3.12
"534","2012-06-01",3.03
"535","2012-06-04",3.17
"536","2012-06-05",3.36
"537","2012-06-06",3.62
"538","2012-06-07",3.51
"539","2012-06-08",3.49
"540","2012-06-11",3.41
"541","2012-06-12",3.55
"542","2012-06-13",3.46
"543","2012-06-14",3.55
"544","2012-06-15",3.71
"545","2012-06-18",3.72
"546","2012-06-19",3.7
"547","2012-06-20",3.67
"548","2012-06-21",3.5
"549","2012-06-22",3.7
"550","2012-06-25",3.66
"551","2012-06-26",3.61
"552","2012-06-27",3.71
"553","2012-06-28",3.66
"554","2012-06-29",3.71
"555","2012-07-02",3.78
"556","2012-07-03",3.76
"557","2012-07-05",3.8
"558","2012-07-06",3.76
"559","2012-07-09",3.71
"560","2012-07-10",3.74
"561","2012-07-11",3.7
"562","2012-07-12",3.69
"563","2012-07-13",3.84
"564","2012-07-16",3.87
"565","2012-07-17",3.74
"566","2012-07-18",3.8
"567","2012-07-19",3.79
"568","2012-07-20",3.76
"569","2012-07-23",3.62
"570","2012-07-24",3.41
"571","2012-07-25",3.39
"572","2012-07-26",3.56
"573","2012-07-27",3.23
"574","2012-07-30",3.11
"575","2012-07-31",3.08
"576","2012-08-01",3.06
"577","2012-08-02",3.03
"578","2012-08-03",3.17
"579","2012-08-06",3.32
"580","2012-08-07",3.34
"581","2012-08-08",3.23
"582","2012-08-09",3.1
"583","2012-08-10",2.44
"584","2012-08-13",2.32
"585","2012-08-14",2.45
"586","2012-08-15",2.31
"587","2012-08-16",2.31
"588","2012-08-17",2.36
"589","2012-08-20",2.29
"590","2012-08-21",2.22
"591","2012-08-22",2.12
"592","2012-08-23",2.1
"593","2012-08-24",2.11
"594","2012-08-27",2.1
"595","2012-08-28",2.18
"596","2012-08-29",2.29
"597","2012-08-30",2.27
"598","2012-08-31",2.27
"599","2012-09-04",2.2
"600","2012-09-05",2.28
"601","2012-09-06",2.44
"602","2012-09-07",2.66
"603","2012-09-10",2.72
"604","2012-09-11",2.83
"605","2012-09-12",2.71
